"Time","60 Right DS","67 xCoM","37a CoMy (cm)","v4 R Mos","v3 R COP","35 FRy (cm)","30 HRy (cm)","59 Left DS","v7 xCoM","v6 L Mos","v5 L COP","28 HLy (cm)","33 FLy (cm)","37b CoMy (cm)","37 CoMy (cm)"
0.000,1,,,,,,,1,,,,,,,
0.001,1,,,,,,,1,,,,,,,
0.002,1,,,,,,,1,,,,,,,
0.003,1,,,,,,,1,,,,,,,
0.004,1,,,,,,,1,,,,,,,
0.005,1,,,,,,,1,,,,,,,
0.006,1,,,,,,,1,,,,,,,
0.007,1,,,,,,,1,,,,,,,
0.008,1,,,,,,,1,,,,,,,
0.009,1,,,,,,,1,,,,,,,
0.010,1,,,,,,,1,,,,,,,
0.011,1,,,,,,,1,,,,,,,
0.012,1,,,,,,,1,,,,,,,
0.013,1,,,,,,,1,,,,,,,
0.014,1,,,,,,,1,,,,,,,
0.015,1,,,,,,,1,,,,,,,
0.016,1,,,,,,,1,,,,,,,
0.017,1,,,,,,,1,,,,,,,
0.018,1,,,,,,,1,,,,,,,
0.019,1,,,,,,,1,,,,,,,
0.020,1,,,,,,,1,,,,,,,
0.021,1,,,,,,,1,,,,,,,
0.022,1,,,,,,,1,,,,,,,
0.023,1,,,,,,,1,,,,,,,
0.024,1,,,,,,,1,,,,,,,
0.025,1,,,,,,,1,,,,,,,
0.026,1,,,,,,,1,,,,,,,
0.027,1,,,,,,,1,,,,,,,
0.028,1,,,,,,,1,,,,,,,
0.029,1,,,,,,,1,,,,,,,
0.030,1,,,,,,,1,,,,,,,
0.031,1,,,,,,,1,,,,,,,
0.032,1,,,,,,,1,,,,,,,
0.033,1,,,,,,,1,,,,,,,
0.034,1,,,,,,,1,,,,,,,
0.035,1,,,,,,,1,,,,,,,
0.036,1,,,,,,,1,,,,,,,
0.037,1,,,,,,,1,,,,,,,
0.038,1,,,,,,,1,,,,,,,
0.039,1,,,,,,,1,,,,,,,
0.040,1,,,,,,,1,,,,,,,
0.041,1,,,,,,,1,,,,,,,
0.042,1,5.071947,5.038850,,,4.323332,3.855896,1,5.071947,,,6.785746,5.900612,5.038850,0.622850
0.043,1,5.073206,5.036856,,,4.326403,3.856141,1,5.073206,,,6.783423,5.901587,5.036856,0.684074
0.044,1,5.074466,5.034862,5.072913,0.000000,4.329473,3.856385,1,5.074466,5.072913,0.000000,6.781101,5.902561,5.034862,0.745298
0.045,1,5.075725,5.032868,5.074992,0.000000,4.332544,3.856630,1,5.075725,5.074992,0.000000,6.778779,5.903536,5.032868,0.806522
0.046,1,5.078136,5.032052,5.078104,0.000000,4.335707,3.856897,1,5.078136,5.078104,0.000000,6.776429,5.904528,5.032052,0.867263
0.047,1,5.083726,5.034485,5.083150,0.000000,4.339124,3.857226,1,5.083726,5.083150,0.000000,6.774002,5.905568,5.034485,0.926669
0.048,1,5.089315,5.036918,5.088547,0.000000,4.342542,3.857555,1,5.089315,5.088547,0.000000,6.771574,5.906608,5.036918,0.986076
0.049,1,5.094905,5.039350,5.094602,0.000000,4.345959,3.857885,1,5.094905,5.094602,0.000000,6.769147,5.907648,5.039350,1.045483
0.050,1,5.100375,5.041730,5.100285,0.000000,4.349481,3.858324,1,5.100375,5.100285,0.000000,6.766675,5.908769,5.041730,1.103648
0.051,1,5.105517,5.043962,5.105269,0.000000,4.353292,3.859065,1,5.105517,5.105269,0.000000,6.764079,5.910113,5.043962,1.158386
0.052,1,5.110659,5.046196,5.110353,0.000000,4.357103,3.859807,1,5.110659,5.110353,0.000000,6.761482,5.911457,5.046196,1.213124
0.053,1,5.115800,5.048429,5.115625,0.000000,4.360915,3.860548,1,5.115800,5.115625,0.000000,6.758885,5.912801,5.048429,1.267862
0.054,1,5.121701,5.051486,5.121610,0.000000,4.364844,3.861336,1,5.121701,5.121610,0.000000,6.756096,5.914307,5.051486,1.321360
0.055,1,5.129698,5.056822,5.128933,0.000000,4.369101,3.862252,1,5.129698,5.128933,0.000000,6.752776,5.916260,5.056822,1.371437
0.056,1,5.137694,5.062158,5.136690,0.000000,4.373357,3.863168,1,5.137694,5.136690,0.000000,6.749455,5.918213,5.062158,1.421514
0.057,1,5.145690,5.067493,5.145260,0.000000,4.377613,3.864084,1,5.145690,5.145260,0.000000,6.746135,5.920166,5.067493,1.471591
0.058,1,5.153399,5.072587,5.153702,0.000000,4.382065,3.864937,1,5.153399,5.153702,0.000000,6.742624,5.921985,5.072587,1.520777
0.059,1,5.160311,5.077017,5.161904,0.000000,4.387057,3.865614,1,5.160311,5.161904,0.000000,6.738586,5.923436,5.077017,1.567505
0.060,1,5.167224,5.081447,5.169277,0.000000,4.392049,3.866291,1,5.167224,5.169277,0.000000,6.734548,5.924887,5.081447,1.614233
0.061,1,5.174136,5.085876,5.175100,0.000000,4.397042,3.866968,1,5.174136,5.175100,0.000000,6.730510,5.926338,5.085876,1.660961
0.062,1,5.179712,5.089018,5.179675,0.000000,4.402040,3.867809,1,5.179712,5.179675,0.000000,6.726567,5.927780,5.089018,1.706756
0.063,1,5.181599,5.088608,5.181911,0.000000,4.407054,3.869104,1,5.181599,5.181911,0.000000,6.722886,5.929196,5.088608,1.749974
0.064,1,5.183485,5.088198,5.183921,0.000000,4.412068,3.870398,1,5.183485,5.183921,0.000000,6.719204,5.930613,5.088198,1.793192
0.065,1,5.185371,5.087788,5.185503,0.000000,4.417082,3.871693,1,5.185371,5.185503,0.000000,6.715523,5.932029,5.087788,1.836411
0.066,1,5.187591,5.087630,5.187827,0.000000,4.422094,3.873027,1,5.187591,5.187827,0.000000,6.712073,5.933357,5.087630,1.881145
0.067,1,5.190727,5.088167,5.191536,0.000000,4.427096,3.874469,1,5.190727,5.191536,0.000000,6.709260,5.934444,5.088167,1.930064
0.068,1,5.193863,5.088704,5.194880,0.000000,4.432098,3.875911,1,5.193863,5.194880,0.000000,6.706447,5.935531,5.088704,1.978982
0.069,1,5.196999,5.089241,5.197537,0.000000,4.437101,3.877353,1,5.196999,5.197537,0.000000,6.703633,5.936618,5.089241,2.027901
0.070,1,5.199139,5.088669,5.198786,0.000000,4.441980,3.878467,1,5.199139,5.198786,0.000000,6.701148,5.937512,5.088669,2.078920
0.071,1,5.198530,5.085042,5.197397,0.000000,4.446521,3.878676,1,5.198530,5.197397,0.000000,6.699566,5.937874,5.085042,2.135736
0.072,1,5.197921,5.081413,5.196505,0.000000,4.451063,3.878886,1,5.197921,5.196505,0.000000,6.697985,5.938237,5.081413,2.192552
0.073,1,5.197312,5.077785,5.196546,0.000000,4.455604,3.879095,1,5.197312,5.196546,0.000000,6.696404,5.938600,5.077785,2.249368
0.074,1,5.199379,5.076744,5.199119,0.000000,4.460114,3.879258,1,5.199379,5.199119,0.000000,6.695212,5.938771,5.076744,2.307859
0.075,1,5.208827,5.082838,5.206434,0.000000,4.464542,3.879294,1,5.208827,5.206434,0.000000,6.695095,5.938415,5.082838,2.370972
0.076,1,5.218275,5.088933,5.215125,0.000000,4.468970,3.879330,1,5.218275,5.215125,0.000000,6.694978,5.938059,5.088933,2.434084
0.077,1,5.227723,5.095027,5.226391,0.000000,4.473398,3.879366,1,5.227723,5.226391,0.000000,6.694862,5.937703,5.095027,2.497196
0.078,1,5.236951,5.100903,5.237250,0.000000,4.477724,3.879389,1,5.236951,5.237250,0.000000,6.695046,5.937286,5.100903,2.560292
0.079,1,5.245574,5.106175,5.247344,0.000000,4.481768,3.879377,1,5.245574,5.247344,0.000000,6.696063,5.936702,5.106175,2.623339
0.080,1,5.254197,5.111448,5.256492,0.000000,4.485812,3.879365,1,5.254197,5.256492,0.000000,6.697080,5.936118,5.111448,2.686387
0.081,1,5.262820,5.116721,5.263867,0.000000,4.489856,3.879353,1,5.262820,5.263867,0.000000,6.698097,5.935534,5.116721,2.749435
0.082,1,5.270174,5.120801,5.270247,0.000000,4.493868,3.879376,1,5.270174,5.270247,0.000000,6.699318,5.934805,5.120801,2.811036
0.083,1,5.274025,5.121592,5.274762,0.000000,4.497792,3.879497,1,5.274025,5.274762,0.000000,6.701104,5.933677,5.121592,2.868645
0.084,1,5.277877,5.122382,5.278848,0.000000,4.501716,3.879616,1,5.277877,5.278848,0.000000,6.702889,5.932548,5.122382,2.926254
0.085,1,5.281729,5.123172,5.282135,0.000000,4.505641,3.879737,1,5.281729,5.282135,0.000000,6.704675,5.931419,5.123172,2.983863
0.086,1,5.285887,5.124393,5.285672,0.000000,4.509353,3.879863,1,5.285887,5.285672,0.000000,6.706680,5.930209,5.124393,3.039127
0.087,1,5.290890,5.126804,5.289680,0.000000,4.512484,3.880005,1,5.290890,5.289680,0.000000,6.709288,5.928776,5.126804,3.087923
0.088,1,5.295893,5.129214,5.294327,0.000000,4.515615,3.880147,1,5.295893,5.294327,0.000000,6.711895,5.927344,5.129214,3.136718
0.089,1,5.300896,5.131624,5.300173,0.000000,4.518745,3.880288,1,5.300896,5.300173,0.000000,6.714503,5.925911,5.131624,3.185513
0.090,1,5.306585,5.134910,5.306740,0.000000,4.521847,3.880353,1,5.306585,5.306740,0.000000,6.717186,5.924536,5.134910,3.230734
0.091,1,5.314167,5.140613,5.314657,0.000000,4.524872,3.880203,1,5.314167,5.314657,0.000000,6.720079,5.923319,5.140613,3.266092
0.092,1,5.321749,5.146317,5.322361,0.000000,4.527896,3.880053,1,5.321749,5.322361,0.000000,6.722971,5.922102,5.146317,3.301449
0.093,1,5.329331,5.152020,5.329664,0.000000,4.530921,3.879903,1,5.329331,5.329664,0.000000,6.725863,5.920886,5.152020,3.336807
0.094,1,5.335693,5.156674,5.335835,0.000000,4.534019,3.879822,1,5.335693,5.335835,0.000000,6.728971,5.919842,5.156674,3.368947
0.095,1,5.338687,5.158432,5.339883,0.000000,4.537318,3.879929,1,5.338687,5.339883,0.000000,6.732676,5.919274,5.158432,3.392208
0.096,1,5.341681,5.160190,5.343253,0.000000,4.540617,3.880036,1,5.341681,5.343253,0.000000,6.736381,5.918706,5.160190,3.415470
0.097,1,5.344676,5.161949,5.345348,0.000000,4.543917,3.880143,1,5.344676,5.345348,0.000000,6.740085,5.918139,5.161949,3.438732
0.098,1,5.347641,5.163809,5.347511,0.000000,4.547036,3.880184,1,5.347641,5.347511,0.000000,6.743570,5.917699,5.163809,3.459509
0.099,1,5.350524,5.165953,5.349797,0.000000,4.549656,3.880040,1,5.350524,5.349797,0.000000,6.746448,5.917613,5.165953,3.473432
0.100,1,5.353408,5.168097,5.352468,0.000000,4.552277,3.879897,1,5.353408,5.352468,0.000000,6.749326,5.917528,5.168097,3.487355
0.101,1,5.356292,5.170241,5.355857,0.000000,4.554897,3.879754,1,5.356292,5.355857,0.000000,6.752204,5.917442,5.170241,3.501277
0.102,1,5.359710,5.172983,5.359722,0.000000,4.557609,3.879455,1,5.359710,5.359722,0.000000,6.754879,5.917274,5.172983,3.514005
0.103,1,5.364605,5.177376,5.364476,0.000000,4.560573,3.878728,1,5.364605,5.364476,0.000000,6.756992,5.916883,5.177376,3.523437
0.104,1,5.369499,5.181770,5.369321,0.000000,4.563536,3.878001,1,5.369499,5.369321,0.000000,6.759106,5.916491,5.181770,3.532868
0.105,1,5.374394,5.186163,5.374337,0.000000,4.566499,3.877274,1,5.374394,5.374337,0.000000,6.761219,5.916100,5.186163,3.542300
0.106,1,5.378771,5.190057,5.378974,0.000000,4.569371,3.876523,1,5.378771,5.378974,0.000000,6.763447,5.915698,5.190057,3.551401
0.107,1,5.381722,5.192573,5.382903,0.000000,4.571988,3.875703,1,5.381722,5.382903,0.000000,6.765993,5.915269,5.192573,3.559590
0.108,1,5.384674,5.195089,5.386203,0.000000,4.574605,3.874883,1,5.384674,5.386203,0.000000,6.768538,5.914841,5.195089,3.567780
0.109,1,5.387625,5.197605,5.388326,0.000000,4.577222,3.874063,1,5.387625,5.388326,0.000000,6.771084,5.914412,5.197605,3.575970
0.110,1,5.390146,5.199697,5.389872,0.000000,4.579832,3.873262,1,5.390146,5.389872,0.000000,6.773730,5.913856,5.199697,3.584042
0.111,1,5.391483,5.200622,5.390337,0.000000,4.582425,3.872512,1,5.391483,5.390337,0.000000,6.776657,5.912948,5.200622,3.591788
0.112,1,5.392819,5.201547,4.655354,0.736005,4.585017,3.871763,1,5.392819,5.391359,0.000000,6.779583,5.912039,5.201547,3.599535
0.113,1,5.394155,5.202471,2.542464,2.850964,4.587609,3.871013,1,5.394155,5.393428,0.000000,6.782509,5.911131,5.202471,3.607281
0.114,1,5.397239,5.205140,1.166905,4.230188,4.590093,3.870224,1,5.397239,5.397093,0.000000,6.785453,5.910130,5.205140,3.615090
0.115,1,5.405146,5.212623,1.172779,4.230969,4.592279,3.869326,1,5.405146,5.403749,0.000000,6.788443,5.908874,5.212623,3.623069
0.116,1,5.413053,5.220106,1.179549,4.231662,4.594465,3.868428,1,5.413053,5.411211,0.000000,6.791432,5.907618,5.220106,3.631048
0.117,1,5.420960,5.227589,1.187996,4.232190,4.596652,3.867530,1,5.420960,5.420186,0.000000,6.794422,5.906361,5.227589,3.639027
0.118,1,5.428809,5.235000,1.196282,4.232607,4.598654,3.866540,1,5.428809,5.428889,0.000000,6.797258,5.905157,5.235000,3.647278
0.119,1,5.436498,5.242210,1.204268,4.232815,4.600151,3.865295,1,5.436498,5.437083,0.000000,6.799672,5.904094,5.242210,3.656279
0.120,1,5.444187,5.249421,1.211982,4.232970,4.601648,3.864050,1,5.444187,5.444952,0.000000,6.802085,5.903032,5.249421,3.665281
0.121,1,5.451876,5.256632,1.219186,4.233026,4.603145,3.862806,1,5.451876,5.452212,0.000000,6.804499,5.901970,5.256632,3.674282
0.122,1,5.459343,5.263556,1.226242,4.233111,4.604588,3.861710,1,5.459343,5.459353,0.000000,6.806598,5.901115,5.263556,3.684510
0.123,1,5.466197,5.269686,1.233024,4.233249,4.605883,3.861026,1,5.466197,5.466273,0.000000,6.807830,5.900833,5.269686,3.698121
0.124,1,5.473050,5.275816,1.239656,4.233494,4.607178,3.860341,1,5.473050,5.473150,0.000000,6.809062,5.900550,5.275816,3.711733
0.125,1,5.479903,5.281946,1.246006,4.233941,4.608473,3.859657,1,5.479903,5.479947,0.000000,6.810295,5.900267,5.281946,3.725345
0.126,1,5.487057,5.288315,1.252291,4.234536,4.609826,3.859227,1,5.487057,5.486827,0.000000,6.811317,5.900297,5.288315,3.740114
0.127,1,5.495038,5.295341,1.258456,4.235407,4.611341,3.859498,1,5.495038,5.493863,0.000000,6.811759,5.901187,5.295341,3.758077
0.128,1,5.503019,5.302368,1.265213,4.236293,4.612857,3.859769,1,5.503019,5.501505,0.000000,6.812201,5.902078,5.302368,3.776039
0.129,1,5.511001,5.309395,1.273081,4.237205,4.614372,3.860040,1,5.511001,5.510286,0.000000,6.812643,5.902968,5.309395,3.794002
0.130,1,5.519618,5.316948,1.281939,4.237995,4.615715,3.860261,1,5.519618,5.519934,0.000000,6.812808,5.903845,5.316948,3.814012
0.131,1,5.529987,5.325955,1.292652,4.238555,4.616583,3.860344,1,5.529987,5.531207,0.000000,6.812210,5.904683,5.325955,3.839671
0.132,1,5.540357,5.334961,1.302842,4.239060,4.617451,3.860427,1,5.540357,5.541902,0.000000,6.811612,5.905521,5.334961,3.865330
0.133,1,5.550727,5.343967,1.312051,4.239463,4.618318,3.860510,1,5.550727,5.551515,0.000000,6.811014,5.906360,5.343967,3.890989
0.134,1,5.559096,5.350817,1.319275,4.239910,4.619114,3.860703,1,5.559096,5.559185,0.000000,6.810210,5.907127,5.350817,3.919575
0.135,1,5.561944,5.351717,1.322778,4.240438,4.619710,3.861199,1,5.561944,5.563215,0.000000,6.808835,5.907700,5.351717,3.956241
0.136,1,5.564793,5.352618,1.325505,4.240977,4.620306,3.861695,1,5.564793,5.566483,0.000000,6.807460,5.908272,5.352618,3.992907
0.137,1,5.567642,5.353518,1.326780,4.241539,4.620903,3.862190,1,5.567642,5.568319,0.000000,6.806085,5.908845,5.353518,4.029573
0.138,1,5.570987,5.354775,1.328845,4.242055,4.621362,3.862712,1,5.570987,5.570900,0.000000,6.804657,5.909497,5.354775,4.068871
0.139,1,5.575702,5.357016,1.332388,4.242485,4.621444,3.863307,1,5.575702,5.574873,0.000000,6.803079,5.910369,5.357016,4.115429
0.140,1,5.580417,5.359257,1.336469,4.242856,4.621527,3.863902,1,5.580417,5.579324,0.000000,6.801502,5.911242,5.359257,4.161989
0.141,1,5.585132,5.361498,1.341556,4.243117,4.621609,3.864496,1,5.585132,5.584672,0.000000,6.799924,5.912114,5.361498,4.208548
0.142,1,5.589835,5.363697,1.346540,4.243330,4.621542,3.865139,1,5.589835,5.589871,0.000000,6.798269,5.912704,5.363697,4.255674
0.143,1,5.594506,5.365780,1.351334,4.243455,4.621060,3.865915,1,5.594506,5.594789,0.000000,6.796400,5.912516,5.365780,4.304368
0.144,1,5.599176,5.367863,1.355953,4.243594,4.620579,3.866690,1,5.599176,5.599547,0.000000,6.794531,5.912328,5.367863,4.353061
0.145,1,5.603847,5.369946,1.360247,4.243760,4.620098,3.867465,1,5.603847,5.604007,0.000000,6.792662,5.912141,5.369946,4.401753
0.146,1,5.608383,5.371966,1.364434,4.243995,4.619607,3.868392,1,5.608383,5.608429,0.000000,6.790814,5.911788,5.371966,4.449104
0.147,1,5.612547,5.373811,1.368419,4.244360,4.619089,3.869734,1,5.612547,5.612779,0.000000,6.789025,5.910979,5.373811,4.492748
0.148,1,5.616711,5.375656,1.372254,4.244756,4.618572,3.871076,1,5.616711,5.617010,0.000000,6.787235,5.910170,5.375656,4.536393
0.149,1,5.620875,5.377501,1.375809,4.245208,4.618054,3.872418,1,5.620875,5.621017,0.000000,6.785446,5.909361,5.377501,4.580038
0.150,1,5.624969,5.379378,1.379210,4.245652,4.617513,3.873851,1,5.624969,5.624862,0.000000,6.783865,5.908767,5.379378,4.621758
0.151,1,5.628867,5.381341,1.382325,4.246078,4.616907,3.875533,1,5.628867,5.628404,0.000000,6.782862,5.908767,5.381341,4.658173
0.152,1,5.632765,5.383305,1.385598,4.246576,4.616301,3.877215,1,5.632765,5.632174,0.000000,6.781859,5.908767,5.383305,4.694587
0.153,1,5.636663,5.385268,1.389164,4.247208,4.615695,3.878897,1,5.636663,5.636372,0.000000,6.780856,5.908767,5.385268,4.731002
0.154,1,5.640886,5.387791,1.393089,4.247981,4.615232,3.880703,1,5.640886,5.641070,0.000000,6.780066,5.909454,5.387791,4.762989
0.155,1,5.646005,5.391859,1.397684,4.249019,4.615169,3.882853,1,5.646005,5.646703,0.000000,6.779863,5.912038,5.391859,4.782760
0.156,1,5.651124,5.395927,1.401947,4.250060,4.615105,3.885002,1,5.651124,5.652007,0.000000,6.779661,5.914622,5.395927,4.802531
0.157,1,5.656243,5.399995,1.405586,4.251108,4.615041,3.887152,1,5.656243,5.656694,0.000000,6.779458,5.917206,5.399995,4.822302
0.158,1,5.660335,5.403282,1.408266,4.252020,4.614956,3.889092,1,5.660335,5.660286,0.000000,6.779324,5.920251,5.403282,4.837444
0.159,1,5.661592,5.404414,1.409150,4.252676,4.614812,3.890455,1,5.661592,5.661825,0.000000,6.779377,5.924567,5.404414,4.839813
0.160,1,5.662850,5.405546,1.409880,4.253301,4.614668,3.891818,1,5.662850,5.663181,0.000000,6.779430,5.928883,5.405546,4.842182
0.161,1,5.664107,5.406678,1.410323,4.253870,4.614524,3.893180,1,5.664107,5.664194,0.000000,6.779484,5.933199,5.406678,4.844552
0.162,1,5.666131,5.408795,1.411536,4.254540,4.614468,3.894601,1,5.666131,5.666076,0.000000,6.779677,5.938698,5.408795,4.842800
0.163,1,5.670271,5.413632,1.414190,4.255397,4.614653,3.896184,1,5.670271,5.669588,0.000000,6.780256,5.947462,5.413632,4.829678
0.164,1,5.674411,5.418468,1.417233,4.256271,4.614838,3.897766,1,5.674411,5.673504,0.000000,6.780834,5.956224,5.418468,4.816556
0.165,1,5.678550,5.423306,1.421003,4.257178,4.615023,3.899349,1,5.678550,5.678181,0.000000,6.781413,5.964987,5.423306,4.803434
0.166,1,5.682014,5.427589,1.424415,4.257991,4.615235,3.900722,1,5.682014,5.682406,0.000000,6.781758,5.984807,5.427589,4.788011
0.167,1,5.683616,5.430348,1.427158,4.258629,4.615522,3.901515,1,5.683616,5.685787,0.000000,6.781461,6.035135,5.430348,4.766236
0.168,1,5.685218,5.433106,1.428820,4.259204,4.615810,3.902309,1,5.685218,5.688024,0.000000,6.781164,6.085463,5.433106,4.744462
0.169,1,5.686820,5.435865,1.428457,4.259663,4.616098,3.903103,1,5.686820,5.688119,0.000000,6.780866,6.135791,5.435865,4.722687
0.170,1,5.687380,5.437646,1.426802,4.260124,4.616325,3.903948,1,5.687380,5.686925,0.000000,6.780445,6.177894,5.437646,4.699720
0.171,1,5.685068,5.436729,1.422726,4.260590,4.616384,3.904936,1,5.685068,5.683316,0.000000,6.779680,6.197298,5.436729,4.673463
0.172,1,5.682755,5.435812,1.419444,4.261093,4.616443,3.905923,1,5.682755,5.680537,0.000000,6.778916,6.216702,5.435812,4.647207
0.173,1,5.680443,5.434895,1.417649,4.261664,4.616501,3.906911,1,5.680443,5.679313,0.000000,6.778152,6.236107,5.434895,4.620950
0.174,1,5.681025,5.436870,1.418604,4.262276,4.616632,3.907870,1,5.681025,5.680880,0.000000,6.777411,6.256238,5.436870,4.594742
0.175,1,5.689591,5.446821,1.424713,4.262963,4.616963,3.908750,1,5.689591,5.687675,0.000000,6.776735,6.278374,5.446821,4.568671
0.176,1,5.698158,5.456773,1.432017,4.263598,4.617294,3.909631,1,5.698158,5.695615,0.000000,6.776060,6.300509,5.456773,4.542600
0.177,1,5.706725,5.466725,1.441561,4.264135,4.617625,3.910511,1,5.706725,5.705695,0.000000,6.775385,6.322646,5.466725,4.516529
0.178,1,5.714795,5.476109,1.450292,4.264537,4.617904,3.911159,1,5.714795,5.714828,0.000000,6.774647,6.344175,5.476109,4.491809
0.179,1,5.721495,5.483924,1.457500,4.264686,4.618042,3.911169,1,5.721495,5.722186,0.000000,6.773736,6.364031,5.483924,4.470819
0.180,1,5.728195,5.491740,1.464333,4.264786,4.618178,3.911178,1,5.728195,5.729119,0.000000,6.772824,6.383888,5.491740,4.449828
0.181,1,5.734896,5.499556,1.470462,4.264794,4.618316,3.911187,1,5.734896,5.735256,0.000000,6.771912,6.403744,5.499556,4.428837
0.182,1,5.741971,5.507656,1.477092,4.264854,4.618444,3.911256,1,5.741971,5.741947,0.000000,6.771186,6.422821,5.507656,4.409567
0.183,1,5.750083,5.516539,1.484662,4.265012,4.618550,3.911491,1,5.750083,5.749674,0.000000,6.770970,6.439747,5.516539,4.395048
0.184,1,5.758195,5.525422,1.492472,4.265178,4.618656,3.911726,1,5.758195,5.757650,0.000000,6.770754,6.456673,5.525422,4.380528
0.185,1,5.766307,5.534306,1.500731,4.265359,4.618762,3.911960,1,5.766307,5.766091,0.000000,6.770538,6.473599,5.534306,4.366008
0.186,1,5.774168,5.542853,1.508749,4.265488,4.618800,3.912184,1,5.774168,5.774237,0.000000,6.770488,6.479607,5.542853,4.353083
0.187,1,5.781336,5.550475,1.516313,4.265517,4.618652,3.912378,1,5.781336,5.781830,0.000000,6.770894,6.455486,5.550475,4.344558
0.188,1,5.788505,5.558097,1.523608,4.265542,4.618504,3.912571,1,5.788505,5.789149,0.000000,6.771299,6.431365,5.558097,4.336032
0.189,1,5.795674,5.565719,1.530399,4.265559,4.618356,3.912765,1,5.795674,5.795957,0.000000,6.771705,6.407244,5.565719,4.327507
0.190,1,5.802800,5.573261,1.537065,4.265633,4.618214,3.913070,1,5.802800,5.802698,0.000000,6.771900,6.391312,5.573261,4.319666
0.191,1,5.809809,5.580586,1.543497,4.265816,4.618088,3.913683,1,5.809809,5.809313,0.000000,6.771511,6.397980,5.580586,4.313712
0.192,1,5.816818,5.587912,1.550143,4.266038,4.617962,3.914297,1,5.816818,5.816181,0.000000,6.771122,6.404647,5.587912,4.307759
0.193,1,5.823826,5.595237,1.557188,4.266334,4.617837,3.914910,1,5.823826,5.823522,0.000000,6.770733,6.411315,5.595237,4.301805
0.194,1,5.831274,5.602946,1.564687,4.266634,4.617681,3.915588,1,5.831274,5.831321,0.000000,6.770288,6.416556,5.602946,4.296887
0.195,1,5.839933,5.611714,1.573036,4.266943,4.617441,3.916445,1,5.839933,5.839979,0.000000,6.769686,6.417859,5.611714,4.294826
0.196,1,5.848592,5.620482,1.581387,4.267251,4.617201,3.917301,1,5.848592,5.848638,0.000000,6.769084,6.419162,5.620482,4.292764
0.197,1,5.857250,5.629251,1.589742,4.267559,4.616961,3.918158,1,5.857250,5.857301,0.000000,6.768482,6.420465,5.629251,4.290703
0.198,1,5.865481,5.637625,1.597638,4.267855,4.616856,3.918777,1,5.865481,5.865493,0.000000,6.767880,6.421876,5.637625,4.287992
0.199,1,5.872529,5.644912,1.604677,4.268126,4.617123,3.918739,1,5.872529,5.872804,0.000000,6.767280,6.423587,5.644912,4.283489
0.200,1,5.879576,5.652199,1.611647,4.268298,4.617390,3.918701,1,5.879576,5.879944,0.000000,6.766679,6.425298,5.652199,4.278986
0.201,1,5.886624,5.659486,1.618488,4.268279,4.617656,3.918664,1,5.886624,5.886767,0.000000,6.766078,6.427009,5.659486,4.274483
0.202,1,5.893118,5.666275,1.625536,4.268079,4.617954,3.918139,1,5.893118,5.893616,0.000000,6.765445,6.428661,5.666275,4.268932
0.203,1,5.898083,5.671689,1.632973,4.267540,4.618338,3.916271,1,5.898083,5.900513,0.000000,6.764721,6.430152,5.671689,4.260492
0.204,1,5.903048,5.677102,1.639300,4.266870,4.618721,3.914402,1,5.903048,5.906170,0.000000,6.763998,6.431643,5.677102,4.252052
0.205,1,5.908012,5.682516,1.643548,4.265955,4.619105,3.912534,1,5.908012,5.909503,0.000000,6.763275,6.433133,5.682516,4.243612
0.206,1,5.910985,5.686072,1.645679,4.264980,4.619428,3.910485,1,5.910985,5.910659,0.000000,6.762650,6.434250,5.686072,4.232632
0.207,1,5.908462,5.684504,1.643845,4.263892,4.619585,3.907937,1,5.908462,5.907737,0.000000,6.762301,6.434337,5.684504,4.214641
0.208,1,5.905937,5.682936,1.642331,4.262735,4.619741,3.905390,1,5.905937,5.905066,0.000000,6.761951,6.434424,5.682936,4.196651
0.209,1,5.903413,5.681368,1.641416,4.261448,4.619897,3.902842,1,5.903413,5.902864,0.000000,6.761602,6.434511,5.681368,4.178660
0.210,1,5.903169,5.682239,1.643203,4.260085,4.619973,3.900238,1,5.903169,5.903288,0.000000,6.761302,6.434557,5.682239,4.157674
0.211,1,5.909216,5.689840,1.650051,4.258580,4.619826,3.897480,1,5.909216,5.908630,0.000000,6.761138,6.434492,5.689840,4.128423
0.212,1,5.915263,5.697441,2.397655,3.516776,4.619678,3.894722,1,5.915263,5.914432,0.000000,6.760975,6.434426,5.697441,4.099172
0.213,1,5.921309,5.705042,4.533114,1.387977,4.619531,3.891964,1,5.921309,5.921092,0.000000,6.760812,6.434360,5.705042,4.069921
0.214,0,5.925450,5.710958,5.925591,0.000000,4.619426,3.889457,1,5.925450,5.925591,0.000000,6.760555,6.434461,5.710958,4.036510
0.215,0,5.924331,5.712224,5.926044,0.000000,4.619439,3.887646,1,5.924331,5.926044,0.000000,6.760041,6.435022,5.712224,3.991622
0.216,0,5.923211,5.713490,5.925482,0.000000,4.619451,3.885834,1,5.923211,5.925482,0.000000,6.759527,6.435584,5.713490,3.946734
0.217,0,5.922091,5.714756,5.923018,0.000000,4.619463,3.884023,1,5.922091,5.923018,0.000000,6.759013,6.436145,5.714756,3.901846
0.218,0,5.921035,5.716319,5.921200,0.000000,4.619397,3.882372,1,5.921035,5.921200,0.000000,6.758672,6.436950,5.716319,3.852540
0.219,0,5.920154,5.718705,5.920592,0.000000,4.619116,3.881162,1,5.920154,5.920592,0.000000,6.758810,6.438427,5.718705,3.791047
