"Time"	"44 miry (cm)"	"43 mirx (cm)"	"42 CoMy (cm)"	"41 CoMx (cm)"	"40 FRy (cm)"	"39 FRx (cm)"	"38 FLy (cm)"	"37 FLx (cm)"	"36 HRy (cm)"	"35 HRx (cm)"	"34 HLy (cm)"	"33 HLx (cm)"	"32 MTP ang"	"31 Keyboard"	"30 ankle ang"	"29 knee ang"	"28 hip ang"	"27 FLty (cm)"	"26 FLtx (cm)"	"25 toey (cm)"	"801 toex (cm)"	"24 toex (cm)"	"23 MTPy (cm)"	"22 MTPx (cm)"	"21 anky (cm)"	"20 ankx (cm)"	"19 kny (cm)"	"18 knx (cm)"	"17 Hipy (cm)"	"16 Hipx (cm)"	"15 Cry (cm)"	"14 Crx (cm)"	"12 Sync"	"11 Gr"	"10 St"	"9 TA"	"8 Gs"	"7 VL"	"6 BF"	"5 Ip"	"4 GM"	"46 sw offset"	"45 sw onset"	"3 Platform"	"2 Trdml"	"1 Synch"
4.45	7.230120	1.056499	6.351506	17.067499	4.709198	18.022514	6.382138	17.123314	4.542360	15.743681	6.974469	14.526724	167.814682	0	37.665096	77.232559	50.970997	7.946823	18.535492	8.393170	81.012894	16.076801	8.625822	15.426999	8.948874	14.645065	9.422637	16.380449	10.745459	15.675963	10.588334	16.484821	0	-0.01318	0.00094	-0.01429	-0.01379	0.00875	-0.01164	0.00878	0.00139	0	0	0.87049	0.29605	3.27698
4.46	7.198059	1.042843	6.282668	17.091871	4.672842	17.906683	6.332328	17.124317	4.443912	16.216566	6.926408	14.365864	178.156738	0	48.959991	80.384346	37.534542	7.923908	18.408188	8.315087	63.291775	16.500505	8.432199	16.084015	8.651194	15.247587	9.644197	16.745003	10.737675	15.719372	10.604876	16.530300	0	-0.01893	0.00308	-0.01887	-0.01419	0.00969	-0.01404	0.00895	0.00380	0	0	1.08215	0.29240	3.27773
4.47	7.161669	1.006281	6.216702	17.134516	4.645535	17.757956	6.240321	17.152420	4.343693	16.538157	6.884711	14.229587	173.968491	0	58.989201	88.310905	34.133072	7.891701	18.296633	8.135281	26.616611	17.074236	8.214543	16.420410	8.394701	15.620795	9.695678	16.864588	10.699834	15.750288	10.589910	16.543301	0	-0.01744	0.00351	-0.02041	-0.01343	0.00871	-0.01347	0.00580	-0.00327	1	0	1.25413	0.29079	3.27743
4.48	7.147545	0.943550	6.167032	17.144402	4.604901	17.688969	6.191426	17.173061	4.271321	16.488537	6.843830	14.120634	166.567581	0	64.704788	87.706268	39.382179	7.880645	18.156075	7.952166	-1.430447	17.083569	8.000690	16.498859	8.271219	15.660186	9.584059	16.891380	10.565388	15.757228	10.545369	16.522665	0	-0.01831	0.00321	-0.02096	-0.00958	0.00891	-0.01559	0.00632	0.00195	0	0	1.39064	0.28772	3.27804
4.49	7.139909	0.901119	6.117622	17.123247	4.558870	17.629335	6.916255	19.031549	4.278693	16.344151	6.817951	14.036543	166.145004	0	61.428844	87.408951	41.662266	7.887323	18.047049	7.927228	-9.349733	17.018625	7.948334	16.391846	8.172469	15.599003	9.459485	16.857409	10.458600	15.738585	10.457245	16.494287	0	-0.01871	0.00291	-0.02183	-0.01625	0.00708	-0.01091	0.00875	0.00229	0	0	1.46207	0.26737	3.27683
4.50	7.145931	0.888050	6.058080	17.097872	4.526990	17.611763	6.913067	18.926933	4.248258	16.252607	6.792490	13.959329	167.407928	0	58.377819	86.204727	43.498280	7.886159	17.958286	7.895176	-11.467246	16.899654	7.929091	16.273298	8.151415	15.481874	9.371721	16.805017	10.404571	15.717384	10.404284	16.477327	0	-0.01714	0.00353	-0.02091	-0.01683	0.00801	-0.01208	0.00569	0.00200	0	0	1.47877	0.28343	3.27714
4.51	7.146662	0.885513	5.980620	17.090586	4.567695	17.757950	6.034204	17.241667	4.218259	16.143808	6.742746	13.868800	165.871658	0	55.280685	85.218994	47.230213	7.952155	17.968828	7.899370	-9.548344	16.793631	7.911271	16.187374	8.134910	15.367223	9.292583	16.745533	10.356777	15.688421	10.384530	16.467562	0	-0.01675	0.00397	-0.02104	-0.00598	0.00842	-0.01307	0.00420	0.00233	0	0	1.48220	0.28274	3.27758
4.52	7.137732	0.882626	5.869377	17.088507	4.649614	18.118349	5.774739	15.747196	4.238933	16.016436	6.669426	13.783468	167.422134	0	51.885471	86.064980	50.283451	8.014287	18.358685	7.895298	-11.071651	16.700033	7.903696	16.088772	8.099717	15.263514	9.220716	16.671768	10.327405	15.659255	10.365920	16.464577	0	-0.01920	0.00413	-0.02009	-0.01995	0.00793	-0.01245	0.00544	0.00345	0	0	1.48089	0.28066	3.27788
4.53	7.118513	0.887202	5.799542	17.098518	4.673212	18.583586	5.818889	17.137554	4.228289	15.934796	6.695684	13.876676	169.259872	0	48.967178	85.338547	53.088097	7.986977	19.013535	7.885536	-11.510429	16.566517	7.916037	15.978536	8.123373	15.128632	9.162422	16.598444	10.312847	15.635892	10.356712	16.470943	0	-0.01967	-0.00027	-0.02166	-0.01526	0.00774	-0.01222	0.00310	0.00339	0	0	1.48212	0.27649	3.27622
4.54	7.108735	0.900123	5.737442	17.076046	4.595450	18.984858	6.278961	17.097198	4.246304	15.829361	6.770180	14.135218	167.108307	0	46.941608	84.483025	55.463753	7.966035	19.408224	7.894696	-11.382710	16.465668	7.908287	15.877373	8.125145	15.021268	9.098249	16.535458	10.276307	15.606947	10.330252	16.439007	0	-0.01903	0.00319	-0.02120	-0.02023	0.00818	-0.01312	0.00550	0.00080	0	0	1.47884	0.27216	3.27743
4.55	7.115351	0.923589	5.687296	17.074738	4.501880	19.393372	5.738572	17.123354	4.246601	15.716150	6.818185	14.631398	168.969696	0	43.273453	81.562141	59.516193	7.980192	19.983637	7.882864	-11.023940	16.349148	7.927933	15.785574	8.186521	14.859514	9.022494	16.453611	10.234306	15.569582	10.317786	16.416748	0	-0.01586	0.00227	-0.01920	-0.01094	0.00667	-0.01645	-0.00034	0.00206	0	0	1.48122	0.26707	3.27728
4.56	7.132908	0.936585	5.611022	17.132837	4.391576	19.713865	6.672473	17.532917	4.253277	15.620459	6.814162	15.014528	170.624481	0	39.578415	81.315315	62.714367	8.088572	20.439337	7.906050	-7.757699	16.240728	7.959626	15.675147	8.208155	14.739412	8.960524	16.374401	10.212754	15.548861	10.305405	16.414583	0	-0.01709	0.00292	-0.02020	-0.00532	0.00888	-0.01228	0.00515	0.00099	0	0	1.47964	0.26051	3.27697
4.57	7.153306	0.966666	5.528268	17.239946	4.266615	19.835682	6.747412	15.469072	4.288429	15.565765	6.806077	15.467607	170.416718	0	38.683826	80.980232	63.093040	7.978600	20.699009	7.930812	-7.382491	16.190449	7.988299	15.633174	8.239945	14.723344	8.949713	16.377499	10.218400	15.577231	10.301227	16.464016	0	-0.01584	0.00441	-0.02034	-0.00696	0.00837	-0.01255	0.00521	0.00352	0	0	1.48007	0.25655	3.27880
4.58	7.185928	0.998591	5.477211	17.311634	4.301295	19.779764	6.626423	15.802416	4.297905	15.489164	6.695449	15.776057	166.912231	0	38.453388	78.209488	63.147636	7.948864	20.588642	7.965958	-9.691649	16.089056	8.018361	15.526335	8.292818	14.700923	8.909792	16.391874	10.184123	15.600649	10.262267	16.496784	0	-0.01777	0.00320	-0.02200	-0.00680	0.00845	-0.01315	0.00781	0.00227	0	0	1.47908	0.25311	3.27774
4.59	7.223045	1.026668	5.439756	17.396202	4.320260	19.709717	6.508569	16.075634	4.340095	15.436238	6.592461	15.980947	163.853928	0	38.773335	76.556747	63.688705	7.910704	20.497873	7.992242	-8.302511	16.004177	8.053230	15.418754	8.354537	14.676410	8.871205	16.400595	10.168588	15.647785	10.227468	16.531178	0	-0.01942	0.00381	-0.02003	-0.01899	0.00741	-0.01214	0.00472	0.00164	0	0	1.47849	0.25077	3.27713
4.60	7.233698	1.067776	5.411520	17.479523	4.350605	19.634966	6.540118	16.731636	4.359375	15.380857	6.569266	16.283979	158.845306	0	39.473804	74.645134	64.777878	7.893610	20.478895	8.028996	-5.810291	15.925311	8.082866	15.353981	8.432584	14.653763	8.835411	16.407959	10.156246	15.697124	10.203346	16.576557	0	-0.01705	0.00395	-0.02103	-0.01454	0.00828	-0.01308	0.00517	0.00152	0	0	1.47927	0.25220	3.27729
4.61	7.255602	1.097500	5.373843	17.512451	4.374352	19.597357	6.491895	16.708523	4.384660	15.340127	6.578455	16.615574	153.550995	0	39.496082	72.868782	67.179855	7.895107	20.482464	8.068219	-5.571455	15.883080	8.120159	15.294148	8.548711	14.594758	8.799418	16.377100	10.157324	15.739910	10.192849	16.617567	0	-0.01735	0.00334	-0.02004	-0.02515	0.00732	-0.01348	0.00490	0.00358	0	0	1.47881	0.25507	3.27804
4.62	7.274244	1.113225	5.358912	17.526445	4.386134	19.498098	6.516448	16.705305	4.412807	15.250708	6.588667	16.631260	153.595367	0	40.429340	72.305725	68.183586	7.923191	20.366562	8.063283	-5.977978	15.819988	8.138331	15.243981	8.582788	14.580319	8.790019	16.368322	10.157058	15.750926	10.195422	16.633539	0	-0.01655	0.00231	-0.01970	-0.01072	0.00690	-0.01352	0.00511	0.00530	0	0	1.48157	0.25667	3.27637
4.63	7.275179	1.136023	5.373684	17.533075	4.420665	19.417759	6.536557	16.617260	4.454305	15.163337	6.623652	16.527653	152.274780	0	41.067905	73.625031	71.444733	7.946416	20.241001	8.059763	-6.568103	15.755834	8.146153	15.156265	8.619451	14.503002	8.780819	16.295746	10.176239	15.745559	10.221755	16.624882	0	-0.01758	0.00351	-0.01976	-0.01317	0.00779	-0.01239	0.00481	0.00145	0	0	1.47989	0.25932	3.27699
4.64	7.309876	1.165383	5.411532	17.532549	4.438842	19.350842	6.503911	9.368410	4.477060	15.072891	6.640889	16.431871	153.212296	0	40.426224	74.981194	74.711067	7.986177	20.153805	8.084002	-7.621954	15.681983	8.179847	15.074719	8.639935	14.436000	8.786351	16.230001	10.198691	15.724740	10.266172	16.602547	0	-0.01619	0.00367	-0.01990	-0.01311	0.00770	-0.01222	0.00558	0.00237	0	0	1.47881	0.26319	3.27713
4.65	7.333711	1.183812	5.476285	17.517199	4.469538	19.288111	6.465427	1.128261	4.504178	14.977153	6.687216	16.360098	155.496338	0	42.052284	76.211159	76.129303	8.037239	20.040501	8.088962	-8.696486	15.604781	8.213653	15.007549	8.642267	14.423955	8.822797	16.214878	10.236363	15.713059	10.324187	16.596960	0	-0.01704	0.00410	-0.02096	-0.01855	0.00901	-0.01252	0.00604	0.00154	0	0	1.47994	0.26817	3.27805
4.66	7.345025	1.204207	5.547275	17.513981	4.490817	19.207670	6.588215	18.817492	4.536582	14.900251	6.707776	16.301048	153.819672	0	43.486370	76.836952	78.150185	8.064543	19.951708	8.103429	-10.315841	15.505847	8.234625	14.934724	8.702077	14.359883	8.839226	16.154646	10.269485	15.702785	10.356479	16.576971	0	-0.01629	0.00288	-0.02053	-0.01377	0.00801	-0.01243	0.00564	0.00934	0	0	1.47957	0.27691	3.27728
4.67	7.356217	1.204689	5.656811	17.476656	4.503963	19.101166	6.598469	19.181944	4.543665	14.806730	6.758745	16.252781	152.607285	0	44.814789	79.925629	80.460503	8.085210	19.813452	8.110981	-10.801379	15.402316	8.236737	14.830247	8.693901	14.281375	8.851532	16.074457	10.299728	15.683748	10.385289	16.562874	0	-0.01964	0.00356	-0.01268	-0.01133	0.00695	-0.01198	0.00501	-0.00600	0	0	1.47831	0.28167	3.27713
4.68	7.369844	1.200438	5.754597	17.408258	4.514501	18.991922	6.783267	19.475752	4.550154	14.694183	6.794832	16.181917	153.339752	0	46.836075	81.542046	81.701065	8.087693	19.695631	8.101221	-11.650986	15.291703	8.259984	14.724895	8.731432	14.207662	8.873339	16.001879	10.335010	15.664959	10.407475	16.550005	0	-0.01689	0.00248	-0.02337	-0.01414	0.00913	-0.01516	0.00486	-0.00254	0	0	1.48058	0.28633	3.27773
4.69	7.367913	1.204035	5.838740	17.353954	4.551229	18.855558	6.912908	19.672472	4.585236	14.600904	6.831838	16.115528	139.042221	0	53.133842	74.265640	82.681511	8.098894	19.629761	8.121193	-11.223657	15.169220	8.274993	14.645883	9.035448	14.161525	8.903621	15.955519	10.373313	15.655618	10.439106	16.548399	0	-0.01934	0.00354	-0.01978	-0.01446	0.00908	-0.01288	0.00522	-0.00005	0	0	1.47903	0.28649	3.27804
4.70	7.346493	1.191529	5.924197	17.351040	4.561873	18.768480	6.565439	18.704597	4.577456	14.538615	6.824587	16.016115	136.955917	0	55.265198	71.167404	83.379623	8.073984	19.495512	8.133335	-8.682386	15.064773	8.337519	14.559208	9.254104	14.133332	8.948014	15.906510	10.429293	15.670877	10.466660	16.554907	0	-0.01859	0.00485	-0.02348	-0.01565	0.00854	-0.01481	0.00847	-0.00479	0	0	1.47994	0.28690	3.27804
4.71	7.333103	1.175197	6.029736	17.341171	4.571981	18.655043	6.044453	17.357248	4.525536	14.548709	6.826612	15.897651	152.263382	0	54.214714	70.272873	83.641701	8.044225	19.326447	8.159328	-4.326990	15.004566	8.522823	14.480817	9.391549	14.117050	8.984671	15.870461	10.474538	15.696421	10.479214	16.577852	0	-0.01905	0.00272	-0.02310	-0.01234	0.00806	-0.01444	0.00229	0.00376	0	0	1.47986	0.28673	3.27789
4.72	7.307679	1.153491	6.116917	17.317110	4.613785	18.501999	7.039768	19.681421	4.509569	14.695690	6.810648	15.743326	163.443909	0	52.826084	68.020889	79.035515	8.015240	19.150059	8.188766	-8.777540	14.965308	8.645967	14.555923	9.468269	14.203378	9.030174	15.949251	10.515965	15.743276	10.469157	16.615135	0	-0.01662	0.00501	-0.01967	-0.01327	0.00850	-0.01185	0.00443	0.00502	0	0	1.47589	0.29052	3.27683
4.73	7.285886	1.146860	6.171946	17.289854	4.612613	18.397114	7.040515	19.572546	4.568274	14.977508	6.804046	15.625571	126.707832	0	50.359360	65.640633	74.202278	7.992011	19.070047	8.239002	-14.257668	14.884101	8.305461	14.949996	9.473910	14.353071	9.087557	16.111109	10.554785	15.800178	10.497124	16.660847	0	-0.02205	-0.00274	-0.02349	-0.01719	0.00734	-0.01821	0.00082	0.00187	0	0	1.47958	0.29502	3.27789
4.74	7.272229	1.109281	6.205786	17.289902	4.578158	18.305973	6.654756	18.538843	4.524487	15.362913	6.798450	15.517026	85.880844	0	30.191256	67.507462	67.593056	7.987139	18.925150	8.193115	-4.970888	14.702808	8.810778	15.224538	9.324725	14.508494	9.153606	16.298038	10.587228	15.858897	10.508694	16.693380	0	-0.01605	0.00365	-0.02145	-0.01266	0.00673	-0.01296	0.00400	0.00137	0	1	1.48065	0.30044	3.27789
4.75	7.258149	1.087868	6.224403	17.287331	4.596425	18.181074	6.953846	19.354004	4.464305	15.753164	6.769996	15.383344	116.481033	0	113.731041	73.223518	64.039474	7.967684	18.757931	8.180477	39.169708	14.709702	8.565947	14.494965	9.072709	14.659774	9.215745	16.453867	10.612951	15.908145	10.546975	16.723495	0	-0.01843	0.00320	-0.02078	-0.01362	0.00788	-0.01299	0.00635	0.00364	0	0	1.47871	0.30387	3.27789
4.76	7.241730	1.060012	6.252716	17.294073	4.585215	18.051748	6.931737	19.189865	4.391068	16.194059	6.754335	15.268104	98.846207	0	43.909142	76.657120	49.063866	7.947063	18.623196	8.198254	130.024719	15.545696	8.423826	15.982471	8.696303	15.216690	9.438734	16.852261	10.622972	15.935069	10.577865	16.746357	0	-0.01755	0.00398	-0.02061	-0.01219	0.00865	-0.01251	0.00707	0.00235	0	0	1.48031	0.30497	3.27729
4.77	7.229179	1.017655	6.243123	17.291592	4.524870	17.921103	6.916420	19.076740	4.317255	16.618828	6.734968	15.158072	177.030136	0	52.242260	83.292305	39.891144	7.903842	18.448320	8.163416	73.717400	17.010624	8.272776	16.502171	8.410654	15.750110	9.611062	17.090620	10.603817	15.966489	10.582520	16.749487	0	-0.01806	0.00368	-0.02022	-0.01477	0.00789	-0.01405	0.00468	0.00214	0	0	1.47718	0.30531	3.27638
4.78	7.178725	0.996352	6.204346	17.264999	4.493745	17.756393	6.903273	18.926006	4.278963	16.739878	6.699966	15.019490	168.977951	0	64.642822	87.261772	40.578781	7.878462	18.285690	7.941435	13.235726	17.230795	8.018640	16.629124	8.249430	15.898529	9.566527	17.125406	10.535327	15.980230	10.539886	16.737667	0	-0.02093	0.00097	-0.02181	-0.00808	0.00845	-0.01346	0.00349	0.00231	1	0	1.48062	0.30483	3.27729
4.79	7.143593	0.967979	6.134192	17.253042	4.467656	17.651714	6.881544	18.793570	4.239501	16.588432	6.658622	14.903406	170.263321	0	60.309311	85.804710	42.068394	7.851145	18.153767	7.926182	-6.542453	17.230795	7.980608	16.610880	8.183541	15.839364	9.468942	17.099398	10.437802	15.954274	10.461818	16.704042	0	-0.01886	0.00277	-0.02108	-0.01502	0.00814	-0.01171	0.00325	0.00183	0	0	1.48032	0.30462	3.27773
4.80	7.118252	0.945529	6.050071	17.187902	4.417257	17.550592	6.871125	18.629416	4.214938	16.463409	6.643812	14.788021	167.297852	0	59.532463	85.347443	43.531292	7.833465	18.015266	7.883651	-10.888521	17.099909	7.917570	16.455948	8.130787	15.698503	9.376852	16.997303	10.371454	15.874476	10.398576	16.652449	0	-0.01733	0.00350	-0.02032	-0.01426	0.00535	-0.01278	0.00497	0.00323	0	0	1.48023	0.30616	3.27744
4.81	7.108010	0.921672	5.943313	17.137959	4.370596	17.481016	6.861697	18.469736	4.187469	16.362436	6.626659	14.657953	166.437851	0	57.521000	85.319466	45.164162	7.817458	17.908167	7.848407	-11.146335	17.008394	7.869430	16.346001	8.088301	15.550259	9.296024	16.884951	10.322426	15.791118	10.349524	16.572676	0	-0.01608	0.00309	-0.02003	-0.01443	0.00884	-0.01166	0.00363	0.00335	0	0	1.47978	0.30997	3.27638
4.82	7.104830	0.900270	5.836198	17.077902	4.353542	17.511314	6.854153	18.297792	4.154755	16.247795	6.625290	14.571841	164.799545	0	58.832493	83.778008	46.512817	7.858802	17.906784	7.824637	-11.806592	16.879316	7.850584	16.241909	8.104004	15.439386	9.292172	16.791502	10.304988	15.685073	10.361896	16.489826	0	-0.01914	0.00246	-0.01880	-0.01161	0.00932	-0.01058	0.00350	0.00314	0	0	1.48027	0.31235	3.27728
4.83	7.097210	0.884783	5.766869	17.018330	4.429820	17.705868	6.846627	18.167061	4.150807	16.129412	6.630166	14.500046	168.694489	0	54.944908	83.476456	49.781536	7.897236	17.943905	7.837956	-10.256865	16.776941	7.871829	16.149994	8.080330	15.337609	9.250452	16.705370	10.272096	15.607080	10.367579	16.401688	0	-0.01816	0.00231	-0.02081	-0.01228	0.00701	-0.01303	0.00383	0.00153	0	0	1.47974	0.31729	3.27864
4.84	7.100122	0.879237	5.717840	16.946018	4.534142	17.869349	6.862597	18.080893	4.142463	16.018316	6.626787	14.415512	167.116058	0	52.805012	81.692749	51.786839	7.979045	18.091621	7.855396	-11.203497	16.668123	7.863640	16.055357	8.067702	15.216047	9.203891	16.611872	10.218158	15.506833	10.351563	16.326847	0	-0.01781	-0.00434	-0.01912	-0.01321	0.00836	-0.01290	0.00660	0.04789	0	0	1.47739	0.32170	3.27743
4.85	7.090797	0.882667	5.670135	16.884727	4.554340	18.097507	5.622170	16.982714	4.135008	15.916243	6.606222	14.353332	166.201752	0	52.689453	80.346748	52.731560	7.999186	18.406456	7.841049	-10.329947	16.541065	7.847720	15.923461	8.060488	15.095743	9.175409	16.508879	10.180542	15.395474	10.340715	16.246548	0	-0.02043	0.00716	-0.01422	-0.01258	0.00840	-0.01391	0.00632	0.00729	0	0	1.48018	0.32726	3.27698
4.86	7.102558	0.890976	5.639822	16.834532	4.413087	18.465919	6.717061	15.420787	4.155340	15.800668	6.638753	14.342307	168.960449	0	50.431660	80.355812	52.715206	8.027214	18.774426	7.858285	-9.471182	16.460499	7.874444	15.847892	8.060863	15.010459	9.166127	16.431145	10.178976	15.324792	10.333137	16.177729	0	-0.01392	-0.00032	-0.01832	-0.01336	0.00717	-0.01503	0.00602	0.00420	0	0	1.48246	0.32850	3.27759
4.87	7.120105	0.897903	5.581105	16.797016	4.310858	18.798855	6.617165	14.532931	4.159184	15.681405	6.654184	14.364070	169.559723	0	48.962597	79.251350	53.724094	8.087597	19.626539	7.877061	-10.323612	16.349642	7.893000	15.749512	8.070347	14.912434	9.153592	16.349970	10.162170	15.239679	10.339001	16.110977	0	-0.01875	0.00307	-0.01983	-0.01368	0.00858	-0.01396	0.00657	0.03623	0	0	1.47914	0.33033	3.27744
4.88	7.148399	0.919070	5.525271	16.796423	4.174170	19.038290	6.650307	14.534242	4.183846	15.621488	6.696579	14.536497	169.083908	0	48.517387	78.653366	53.392971	8.177104	19.574425	7.910993	-7.652086	16.269316	7.921205	15.676975	8.093717	14.858713	9.167207	16.303562	10.171717	15.189582	10.350940	16.082365	0	-0.01793	0.00171	-0.02028	-0.01253	0.00850	-0.01233	0.00489	-0.00103	0	0	1.48130	0.33219	3.27668
4.89	7.192788	0.942367	5.493515	16.826616	4.004085	19.051371	6.741346	14.955970	4.220050	15.544038	6.816580	14.937078	169.260803	0	46.766335	77.785133	54.242531	7.969661	19.764872	7.938437	-8.004454	16.195118	7.953600	15.613747	8.131161	14.794735	9.151536	16.277555	10.179349	15.185038	10.352695	16.077631	0	-0.01781	0.00247	-0.02097	-0.01380	0.00670	-0.01118	0.00572	0.00302	0	0	1.48028	0.33345	3.27728
4.90	7.218696	0.990064	5.487900	16.815418	3.998279	18.956167	8.349730	15.562829	4.223924	15.482296	6.817832	15.158530	170.631927	0	43.015045	76.851936	56.875542	7.922818	19.775789	7.952453	-7.179975	16.113268	7.974896	15.514445	8.143349	14.686429	9.083964	16.221010	10.150898	15.166883	10.334925	16.069016	0	-0.01696	0.00203	-0.01970	-0.01165	0.00849	-0.01252	0.00605	0.00326	0	0	1.48005	0.33652	3.27834
4.91	7.232590	1.014410	5.485238	16.820528	4.021227	18.896492	5.499050	16.819426	4.249835	15.437928	6.764772	15.221253	171.899200	0	41.008549	75.520828	58.645779	7.931001	19.724880	7.947733	-6.674525	16.040436	7.986024	15.414669	8.151683	14.607832	9.035471	16.175920	10.116564	15.136104	10.313112	16.020420	0	-0.01758	0.00459	-0.02133	-0.01640	0.00915	-0.01192	0.00359	0.00236	0	0	1.47955	0.34104	3.27758
4.92	7.245651	1.057186	5.480773	16.844036	4.038057	18.843777	6.018147	19.742624	4.279322	15.375036	6.783618	15.474913	171.093033	0	41.781731	73.753220	57.030800	7.952284	19.682592	7.965577	-6.851255	15.977321	8.007450	15.371861	8.187780	14.582720	9.058169	16.158205	10.115760	15.094483	10.309225	15.989530	0	-0.01989	0.00639	-0.02055	-0.00542	0.00891	-0.01331	0.00472	0.00309	0	0	1.47985	0.34606	3.27774
4.93	7.265345	1.078840	5.489900	16.856720	4.066273	18.782310	6.003012	19.776684	4.300770	15.325764	6.741442	15.433937	171.486694	0	41.484409	73.263908	57.085098	7.979708	19.579626	7.998977	-7.406530	15.913357	8.042479	15.309443	8.212609	14.550412	9.081173	16.126987	10.130905	15.055512	10.329451	15.938527	0	-0.01658	0.00685	-0.02062	-0.01360	0.00993	-0.01220	0.00399	0.00104	0	0	1.47970	0.34814	3.27653
4.94	7.272437	1.104376	5.535310	16.824440	4.091094	18.703720	6.006768	19.788984	4.338608	15.238970	6.822527	15.625698	172.273514	0	39.244244	74.262489	59.312492	8.012286	19.476236	8.026868	-8.353970	15.827389	8.064496	15.232587	8.214533	14.485050	9.056725	16.075869	10.142357	15.040785	10.339553	15.898583	0	-0.01709	0.00203	-0.01896	-0.01446	0.00711	-0.01200	0.00641	0.00193	0	0	1.47815	0.34869	3.27713
4.95	7.288109	1.114058	5.595729	16.809536	4.127160	18.616398	6.010498	19.794184	4.373963	15.147783	6.474813	1.032852	174.073929	0	38.672169	74.882202	59.935745	8.018133	19.421694	8.035830	-8.175135	15.741444	8.087134	15.154222	8.228267	14.422742	9.066428	16.015690	10.165780	14.995190	10.357991	15.840835	0	-0.01901	0.00244	-0.02031	-0.01521	0.00845	-0.01347	0.00608	0.00324	0	0	1.47957	0.34926	3.27789
4.96	7.326987	1.153069	5.660444	16.812132	4.145637	18.551228	6.007499	19.839424	4.416162	15.079075	6.717412	7.067298	172.337524	0	38.917133	74.793388	61.221336	8.046407	19.295959	8.074137	-8.654181	15.672542	8.124682	15.079169	8.288723	14.341296	9.088666	15.953764	10.210469	14.958041	10.404593	15.811591	0	-0.01812	0.00426	-0.02020	-0.01714	0.00635	-0.01337	0.00557	0.00243	0	0	1.48002	0.35040	3.27773
4.97	7.342408	1.189917	5.736929	16.795355	4.168156	18.485758	7.024583	17.417233	4.443130	14.989210	7.084472	15.912905	172.360001	0	39.216808	76.187660	63.386917	8.057495	19.203474	8.090936	-9.992053	15.562263	8.158218	14.973890	8.343133	14.241168	9.105339	15.871824	10.273274	14.930604	10.458749	15.784706	0	-0.01743	0.00321	-0.02089	-0.01342	0.00805	-0.01063	0.00470	0.00092	0	0	1.48024	0.35559	3.27743
4.98	7.365983	1.196221	5.798292	16.758406	4.188124	18.386770	7.065802	17.179968	4.468442	14.883866	7.100915	15.854519	170.759888	0	40.503567	77.708687	63.779026	8.067902	19.079779	8.117230	-8.358315	15.474267	8.182918	14.883842	8.376327	14.190838	9.134464	15.823342	10.329201	14.916436	10.492015	15.755546	0	-0.01807	0.00383	-0.02104	-0.01445	0.00735	-0.01166	0.00657	0.00265	0	0	1.47989	0.36276	3.27683
4.99	7.365896	1.201291	5.851337	16.704132	4.232308	18.301611	7.071617	17.127356	4.489709	14.787402	7.123854	15.787143	168.631073	0	41.644871	78.656830	64.532585	8.069056	18.955482	8.127902	-10.179909	15.392785	8.201229	14.797226	8.434851	14.094538	9.145583	15.748260	10.380261	14.896508	10.517747	15.751760	0	-0.01707	0.00336	-0.02070	-0.01090	0.00736	-0.01425	0.00822	0.00198	0	0	1.48013	0.37014	3.27850
5.00	7.379053	1.204130	5.908450	16.641672	4.251451	18.218412	7.085372	17.094542	4.515077	14.711750	7.141397	15.674082	162.234131	0	46.926723	77.417419	65.655090	8.058209	18.841375	8.124533	-10.767305	15.279079	8.219198	14.668176	8.546893	14.012757	9.172920	15.700354	10.431826	14.884830	10.561900	15.745857	0	-0.01732	0.00186	-0.02011	-0.01273	0.00855	-0.01213	0.00467	0.01120	0	0	1.48039	0.37926	3.27653
5.01	7.377201	1.179133	5.968974	16.623062	4.250063	18.139332	7.081908	17.180895	4.532143	14.611373	7.145659	15.597690	150.426773	0	53.663509	71.629143	68.200821	8.062281	18.746599	8.122101	-11.196017	15.175930	8.243490	14.533032	8.766784	13.915880	9.183834	15.666650	10.459085	14.876894	10.609442	15.732199	0	-0.01086	-0.00163	-0.02057	-0.01336	0.00834	-0.01161	0.00627	-0.02370	0	0	1.47801	0.38910	3.27714
5.02	7.368929	1.164111	6.011821	16.596329	4.288442	18.038916	7.106370	15.516581	4.562026	14.497382	7.155973	15.516043	152.211227	0	51.199913	70.048912	72.917671	8.052826	18.615295	8.101460	-12.565170	15.049736	8.264206	14.440456	8.871371	13.783616	9.135719	15.564081	10.455239	14.850733	10.626040	15.704418	0	-0.01563	0.00457	-0.02062	-0.01526	0.00875	-0.01430	0.00600	0.00296	0	0	1.47917	0.39400	3.27789
5.03	7.359060	1.147046	6.082240	16.583340	4.298612	17.936153	6.885677	18.210285	4.585315	14.434470	7.166125	15.405544	151.411987	0	54.855320	69.962303	72.269279	8.035007	18.480631	8.095142	-9.338514	14.926616	8.264782	14.369596	8.851634	13.793384	9.143389	15.569562	10.450634	14.833995	10.627012	15.690578	0	-0.01766	0.00475	-0.02596	-0.01402	0.00861	-0.01266	0.00502	0.00152	0	0	1.48093	0.40096	3.27773
