"Time","v2 R COP","49 RDS cle","47 R marks","46 HLr swoff","45 FLr swoff","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","39 FRx (cm)","38 FLy (cm)","35a HRx (cm)","35 HRx (cm)","v3 L COP","37a FLx (cm)","42a CoMy (cm)","v1 xCoM","42 CoMy (cm)","52 HLl swoff","51 HLr swoff","50 LDS cle","48 L marks","37 FLx (cm)","36 HRy (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.458,0.000000,0,0,0,0,7.254439,0.561018,16.566744,5.161918,8.451626,18.760342,6.996995,16.418884,12.634360,0.000000,-7.277595,0.379148,6.150076,6.133060,0,0,0,0,17.198736,4.042844,6.583096,19.075014,13.597964,60.386700,0,129.782150,15.794351,53.230854,8.287991,19.605616,7.992877,13.580865,8.353114,12.985339,9.619715,15.071182,8.725476,17.328152,9.837049,15.523170,10.122953,16.490583,0,0.03979,-0.05014,-0.01840,0.00381,0.00946,-0.01266,0.00403,0.00336,1.47513,0.11470,3.27708
0.459,0.000000,0,0,0,0,7.254001,0.562433,16.579281,5.157782,8.391319,18.768902,6.994420,17.377737,12.651692,0.000000,-7.024121,0.473351,6.154429,6.133145,0,0,0,0,17.191355,4.056566,6.389495,22.510597,13.630015,61.987961,0,124.441399,1.420147,41.514591,8.287607,19.598204,7.996454,13.570111,8.342588,12.975999,9.834162,15.384705,8.810654,17.710455,9.832519,15.535267,10.117249,16.508814,0,-0.07022,-0.03812,-0.01764,0.00276,0.00885,-0.01155,-0.00262,0.00285,1.47433,0.11811,3.27714
0.460,0.000000,0,0,0,0,7.254305,0.561242,16.592291,5.154642,8.274663,18.777636,6.994424,18.225658,12.670887,0.000000,-6.738684,0.558923,6.158778,6.133684,0,0,0,0,17.184544,4.062422,5.810401,24.670313,13.669421,61.703449,0,123.248970,1.569469,42.781528,8.285007,19.593691,8.001030,13.566002,8.339189,12.979548,9.831278,15.390755,8.789489,17.636238,9.828012,15.546742,10.113557,16.529078,0,0.18729,-0.01982,-0.02023,0.00275,0.02014,-0.01042,0.00345,0.00206,1.47293,0.11536,3.27760
0.461,0.000000,0,0,0,0,7.254609,0.560052,16.605301,5.151502,8.158007,18.786369,6.994428,19.073580,12.690083,0.000000,-6.453248,0.644496,6.163158,6.134223,0,0,0,0,17.177732,4.068278,5.231308,26.830027,13.708827,61.418941,0,122.056541,1.718790,44.048470,8.282405,19.589178,8.005606,13.561893,8.335789,12.983098,9.828394,15.396804,8.768324,17.562021,9.823503,15.558217,10.109865,16.549343,0,0.08670,-0.00552,-0.02029,0.00496,0.01709,-0.01587,0.00525,0.00331,1.47455,0.11258,3.27784
0.462,0.000000,0,0,0,0,7.254912,0.558862,16.618309,5.148362,8.041350,18.795103,6.994432,19.921501,12.709277,0.000000,-6.167811,0.730068,6.167579,6.134761,0,0,0,0,17.170921,4.074134,4.652214,28.989742,13.748234,61.134434,0,120.864120,1.868111,45.315407,8.279804,19.584665,8.010181,13.557783,8.332388,12.986647,9.825510,15.402854,8.747159,17.487806,9.818995,15.569693,10.106174,16.569609,0,0.05069,0.00948,-0.02078,0.00433,0.00992,-0.01088,0.00095,0.00427,1.47293,0.11429,3.27769
0.463,0.000000,0,0,0,0,7.255750,0.557760,16.631807,5.144233,7.861656,18.803711,6.993584,20.742359,12.729378,0.000000,-5.855718,0.814267,6.172084,6.135473,0,0,0,0,17.164577,4.079446,4.268787,30.408264,13.784626,59.207935,0,123.258919,4.715814,43.988518,8.275596,19.579649,8.012918,13.553162,8.329895,12.990124,9.734833,15.429595,8.812628,17.420382,9.814329,15.581453,10.103014,16.589163,0,0.11420,0.01846,-0.01965,0.00235,0.00839,-0.01195,0.00562,0.00203,1.47314,0.11687,3.27767
0.464,0.000000,0,0,0,0,7.257653,0.556833,16.646282,5.138133,7.556262,18.812069,6.991038,21.509258,12.751283,0.000000,-5.490470,0.895727,6.176697,6.136530,0,0,0,0,17.159164,4.083676,4.275523,30.348839,13.815008,54.007290,0,132.806702,12.944122,37.489510,8.268184,19.573629,8.011986,13.547521,8.329208,12.993457,9.469095,15.497595,9.050843,17.366501,9.809345,15.593781,10.100917,16.607296,0,-0.41089,0.02420,-0.02399,0.00356,0.00717,-0.01120,0.00574,0.00363,1.47501,0.11702,3.27790
0.465,0.000000,0,0,0,0,7.259556,0.555906,16.660755,5.132032,7.250867,18.820427,6.988491,22.276155,12.773188,0.000000,-5.125223,0.977186,6.181397,6.137588,0,0,0,0,17.153753,4.087905,4.282259,30.289412,13.845391,48.806648,0,142.354477,21.172432,30.990501,8.260773,19.567610,8.011053,13.541880,8.328523,12.996789,9.203358,15.565595,9.289059,17.312618,9.804361,15.606109,10.098819,16.625431,0,-0.30591,0.02365,-0.02783,-0.00961,0.00778,-0.01247,0.00552,0.03000,1.47650,0.11498,3.27810
0.466,0.000000,0,0,0,0,7.261458,0.554979,16.675228,5.125932,6.945473,18.828785,6.985945,23.043055,12.795093,0.000000,-4.759975,1.058646,6.186209,6.138645,0,0,0,0,17.148340,4.092134,4.288995,30.229986,13.875773,43.606003,0,151.902252,29.400740,24.491493,8.253361,19.561590,8.010120,13.536239,8.327836,13.000122,8.937620,15.633594,9.527274,17.258738,9.799377,15.618437,10.096722,16.643566,0,0.02502,0.01668,0.01147,-0.00890,0.01129,-0.00998,0.00687,-0.05566,1.47440,0.11258,3.27825
0.467,0.000000,0,0,0,0,7.263141,0.555095,16.688385,5.117178,6.566781,18.836769,6.984674,23.792957,12.818102,0.000000,-4.360361,1.138371,6.191104,6.139923,0,0,0,0,17.143265,4.095315,4.292759,29.870955,13.906153,41.441628,0,156.891144,39.941170,28.859011,8.248639,19.558975,8.010799,13.536609,8.328630,13.002595,8.746035,15.495741,9.564688,17.058193,9.793553,15.633781,10.093957,16.659458,0,0.01923,0.00780,-0.05402,-0.00226,0.00641,-0.01540,0.01120,0.02858,1.47748,0.11161,3.27816
0.468,0.000000,0,0,0,0,7.264382,0.557291,16.698912,5.103132,6.041932,18.844007,6.985949,24.508974,12.843313,0.000000,-3.892215,1.214635,6.196106,6.141641,0,0,0,0,17.138863,4.096405,4.290596,28.914503,13.936526,45.331608,0,152.789551,55.091999,54.894516,8.249281,19.563147,8.014691,13.548965,8.332376,13.003353,8.702308,14.947417,9.201699,16.565199,9.786054,15.655141,10.089862,16.670877,0,-0.00452,-0.00360,-0.03662,0.01608,0.01053,-0.01845,0.01065,0.00850,1.47391,0.11488,3.27763
0.469,0.000000,0,0,0,0,7.265624,0.559487,16.709440,5.089086,5.517083,18.851244,6.987224,25.224989,12.868525,0.000000,-3.424071,1.290899,6.201225,6.143358,0,0,0,0,17.134460,4.097495,4.288434,27.958052,13.966900,49.221588,0,148.687958,70.242828,80.930016,8.249924,19.567318,8.018582,13.561320,8.336122,13.004111,8.658581,14.399093,8.838711,16.072206,9.778554,15.676500,10.085768,16.682297,0,-0.02325,-0.01711,-0.01346,-0.25229,0.00732,-0.00792,0.00540,-0.05650,1.47592,0.11794,3.27728
0.470,0.000000,0,0,0,0,7.266866,0.561684,16.719967,5.075040,4.992235,18.858482,6.988499,25.941006,12.893736,0.000000,-2.955926,1.367163,6.206492,6.145075,0,0,0,0,17.130058,4.098585,4.286272,27.001602,13.997273,53.111568,0,144.586365,85.393654,106.965523,8.250566,19.571489,8.022474,13.573675,8.339868,13.004869,8.614855,13.850768,8.475722,15.579212,9.771054,15.697860,10.081673,16.693716,0,-0.03931,-0.02853,-0.00519,-0.02251,0.01221,-0.01707,0.00644,-0.11928,1.47418,0.11499,3.27728
0.471,0.000000,0,0,0,0,7.267547,0.563023,16.731489,5.062645,4.403043,18.864759,6.989711,26.655743,12.919826,0.000000,-2.452939,1.442359,6.211895,6.146996,0,0,0,0,17.126381,4.099066,4.279522,25.874779,14.027704,55.499252,0,141.902588,95.122726,124.192993,8.249835,19.573853,8.026977,13.599907,8.349328,13.016420,8.590030,13.497181,8.231032,15.260846,9.764082,15.718693,10.077209,16.707907,0,-0.05383,-0.03693,-0.08630,0.03734,0.00488,-0.01280,0.00858,0.06763,1.47287,0.11153,3.27726
0.472,0.000000,0,0,0,0,7.267111,0.562654,16.744993,5.053543,3.685553,18.869120,6.990799,27.367935,12.947664,0.000000,-1.880476,1.515427,6.217469,6.149321,0,0,0,0,17.124147,4.098335,4.263627,24.408237,14.058250,54.891335,0,142.045959,94.040756,123.857132,8.246366,19.572609,8.032695,13.653806,8.370184,13.049490,8.602896,13.531903,8.222228,15.290691,9.758164,15.738475,10.072011,16.727617,0,-0.06253,-0.04286,0.02066,-0.01259,0.00824,-0.01190,0.00473,0.00186,1.47403,0.11133,3.27718
0.473,0.000000,0,0,0,0,7.266675,0.562286,16.758497,5.044440,2.968062,18.873480,6.991887,28.080126,12.975503,0.000000,-1.308013,1.588495,6.223074,6.151646,0,0,0,0,17.121914,4.097605,4.247732,22.941694,14.088797,54.283417,0,142.189316,92.958778,123.521271,8.242896,19.571365,8.038414,13.707705,8.391040,13.082561,8.615763,13.566625,8.213425,15.320536,9.752247,15.758258,10.066812,16.747330,0,-0.06464,-0.04317,-0.02206,0.02844,0.00977,-0.01169,0.00540,-0.02039,1.47629,0.11327,3.27705
0.474,0.000000,0,0,0,0,7.266238,0.561917,16.772003,5.035338,2.250571,18.877840,6.992974,28.792316,13.003342,0.000000,-0.735550,1.661563,6.228718,6.153971,0,0,0,0,17.119682,4.096874,4.231836,21.475151,14.119343,53.675499,0,142.332687,91.876808,123.185410,8.239428,19.570120,8.044132,13.761604,8.411896,13.115630,8.628629,13.601346,8.204620,15.350381,9.746329,15.778040,10.061613,16.767040,0,-0.05707,-0.04343,-0.00299,-0.02533,0.00916,-0.01314,0.00797,0.01128,1.47580,0.11404,3.27682
0.475,0.000000,0,0,0,1,7.265801,0.562370,16.783178,5.027792,1.509492,18.880562,6.993891,29.504948,13.032180,0.000000,-0.142284,1.732067,6.234284,6.156341,0,0,0,0,17.118528,4.085682,4.212034,20.028677,14.143611,62.238934,0,142.026001,90.224518,122.577545,8.237033,19.565603,8.056908,13.712614,8.434876,13.144360,8.650120,13.644704,8.195022,15.385262,9.741013,15.796000,10.056874,16.785780,0,-0.04758,-0.03535,-0.03290,-0.07141,0.01129,-0.01263,0.00330,0.01645,1.47412,0.11375,3.27670
0.476,0.000000,0,0,0,0,7.265361,0.564460,16.789709,5.023350,0.721380,18.880016,6.994466,30.218454,13.063012,0.000000,0.492466,1.797458,6.239749,6.158798,0,0,0,0,17.119528,4.053632,4.184442,18.622221,14.155362,89.090149,0,140.821930,87.435013,121.427307,8.236783,19.554556,8.083752,13.458459,8.462095,13.164432,8.688809,13.705280,8.183839,15.430182,9.736895,15.810328,10.053056,16.802580,0,-0.03552,-0.02512,-0.02771,0.00815,0.00641,-0.01512,0.00583,-0.01863,1.47583,0.11281,3.27678
0.477,0.000000,0,0,0,0,7.264921,0.566551,16.796240,5.018908,-0.066733,18.879473,6.995042,30.931963,13.093843,0.000000,1.127216,1.862849,6.245162,6.161256,0,0,0,0,17.120529,4.021581,4.156850,17.215765,14.167112,115.941368,0,139.617859,84.645508,120.277069,8.236533,19.543509,8.110597,13.204304,8.489313,13.184505,8.727500,13.765858,8.172655,15.475104,9.732778,15.824657,10.049236,16.819378,0,-0.01910,-0.01408,-0.02060,-0.01352,0.00778,-0.00946,0.00589,-0.02373,1.47586,0.10827,3.27677
0.478,0.000000,0,0,0,0,7.264482,0.568642,16.802771,5.014465,-0.854846,18.878929,6.995617,31.645470,13.124676,0.000000,1.761966,1.928241,6.250509,6.163714,0,0,0,0,17.121529,3.989531,4.129258,15.809310,14.178864,142.792587,0,138.413788,81.856010,119.126831,8.236283,19.532461,8.137441,12.950149,8.516531,13.204576,8.766190,13.826435,8.161472,15.520026,9.728660,15.838985,10.045417,16.836178,0,-0.00400,-0.00467,-0.01883,-0.00385,0.00961,-0.01132,0.00699,0.00117,1.47583,0.10610,3.27662
0.479,0.000000,0,0,0,0,7.264630,0.569644,16.809729,5.012102,-1.620532,18.877417,6.996696,32.364838,13.156297,0.000000,2.398816,1.988854,6.255853,6.166347,0,0,0,0,17.123468,3.948328,4.090030,14.494411,14.190011,161.064728,0,136.017212,78.889114,118.336601,8.238134,19.522137,8.164419,12.809112,8.545814,13.243639,8.814702,13.895253,8.151857,15.566241,9.724779,15.858622,10.043771,16.852310,0,0.00800,0.00536,-0.02432,0.00331,0.00809,-0.01428,0.00232,0.02954,1.47842,0.10975,3.27673
0.480,0.000000,0,0,0,0,7.265953,0.568478,16.817533,5.013883,-2.341500,18.873974,6.998778,33.095886,13.189491,0.000000,3.039854,2.039940,6.261191,6.169330,0,0,0,0,17.127279,3.888876,4.027602,13.362076,14.199955,162.230087,0,131.242767,75.568504,118.264221,8.244178,19.513254,8.191663,12.893633,8.579211,13.320568,8.882802,13.980506,8.145371,15.615034,9.721370,15.888842,10.046456,16.867109,0,0.01608,0.01202,-0.03452,-0.00313,0.00839,-0.01079,0.00827,-0.00151,1.47513,0.11040,3.27734
0.481,0.000000,0,0,0,0,7.267275,0.567311,16.825338,5.015665,-3.062467,18.870531,7.000859,33.826939,13.222687,0.000000,3.680892,2.091026,6.266485,6.172313,0,0,0,0,17.131092,3.829423,3.965174,12.229742,14.209899,163.395432,0,126.468315,72.247894,118.191849,8.250220,19.504370,8.218907,12.978155,8.612609,13.397496,8.950901,14.065758,8.138885,15.663828,9.717960,15.919062,10.049143,16.881908,0,0.01846,0.01457,0.00806,-0.00406,0.00870,-0.01253,0.00555,0.04097,1.47421,0.11048,3.27763
0.482,0.000000,0,0,0,0,7.268598,0.566144,16.833143,5.017446,-3.783435,18.867088,7.002941,34.557987,13.255881,0.000000,4.321929,2.142112,6.271720,6.175296,0,0,0,0,17.134905,3.769971,3.902745,11.097407,14.219843,164.560791,0,121.693863,68.927284,118.119469,8.256263,19.495487,8.246151,13.062676,8.646007,13.474425,9.019001,14.151010,8.132399,15.712622,9.714551,15.949282,10.051828,16.896708,0,0.01941,0.01088,-0.00711,0.00343,0.00732,-0.01407,0.00668,0.00433,1.47430,0.11029,3.27733
0.483,0.000000,0,0,0,0,7.269047,0.565890,16.837803,5.018434,-4.453160,18.862751,7.007239,35.297993,13.290171,0.000000,4.950293,2.187502,6.276846,6.178368,0,0,0,0,17.139462,3.712315,3.844123,10.069569,14.229161,165.451935,0,117.892578,66.293060,117.909996,8.259672,19.486433,8.263122,13.150594,8.672780,13.556997,9.068427,14.226696,8.129116,15.762129,9.714251,15.977848,10.056857,16.911261,0,0.01230,0.00684,-0.03818,0.00386,0.00763,-0.01254,0.00558,0.00130,1.47534,0.11015,3.27721
0.484,0.000000,0,0,0,0,7.267755,0.567455,16.836193,5.017841,-5.020705,18.856627,7.015956,36.055843,13.326640,0.000000,5.553383,2.221534,6.281831,6.181618,0,0,0,0,17.145500,3.658242,3.793088,9.250094,14.237235,165.796295,0,116.031799,65.027481,117.427147,8.257830,19.477039,8.259607,13.245283,8.686344,13.650825,9.080618,14.283308,8.132224,15.813059,9.720150,16.003117,10.066555,16.925322,0,-0.00015,-0.00043,-0.03351,0.00081,0.00946,-0.01312,0.00519,0.00357,1.47446,0.10673,3.27744
0.485,0.000000,0,0,0,0,7.266463,0.569021,16.834583,5.017248,-5.588251,18.850504,7.024674,36.813698,13.363111,0.000000,6.156473,2.255566,6.286654,6.184867,0,0,0,0,17.151541,3.604169,3.742054,8.430620,14.245308,166.140656,0,114.171013,63.761906,116.944298,8.255987,19.467646,8.256093,13.339972,8.699909,13.744651,9.092809,14.339920,8.135331,15.863990,9.726049,16.028385,10.076254,16.939381,0,-0.01205,-0.00900,-0.00366,0.06319,0.00916,-0.01376,0.00574,0.02589,1.47342,0.10374,3.27764
0.486,0.000000,0,0,0,0,7.265172,0.570587,16.832972,5.016654,-6.155796,18.844379,7.033391,37.571552,13.399580,0.000000,6.759562,2.289598,6.291270,6.188117,0,0,0,0,17.157581,3.550097,3.691020,7.611145,14.253382,166.485016,0,112.310226,62.496326,116.461456,8.254145,19.458252,8.252578,13.434661,8.713473,13.838478,9.105000,14.396532,8.138438,15.914920,9.731948,16.053654,10.085953,16.953442,0,-0.02515,-0.01923,0.00223,-0.05605,0.00748,-0.01462,0.00565,0.00809,1.47446,0.10185,3.27779
0.487,0.000000,0,0,0,0,7.264390,0.571491,16.831985,5.016563,-6.661581,18.837526,7.043359,38.327763,13.437075,0.000000,7.343875,2.317188,6.295685,6.191366,0,0,0,0,17.164465,3.503429,3.646134,6.910814,14.260688,166.942596,0,109.545570,61.338017,115.687050,8.253636,19.449638,8.249623,13.548677,8.719484,13.934834,9.116754,14.450747,8.145985,15.966516,9.741739,16.077423,10.096256,16.967667,0,-0.01038,-0.02736,-0.04636,0.01671,0.00977,-0.01587,0.00601,0.04193,1.47412,0.10199,3.27760
0.488,0.000000,0,0,0,0,7.264625,0.571078,16.832245,5.017475,-7.044213,18.829220,7.055820,39.080700,13.476614,0.000000,7.890748,2.331936,6.299844,6.194613,0,0,0,0,17.173033,3.471529,3.613508,6.448053,14.266462,167.625931,0,104.978577,60.393593,114.331284,8.255788,19.442581,8.247783,13.701236,8.710434,14.036231,9.127635,14.500183,8.162381,16.019438,9.759290,16.098200,10.107766,16.982224,0,0.01346,-0.03220,-0.02481,0.01389,0.00946,-0.01601,0.00549,-0.01462,1.47513,0.10288,3.27676
0.489,0.000000,0,0,0,0,7.264859,0.570665,16.832504,5.018386,-7.426845,18.820913,7.068281,39.833633,13.516152,0.000000,8.437620,2.346683,6.303806,6.197860,0,0,0,0,17.181601,3.439630,3.580883,5.985292,14.272238,168.309280,0,100.411583,59.449169,112.975510,8.257940,19.435524,8.245943,13.853793,8.701383,14.137629,9.138515,14.549620,8.178779,16.072359,9.776841,16.118979,10.119277,16.996782,0,-0.14740,-0.03481,-0.06583,-0.08881,0.00992,-0.02167,0.00494,-0.00122,1.47318,0.10527,3.27645
0.490,0.000000,0,0,0,0,7.265094,0.570252,16.832764,5.019298,-7.809477,18.812607,7.080741,40.586571,13.555691,0.000000,8.984493,2.361430,6.307515,6.201108,0,0,0,0,17.190168,3.407730,3.548257,5.522532,14.278012,168.992615,0,95.844589,58.504745,111.619743,8.260092,19.428467,8.244102,14.006351,8.692332,14.239026,9.149397,14.599055,8.195175,16.125282,9.794392,16.139757,10.130787,17.011339,0,-0.35211,-0.03537,0.02731,-0.02292,0.00977,-0.00121,0.00464,-0.27408,1.47607,0.10927,3.27714
0.491,0.000000,0,0,0,0,7.265047,0.570158,16.830751,5.019656,-8.143839,18.804028,7.090679,41.326496,13.596374,0.000000,9.514530,2.370128,6.311039,6.204337,0,0,0,0,17.199390,3.388380,3.527639,5.307327,14.283351,170.175339,0,91.492455,57.404587,110.660278,8.261274,19.418713,8.247268,14.130152,8.700702,14.331242,9.172317,14.647469,8.211103,16.168732,9.811071,16.160124,10.142001,17.023655,0,0.33633,-0.03308,-0.12299,0.00096,0.00870,-0.01811,0.00616,0.06688,1.47440,0.10886,3.27753
0.492,0.000000,0,0,0,0,7.264437,0.570703,16.824211,5.018912,-8.381949,18.794905,7.095587,42.040478,13.639338,0.000000,10.010997,2.366766,6.314325,6.207531,0,0,0,0,17.209917,3.394055,3.530963,5.585750,14.287821,172.353821,0,87.568756,55.993893,110.491074,8.260523,19.403584,8.260414,14.196613,8.743809,14.405149,9.219240,14.693841,8.226097,16.193291,9.826012,16.179674,10.152626,17.031504,0,0.27481,-0.02560,-0.02145,0.01186,0.00870,-0.01155,0.00507,-0.00481,1.48016,0.10806,3.27738
0.493,0.000000,0,0,0,0,7.263827,0.571247,16.817671,5.018169,-8.620060,18.785782,7.100494,42.754463,13.682302,0.000000,10.507464,2.363403,6.317419,6.210726,0,0,0,0,17.220444,3.399730,3.534287,5.864173,14.292291,174.532303,0,83.645058,54.583199,110.321869,8.259771,19.388453,8.273561,14.263075,8.786917,14.479057,9.266164,14.740214,8.241091,16.217852,9.840952,16.199224,10.163251,17.039352,0,-0.65289,-0.01941,-0.01807,0.00360,0.00793,-0.01257,0.00668,0.00079,1.47495,0.10725,3.27744
0.494,0.000000,0,0,0,0,7.263217,0.571792,16.811131,5.017425,-8.858171,18.776659,7.105402,43.468449,13.725266,0.000000,11.003931,2.360040,6.320265,6.213921,0,0,0,0,17.230970,3.405406,3.537611,6.142596,14.296761,176.710785,0,79.721352,53.172501,110.152664,8.259020,19.373322,8.286707,14.329536,8.830024,14.552964,9.313088,14.786587,8.256083,16.242411,9.855892,16.218775,10.173876,17.047201,0,0.05920,-0.01175,-0.03558,0.00301,0.00885,-0.01343,0.00507,0.00334,1.47458,0.10619,3.27790
0.495,0.000000,0,0,0,0,7.262838,0.572372,16.805670,5.016757,-9.061057,18.767431,7.111519,44.154686,13.769156,0.000000,11.484797,2.349838,6.322893,6.217067,0,0,0,0,17.242134,3.415796,3.839557,6.675619,14.300627,164.023087,0,77.599152,51.752041,109.589546,8.258121,19.360020,8.360998,14.415097,8.872482,14.622663,9.348313,14.837072,8.271579,16.279503,9.870242,16.237452,10.185803,17.055477,0,0.01419,-0.00356,-0.00858,0.00339,0.00824,-0.01225,0.00610,0.00272,1.47369,0.10321,3.27798
0.496,0.000000,0,0,0,0,7.262919,0.573022,16.802366,5.016237,-9.193707,18.757992,7.120046,44.785591,13.814897,0.000000,11.934554,2.325999,6.325244,6.220118,0,0,0,0,17.254568,3.435589,4.736960,7.716316,14.303288,121.692078,0,79.069160,50.312107,108.240974,8.256929,19.350365,8.557212,14.538742,8.913648,14.683969,9.360210,14.895757,8.288074,16.341579,9.883414,16.254385,10.200329,17.064604,0,-0.15112,0.00391,-0.03821,-0.00053,0.00778,-0.01123,0.00659,0.00130,1.47330,0.10436,3.27737
0.497,0.000000,0,0,0,0,7.263000,0.573673,16.799063,5.015718,-9.326358,18.748552,7.128573,45.416496,13.860637,0.000000,12.384311,2.302160,6.327299,6.223168,0,0,0,0,17.267000,3.455382,5.634363,8.757013,14.305949,79.361069,0,80.539169,48.872169,106.892410,8.255738,19.340710,8.753426,14.662387,8.954814,14.745274,9.372108,14.954441,8.304568,16.403658,9.896585,16.271320,10.214855,17.073730,0,0.10629,0.00716,-0.02142,0.00049,0.00900,-0.01543,0.00540,0.00531,1.47272,0.11030,3.27703
0.498,0.000000,0,0,0,0,7.263081,0.574323,16.795759,5.015200,-9.459008,18.739113,7.137101,46.047401,13.906376,0.000000,12.834067,2.278320,6.328976,6.226219,0,0,0,0,17.279434,3.475175,6.531765,9.797710,14.308611,37.030056,0,82.009178,47.432236,105.543839,8.254546,19.331055,8.949640,14.786032,8.995979,14.806579,9.384006,15.013125,8.321063,16.465736,9.909758,16.288256,10.229381,17.082855,0,0.49484,0.00853,-0.04993,0.02560,0.00961,-0.01099,0.00580,0.01161,1.47253,0.11214,3.27718
0.499,0.000000,0,0,0,0,7.263304,0.575156,16.793550,5.013706,-9.572227,18.729515,7.144796,46.645454,13.952849,0.000000,13.255680,2.244623,6.330271,6.229143,0,0,0,0,17.292439,3.499732,7.369550,11.103393,14.310525,10.580080,0,82.118103,46.480125,104.443924,8.253108,19.321520,9.082094,14.878298,9.018352,14.862180,9.388680,15.058425,8.337353,16.519089,9.922368,16.302673,10.244124,17.090424,0,0.05548,0.00204,-0.00092,0.04193,0.00900,-0.01274,0.00452,0.06020,1.47449,0.11238,3.27736
0.500,0.000000,0,0,0,0,7.263812,0.576350,16.793531,5.010268,-9.646704,18.719601,7.150832,47.178009,14.000783,0.000000,13.621176,2.191270,6.331079,6.231815,0,0,0,0,17.306580,3.533789,8.088456,12.937457,14.310949,15.797068,0,79.513000,46.500736,103.839821,8.251180,19.312223,9.087411,14.907996,9.003251,14.906407,9.378952,15.077037,8.353232,16.555042,9.933861,16.312069,10.259303,17.094881,0,0.00891,-0.00011,-0.10440,-0.01239,0.00992,-0.01358,0.00677,-0.09926,1.47540,0.11121,3.27759
0.501,0.000000,0,0,0,0,7.264318,0.577545,16.793510,5.006831,-9.721180,18.709684,7.156868,47.710560,14.048717,0.000000,13.986671,2.137916,6.331461,6.234488,0,0,0,0,17.320723,3.567847,8.807362,14.771523,14.311374,21.014055,0,76.907898,46.521347,103.235725,8.249250,19.302927,9.092728,14.937695,8.988151,14.950634,9.369224,15.095649,8.369112,16.590994,9.945354,16.321466,10.274482,17.099340,0,0.03760,-0.00571,-0.04294,0.01634,0.00824,-0.01230,0.00632,0.01410,1.47464,0.10941,3.27769
0.502,0.000000,0,0,0,0,7.264826,0.578739,16.793489,5.003393,-9.795656,18.699770,7.162905,48.243114,14.096650,0.000000,14.352167,2.084562,6.331299,6.237160,0,0,0,0,17.334866,3.601904,9.526268,16.605587,14.311798,26.231043,0,74.302795,46.541958,102.631622,8.247321,19.293631,9.098044,14.967393,8.973050,14.994861,9.359495,15.114261,8.384992,16.626947,9.956846,16.330864,10.289660,17.103798,0,-0.13293,-0.01436,0.01624,-0.00458,0.00839,-0.01306,0.00473,0.00221,1.47452,0.10811,3.27753
0.503,0.000000,0,0,0,0,7.264921,0.579874,16.794518,5.002065,-9.865254,18.689844,7.167748,48.723534,14.145208,0.000000,14.682702,2.018668,6.330682,6.239716,0,0,0,0,17.349520,3.631121,9.714658,18.456648,14.323460,30.448782,0,71.613266,46.368664,101.983711,8.247164,19.282078,9.099053,14.999857,8.961595,15.041817,9.355556,15.136518,8.402255,16.663267,9.968987,16.340223,10.304727,17.107533,0,-0.07565,-0.02014,-0.01755,0.00433,0.00854,-0.01178,0.00717,0.00551,1.47406,0.11156,3.27762
0.504,0.000000,0,0,0,0,7.264194,0.580892,16.797638,5.004942,-9.925127,18.679895,7.170215,49.100006,14.195009,0.000000,14.943521,1.927765,6.329487,6.242040,0,0,0,0,17.365194,3.650687,8.845192,20.341600,14.357531,32.674007,0,68.755402,45.808727,101.248428,8.250538,19.266026,9.091471,15.037834,8.957411,15.094215,9.363160,15.166046,8.422277,16.700319,9.982418,16.349510,10.319568,17.109825,0,0.10828,-0.02571,0.00073,0.00415,0.00824,-0.01161,0.00522,0.00157,1.47455,0.11609,3.27816
0.505,0.000000,0,0,0,0,7.263468,0.581910,16.800758,5.007819,-9.985000,18.669947,7.172681,49.476479,14.244810,0.000000,15.204342,1.836864,6.327838,6.244364,0,0,0,0,17.380869,3.670253,7.975727,22.226553,14.391602,34.899231,0,65.897537,45.248795,100.513145,8.253913,19.249973,9.083889,15.075811,8.953226,15.146614,9.370764,15.195574,8.442300,16.737370,9.995849,16.358795,10.334410,17.112116,0,0.11685,-0.02840,-0.13416,0.00337,0.00854,-0.01276,0.00427,0.00230,1.47507,0.11475,3.27829
0.506,0.000000,0,0,0,0,7.262742,0.582927,16.803879,5.010696,-10.044873,18.660000,7.175147,49.852951,14.294611,0.000000,15.465162,1.745961,6.325611,6.246689,0,0,0,0,17.396545,3.689819,7.106261,24.111504,14.425673,37.124454,0,63.039669,44.688858,99.777870,8.257287,19.233921,9.076307,15.113789,8.949041,15.199012,9.378368,15.225101,8.462321,16.774422,10.009280,16.368082,10.349251,17.114408,0,0.08151,-0.02948,-0.05881,0.00368,0.00900,-0.01320,0.00592,0.00217,1.47467,0.11195,3.27768
