"Time","v3 L COP","v2 R COP","49 RDS cle","47 R marks","39 FRx (cm)","35 HRx (cm)","v1 xCoM","42 CoMy (cm)","50 LDS cle","48 L marks","37 FLx (cm)","33 HLx (cm)","3 Platform"
0.000,0.000000,0.000000,0,0,17.109949,16.027140,5.817110,5.827004,0,0,18.298950,15.341232,1.48218
0.001,0.000000,0.000000,0,0,17.099310,16.016747,5.817653,5.826864,0,0,18.302353,15.330693,1.47702
0.002,0.000000,0.000000,0,0,17.088663,16.006355,5.818193,5.826713,0,0,18.305819,15.320262,1.47684
0.003,0.000000,0.000000,0,0,17.077991,15.995973,5.818725,5.826515,0,0,18.309544,15.310261,1.47557
0.004,0.000000,0.000000,0,0,17.067322,15.985589,5.819240,5.826317,0,0,18.313269,15.300259,1.47612
0.005,0.000000,0.000000,0,0,17.056650,15.975205,5.819714,5.826119,0,0,18.316994,15.290257,1.47530
0.006,0.000000,0.000000,0,0,17.045956,15.964780,5.820156,5.825928,0,0,18.320658,15.280356,1.47173
0.007,0.000000,0.000000,0,0,17.035162,15.954193,5.820525,5.825765,0,0,18.324089,15.270858,1.47634
0.008,0.000000,0.000000,0,0,17.024366,15.943605,5.820879,5.825602,0,0,18.327518,15.261360,1.47491
0.009,0.000000,0.000000,0,0,17.013573,15.933018,5.821201,5.825439,0,0,18.330950,15.251862,1.47573
0.010,0.000000,0.000000,0,0,17.002794,15.922453,5.821534,5.825298,0,0,18.334404,15.242455,1.47668
0.011,0.000000,0.000000,0,0,16.992081,15.911978,5.821887,5.825243,0,0,18.337950,15.233412,1.47725
0.012,0.000000,0.000000,0,0,16.981367,15.901502,5.822253,5.825188,0,0,18.341496,15.224369,1.47601
0.013,0.000000,0.000000,0,0,16.970654,15.891026,5.822646,5.825133,0,0,18.345041,15.215326,1.47488
0.014,0.000000,0.000000,0,0,16.959970,15.880530,5.823050,5.825076,0,0,18.348612,15.206339,1.47549
0.015,0.000000,0.000000,0,0,16.949400,15.869955,5.823476,5.825013,0,0,18.352276,15.197573,1.47564
0.016,0.000000,0.000000,0,0,16.938831,15.859380,5.823919,5.824950,0,0,18.355942,15.188806,1.47595
0.017,0.000000,0.000000,0,0,16.928263,15.848804,5.824401,5.824886,0,0,18.359606,15.180039,1.47500
0.018,0.000000,0.000000,0,0,16.917681,15.838198,5.824904,5.824850,0,0,18.363245,15.171371,1.47489
0.019,0.000000,0.000000,0,0,16.907043,15.827469,5.825456,5.824917,0,0,18.366791,15.163096,1.47672
0.020,0.000000,0.000000,0,0,16.896408,15.816739,5.826009,5.824985,0,0,18.370335,15.154821,1.47473
0.021,0.000000,0.000000,0,0,16.885771,15.806009,5.826567,5.825053,0,0,18.373880,15.146545,1.47431
0.022,0.000000,0.000000,0,0,16.875172,15.795206,5.827103,5.825112,0,0,18.377348,15.138404,1.47451
0.023,0.000000,0.000000,0,0,16.864716,15.784110,5.827593,5.825137,0,0,18.380508,15.130787,1.47609
0.024,0.000000,0.000000,0,0,16.854259,15.773014,5.828057,5.825162,0,0,18.383669,15.123170,1.47546
0.025,0.000000,0.000000,0,0,16.843803,15.761919,5.828460,5.825188,0,0,18.386831,15.115553,1.47436
0.026,0.000000,0.000000,0,0,16.833380,15.750916,5.828838,5.825223,0,0,18.389917,15.108031,1.47723
0.027,0.000000,0.000000,0,0,16.823078,15.740279,5.829158,5.825298,0,0,18.392714,15.100890,1.47780
0.028,0.000000,0.000000,0,0,16.812775,15.729643,5.829460,5.825373,0,0,18.395510,15.093749,1.47512
0.029,0.000000,0.000000,0,0,16.802473,15.719007,5.829724,5.825449,0,0,18.398306,15.086608,1.47554
0.030,0.000000,0.000000,0,0,16.792177,15.708364,5.829975,5.825534,0,0,18.400959,15.079557,1.47598
0.031,0.000000,0.000000,0,0,16.781906,15.697697,5.830197,5.825664,0,0,18.403051,15.072862,1.47609
0.032,0.000000,0.000000,0,0,16.771633,15.687030,5.830385,5.825794,0,0,18.405142,15.066166,1.47495
0.033,0.000000,0.000000,0,0,16.761362,15.676363,5.830493,5.825924,0,0,18.407232,15.059470,1.47631
0.034,0.000000,0.000000,0,0,16.751133,15.665753,5.830548,5.826025,0,0,18.409105,15.052842,1.47471
0.035,0.000000,0.000000,0,0,16.741079,15.655371,5.830482,5.826009,0,0,18.410120,15.046485,1.47607
0.036,1.105230,0.000000,0,0,16.731024,15.644987,5.830402,5.825994,0,0,18.411133,15.040127,1.47635
0.037,4.693640,0.000000,0,0,16.720970,15.634604,5.830292,5.825980,0,1,18.412146,15.033769,1.47431
0.038,7.176827,0.000000,0,0,16.710941,15.624204,5.830216,5.825957,1,0,18.412773,15.027408,1.47540
0.039,7.176852,0.000000,0,0,16.701017,15.613731,5.830219,5.825902,1,0,18.411871,15.021035,1.47647
0.040,7.177487,0.000000,0,0,16.691093,15.603259,5.830267,5.825846,1,0,18.410969,15.014663,1.47595
0.041,7.179494,0.000000,0,0,16.681170,15.592788,5.830416,5.825791,1,0,18.410067,15.008290,1.47860
0.042,7.181504,0.000000,0,0,16.671310,15.582303,5.830609,5.825759,1,0,18.408768,15.001911,1.47496
0.043,7.183519,0.000000,0,0,16.661703,15.571768,5.830901,5.825822,1,0,18.405901,14.995504,1.47664
0.044,7.184890,0.000000,0,0,16.652096,15.561234,5.831237,5.825885,1,0,18.403034,14.989098,1.47711
0.045,7.184813,0.000000,0,0,16.642488,15.550699,5.831674,5.825948,1,0,18.400167,14.982691,1.47670
0.046,7.183791,0.000000,0,0,16.632879,15.540148,5.832152,5.826053,1,0,18.397083,14.976267,1.47676
0.047,7.180650,0.000000,0,0,16.623262,15.529531,5.832720,5.826324,1,0,18.393135,14.969776,1.47623
0.048,7.177957,0.000000,0,0,16.613644,15.518913,5.833294,5.826594,1,0,18.389187,14.963284,1.47657
0.049,7.176268,0.000000,0,0,16.604025,15.508296,5.833882,5.826864,1,0,18.385241,14.956794,1.47621
0.050,7.176310,0.000000,0,0,16.594416,15.497703,5.834443,5.827139,1,0,18.380980,14.950358,1.47545
0.051,7.180241,0.000000,0,0,16.584837,15.487205,5.834942,5.827434,1,0,18.375479,14.944147,1.48329
0.052,7.184365,0.000000,0,0,16.575258,15.476706,5.835423,5.827729,1,0,18.369980,14.937936,1.47654
0.053,7.188923,0.000000,0,0,16.565680,15.466208,5.835865,5.828024,1,0,18.364481,14.931725,1.47720
0.054,7.191902,0.000000,0,0,16.556179,15.455720,5.836303,5.828331,1,0,18.358551,14.925527,1.47494
0.055,7.191333,0.000000,0,0,16.546988,15.445278,5.836738,5.828688,1,0,18.350927,14.919383,1.47626
0.056,7.190197,0.000000,0,0,16.537794,15.434835,5.837155,5.829045,1,0,18.343302,14.913239,1.47808
0.057,7.187784,0.000000,0,0,16.528603,15.424394,5.837533,5.829402,1,0,18.335676,14.907096,1.48022
0.058,7.186252,0.000000,0,0,16.519426,15.413983,5.837876,5.829727,1,0,18.327824,14.900944,1.47679
0.059,7.186697,0.000000,0,0,16.510319,15.403701,5.838137,5.829927,1,0,18.319071,14.894757,1.47485
0.060,7.187704,0.000000,0,0,16.501211,15.393418,5.838365,5.830128,1,0,18.310318,14.888572,1.47419
0.061,7.189971,0.000000,0,0,16.492104,15.383136,5.838518,5.830328,1,0,18.301565,14.882385,1.47704
0.062,7.192091,0.000000,0,0,16.483015,15.372835,5.838654,5.830515,1,0,18.292744,14.876185,1.47456
0.063,7.193883,0.000000,0,0,16.473993,15.362465,5.838751,5.830648,1,0,18.283651,14.869930,1.47676
0.064,7.195432,0.000000,0,0,16.464973,15.352095,5.838878,5.830782,1,0,18.274559,14.863675,1.47565
0.065,7.196437,0.000000,0,0,16.455954,15.341724,5.839072,5.830915,1,0,18.265467,14.857420,1.47612
0.066,7.197246,0.000000,0,0,16.446924,15.331321,5.839345,5.831061,1,0,18.256266,14.851133,1.47581
0.067,7.197613,0.000000,0,0,16.437855,15.320789,5.839795,5.831252,1,0,18.246632,14.844720,1.47585
0.068,7.197654,0.000000,0,0,16.428785,15.310257,5.840341,5.831443,1,0,18.236998,14.838306,1.47730
0.069,7.196960,0.000000,0,0,16.419716,15.299726,5.841104,5.831634,1,0,18.227364,14.831893,1.47584
0.070,7.195895,0.000000,0,0,16.410666,15.289179,5.841969,5.831859,1,0,18.217630,14.825480,1.47730
0.071,7.193994,0.000000,0,0,16.401691,15.278572,5.843063,5.832218,1,0,18.207508,14.819069,1.47692
0.072,7.192314,0.000000,0,0,16.392715,15.267966,5.844253,5.832576,1,0,18.197384,14.812658,1.47524
0.073,7.191134,0.000000,0,0,16.383741,15.257360,5.845657,5.832935,1,0,18.187262,14.806247,1.47626
0.074,7.190691,0.000000,0,0,16.374725,15.246735,5.847144,5.833278,1,0,18.177038,14.799887,1.47679
0.075,7.191903,0.000000,0,0,16.365553,15.236032,5.848818,5.833558,1,0,18.166412,14.793724,1.47477
0.076,7.193113,0.000000,0,0,16.356379,15.225330,5.850556,5.833837,1,0,18.155787,14.787562,1.47612
0.077,7.194321,0.000000,0,0,16.347204,15.214628,5.852437,5.834116,1,0,18.145161,14.781400,1.47656
0.078,7.194684,0.000000,0,0,16.338135,15.203941,5.854367,5.834371,1,0,18.134567,14.775175,1.47460
0.079,7.193151,0.000000,0,0,16.329477,15.193313,5.856409,5.834524,1,0,18.124090,14.768703,1.47711
0.080,7.191165,0.000000,0,0,16.320822,15.182685,5.858521,5.834677,1,0,18.113615,14.762230,1.47574
0.081,7.188159,0.000000,0,0,16.312164,15.172056,5.860793,5.834830,1,0,18.103138,14.755757,1.47606
0.082,7.185339,0.000000,0,0,16.303501,15.161431,5.863161,5.835045,1,0,18.092588,14.749224,1.47666
0.083,7.182935,0.000000,0,0,16.294815,15.150819,5.865746,5.835505,1,0,18.081743,14.742450,1.47642
0.084,7.180834,0.000000,0,0,16.286131,15.140205,5.868419,5.835967,1,0,18.070900,14.735677,1.47803
0.085,7.179412,0.000000,0,0,16.277445,15.129593,5.871288,5.836427,1,0,18.060055,14.728903,1.47639
0.086,7.178265,0.000000,0,0,16.268730,15.118916,5.874225,5.836950,1,0,18.049103,14.721948,1.47526
0.087,7.177737,0.000000,0,0,16.259907,15.107987,5.877309,5.837721,1,0,18.037724,14.714275,1.47562
0.088,7.177505,0.000000,0,0,16.251083,15.097059,5.880425,5.838491,1,0,18.026342,14.706603,1.47455
0.089,7.177936,0.000000,0,0,16.242260,15.086131,5.883610,5.839262,1,0,18.014963,14.698932,1.47571
0.090,7.178621,0.000000,0,0,16.233450,15.075163,5.886797,5.840092,1,0,18.003576,14.691205,1.47769
0.091,7.179879,0.000000,0,0,16.224701,15.064034,5.889989,5.841154,1,0,17.992159,14.683266,1.47650
0.092,7.180999,0.000000,0,0,16.215950,15.052905,5.893206,5.842216,1,0,17.980740,14.675326,1.47429
0.093,7.181812,0.000000,0,0,16.207201,15.041776,5.896480,5.843277,1,0,17.969322,14.667387,1.47595
0.094,7.182173,0.000000,0,0,16.198505,15.030627,5.899801,5.844373,1,0,17.957890,14.659333,1.47706
0.095,7.181516,0.000000,0,0,16.190022,15.019400,5.903228,5.845603,1,0,17.946394,14.650829,1.47686
0.096,7.180929,0.000000,0,0,16.181540,15.008172,5.906651,5.846834,1,0,17.934898,14.642326,1.47526
0.097,7.180501,0.000000,0,0,16.173058,14.996944,5.910063,5.848063,1,0,17.923403,14.633822,1.47832
0.098,7.180687,0.000000,0,0,16.164680,14.985757,5.913415,5.849294,1,0,17.911890,14.625235,1.47875
0.099,7.182255,0.000000,0,0,16.156715,14.974730,5.916636,5.850526,1,0,17.900309,14.616313,1.47950
0.100,7.183932,0.000000,0,0,16.148752,14.963702,5.919839,5.851758,1,0,17.888729,14.607390,1.47371
0.101,7.185855,0.000000,0,0,16.140789,14.952674,5.923003,5.852991,1,0,17.877148,14.598469,1.47355
0.102,7.187253,0.000000,0,0,16.133057,14.941659,5.926196,5.854328,1,0,17.865582,14.589490,1.47262
0.103,7.187475,0.000000,0,0,16.126244,14.930691,5.929456,5.856078,1,0,17.854067,14.580290,1.46741
0.104,7.187385,0.000000,0,0,16.119431,14.919723,5.932692,5.857829,1,0,17.842552,14.571089,1.46459
0.105,7.186592,0.000000,0,0,16.112617,14.908755,5.935874,5.859579,1,0,17.831038,14.561889,1.46154
0.106,7.185855,0.000000,0,0,16.105988,14.897787,5.938962,5.861363,1,0,17.819458,14.552437,1.46161
0.107,7.185243,0.000000,0,0,16.100088,14.886822,5.941838,5.863282,1,0,17.807632,14.541994,1.45466
0.108,7.184627,0.000000,0,0,16.094189,14.875855,5.944604,5.865201,1,0,17.795805,14.531552,1.44904
0.109,7.184002,0.000000,0,0,16.088287,14.864890,5.947124,5.867119,1,0,17.783978,14.521110,1.43833
0.110,7.183214,0.000000,0,0,16.082968,14.853867,5.949542,5.869052,1,0,17.772127,14.510536,1.44037
0.111,7.182058,0.000000,0,0,16.079935,14.842615,5.951727,5.871040,1,0,17.760180,14.499448,1.43467
0.112,7.180693,0.000000,0,0,16.076902,14.831364,5.953838,5.873029,1,0,17.748234,14.488358,1.42305
0.113,7.178858,0.000000,0,0,16.073870,14.820113,5.955782,5.875017,1,0,17.736286,14.477270,1.41055
0.114,7.176910,0.000000,0,0,16.071609,14.808755,5.957693,5.876997,1,0,17.724255,14.465970,1.40411
0.115,7.174707,0.000000,0,0,16.072401,14.796973,5.959527,5.878942,1,0,17.711889,14.453837,1.39667
0.116,7.172992,0.000000,0,0,16.073193,14.785192,5.961390,5.880888,1,0,17.699524,14.441705,1.38654
0.117,7.172374,0.000000,0,0,16.073986,14.773412,5.963319,5.882833,1,0,17.687159,14.429571,1.37933
0.118,7.172716,0.000000,0,0,16.075687,14.761590,5.965336,5.884778,1,0,17.674812,14.417319,1.36995
0.119,7.175212,0.000000,0,0,16.080980,14.749607,5.967550,5.886720,1,0,17.662533,14.404593,1.34463
0.120,7.177833,0.000000,0,0,16.086275,14.737624,5.969851,5.888662,1,0,17.650255,14.391869,1.33735
0.121,7.180733,0.000000,0,0,16.091568,14.725642,5.972347,5.890604,1,0,17.637978,14.379143,1.32701
0.122,7.182780,0.000000,0,0,16.097643,14.713629,5.974919,5.892518,1,0,17.625620,14.366450,1.31499
0.123,7.182912,0.000000,0,0,16.106806,14.701497,5.977663,5.894320,1,0,17.612951,14.353889,1.30225
0.124,7.182346,0.000000,0,0,16.115967,14.689364,5.980507,5.896122,1,0,17.600283,14.341329,1.29164
0.125,7.180211,0.000000,0,0,16.125130,14.677233,5.983581,5.897924,1,0,17.587614,14.328768,1.28077
0.126,7.177812,0.000000,0,0,16.134785,14.665059,5.986777,5.899778,1,0,17.574978,14.316177,1.26312
0.127,7.174818,0.000000,0,0,16.146385,14.652725,5.990249,5.901838,1,0,17.562477,14.303468,1.24130
0.128,7.171750,0.000000,0,0,16.157986,14.640390,5.993795,5.903898,1,0,17.549976,14.290758,1.22759
0.129,7.168514,0.000000,0,0,16.169586,14.628057,5.997506,5.905957,1,0,17.537476,14.278049,1.21035
0.130,7.165341,0.000000,0,0,16.181581,14.615664,6.001226,5.908089,1,0,17.524851,14.265230,1.19216
0.131,7.162312,0.000000,0,0,16.195137,14.603043,6.004966,5.910504,1,0,17.511734,14.251983,1.17904
0.132,7.159579,0.000000,0,0,16.208693,14.590422,6.008676,5.912919,1,0,17.498619,14.238735,1.16324
0.133,7.157511,0.000000,0,0,16.222248,14.577800,6.012317,5.915334,1,0,17.485502,14.225488,1.14684
0.134,7.155891,0.000000,0,0,16.236202,14.565151,6.015894,5.917779,1,0,17.472353,14.212232,1.12794
0.135,7.155278,0.000000,0,0,16.251736,14.552395,6.019327,5.920344,1,0,17.459068,14.198939,1.09445
0.136,7.154754,0.000000,0,0,16.267269,14.539639,6.022648,5.922910,1,0,17.445784,14.185647,1.07937
0.137,7.154432,0.000000,0,0,16.282803,14.526882,6.025721,5.925475,1,0,17.432497,14.172355,1.06212
0.138,7.153814,0.000000,0,0,16.298704,14.514119,6.028648,5.928008,1,0,17.419199,14.158996,1.04272
0.139,7.152530,0.000000,0,0,16.316055,14.501331,6.031247,5.930415,1,0,17.405848,14.145377,1.02564
0.140,7.151131,0.000000,0,0,16.333406,14.488544,6.033728,5.932822,1,0,17.392496,14.131758,1.00610
0.141,7.149477,0.000000,0,0,16.350758,14.475756,6.035943,5.935228,1,0,17.379145,14.118139,0.98192
0.142,7.147969,0.000000,0,0,16.368454,14.462922,6.038070,5.937668,1,0,17.365747,14.104524,0.94800
0.143,7.146791,0.000000,0,0,16.387524,14.449910,6.040002,5.940237,1,0,17.352165,14.090924,0.92705
0.144,7.145604,0.000000,0,0,16.406591,14.436898,6.041803,5.942805,1,0,17.338585,14.077324,0.90595
0.145,7.144401,0.000000,0,0,16.425659,14.423887,6.043313,5.945374,1,0,17.325005,14.063724,0.88645
0.146,7.142951,0.000000,0,0,16.445110,14.410887,6.044631,5.947939,1,0,17.311440,14.050101,0.86674
0.147,7.140950,0.000000,0,0,16.466070,14.397931,6.045522,5.950496,1,0,17.297935,14.036392,0.84542
0.148,7.138645,0.000000,0,0,16.487030,14.384974,6.046180,5.953053,1,0,17.284433,14.022683,0.82051
0.149,7.135657,0.000000,0,0,16.507990,14.372019,6.046315,5.955610,1,0,17.270929,14.008973,0.79700
0.150,7.132342,0.000000,0,0,16.529432,14.359037,6.046184,5.958090,1,0,17.257425,13.995220,0.75846
0.151,7.128288,0.000000,0,0,16.552786,14.345956,6.045454,5.960263,1,0,17.243910,13.981295,0.73336
0.152,7.123790,0.000000,0,0,16.576138,14.332873,6.044440,5.962436,1,0,17.230394,13.967368,0.71257
0.153,7.118296,0.000000,0,0,16.599491,14.319792,6.042790,5.964610,1,0,17.216879,13.953443,0.68790
0.154,7.112382,0.000000,0,0,16.623333,14.306705,6.040862,5.966678,1,0,17.203377,13.939495,0.66771
0.155,7.105526,0.000000,0,0,16.649109,14.293602,6.038308,5.968330,1,0,17.189932,13.925467,0.62012
0.156,7.099054,0.000000,0,0,16.674885,14.280499,6.035562,5.969982,1,0,17.176487,13.911437,0.59980
0.157,7.093447,0.000000,0,0,16.700661,14.267395,6.032383,5.971635,1,0,17.163042,13.897408,0.57246
0.158,7.088920,0.000000,0,0,16.726952,14.254251,6.029100,5.973205,1,0,17.149572,13.883315,0.54963
0.159,7.086819,0.000000,0,0,16.755283,14.240949,6.025582,5.974451,1,0,17.136000,13.868970,0.52549
0.160,7.084913,0.000000,0,0,16.783615,14.227646,6.021946,5.975697,1,0,17.122427,13.854626,0.50123
0.161,7.083446,0.000000,0,0,16.811947,14.214343,6.018045,5.976943,1,0,17.108854,13.840281,0.47343
0.162,7.081194,0.000000,0,0,16.840860,14.201063,6.014003,5.978027,1,0,17.095257,13.826018,0.42778
0.163,7.077182,0.000000,0,0,16.872082,14.187870,6.009645,5.978474,1,0,17.081560,13.812074,0.40145
0.164,7.073136,0.000000,0,0,16.903301,14.174677,6.005222,5.978920,1,0,17.067865,13.798130,0.37764
0.165,7.069016,0.000000,0,0,16.934523,14.161484,6.000651,5.979367,1,0,17.054169,13.784186,0.35361
0.166,7.065798,0.000000,0,0,16.966209,14.148289,5.996091,5.979780,1,0,17.040442,13.770179,0.32672
0.167,7.064605,0.000000,0,0,16.999744,14.135086,5.991554,5.980062,1,0,17.026592,13.755923,0.30201
0.168,7.063735,0.000000,0,0,17.033278,14.121883,5.986972,5.980342,1,0,17.012743,13.741667,0.25571
0.169,7.063589,0.000000,0,0,17.066813,14.108681,5.982289,5.980624,1,0,16.998892,13.727410,0.22441
0.170,7.062919,0.000000,0,0,17.101086,14.095540,5.977475,5.980782,1,0,16.985147,13.713195,0.20128
0.171,7.061072,0.000000,0,0,17.138283,14.082643,5.972366,5.980456,1,0,16.971819,13.699142,0.17359
0.172,7.058678,0.000000,0,0,17.175480,14.069746,5.967078,5.980131,1,0,16.958490,13.685088,0.14691
0.173,7.055057,0.000000,0,0,17.212677,14.056849,5.961385,5.979805,1,0,16.945162,13.671035,0.12242
0.174,7.051146,0.000000,0,0,17.250366,14.043952,5.955490,5.979388,1,0,16.931873,13.656888,0.09468
0.175,7.046584,0.000000,0,0,17.290001,14.031057,5.949141,5.978608,1,0,16.918743,13.642377,0.04363
0.176,7.042163,0.000000,0,0,17.329636,14.018164,5.942644,5.977828,1,0,16.905613,13.627865,0.01523
0.177,7.038063,0.000000,0,0,17.369270,14.005269,5.935814,5.977048,1,0,16.892483,13.613354,-0.00754
0.178,7.034482,0.000000,0,0,17.409246,13.992334,5.928891,5.976183,1,0,16.879328,13.598808,-0.03088
0.179,7.032071,0.000000,0,0,17.450562,13.979239,5.921761,5.974985,1,0,16.866068,13.584127,-0.05773
0.180,7.030066,0.000000,0,0,17.491879,13.966143,5.914497,5.973787,1,0,16.852808,13.569448,-0.08662
0.181,7.028976,0.000000,0,0,17.533195,13.953047,5.906938,5.972589,1,0,16.839548,13.554768,-0.13445
0.182,7.027984,0.000000,0,0,17.574743,13.940001,5.899200,5.971306,1,0,16.826275,13.540072,-0.16196
0.183,7.027214,0.000000,0,0,17.617203,13.927155,5.891062,5.969690,1,0,16.812956,13.525318,-0.18636
0.184,7.025999,0.000000,0,0,17.659662,13.914308,5.882802,5.968075,1,0,16.799635,13.510565,-0.21367
0.185,7.023784,0.000000,0,0,17.702124,13.901462,5.874264,5.966459,1,0,16.786316,13.495811,-0.24110
0.186,7.020760,0.000000,0,0,17.744549,13.888686,5.865661,5.964761,1,0,16.773016,13.481107,-0.26437
0.187,7.015916,0.000000,0,0,17.786840,13.876193,5.856912,5.962736,1,0,16.759792,13.466597,-0.31567
0.188,7.011064,0.000000,0,0,17.829132,13.863700,5.848033,5.960710,1,0,16.746569,13.452087,-0.34036
0.189,7.006191,0.000000,0,0,17.871424,13.851208,5.838864,5.958685,1,0,16.733345,13.437578,-0.36645
0.190,7.002164,0.000000,0,0,17.913462,13.838719,5.829485,5.956519,1,0,16.720142,13.423455,-0.38839
0.191,7.000039,0.000000,0,0,17.954498,13.826253,5.819634,5.953801,1,0,16.707016,13.410856,-0.41241
0.192,6.998271,0.000000,0,0,17.995535,13.813787,5.809586,5.951083,1,0,16.693888,13.398258,-0.44196
0.193,6.997306,0.000000,0,0,18.036572,13.801320,5.799092,5.948364,1,0,16.680761,13.385660,-0.47856
0.194,6.995962,0.000000,0,0,18.077036,13.788836,5.788421,5.945522,1,0,16.667696,13.373217,-0.51388
0.195,6.993769,0.000000,0,0,18.115234,13.776279,5.777354,5.942193,1,0,16.654879,13.361382,-0.53976
0.196,6.991149,0.000000,0,0,18.153435,13.763722,5.766050,5.938863,1,0,16.642059,13.349549,-0.56232
0.197,6.987572,0.000000,0,0,18.191633,13.751166,5.754215,5.935533,1,0,16.629242,13.337716,-0.58672
0.198,5.909391,0.000000,0,0,18.229042,13.738750,5.742083,5.931921,1,1,16.616539,13.326505,-0.61219
0.199,2.416843,0.000000,0,0,18.263330,13.726889,5.729286,5.927194,0,0,16.604288,13.317753,-0.63745
0.200,0.000000,0.000000,0,0,18.297619,13.715027,5.716248,5.922467,0,0,16.592037,13.309001,-0.68130
0.201,0.000000,0.000000,0,0,18.331907,13.703165,5.702668,5.917740,0,0,16.579786,13.300248,-0.70479
0.202,0.000000,0.000000,0,0,18.365320,13.691374,5.688937,5.912869,0,0,16.567547,13.298720,-0.72552
0.203,0.000000,0.000000,0,0,18.395271,13.679863,5.674869,5.907428,0,0,16.555355,13.325729,-0.74978
0.204,0.000000,0.000000,0,0,18.425222,13.668352,5.660754,5.901988,0,0,16.543163,13.352738,-0.77063
0.205,0.000000,0.000000,0,0,18.455173,13.656842,5.646538,5.896547,0,0,16.530972,13.379747,-0.79013
0.206,0.000000,0.000000,0,0,18.484394,13.645439,5.632361,5.890986,0,0,16.518843,13.406697,-0.83726
0.207,0.000000,0.000000,0,0,18.510729,13.634465,5.618271,5.884951,0,0,16.506969,13.433412,-0.85758
0.208,0.000000,0.000000,0,0,18.537066,13.623490,5.604191,5.878915,0,0,16.495094,13.460127,-0.87954
0.209,0.000000,0.000000,0,0,18.563400,13.612516,5.590134,5.872879,0,0,16.483219,13.486841,-0.90053
0.210,0.000000,0.000000,0,0,18.589182,13.601624,5.576048,5.866647,0,0,16.471334,13.513628,-0.91224
0.211,0.000000,0.000000,0,0,18.612776,13.591059,5.561900,5.859640,0,0,16.459414,13.540696,-0.94075
0.212,0.000000,0.000000,0,0,18.636370,13.580494,5.547802,5.852633,0,0,16.447491,13.567765,-0.97802
0.213,0.000000,0.000000,0,0,18.659966,13.569928,5.533820,5.845626,0,0,16.435568,13.594834,-0.99900
0.214,0.000000,0.000000,0,0,18.683151,13.559453,5.519977,5.838482,0,0,16.423725,13.618475,-1.01758
0.215,0.000000,0.000000,0,0,18.704721,13.549337,5.506449,5.830794,0,0,16.412193,13.628572,-1.03829
0.216,0.000000,0.000000,0,0,18.726294,13.539222,5.493036,5.823106,0,0,16.400661,13.638670,-1.05513
0.217,0.000000,0.000000,0,0,18.747864,13.529106,5.479879,5.815418,0,0,16.389132,13.648767,-1.07449
0.218,0.000000,0.000000,0,0,18.768984,13.519009,5.466793,5.807617,0,0,16.377626,13.659545,-1.09346
0.219,0.000000,0.000000,0,0,18.788322,13.508984,5.453863,5.799371,0,0,16.366230,13.673009,-1.12640
0.220,0.000000,0.000000,0,0,18.807661,13.498958,5.441024,5.791124,0,0,16.354832,13.686472,-1.14347
0.221,0.000000,0.000000,0,0,18.826998,13.488933,5.428391,5.782878,0,0,16.343435,13.699936,-1.15707
0.222,0.000000,0.000000,0,0,18.845867,13.478982,5.415867,5.774566,0,0,16.332033,13.716336,-1.17443
0.223,0.000000,0.000000,0,0,18.862881,13.469330,5.403591,5.765995,0,0,16.320608,13.744335,-1.19083
0.224,0.000000,0.000000,0,0,18.879894,13.459677,5.391336,5.757423,0,0,16.309185,13.772334,-1.20630
0.225,0.000000,0.000000,0,0,18.896908,13.450024,5.379131,5.748851,0,0,16.297760,13.800333,-1.23768
0.226,0.000000,0.000000,0,0,18.913534,13.440479,5.366881,5.740239,0,0,16.286421,13.826607,-1.25034
0.227,0.000000,0.000000,0,0,18.928637,13.431365,5.354531,5.731466,0,0,16.275423,13.846066,-1.26503
0.228,0.000000,0.000000,0,0,18.943739,13.422251,5.342320,5.722692,0,0,16.264425,13.865526,-1.27771
0.229,0.000000,0.000000,0,0,18.958841,13.413136,5.330419,5.713919,0,0,16.253426,13.884986,-1.29266
0.230,0.000000,0.000000,0,0,18.973562,13.404171,5.318742,5.705176,0,0,16.242512,13.904977,-1.30496
0.231,0.000000,0.000000,0,0,18.986778,13.395793,5.307568,5.696553,0,0,16.231930,13.927067,-1.33015
0.232,0.000000,0.000000,0,0,18.999994,13.387414,5.295907,5.687929,0,0,16.221346,13.949157,-1.34088
0.233,0.000000,0.000000,0,0,19.013210,13.379035,5.283151,5.679306,0,0,16.210764,13.971248,-1.35148
0.234,0.000000,0.000000,0,0,19.025911,13.370695,5.269526,5.670538,0,0,16.200415,13.993703,-1.36252
0.235,0.000000,0.000000,0,0,19.036583,13.362510,5.253947,5.661205,0,0,16.190992,14.017603,-1.37076
0.236,0.000000,0.000000,0,0,19.047255,13.354323,5.239754,5.651872,0,0,16.181570,14.041503,-1.38579
0.237,0.000000,0.000000,0,0,19.057924,13.346138,5.228672,5.642538,0,0,16.172146,14.065403,-1.40002
0.238,0.000000,0.000000,0,0,19.068104,13.337943,5.221138,5.633134,0,0,16.163048,14.089723,-1.41006
0.239,0.000000,0.000000,0,0,19.076340,13.329714,5.221576,5.623453,0,0,16.155230,14.115705,-1.41655
0.240,0.000000,0.000000,0,0,19.084576,13.321485,5.223672,5.613772,0,0,16.147411,14.141687,-1.42468
0.241,0.000000,0.000000,0,1,19.092812,13.313256,5.229492,5.604091,0,0,16.139593,14.167669,-1.43242
