"Time","40 FRy (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","47 RDS cle","45 R marks","42a CoMy (cm)","v2 R COP","v3 L COP","48 LDS cle","46 L marks","42 CoMy (cm)","v1 xCoM","3 Platform"
0.452,3.580610,5.210045,5.932206,6.116735,1,0,0.157105,4.756343,0.000000,0,0,4.517548,4.524718,0.23022
0.453,3.582689,5.200883,5.999171,6.119668,1,0,0.298530,4.790897,0.000000,0,0,4.517883,4.531254,0.25449
0.454,3.584756,5.192616,6.065973,6.122767,1,0,0.431640,4.825544,0.000000,0,0,4.518372,4.537625,0.27783
0.455,3.586810,5.185425,6.132577,6.126069,1,0,0.554751,4.860265,0.000000,0,0,4.519045,4.543866,0.30624
0.456,3.588864,5.178234,6.199182,6.129370,1,0,0.677862,4.894591,0.000000,0,0,4.519719,4.550023,0.32831
0.457,3.590917,5.171042,6.265787,6.132671,1,0,0.800973,4.928607,0.000000,0,0,4.520392,4.556113,0.36890
0.458,3.592982,5.164906,6.332350,6.135985,1,0,0.921918,4.962034,0.000000,0,0,4.521207,4.562231,0.40442
0.459,3.595061,5.160038,6.398863,6.139316,1,0,1.040258,4.994998,0.000000,0,0,4.522192,4.568370,0.42749
0.460,3.597139,5.155170,6.465376,6.142647,1,0,1.158598,5.029304,0.000000,0,0,4.523176,4.574628,0.45306
0.461,3.599217,5.150302,6.531889,6.145977,1,0,1.276938,5.064664,0.000000,0,0,4.524161,4.580979,0.47943
0.462,3.601430,5.147294,6.598413,6.149301,1,0,1.395785,5.102227,0.000000,0,0,4.525406,4.587520,0.50336
0.463,3.603802,5.146520,6.664951,6.152617,1,0,1.515243,5.141521,0.000000,0,0,4.526964,4.594211,0.52859
0.464,3.606175,5.145747,6.731489,6.155933,1,0,1.634701,5.175940,0.000000,0,0,4.528523,4.601093,0.56287
0.465,3.608548,5.144973,6.798027,6.159250,1,0,1.754158,5.206527,0.000000,0,0,4.530081,4.608127,0.59879
0.466,3.610924,5.145268,6.837017,6.162545,1,0,1.875315,5.225502,0.000000,0,0,4.531872,4.615344,0.62347
0.467,3.613303,5.146846,6.842875,6.165815,1,0,1.998515,5.235355,0.000000,0,0,4.533943,4.622704,0.64709
0.468,3.615681,5.148425,6.848732,6.169086,1,0,2.121716,5.239377,0.000000,0,0,4.536013,4.630265,0.66870
0.469,3.618060,5.150003,6.854590,6.172356,1,0,2.244916,5.238817,0.000000,0,0,4.538083,4.637985,0.69424
0.470,3.620411,5.151606,6.861043,6.175583,1,0,2.368986,5.240199,0.000000,0,0,4.540415,4.645915,0.71552
0.471,3.622728,5.153237,6.868210,6.178759,1,0,2.494101,5.243108,0.000000,0,0,4.543062,4.654010,0.73767
0.472,3.625045,5.154869,6.875378,6.181935,1,1,2.619216,3.775959,0.000000,0,0,4.545708,4.662232,0.77338
0.473,3.627362,5.156501,6.882545,6.185111,0,0,2.744331,1.153765,0.000000,0,0,4.548355,4.670554,0.80481
0.474,3.629642,5.158579,6.890874,6.188290,0,0,2.868404,0.000000,0.000000,0,0,4.551166,4.678919,0.82578
0.475,3.631875,5.161194,6.900600,6.191473,0,0,2.991225,0.000000,0.000000,0,0,4.554176,4.687317,0.84589
0.476,3.634108,5.163809,6.910326,6.194655,0,0,3.114045,0.000000,0.000000,0,0,4.557187,4.695800,0.86935
0.477,3.636340,5.166424,6.920052,6.197838,0,0,3.236865,0.000000,0.000000,0,0,4.560197,4.704350,0.88861
0.478,3.638442,5.169325,6.930576,6.200910,0,0,3.359834,0.000000,0.000000,0,0,4.563418,4.713048,0.90997
0.479,3.640387,5.172572,6.942061,6.203848,0,0,3.482983,0.000000,0.000000,0,0,4.566891,4.721863,0.94199
0.480,3.642331,5.175818,6.953546,6.206786,0,0,3.606131,0.000000,0.000000,0,0,4.570365,4.730824,0.96790
0.481,3.644275,5.179065,6.965031,6.209724,0,0,3.729279,0.000000,0.000000,0,0,4.573838,4.739901,0.98825
0.482,3.646095,5.182614,6.976584,6.212628,0,0,3.849340,0.000000,0.000000,0,0,4.577612,4.749092,1.00742
0.483,3.647767,5.186527,6.988221,6.215492,0,0,3.965688,0.000000,0.000000,0,0,4.581747,4.758372,1.02646
0.484,3.649439,5.190440,6.999856,6.218356,0,0,4.082036,0.000000,0.000000,0,0,4.585883,4.767692,1.04568
0.485,3.651110,5.194353,7.011493,6.221220,0,0,4.198385,0.000000,0.000000,0,0,4.590018,4.777041,1.06281
0.486,3.652739,5.198478,7.023075,6.224057,0,0,4.308325,0.000000,0.000000,0,0,4.594347,4.786340,1.08466
0.487,3.654317,5.202858,7.034591,6.226860,0,0,4.410560,0.000000,0.000000,0,0,4.598909,4.795599,1.10947
0.488,3.655894,5.207238,7.046108,6.229662,0,0,4.512794,0.000000,0.000000,0,0,4.603471,4.804714,1.13474
0.489,3.657472,5.211618,7.057624,6.232465,0,0,4.615028,0.000000,0.000000,0,0,4.608033,4.813716,1.14899
0.490,3.659014,5.216386,7.068453,6.235332,0,0,4.706031,0.000000,0.000000,0,0,4.612767,4.822497,1.16498
0.491,3.660513,5.221621,7.078455,6.238276,0,0,4.783527,0.000000,0.000000,0,0,4.617708,4.831105,1.18121
0.492,3.662013,5.226855,7.088458,6.241219,0,0,4.861023,0.000000,0.000000,0,0,4.622649,4.839496,1.19681
0.493,3.663513,5.232090,7.098460,6.244162,0,0,4.938519,0.000000,0.000000,0,0,4.627590,4.847716,1.21042
0.494,3.665020,5.237394,7.108266,6.246945,0,0,5.006615,0.000000,0.000000,0,0,4.632654,4.855749,1.22632
0.495,3.666537,5.242781,7.117838,6.249536,0,0,5.063406,0.000000,0.000000,0,0,4.637866,4.863634,1.25256
0.496,3.668053,5.248169,7.127409,6.252127,0,0,5.120197,0.000000,0.000000,0,0,4.643078,4.871375,1.26825
0.497,3.669569,5.253557,7.136981,6.254717,0,0,5.176988,0.000000,0.000000,0,0,4.648290,4.879000,1.28204
0.498,3.671213,5.259007,7.117791,6.257343,0,0,5.228515,0.000000,0.000000,0,0,4.653575,4.886525,1.29257
0.499,3.673009,5.264531,7.064012,6.260009,0,0,5.273713,0.000000,0.000000,0,0,4.658948,4.893970,1.30911
0.500,3.674806,5.270056,7.010231,6.262675,0,0,5.318911,0.000000,0.000000,0,0,4.664322,4.901356,1.31839
0.501,3.676602,5.275581,6.956452,6.265341,0,0,5.364109,0.000000,0.000000,0,0,4.669695,4.908695,1.33096
0.502,3.678440,5.281323,6.902914,6.267912,0,0,5.411915,0.000000,0.000000,0,0,4.675037,4.916047,1.34589
0.503,3.680329,5.287327,6.849666,6.270369,0,0,5.462860,0.000000,0.000000,0,0,4.680343,4.923407,1.36090
0.504,3.682218,5.293332,6.796417,6.272825,0,0,5.513804,0.000000,0.000000,0,0,4.685648,4.930984,1.37177
0.505,3.684106,5.299336,6.743169,6.275282,0,0,5.564749,0.000000,0.000000,0,0,4.690953,4.938731,1.38461
0.506,3.686083,5.305752,6.690595,6.277718,0,0,5.625149,0.000000,0.000000,0,0,4.696431,4.946893,1.38907
0.507,3.688167,5.312665,6.638832,6.280128,0,0,5.696920,0.000000,0.000000,0,0,4.702116,4.955382,1.39819
0.508,3.690251,5.319577,6.587068,6.282537,0,0,5.768692,0.000000,0.000000,0,0,4.707802,4.964270,1.40747
0.509,3.692334,5.326489,6.535305,6.284947,0,0,5.840463,0.000000,0.000000,0,0,4.713488,4.973472,1.41428
0.510,3.694418,5.333579,6.483907,6.287361,0,0,5.924011,0.000000,0.000000,0,0,4.719268,4.983023,1.42487
0.511,3.696502,5.340881,6.432950,6.289777,0,0,6.021720,0.000000,0.000000,0,0,4.725162,4.992847,1.43753
0.512,3.698586,5.348185,6.381992,6.292193,0,0,6.119430,0.000000,0.000000,0,0,4.731055,5.003098,1.44348
0.513,3.700670,5.355487,6.331035,6.294610,0,0,6.217139,0.000000,0.000000,0,0,4.736949,5.013686,1.44531
0.514,3.702824,5.362959,6.280395,6.296977,0,0,6.326622,0.000000,0.000000,0,0,4.743069,5.024781,1.45084
0.515,3.705063,5.370634,6.230136,6.299284,0,0,6.450264,0.000000,0.000000,0,0,4.749461,5.036274,1.45633
0.516,3.707302,5.378309,6.179878,6.301591,0,0,6.573906,0.000000,0.000000,0,0,4.755854,5.048180,1.46103
0.517,3.709541,5.385984,6.129620,6.303899,0,0,6.697549,0.000000,0.000000,0,0,4.762246,5.060410,1.46490
0.518,3.711676,5.393677,6.079645,6.306120,0,0,6.824719,0.000000,0.000000,0,0,4.768937,5.072917,1.46597
0.519,3.713686,5.401391,6.030012,6.308239,0,0,6.956132,0.000000,0.000000,0,0,4.775986,5.085641,1.47379
0.520,3.715695,5.409105,5.980378,6.310359,0,0,7.087546,0.000000,0.000000,0,0,4.783036,5.098548,1.47583
0.521,3.717704,5.416819,5.930744,6.312478,0,0,7.218959,0.000000,0.000000,0,0,4.790085,5.111598,1.47739
0.522,3.720170,5.424604,5.881162,6.314491,0,0,7.348486,0.000000,0.000000,0,0,4.797390,5.124753,1.47833
0.523,3.723185,5.432475,5.831642,6.316379,0,0,7.475745,0.000000,0.000000,0,0,4.805003,5.137990,1.48016
0.524,3.726200,5.440345,5.782121,6.318266,0,0,7.603003,0.000000,1.648171,0,1,4.812615,5.151273,1.48688
0.525,3.729214,5.448215,5.732601,6.320154,0,0,7.730261,0.000000,4.591332,1,0,4.820228,5.164591,1.47791
0.526,3.732627,5.456150,5.683091,6.322032,0,0,7.851941,0.000000,5.889113,1,0,4.828087,5.177904,1.47778
0.527,3.736517,5.464163,5.633592,6.323899,0,0,7.966911,0.000000,5.894096,1,0,4.836245,5.191213,1.47632
0.528,3.740408,5.472176,5.584094,6.325766,0,0,8.081881,0.000000,5.899035,1,0,4.844402,5.204492,1.47360
0.529,3.744298,5.480188,5.534595,6.327632,0,0,8.196851,0.000000,5.903942,1,0,4.852559,5.217747,1.47028
0.530,3.748992,5.487943,5.485020,6.329389,0,0,8.306978,0.000000,5.908706,1,0,4.860877,5.230960,1.46878
0.531,3.754653,5.495388,5.435351,6.331012,0,0,8.411282,0.000000,5.913360,1,0,4.869386,5.244140,1.46652
0.532,3.760313,5.502832,5.385684,6.332636,0,0,8.515584,0.000000,5.917892,1,0,4.877896,5.257296,1.46066
0.533,3.765973,5.510277,5.336015,6.334259,0,0,8.619887,0.000000,5.922329,1,0,4.886406,5.270433,1.45432
0.534,3.771928,5.517464,5.286197,6.335746,0,0,8.722557,0.000000,5.926676,1,0,4.895037,5.283586,1.44821
0.535,3.778238,5.524342,5.236198,6.337069,0,0,8.823261,0.000000,5.930952,1,0,4.903814,5.296750,1.43921
0.536,3.784547,5.531220,5.186199,6.338392,0,0,8.923965,0.000000,5.935050,1,0,4.912591,5.310014,1.43573
0.537,3.790857,5.538098,5.136199,6.339715,0,0,9.024670,0.000000,5.939009,1,0,4.921367,5.323357,1.43069
0.538,3.797736,5.544256,5.086056,6.340947,0,0,9.125102,0.000000,5.942694,1,0,4.930376,5.336870,1.42194
0.539,3.805303,5.549548,5.035738,6.342068,0,0,9.225205,0.000000,5.946163,1,0,4.939662,5.350516,1.41528
0.540,3.812869,5.554841,4.985420,6.343190,0,0,9.325309,0.000000,5.949367,1,0,4.948948,5.364264,1.40610
0.541,3.820435,5.560133,4.935102,6.344312,0,0,9.425412,0.000000,5.952362,1,0,4.958234,5.378090,1.39444
0.542,3.828407,5.564663,4.884660,6.345382,0,0,9.520937,0.000000,5.955120,1,0,4.967737,5.391918,1.38168
0.543,3.836869,5.568277,4.834069,6.346392,0,0,9.610955,0.000000,5.957692,1,0,4.977499,5.405746,1.37094
0.544,3.845330,5.571892,4.783478,6.347402,0,0,9.700973,0.000000,5.960001,1,0,4.987262,5.419518,1.36148
0.545,3.853791,5.575506,4.732887,6.348412,0,0,9.790991,0.000000,5.962103,1,0,4.997025,5.433247,1.35184
0.546,3.862369,5.578425,4.681980,6.349300,0,0,9.874637,0.000000,5.963923,1,0,5.006925,5.446881,1.34177
0.547,3.871089,5.580506,4.630693,6.350042,0,0,9.950621,0.000000,5.965522,1,0,5.016989,5.460442,1.33011
0.548,3.879808,5.582588,4.579407,6.350784,0,0,10.026604,0.000000,5.966931,1,0,5.027053,5.473889,1.30930
0.549,3.888527,5.584669,4.528120,6.351526,0,0,10.102588,0.000000,5.968191,1,0,5.037117,5.487249,1.29401
0.550,3.897540,5.586502,4.503692,6.352254,0,0,10.168524,0.000000,5.969377,1,0,5.047344,5.500463,1.28296
0.551,3.906905,5.588037,4.511567,6.352965,0,0,10.222377,0.000000,5.970504,1,0,5.057766,5.513564,1.26633
0.552,3.916270,5.589572,4.519442,6.353676,0,0,10.276229,0.000000,5.971627,1,0,5.068188,5.526382,1.25403
0.553,3.925636,5.591107,4.527316,6.354387,0,0,10.330082,0.000000,5.972746,1,0,5.078609,5.538978,1.24051
0.554,3.935368,5.592718,4.534323,6.355048,0,0,10.370804,0.000000,5.973897,1,0,5.089025,5.551165,1.22681
0.555,3.945541,5.594422,4.540285,6.355649,0,0,10.395734,0.000000,5.975072,1,0,5.099432,5.563029,1.20261
0.556,3.955714,5.596126,4.546247,6.356249,0,0,10.420663,0.000000,5.976224,1,0,5.109840,5.574543,1.18115
0.557,3.965886,5.597829,4.552209,6.356849,0,0,10.445593,0.000000,5.977358,1,0,5.120248,5.585781,1.16406
0.558,3.976398,5.599505,4.556806,6.357225,0,0,10.455869,0.000000,5.978399,1,0,5.130763,5.596735,1.15033
0.559,3.987318,5.601148,4.559760,6.357332,0,0,10.448520,0.000000,5.979366,1,0,5.141406,5.607467,1.13312
0.560,3.998238,5.602790,4.562714,6.357439,0,0,10.441171,0.000000,5.980239,1,0,5.152050,5.617778,1.11591
0.561,4.009158,5.604433,4.565668,6.357545,0,0,10.433822,0.000000,5.981039,1,0,5.162694,5.627759,1.09918
0.562,4.020069,5.606138,4.567473,6.357343,0,0,10.405507,0.000000,5.981761,1,0,5.173338,5.637145,1.07684
0.563,4.030970,5.607919,4.567895,6.356771,0,0,10.351977,0.000000,5.982422,1,0,5.183986,5.646062,1.04657
0.564,4.041870,5.609700,4.568317,6.356199,0,0,10.298447,0.000000,5.983026,1,0,5.194633,5.654316,1.02789
0.565,4.052771,5.611480,4.568739,6.355626,0,0,10.244917,0.000000,5.983583,1,0,5.205280,5.662049,1.00696
0.566,4.063641,5.613456,4.568892,6.354755,0,0,10.171860,0.000000,5.984104,1,0,5.215703,5.669094,0.98843
0.567,4.074475,5.615665,4.568722,6.353526,0,0,10.075317,0.000000,5.984595,1,0,5.225858,5.675598,0.97021
0.568,4.085309,5.617875,4.568552,6.352297,0,0,9.978775,0.000000,5.985085,1,0,5.236013,5.681444,0.95062
0.569,4.096143,5.620085,4.568383,6.351068,0,0,9.882234,0.000000,5.985574,1,0,5.246168,5.686772,0.92639
0.570,4.107137,5.622437,4.568159,6.349664,0,0,9.766819,0.000000,5.986081,1,0,5.256134,5.691476,0.88916
0.571,4.118322,5.624959,4.567872,6.348051,0,0,9.628707,0.000000,5.986601,1,0,5.265873,5.695690,0.86810
0.572,4.129508,5.627482,4.567585,6.346437,0,0,9.490596,0.000000,5.987055,1,0,5.275612,5.699268,0.84631
0.573,4.140694,5.630005,4.567297,6.344824,0,0,9.352485,0.000000,5.987458,1,0,5.285351,5.702347,0.82578
0.574,4.152096,5.632527,4.567517,6.342903,0,0,9.198750,0.000000,5.987719,1,0,5.294759,5.704776,0.80457
0.575,4.163760,5.635050,4.568346,6.340612,0,0,9.026227,0.000000,5.987870,1,0,5.303769,5.706696,0.78165
0.576,4.175423,5.637572,4.569175,6.338321,0,0,8.853703,0.000000,5.987984,1,0,5.312778,5.708012,0.74692
0.577,4.187087,5.640095,4.570004,6.336030,0,0,8.681180,0.000000,5.988070,1,0,5.321788,5.708854,0.71518
0.578,4.198618,5.642625,4.570668,6.333630,0,0,8.494348,0.000000,5.988210,1,0,5.330482,5.709135,0.69168
0.579,4.209993,5.645167,4.571132,6.331099,0,0,8.290306,0.000000,5.988391,1,0,5.338798,5.708973,0.66901
0.580,4.221367,5.647708,4.571596,6.328569,0,0,8.086265,0.000000,5.988396,1,0,5.347114,5.708191,0.64566
0.581,4.232741,5.650249,4.572060,6.326038,0,0,7.882223,0.000000,5.988261,1,0,5.355429,5.706921,0.62112
0.582,4.243334,5.652778,4.571312,6.323092,0,0,7.662532,0.000000,5.987789,1,0,5.363370,5.704964,0.60114
0.583,4.252987,5.655293,4.569109,6.319644,0,0,7.424022,0.000000,5.987052,1,0,5.370861,5.702467,0.56171
0.584,4.262640,5.657808,4.566905,6.316197,0,0,7.185512,0.000000,5.986588,1,0,5.378352,5.699325,0.52896
0.585,4.272293,5.660323,4.564702,6.312750,0,0,6.947001,0.000000,5.986335,1,0,5.385843,5.695674,0.50562
0.586,4.281185,5.662823,4.561772,6.311295,0,0,6.696866,0.000000,5.986959,1,0,5.392863,5.691432,0.47900
0.587,4.289162,5.665307,4.557971,6.312235,0,0,6.432750,0.000000,5.988270,1,0,5.399316,5.686726,0.45416
0.588,4.297140,5.667790,4.554168,6.313175,0,0,6.168635,0.000000,5.989989,1,0,5.405770,5.681405,0.42905
0.589,4.305117,5.670274,4.550366,6.314115,0,0,5.904519,0.000000,5.992028,1,0,5.412223,5.675602,0.40439
0.590,4.312840,5.672653,4.545291,6.314923,0,0,5.633007,0.000000,5.993839,1,0,5.418092,5.669180,0.35703
0.591,4.320260,5.674906,4.538685,6.315571,0,0,5.352600,0.000000,5.995469,1,0,5.423257,5.662273,0.32867
0.592,4.327679,5.677160,4.532079,6.316220,0,0,5.072192,0.000000,5.996917,1,0,5.428422,5.654940,0.30469
0.593,4.335098,5.679413,4.525473,6.316868,0,0,4.791784,0.000000,5.998222,1,0,5.433588,5.647273,0.27853
0.594,4.342350,5.681596,4.517935,6.317538,0,0,4.515253,0.000000,5.999551,1,0,5.438222,5.639406,0.25455
0.595,4.349402,5.683693,4.509278,6.318232,0,0,4.243384,0.000000,6.000900,1,0,5.442219,5.631382,0.22705
0.596,4.356454,5.685791,4.500621,6.318925,0,0,3.971515,0.000000,6.002296,1,0,5.446217,5.623265,0.18616
0.597,4.363506,5.687889,4.491963,6.319619,0,0,3.699646,0.000000,6.003730,1,0,5.450213,5.615077,0.15189
0.598,4.370370,5.689843,4.482245,6.320490,0,0,3.436764,0.000000,6.005179,1,0,5.453747,5.606861,0.12622
0.599,4.377008,5.691625,4.471252,6.321574,0,0,3.184691,0.000000,6.006641,1,0,5.456724,5.598623,0.09927
0.600,4.383646,5.693407,4.460259,6.322659,0,0,2.932618,0.000000,6.008074,1,0,5.459700,5.590369,0.07193
0.601,4.390284,5.695189,4.449266,6.323742,0,0,2.680545,0.000000,6.009484,1,0,5.462676,5.582103,0.04718
0.602,4.396873,5.696916,4.437424,6.324796,0,0,2.440646,0.000000,6.010840,1,0,5.465130,5.573833,0.00809
0.603,4.403401,5.698575,4.424558,6.325813,0,0,2.215387,0.000000,6.012154,1,0,5.466958,5.565557,-0.02875
0.604,4.409930,5.700235,4.411692,6.326831,0,0,1.990129,0.000000,6.013493,1,0,5.468784,5.557350,-0.05576
0.605,4.416459,5.701894,4.398827,6.327848,0,0,1.764871,0.000000,6.014851,1,0,5.470611,5.549194,-0.08066
0.606,4.422477,5.703476,4.385531,6.329149,0,0,1.547696,0.000000,6.016311,1,0,5.472179,5.541154,-0.10574
0.607,4.427882,5.704966,4.371720,6.330789,0,0,1.340245,0.000000,6.017850,1,0,5.473436,5.533204,-0.13049
0.608,4.433286,5.706455,4.357909,6.332429,0,0,1.132794,0.000000,6.019416,1,0,5.474693,5.525219,-0.16080
0.609,4.438691,5.707945,4.344097,6.334069,0,0,0.925342,0.000000,6.021001,1,0,5.475949,5.517206,-0.20013
0.610,4.443636,5.709296,4.329939,6.335720,0,0,0.720321,0.000000,6.022517,1,0,5.476832,5.508988,-0.23596
0.611,4.448029,5.710481,4.315365,6.337382,0,0,0.518224,0.000000,6.023979,1,0,5.477264,5.500609,-0.26288
0.612,4.452422,5.711667,4.300790,6.339044,0,0,0.316127,0.000000,6.025402,1,0,5.477697,5.492036,-0.28342
0.613,4.456815,5.712852,4.286216,6.340706,0,0,0.114030,0.000000,6.026795,1,0,5.478130,5.483310,-0.31183
0.614,4.460361,5.713957,4.271560,6.342290,0,0,-0.085990,0.000000,6.028183,1,0,5.478201,5.474436,-0.33640
0.615,4.462890,5.714964,4.256806,6.343781,0,0,-0.283512,0.000000,6.029566,1,0,5.477838,5.465447,-0.37952
0.616,4.465418,5.715972,4.242053,6.345271,0,0,-0.481034,0.000000,6.030814,1,0,5.477475,5.456283,-0.41309
0.617,4.467947,5.716980,4.227299,6.346761,0,0,-0.678557,0.000000,6.031955,1,0,5.477112,5.446980,-0.43668
0.618,4.470197,5.717769,4.212489,6.347901,0,0,-0.873364,0.000000,6.032846,1,0,5.476357,5.437476,-0.46146
0.619,4.472113,5.718295,4.197611,6.348621,0,0,-1.064906,0.000000,6.033540,1,0,5.475130,5.427815,-0.48505
0.620,4.474030,5.718821,4.182733,6.349340,0,0,-1.256448,0.000000,6.034161,1,0,5.473903,5.418054,-0.51105
0.621,4.475946,5.719347,4.167855,6.350060,0,0,-1.447990,0.000000,6.034725,1,0,5.472676,5.408213,-0.55157
0.622,4.477231,5.719803,4.152793,6.350792,0,0,-1.630442,0.000000,6.035385,1,0,5.471075,5.398396,-0.58810
0.623,4.477756,5.720176,4.137509,6.351539,0,0,-1.801962,0.000000,6.036121,1,0,5.469024,5.388599,-0.60745
0.624,4.478281,5.720549,4.122226,6.352287,0,0,-1.973481,0.000000,6.036680,1,0,5.466973,5.378908,-0.63199
0.625,4.478806,5.720922,4.106942,6.353034,0,0,-2.145001,0.000000,6.037099,1,0,5.464922,5.369301,-0.65543
0.626,4.478899,5.721290,4.091632,6.352679,0,0,-2.303349,0.000000,6.037050,1,0,5.462583,5.359871,-0.67868
0.627,4.478469,5.721652,4.076290,6.350999,0,0,-2.445857,0.000000,6.036632,1,0,5.459896,5.350579,-0.70868
0.628,4.478041,5.722014,4.060949,6.349319,0,0,-2.588364,0.000000,6.035968,1,0,5.457208,5.341546,-0.74762
0.629,4.477612,5.722376,4.045607,6.347639,0,0,-2.730871,0.000000,6.035113,1,0,5.454521,5.332716,-0.76865
0.630,4.476917,5.722635,4.030437,6.346045,0,0,-2.857628,0.000000,6.034323,1,0,5.451633,5.324214,-0.78900
0.631,4.475904,5.722771,4.015474,6.344555,0,0,-2.965443,0.000000,6.033585,1,0,5.448503,5.315967,-0.81128
0.632,4.474891,5.722907,4.000511,6.343066,0,0,-3.073258,0.000000,6.032908,1,0,5.445374,5.308037,-0.83450
0.633,4.473878,5.723042,3.985548,6.341576,0,0,-3.181073,0.000000,6.032282,1,0,5.442244,5.300358,-0.85468
0.634,4.472482,5.723104,3.971002,6.340069,0,0,-3.273304,0.000000,6.031627,1,0,5.438912,5.292974,-0.89828
0.635,4.470625,5.723077,3.956957,6.338541,0,0,-3.346794,0.000000,6.030950,1,0,5.435339,5.285820,-0.91589
0.636,4.468768,5.723051,3.942913,6.337012,0,0,-3.420284,0.000000,6.030171,1,0,5.431766,5.278977,-0.93924
0.637,4.466910,5.723024,3.928869,6.335484,0,0,-3.493774,0.000000,6.029313,1,0,5.428193,5.272377,-0.95645
0.638,4.464555,5.723009,3.915052,6.333561,0,0,-3.554229,0.000000,6.028309,1,0,5.424526,5.266097,-0.97665
0.639,4.461603,5.723007,3.901510,6.331163,0,0,-3.599007,0.000000,6.027190,1,0,5.420748,5.260070,-0.99573
0.640,4.458650,5.723005,3.887967,6.328765,0,0,-3.643785,0.000000,6.025989,1,0,5.416970,5.254301,-1.02997
0.641,4.455697,5.723003,3.874425,6.326367,0,0,-3.688563,0.000000,6.024723,1,0,5.413192,5.248734,-1.05402
0.642,4.452411,5.723056,3.860967,6.324022,0,0,-3.726515,0.000000,6.023477,1,0,5.409410,5.243348,-1.07339
0.643,4.448726,5.723173,3.847612,6.321740,0,0,-3.756258,0.000000,6.022247,1,0,5.405621,5.238103,-1.08936
0.644,4.445040,5.723290,3.834256,6.319458,0,0,-3.786000,0.000000,6.021167,1,0,5.401832,5.232991,-1.10550
0.645,4.441354,5.723408,3.820900,6.317177,0,0,-3.815743,0.000000,6.020203,1,0,5.398043,5.227983,-1.12323
0.646,4.437701,5.723490,3.807667,6.315549,0,0,-3.842009,0.000000,6.019483,1,0,5.394237,5.223066,-1.14886
0.647,4.434086,5.723528,3.794580,6.314708,0,0,-3.864092,0.000000,6.018953,1,0,5.390408,5.218220,-1.17218
0.648,4.430472,5.723567,3.781494,6.313868,0,0,-3.886176,1.146305,6.018554,1,0,5.386579,5.213408,-1.18936
0.649,4.426857,5.723605,3.768407,6.313027,0,1,-3.908259,3.193277,6.018257,1,0,5.382751,5.208623,-1.20261
0.650,4.423291,5.723447,3.755455,6.312562,1,0,-3.929792,4.089365,6.017964,1,0,5.378880,5.203819,-1.21902
0.651,4.419782,5.723053,3.742663,6.312548,1,0,-3.950664,4.081187,6.017674,1,0,5.374957,5.199000,-1.23251
0.652,4.416274,5.722659,3.729871,6.312534,1,0,-3.971535,4.073037,6.017471,1,0,5.371035,5.194148,-1.25583
0.653,4.412765,5.722265,3.717079,6.312520,1,0,-3.992407,4.064909,6.017336,1,0,5.367112,5.189269,-1.27509
0.654,4.409117,5.721815,3.704450,6.313343,1,0,-4.010183,4.056779,6.017434,1,0,5.363083,5.184376,-1.28961
0.655,4.405302,5.721296,3.692017,6.315171,1,0,-4.024238,4.048646,6.017715,1,0,5.358925,5.179474,-1.30063
0.656,4.401487,5.720778,3.679584,6.316999,1,0,-4.038292,4.040523,6.018375,1,0,5.354767,5.174691,-1.31012
0.657,4.397672,5.720259,3.667150,6.318828,1,0,-4.052346,4.032405,6.019331,1,0,5.350610,5.170002,-1.32352
0.658,4.393671,5.720027,3.654950,6.321787,1,0,-4.059000,4.024312,4.334222,1,1,5.346469,5.165565,-1.34415
0.659,4.389447,5.720140,3.643030,6.326107,1,0,-4.056756,4.016238,1.324346,0,0,5.342349,5.161325,-1.35754
0.660,4.385223,5.720252,3.631109,6.330425,1,0,-4.054511,4.008166,0.000000,0,0,5.338229,5.157309,-1.37820
0.661,4.381000,5.720364,3.619189,6.334744,1,0,-4.052266,4.000095,0.000000,0,0,5.334109,5.153467,-1.37619
0.662,4.376775,5.721126,3.607450,6.339697,1,0,-4.043181,3.992030,0.000000,0,0,5.329990,5.149791,-1.38895
0.663,4.372549,5.722668,3.595931,6.345411,1,0,-4.025871,3.983970,0.000000,0,0,5.325871,5.146245,-1.39832
0.664,4.368323,5.724211,3.584412,6.351125,1,0,-4.008561,3.976099,0.000000,0,0,5.321751,5.142899,-1.40619
0.665,4.364097,5.725753,3.572893,6.356840,1,0,-3.991250,3.968377,0.000000,0,0,5.317631,5.139709,-1.42212
0.666,4.360501,5.728144,3.561851,6.363218,1,0,-3.967371,3.961041,0.000000,0,0,5.313577,5.136763,-1.42923
0.667,4.357663,5.731554,3.551383,6.370395,1,0,-3.935592,3.954007,0.000000,0,0,5.309602,5.134007,-1.43683
0.668,4.354825,5.734963,3.540914,6.377572,1,0,-3.903813,3.947358,0.000000,0,0,5.305627,5.131451,-1.44348
0.669,4.351987,5.738373,3.530446,6.384748,1,0,-3.872033,3.941014,0.000000,0,0,5.301652,5.129051,-1.44992
0.670,4.349839,5.742689,3.520497,6.389973,1,0,-3.838557,3.935019,0.000000,0,0,5.297800,5.126780,-1.45477
0.671,4.348519,5.748093,3.511173,6.392850,1,0,-3.803040,3.929298,0.000000,0,0,5.294093,5.124611,-1.46436
0.672,4.347200,5.753498,3.501849,6.395728,1,0,-3.767524,3.923981,0.000000,0,0,5.290386,5.122488,-1.46777
