"Time","47 RDS cle","45 R marks","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","v2 R COP","v3 L COP","48 LDS cle","46 L marks","42 CoMy (cm)","v1 xCoM","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","39 FRx (cm)","35a HRx (cm)","35 HRx (cm)","37a FLx (cm)","37 FLx (cm)","33a HLx (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0,0,7.747629,1.423377,0.770427,0.000000,0.000000,0,0,4.290616,4.324609,16.978640,3.605441,-8.958936,17.541351,15.463235,14.198736,31.155502,18.797398,-8.948835,5.430680,3.654883,5.783612,15.417050,177.849152,0,48.314251,70.099297,90.489799,8.467055,19.121403,8.653465,15.064258,9.063765,14.912810,9.844991,14.616790,9.272990,16.111004,10.642230,16.136576,10.665120,16.912636,0,-0.01995,-0.01210,-0.02385,0.00233,0.00802,-0.01383,0.00669,0.00219,1.47820,0.11550,3.27773
0.001,0,0,7.745313,1.425090,0.898214,0.000000,0.000000,0,0,4.291244,4.331231,16.975233,3.605130,-8.924878,17.532421,15.439404,14.214794,31.234186,18.829388,-8.962151,5.435958,3.659348,5.784297,15.408242,177.974854,0,47.510040,70.282257,90.766792,8.467080,19.179800,8.658657,15.061434,9.072451,14.912034,9.856966,14.606235,9.278506,16.098000,10.648417,16.134087,10.668456,16.906527,0,-0.01758,-0.01326,-0.01896,0.00280,0.00758,-0.01326,0.00580,0.00297,1.47841,0.11466,3.27808
0.002,0,0,7.744513,1.422823,1.039644,0.000000,0.000000,0,0,4.292289,4.338300,16.972727,3.604595,-8.889811,17.523441,15.336188,14.230690,31.163902,18.861115,-8.992594,5.441514,3.664553,5.784959,15.399437,177.646011,0,46.878052,70.345436,90.902916,8.466958,19.185614,8.663608,15.061216,9.082369,14.910547,9.865275,14.598211,9.282147,16.088137,10.653873,16.130154,10.670487,16.901232,0,-0.01625,-0.01315,-0.02188,0.00213,0.00778,-0.01242,0.00273,0.00201,1.47860,0.11331,3.27754
0.003,0,0,7.743713,1.420555,1.181073,0.000000,0.000000,0,0,4.293333,4.345528,16.970219,3.604061,-8.854743,17.514462,15.232973,14.246586,31.093618,18.892843,-9.023037,5.447071,3.669758,5.785622,15.390632,177.317169,0,46.246059,70.408615,91.039047,8.466836,19.191425,8.668558,15.060999,9.092288,14.909060,9.873585,14.590189,9.285789,16.078274,10.659329,16.126221,10.672518,16.895937,0,-0.02039,-0.01301,-0.02220,0.00370,0.00719,-0.01409,0.00795,0.00270,1.47944,0.10933,3.27722
0.004,0,0,7.742914,1.418288,1.322502,0.000000,0.000000,0,0,4.294378,4.353097,16.967712,3.603526,-8.819675,17.505482,15.129758,14.262482,31.023335,18.924572,-9.053480,5.452626,3.674963,5.786284,15.381826,176.988312,0,45.614067,70.471794,91.175171,8.466714,19.197239,8.673509,15.060781,9.102206,14.907574,9.881894,14.582167,9.289431,16.068413,10.664785,16.122290,10.674548,16.890642,0,-0.01753,-0.01318,-0.02089,0.00295,0.00812,-0.01309,0.00546,0.00334,1.47641,0.10608,3.27760
0.005,0,0,7.742238,1.417133,1.465276,0.000000,0.000000,0,0,4.295534,4.360785,16.964767,3.602962,-8.787799,17.496592,15.013142,14.278147,30.904726,18.956154,-9.087363,5.458279,3.680314,5.786961,15.372950,176.868912,0,45.064922,70.506958,91.241821,8.466276,19.168261,8.678450,15.060773,9.111078,14.905427,9.890277,14.574337,9.293131,16.058722,10.669900,16.117863,10.676085,16.885103,0,-0.01801,-0.01356,-0.02192,0.00227,0.00787,-0.01385,0.00812,0.00334,1.47770,0.10544,3.27775
0.006,0,0,7.742018,1.420114,1.613046,0.000000,0.000000,0,0,4.297104,4.368729,16.960194,3.602290,-8.767782,17.488039,14.846710,14.292951,30.606495,18.987196,-9.134028,5.464292,3.686208,5.787687,15.363804,177.528030,0,44.823715,70.437988,91.050224,8.464666,19.009964,8.683352,15.061537,9.116058,14.900826,9.898931,14.567227,9.297050,16.049675,10.673746,16.111605,10.675782,16.878664,0,-0.01870,-0.01394,-0.02144,0.00407,0.00880,-0.01172,0.00399,0.00135,1.47887,0.10318,3.27714
0.007,0,0,7.741799,1.423094,1.760816,0.000000,0.000000,0,0,4.298674,4.376793,16.955620,3.601618,-8.747765,17.479485,14.680279,14.307755,30.308262,19.018238,-9.180694,5.470304,3.692101,5.788414,15.354658,178.187134,0,44.582508,70.369026,90.858620,8.463058,18.851669,8.688253,15.062302,9.121038,14.896225,9.907584,14.560117,9.300967,16.040628,10.677591,16.105347,10.675480,16.872225,0,-0.01783,-0.01415,-0.02146,0.00177,0.00897,-0.01102,0.00612,0.00983,1.47736,0.09857,3.27674
0.008,0,0,7.741580,1.426074,1.908585,0.000000,0.000000,0,0,4.300244,4.385116,16.951046,3.600946,-8.727748,17.470932,14.513847,14.322559,30.010031,19.049280,-9.227359,5.476316,3.697995,5.789140,15.345513,178.846252,0,44.341301,70.300064,90.667023,8.461448,18.693373,8.693155,15.063066,9.126019,14.891623,9.916238,14.553007,9.304886,16.031582,10.681437,16.099089,10.675179,16.865784,0,-0.01800,-0.01337,-0.02220,0.00336,0.00892,-0.01326,0.00486,-0.00037,1.47711,0.09563,3.27705
0.009,0,0,7.740542,1.428283,2.052902,0.000000,0.000000,0,0,4.302053,4.393541,16.947178,3.600266,-8.716399,17.462391,14.342575,14.337098,29.679491,19.080057,-9.273278,5.482448,3.703941,5.789857,15.336299,179.137756,0,44.151459,70.313042,90.549377,8.456993,18.566492,8.698164,15.063649,9.131413,14.885107,9.924195,14.544944,9.308661,16.021803,10.685030,16.093576,10.674826,16.859783,0,-0.01785,-0.01319,-0.02083,0.00331,0.00883,-0.01385,-0.00081,0.00451,1.47867,0.09511,3.27723
0.010,0,0,7.736458,1.427621,2.184385,0.000000,0.000000,0,0,4.304753,4.402189,16.945927,3.599557,-8.737270,17.453899,14.153305,14.350645,29.228859,19.109846,-9.316422,5.489024,3.710078,5.790538,15.326827,178.062897,0,44.152531,70.630615,90.706589,8.441965,18.556383,8.703567,15.063557,9.138343,14.871474,9.929560,14.533337,9.311906,16.009306,10.687677,16.090830,10.674288,16.855406,0,-0.01751,-0.01458,-0.02694,0.00308,0.00911,-0.01339,0.01281,0.00065,1.47856,0.09275,3.27700
0.011,0,0,7.732374,1.426960,2.315868,0.000000,0.000000,0,0,4.307452,4.410786,16.944675,3.598847,-8.758142,17.445408,13.964036,14.364192,28.778229,19.139635,-9.359566,5.495600,3.716216,5.791219,15.317356,176.988037,0,44.153603,70.948189,90.863800,8.426937,18.546274,8.708970,15.063465,9.145274,14.857841,9.934925,14.521729,9.315150,15.996808,10.690326,16.088085,10.673749,16.851028,0,-0.01635,-0.01379,-0.01838,0.00338,0.00824,-0.01272,0.00380,0.01647,1.48057,0.08826,3.27705
0.012,0,0,7.728290,1.426299,2.447351,0.000000,0.000000,0,0,4.310152,4.419271,16.943424,3.598137,-8.779013,17.436914,13.774766,14.377739,28.327597,19.169424,-9.402709,5.502176,3.722353,5.791901,15.307884,175.913162,0,44.154675,71.265762,91.021011,8.411909,18.536165,8.714373,15.063373,9.152205,14.844209,9.940290,14.510122,9.318396,15.984310,10.692973,16.085339,10.673210,16.846651,0,-0.01741,-0.01367,-0.02679,0.00172,0.00791,-0.01332,0.00482,0.00009,1.48069,0.08555,3.27804
0.013,0,0,7.725213,1.425956,2.573626,0.000000,0.000000,0,0,4.312885,4.427555,16.941740,3.597421,-8.804046,17.428350,13.585886,14.391241,27.845009,19.198740,-9.442224,5.508822,3.728554,5.792557,15.298376,175.298843,0,44.091938,71.519318,91.160973,8.400589,18.523787,8.720276,15.061352,9.158166,14.832920,9.944894,14.499662,9.320991,15.973006,10.695392,16.082121,10.672791,16.842062,0,-0.01809,-0.01555,-0.02103,0.00325,0.00829,-0.01240,0.00777,0.00347,1.47843,0.08512,3.27862
0.014,0,0,7.725877,1.426799,2.680542,0.000000,0.000000,0,0,4.315746,4.435407,16.938442,3.596681,-8.844547,17.419516,13.398455,14.404573,27.243637,19.226299,-9.468246,5.515728,3.734994,5.793121,15.288731,176.396332,0,43.792023,71.534943,91.236816,8.403055,18.502966,8.728043,15.052161,9.160522,14.830348,9.946668,14.493470,9.321171,15.966135,10.696959,16.077141,10.672819,16.836681,0,-0.01450,-0.01336,-0.02116,0.00071,0.00815,-0.01297,0.00535,0.00320,1.47923,0.08271,3.27778
0.015,0,0,7.726542,1.427642,2.787457,0.000000,0.000000,0,0,4.318607,4.443128,16.935146,3.595941,-8.885049,17.410679,13.211022,14.417906,26.642267,19.253859,-9.494268,5.522635,3.741433,5.793686,15.279085,177.493820,0,43.492104,71.550568,91.312660,8.405521,18.482145,8.735808,15.042971,9.162879,14.827776,9.948442,14.487278,9.321351,15.959265,10.698526,16.072161,10.672846,16.831303,0,-0.01956,-0.01202,-0.02073,0.00027,0.00812,-0.01264,0.00684,0.01157,1.47797,0.07823,3.27711
0.016,0,0,7.727207,1.428485,2.894373,0.000000,0.000000,0,0,4.321468,4.450566,16.931849,3.595201,-8.925550,17.401844,13.023591,14.431238,26.040895,19.281416,-9.520290,5.529541,3.747873,5.794251,15.269441,178.591309,0,43.192188,71.566193,91.388504,8.407988,18.461327,8.743575,15.033780,9.165236,14.825203,9.950215,14.481086,9.321531,15.952394,10.700093,16.067181,10.672873,16.825922,0,-0.01540,-0.01749,-0.02325,0.00853,0.00799,-0.01286,0.01106,-0.01256,1.47656,0.07551,3.27704
0.017,0,0,7.728879,1.427905,2.999070,0.000000,0.000000,0,0,4.324394,4.457992,16.928591,3.594440,-8.970072,17.393003,12.833171,14.444495,25.417679,19.308258,-9.541753,5.536455,3.754370,5.794780,15.259803,179.136490,0,42.898579,71.547508,91.448997,8.411512,18.440794,8.751536,15.022135,9.167827,14.821937,9.952590,14.474548,9.321665,15.944893,10.701569,16.061352,10.672771,16.819929,0,-0.01868,-0.01702,-0.01603,0.00469,0.00799,-0.01293,-0.00126,0.00870,1.47592,0.07487,3.27696
0.018,0,0,7.734300,1.422038,3.095521,0.000000,0.000000,0,0,4.327559,4.465388,16.925472,3.593603,-9.029537,17.384146,12.631642,14.457476,24.713261,19.332432,-9.546263,5.543402,3.761084,5.795175,15.250194,177.628754,0,42.628410,71.401291,91.452408,8.418968,18.421337,8.760222,15.001365,9.171291,14.816086,9.957198,14.466729,9.321626,15.935048,10.702704,16.052368,10.672192,16.811665,0,-0.00585,-0.01245,-0.00570,0.00335,0.00934,-0.01371,0.00121,-0.00272,1.47603,0.07418,3.27688
0.019,0,0,7.739721,1.416170,3.191971,0.000000,0.000000,0,0,4.330723,4.472822,16.922356,3.592766,-9.089004,17.375286,12.430114,14.470455,24.008842,19.356604,-9.550773,5.550348,3.767797,5.795569,15.240585,176.121017,0,42.358242,71.255081,91.455826,8.426425,18.401880,8.768909,14.980595,9.174757,14.810236,9.961807,14.458910,9.321587,15.925203,10.703839,16.043385,10.671612,16.803400,0,-0.01210,-0.01206,-0.02589,0.00105,0.00965,-0.01280,-0.01263,-0.00002,1.47365,0.07296,3.27691
0.020,0,0,7.745142,1.410303,3.288421,0.000000,0.000000,0,0,4.333888,4.480336,16.919239,3.591928,-9.148469,17.366426,12.228585,14.483436,23.304424,19.380777,-9.555283,5.557294,3.774510,5.795964,15.230976,174.613266,0,42.088074,71.108864,91.459236,8.433882,18.382423,8.777595,14.959825,9.178222,14.804386,9.966416,14.451091,9.321548,15.915359,10.704974,16.034401,10.671032,16.795135,0,-0.02247,-0.01387,-0.02694,0.00181,0.00785,-0.01433,0.02703,-0.01025,1.47317,0.07227,3.27729
0.021,0,0,7.749421,1.405273,3.386578,0.000000,0.000000,0,0,4.337106,4.487929,16.916685,3.591048,-9.213353,17.357376,12.024626,14.496081,22.592466,19.404377,-9.556626,5.564167,3.781355,5.796358,15.221375,173.164276,0,41.586361,70.975449,91.558975,8.440082,18.363169,8.786432,14.943473,9.185783,14.799791,9.973157,14.442852,9.321762,15.904189,10.705994,16.026217,10.670635,16.787178,0,-0.03059,-0.01229,-0.01061,0.00490,0.00853,-0.01227,-0.03423,-0.00239,1.47218,0.08546,3.27755
0.022,0,0,7.749459,1.403360,3.491077,0.000000,0.000000,0,0,4.340522,4.495692,16.916222,3.590010,-9.298379,17.347618,11.811628,14.507485,21.852474,19.425844,-9.546201,5.570763,3.788687,5.796748,15.211798,171.933624,0,40.223999,70.889633,92.016724,8.441610,18.344669,8.795832,14.943547,9.208573,14.799865,9.987820,14.433055,9.322920,15.888101,10.706585,16.021011,10.670918,16.780359,0,-0.01263,-0.01271,-0.05824,-0.01073,0.00812,-0.01454,0.03246,0.00167,1.47005,0.10093,3.27740
0.023,0,0,7.749497,1.401446,3.595577,0.000000,0.000000,0,0,4.343938,4.503633,16.915760,3.588971,-9.383406,17.337860,11.598632,14.518889,21.112482,19.447313,-9.535775,5.577360,3.796019,5.797138,15.202221,170.702972,0,38.861641,70.803818,92.474480,8.443138,18.326168,8.805231,14.943621,9.231362,14.799937,10.002483,14.423257,9.324079,15.872011,10.707176,16.015806,10.671200,16.773540,0,-0.03266,-0.01403,-0.00721,0.00580,0.00861,-0.01349,-0.01483,0.00519,1.46723,0.10524,3.27723
0.024,0,0,7.749536,1.399532,3.700076,0.000000,0.000000,0,0,4.347354,4.511953,16.915298,3.587932,-9.468431,17.328102,11.385634,14.530293,20.372490,19.468781,-9.525350,5.583957,3.803351,5.797528,15.192643,169.472336,0,37.499283,70.718002,92.932228,8.444667,18.307669,8.814631,14.943694,9.254152,14.800011,10.017147,14.413460,9.325237,15.855922,10.707767,16.010601,10.671483,16.766720,0,-0.01008,-0.01393,-0.00705,0.01396,0.00894,-0.01171,0.00963,-0.00349,1.46129,0.10599,3.27700
0.025,0,0,7.749370,1.397994,3.809909,0.000000,0.000000,0,0,4.350866,4.520544,16.914352,3.586910,-9.558245,17.318430,11.174085,14.541584,19.638163,19.489525,-9.513576,5.590303,3.810833,5.797905,15.183085,168.324295,0,36.112240,70.571777,93.286774,8.445977,18.290501,8.823894,14.947374,9.274895,14.802899,10.030223,14.405148,9.325841,15.841730,10.708295,16.004858,10.671396,16.759729,0,-0.03615,-0.01354,-0.04112,0.01008,0.00889,-0.01342,-0.02831,0.00322,1.45448,0.11680,3.27677
0.026,0,0,7.748445,1.397857,3.939569,0.000000,0.000000,0,0,4.354731,4.529716,16.911608,3.585951,-9.665851,17.309078,10.967917,14.552450,18.924883,19.507576,-9.496792,5.595723,3.818867,5.798234,15.173600,167.483353,0,34.633457,70.201050,93.257698,8.446477,18.278280,8.832645,14.964460,9.288032,14.816253,10.037397,14.402356,9.324382,15.834590,10.708582,15.997123,10.669940,16.752106,0,-0.02135,-0.01395,-0.00252,-0.00259,0.00841,-0.01280,0.01656,0.02289,1.44741,0.12224,3.27654
0.027,0,0,7.747519,1.397720,4.069229,0.000000,0.000000,0,0,4.358596,4.539157,16.908863,3.584992,-9.773457,17.299726,10.761750,14.563317,18.211605,19.525629,-9.480008,5.601142,3.826901,5.798562,15.164115,166.642410,0,33.154671,69.830315,93.228630,8.446977,18.266060,8.841397,14.981547,9.301168,14.829607,10.044572,14.399566,9.322923,15.827450,10.708868,15.989387,10.668484,16.744480,0,-0.01510,-0.01384,-0.00129,0.00685,0.01017,-0.01240,0.00130,0.00031,1.44159,0.12049,3.27628
0.028,0,0,7.746594,1.397583,4.198889,0.000000,0.000000,0,0,4.362461,4.549178,16.906118,3.584033,-9.881063,17.290375,10.555583,14.574184,17.498325,19.543682,-9.463224,5.606561,3.834936,5.798890,15.154630,165.801453,0,31.675886,69.459587,93.199554,8.447475,18.253841,8.850149,14.998633,9.314305,14.842961,10.051746,14.396775,9.321464,15.820310,10.709155,15.981651,10.667027,16.736855,0,-0.00994,-0.01270,-0.04520,-0.00243,0.00764,-0.01245,0.00492,0.00272,1.43769,0.11929,3.27590
0.029,0,0,7.745345,1.397764,4.333577,0.000000,0.000000,0,0,4.366456,4.559452,16.902906,3.583174,-9.997302,17.280964,10.354563,14.584812,16.800730,19.561100,-9.447459,5.611778,3.843067,5.799203,15.145160,164.664108,0,30.119259,69.061363,93.129066,8.447683,18.243229,8.858776,15.014752,9.329333,14.856947,10.058653,14.394466,9.319980,15.813728,10.709348,15.973588,10.665553,16.729298,0,-0.03301,-0.01404,-0.03593,0.01266,0.00780,-0.01226,0.00895,0.00364,1.42993,0.11908,3.27585
0.030,0,0,7.742889,1.399127,4.486955,0.000000,0.000000,0,0,4.370935,4.570267,16.897961,3.582687,-10.145628,17.271339,10.172674,14.594552,16.161430,19.576157,-9.435478,5.616242,3.851557,5.799460,15.135743,162.425003,0,28.273283,68.560966,92.904655,8.446808,18.238596,8.866943,15.027279,9.351388,14.873283,10.064564,14.393950,9.318405,15.809226,10.709191,15.964308,10.664008,16.721991,0,-0.01806,-0.01360,-0.05441,0.00146,0.00878,-0.01245,0.00335,0.00436,1.42151,0.11568,3.27692
0.031,0,0,7.740433,1.400491,4.640333,0.000000,0.000000,0,0,4.375414,4.581368,16.893015,3.582201,-10.293954,17.261715,9.990786,14.604292,15.522132,19.591215,-9.423498,5.620707,3.860047,5.799716,15.126327,160.185898,0,26.427307,68.060570,92.680237,8.445932,18.233965,8.875110,15.039804,9.373443,14.889619,10.070476,14.393435,9.316830,15.804723,10.709035,15.955028,10.662464,16.714684,0,-0.02404,-0.01316,0.03346,0.00152,0.00756,-0.01417,0.02941,0.00800,1.41345,0.11196,3.27765
0.032,0,0,7.737978,1.401855,4.793710,0.000000,0.000000,0,0,4.379893,4.593081,16.888067,3.581715,-10.442280,17.252089,9.808897,14.614031,14.882833,19.606272,-9.411517,5.625171,3.868538,5.799973,15.116911,157.946793,0,24.581331,67.560173,92.455826,8.445057,18.229332,8.883276,15.052330,9.395497,14.905955,10.076386,14.392919,9.315255,15.800220,10.708879,15.945747,10.660920,16.707378,0,-0.01046,-0.01149,0.00941,0.00468,0.00927,-0.01200,-0.00599,0.00396,1.40657,0.11078,3.27727
0.033,0,0,7.736069,1.403528,4.950783,0.000000,0.000000,0,0,4.384566,4.605099,16.883102,3.581343,-10.591567,17.242111,9.637339,14.623620,14.259697,19.620871,-9.401735,5.629399,3.877054,5.800229,15.107513,155.981277,0,22.629816,67.064842,92.232048,8.444153,18.221977,8.891334,15.069580,9.417732,14.924133,10.082121,14.392382,9.313661,15.795742,10.708633,15.936475,10.659353,16.700172,0,-0.02363,-0.01347,-0.00933,0.00063,0.00775,-0.01370,0.01071,0.01650,1.39657,0.10823,3.27686
0.034,0,0,7.736192,1.406356,5.121593,0.000000,0.000000,0,0,4.389963,4.617771,16.878069,3.581396,-10.744423,17.230820,9.504183,14.632649,13.696642,19.633762,-9.400126,5.632752,3.885668,5.800485,15.098190,155.032700,0,20.286005,66.588318,92.010635,8.443146,18.204510,8.898987,15.104387,9.440637,14.949157,10.087200,14.391767,9.311994,15.791356,10.708056,15.927229,10.657704,16.693340,0,-0.02269,-0.01383,-0.03308,0.00616,0.00870,-0.01263,-0.00312,-0.05900,1.38017,0.10296,3.27632
0.035,0,0,7.736315,1.409183,5.292402,0.000000,0.000000,0,0,4.395360,4.630636,16.873034,3.581448,-10.897279,17.219530,9.371025,14.641679,13.133586,19.646652,-9.398517,5.636104,3.894282,5.800741,15.088867,154.084106,0,17.942194,66.111794,91.789230,8.442138,18.187040,8.906639,15.139195,9.463541,14.974180,10.092279,14.391150,9.310327,15.786970,10.707479,15.917984,10.656055,16.686508,0,-0.01552,-0.01340,0.00384,0.00575,0.00630,-0.01195,0.00195,0.00595,1.37239,0.09909,3.27605
0.036,0,0,7.736438,1.412011,5.463212,0.000000,0.000000,0,0,4.400758,4.643914,16.868000,3.581501,-11.050135,17.208239,9.237869,14.650707,12.570531,19.659544,-9.396908,5.639457,3.902896,5.800998,15.079544,153.135529,0,15.598384,65.635269,91.567825,8.441131,18.169573,8.914292,15.174003,9.486445,14.999204,10.097358,14.390535,9.308660,15.782584,10.706903,15.908738,10.654407,16.679676,0,-0.01825,-0.01401,-0.02830,0.00170,0.00975,-0.01272,-0.01047,-0.00558,1.36179,0.09790,3.27666
0.037,0,0,7.736380,1.414143,5.635073,0.000000,0.000000,0,0,4.406238,4.657262,16.862289,3.581630,-11.201877,17.196859,9.112571,14.659741,12.018873,19.672037,-9.399317,5.642710,3.911520,5.801266,15.070229,152.333282,0,13.492583,65.135063,91.342766,8.440861,18.154654,8.921919,15.205773,9.507172,15.021695,10.102885,14.389619,9.307314,15.777785,10.706326,15.898645,10.653209,16.673313,0,-0.01710,-0.01390,-0.01980,0.00180,0.00824,-0.01279,0.00776,0.00328,1.34913,0.09500,3.27715
0.038,0,0,7.735648,1.413691,5.810845,0.000000,0.000000,0,0,4.412028,4.670758,16.854067,3.582043,-11.349478,17.185158,9.016483,14.668793,11.509582,19.683050,-9.416661,5.645592,3.920182,5.801582,15.060943,152.074921,0,12.271461,64.546799,91.104149,8.443335,18.149214,8.929451,15.226254,9.519801,15.034779,10.110078,14.387586,9.307165,15.771452,10.705750,15.885405,10.653687,16.668684,0,-0.01030,-0.01238,-0.01022,0.00849,0.00880,-0.01299,-0.02968,0.00370,1.34040,0.09017,3.27722
0.039,0,0,7.734916,1.413240,5.986617,0.000000,0.000000,0,0,4.417818,4.684325,16.845844,3.582456,-11.497079,17.173456,8.920395,14.677845,11.000290,19.694065,-9.434007,5.648475,3.928843,5.801897,15.051657,151.816574,0,11.050338,63.958538,90.865532,8.445807,18.143774,8.936983,15.246735,9.532431,15.047861,10.117270,14.385553,9.307015,15.765119,10.705175,15.872163,10.654166,16.664055,0,-0.02195,-0.01329,0.00543,0.00373,0.00872,-0.01364,0.00684,0.00145,1.32983,0.08720,3.27716
0.040,0,0,7.734184,1.412788,6.162388,0.000000,0.000000,0,0,4.423607,4.698046,16.837620,3.582869,-11.644680,17.161755,8.824307,14.686896,10.490998,19.705078,-9.451351,5.651358,3.937505,5.802213,15.042372,151.558228,0,9.829216,63.370277,90.626915,8.448281,18.138334,8.944515,15.267215,9.545060,15.060944,10.124463,14.383520,9.306867,15.758784,10.704599,15.858922,10.654645,16.659426,0,-0.01594,-0.01292,-0.04198,0.00223,0.00931,-0.01280,-0.00342,0.00099,1.31724,0.08684,3.27663
0.041,0,0,7.733551,1.412295,6.336374,0.000000,0.000000,0,0,4.429573,4.711860,16.829569,3.583390,-11.787160,17.149969,8.737505,14.695818,9.981934,19.715687,-9.472942,5.654086,3.946235,5.802515,15.033043,151.433838,0,8.781905,62.827450,90.372162,8.450582,18.132374,8.952084,15.285486,9.555087,15.072426,10.129854,14.381219,9.306625,15.753186,10.704147,15.845791,10.655180,16.654902,0,-0.01815,-0.01329,0.06696,0.00377,0.00967,-0.01276,0.03472,0.00446,1.29521,0.08446,3.27635
0.042,0,0,7.733282,1.411649,6.503719,0.000000,0.000000,0,0,4.436194,4.725875,16.822151,3.584312,-11.910601,17.137873,8.685217,14.704258,9.473715,19.724789,-9.510314,5.656239,3.955223,5.802767,15.023556,151.807388,0,8.380653,62.453499,90.057434,8.452236,18.124479,8.959785,15.295545,9.555445,15.077956,10.128548,14.377922,9.306040,15.750320,10.704159,15.833067,10.655924,16.650766,0,-0.01747,-0.01384,-0.05150,0.00305,0.00685,-0.01381,0.00047,0.00269,1.28335,0.08001,3.27696
0.043,0,0,7.733013,1.411002,6.671063,0.000000,0.000000,0,0,4.442815,4.739926,16.814734,3.585235,-12.034042,17.125776,8.632929,14.712697,8.965495,19.733891,-9.547687,5.658392,3.964211,5.803019,15.014070,152.180923,0,7.979401,62.079548,89.742706,8.453890,18.116583,8.967487,15.305604,9.555801,15.083488,10.127241,14.374625,9.305454,15.747455,10.704170,15.820343,10.656668,16.646631,0,-0.01947,-0.01364,-0.02506,0.00377,0.00849,-0.01346,-0.03800,-0.00287,1.26718,0.07719,3.27737
0.044,0,0,7.732744,1.410356,6.838408,0.000000,0.000000,0,0,4.449437,4.754052,16.807316,3.586157,-12.157483,17.113680,8.580641,14.721137,8.457276,19.742992,-9.585058,5.660546,3.973198,5.803271,15.004582,152.554474,0,7.578149,61.705597,89.427979,8.455544,18.108688,8.975189,15.315662,9.556158,15.089019,10.125935,14.371327,9.304870,15.744590,10.704182,15.807619,10.657412,16.642496,0,-0.01772,-0.01442,-0.02542,0.00358,0.00726,-0.01193,0.10283,0.03975,1.25318,0.07659,3.27706
0.045,0,0,7.732066,1.409790,6.999191,0.000000,0.000000,0,0,4.456254,4.768123,16.799847,3.587166,-12.274478,17.101547,8.537422,14.729510,7.940842,19.751741,-9.625800,5.662574,3.982219,5.803475,14.995066,152.867645,0,7.214777,61.450321,89.004425,8.456539,18.101007,8.982725,15.327556,9.554420,15.095909,10.120197,14.368383,9.304375,15.744581,10.704254,15.796126,10.657699,16.637342,0,-0.01778,-0.01329,0.11405,0.00196,0.00939,-0.01388,-0.03967,-0.02112,1.24036,0.07666,3.27686
0.046,0,0,7.729868,1.409522,7.135581,0.000000,0.000000,0,0,4.463802,4.782075,16.792187,3.588495,-12.367511,17.089272,8.527910,14.737638,7.393870,19.759178,-9.679067,5.664139,3.991361,5.803506,14.985436,152.956360,0,6.992203,61.636166,88.176353,8.455079,18.094122,8.989644,15.346271,9.544898,15.107852,10.097990,14.366749,9.304216,15.755191,10.704556,15.789209,10.656288,16.628405,0,-0.01899,-0.01254,-0.04447,0.00447,0.00972,-0.01367,0.01482,0.00021,1.22794,0.08070,3.27701
0.047,0,0,7.727670,1.409255,7.271972,0.000000,0.000000,0,0,4.471351,4.795839,16.784525,3.589823,-12.460544,17.076998,8.518398,14.745766,6.846898,19.766613,-9.732333,5.665704,4.000503,5.803536,14.975808,153.045090,0,6.769630,61.822010,87.348274,8.453620,18.087238,8.996563,15.364985,9.535376,15.119795,10.075783,14.365114,9.304059,15.765801,10.704859,15.782291,10.654878,16.619469,0,-0.01819,-0.01262,-0.01524,0.00304,0.00811,-0.01372,0.02109,0.00115,1.21097,0.08522,3.27713
0.048,0,0,7.725472,1.408987,7.408362,0.000000,0.000000,0,0,4.478899,4.809200,16.776863,3.591152,-12.553576,17.064724,8.508886,14.753894,6.299926,19.774048,-9.785600,5.667270,4.009645,5.803566,14.966179,153.133804,0,6.547056,62.007854,86.520203,8.452160,18.080353,9.003482,15.383699,9.525853,15.131738,10.053576,14.363480,9.303901,15.776411,10.705160,15.775374,10.653467,16.610531,0,-0.01928,-0.01238,-0.02139,0.00270,0.00902,-0.01315,-0.03425,0.00424,1.18023,0.10344,3.27713
0.049,0,0,7.723292,1.408730,7.533310,0.000000,0.000000,0,0,4.486545,4.822241,16.768946,3.592647,-12.643064,17.052299,8.504582,14.762092,5.743822,19.780972,-9.839998,5.668772,4.018787,5.803574,14.956484,153.210754,0,6.304485,62.194267,82.735565,8.452494,18.072546,9.010218,15.403078,9.516449,15.144979,10.032865,14.362165,9.303594,15.786230,10.705452,15.769407,10.575144,16.602800,0,-0.01737,-0.01282,-0.01771,0.00276,0.00910,-0.01257,-0.09633,0.00355,1.16437,0.11809,3.27722
