"Time","v2 R COP","49 RDS cle","48 L marks","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","42 CoMy (cm)","v1 xCoM","41 CoMx (cm)","39a FRx (cm)","39 FRx (cm)","35a HRx (cm)","35 HRx (cm)","v3 L COP","50 LDS cle","37a FLx (cm)","37 FLx (cm)","33a HLx (cm)","33 HLx (cm)","40 FRy (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0.000000,0,0,0,0,0,7.167947,0.487185,-0.278272,5.697281,5.685291,16.818541,-8.556087,17.815687,5.098517,15.500449,0.000000,0,11.219920,18.158461,-20.173571,15.960263,4.748001,6.989106,4.220281,6.852379,165.165833,0,44.010319,55.458138,69.932709,8.144994,18.393995,8.178128,15.883036,8.345249,15.323050,8.686033,14.765743,9.055692,16.425034,10.008628,15.399512,10.533064,16.427273,0,-0.01709,-0.01341,-0.01910,0.00343,0.00757,-0.01256,0.00592,0.00829,0.24994,0.09151,3.27707
0.001,0.000000,0,0,0,0,0,7.163393,0.480330,-0.413043,5.696552,5.678852,16.810682,-8.109827,17.806456,5.492697,15.506159,0.000000,0,9.841434,18.176819,-20.153503,15.939852,4.748741,6.990795,4.219662,6.859798,165.933731,0,43.819016,55.292595,69.386673,8.141195,18.379713,8.175480,15.884679,8.346178,15.325632,8.684911,14.762692,9.060769,16.420574,10.006856,15.388788,10.528261,16.417973,0,-0.01736,-0.01263,-0.01993,0.00168,0.03674,-0.01166,0.00540,0.00009,0.20172,0.09181,3.27738
0.002,0.000000,0,0,0,0,0,7.158840,0.473475,-0.547814,5.695823,5.672181,16.802822,-7.663567,17.797226,5.886878,15.511868,0.000000,0,8.462948,18.195177,-20.133436,15.919439,4.749481,6.992484,4.219042,6.867216,166.701614,0,43.627708,55.127052,68.840630,8.137397,18.365431,8.172831,15.886321,8.347108,15.328214,8.683788,14.759643,9.065846,16.416113,10.005084,15.378065,10.523458,16.408672,0,-0.01770,-0.01392,-0.02188,0.00450,0.03571,-0.01021,0.00790,0.01186,0.17761,0.09186,3.27713
0.003,0.000000,0,0,0,0,1,7.154286,0.466620,-0.682585,5.695094,5.665483,16.794964,-7.217307,17.787996,6.281058,15.517578,0.000000,0,7.084461,18.213533,-20.113369,15.899028,4.750220,6.994172,4.218423,6.874635,167.469498,0,43.436405,54.961514,68.294594,8.133598,18.351149,8.170181,15.887963,8.348037,15.330795,8.682666,14.756593,9.070924,16.411654,10.003312,15.367341,10.518656,16.399372,0,-0.01587,-0.01260,0.00684,0.00290,0.05814,-0.01193,-0.00323,-0.01816,0.15106,0.09482,3.27674
0.004,0.000000,0,0,0,0,0,7.149984,0.467311,-0.816572,5.694019,5.658662,16.790730,-6.550405,17.779852,6.600239,15.525060,0.000000,0,5.700706,18.213614,-20.048170,15.878800,4.749025,6.999086,4.219789,6.881701,167.563171,0,43.479301,54.883293,67.709976,8.133133,18.342581,8.169578,15.902307,8.348853,15.335605,8.683322,14.756334,9.079422,16.409489,10.005383,15.359528,10.516904,16.394503,0,-0.02307,-0.01462,-0.02328,0.00992,0.02090,-0.01282,0.00974,0.01874,0.12482,0.09681,3.27673
0.005,0.000000,0,0,0,0,0,7.145748,0.469961,-0.950354,5.692854,5.651826,16.787436,-5.826259,17.771988,6.899961,15.533002,0.000000,0,4.315583,18.208952,-19.971260,15.858621,4.747327,7.004837,4.221671,6.888675,167.481918,0,43.582958,54.827728,67.115349,8.133531,18.335493,8.169505,15.919944,8.349640,15.340991,8.684439,14.756801,9.088808,16.407921,10.008451,15.352468,10.515944,16.390783,0,-0.01630,-0.01160,-0.02637,-0.00221,-0.01678,-0.01172,0.00262,-0.01839,0.09705,0.09558,3.27681
0.006,0.000000,0,0,0,0,0,7.141511,0.472611,-1.084137,5.691689,5.644765,16.784142,-5.102112,17.764124,7.199683,15.540944,0.000000,0,2.930460,18.204290,-19.894350,15.838441,4.745630,7.010587,4.223552,6.895648,167.400650,0,43.686619,54.772167,66.520729,8.133929,18.328405,8.169432,15.937582,8.350427,15.346377,8.685555,14.757267,9.098194,16.406353,10.011520,15.345410,10.514983,16.387064,0,-0.01855,-0.01161,-0.01489,0.01221,-0.03928,-0.01543,0.01334,0.03065,0.07080,0.09327,3.27707
0.007,0.000000,0,0,0,0,0,7.137274,0.475260,-1.217920,5.690525,5.637679,16.780849,-4.377965,17.756260,7.499404,15.548885,0.000000,0,1.545338,18.199629,-19.817440,15.818261,4.743932,7.016338,4.225434,6.902623,167.319397,0,43.790276,54.716602,65.926102,8.134328,18.321318,8.169359,15.955219,8.351213,15.351764,8.686673,14.757732,9.107580,16.404783,10.014588,15.338351,10.514023,16.383347,0,-0.01791,-0.01402,0.02423,0.00191,-0.01642,-0.01317,0.00400,-0.00674,0.01877,0.09313,3.27738
0.008,0.000000,0,0,0,0,0,7.131948,0.472811,-1.356754,5.688958,5.630225,16.776442,-3.491024,17.752014,7.687338,15.557432,0.000000,0,0.927655,18.195292,-19.683506,15.798438,4.741618,7.016891,4.224144,6.909460,167.985352,0,43.151638,54.745323,65.657707,8.132785,18.310244,8.177956,15.953236,8.359878,15.347749,8.685863,14.753802,9.109031,16.400291,10.015124,15.333055,10.509871,16.378410,0,-0.01712,-0.01369,-0.01685,0.00450,0.12897,-0.01472,0.00607,0.02309,-0.00717,0.09106,3.27731
0.009,0.000000,0,0,0,0,0,7.126338,0.469038,-1.496900,5.687287,5.622731,16.771744,-2.561847,17.748707,7.846269,15.566135,0.000000,0,0.509081,18.191038,-19.534779,15.778707,4.739143,7.016096,4.222031,6.916262,168.845184,0,42.320412,54.795910,65.473938,8.130739,18.298136,8.188802,15.946160,8.370585,15.341295,8.684553,14.748731,9.108422,16.395039,10.015004,15.328218,10.504889,16.373159,0,-0.01843,-0.01376,-0.02164,0.00496,0.09213,-0.01027,-0.00330,-0.00737,-0.03098,0.08624,3.27716
0.010,0.000000,0,0,0,0,0,7.120728,0.465265,-1.637045,5.685617,5.614810,16.767046,-1.632671,17.745399,8.005200,15.574840,0.000000,0,0.090508,18.186785,-19.386049,15.758976,4.736669,7.015301,4.219918,6.923064,169.705002,0,41.489185,54.846497,65.290176,8.128693,18.286026,8.199648,15.939085,8.381293,15.334841,8.683243,14.743660,9.107815,16.389788,10.014883,15.323380,10.499909,16.367907,0,-0.01862,-0.01305,-0.01129,0.00313,0.13434,-0.01123,-0.00070,0.01962,-0.04990,0.08117,3.27707
0.011,0.000000,0,0,0,0,0,7.115118,0.461492,-1.777190,5.683946,5.606841,16.762348,-0.703494,17.742090,8.164131,15.583543,0.000000,0,-0.328066,18.182531,-19.237320,15.739245,4.734194,7.014506,4.217805,6.929866,170.564819,0,40.657963,54.897083,65.106415,8.126646,18.273918,8.210494,15.932010,8.392001,15.328386,8.681933,14.738588,9.107206,16.384535,10.014762,15.318542,10.494928,16.362656,0,-0.01862,-0.01324,-0.01062,0.00336,0.03455,-0.01160,0.00665,-0.02141,-0.08453,0.07792,3.27699
0.012,0.000000,0,0,0,0,0,7.112072,0.458389,-1.925247,5.681849,5.598423,16.758617,0.247011,17.743170,8.231237,15.592100,0.000000,0,0.043067,18.178291,-18.985117,15.719921,4.731504,7.014795,4.214994,6.936660,170.412888,0,40.125755,54.893028,64.728668,8.123670,18.262939,8.226877,15.923345,8.398511,15.324460,8.680234,14.735153,9.108248,16.380381,10.013944,15.312819,10.489754,16.360950,0,-0.01913,-0.01422,-0.02231,0.00267,0.01315,-0.01103,0.00809,0.00021,-0.10773,0.09050,3.27673
0.013,0.000000,0,0,0,0,0,7.109690,0.455461,-2.075356,5.679640,5.589954,16.755136,1.203050,17.745386,8.274520,15.600619,0.000000,0,0.619087,18.174053,-18.706068,15.700703,4.728758,7.015365,4.212002,6.943452,169.998474,0,39.671127,54.874798,64.300606,8.120451,18.252253,8.244696,15.914266,8.403932,15.321189,8.678433,14.732142,9.109715,16.376511,10.012943,15.306869,10.484529,16.360165,0,-0.01660,-0.01328,-0.05716,0.00389,0.00671,-0.01196,-0.00934,0.01001,-0.16144,0.11153,3.27643
0.014,0.000000,0,0,0,0,0,7.107307,0.452532,-2.225466,5.677433,5.581065,16.751657,2.159088,17.747602,8.317802,15.609138,0.000000,0,1.195106,18.169815,-18.427019,15.681484,4.726012,7.015935,4.209009,6.950244,169.584045,0,39.216499,54.856567,63.872536,8.117233,18.241568,8.262515,15.905188,8.409351,15.317919,8.676633,14.729132,9.111184,16.372643,10.011944,15.300917,10.479305,16.359381,0,-0.01505,-0.01369,-0.03308,0.00359,0.07068,-0.01038,0.01166,-0.00528,-0.18570,0.12339,3.27723
0.015,0.000000,0,0,0,0,0,7.104926,0.449603,-2.375575,5.675224,5.572130,16.748177,3.115127,17.749819,8.361086,15.617658,0.000000,0,1.771125,18.165577,-18.147970,15.662266,4.723266,7.016505,4.206017,6.957036,169.169632,0,38.761875,54.838337,63.444466,8.114015,18.230881,8.280334,15.896109,8.414772,15.314648,8.674832,14.726121,9.112653,16.368773,10.010944,15.294966,10.474081,16.358595,0,-0.01489,-0.01436,-0.01935,0.00214,-0.01233,-0.01183,0.00674,-0.00975,-0.21225,0.12436,3.27830
0.016,0.000000,0,0,0,0,0,7.103480,0.443013,-2.536209,5.672681,5.562785,16.749104,3.955674,17.755505,8.345108,15.626132,0.000000,0,2.760349,18.161291,-17.768196,15.643766,4.722579,7.018755,4.205073,6.964020,168.393616,0,38.151443,54.893478,62.882679,8.111650,18.220816,8.304842,15.905366,8.421610,15.326455,8.674349,14.729436,9.119486,16.370064,10.013996,15.293134,10.471155,16.361414,0,-0.01855,-0.01425,-0.02039,0.00259,0.01056,-0.01334,0.00592,0.00214,-0.23788,0.11210,3.27795
0.017,0.000000,0,0,0,0,0,7.102278,0.435474,-2.699573,5.670050,5.553395,16.751173,4.766258,17.762091,8.313756,15.634595,0.000000,0,3.856776,18.156992,-17.362288,15.625452,4.722428,7.021442,4.204660,6.971054,167.523788,0,37.500595,54.967655,62.286198,8.109505,18.210913,8.331084,15.919380,8.428815,15.342173,8.674208,14.734391,9.127712,16.372692,10.018099,15.292370,10.468824,16.365170,0,-0.01663,-0.01334,-0.02087,0.00366,0.01862,-0.01271,0.00433,0.00398,-0.26184,0.09456,3.27726
0.018,0.000000,0,0,0,0,0,7.101076,0.427935,-2.862936,5.667420,5.543461,16.753242,5.576841,17.768677,8.282404,15.643058,0.000000,0,4.953203,18.152695,-16.956381,15.607139,4.722276,7.024129,4.204247,6.978087,166.653946,0,36.849743,55.041836,61.689720,8.107361,18.201010,8.357327,15.933394,8.436020,15.357891,8.674066,14.739347,9.135938,16.375322,10.022202,15.291607,10.466495,16.368925,0,-0.01736,-0.01274,-0.02155,0.00305,0.00708,-0.01244,0.00635,-0.00099,-0.28946,0.11588,3.27701
0.019,0.000000,0,0,0,0,0,7.099874,0.420395,-3.026300,5.664789,5.533466,16.755312,6.387424,17.775265,8.251052,15.651521,0.000000,0,6.049631,18.148396,-16.550472,15.588825,4.722124,7.026816,4.203834,6.985121,165.784119,0,36.198891,55.116013,61.093239,8.105216,18.191107,8.383569,15.947409,8.443225,15.373610,8.673924,14.744303,9.144163,16.377953,10.026304,15.290844,10.464164,16.372681,0,-0.01843,-0.01302,-0.01917,0.00481,0.00729,-0.01244,0.00323,-0.00560,-0.31342,0.13239,3.27685
0.020,0.000000,0,0,0,0,0,7.098735,0.417018,-3.206100,5.661684,5.522772,16.758600,7.016592,17.783699,8.202872,15.659755,0.000000,0,6.800128,18.163441,-16.076838,15.572163,4.720453,7.025605,4.205425,6.991929,165.709305,0,34.557335,55.262707,60.258842,8.105235,18.182501,8.427704,15.958669,8.465591,15.387871,8.672962,14.752410,9.156036,16.382162,10.032338,15.290406,10.461118,16.378778,0,-0.01913,-0.01367,-0.02133,0.00374,0.00528,-0.01318,0.00427,0.01717,-0.36362,0.11906,3.27713
0.021,0.000000,0,0,0,0,0,7.097613,0.414721,-3.390164,5.658455,5.512002,16.762203,7.598691,17.792612,8.150326,15.667931,0.000000,0,7.460876,18.183506,-15.585630,15.555929,4.718389,7.023382,4.207536,6.998679,165.840759,0,32.658745,55.428211,59.362724,8.105815,18.174232,8.476480,15.969213,8.491891,15.401754,8.671788,14.761335,9.168855,16.386782,10.038873,15.290053,10.457886,16.385483,0,-0.01974,-0.01311,-0.01968,0.00305,0.00824,-0.01323,0.00507,-0.00127,-0.39062,0.11460,3.27752
0.022,0.000000,0,0,0,0,0,7.096490,0.412424,-3.574229,5.655227,5.500497,16.765806,8.180790,17.801525,8.097779,15.676105,0.000000,0,8.121623,18.203569,-15.094424,15.539695,4.716324,7.021160,4.209647,7.005429,165.972214,0,30.760157,55.593716,58.466602,8.106395,18.165964,8.525256,15.979759,8.518191,15.415638,8.670614,14.770262,9.181674,16.391401,10.045408,15.289701,10.454653,16.392187,0,-0.01614,-0.01360,-0.02011,0.00229,0.00839,-0.01447,-0.00412,0.00282,-0.41626,0.13467,3.27746
0.023,0.000000,0,0,0,0,0,7.095368,0.410127,-3.758293,5.651999,5.488911,16.769409,8.762889,17.810438,8.045233,15.684280,0.000000,0,8.782370,18.223635,-14.603217,15.523461,4.714260,7.018937,4.211757,7.012179,166.103668,0,28.861568,55.759220,57.570484,8.106975,18.157696,8.574032,15.990304,8.544492,15.429522,8.669440,14.779187,9.194492,16.396021,10.051943,15.289347,10.451421,16.398891,0,-0.01910,-0.01353,-0.02100,0.00282,0.03830,-0.01094,0.00629,0.00560,-0.43915,0.12656,3.27731
0.024,0.000000,0,0,0,0,0,7.093474,0.409529,-3.953254,5.648006,5.476605,16.768774,9.181042,17.820206,7.989871,15.692154,0.000000,0,8.694537,18.244701,-14.120324,15.510286,4.711751,7.021642,4.207195,7.018721,165.691574,0,28.464493,55.853168,56.333637,8.106343,18.143997,8.598385,16.011690,8.551591,15.452303,8.661127,14.800328,9.212434,16.407673,10.053128,15.288849,10.445982,16.403774,0,-0.01904,-0.01160,-0.02121,0.00076,-0.00122,-0.01283,0.00601,-0.00136,-0.46356,0.11160,3.27734
0.025,0.000000,0,0,0,0,0,7.091381,0.409371,-4.151042,5.643816,5.464220,16.767042,9.556661,17.830194,7.933777,15.699948,0.000000,0,8.412488,18.266026,-13.639587,15.497907,4.709126,7.025624,4.200902,7.025210,165.138443,0,28.456978,55.928551,55.008392,8.105397,18.128889,8.616401,16.035889,8.553709,15.477393,8.650963,14.824638,9.231704,16.421150,10.052926,15.288314,10.439971,16.408182,0,-0.01706,-0.01357,-0.02292,0.00153,0.01947,-0.01201,0.00275,0.00529,-0.49042,0.13361,3.27742
0.026,0.000000,0,0,0,0,0,7.089287,0.409214,-4.348830,5.639626,5.451193,16.765308,9.932279,17.840181,7.877685,15.707743,0.000000,0,8.130439,18.287352,-13.158852,15.485526,4.706502,7.029607,4.194608,7.031698,164.585312,0,28.449463,56.003933,53.683144,8.104452,18.113781,8.634418,16.060087,8.555827,15.502483,8.640799,14.848949,9.250975,16.434626,10.052724,15.287779,10.433959,16.412592,0,-0.01859,-0.01335,-0.02100,0.00427,-0.01944,-0.01227,0.00607,-0.00824,-0.54276,0.12973,3.27737
0.027,0.000000,0,0,0,0,0,7.087193,0.409056,-4.546618,5.635436,5.438095,16.763575,10.307898,17.850170,7.821591,15.715537,0.000000,0,7.848390,18.308678,-12.678115,15.473145,4.703878,7.033590,4.188315,7.038187,164.032181,0,28.441948,56.079311,52.357899,8.103506,18.098675,8.652433,16.084286,8.557945,15.527574,8.630634,14.873260,9.270245,16.448103,10.052522,15.287244,10.427948,16.417002,0,-0.01761,-0.01355,-0.02066,0.00275,0.01321,-0.01300,0.00519,0.00334,-0.56519,0.10687,3.27730
0.028,0.000000,0,0,0,0,0,7.085815,0.407670,-4.748673,5.630620,5.424486,16.764727,10.576197,17.861002,7.762269,15.723248,0.000000,0,7.200068,18.311550,-12.276741,15.461837,4.703269,7.043121,4.183611,7.044303,163.514313,0,28.626413,56.291176,51.557407,8.103668,18.088516,8.660623,16.104290,8.555893,15.553988,8.621329,14.895071,9.283892,16.460201,10.053392,15.290831,10.426112,16.423792,0,-0.01736,-0.01289,-0.01956,0.00252,0.01144,-0.01253,0.00659,-0.00296,-0.58838,0.12940,3.27728
0.029,0.000000,0,0,0,0,0,7.084623,0.405965,-4.951836,5.625642,5.410820,16.766626,10.816651,17.872053,7.702107,15.730939,0.000000,0,6.456718,18.309635,-11.895956,15.450806,4.703184,7.054092,4.179319,7.050322,163.005569,0,28.860689,56.538448,50.893066,8.104117,18.079641,8.666261,16.123203,8.552757,15.580746,8.612247,14.916235,9.296079,16.471945,10.054543,15.295488,10.425361,16.431198,0,-0.01764,-0.01260,-0.02179,0.00427,0.00964,-0.01201,-0.00375,0.00883,-0.61005,0.13335,3.27728
0.030,0.000000,0,0,0,0,0,7.083431,0.404260,-5.154998,5.620664,5.396934,16.768528,11.057107,17.883104,7.641947,15.738628,0.000000,0,5.713369,18.307722,-11.515172,15.439775,4.703098,7.065063,4.175027,7.056341,162.496841,0,29.094963,56.785721,50.228725,8.104567,18.070766,8.671900,16.142117,8.549623,15.607503,8.603166,14.937399,9.308266,16.483688,10.055692,15.300145,10.424609,16.438606,0,-0.01657,-0.01279,-0.01099,0.00374,0.01865,-0.01137,0.00903,-0.00415,-0.63751,0.11357,3.27734
0.031,0.000000,0,0,0,0,0,7.082240,0.402555,-5.358160,5.615685,5.383023,16.770428,11.297562,17.894156,7.581786,15.746319,0.000000,0,4.970020,18.305807,-11.134388,15.428743,4.703013,7.076033,4.170735,7.062360,161.988098,0,29.329239,57.032993,49.564384,8.105016,18.061892,8.677539,16.161030,8.546487,15.634260,8.594085,14.958562,9.320453,16.495432,10.056842,15.304803,10.423858,16.446014,0,-0.01920,-0.01341,-0.02206,0.00214,0.00571,-0.01231,0.00662,-0.01022,-0.66116,0.11802,3.27742
0.032,0.000000,0,0,0,0,0,7.080587,0.402018,-5.547320,5.610193,5.369195,16.768812,11.465040,17.906275,7.503117,15.754000,0.000000,0,4.227672,18.305027,-10.831636,15.418314,4.702893,7.076578,4.163312,7.061335,164.558502,0,29.709534,57.704475,48.607811,8.102750,18.047260,8.654400,16.211691,8.535463,15.665216,8.570232,14.988436,9.335115,16.504625,10.054561,15.304109,10.419403,16.449135,0,-0.01828,-0.01309,-0.02286,0.00320,0.01038,-0.01378,0.00888,0.00305,-0.70496,0.13366,3.27737
0.033,0.000000,0,0,0,0,0,7.078816,0.401784,-5.732847,5.604567,5.355377,16.766283,11.613585,17.918673,7.419645,15.761679,0.000000,0,3.485584,18.304543,-10.549130,15.408040,4.702765,7.074417,4.155076,7.058481,167.927780,0,30.127714,58.486015,47.575424,8.099780,18.031137,8.623796,16.270588,8.522392,15.697262,8.542549,15.020569,9.350420,16.513159,10.051390,15.302025,10.413986,16.451141,0,-0.01855,-0.01340,-0.02298,0.01350,0.01038,-0.00804,0.01328,0.00346,-0.73059,0.12670,3.27730
0.034,0.000000,0,0,0,0,0,7.077045,0.401550,-5.918374,5.598940,5.341779,16.763756,11.762129,17.931068,7.336174,15.769358,0.000000,0,2.743497,18.304058,-10.266623,15.397767,4.702636,7.072257,4.146840,7.055628,171.297058,0,30.545893,59.267555,46.543037,8.096809,18.015015,8.593190,16.329485,8.509322,15.729306,8.514865,15.052701,9.365726,16.521692,10.048219,15.299942,10.408570,16.453150,0,-0.01752,-0.01279,-0.02036,-0.00076,0.03696,-0.01320,0.00293,0.00264,-0.74997,0.10695,3.27741
0.035,0.000000,0,0,0,0,0,7.075274,0.401316,-6.103901,5.593315,5.328206,16.761227,11.910673,17.943464,7.252702,15.777036,0.000000,0,2.001409,18.303574,-9.984118,15.387493,4.702507,7.070096,4.138604,7.052774,174.666321,0,30.964073,60.049095,45.510651,8.093840,17.998892,8.562586,16.388382,8.496251,15.761352,8.487182,15.084834,9.381031,16.530224,10.045048,15.297858,10.403154,16.455156,0,-0.01642,-0.01346,-0.01999,0.00305,-0.00470,-0.01413,0.01050,0.00409,-0.77179,0.10767,3.27756
0.036,0.000000,0,0,0,0,0,7.073742,0.398306,-6.260571,5.587073,5.314962,16.758249,12.006505,17.955784,7.138043,15.784252,0.000000,0,1.627699,18.303783,-9.747841,15.377924,4.701308,7.069847,4.139173,7.048068,175.029800,0,31.668234,60.757298,44.847923,8.094142,17.988983,8.552106,16.415083,8.480226,15.789037,8.461734,15.120283,9.393684,16.540251,10.039500,15.298527,10.401440,16.455631,0,-0.01862,-0.01324,-0.01932,0.00488,0.01462,-0.01094,0.01498,-0.01079,-0.79895,0.12564,3.27728
0.037,0.000000,0,0,0,0,0,7.072274,0.394575,-6.409754,5.580671,5.301755,16.755156,12.088660,17.968082,7.015292,15.791348,0.000000,0,1.349564,18.304173,-9.523559,15.368538,4.699831,7.070093,4.142026,7.042880,174.613419,0,32.446590,61.446472,44.281105,8.095295,17.980684,8.546847,16.433430,8.463434,15.815590,8.436867,15.156592,9.405650,16.550663,10.033336,15.299910,10.400686,16.455709,0,-0.01752,-0.01447,-0.02002,0.00198,0.01303,-0.01323,0.01505,-0.00639,-0.81726,0.12921,3.27690
0.038,0.000000,0,0,0,0,0,7.070805,0.390845,-6.558937,5.574270,5.289080,16.752060,12.170815,17.980381,6.892541,15.798444,0.000000,0,1.071429,18.304560,-9.299276,15.359152,4.698353,7.070339,4.144879,7.037692,174.197037,0,33.224949,62.135643,43.714287,8.096447,17.972387,8.541589,16.451778,8.446642,15.842144,8.412000,15.192903,9.417616,16.561077,10.027172,15.301292,10.399932,16.455786,0,-0.01657,-0.01375,-0.02164,0.00305,0.00476,-0.01155,0.01462,-0.01918,-0.86441,0.11423,3.27682
0.039,0.000000,0,0,0,0,0,7.069336,0.387115,-6.708120,5.567868,5.276464,16.748966,12.252971,17.992680,6.769791,15.805540,0.000000,0,0.793294,18.304949,-9.074994,15.349766,4.696876,7.070586,4.147732,7.032504,173.780655,0,34.003304,62.824818,43.147469,8.097599,17.964088,8.536330,16.470125,8.429850,15.868697,8.387133,15.229212,9.429582,16.571489,10.021008,15.302674,10.399179,16.455864,0,-0.01654,-0.01291,-0.02097,0.00069,0.00757,-0.01218,0.00595,0.01163,-0.88257,0.09629,3.27682
0.040,0.000000,0,0,0,0,0,7.065408,0.384784,-6.822443,5.561158,5.264570,16.744905,12.301003,18.005007,6.588442,15.812378,0.000000,0,0.867068,18.306225,-8.705756,15.340694,4.697551,7.067809,4.140422,7.024658,174.583603,0,34.892769,63.776814,42.488865,8.101670,17.956575,8.519258,16.504290,8.412436,15.914418,8.357863,15.273815,9.442918,16.579052,10.012973,15.300946,10.396375,16.450157,0,-0.01898,-0.01498,-0.01538,0.00557,0.01010,-0.01314,0.00623,-0.00514,-0.90286,0.09966,3.27720
0.041,0.000000,0,0,0,0,0,7.060840,0.382816,-6.927722,5.554367,5.252757,16.740595,12.340183,18.017342,6.391891,15.819148,0.000000,0,1.032143,18.307732,-8.298910,15.331703,4.698785,7.064248,4.130476,7.016122,175.702911,0,35.811058,64.796997,41.806450,8.106499,17.949265,8.499123,16.542557,8.394860,15.965112,8.327453,15.320570,9.456609,16.585876,10.004453,15.298410,10.393039,16.442949,0,-0.01682,-0.01373,-0.02109,0.00275,0.00845,-0.01254,0.00061,0.00577,-0.92468,0.12452,3.27765
0.042,0.000000,0,0,0,0,0,7.056273,0.380848,-7.033001,5.547576,5.241677,16.736284,12.379364,18.029676,6.195340,15.825918,0.000000,0,1.197218,18.309238,-7.892064,15.322713,4.700018,7.060687,4.120529,7.007586,176.822205,0,36.729347,65.817184,41.124035,8.111327,17.941954,8.478987,16.580826,8.377285,16.015806,8.297043,15.367325,9.470300,16.592699,9.995933,15.295875,10.389703,16.435741,0,-0.01645,-0.01434,-0.02176,0.00244,0.00964,-0.01385,0.00726,-0.00119,-0.94803,0.12900,3.27780
0.043,0.000000,0,0,0,0,0,7.051705,0.378880,-7.138281,5.540785,5.230679,16.731974,12.418544,18.042013,5.998788,15.832688,0.000000,0,1.362293,18.310745,-7.485217,15.313722,4.701252,7.057125,4.110582,6.999051,177.941513,0,37.647636,66.837364,40.441620,8.116156,17.934643,8.458851,16.619093,8.359709,16.066500,8.266632,15.414080,9.483991,16.599522,9.987411,15.293339,10.386367,16.428534,0,-0.01697,-0.01387,-0.02145,0.00252,0.00885,-0.01169,0.00705,0.00290,-0.96603,0.11924,3.27788
0.044,0.000000,0,0,0,0,0,7.050093,0.374689,-7.211919,5.533716,5.220343,16.728668,12.438919,18.054438,5.730786,15.838677,0.000000,0,0.888135,18.312613,-6.942438,15.305749,4.697695,7.049942,4.089002,6.987939,175.946564,0,38.728481,67.600792,41.142422,8.118158,17.949131,8.443981,16.670353,8.329066,16.115866,8.239041,15.422563,9.468069,16.597055,9.976586,15.292842,10.383696,16.421324,0,-0.01764,-0.01381,-0.02109,0.00259,0.00848,-0.01306,0.00558,0.00357,-1.00571,0.10630,3.27721
0.045,0.000000,0,1,0,0,0,7.049247,0.369921,-7.277347,5.526576,5.210081,16.725624,12.454416,18.066887,5.444247,15.844464,0.000000,0,0.248130,18.314571,-6.364392,15.298041,4.692895,7.041819,4.064404,6.976160,173.143631,0,39.851505,68.297607,42.202099,8.119427,17.969276,8.430478,16.724981,8.295033,16.164886,8.212182,15.421116,9.444466,16.592178,9.965162,15.292873,10.381197,16.414114,0,-0.01779,-0.01320,-0.02014,0.00351,0.00937,-0.01228,0.00565,0.00027,-1.02341,0.09185,3.27637
0.046,0.000000,0,0,0,0,0,7.048400,0.365154,-7.342776,5.519434,5.200275,16.722580,12.469913,18.079336,5.157708,15.850251,3.144673,1,-0.391875,18.316532,-5.786346,15.290333,4.688095,7.033696,4.039805,6.964380,170.340698,0,40.974525,68.994423,43.261772,8.120696,17.989422,8.416975,16.779612,8.261001,16.213909,8.185323,15.419669,9.420862,16.587301,9.953738,15.292906,10.378698,16.406904,0,-0.01700,-0.01534,-0.02066,0.00336,0.00925,-0.01331,0.00491,0.00092,-1.04340,0.08521,3.27671
0.047,0.000000,0,0,0,0,0,7.047554,0.360386,-7.408204,5.512294,5.190520,16.719536,12.485411,18.091785,4.871169,15.856038,6.638754,1,-1.031880,18.318491,-5.208301,15.282624,4.683295,7.025573,4.015206,6.952600,167.537766,0,42.097549,69.691238,44.321449,8.121965,18.009565,8.403473,16.834242,8.226967,16.262930,8.158464,15.418222,9.397259,16.582426,9.942314,15.292937,10.376200,16.399694,0,-0.01691,-0.01247,-0.02112,0.00427,0.00729,-0.01176,0.00372,0.00011,-1.05911,0.10933,3.27732
0.048,0.000000,0,0,0,0,0,7.046072,0.357134,-7.458942,5.505010,5.181009,16.719196,12.495103,18.104351,4.484972,15.860973,6.978615,1,-2.165015,18.320570,-4.539267,15.276097,4.664771,7.017194,4.002236,6.939897,168.271347,0,43.509762,69.162247,44.236588,8.115005,18.100588,8.335101,16.886307,8.205991,16.311949,8.156955,15.424454,9.396980,16.587353,9.928602,15.292672,10.371766,16.394402,0,-0.02789,-0.01379,-0.02014,0.00374,0.00897,-0.01137,0.00632,0.00429,-1.07986,0.12678,3.27744
