"Time","40 FRy (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","47 RDS cle","45 R marks","42a CoMy (cm)","v2 R COP","v3 L COP","48 LDS cle","46 L marks","42 CoMy (cm)","v1 xCoM","3 Platform"
0.000,3.605441,5.430680,3.654883,5.783612,0,0,0.770427,0.000000,0.000000,0,0,4.290616,4.324609,1.47820
0.001,3.605130,5.435958,3.659348,5.784297,0,0,0.898214,0.000000,0.000000,0,0,4.291244,4.331231,1.47841
0.002,3.604595,5.441514,3.664553,5.784959,0,0,1.039644,0.000000,0.000000,0,0,4.292289,4.338300,1.47860
0.003,3.604061,5.447071,3.669758,5.785622,0,0,1.181073,0.000000,0.000000,0,0,4.293333,4.345528,1.47944
0.004,3.603526,5.452626,3.674963,5.786284,0,0,1.322502,0.000000,0.000000,0,0,4.294378,4.353097,1.47641
0.005,3.602962,5.458279,3.680314,5.786961,0,0,1.465276,0.000000,0.000000,0,0,4.295534,4.360785,1.47770
0.006,3.602290,5.464292,3.686208,5.787687,0,0,1.613046,0.000000,0.000000,0,0,4.297104,4.368729,1.47887
0.007,3.601618,5.470304,3.692101,5.788414,0,0,1.760816,0.000000,0.000000,0,0,4.298674,4.376793,1.47736
0.008,3.600946,5.476316,3.697995,5.789140,0,0,1.908585,0.000000,0.000000,0,0,4.300244,4.385116,1.47711
0.009,3.600266,5.482448,3.703941,5.789857,0,0,2.052902,0.000000,0.000000,0,0,4.302053,4.393541,1.47867
0.010,3.599557,5.489024,3.710078,5.790538,0,0,2.184385,0.000000,0.000000,0,0,4.304753,4.402189,1.47856
0.011,3.598847,5.495600,3.716216,5.791219,0,0,2.315868,0.000000,0.000000,0,0,4.307452,4.410786,1.48057
0.012,3.598137,5.502176,3.722353,5.791901,0,0,2.447351,0.000000,0.000000,0,0,4.310152,4.419271,1.48069
0.013,3.597421,5.508822,3.728554,5.792557,0,0,2.573626,0.000000,0.000000,0,0,4.312885,4.427555,1.47843
0.014,3.596681,5.515728,3.734994,5.793121,0,0,2.680542,0.000000,0.000000,0,0,4.315746,4.435407,1.47923
0.015,3.595941,5.522635,3.741433,5.793686,0,0,2.787457,0.000000,0.000000,0,0,4.318607,4.443128,1.47797
0.016,3.595201,5.529541,3.747873,5.794251,0,0,2.894373,0.000000,0.000000,0,0,4.321468,4.450566,1.47656
0.017,3.594440,5.536455,3.754370,5.794780,0,0,2.999070,0.000000,0.000000,0,0,4.324394,4.457992,1.47592
0.018,3.593603,5.543402,3.761084,5.795175,0,0,3.095521,0.000000,0.000000,0,0,4.327559,4.465388,1.47603
0.019,3.592766,5.550348,3.767797,5.795569,0,0,3.191971,0.000000,0.000000,0,0,4.330723,4.472822,1.47365
0.020,3.591928,5.557294,3.774510,5.795964,0,0,3.288421,0.000000,0.000000,0,0,4.333888,4.480336,1.47317
0.021,3.591048,5.564167,3.781355,5.796358,0,0,3.386578,0.000000,0.000000,0,0,4.337106,4.487929,1.47218
0.022,3.590010,5.570763,3.788687,5.796748,0,0,3.491077,0.000000,0.000000,0,0,4.340522,4.495692,1.47005
0.023,3.588971,5.577360,3.796019,5.797138,0,0,3.595577,0.000000,0.000000,0,0,4.343938,4.503633,1.46723
0.024,3.587932,5.583957,3.803351,5.797528,0,0,3.700076,0.000000,0.000000,0,0,4.347354,4.511953,1.46129
0.025,3.586910,5.590303,3.810833,5.797905,0,0,3.809909,0.000000,0.000000,0,0,4.350866,4.520544,1.45448
0.026,3.585951,5.595723,3.818867,5.798234,0,0,3.939569,0.000000,0.000000,0,0,4.354731,4.529716,1.44741
0.027,3.584992,5.601142,3.826901,5.798562,0,0,4.069229,0.000000,0.000000,0,0,4.358596,4.539157,1.44159
0.028,3.584033,5.606561,3.834936,5.798890,0,0,4.198889,0.000000,0.000000,0,0,4.362461,4.549178,1.43769
0.029,3.583174,5.611778,3.843067,5.799203,0,0,4.333577,0.000000,0.000000,0,0,4.366456,4.559452,1.42993
0.030,3.582687,5.616242,3.851557,5.799460,0,0,4.486955,0.000000,0.000000,0,0,4.370935,4.570267,1.42151
0.031,3.582201,5.620707,3.860047,5.799716,0,0,4.640333,0.000000,0.000000,0,0,4.375414,4.581368,1.41345
0.032,3.581715,5.625171,3.868538,5.799973,0,0,4.793710,0.000000,0.000000,0,0,4.379893,4.593081,1.40657
0.033,3.581343,5.629399,3.877054,5.800229,0,0,4.950783,0.000000,0.000000,0,0,4.384566,4.605099,1.39657
0.034,3.581396,5.632752,3.885668,5.800485,0,0,5.121593,0.000000,0.000000,0,0,4.389963,4.617771,1.38017
0.035,3.581448,5.636104,3.894282,5.800741,0,0,5.292402,0.000000,0.000000,0,0,4.395360,4.630636,1.37239
0.036,3.581501,5.639457,3.902896,5.800998,0,0,5.463212,0.000000,0.000000,0,0,4.400758,4.643914,1.36179
0.037,3.581630,5.642710,3.911520,5.801266,0,0,5.635073,0.000000,0.000000,0,0,4.406238,4.657262,1.34913
0.038,3.582043,5.645592,3.920182,5.801582,0,0,5.810845,0.000000,0.000000,0,0,4.412028,4.670758,1.34040
0.039,3.582456,5.648475,3.928843,5.801897,0,0,5.986617,0.000000,0.000000,0,0,4.417818,4.684325,1.32983
0.040,3.582869,5.651358,3.937505,5.802213,0,0,6.162388,0.000000,0.000000,0,0,4.423607,4.698046,1.31724
0.041,3.583390,5.654086,3.946235,5.802515,0,0,6.336374,0.000000,0.000000,0,0,4.429573,4.711860,1.29521
0.042,3.584312,5.656239,3.955223,5.802767,0,0,6.503719,0.000000,0.000000,0,0,4.436194,4.725875,1.28335
0.043,3.585235,5.658392,3.964211,5.803019,0,0,6.671063,0.000000,0.000000,0,0,4.442815,4.739926,1.26718
0.044,3.586157,5.660546,3.973198,5.803271,0,0,6.838408,0.000000,0.000000,0,0,4.449437,4.754052,1.25318
0.045,3.587166,5.662574,3.982219,5.803475,0,0,6.999191,0.000000,0.000000,0,0,4.456254,4.768123,1.24036
0.046,3.588495,5.664139,3.991361,5.803506,0,0,7.135581,0.000000,0.000000,0,0,4.463802,4.782075,1.22794
0.047,3.589823,5.665704,4.000503,5.803536,0,0,7.271972,0.000000,0.000000,0,0,4.471351,4.795839,1.21097
0.048,3.591152,5.667270,4.009645,5.803566,0,0,7.408362,0.000000,0.000000,0,0,4.478899,4.809200,1.18023
0.049,3.592647,5.668772,4.018787,5.803574,0,0,7.533310,0.000000,0.000000,0,0,4.486545,4.822241,1.16437
0.050,3.594758,5.670042,4.027928,5.803494,0,0,7.615729,0.000000,0.000000,0,0,4.494553,4.834598,1.14955
0.051,3.596869,5.671312,4.037068,5.803415,0,0,7.698147,0.000000,0.000000,0,0,4.502562,4.846566,1.13264
0.052,3.598981,5.672582,4.046209,5.803337,0,0,7.780565,0.000000,0.000000,0,0,4.510571,4.857700,1.11332
0.053,3.601220,5.673750,4.055300,5.803246,0,0,7.849974,0.000000,0.000000,0,0,4.518608,4.868407,1.09826
0.054,3.603934,5.674540,4.064209,5.803116,0,0,7.871027,0.000000,0.000000,0,0,4.526749,4.878197,1.07910
0.055,3.606647,5.675330,4.073119,5.802985,0,0,7.892080,0.000000,0.000000,0,0,4.534890,4.887578,1.04228
0.056,3.609361,5.676119,4.082028,5.802855,0,0,7.913133,0.000000,0.000000,0,0,4.543032,4.896083,1.02666
0.057,3.612209,5.676863,4.090812,5.802713,0,0,7.923013,0.000000,0.000000,0,0,4.551187,4.904217,1.00498
0.058,3.615558,5.677436,4.099132,5.802532,0,0,7.891362,0.000000,0.000000,0,1,4.559391,4.911558,0.98910
0.059,3.618906,5.678009,4.107451,5.802350,0,0,7.859713,0.000000,0.912745,1,0,4.567596,4.918585,0.96946
0.060,3.622255,5.678582,4.115771,5.802168,0,0,7.828062,0.000000,3.783013,1,0,4.575800,4.924938,0.94978
0.061,3.625759,5.678927,4.123907,5.801957,0,0,7.792956,0.000000,5.740456,1,0,4.583870,4.931051,0.92707
0.062,3.629839,5.678429,4.131360,5.801638,0,0,7.745001,0.000000,5.740203,1,0,4.591439,4.936651,0.88823
0.063,3.633919,5.677931,4.138812,5.801320,0,0,7.697047,0.000000,5.739861,1,0,4.599009,4.942154,0.86806
0.064,3.637998,5.677433,4.146265,5.801001,0,0,7.649092,0.000000,5.739326,1,0,4.606577,4.947450,0.84572
0.065,3.642123,5.676841,4.153534,5.800666,0,0,7.602560,0.000000,5.738751,1,0,4.614114,4.952790,0.82602
0.066,3.646413,5.675904,4.160122,5.800276,0,0,7.561311,0.000000,5.738092,1,0,4.621529,4.958223,0.80497
0.067,3.650704,5.674966,4.166710,5.799885,0,0,7.520062,0.000000,5.737430,1,0,4.628943,4.963740,0.78219
0.068,3.654994,5.674029,4.173298,5.799495,0,0,7.478813,0.000000,5.736762,1,0,4.636358,4.969433,0.76033
0.069,3.659340,5.673049,4.179515,5.799091,0,0,7.441421,0.000000,5.736101,1,0,4.643727,4.975219,0.71699
0.070,3.663889,5.671912,4.184351,5.798641,0,0,7.418364,0.000000,5.735456,1,0,4.650922,4.981203,0.69229
0.071,3.668439,5.670774,4.189188,5.798192,0,0,7.395307,0.000000,5.734726,1,0,4.658117,4.987292,0.66833
0.072,3.672988,5.669637,4.194024,5.797741,0,0,7.372250,0.000000,5.733813,1,0,4.665312,4.993609,0.64693
0.073,3.677535,5.668192,4.198447,5.797219,0,0,7.349689,0.000000,5.732722,1,0,4.672560,5.000018,0.62310
0.074,3.682070,5.665603,4.201336,5.796429,0,0,7.328971,0.000000,5.731249,1,0,4.680003,5.006627,0.59893
0.075,3.686604,5.663013,4.204225,5.795638,0,0,7.308253,0.000000,5.729651,1,0,4.687446,5.013185,0.57191
0.076,3.691139,5.660424,4.207114,5.794847,0,0,7.287536,0.000000,5.727785,1,0,4.694889,5.019635,0.52947
0.077,3.695688,5.657727,4.209694,5.794030,0,0,7.262182,0.000000,5.725878,1,0,4.702301,5.025879,0.50414
0.078,3.700289,5.654633,4.211124,5.793117,0,0,7.219594,0.000000,5.723883,1,0,4.709598,5.031684,0.47764
0.079,3.704889,5.651538,4.212554,5.792204,0,0,7.177007,0.000000,5.721883,1,0,4.716895,5.037256,0.45353
0.080,3.709490,5.648443,4.213985,5.791291,0,0,7.134419,0.000000,5.719871,1,0,4.724192,5.042328,0.42975
0.081,3.714150,5.645378,4.215164,5.790351,0,0,7.082411,0.000000,5.717868,1,0,4.731498,5.047142,0.40511
0.082,3.719036,5.642426,4.215406,5.789311,0,0,6.995386,0.000000,5.715884,1,0,4.738840,5.051398,0.35992
0.083,3.723922,5.639473,4.215649,5.788272,0,0,6.908360,0.000000,5.713894,1,0,4.746182,5.055201,0.32934
0.084,3.728808,5.636521,4.215891,5.787233,0,0,6.821335,0.000000,5.711888,1,0,4.753524,5.058027,0.30514
0.085,3.733764,5.633557,4.215869,5.786144,0,0,6.721037,0.000000,5.709856,1,0,4.760697,5.060214,0.28051
0.086,3.738983,5.630548,4.214865,5.784873,0,0,6.571404,0.000000,5.707765,1,0,4.767242,5.061030,0.25648
0.087,3.744202,5.627539,4.213861,5.783601,0,0,6.421772,0.000000,5.705646,1,0,4.773788,5.061308,0.22660
0.088,3.749421,5.624530,4.212857,5.782330,0,0,6.272140,0.000000,5.703466,1,0,4.780334,5.060429,0.20006
0.089,3.754716,5.621468,4.211608,5.781040,0,0,6.111475,0.000000,5.701261,1,0,4.786789,5.059155,0.15320
0.090,3.760292,5.618207,4.209452,5.779679,0,0,5.909802,0.000000,5.699000,1,0,4.792911,5.057038,0.12437
0.091,3.765867,5.614946,4.207296,5.778319,0,0,5.708130,0.000000,5.696711,1,0,4.799032,5.054492,0.09887
0.092,3.771443,5.611686,4.205140,5.776958,0,0,5.506458,0.000000,5.694359,1,0,4.805153,5.051026,0.07363
0.093,3.777091,5.608380,4.202829,5.775569,0,0,5.296449,0.000000,5.691977,1,0,4.811056,5.047078,0.04809
0.094,3.783005,5.604911,4.199948,5.774076,0,0,5.055452,0.000000,5.689528,1,0,4.816147,5.042095,0.01462
0.095,3.788920,5.601441,4.197066,5.772582,0,0,4.814456,0.000000,5.687061,1,0,4.821238,5.036730,-0.02907
0.096,3.794834,5.597972,4.194185,5.771089,0,0,4.573459,0.000000,5.684553,1,0,4.826329,5.030549,-0.05421
0.097,3.800912,5.594502,4.191174,5.769576,0,0,4.332070,0.000000,5.682040,1,0,4.831122,5.024129,-0.07902
0.098,3.807598,5.591033,4.187682,5.767992,0,0,4.089221,0.000000,5.679516,1,0,4.834810,5.017200,-0.10879
0.099,3.814283,5.587565,4.184189,5.766407,0,0,3.846372,0.000000,5.676991,1,0,4.838497,5.010153,-0.13141
0.100,3.820968,5.584096,4.180697,5.764823,0,0,3.603523,0.000000,5.674462,1,0,4.842185,5.002857,-0.15769
0.101,3.827803,5.580629,4.177146,5.763225,0,0,3.365272,0.000000,5.671930,1,0,4.845668,4.995559,-0.20249
0.102,3.835195,5.577168,4.173378,5.761571,0,0,3.144117,0.000000,5.669393,1,0,4.848394,4.988255,-0.23583
0.103,3.842587,5.573707,4.169609,5.759917,0,0,2.922961,0.000000,5.666843,1,0,4.851120,4.981053,-0.26185
0.104,3.849978,5.570246,4.165841,5.758264,0,0,2.701806,0.000000,5.664270,1,0,4.853846,4.974070,-0.28494
0.105,3.857070,5.566793,4.161907,5.756562,0,0,2.488584,0.000000,5.661679,1,0,4.856424,4.967266,-0.31217
0.106,3.863048,5.563371,4.157359,5.754680,0,0,2.304852,0.000000,5.659048,1,0,4.858452,4.960849,-0.33677
0.107,3.869026,5.559950,4.152810,5.752798,0,0,2.121121,0.000000,5.656404,1,0,4.860479,4.954581,-0.36841
0.108,3.875004,5.556528,4.148262,5.750916,0,0,1.937390,0.000000,5.653736,1,0,4.862507,4.948634,-0.41340
0.109,3.881035,5.553153,4.143491,5.748981,0,0,1.759195,0.000000,5.651065,1,0,4.864390,4.942770,-0.43747
0.110,3.887264,5.549946,4.137894,5.746852,0,0,1.601581,0.000000,5.648391,1,0,4.865738,4.937086,-0.46144
0.111,3.893493,5.546741,4.132297,5.744724,0,0,1.443966,0.000000,5.645721,1,0,4.867085,4.931407,-0.48673
0.112,3.899722,5.543534,4.126699,5.742595,0,0,1.286352,0.000000,5.643059,1,0,4.868433,4.925742,-0.51071
0.113,3.905889,5.540386,4.120924,5.740444,0,0,1.129114,0.000000,5.640408,1,0,4.869687,4.920010,-0.54060
0.114,3.911823,5.537452,4.114486,5.738211,0,0,0.973275,0.000000,5.637778,1,0,4.870596,4.914137,-0.58340
0.115,3.917757,5.534518,4.108047,5.735978,0,0,0.817436,0.000000,5.635175,1,0,4.871505,4.908173,-0.60861
0.116,3.923691,5.531584,4.101609,5.733744,0,0,0.661597,0.000000,5.632628,1,0,4.872414,4.902009,-0.63317
0.117,3.929540,5.528767,4.095096,5.731470,0,0,0.503408,0.000000,5.630120,1,0,4.873221,4.895719,-0.65520
0.118,3.935070,5.526383,4.088302,5.729044,0,0,0.336483,0.000000,5.627693,1,0,4.873650,4.889156,-0.67662
0.119,3.940600,5.523998,4.081509,5.726618,0,0,0.169557,0.000000,5.625278,1,0,4.874079,4.882338,-0.69902
0.120,3.946130,5.521614,4.074715,5.724192,0,0,0.002632,0.000000,5.622890,1,0,4.874507,4.874971,-0.74617
0.121,3.951525,5.519252,4.067900,5.721725,0,0,-0.170641,0.000000,5.620488,1,0,4.874747,4.867220,-0.77288
0.122,3.956421,5.516973,4.061006,5.719111,0,0,-0.367510,0.000000,5.618053,1,0,4.874285,4.858645,-0.78835
0.123,3.961316,5.514694,4.054111,5.716496,0,0,-0.564380,0.000000,5.615611,1,0,4.873823,4.849691,-0.81041
0.124,3.966211,5.512414,4.047216,5.713881,0,0,-0.761249,0.000000,5.613154,1,0,4.873361,4.839927,-0.83268
0.125,3.970296,5.510216,4.040332,5.711216,0,0,-0.963606,0.000000,5.610709,1,0,4.872711,4.829833,-0.85363
0.126,3.971369,5.508314,4.033483,5.708364,0,0,-1.186364,0.000000,5.608289,1,0,4.871366,4.819031,-0.89611
0.127,3.972441,5.506413,4.026633,5.705512,0,0,-1.409121,0.000000,5.605894,1,0,4.870020,4.807961,-0.91734
0.128,3.973513,5.504511,4.019783,5.702660,0,0,-1.631879,0.000000,5.603552,1,0,4.868674,4.796312,-0.93729
0.129,3.974150,5.502656,4.012932,5.699833,0,0,-1.859321,0.000000,5.601243,1,0,4.867207,4.784439,-0.95684
0.130,3.973169,5.500971,4.006071,5.697101,0,0,-2.104174,0.000000,5.599002,1,0,4.865286,4.772082,-0.97603
0.131,3.972188,5.499287,3.999210,5.694369,0,0,-2.349027,0.000000,5.596781,1,0,4.863366,4.759454,-0.99509
0.132,3.971206,5.497602,3.992349,5.691638,0,0,-2.593881,0.000000,5.594599,1,0,4.861445,4.746244,-1.03390
0.133,3.969674,5.495974,3.985510,5.688870,0,0,-2.838778,0.000000,5.592419,1,0,4.859190,4.732731,-1.05424
0.134,3.966092,5.494549,3.978753,5.685974,0,0,-3.083840,0.000000,5.590246,1,0,4.855692,4.718567,-1.06981
0.135,3.962511,5.493125,3.971995,5.683078,0,0,-3.328902,0.000000,5.588079,1,0,4.852193,4.704257,-1.08914
0.136,3.958929,5.491701,3.965238,5.680182,0,0,-3.573964,0.000000,5.585930,1,0,4.848695,4.689636,-1.10538
0.137,3.955219,5.490312,3.958516,5.677281,0,0,-3.814942,0.000000,5.583796,1,0,4.845006,4.675047,-1.12270
0.138,3.951032,5.489053,3.951923,5.674369,0,0,-4.040740,0.000000,5.581696,1,0,4.840608,4.660525,-1.14317
0.139,3.946846,5.487794,3.945331,5.671457,0,0,-4.266537,0.000000,5.579603,1,0,4.836210,4.646041,-1.16971
0.140,3.942659,5.486535,3.938738,5.668545,0,0,-4.492334,0.000000,5.577530,1,0,4.831812,4.631636,-1.18428
0.141,3.939066,5.485298,3.932284,5.665628,0,0,-4.712949,0.000000,5.575459,1,0,4.827236,4.617244,-1.20259
0.142,3.937683,5.484143,3.926345,5.662694,0,0,-4.914301,0.000000,5.573391,1,0,4.822001,4.602881,-1.21707
0.143,3.936300,5.482988,3.920405,5.659760,0,0,-5.115653,0.000000,5.571336,1,0,4.816765,4.588607,-1.23125
0.144,3.934917,5.481833,3.914466,5.656825,0,0,-5.317005,0.000000,5.569310,1,0,4.811529,4.574528,-1.25105
0.145,3.933386,5.480724,3.908710,5.653901,0,0,-5.511138,0.000000,5.567310,1,0,4.806162,4.560620,-1.27343
0.146,3.931306,5.479789,3.903638,5.651016,0,0,-5.678441,0.000000,5.565367,1,0,4.800304,4.547079,-1.28818
0.147,3.929226,5.478853,3.898565,5.648130,0,0,-5.845744,0.000000,5.563443,1,0,4.794446,4.533670,-1.30029
0.148,3.927146,5.477918,3.893492,5.645245,0,0,-6.013047,0.000000,5.561559,1,0,4.788589,4.520546,-1.31168
0.149,3.925023,5.476990,3.888511,5.642389,0,0,-6.174277,0.000000,5.559684,1,0,4.782593,4.507498,-1.32512
0.150,3.922742,5.476089,3.883868,5.639644,0,0,-6.312938,0.000000,5.557828,1,0,4.776083,4.494617,-1.33727
0.151,3.920461,5.475189,3.879225,5.636899,0,0,-6.451598,0.000000,5.555992,1,0,4.769574,4.481847,-1.35824
0.152,3.918179,5.474289,3.874583,5.634154,0,0,-6.590258,0.000000,5.554196,1,0,4.763064,4.469317,-1.36797
0.153,3.915905,5.473411,3.870046,5.631445,0,0,-6.720887,0.000000,5.552428,1,0,4.756427,4.456959,-1.37810
0.154,3.913656,5.472615,3.865901,5.628869,0,0,-6.821664,0.000000,5.550720,1,0,4.749312,4.444967,-1.38798
0.155,3.911406,5.471820,3.861757,5.626292,0,0,-6.922440,0.000000,5.549025,1,0,4.742198,4.433197,-1.39708
0.156,3.909157,5.471025,3.857613,5.623715,0,0,-7.023217,0.000000,5.547357,1,0,4.735083,4.421906,-1.40639
0.157,3.906913,5.470242,3.853562,5.621150,0,0,-7.112991,0.000000,5.545687,1,0,4.727878,4.410898,-1.42336
0.158,3.904691,5.469507,3.849859,5.618629,0,0,-7.161869,0.000000,5.544015,1,0,4.720340,4.400497,-1.42937
0.159,3.902469,5.468772,3.846156,5.616108,0,0,-7.210747,0.000000,5.542369,1,0,4.712801,4.390490,-1.43681
0.160,3.900246,5.468037,3.842453,5.613587,0,0,-7.259625,0.000000,5.540776,1,0,4.705263,4.381326,-1.44086
0.161,3.896636,5.467339,3.838794,5.611152,0,0,-7.294826,0.000000,5.539237,1,0,4.697733,4.372655,-1.44832
0.162,3.887867,5.466782,3.835296,5.609032,0,0,-7.279184,0.000000,5.537816,1,0,4.690240,4.365040,-1.45304
0.163,3.879099,5.466224,3.831799,5.606913,0,0,-7.263543,0.000000,5.536443,1,0,4.682746,4.357895,-1.45862
0.164,3.870330,5.465666,3.828302,5.604794,0,0,-7.247902,0.000000,5.535172,1,0,4.675252,4.351760,-1.46529
0.165,3.861546,5.465144,3.824898,5.602757,0,0,-7.220277,0.000000,5.533936,1,0,4.667777,4.346040,-1.46743
0.166,3.852708,5.464753,3.821839,5.601030,0,0,-7.148111,0.000000,5.532777,1,0,4.660369,4.341209,-1.47099
0.167,3.843869,5.464363,3.818781,5.599303,0,0,-7.075945,0.000000,5.531676,1,0,4.652961,4.336745,-1.47551
0.168,3.835031,5.463972,3.815723,5.597576,0,0,-7.003778,0.000000,5.530697,1,0,4.645554,4.333068,-1.47733
0.169,3.826159,5.463586,3.812791,5.596017,0,0,-6.924218,0.000000,5.529796,1,0,4.638248,4.329716,-1.48153
0.170,3.817165,5.463222,3.810328,5.595084,0,0,-6.817176,0.000000,5.529060,1,0,4.631321,4.327057,-1.47937
0.171,3.808172,5.462857,3.807866,5.594151,0,0,-6.710134,0.000000,5.528375,1,0,4.624395,4.324687,-1.48278
0.172,3.799178,5.462492,3.805404,5.593218,0,0,-6.603091,0.000000,5.527796,1,0,4.617468,4.322935,-1.48348
0.173,3.790141,5.462150,3.803042,5.592326,0,0,-6.493150,0.000000,5.527234,1,0,4.610722,4.321428,-1.48453
0.174,3.780946,5.461885,3.801057,5.591589,0,0,-6.372433,0.000000,5.526704,1,0,4.604644,4.320448,-1.48578
0.175,3.771751,5.461621,3.799071,5.590852,0,0,-6.251716,0.000000,5.526191,1,0,4.598567,4.319630,-1.48486
0.176,3.762555,5.461357,3.797086,5.590115,0,0,-6.130999,0.000000,5.525713,1,0,4.592489,4.319157,-1.48509
0.177,3.753295,5.461102,3.795215,5.589426,0,0,-6.009572,0.000000,5.525260,1,0,4.586495,4.318760,-1.48494
0.178,3.743790,5.460876,3.793771,5.588917,0,0,-5.885505,0.000000,5.524860,1,0,4.580817,4.318527,-1.48514
0.179,3.734286,5.460651,3.792327,5.588408,0,0,-5.761438,0.000000,5.524479,1,0,4.575138,4.318341,-1.48585
0.180,3.724781,5.460427,3.790884,5.587898,0,0,-5.637371,0.000000,5.524139,1,0,4.569459,4.318255,-1.48606
0.181,3.715143,5.460203,3.789534,5.587426,0,0,-5.511849,0.000000,5.523810,1,0,4.563808,4.318218,-1.48648
0.182,3.705009,5.459984,3.788533,5.587090,0,0,-5.380920,0.000000,5.523508,1,0,4.558263,4.318287,-1.48672
0.183,3.694875,5.459765,3.787533,5.586754,0,0,-5.249991,0.000000,5.523220,1,0,4.552718,4.318481,-1.48541
0.184,3.684742,5.459546,3.786533,5.586419,0,0,-5.119062,0.000000,5.522963,1,0,4.547172,4.318945,-1.48641
0.185,3.674503,5.459341,3.785549,5.586163,0,0,-4.985689,0.000000,5.522733,1,0,4.541783,4.319619,-1.48686
0.186,3.663872,5.459187,3.784627,5.586205,0,0,-4.843234,0.000000,5.522559,1,0,4.536973,4.320746,-1.49035
0.187,3.653242,5.459033,3.783705,5.586248,0,0,-4.700779,0.000000,5.522453,1,0,4.532164,4.322108,-1.48576
0.188,3.642612,5.458879,3.782782,5.586290,0,0,-4.558324,0.000000,5.522492,1,0,4.527355,4.323977,-1.48688
0.189,3.632355,5.458760,3.781895,5.586576,0,0,-4.412150,0.000000,5.522642,1,0,4.522696,4.326087,-1.48775
0.190,3.623482,5.458770,3.781136,5.587765,0,0,-4.252154,0.000000,5.523029,1,0,4.518594,4.328713,-1.48326
0.191,3.614610,5.458779,3.780377,5.588953,0,0,-4.092158,0.000000,5.523538,1,0,4.514492,4.331569,-1.48593
0.192,3.605738,5.458789,3.779618,5.590142,0,0,-3.932161,0.000000,5.524309,1,0,4.510390,4.334918,-1.48646
0.193,3.596803,5.458811,3.778953,5.591601,0,0,-3.769027,0.000000,5.525196,1,0,4.506418,4.338478,-1.48565
0.194,3.587639,5.458879,3.778638,5.594065,0,0,-3.594226,0.000000,5.526333,1,0,4.502931,4.342487,-1.48572
0.195,3.578474,5.458946,3.778323,5.596529,0,0,-3.419425,0.000000,5.527545,1,0,4.499444,4.346664,-1.48605
0.196,3.569309,5.459013,3.778008,5.598993,0,0,-3.244625,0.000000,5.528915,1,0,4.495956,4.351199,-1.48549
0.197,3.560103,5.459092,3.777764,5.601565,0,0,-3.068768,0.000000,5.530317,1,0,4.492599,4.355860,-1.48505
0.198,3.550740,5.459210,3.777783,5.604542,0,0,-2.888986,0.000000,5.531787,1,0,4.489724,4.360789,-1.48564
0.199,3.541377,5.459329,3.777802,5.607518,0,0,-2.709203,0.000000,5.533302,1,0,4.486849,4.365836,-1.48678
0.200,3.532015,5.459447,3.777820,5.610494,0,0,-2.529421,0.000000,5.534911,1,0,4.483974,4.371136,-1.48563
0.201,3.522647,5.459572,3.777850,5.613608,0,0,-2.351027,0.000000,5.536583,1,0,4.481287,4.376546,-1.48447
0.202,3.513263,5.459717,3.777922,5.617233,0,0,-2.177793,0.000000,5.538392,1,0,4.479295,4.382191,-1.48494
0.203,3.503879,5.459862,3.777993,5.620859,0,0,-2.004560,0.000000,5.540245,1,0,4.477304,4.387884,-1.48979
0.204,3.494495,5.460008,3.778065,5.624484,0,0,-1.831326,0.000000,5.542192,1,0,4.475312,4.393675,-1.48655
0.205,3.485268,5.460161,3.778155,5.628146,0,0,-1.662917,0.000000,4.662101,1,0,4.473488,4.399436,-1.48149
0.206,3.476625,5.460341,3.778311,5.631943,0,0,-1.512440,0.000000,1.890341,1,1,4.472289,4.405127,-1.48476
0.207,3.467982,5.460523,3.778467,5.635741,0,0,-1.361964,0.000000,0.000000,0,0,4.471089,4.410711,-1.48501
0.208,3.459339,5.460704,3.778624,5.639538,0,0,-1.211487,0.000000,0.000000,0,0,4.469889,4.416064,-1.48528
0.209,3.451424,5.460884,3.778723,5.643278,0,0,-1.069680,0.000000,0.000000,0,0,4.468821,4.421233,-1.48594
0.210,3.446216,5.461061,3.778607,5.646803,0,0,-0.960102,0.000000,0.000000,0,0,4.468244,4.426006,-1.48606
0.211,3.441007,5.461238,3.778492,5.650328,0,0,-0.850524,0.000000,0.000000,0,0,4.467666,4.430510,-1.48594
0.212,3.435798,5.461416,3.778377,5.653853,0,0,-0.740946,0.000000,0.000000,0,0,4.467088,4.434435,-1.48375
0.213,3.430947,5.461591,3.778260,5.657300,0,0,-0.641770,0.000000,0.000000,0,0,4.466554,4.438023,-1.48588
0.214,3.427426,5.461757,3.778135,5.660458,0,0,-0.581259,0.000000,0.000000,0,0,4.466183,4.440886,-1.48642
0.215,3.423904,5.461923,3.778010,5.663615,0,0,-0.520747,0.000000,0.000000,0,0,4.465811,4.443440,-1.48691
0.216,3.420382,5.462090,3.777885,5.666773,0,0,-0.460236,0.000000,0.000000,0,0,4.465439,4.445328,-1.48491
0.217,3.417242,5.462269,3.777764,5.669933,0,0,-0.408667,0.000000,0.000000,0,0,4.465108,4.446953,-1.48746
0.218,3.415521,5.462497,3.777660,5.673100,0,0,-0.390333,0.000000,0.000000,0,0,4.464927,4.448017,-1.48697
0.219,3.413800,5.462724,3.777555,5.676267,0,0,-0.372000,0.000000,0.000000,0,0,4.464745,4.448834,-1.48650
