"Time","47 RDS cle","45 R marks","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","v2 R COP","v3 L COP","48 LDS cle","46 L marks","42 CoMy (cm)","v1 xCoM","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","39 FRx (cm)","35a HRx (cm)","35 HRx (cm)","37a FLx (cm)","37 FLx (cm)","33a HLx (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,1,0,7.482223,1.165724,5.542337,0.000000,0.000000,1,0,4.566424,4.813549,14.543566,4.533491,7.936077,13.887041,12.858330,12.299275,-6.623836,16.530626,4.963180,6.087149,4.130219,6.006341,13.041723,175.171707,0,53.424946,88.696594,70.936272,8.384147,11.670868,8.974627,13.313787,9.030930,13.094779,9.838772,12.474238,9.878728,14.072737,11.167976,14.005952,11.075820,14.692658,0,-0.01853,-0.01427,-0.02142,0.00375,0.00783,-0.01520,0.00626,0.00334,0.00015,0.11032,3.27652
0.001,1,0,7.482903,1.167131,5.467730,0.000000,0.000000,1,0,4.571927,4.816262,14.556791,4.475941,8.521181,13.893048,12.816427,12.312041,-6.828389,16.523811,5.623117,6.103342,4.108523,6.021077,13.046469,174.978622,0,57.447826,87.456398,70.909019,8.376765,12.553591,8.931190,13.222207,8.930333,13.022335,9.838994,12.467914,9.835989,14.065748,11.136805,14.006268,11.026821,14.700290,0,-0.01683,-0.01382,-0.02142,0.00289,0.00272,-0.01449,-0.01020,0.00294,0.00030,0.10670,3.27683
0.002,1,0,7.483583,1.168537,5.393122,0.000000,0.000000,1,0,4.577431,4.818394,14.570018,4.418391,9.106285,13.899055,12.774526,12.324808,-7.032942,16.516994,6.283055,6.119536,4.086828,6.035813,13.051213,174.785522,0,61.470707,86.216194,70.881760,8.369383,13.436315,8.887753,13.130627,8.829736,12.949891,9.839216,12.461589,9.793249,14.058761,11.105633,14.006584,10.977823,14.707920,0,-0.01824,-0.01133,-0.02157,0.00306,0.00942,-0.01428,-0.00694,0.00285,0.00015,0.10421,3.27702
0.003,1,0,7.484264,1.169943,5.318514,0.000000,0.000000,1,0,4.582934,4.820143,14.583243,4.360841,9.691389,13.905062,12.732624,12.337574,-7.237495,16.510178,6.942993,6.135730,4.065132,6.050550,13.055959,174.592438,0,65.493584,84.975998,70.854507,8.362001,14.319037,8.844316,13.039046,8.729139,12.877446,9.839438,12.455264,9.750509,14.051772,11.074461,14.006901,10.928824,14.715551,0,-0.01924,-0.01602,-0.02227,0.00280,0.00835,-0.01541,0.00545,0.00469,0.00015,0.09963,3.27709
0.004,1,0,7.485976,1.170484,5.223792,0.000000,0.000000,1,0,4.588316,4.821314,14.597069,4.303411,10.451549,13.911515,12.687516,12.350270,-7.440984,16.502773,7.672615,6.151847,4.043456,6.065450,13.062387,172.991089,0,64.982544,87.840469,75.723671,8.358270,14.775738,8.801438,12.987497,8.664053,12.809136,9.862794,12.351032,9.731279,13.944633,11.042396,14.001950,10.886706,14.719045,0,-0.01843,-0.01255,-0.02018,0.00387,0.00887,-0.01362,0.00520,0.00219,0.00001,0.09393,3.27693
0.005,1,0,7.488737,1.170146,5.108631,0.000000,0.000000,1,0,4.593576,4.822102,14.611503,4.246105,11.389586,13.918424,12.639153,12.362894,-7.643392,16.494768,8.473045,6.167888,4.021800,6.080517,13.070525,169.958771,0,59.864449,94.875809,85.568237,8.358246,14.799544,8.759130,12.976625,8.635051,12.745026,9.909654,12.147316,9.735939,13.735727,11.009423,13.991647,10.851582,14.718334,0,-0.01880,-0.01288,-0.02038,0.00344,0.01000,-0.01221,0.00641,0.00272,-0.00015,0.09033,3.27655
0.006,1,0,7.491498,1.169808,4.993470,0.000000,0.000000,1,0,4.598836,4.822173,14.625937,4.188798,12.327624,13.925333,12.590788,12.375518,-7.845799,16.486765,9.273477,6.183928,4.000144,6.095584,13.078664,166.926453,0,54.746353,101.911156,95.412811,8.358223,14.823350,8.716822,12.965754,8.606049,12.680915,9.956514,11.943599,9.740598,13.526821,10.976451,13.981344,10.816456,14.717624,0,-0.01804,-0.01307,-0.02126,0.00333,0.00870,-0.01385,0.00623,0.00186,0.00000,0.08775,3.27656
0.007,1,0,7.494259,1.169469,4.878308,0.000000,0.000000,1,0,4.604096,4.821771,14.640370,4.131492,13.265662,13.932241,12.542424,12.388142,-8.048206,16.478762,10.073908,6.199969,3.978488,6.110651,13.086802,163.894135,0,49.628258,108.946495,105.257378,8.358199,14.847157,8.674514,12.954882,8.577046,12.616804,10.003374,11.739882,9.745257,13.317916,10.943479,13.971042,10.781330,14.716913,0,-0.01806,-0.01232,-0.02408,-0.00364,0.00919,-0.01286,0.00941,0.00345,0.00000,0.08322,3.27694
0.008,1,0,7.495589,1.168957,4.739246,0.000000,0.000000,1,0,4.609100,4.820517,14.656328,4.104609,14.278007,13.945379,12.175304,12.400727,-8.249141,16.470499,10.896376,6.215806,3.956865,6.125722,13.097054,159.077545,0,47.318081,110.938858,109.804726,8.358119,14.861373,8.635516,12.945021,8.548633,12.567406,10.019539,11.655427,9.716234,13.225054,10.910680,13.964046,10.743754,14.715693,0,-0.01974,-0.01398,-0.02037,0.00471,0.00823,-0.01361,0.00543,0.00314,0.00015,0.07811,3.27729
0.009,1,0,7.495465,1.168267,4.575897,0.000000,0.000000,1,0,4.613843,4.818700,14.673834,4.108642,15.365856,13.964847,11.484287,12.413277,-8.448578,16.461975,11.741237,6.231437,3.935276,6.140797,13.109452,152.447906,0,47.861111,107.806908,108.969414,8.357981,14.865845,8.599881,12.936186,8.520815,12.532955,10.004514,11.692158,9.652987,13.250108,10.878058,13.960411,10.703690,14.713956,0,-0.01729,-0.01397,-0.02344,0.00264,0.01092,-0.01377,0.00490,0.00203,0.00015,0.07515,3.27759
0.010,1,0,7.495340,1.167578,4.412548,0.000000,0.000000,1,0,4.618587,4.816103,14.691339,4.112674,16.453705,13.984314,10.793271,12.425825,-8.648015,16.453449,12.586098,6.247067,3.913687,6.155872,13.121850,145.818268,0,48.404140,104.674957,108.134109,8.357841,14.870317,8.564246,12.927351,8.492998,12.498505,9.989489,11.728889,9.589739,13.275161,10.845436,13.956776,10.663625,14.712219,0,-0.01855,-0.01216,-0.02179,0.00233,0.00921,-0.01205,0.00626,0.00333,0.00000,0.07831,3.27758
0.011,1,0,7.495216,1.166889,4.249199,0.000000,0.000000,1,0,4.623330,4.812988,14.708845,4.116706,17.541553,14.003781,10.102255,12.438374,-8.847452,16.444925,13.430959,6.262698,3.892097,6.170947,13.134249,139.188629,0,48.947170,101.543007,107.298798,8.357703,14.874789,8.528611,12.918516,8.465181,12.464054,9.974463,11.765619,9.526491,13.300215,10.812814,13.953140,10.623560,14.710482,0,-0.01843,-0.01400,-0.02119,0.00404,0.00733,-0.01303,0.00669,0.00310,0.00030,0.08647,3.27728
0.012,1,0,7.495566,1.165456,4.066947,0.000000,0.000000,1,0,4.627766,4.809201,14.727317,4.120694,18.589222,14.023973,9.092034,12.450717,-9.048220,16.436037,14.241395,6.278201,3.870669,6.186061,13.148571,133.492767,0,51.355877,98.307617,105.080582,8.358448,14.882300,8.499266,12.901756,8.446401,12.431087,9.919558,11.825796,9.458362,13.357581,10.780725,13.948362,10.587317,14.704604,0,-0.01858,-0.01296,-0.02234,0.00343,0.00908,-0.01190,0.00441,0.00259,-0.00030,0.09043,3.27725
0.013,1,0,7.496399,1.163268,3.865485,0.000000,0.000000,1,0,4.631890,4.804969,14.746770,4.124638,19.596058,14.044901,7.757462,12.462852,-9.250340,16.426779,15.016851,6.293574,3.849404,6.201217,13.164849,128.745728,0,55.660351,94.967133,101.457153,8.360089,14.892900,8.476310,12.876944,8.436803,12.399627,9.824127,11.909799,9.385271,13.447782,10.749180,13.942424,10.554959,14.694518,0,-0.01973,-0.01279,-0.02200,0.00437,0.00949,-0.01272,0.00598,0.00236,-0.00000,0.09739,3.27748
0.014,1,0,7.497232,1.161080,3.664024,0.000000,0.000000,1,0,4.636014,4.800064,14.766224,4.128582,20.602896,14.065828,6.422889,12.474987,-9.452458,16.417522,15.792309,6.308948,3.828139,6.216372,13.181128,123.998695,0,59.964828,91.626648,97.833725,8.361731,14.903499,8.453354,12.852130,8.427205,12.368167,9.728698,11.993801,9.312181,13.537983,10.717634,13.936485,10.522601,14.684433,0,-0.01945,-0.01379,-0.01839,0.00292,0.00764,-0.01429,0.00723,0.00254,-0.00015,0.11155,3.27755
0.015,1,0,7.498065,1.158891,3.462563,0.000000,0.000000,1,0,4.640138,4.794712,14.785677,4.132526,21.609732,14.086757,5.088315,12.487122,-9.654577,16.408264,16.567764,6.324321,3.806874,6.231527,13.197406,119.251656,0,64.269302,88.286163,94.210304,8.363372,14.914098,8.430399,12.827317,8.417606,12.336706,9.633268,12.077804,9.239091,13.628183,10.686089,13.930547,10.490244,14.674347,0,-0.01004,-0.01502,-0.02874,0.00465,0.00884,-0.01246,0.00802,0.00204,0.00001,0.11914,3.27747
0.016,1,0,7.497661,1.157983,3.253752,0.000000,0.000000,1,0,4.643586,4.788696,14.800400,4.135842,22.539986,14.109499,3.436707,12.499126,-9.863895,16.398640,17.278503,6.339455,3.785728,6.246365,13.215087,116.537865,0,66.454147,86.348076,92.575859,8.364245,14.919520,8.410708,12.808278,8.412815,12.314586,9.575159,12.120207,9.186275,13.672141,10.654733,13.925244,10.460821,14.669194,0,-0.03199,-0.01151,-0.01532,0.00217,0.00820,-0.01406,0.00318,0.00339,0.00030,0.11940,3.27744
0.017,1,0,7.496000,1.158375,3.037471,0.000000,0.000000,1,0,4.646347,4.782240,14.810314,4.138519,23.392422,14.134086,1.462949,12.511000,-10.080529,16.388641,17.923481,6.354344,3.764704,6.260880,13.234195,115.890106,0,66.485168,85.835007,92.962486,8.364337,14.919684,8.394335,12.795106,8.412907,12.301956,9.554974,12.120340,9.154059,13.669110,10.623570,13.920588,10.434381,14.669055,0,-0.01889,-0.01741,-0.02464,0.00228,0.00927,-0.01352,0.00724,0.00141,-0.00015,0.12030,3.27744
0.018,1,0,7.494340,1.158767,2.821191,0.000000,0.000000,1,0,4.649107,4.775329,14.820229,4.141196,24.244858,14.158672,-0.510810,12.522873,-10.297162,16.378641,18.568457,6.369235,3.743680,6.275396,13.253302,115.242348,0,66.516197,85.321938,93.349113,8.364429,14.919847,8.377962,12.781934,8.412999,12.289326,9.534787,12.120473,9.121843,13.666079,10.592407,13.915930,10.407940,14.668915,0,-0.01857,-0.01182,-0.01974,0.00419,0.01038,-0.01370,0.00208,0.00353,-0.00000,0.12069,3.27740
0.019,1,0,7.492679,1.159159,2.604910,0.000000,0.000000,1,0,4.651869,4.768115,14.830143,4.143873,25.097292,14.183259,-2.484568,12.534746,-10.513795,16.368643,19.213434,6.384124,3.722656,6.289912,13.272408,114.594589,0,66.547218,84.808868,93.735733,8.364520,14.920012,8.361589,12.768762,8.413091,12.276696,9.514602,12.120606,9.089628,13.663047,10.561245,13.911273,10.381499,14.668776,0,-0.01763,-0.01492,-0.02238,0.00401,0.01068,-0.01194,0.00728,0.00334,0.00015,0.11727,3.27732
0.020,1,0,7.492025,1.159329,2.390293,0.000000,0.000000,1,0,4.654181,4.760688,14.835196,4.145945,25.831379,14.208991,-4.458301,12.531424,-10.744939,16.358046,19.792280,6.398779,3.710544,6.303893,13.292462,114.777176,0,66.031494,84.235947,94.436104,8.361992,14.869039,8.348173,12.753982,8.415019,12.268498,9.502748,12.118415,9.058856,13.655189,10.530908,13.906644,10.357419,14.665488,0,-0.01698,-0.01246,-0.02190,0.00275,0.00906,-0.01282,0.00598,0.00403,0.00015,0.11364,3.27709
0.021,1,0,7.492393,1.159276,2.177365,0.000000,0.000000,1,0,4.656036,4.753121,14.835308,4.147404,26.445208,14.235886,-6.432010,12.512661,-10.990829,16.346838,20.303932,6.413197,3.707487,6.317331,13.313478,115.803490,0,64.960197,83.602188,95.455269,8.356799,14.766105,8.337760,12.737567,8.418812,12.264804,9.499362,12.113862,9.029549,13.642426,10.501410,13.902041,10.335735,14.659003,0,-0.01731,-0.01298,-0.03025,0.00314,0.00622,-0.01331,0.01107,0.00214,0.00015,0.11126,3.27671
0.022,1,0,7.492762,1.159222,1.964437,0.000000,0.000000,1,0,4.657892,4.745484,14.835420,4.148862,27.059036,14.262780,-8.405719,12.493897,-11.236717,16.335630,20.815582,6.427614,3.704431,6.330769,13.334493,116.829803,0,63.888893,82.968437,96.474442,8.351607,14.663171,8.327348,12.721152,8.422605,12.261110,9.495975,12.109310,9.000242,13.629663,10.471911,13.897440,10.314052,14.652518,0,-0.01724,-0.01334,-0.02394,0.00414,0.00933,-0.01380,0.00490,0.00350,-0.00015,0.10707,3.27664
0.023,1,0,7.493130,1.159168,1.751510,0.000000,0.000000,1,0,4.659747,4.737802,14.835532,4.150321,27.672865,14.289676,-10.379427,12.475135,-11.482606,16.324423,21.327234,6.442031,3.701374,6.344207,13.355509,117.856117,0,62.817596,82.334679,97.493607,8.346416,14.560237,8.316936,12.704738,8.426397,12.257416,9.492590,12.104757,8.970935,13.616899,10.442413,13.892838,10.292368,14.646033,0,-0.01787,-0.01306,-0.01672,0.00336,0.00807,-0.01524,0.02101,0.00410,0.00000,0.10147,3.27687
0.024,1,0,7.493282,1.160035,1.546377,0.000000,0.000000,1,0,4.661287,4.730151,14.835299,4.150552,28.172863,14.317728,-12.082832,12.456140,-11.744780,16.312901,20.999470,6.456208,3.697884,6.357242,13.377201,118.890182,0,61.776844,81.940758,98.341728,8.338895,14.508699,8.311109,12.693839,8.429872,12.255083,9.490261,12.099440,8.946485,13.603980,10.414465,13.890535,10.271181,14.641515,0,-0.02859,-0.01368,-0.01903,0.00338,0.00786,-0.01435,0.00330,0.00228,0.00015,0.09786,3.27702
0.025,1,0,7.493213,1.161837,1.349165,0.000000,0.000000,1,0,4.662508,4.722520,14.834718,4.149537,28.557194,14.346957,-13.511576,12.436909,-12.023501,16.301060,19.818752,6.470141,3.693953,6.369868,13.399583,119.932114,0,60.767128,81.790543,99.016045,8.329009,14.509388,8.309942,12.688545,8.433022,12.254134,9.489009,12.093344,8.926970,13.590902,10.388090,13.890570,10.250498,14.638993,0,-0.01195,-0.01315,-0.02804,0.00761,0.00728,-0.01398,0.00602,0.00420,-0.00015,0.09556,3.27709
0.026,1,0,7.493145,1.163639,1.151953,0.000000,0.000000,1,0,4.663727,4.714960,14.834136,4.148521,28.941525,14.376187,-14.940318,12.417678,-12.302222,16.289219,18.638035,6.484074,3.690022,6.382494,13.421964,120.974045,0,59.757416,81.640320,99.690353,8.319122,14.510077,8.308776,12.683251,8.436173,12.253184,9.487756,12.087249,8.907454,13.577825,10.361716,13.890604,10.229815,14.636473,0,-0.01802,-0.01346,-0.03069,0.00165,0.00571,-0.01422,0.01129,0.00397,-0.00029,0.09134,3.27690
0.027,1,0,7.493076,1.165441,0.954741,0.000000,0.000000,1,0,4.664948,4.707447,14.833554,4.147505,29.325855,14.405416,-16.369061,12.398447,-12.580944,16.277380,17.457315,6.498007,3.686091,6.395121,13.444345,122.015984,0,58.747700,81.490105,100.364670,8.309237,14.510766,8.307610,12.677958,8.439325,12.252235,9.486503,12.081153,8.887938,13.564746,10.335341,13.890638,10.209133,14.633951,0,-0.01890,-0.01370,-0.02339,0.00504,0.01131,-0.01190,0.00361,0.00323,0.00000,0.08655,3.27644
0.028,1,0,7.493181,1.166514,0.764604,0.000000,0.000000,1,0,4.665895,4.699997,14.832392,4.145001,29.530266,14.436068,-17.529514,12.379113,-12.885588,16.264896,15.449715,6.511629,3.681617,6.407306,13.467716,123.425392,0,58.198257,81.496368,100.767021,8.302770,14.522363,8.307428,12.668424,8.444576,12.249448,9.471806,12.075147,8.868688,13.557061,10.310978,13.887253,10.191819,14.632284,0,-0.01816,-0.01401,-0.02347,0.00309,0.00679,-0.01438,0.01496,0.00286,-0.00030,0.08411,3.27641
0.029,1,0,7.493462,1.166847,0.581655,0.000000,0.000000,1,0,4.666565,4.692589,14.830641,4.140984,29.551851,14.468164,-18.417351,12.359674,-13.216572,16.251760,12.601894,6.524935,3.676591,6.419043,13.492094,125.208214,0,58.116512,81.661636,100.893036,8.299779,14.545042,8.308247,12.654582,8.451961,12.244793,9.443447,12.069229,8.849704,13.554856,10.288656,13.880393,10.177930,14.631485,0,-0.01972,-0.01309,-0.01979,0.00292,0.01015,-0.01250,0.00168,0.00278,0.00000,0.08274,3.27679
0.030,1,0,7.493742,1.167180,0.398706,0.000000,0.000000,1,0,4.667235,4.685103,14.828890,4.136966,29.573439,14.500261,-19.305185,12.340235,-13.547557,16.238623,9.754073,6.538242,3.671566,6.430780,13.516471,126.991035,0,58.034767,81.826912,101.019051,8.296788,14.567722,8.309066,12.640740,8.459346,12.240138,9.415090,12.063313,8.830720,13.552651,10.266335,13.873533,10.164041,14.630686,0,-0.01940,-0.01381,-0.02767,0.00311,0.00807,-0.01410,0.00835,0.00227,0.00015,0.07952,3.27702
0.031,1,0,7.494023,1.167513,0.215757,0.000000,0.000000,1,0,4.667905,4.677565,14.827139,4.132948,29.595026,14.532358,-20.193022,12.320795,-13.878542,16.225487,6.906253,6.551548,3.666540,6.442517,13.540848,128.773849,0,57.953022,81.992180,101.145065,8.293797,14.590403,8.309884,12.626899,8.466730,12.235483,9.386731,12.057395,8.811736,13.550446,10.244014,13.866673,10.150151,14.629887,0,-0.01690,-0.01403,-0.00755,0.00422,0.00836,-0.01359,0.00269,0.00460,0.00014,0.07572,3.27709
0.032,1,0,7.494300,1.166834,0.042516,0.000000,0.000000,1,0,4.668004,4.669846,14.826417,4.127963,29.423717,14.564961,-20.694138,12.301320,-14.234160,16.211622,3.237495,6.564507,3.661042,6.453814,13.565824,133.397858,0,64.061737,82.126762,101.447968,8.291709,14.612969,8.310611,12.434894,8.505309,12.152419,9.364347,12.050512,8.793960,13.545389,10.223687,13.860598,10.137091,14.626517,0,-0.01711,-0.01292,-0.01346,0.00334,0.00883,-0.01330,0.00753,0.00269,0.00014,0.07401,3.27717
0.033,1,0,7.494574,1.165127,-0.120860,0.000000,0.000000,1,0,4.667521,4.662007,14.826739,4.121992,29.056404,14.598082,-20.802296,12.281809,-14.614811,16.197014,-1.265443,6.577113,3.655062,6.464663,13.591409,140.908875,0,76.460770,82.230156,101.930595,8.290539,14.635422,8.311242,12.061851,8.575584,11.989681,9.348033,12.042648,8.777411,13.537436,10.205386,13.855318,10.124873,14.620535,0,-0.01759,-0.01321,-0.02913,0.00313,0.00831,-0.01347,0.00627,0.00458,0.00015,0.07454,3.27725
0.034,1,0,7.494848,1.163420,-0.284237,0.000000,0.000000,1,0,4.667039,4.654252,14.827063,4.116022,28.689091,14.631201,-20.910454,12.262298,-14.995461,16.182407,-5.768380,6.589720,3.649083,6.475511,13.616993,148.419907,0,88.859795,82.333549,102.413231,8.289368,14.657874,8.311874,11.688808,8.645860,11.826944,9.331718,12.034785,8.760862,13.529483,10.187085,13.850039,10.112655,14.614552,0,-0.01556,-0.01348,-0.01057,0.00261,0.00807,-0.01334,0.00587,0.00445,-0.00016,0.07524,3.27713
0.035,1,0,7.495122,1.161713,-0.447613,0.000000,0.000000,1,0,4.666556,4.646553,14.827385,4.110051,28.321775,14.664321,-21.018610,12.242786,-15.376111,16.167801,-10.271317,6.602326,3.643104,6.486360,13.642577,155.930923,0,101.258820,82.436943,102.895859,8.288198,14.680326,8.312507,11.315765,8.716135,11.664207,9.315405,12.026921,8.744314,13.521529,10.168785,13.844759,10.100437,14.608570,0,-0.01797,-0.01353,-0.02300,0.00412,0.00739,-0.01505,0.00652,0.00304,0.00015,0.07345,3.27682
0.036,1,0,7.495142,1.160867,-0.594445,0.000000,0.000000,1,0,4.665860,4.639243,14.828675,4.122139,28.115513,14.693731,-20.980133,12.220859,-15.013986,16.152454,-14.793281,6.614454,3.635578,6.494261,13.630555,159.654297,0,106.822876,82.320129,103.514053,8.287566,14.702660,8.313138,11.137017,8.751658,11.586328,9.307294,12.020384,8.729888,13.512458,10.152153,13.838703,10.091833,14.601722,0,-0.01794,-0.01316,-0.02224,0.00313,0.00788,-0.01379,0.00466,0.00304,-0.00000,0.07537,3.27683
0.037,1,0,7.494904,1.160895,-0.724465,0.000000,0.000000,1,0,4.664947,4.632190,14.830948,4.152577,28.072895,14.719372,-20.792658,12.196474,-13.897103,16.136354,-19.334579,6.626094,3.626480,6.499167,13.580319,159.528915,0,105.441719,81.979553,104.270004,8.287483,14.724872,8.313768,11.155698,8.751870,11.594677,9.307519,12.015195,8.717619,13.502252,10.137218,13.831857,10.086902,14.593992,0,-0.01929,-0.01276,-0.02339,0.00287,0.00809,-0.01581,0.00641,0.00337,-0.00015,0.08736,3.27713
0.038,1,0,7.494666,1.160923,-0.854485,0.000000,0.000000,1,0,4.664033,4.625515,14.833221,4.183014,28.030277,14.745013,-20.605181,12.172090,-12.780222,16.120256,-23.875877,6.637735,3.617383,6.504073,13.530085,159.403549,0,104.060562,81.638977,105.025948,8.287400,14.747085,8.314399,11.174377,8.752082,11.603025,9.307744,12.010005,8.705350,13.492044,10.122283,13.825011,10.081970,14.586262,0,-0.01336,-0.01517,-0.02403,0.00313,0.00955,-0.01407,0.00230,0.00406,-0.00000,0.09716,3.27685
0.039,1,0,7.494428,1.160951,-0.984505,0.000000,0.000000,1,0,4.663120,4.619090,14.835494,4.213452,27.987659,14.770654,-20.417706,12.147706,-11.663340,16.104156,-28.417175,6.649376,3.608285,6.508979,13.479849,159.278183,0,102.679405,81.298401,105.781898,8.287318,14.769298,8.315030,11.193058,8.752294,11.611375,9.307969,12.004816,8.693081,13.481837,10.107348,13.818166,10.077038,14.578532,0,-0.02446,-0.01327,-0.02116,0.00334,0.00876,-0.01397,0.00662,0.00056,-0.00000,0.09707,3.27601
0.040,1,0,7.493874,1.161850,-1.092601,0.000000,0.000000,1,0,4.661891,4.612994,14.836648,4.243560,28.228439,14.794978,-20.020298,12.123095,-9.787262,16.087002,-32.175011,6.660435,3.599099,6.513080,13.429958,153.103973,0,99.912842,80.863358,106.303627,8.287168,14.797586,8.315564,11.329248,8.746734,11.632882,9.309567,11.999771,8.681357,13.471143,10.093794,13.809447,10.070693,14.570033,0,-0.00591,-0.01416,-0.02099,0.00225,0.00831,-0.01323,0.00631,0.00497,0.00045,0.09997,3.27627
0.041,1,0,7.492999,1.163635,-1.178419,0.000000,0.000000,1,0,4.660342,4.607116,14.836665,4.273333,28.757189,14.817965,-19.409575,12.098253,-7.139743,16.068773,-35.136749,6.670902,3.589823,6.516361,13.380418,140.783356,0,95.738541,80.332329,106.587357,8.286948,14.832048,8.316002,11.584844,8.735308,11.667762,9.312562,11.994874,8.670189,13.459953,10.081642,13.798826,10.062911,14.560752,0,-0.02302,-0.01185,-0.02337,0.00413,0.00751,-0.01244,0.00628,0.00208,-0.00015,0.11035,3.27757
0.042,1,0,7.492124,1.165420,-1.264238,0.000000,0.000000,1,0,4.658792,4.601788,14.836681,4.303106,29.285936,14.840951,-18.798851,12.073412,-4.492224,16.050545,-38.098492,6.681368,3.580546,6.519643,13.330877,128.462753,0,91.564232,79.801292,106.871086,8.286729,14.866511,8.316439,11.840440,8.723883,11.702641,9.315557,11.989977,8.659020,13.448764,10.069491,13.788205,10.055129,14.551472,0,-0.01638,-0.01581,-0.02253,0.00063,0.00735,-0.01316,0.00273,-0.00056,-0.00015,0.11631,3.27792
0.043,1,0,7.491249,1.167204,-1.350056,0.000000,0.000000,1,0,4.657243,4.596823,14.836699,4.332879,29.814684,14.863937,-18.188126,12.048571,-1.844705,16.032318,-41.060230,6.691835,3.571270,6.522924,13.281336,116.142136,0,87.389931,79.270264,107.154816,8.286510,14.900973,8.316875,12.096035,8.712457,11.737520,9.318551,11.985080,8.647852,13.437574,10.057340,13.777584,10.047348,14.542191,0,-0.02051,-0.01489,-0.02085,0.00462,0.00842,-0.01405,0.00542,0.00474,-0.00015,0.11582,3.27739
0.044,1,0,7.490770,1.167945,-1.409440,0.000000,0.000000,1,0,4.655653,4.592633,14.835481,4.362611,30.696163,14.886416,-17.472635,12.029405,0.819772,16.013147,-43.202515,6.701999,3.567066,6.525262,13.232266,110.691689,0,81.283112,79.323273,107.605865,8.284286,14.939393,8.317232,12.272139,8.669642,11.795569,9.313873,11.970192,8.639392,13.421047,10.046535,13.765798,10.041137,14.532704,0,-0.01709,-0.01363,-0.02083,0.00174,0.00815,-0.01161,0.00409,0.00393,0.00000,0.11722,3.27686
0.045,1,0,7.490694,1.167624,-1.441965,0.000000,0.000000,1,0,4.654018,4.588954,14.833008,4.392303,31.936064,14.908379,-16.650686,12.016006,3.501479,15.993018,-44.512131,6.711856,3.568017,6.526641,13.183676,112.222206,0,73.212608,79.969749,108.226944,8.280024,14.981834,8.317507,12.367468,8.594934,11.877161,9.301401,11.945153,8.633683,13.399095,10.037100,13.752827,10.036521,14.523010,0,-0.01507,-0.01370,-0.02107,0.00406,0.00810,-0.01409,0.00461,0.00186,0.00001,0.12062,3.27632
0.046,1,0,7.490617,1.167302,-1.474489,0.000000,0.000000,1,0,4.652385,4.585925,14.830535,4.421994,33.175964,14.930341,-15.828738,12.002606,6.183187,15.972890,-45.821743,6.721712,3.568967,6.528021,13.135084,113.752731,0,65.142113,80.616226,108.848022,8.275763,15.024276,8.317781,12.462797,8.520224,11.958754,9.288929,11.920114,8.627975,13.377142,10.027664,13.739855,10.031906,14.513316,0,-0.01889,-0.01350,-0.02279,0.00247,0.00874,-0.01335,0.00591,0.00413,0.00000,0.12036,3.27630
0.047,1,0,7.490541,1.166981,-1.507013,0.000000,0.000000,1,0,4.650751,4.583324,14.828062,4.451685,34.415867,14.952303,-15.006790,11.989207,8.864894,15.952762,-47.131355,6.731568,3.569918,6.529400,13.086493,115.283249,0,57.071609,81.262703,109.469101,8.271502,15.066717,8.318056,12.558125,8.445515,12.040346,9.276457,11.895075,8.622267,13.355189,10.018229,13.726884,10.027290,14.503622,0,-0.02007,-0.01520,-0.02039,0.00292,0.00854,-0.01290,0.00651,0.00140,-0.00015,0.11816,3.27675
0.048,1,0,7.490458,1.164892,-1.520015,0.000000,0.000000,1,0,4.649109,4.581194,14.818865,4.491361,35.626961,14.986908,-14.220570,11.977027,10.801660,15.968598,-47.607384,6.741334,3.570964,6.529789,13.038440,116.057312,0,52.717049,81.450096,109.863235,8.269340,15.109774,8.318255,12.605731,8.407792,12.080460,9.270096,11.878665,8.616454,13.339035,10.009751,13.714645,10.023687,14.493320,0,-0.01889,-0.01461,-0.02413,0.00388,0.00885,-0.01263,0.00355,0.00320,0.00000,0.11711,3.27706
0.049,1,0,7.490369,1.161005,-1.513181,0.000000,0.000000,1,0,4.647459,4.579375,14.802835,4.541181,36.808788,15.034359,-13.470654,11.966085,11.981469,16.020981,-47.236385,6.751008,3.572106,6.529174,12.990932,116.062714,0,52.138363,81.170998,110.026749,8.269311,15.153456,8.318377,12.604841,8.407655,12.078424,9.269944,11.871023,8.610538,13.328772,10.002248,13.703150,10.021113,14.482402,0,-0.01933,-0.01558,-0.01502,0.00261,0.00894,-0.01279,0.00831,0.00407,0.00016,0.11467,3.27721
