"Time","v2 R COP","49 RDS cle","48 L marks","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","42 CoMy (cm)","v1 xCoM","41 CoMx (cm)","39a FRx (cm)","39 FRx (cm)","35a HRx (cm)","35 HRx (cm)","v3 L COP","50 LDS cle","37a FLx (cm)","37 FLx (cm)","33a HLx (cm)","33 HLx (cm)","40 FRy (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0.000000,0,0,0,0,0,7.046467,0.318867,0.451575,5.946777,5.966320,16.721327,20.348927,18.310968,-11.506539,15.937983,0.000000,0,-9.772531,17.602554,28.601089,15.411970,4.823706,6.984756,4.257684,7.832952,175.315506,0,54.548767,66.991821,48.662987,8.455489,19.267326,8.049854,16.931141,8.065343,16.217310,8.169312,15.221003,9.444146,16.345625,9.886255,15.017343,10.486851,16.047064,0,-0.01667,-0.01202,-0.02159,0.00080,0.00817,-0.01190,0.00052,0.00595,-1.51656,0.10812,3.27707
0.001,0.000000,0,0,0,0,0,7.047682,0.320249,0.456030,5.946993,5.966772,16.727377,19.963543,18.332365,-11.699098,15.925707,0.000000,0,-9.760430,17.592688,28.438866,15.441358,4.814887,6.983809,4.260080,7.826101,174.775711,0,54.768391,66.602821,48.359158,8.421305,19.270212,8.052706,16.955469,8.066098,16.209553,8.174510,15.221952,9.447736,16.348400,9.882734,15.017726,10.482837,16.046469,0,-0.01788,-0.01383,-0.02024,0.00269,0.00770,-0.01471,0.00839,0.00315,-1.51725,0.10284,3.27646
0.002,0.000000,0,0,0,0,0,7.048491,0.321964,0.459007,5.947321,5.967292,16.732130,19.458681,18.352713,-11.894797,15.913336,0.000000,0,-9.744850,17.582890,28.208216,15.470077,4.802522,6.982746,4.259974,7.818698,174.780258,0,54.955399,66.372894,48.159637,8.359919,18.952431,8.053411,16.937210,8.068022,16.195656,8.176394,15.226438,9.451114,16.351171,9.878984,15.018199,10.480809,16.045481,0,-0.01801,-0.01373,-0.02059,0.00128,0.00834,-0.01097,0.00492,0.00153,-1.51581,0.09643,3.27631
0.003,0.000000,0,0,0,0,0,7.049008,0.323919,0.460922,5.947729,5.967844,16.735949,18.868008,18.372305,-12.092754,15.900895,0.000000,0,-9.726770,17.573145,27.928421,15.498316,4.787612,6.981600,4.258071,7.810899,175.175735,0,55.118980,66.257210,48.035034,8.278996,18.404343,8.052574,16.888369,8.070786,16.177349,8.175900,15.233461,9.454338,16.353941,9.875069,15.018736,10.480208,16.044210,0,-0.01636,-0.01230,-0.02051,0.00638,0.00914,-0.01391,0.00431,0.00133,-1.51533,0.09214,3.27646
0.004,0.000000,0,0,0,0,0,7.049526,0.325873,0.462837,5.948136,5.968320,16.739769,18.277336,18.391899,-12.290711,15.888454,0.000000,0,-9.708691,17.563398,27.648626,15.526555,4.772702,6.980454,4.256169,7.803100,175.571228,0,55.282566,66.141518,47.910435,8.198075,17.856255,8.051738,16.839525,8.073548,16.159042,8.175406,15.240485,9.457562,16.356709,9.871154,15.019273,10.479609,16.042940,0,-0.01717,-0.01324,-0.01993,0.00237,0.00815,-0.01298,0.00442,0.00375,-1.51655,0.08831,3.27661
0.005,0.000000,0,0,0,0,0,7.050043,0.327828,0.464752,5.948545,5.968763,16.743589,17.686663,18.411491,-12.488668,15.876015,0.000000,0,-9.690611,17.553654,27.368834,15.554794,4.757792,6.979308,4.254266,7.795301,175.966705,0,55.446148,66.025833,47.785831,8.117153,17.308167,8.050901,16.790684,8.076312,16.140736,8.174911,15.247509,9.460787,16.359478,9.867238,15.019811,10.479008,16.041670,0,-0.01724,-0.01482,-0.02042,0.00224,0.00846,-0.01167,0.00591,0.00309,-1.51754,0.08234,3.27676
0.006,0.000000,0,0,0,0,0,7.049461,0.327104,0.457520,5.948996,5.968972,16.746794,16.951582,18.429955,-12.637409,15.863249,0.000000,0,-9.667952,17.543936,27.046375,15.582129,4.744693,6.979396,4.251232,7.787584,175.866379,0,55.837074,65.902977,47.647400,8.103049,17.407673,8.047140,16.751085,8.073725,16.128706,8.174870,15.251157,9.462792,16.360773,9.863916,15.019483,10.477479,16.040714,0,-0.01810,-0.01365,-0.02073,-0.00034,0.00719,-0.01297,0.00388,0.00416,-1.51621,0.07611,3.27705
0.007,0.000000,0,0,0,0,0,7.048089,0.324456,0.443719,5.949479,5.969075,16.749559,16.112787,18.447603,-12.750802,15.850249,0.000000,0,-9.642003,17.534241,26.693277,15.608812,4.732895,6.980370,4.247386,7.779926,175.409943,0,56.391285,65.774963,47.499039,8.136934,17.972292,8.041280,16.718126,8.067295,16.121187,8.175154,15.252378,9.463923,16.361012,9.861020,15.018534,10.475284,16.039984,0,-0.01996,-0.01437,-0.01985,0.00412,0.00720,-0.01221,0.00527,0.00203,-1.51970,0.07569,3.27743
0.008,0.000000,0,0,0,0,0,7.046716,0.321809,0.429918,5.949963,5.968905,16.752323,15.273991,18.465254,-12.864195,15.837250,0.000000,0,-9.616055,17.524544,26.340179,15.635496,4.721097,6.981343,4.243540,7.772268,174.953506,0,56.945492,65.646950,47.350674,8.170819,18.536911,8.035419,16.685165,8.060865,16.113667,8.175438,15.253600,9.465055,16.361248,9.858125,15.017584,10.473088,16.039255,0,-0.01564,-0.01322,-0.02003,0.00520,0.01030,-0.01340,0.00627,0.00236,-1.51574,0.08943,3.27731
0.009,0.000000,0,0,0,0,0,7.045344,0.319161,0.416117,5.950446,5.968613,16.755087,14.435194,18.482904,-12.977588,15.824251,0.000000,0,-9.590107,17.514849,25.987082,15.662180,4.709299,6.982317,4.239694,7.764609,174.497086,0,57.499699,65.518936,47.202309,8.204704,19.101528,8.029559,16.652206,8.054436,16.106148,8.175722,15.254822,9.466185,16.361485,9.855228,15.016635,10.470893,16.038525,0,-0.02030,-0.01592,-0.02113,-0.00062,0.00731,-0.01383,0.00380,0.00067,-1.51502,0.10528,3.27686
0.010,0.000000,0,0,0,0,0,7.044687,0.319452,0.392140,5.950912,5.968046,16.758781,13.476822,18.497665,-13.057447,15.811108,0.000000,0,-9.560575,17.505241,25.687054,15.688039,4.706754,6.982529,4.237597,7.757124,173.924820,0,57.866978,65.469376,47.170551,8.217725,19.326164,8.027429,16.633797,8.049911,16.098806,8.175682,15.254899,9.466187,16.361515,9.854019,15.016306,10.470116,16.038109,0,-0.01337,-0.01321,-0.02128,0.00623,0.00782,-0.01276,0.00568,0.00409,-1.51581,0.11120,3.27676
0.011,0.000000,0,0,0,0,0,7.044545,0.321854,0.360855,5.951365,5.967356,16.763144,12.432569,18.510353,-13.113222,15.797860,0.000000,0,-9.528468,17.495701,25.425140,15.713305,4.710855,6.982195,4.236755,7.749763,173.269394,0,58.100002,65.476166,47.222542,8.215760,19.306618,8.027978,16.625834,8.046754,16.091595,8.175409,15.254155,9.465378,16.361395,9.854022,15.016421,10.470357,16.037918,0,-0.01708,-0.01468,-0.02080,0.00639,0.00878,-0.01308,0.00574,0.00074,-1.51900,0.11738,3.27692
0.012,0.000000,0,0,0,0,0,7.044402,0.324256,0.329570,5.951818,5.966398,16.767508,11.388315,18.523041,-13.168997,15.784614,0.000000,0,-9.496361,17.486158,25.163229,15.738572,4.714956,6.981861,4.235914,7.742403,172.613953,0,58.333027,65.482956,47.274536,8.213796,19.287073,8.028527,16.617872,8.043597,16.084383,8.175138,15.253410,9.464569,16.361277,9.854024,15.016537,10.470598,16.037727,0,-0.01757,-0.01300,-0.01944,0.00204,0.00968,-0.01179,0.00615,0.00143,-1.51623,0.12278,3.27711
0.013,0.000000,0,0,0,0,0,7.044260,0.326658,0.298285,5.952271,5.965319,16.771870,10.344061,18.535728,-13.224772,15.771366,0.000000,0,-9.464254,17.476616,24.901316,15.763839,4.719057,6.981526,4.235073,7.735042,171.958511,0,58.566051,65.489746,47.326527,8.211831,19.267527,8.029076,16.609911,8.040441,16.077171,8.174865,15.252666,9.463760,16.361156,9.854026,15.016652,10.470840,16.037537,0,-0.01794,-0.01393,-0.02051,0.00755,0.00839,-0.01226,0.00594,0.00166,-1.51849,0.12119,3.27734
0.014,0.000000,0,0,0,0,0,7.045101,0.327036,0.262699,5.952550,5.963999,16.777645,9.269518,18.545439,-13.265451,15.758008,0.000000,0,-9.430979,17.467184,24.713125,15.787903,4.721340,6.981258,4.234141,7.694320,171.926102,0,58.701176,65.478722,47.374283,8.204915,19.251472,8.026667,16.590963,8.039433,16.063751,8.175268,15.249850,9.462545,16.360207,9.854505,15.016200,10.470863,16.037315,0,-0.01586,-0.01329,-0.02139,-0.00092,0.00992,-0.01204,0.00566,0.00314,-1.51940,0.11716,3.27748
0.015,0.000000,0,0,0,0,0,7.046650,0.325960,0.224023,5.952703,5.962570,16.784437,8.173220,18.553015,-13.295288,15.744569,0.000000,0,-9.396865,17.457830,24.577883,15.811103,4.722318,6.981038,4.233143,7.629636,172.341171,0,58.765984,65.454895,47.419003,8.194444,19.237925,8.022134,16.564125,8.039970,16.045872,8.176157,15.245544,9.461039,16.358662,9.855327,15.015339,10.470731,16.037073,0,-0.01294,-0.01272,-0.01999,0.00619,0.00983,-0.01324,0.00584,0.00331,-1.51705,0.11317,3.27756
0.016,0.000000,0,0,0,0,0,7.048199,0.324884,0.185347,5.952856,5.961020,16.791229,7.076921,18.560589,-13.325126,15.731130,0.000000,0,-9.362751,17.448479,24.442640,15.834304,4.723296,6.980817,4.232145,7.564952,172.756226,0,58.830791,65.431068,47.463718,8.183972,19.224377,8.017600,16.537289,8.040507,16.027992,8.177046,15.241240,9.459533,16.357115,9.856148,15.014479,10.470599,16.036833,0,-0.01767,-0.01393,-0.02026,0.00255,0.00801,-0.01127,0.00550,0.00500,-1.51603,0.10643,3.27754
0.017,0.000000,0,0,0,0,0,7.049747,0.323808,0.146671,5.953009,5.959414,16.798021,5.980623,18.568163,-13.354962,15.717690,0.000000,0,-9.328637,17.439125,24.307398,15.857504,4.724274,6.980597,4.231147,7.500268,173.171295,0,58.895599,65.407242,47.508438,8.173501,19.210829,8.013067,16.510450,8.041044,16.010113,8.177935,15.236935,9.458026,16.355570,9.856970,15.013618,10.470467,16.036591,0,-0.01677,-0.01114,-0.01981,0.00228,0.00416,-0.01233,0.00708,-0.00014,-1.52140,0.09821,3.27747
0.018,0.000000,0,0,0,0,0,7.050344,0.323180,0.108632,5.953128,5.957816,16.805969,4.940233,18.572651,-13.364705,15.704201,0.000000,0,-9.295102,17.429876,24.255375,15.879980,4.725181,6.980127,4.229088,7.435605,173.501373,0,58.924572,65.329269,47.536777,8.167559,19.194468,8.011303,16.483038,8.043092,15.993432,8.180332,15.232951,9.457251,16.355188,9.858157,15.013820,10.470513,16.037132,0,-0.01231,-0.01465,-0.01959,0.01280,0.00924,-0.01263,0.00549,0.00674,-1.51082,0.09202,3.27730
0.019,0.000000,0,0,0,0,0,7.050258,0.322874,0.071052,5.953223,5.956223,16.814749,3.939998,18.574923,-13.360017,15.690674,0.000000,0,-9.261982,17.420706,24.263124,15.901936,4.726038,6.979478,4.226267,7.370955,173.770432,0,58.927799,65.212402,47.553356,8.164870,19.176085,8.011527,16.455212,8.046226,15.977612,8.183813,15.229198,9.457001,16.355642,9.859607,15.014785,10.470689,16.038237,0,-0.01860,-0.01221,-0.02108,-0.00294,0.00817,-0.01265,0.00552,0.00243,-1.51248,0.08650,3.27707
0.020,0.000000,0,0,0,0,0,7.050172,0.322569,0.033471,5.953318,5.954699,16.823526,2.939762,18.577194,-13.355328,15.677148,0.000000,0,-9.228862,17.411533,24.270872,15.923891,4.726896,6.978829,4.223447,7.306305,174.039474,0,58.931030,65.095543,47.569931,8.162182,19.157701,8.011751,16.427385,8.049359,15.961792,8.187295,15.225446,9.456751,16.356096,9.861056,15.015750,10.470863,16.039343,0,-0.01766,-0.01428,-0.01971,0.00735,0.00775,-0.01276,0.00579,0.00226,-1.51966,0.07980,3.27702
0.021,0.000000,0,0,0,0,0,7.050086,0.322263,-0.004110,5.953413,5.953207,16.832306,1.939527,18.579464,-13.350638,15.663621,0.000000,0,-9.195742,17.402361,24.278622,15.945848,4.727753,6.978179,4.220626,7.241655,174.308533,0,58.934258,64.978676,47.586510,8.159493,19.139318,8.011975,16.399559,8.052493,15.945972,8.190777,15.221694,9.456501,16.356550,9.862507,15.016715,10.471039,16.040447,0,-0.01747,-0.01609,-0.02049,-0.00842,0.00744,-0.01170,0.00591,0.00319,-1.51606,0.07806,3.27710
0.022,1.537982,0,0,0,0,0,7.050386,0.321418,-0.035494,5.953442,5.951831,16.840313,1.068095,18.579639,-13.328136,15.650152,0.000000,0,-9.165240,17.393148,24.154045,15.970496,4.727667,6.977661,4.218335,7.176848,174.496933,0,58.751251,64.622032,47.731319,8.156515,19.124962,8.012533,16.380850,8.057876,15.925632,8.199065,15.209625,9.454026,16.355934,9.864072,15.017356,10.471369,16.040159,0,-0.01680,-0.01294,-0.02004,0.00910,0.00396,-0.01263,0.00606,0.00195,-1.51364,0.09195,3.27695
0.023,3.773422,0,0,1,0,0,7.050963,0.320186,-0.062428,5.953424,5.950506,16.847767,0.289172,18.578310,-13.292840,15.636725,0.000000,0,-9.136620,17.383905,23.934431,15.997079,4.726903,6.977237,4.216424,7.111929,174.627426,0,58.434483,64.093185,47.968227,8.153328,19.113497,8.013331,16.368687,8.064876,15.902042,8.210805,15.191586,9.449955,16.354551,9.865722,15.017764,10.471808,16.038874,0,-0.01708,-0.01196,-0.01990,0.00049,0.00813,-0.01325,0.00539,0.00274,-1.51743,0.11306,3.27664
0.024,4.470059,1,0,0,0,0,7.051540,0.318955,-0.089362,5.953405,5.949351,16.855221,-0.489752,18.576979,-13.257545,15.623299,0.000000,0,-9.108000,17.374662,23.714819,16.023661,4.726139,6.976813,4.214513,7.047010,174.757919,0,58.117718,63.564339,48.205135,8.150140,19.102032,8.014130,16.356524,8.071875,15.878454,8.222545,15.173545,9.445883,16.353168,9.867371,15.018172,10.472249,16.037586,0,-0.01885,-0.01376,-0.02158,0.00348,0.00845,-0.01258,0.00594,0.00260,-1.51854,0.12265,3.27684
0.025,4.468867,1,0,0,0,0,7.052117,0.317723,-0.116296,5.953387,5.948274,16.862675,-1.268675,18.575649,-13.222248,15.609872,0.000000,0,-9.079379,17.365419,23.495205,16.050243,4.725376,6.976389,4.212602,6.982090,174.888412,0,57.800949,63.035488,48.442043,8.146953,19.090567,8.014928,16.344360,8.078874,15.854866,8.234284,15.155504,9.441812,16.351786,9.869020,15.018580,10.472690,16.036301,0,-0.02331,-0.01162,-0.02031,0.00305,0.00711,-0.01249,0.00567,0.00363,-1.51688,0.12250,3.27737
0.026,4.468357,1,0,0,0,0,7.051936,0.317963,-0.133120,5.953303,5.947420,16.871334,-1.921507,18.572979,-13.169379,15.596597,0.000000,0,-8.802651,17.356358,23.082388,16.075998,4.725399,6.976612,4.210974,6.917241,174.578217,0,57.817097,62.711811,48.658432,8.142307,19.076660,8.014294,16.327469,8.081437,15.833307,8.243059,15.141275,9.437850,16.350428,9.871718,15.019399,10.473577,16.036911,0,-0.02026,-0.01422,-0.02050,0.00161,0.00876,-0.01118,0.00611,-0.00031,-1.51666,0.12094,3.27741
0.027,4.468156,1,0,0,0,0,7.051210,0.319259,-0.142684,5.953171,5.946668,16.880863,-2.483777,18.569345,-13.103889,15.583431,0.000000,0,-8.347729,17.347425,22.530811,16.101158,4.725990,6.977301,4.209550,6.852440,173.951492,0,58.072346,62.535492,48.860081,8.136615,19.061001,8.012630,16.307184,8.080815,15.813207,8.249702,15.129784,9.433968,16.349085,9.875171,15.020513,10.474786,16.038883,0,-0.02791,-0.01419,-0.01981,0.01374,0.00798,-0.01285,0.00530,0.00400,-1.51417,0.11645,3.27710
0.028,4.467690,1,0,0,0,0,7.050484,0.320554,-0.152248,5.953039,5.946170,16.890390,-3.046048,18.565714,-13.038399,15.570266,0.000000,0,-7.892806,17.338495,21.979235,16.126318,4.726580,6.977989,4.208126,6.787641,173.324783,0,58.327595,62.359173,49.061733,8.130923,19.045340,8.010967,16.286900,8.080194,15.793106,8.256347,15.118291,9.430085,16.347744,9.878623,15.021626,10.475995,16.040855,0,-0.02404,-0.01378,-0.02075,0.00562,0.00667,-0.01208,0.00472,0.00345,-1.51414,0.10881,3.27684
0.029,4.467104,1,0,0,0,0,7.049757,0.321850,-0.161812,5.952907,5.945789,16.899920,-3.608318,18.562080,-12.972908,15.557100,0.000000,0,-7.437883,17.329563,21.427658,16.151476,4.727170,6.978677,4.206701,6.722840,172.698059,0,58.582844,62.182854,49.263382,8.125231,19.029680,8.009304,16.266615,8.079572,15.773005,8.262991,15.106799,9.426203,16.346403,9.882076,15.022738,10.477203,16.042828,0,-0.01689,-0.01227,-0.02082,-0.00290,0.00786,-0.01172,0.00472,0.00127,-1.51378,0.10234,3.27661
0.030,4.465225,1,0,0,0,0,7.048505,0.321064,-0.161913,5.952799,5.945677,16.906073,-4.074642,18.557573,-12.888613,15.544108,0.000000,0,-6.988697,17.320694,20.678148,16.175833,4.728256,6.977519,4.201674,6.692485,172.185043,0,58.658844,61.779789,49.523766,8.121270,19.014076,8.008773,16.245884,8.082404,15.748063,8.273685,15.089805,9.420679,16.343981,9.884210,15.022997,10.477848,16.043465,0,-0.01801,-0.01165,-0.02112,0.00685,0.00907,-0.01296,0.00464,0.00022,-1.51647,0.09651,3.27670
0.031,4.462759,1,0,0,0,0,7.046875,0.318783,-0.155218,5.952708,5.945687,16.909801,-4.472056,18.552437,-12.790812,15.531240,0.000000,0,-6.543629,17.311867,19.786478,16.199614,4.729698,6.975034,4.194058,6.686868,171.753677,0,58.606106,61.213875,49.826328,8.118553,18.998514,8.009054,16.224833,8.087718,15.719646,8.287289,15.068859,9.413978,16.340782,9.885395,15.022641,10.478088,16.043144,0,-0.01807,-0.01224,-0.01970,0.00405,0.00756,-0.01241,0.00559,0.00665,-1.51315,0.08878,3.27701
0.032,4.459518,1,0,0,0,0,7.045244,0.316502,-0.148522,5.952617,5.945933,16.913530,-4.869470,18.547300,-12.693010,15.518373,0.000000,0,-6.098561,17.303040,18.894808,16.223394,4.731141,6.972549,4.186442,6.681251,171.322311,0,58.553368,60.647957,50.128895,8.115836,18.982950,8.009336,16.203781,8.093031,15.691227,8.300892,15.047913,9.407276,16.337584,9.886581,15.022286,10.478328,16.042824,0,-0.01907,-0.01407,-0.01861,-0.00129,0.00810,-0.01163,0.00570,0.00229,-1.53238,0.08096,3.27699
0.033,4.455925,1,0,0,0,0,7.043613,0.314220,-0.141827,5.952526,5.946286,16.917259,-5.266884,18.542164,-12.595209,15.505505,0.000000,0,-5.653493,17.294212,18.003138,16.247175,4.732583,6.970065,4.178826,6.675634,170.890945,0,58.500633,60.082043,50.431458,8.113119,18.967388,8.009618,16.182730,8.098345,15.662809,8.314496,15.026967,9.400574,16.334385,9.887767,15.021931,10.478568,16.042501,0,-0.01456,-0.01154,-0.02090,0.00381,0.01000,-0.01272,0.00592,0.00270,-1.51922,0.07660,3.27676
0.034,4.452554,1,0,0,0,0,7.042479,0.314563,-0.129250,5.952487,5.946825,16.920647,-5.610691,18.536474,-12.472841,15.492860,0.000000,0,-5.212542,17.285322,17.067835,16.263483,4.733047,6.968706,4.173245,6.670572,169.900024,0,58.756870,59.618984,50.800064,8.110498,18.954094,8.010617,16.161591,8.101267,15.634082,8.326495,15.009230,9.393888,16.331987,9.889132,15.022569,10.480510,16.043457,0,-0.01530,-0.01602,-0.02120,-0.00028,0.00852,-0.01330,0.00601,0.00379,-1.51490,0.08620,3.27654
0.035,4.449284,1,0,0,0,0,7.041699,0.316790,-0.112449,5.952487,5.947448,16.923790,-5.915996,18.530388,-12.332830,15.480374,0.000000,0,-4.774547,17.276386,16.101196,16.274426,4.732808,6.968154,4.169127,6.665908,168.507217,0,59.235023,59.229797,51.216106,8.107948,18.942430,8.012134,16.140390,8.102471,15.605132,8.337342,14.993797,9.387214,16.330166,9.890628,15.023920,10.483675,16.045328,0,-0.01505,-0.01339,-0.02054,0.00001,0.01104,-0.01324,0.00563,0.00441,-1.51510,0.10243,3.27631
0.036,4.447369,1,0,0,0,0,7.040921,0.319017,-0.095647,5.952487,5.948204,16.926933,-6.221301,18.524302,-12.192819,15.467890,0.000000,0,-4.336552,17.267452,15.134558,16.285366,4.732570,6.967603,4.165009,6.661244,167.114410,0,59.713173,58.840611,51.632145,8.105397,18.930765,8.013650,16.119192,8.103675,15.576182,8.348189,14.978364,9.380540,16.328344,9.892123,15.025271,10.486839,16.047197,0,-0.01835,-0.01325,-0.01938,-0.00067,0.00560,-0.01262,0.00477,0.00098,-1.51495,0.11045,3.27681
0.037,4.446069,1,0,0,0,0,7.040142,0.321244,-0.078846,5.952487,5.949019,16.930077,-6.526606,18.518215,-12.052808,15.455404,0.000000,0,-3.898557,17.258516,14.167919,16.296307,4.732332,6.967051,4.160891,6.656580,165.721619,0,60.191326,58.451424,52.048187,8.102846,18.919102,8.015166,16.097992,8.104879,15.547234,8.359036,14.962932,9.373865,16.326523,9.893619,15.026624,10.490005,16.049068,0,-0.01964,-0.00946,-0.02028,0.00570,0.01069,-0.01278,0.00472,0.00205,-1.51440,0.11763,3.27780
0.038,4.446709,1,0,0,0,0,7.039826,0.323472,-0.061373,5.952558,5.949907,16.935837,-6.797810,18.511452,-11.881217,15.443262,0.000000,0,-3.713753,17.261667,13.382132,16.307016,4.733241,6.967306,4.159699,6.652396,164.454834,0,60.663078,58.135944,52.487278,8.098977,18.913576,8.015110,16.078596,8.104924,15.523671,8.369118,14.949980,9.366383,16.326405,9.895585,15.030375,10.492145,16.052258,0,-0.02015,-0.01459,-0.01920,0.00587,0.00479,-0.01242,0.00509,0.00169,-1.51628,0.12311,3.27774
0.039,4.448229,1,0,0,0,0,7.039843,0.325700,-0.043417,5.952677,5.950826,16.943478,-7.044524,18.504200,-11.686945,15.431367,0.000000,0,-3.710792,17.273497,12.726232,16.317556,4.734973,6.968139,4.160611,6.648555,163.278580,0,61.130230,57.873402,52.942924,8.094162,18.912457,8.013925,16.060493,8.104137,15.503978,8.378649,14.938809,9.358318,16.327509,9.897891,15.035852,10.493548,16.056393,0,-0.02693,-0.01290,-0.02044,-0.01245,0.00902,-0.01364,0.00493,0.00207,-1.51850,0.12127,3.27698
0.040,4.449511,1,0,0,0,0,7.039859,0.327929,-0.025461,5.952797,5.951722,16.951118,-7.291237,18.496950,-11.492674,15.419471,0.000000,0,-3.707832,17.285328,12.070333,16.328098,4.736706,6.968972,4.161522,6.644713,162.102325,0,61.597385,57.610863,53.398571,8.089346,18.911337,8.012738,16.042393,8.103350,15.484284,8.388181,14.927638,9.350254,16.328613,9.900197,15.041329,10.494953,16.060528,0,-0.01586,-0.01329,-0.01919,0.00778,0.01057,-0.01277,0.00586,0.00489,-1.51625,0.11695,3.27695
0.041,4.450684,1,0,0,0,0,7.039876,0.330158,-0.007506,5.952918,5.952606,16.958759,-7.537951,18.489698,-11.298402,15.407575,0.000000,0,-3.704871,17.297157,11.414433,16.338640,4.738439,6.969806,4.162433,6.640872,160.926071,0,62.064537,57.348320,53.854218,8.084531,18.910217,8.011553,16.024290,8.102562,15.464592,8.397712,14.916468,9.342190,16.329718,9.902502,15.046806,10.496357,16.064663,0,-0.01906,-0.01318,-0.02007,0.00204,0.00637,-0.01279,0.00471,0.00195,-1.51680,0.11292,3.27740
0.042,4.449447,1,0,0,0,0,7.039419,0.330191,0.006620,5.953092,5.953390,16.965385,-7.753079,18.481762,-11.066458,15.396174,0.000000,0,-3.952580,17.296936,10.905203,16.348526,4.738471,6.969061,4.160110,6.642356,159.584686,0,62.456219,56.966015,54.419064,8.082490,18.908571,8.011871,16.003822,8.102322,15.443455,8.409498,14.902518,9.331923,16.329891,9.903405,15.051973,10.497698,16.067980,0,-0.02775,-0.01525,-0.02180,0.00622,0.00855,-0.01231,0.00615,0.00150,-1.51658,0.10664,3.27750
0.043,4.447117,1,0,0,0,0,7.038622,0.328647,0.017995,5.953305,5.954128,16.971285,-7.945523,18.473331,-10.807455,15.385131,0.000000,0,-4.380323,17.288057,10.501311,16.357941,4.737282,6.967184,4.155465,6.647665,158.124710,0,62.793694,56.497692,55.062340,8.082443,18.906546,8.013269,15.981656,8.102473,15.421282,8.422905,14.886574,9.320072,16.329397,9.903300,15.056917,10.498993,16.070709,0,-0.01298,-0.01401,-0.02049,0.00467,0.00933,-0.01266,0.00460,0.00209,-1.51486,0.09913,3.27734
0.044,4.444049,1,0,0,0,0,7.037825,0.327103,0.029369,5.953519,5.954828,16.977184,-8.137966,18.464901,-10.548453,15.374087,0.000000,0,-4.808066,17.279179,10.097421,16.367355,4.736094,6.965307,4.150820,6.652973,156.664719,0,63.131168,56.029366,55.705616,8.082397,18.904518,8.014668,15.959490,8.102626,15.399108,8.436311,14.870628,9.308223,16.328903,9.903196,15.061860,10.500288,16.073439,0,-0.01655,-0.01368,-0.02073,0.00431,0.01038,-0.01210,0.00648,-0.00112,-1.51666,0.09371,3.27737
0.045,4.440647,1,0,0,0,0,7.037028,0.325560,0.040744,5.953732,5.955510,16.983084,-8.330410,18.456470,-10.289452,15.363044,0.000000,0,-5.235809,17.270302,9.693529,16.376772,4.734905,6.963430,4.146174,6.658281,155.204742,0,63.468647,55.561043,56.348888,8.082350,18.902493,8.016068,15.937324,8.102777,15.376935,8.449717,14.854684,9.296373,16.328407,9.903091,15.066804,10.501582,16.076168,0,-0.01926,-0.01510,-0.02094,-0.01239,0.00785,-0.01212,0.00464,0.00383,-1.51743,0.08903,3.27753
0.046,4.438733,1,0,0,0,0,7.035613,0.325823,0.051672,5.953995,5.956234,16.987217,-8.485365,18.447666,-9.990799,15.352724,0.000000,0,-5.657151,17.261393,9.427236,16.386042,4.733783,6.961012,4.144383,6.663699,154.240097,0,63.531250,55.190956,57.065254,8.081350,18.895607,8.016768,15.917307,8.103757,15.358508,8.461576,14.840177,9.283506,16.327768,9.903062,15.072505,10.503181,16.079395,0,-0.01421,-0.01393,-0.02197,-0.00109,0.00797,-0.01234,0.00514,0.00129,-1.51334,0.08246,3.27745
0.047,4.437494,1,0,0,0,0,7.033754,0.327385,0.062279,5.954292,5.956976,16.990084,-8.613396,18.438593,-9.663669,15.342924,0.000000,0,-6.073897,17.252462,9.259767,16.395210,4.732708,6.958207,4.144641,6.669194,153.631195,0,63.396439,54.891422,57.834114,8.079668,18.885231,8.016969,15.898834,8.105330,15.342773,8.472325,14.826702,9.269910,16.327026,9.903088,15.078751,10.504999,16.082983,0,-0.01656,-0.01309,-0.01920,0.00270,0.00680,-0.01282,0.00550,0.00697,-1.51724,0.07571,3.27722
0.048,4.437292,1,0,0,0,0,7.031896,0.328946,0.072886,5.954589,5.957738,16.992949,-8.741426,18.429520,-9.336538,15.333124,0.000000,0,-6.490643,17.243534,9.092298,16.404377,4.731634,6.955401,4.144899,6.674690,153.022308,0,63.261627,54.591888,58.602974,8.077985,18.874853,8.017169,15.880362,8.106904,15.327039,8.483074,14.813228,9.256313,16.326283,9.903112,15.084996,10.506816,16.086569,0,-0.01871,-0.01012,-0.01998,-0.00192,0.00898,-0.01138,0.00434,0.00395,-1.51681,0.07845,3.27718
