"Time","46 sw offset","45 sw onset","23 toex (cm)","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.00,0,0,14.398599,-0.01746,0.00344,-0.02065,-0.01362,0.00823,-0.01239,0.00536,0.00192,-1.47891,0.10129,3.27687
0.01,0,0,14.330627,-0.01667,0.00400,-0.02069,-0.01384,0.00852,-0.01262,0.00383,-0.00057,-1.47982,0.10166,3.27695
0.02,0,1,14.228565,-0.01762,0.00798,-0.01706,-0.01540,0.00779,-0.01220,0.04857,-0.01097,-1.48014,0.10191,3.27763
0.03,0,0,14.214235,-0.01896,0.01066,-0.02437,-0.01696,0.00847,-0.01221,-0.01039,0.00364,-1.47872,0.10134,3.27678
0.04,0,0,14.369702,-0.00618,-0.00135,-0.02086,-0.01497,0.00875,-0.01188,0.00513,0.00181,-1.48079,0.10018,3.27698
0.05,0,0,14.851212,-0.01687,0.00613,-0.02448,-0.01282,0.00886,-0.01252,0.01747,0.00023,-1.47962,0.10045,3.27725
0.06,0,0,15.373554,-0.01781,0.00845,-0.03256,-0.00832,0.00802,-0.01138,0.00803,0.00421,-1.47851,0.10135,3.27754
0.07,0,0,15.607770,-0.01986,0.00322,-0.02068,-0.01351,0.00859,-0.01297,0.00958,0.00153,-1.48169,0.10172,3.27614
0.08,0,0,15.852182,-0.01975,0.00549,-0.02004,-0.01251,0.00857,-0.01271,0.03058,0.00338,-1.47789,0.10146,3.27672
0.09,0,0,16.050987,-0.01934,0.00397,-0.02176,-0.01484,0.00934,-0.01191,0.00622,0.00933,-1.47650,0.10088,3.27722
0.10,0,0,16.156484,-0.01787,0.00439,-0.01885,-0.01318,0.00851,-0.01251,0.00671,0.00244,-1.48015,0.10036,3.27762
0.11,0,0,16.241649,-0.01539,0.00397,-0.02414,-0.01310,0.00904,-0.01172,0.00667,0.00326,-1.48151,0.10072,3.27739
0.12,0,0,16.372763,-0.01768,0.00398,-0.02105,-0.01585,0.00820,-0.01213,0.03948,0.00269,-1.47785,0.10182,3.27725
0.13,0,0,16.518905,-0.01722,0.00401,-0.02045,-0.01286,0.00765,-0.01212,-0.03238,0.00240,-1.47939,0.10205,3.27722
0.14,0,0,16.629854,-0.01901,0.00317,-0.02055,-0.01434,0.00878,-0.01221,0.03183,0.00302,-1.47969,0.10110,3.27709
0.15,0,0,16.818371,-0.01735,0.00325,-0.01852,-0.01408,0.00935,-0.01319,0.00246,0.04733,-1.48008,0.10047,3.27710
0.16,0,0,17.003710,-0.01726,0.00374,-0.02095,-0.01372,0.00787,-0.01263,0.00862,-0.00157,-1.48250,0.10011,3.27707
0.17,0,0,17.171511,-0.01783,0.00381,-0.01983,-0.01257,0.00760,-0.01202,0.00471,0.00189,-1.47935,0.10015,3.27722
0.18,1,0,17.522486,-0.01600,0.00265,-0.02106,-0.01342,0.00961,-0.01317,0.00423,0.00270,-1.47957,0.09990,3.27789
0.19,0,0,17.556224,-0.01432,0.00367,-0.01994,-0.01403,0.00802,-0.01201,0.00493,0.00280,-1.48168,0.09987,3.27651
0.20,0,0,17.392569,-0.01764,0.00389,-0.02070,-0.01373,0.00891,-0.01350,0.00635,0.00215,-1.48186,0.09939,3.27657
0.21,0,0,17.269059,-0.02134,0.00239,-0.02059,-0.01420,0.00855,-0.01158,0.00606,0.00361,-1.47724,0.09943,3.27673
0.22,0,0,17.178640,-0.01494,0.00355,-0.01998,-0.01302,0.00946,-0.01262,0.00485,0.00306,-1.47857,0.10001,3.27643
0.23,0,0,17.047615,-0.01165,0.00298,-0.02010,-0.01280,0.00810,-0.01198,0.00488,0.00282,-1.48064,0.10001,3.27660
0.24,0,0,16.894272,-0.01910,0.00510,-0.02090,-0.01548,0.00762,-0.01067,0.00633,0.00262,-1.47982,0.09935,3.27672
0.25,0,0,16.728491,-0.01771,0.00389,-0.02019,-0.01486,0.00872,-0.01288,0.00591,0.00314,-1.47748,0.09929,3.27711
0.26,0,0,16.596679,-0.01198,0.00325,-0.01959,-0.01405,0.00925,-0.01218,0.00572,0.00328,-1.48250,0.09956,3.27704
0.27,0,0,16.493221,-0.01495,0.00409,-0.01977,-0.01495,0.00893,-0.01292,0.00579,0.00239,-1.47912,0.09962,3.27710
0.28,0,0,16.358322,-0.01185,0.00470,-0.02091,-0.01253,0.00848,-0.01272,0.00531,0.00262,-1.47849,0.09964,3.27687
0.29,0,0,16.256472,-0.01917,0.00459,-0.02137,-0.01583,0.00853,-0.01120,0.00500,0.00267,-1.47949,0.09949,3.27612
0.30,0,0,16.729574,-0.01053,0.00405,-0.02050,-0.01348,0.00814,-0.01288,0.00519,0.00292,-1.47448,0.09911,3.27673
0.31,0,0,16.449269,-0.00960,0.00578,-0.02182,-0.01730,0.00792,-0.01297,0.00634,0.00195,-1.47805,0.09952,3.27757
0.32,0,0,16.007953,-0.01770,0.00706,-0.02034,-0.01346,0.00837,-0.01201,0.00416,0.00236,-1.47942,0.09977,3.27740
0.33,0,0,15.854788,-0.01399,0.00422,-0.02050,-0.01544,0.00866,-0.01139,0.00567,0.00305,-1.47912,0.10013,3.27640
0.34,0,0,15.743776,-0.01781,0.00380,-0.02023,-0.01395,0.00890,-0.01270,0.00580,0.00232,-1.47804,0.10081,3.27766
0.35,0,0,15.627099,-0.01814,0.00271,-0.02024,-0.01348,0.00814,-0.01158,0.00448,0.00226,-1.47737,0.10084,3.27681
0.36,0,0,15.348397,-0.01636,0.00291,-0.01958,-0.01228,0.00812,-0.01281,0.00535,0.00259,-1.47781,0.10061,3.27728
0.37,0,0,15.265324,-0.01576,0.00450,-0.01953,-0.01422,0.00965,-0.01189,0.00530,0.00226,-1.47864,0.10021,3.27678
0.38,0,0,15.124126,-0.01650,0.00550,-0.02048,-0.01484,0.00788,-0.01178,0.00542,0.00316,-1.47979,0.09995,3.27692
0.39,0,0,14.972636,-0.01880,0.00372,-0.02070,-0.01375,0.00853,-0.01373,0.00390,0.00254,-1.47773,0.09995,3.27661
0.40,0,0,14.764610,-0.01807,0.00369,-0.01984,-0.01301,0.00872,-0.01246,0.00519,0.00316,-1.47841,0.10029,3.27739
0.41,0,1,14.704582,-0.01694,0.00390,-0.01969,-0.01409,0.00760,-0.01176,-0.02220,0.00343,-1.47852,0.10002,3.27673
0.42,0,0,14.678126,-0.03215,0.00906,-0.02809,-0.02084,0.00779,-0.01185,-0.00307,-0.00546,-1.47830,0.09922,3.27707
0.43,0,0,15.229120,-0.01908,0.00355,-0.02075,-0.00925,0.00788,-0.01289,0.00693,0.05888,-1.47854,0.09935,3.27763
0.44,0,0,14.850091,-0.01817,0.00369,-0.01089,-0.00728,0.00944,-0.01361,0.00959,0.00199,-1.47892,0.09918,3.27750
0.45,0,0,15.732967,-0.01855,0.00561,-0.02531,-0.01515,0.00874,-0.01270,-0.04566,-0.00063,-1.47801,0.09892,3.27731
0.46,0,0,15.979786,-0.01746,0.00278,-0.01506,-0.00884,0.00922,-0.01125,-0.00657,0.00229,-1.47953,0.09980,3.27730
0.47,0,0,16.310133,-0.01621,0.00328,-0.02121,-0.01272,0.00777,-0.01367,0.00909,0.00333,-1.47817,0.10003,3.27742
0.48,0,0,16.654048,-0.01685,0.00183,-0.01821,-0.01405,0.00870,-0.01183,0.01261,0.00326,-1.47919,0.10025,3.27722
0.49,0,0,16.818799,-0.01711,0.00326,-0.02049,-0.01416,0.00886,-0.01144,0.00138,0.00298,-1.47747,0.10073,3.27754
0.50,0,0,16.858599,-0.01740,0.00519,-0.02041,-0.01397,0.00989,-0.01229,-0.01012,-0.00046,-1.47900,0.10076,3.27599
0.51,1,0,16.877488,-0.01765,0.00450,-0.01938,-0.01390,0.00803,-0.01158,-0.01330,0.00321,-1.47996,0.10069,3.27756
0.52,0,0,16.923311,-0.01873,0.00479,-0.02131,-0.01414,0.00914,-0.01254,-0.00098,0.00339,-1.47982,0.10050,3.27762
0.53,0,0,16.843009,-0.01812,0.00398,-0.02117,-0.01333,0.00890,-0.01154,0.00659,0.00262,-1.47495,0.10047,3.27620
0.54,0,0,16.701376,-0.01757,0.00263,-0.02040,-0.01504,0.00836,-0.01212,0.00428,0.00226,-1.47866,0.10100,3.27796
0.55,0,0,16.603655,-0.01257,0.00298,-0.01907,-0.01320,0.00858,-0.01215,0.00385,0.00229,-1.48031,0.10114,3.27713
0.56,0,0,16.466072,-0.01650,0.00440,-0.02101,-0.01595,0.00954,-0.01197,0.00507,0.00305,-1.47966,0.10079,3.27718
0.57,0,0,16.309649,-0.01242,0.00409,-0.02014,-0.01254,0.00966,-0.01255,0.00153,0.00272,-1.47462,0.10081,3.27763
0.58,0,0,16.135496,-0.01880,0.00352,-0.01998,-0.01219,0.00770,-0.01174,0.00595,0.00240,-1.47752,0.10120,3.27797
0.59,0,0,16.033684,-0.01665,0.00272,-0.02095,-0.01185,0.00829,-0.01217,0.00507,0.00186,-1.47493,0.10112,3.27667
0.60,0,0,15.976046,-0.02446,0.00446,-0.01897,-0.01453,0.00759,-0.01207,0.00519,0.00244,-1.47540,0.10078,3.27754
0.61,0,0,15.796594,-0.01912,0.00439,-0.02014,-0.01349,0.00828,-0.01084,0.00579,0.00338,-1.47896,0.10075,3.27734
0.62,0,0,15.704221,-0.01650,0.00240,-0.02046,-0.01167,0.00837,-0.01229,0.00466,0.00316,-1.47840,0.10077,3.27725
0.63,0,0,15.534188,-0.01807,0.00287,-0.02111,-0.01414,0.00924,-0.01268,0.00553,0.00201,-1.47876,0.10097,3.27739
0.64,0,0,15.421969,-0.01890,0.00529,-0.02148,-0.01620,0.00898,-0.01227,0.00796,0.00293,-1.47937,0.10121,3.27754
0.65,0,0,15.291385,-0.01593,0.00444,-0.02050,-0.01485,0.00694,-0.01263,0.00503,0.00156,-1.48008,0.10086,3.27742
0.66,0,0,15.180115,-0.01783,0.00201,-0.02070,-0.01392,0.00846,-0.01238,0.00437,0.00250,-1.48119,0.09962,3.27731
0.67,0,0,15.083142,-0.02597,0.00352,-0.02034,-0.01954,0.00909,-0.01244,0.00549,0.00200,-1.47972,0.09906,3.27708
0.68,0,0,14.929393,-0.01812,0.00279,-0.02044,-0.01346,0.00877,-0.01278,0.00546,0.00250,-1.47913,0.09899,3.27753
0.69,0,0,14.749133,-0.01840,0.00300,-0.01968,-0.01337,0.00773,-0.01296,0.00454,0.00293,-1.47879,0.09914,3.27711
0.70,0,0,14.645563,-0.01754,0.00496,-0.01989,-0.01331,0.00880,-0.01284,0.00545,0.00276,-1.47900,0.09954,3.27701
0.71,0,0,14.492655,-0.01991,-0.00182,-0.02157,-0.01768,0.00899,-0.01299,0.00602,0.00247,-1.47964,0.09940,3.27725
0.72,0,0,14.341262,-0.01830,0.00318,-0.02014,-0.01294,0.00852,-0.01328,0.00596,0.00309,-1.47786,0.09942,3.27809
0.73,0,0,14.198186,-0.01776,0.00331,-0.01974,-0.01375,0.00805,-0.01199,0.00511,0.00317,-1.47941,0.09996,3.27774
0.74,0,0,14.064354,-0.01784,0.00423,-0.02111,-0.01554,0.00988,-0.01220,0.00530,0.00257,-1.47946,0.10042,3.27708
0.75,0,0,13.977735,-0.01755,0.00485,-0.01974,-0.01331,0.00838,-0.01288,0.00594,0.00308,-1.47728,0.10050,3.27632
0.76,0,0,13.866120,-0.01796,0.00390,-0.02095,-0.01263,0.00916,-0.01269,0.00628,0.00214,-1.47799,0.10098,3.27698
0.77,0,0,13.759858,-0.01816,0.00275,-0.01967,-0.01276,0.00796,-0.01196,0.00374,0.00172,-1.48019,0.10086,3.27706
0.78,0,0,13.646658,-0.01721,0.00504,-0.02029,-0.01229,0.00745,-0.01304,0.00500,0.00262,-1.47950,0.10082,3.27692
0.79,0,0,13.505842,-0.01752,0.00354,-0.02024,-0.01370,0.00762,0.01522,0.00539,0.00300,-1.47736,0.10123,3.27715
0.80,0,0,13.404868,-0.01960,0.00412,-0.01989,-0.01316,0.00817,-0.01249,0.00419,0.00226,-1.48562,0.10148,3.27623
0.81,0,0,13.314988,-0.01783,0.00387,-0.02084,-0.01322,0.00974,-0.01133,0.00461,0.00137,-1.47956,0.10093,3.27722
0.82,0,0,13.247735,-0.01826,0.00328,-0.02086,-0.01422,0.00912,-0.01225,0.00597,0.00122,-1.47747,0.10023,3.27763
0.83,0,0,13.150816,-0.01713,0.00305,-0.02003,-0.01378,0.00846,-0.01372,0.00522,0.00402,-1.47688,0.09943,3.27690
0.84,0,0,13.091672,-0.01818,0.00472,-0.02084,-0.01417,0.00798,-0.01198,-0.00547,0.02054,-1.47984,0.10028,3.27605
0.85,0,1,13.041518,-0.01565,0.00507,-0.01963,-0.01566,0.00819,-0.01176,0.01259,0.00296,-1.47922,0.10110,3.27722
0.86,0,0,13.084964,-0.01816,0.00018,-0.01836,-0.01489,0.00853,-0.01195,0.00668,-0.00800,-1.47823,0.10112,3.27715
0.87,0,0,13.588241,-0.02360,-0.00274,-0.02029,-0.01265,0.00763,-0.01194,-0.00944,0.00380,-1.48005,0.10059,3.27731
0.88,0,0,13.883431,-0.01804,0.00291,-0.01952,-0.01421,0.00843,-0.01164,0.00058,0.00248,-1.47988,0.09966,3.27686
0.89,0,0,14.172245,-0.01933,0.00246,-0.02031,-0.01073,0.00877,-0.01328,0.00697,0.00328,-1.47805,0.09945,3.27669
0.90,0,0,14.515631,-0.01801,0.00170,-0.01853,-0.01575,0.00832,-0.01264,-0.01936,-0.00944,-1.47903,0.09985,3.27667
0.91,0,0,14.813468,-0.01732,0.00284,-0.01802,-0.01417,0.00877,-0.01184,0.03055,-0.00148,-1.47864,0.09985,3.27666
0.92,0,0,15.112189,-0.01635,0.00356,-0.02234,-0.01387,0.00777,-0.01196,-0.01582,-0.01071,-1.47784,0.09954,3.27677
0.93,0,0,15.421860,-0.01757,0.00298,-0.02110,-0.01250,0.00826,-0.01186,0.00580,0.00211,-1.47861,0.09921,3.27707
0.94,0,0,15.735401,-0.01781,0.00339,-0.02132,-0.01393,0.00879,-0.01319,0.01116,-0.00037,-1.47932,0.09898,3.27766
0.95,0,0,16.024583,-0.01770,0.00251,-0.01989,-0.01324,0.00717,-0.01225,0.00330,0.00381,-1.47914,0.09931,3.27739
0.96,0,0,16.383301,-0.01625,0.00308,-0.01984,-0.01397,0.00878,-0.01233,0.00455,0.00267,-1.47938,0.09942,3.27806
0.97,0,0,16.606669,-0.01709,0.00322,-0.02014,-0.01503,0.00826,-0.01262,0.00320,0.00316,-1.47680,0.09844,3.27667
0.98,1,0,16.772275,-0.01778,0.00414,-0.01865,-0.01558,0.00832,-0.01168,0.00565,0.00206,-1.47921,0.09707,3.27747
0.99,0,0,16.697954,-0.01743,0.00236,-0.02130,-0.01305,0.01002,-0.01320,0.00628,0.00328,-1.48018,0.09697,3.27695
1.00,0,0,16.556293,-0.01687,0.00389,-0.02005,-0.01343,0.00860,-0.01246,0.00273,0.00325,-1.47821,0.09769,3.27710
1.01,0,0,16.401546,-0.01606,0.00447,-0.02056,-0.01270,0.00919,-0.01295,0.00608,0.00254,-1.47952,0.09824,3.27733
1.02,0,0,16.295603,-0.01802,0.00315,-0.02003,-0.01334,0.00756,-0.01186,0.00407,0.00300,-1.48033,0.09827,3.27710
1.03,0,0,16.159187,-0.01807,0.00446,-0.02040,-0.01426,0.00857,-0.01105,0.00635,0.00203,-1.47921,0.09833,3.27748
1.04,0,0,15.995048,-0.02123,0.00389,-0.02009,-0.01370,0.00907,-0.01300,0.00484,0.00275,-1.47846,0.09772,3.27715
1.05,0,0,15.833452,-0.01790,0.00346,-0.02045,-0.01476,0.00792,-0.01223,0.00533,0.00219,-1.47990,0.09800,3.27756
1.06,0,0,15.678205,-0.01724,0.00378,-0.02110,-0.01400,0.00783,-0.01212,0.00379,0.00284,-1.47828,0.09892,3.27740
1.07,0,0,15.571453,-0.01648,0.00386,-0.01938,-0.01408,0.00914,-0.01207,-0.00051,0.00187,-1.47902,0.09955,3.27724
1.08,0,0,15.490614,-0.01698,0.00328,-0.02014,-0.01316,0.00926,-0.01223,0.00580,0.00267,-1.47829,0.09997,3.27666
1.09,0,0,15.488984,-0.01881,0.00451,-0.01999,-0.01368,0.00769,-0.01076,0.00598,0.00301,-1.48131,0.10006,3.27787
1.10,0,0,15.693412,-0.01724,0.00394,-0.02005,-0.01355,0.00711,-0.01136,0.00577,0.00232,-1.48033,0.09976,3.27713
1.11,0,0,15.862431,-0.02296,0.00350,-0.02142,-0.01389,0.00918,-0.01259,0.00490,0.00249,-1.47926,0.10029,3.27744
1.12,0,0,14.967045,-0.02197,0.00216,-0.02000,-0.01376,0.00807,-0.01306,0.00444,0.00314,-1.47821,0.10112,3.27783
1.13,0,0,15.042245,-0.02031,0.00443,-0.02140,-0.01322,0.00895,-0.01264,0.00449,0.00273,-1.47834,0.10138,3.27591
1.14,0,0,15.030134,-0.01768,0.00479,-0.02101,-0.01364,0.00941,-0.01279,0.00377,0.00255,-1.48011,0.10082,3.27635
1.15,0,0,14.821670,-0.01628,0.00374,-0.02070,-0.01208,0.00821,-0.01491,0.00624,0.00265,-1.47795,0.10025,3.27766
1.16,0,0,15.123886,-0.01622,0.00264,-0.02135,-0.01416,0.00788,-0.01188,0.00393,0.00242,-1.47723,0.10011,3.27646
1.17,0,0,14.673076,-0.01729,0.00296,-0.01933,-0.01493,0.00970,-0.01124,0.00443,0.00200,-1.47292,0.10062,3.27791
1.18,0,0,14.291971,-0.01624,0.00411,-0.01989,-0.01412,0.00919,-0.01225,0.00531,0.00311,-1.47982,0.10067,3.27686
1.19,0,0,14.038181,-0.02145,0.00423,-0.02086,-0.01448,0.00870,-0.01349,0.00545,0.00266,-1.47881,0.09992,3.27728
1.20,0,0,13.926020,-0.01685,0.00223,-0.01974,-0.01496,0.00858,-0.01274,0.00507,0.00316,-1.48078,0.09999,3.27783
1.21,0,0,13.832583,-0.01743,0.00361,-0.01974,-0.01290,0.00833,-0.01685,0.00594,0.00283,-1.48574,0.10047,3.27716
1.22,0,0,13.736084,-0.01759,0.00374,-0.02172,-0.01391,0.00819,-0.01183,0.00535,0.00333,-1.48048,0.10011,3.27718
1.23,0,0,13.627929,-0.01764,0.00362,-0.01968,-0.01376,0.00732,-0.01349,0.00539,0.00397,-1.47833,0.10009,3.27730
1.24,0,0,13.468214,-0.01952,0.00400,-0.01960,-0.01458,0.00860,-0.01122,0.00337,0.00178,-1.48041,0.10022,3.27649
1.25,0,0,13.343501,-0.01753,0.00403,-0.02081,-0.01333,0.00795,-0.01236,0.00602,0.00372,-1.47910,0.10001,3.27733
1.26,0,0,13.281840,-0.01875,0.00381,-0.02050,-0.01411,0.00925,-0.01177,0.00324,0.00168,-1.47948,0.10022,3.27667
1.27,0,0,13.191707,-0.01777,0.00382,-0.01974,-0.01341,0.00841,-0.01194,0.00493,0.00071,-1.47932,0.10101,3.27631
1.28,0,1,13.111605,-0.01766,0.00110,-0.02049,-0.01728,0.00875,-0.01185,-0.00504,0.00264,-1.47897,0.10100,3.27734
1.29,0,0,13.058704,-0.01434,0.00320,-0.01974,-0.01409,0.00882,-0.01234,-0.01366,0.00019,-1.47900,0.10034,3.27762
1.30,0,0,13.422481,-0.01685,0.00405,-0.01685,-0.01110,0.00826,-0.01163,-0.01476,0.00383,-1.47895,0.09967,3.27728
1.31,0,0,13.575177,-0.02045,0.00535,-0.02329,-0.00890,0.00850,-0.01306,0.00165,0.00383,-1.47756,0.10008,3.27742
1.32,0,0,14.177969,-0.02106,0.00550,-0.01815,-0.01323,0.00755,-0.01212,-0.00443,0.00267,-1.48224,0.10118,3.27794
1.33,0,0,14.466884,-0.01696,0.00350,-0.01376,-0.01382,0.00846,-0.01168,0.03874,-0.00174,-1.48027,0.10179,3.27695
1.34,0,0,14.871744,-0.01787,0.00370,-0.01821,-0.01411,0.00778,-0.01409,0.00706,0.00853,-1.47717,0.10162,3.27733
1.35,0,0,15.267878,-0.01842,0.00400,-0.01967,-0.01385,0.00907,-0.01126,-0.01291,0.00854,-1.47949,0.10111,3.27780
1.36,0,0,15.681963,-0.01886,0.00460,-0.02171,-0.01421,0.00904,-0.01253,0.01295,-0.00026,-1.47972,0.10087,3.27757
1.37,0,0,16.029881,-0.01896,0.00404,-0.02146,-0.01332,0.00829,-0.01211,0.00289,0.00096,-1.47810,0.10094,3.27664
1.38,0,0,16.210328,-0.01807,0.00543,-0.02009,-0.01360,0.00793,-0.01285,0.00759,0.00283,-1.47515,0.10101,3.27658
1.39,1,0,16.332291,-0.01442,0.00417,-0.01978,-0.01292,0.00887,-0.01202,0.00790,0.00204,-1.48052,0.10056,3.27635
1.40,0,0,16.245824,-0.01903,0.00253,-0.01978,-0.01297,0.00798,-0.01282,0.00524,0.00372,-1.48012,0.09949,3.27713
1.41,0,0,16.138969,-0.01812,0.00382,-0.01775,-0.01329,0.00846,-0.01269,0.00583,0.00327,-1.48066,0.09974,3.27718
1.42,0,0,15.983785,-0.01713,0.00377,-0.02111,-0.01499,0.00812,-0.01255,0.00323,0.00297,-1.47688,0.10046,3.27680
1.43,0,0,15.732358,-0.02009,0.00891,-0.02085,-0.01335,0.00823,-0.01379,0.00632,0.00292,-1.47798,0.10116,3.27687
1.44,0,0,15.622702,-0.01678,0.00270,-0.02162,-0.01306,0.00803,-0.01470,0.00492,0.00441,-1.47693,0.10167,3.27704
1.45,0,0,15.526703,-0.01724,0.16848,-0.02015,-0.01406,0.00866,-0.01141,0.00493,0.00323,-1.48051,0.10209,3.27719
1.46,0,0,15.352033,-0.00477,0.00240,-0.02121,-0.01441,0.00873,-0.01393,0.00553,0.00164,-1.47773,0.10220,3.27738
1.47,0,0,15.157568,-0.02030,0.01729,-0.01953,-0.01397,0.00883,-0.01340,0.00683,0.00219,-1.48056,0.10225,3.27737
1.48,0,0,14.988626,-0.01591,-0.00580,-0.02150,-0.01353,0.00786,-0.01194,0.00680,0.00239,-1.47776,0.10164,3.27716
1.49,0,0,14.891228,-0.01831,0.00737,-0.01881,-0.01274,0.00914,-0.01324,0.00530,0.00278,-1.47941,0.10031,3.27728
1.50,0,0,14.780614,-0.01798,0.00558,-0.01953,-0.01411,0.01045,-0.01105,0.00501,0.00303,-1.47885,0.10016,3.27742
1.51,0,0,14.673753,-0.01899,0.00041,-0.02015,-0.01212,0.00875,-0.01231,0.00700,0.00160,-1.47410,0.10055,3.27678
1.52,0,0,14.516502,-0.01648,0.00798,-0.01924,-0.01316,0.00810,-0.01194,0.00518,0.00278,-1.47930,0.10094,3.27744
1.53,0,0,14.339551,-0.01759,-0.00213,-0.02081,-0.01427,0.00940,-0.01266,0.00629,0.00128,-1.47928,0.10134,3.27629
1.54,0,0,14.209580,-0.01765,0.00344,-0.01974,-0.01280,0.00835,-0.03425,0.00500,0.00167,-1.48047,0.10183,3.27704
1.55,0,0,14.110158,-0.01689,0.00383,-0.02024,-0.01348,0.00872,-0.01183,0.00567,0.00203,-1.47649,0.10146,3.27768
1.56,0,0,14.002290,-0.01773,0.00199,-0.02009,-0.01180,0.00780,-0.01031,0.00485,0.00264,-1.47794,0.10060,3.27760
1.57,0,0,13.914919,-0.02094,0.00533,-0.01993,-0.01356,0.00801,-0.01153,0.00515,0.00216,-1.48566,0.10092,3.27695
1.58,0,0,13.798180,-0.01815,0.00190,-0.02100,-0.01329,0.00846,-0.01175,0.00626,0.00290,-1.47801,0.10118,3.27701
1.59,0,0,13.699203,-0.01935,0.00356,-0.02116,-0.01437,0.00933,-0.01617,0.00588,0.00259,-1.47737,0.10116,3.27715
1.60,0,0,13.589360,-0.01705,0.00470,-0.02071,-0.01471,0.00934,-0.01259,0.00645,0.00305,-1.47921,0.10104,3.27670
1.61,0,0,13.419965,-0.01537,0.00179,-0.02038,-0.01586,0.01495,-0.01163,0.00804,0.00322,-1.47970,0.10117,3.27709
1.62,0,0,13.265846,-0.01389,0.00435,-0.01846,-0.01448,0.00779,-0.01283,0.00693,0.00270,-1.47870,0.10155,3.27661
1.63,0,0,13.168896,-0.01781,0.00408,-0.02030,-0.01213,0.00768,-0.03450,0.00581,0.00134,-1.48187,0.10224,3.27672
1.64,0,0,13.137981,-0.01707,0.00369,-0.02034,-0.01319,0.00769,-0.01120,0.00552,0.00264,-1.47984,0.10190,3.27719
1.65,0,0,13.108837,-0.01798,0.00259,-0.02054,-0.01303,0.00873,-0.01320,0.00531,0.00344,-1.47970,0.10081,3.27772
1.66,0,1,12.993215,-0.01678,0.00119,-0.02112,-0.01484,0.00739,-0.01203,-0.00412,-0.01445,-1.47459,0.10015,3.27514
1.67,0,0,13.047314,-0.01634,0.00309,-0.01954,-0.01478,0.00863,-0.01246,0.00474,0.00154,-1.47942,0.10008,3.27774
1.68,0,0,13.203246,-0.00952,0.00330,-0.02123,-0.01352,0.00869,-0.01223,0.00683,0.00149,-1.47790,0.10001,3.27832
1.69,0,0,14.376952,-0.01727,0.00749,-0.02049,-0.01667,0.00960,-0.01281,0.03618,0.00411,-1.48036,0.10025,3.27725
1.70,0,0,14.260326,-0.01729,0.00471,-0.01925,-0.01071,0.00860,-0.01225,-0.02238,0.00350,-1.48316,0.09993,3.27751
1.71,0,0,14.368135,-0.01754,0.00544,-0.01228,-0.01284,0.00880,-0.01215,-0.00918,0.00190,-1.47959,0.09897,3.27810
1.72,0,0,14.534082,-0.01680,0.00612,-0.01158,-0.01146,0.00869,-0.01155,-0.01291,0.00054,-1.47761,0.09896,3.27729
1.73,0,0,14.799000,-0.01626,0.00483,-0.02843,-0.01455,0.00822,-0.01165,0.01086,0.00154,-1.47983,0.09979,3.27702
1.74,1,0,15.032646,-0.01772,0.00289,-0.02090,-0.00919,0.00845,-0.01312,0.00439,0.00342,-1.48128,0.10086,3.27739
1.75,0,0,14.985594,-0.01702,0.00191,-0.01709,-0.01024,0.00831,-0.01061,0.01117,0.00427,-1.47820,0.10105,3.27777
1.76,0,0,14.954293,-0.01648,0.00961,-0.01797,-0.01566,0.00919,-0.01240,0.00638,0.00292,-1.47992,0.10021,3.27734
1.77,0,0,14.902259,-0.01619,0.00460,-0.02055,-0.01373,0.00780,-0.01199,0.00727,0.00203,-1.47913,0.10014,3.27623
1.78,0,0,14.691833,-0.01866,0.00220,-0.01958,-0.01176,0.00833,-0.01183,0.00493,0.00385,-1.47690,0.10000,3.27733
1.79,0,0,14.444393,-0.01733,0.00324,-0.01978,-0.01205,0.00844,-0.01216,0.00397,0.00219,-1.47859,0.10016,3.27744
1.80,0,0,14.333019,-0.01807,0.00261,-0.01984,-0.01325,0.00859,-0.01360,0.00519,0.00321,-1.47726,0.09992,3.27744
1.81,0,0,14.190271,-0.02110,0.00444,-0.02101,-0.01299,0.00818,-0.01182,0.00482,0.00298,-1.48019,0.10014,3.27765
1.82,0,0,14.040078,-0.01811,0.00544,-0.02019,-0.01513,0.00836,-0.01172,0.00481,0.00267,-1.47989,0.09964,3.27778
1.83,0,0,13.911964,-0.01613,0.00278,-0.02076,-0.01384,0.00900,-0.01298,0.00334,0.00357,-1.47968,0.09946,3.27672
1.84,0,0,13.801567,-0.01774,0.00339,-0.02050,-0.01516,0.00849,-0.01130,0.00583,0.00283,-1.48127,0.09935,3.27708
1.85,0,0,13.718311,-0.01768,0.00615,-0.01942,-0.01584,0.00720,-0.01358,0.00616,0.00223,-1.47889,0.09821,3.27716
1.86,0,0,13.643713,-0.01744,0.00424,-0.02115,-0.01601,0.00865,-0.01261,0.00500,0.00267,-1.48029,0.09816,3.27670
1.87,0,0,13.539070,-0.01908,0.00440,-0.01942,-0.01329,0.00823,-0.01124,0.00587,0.00329,-1.47751,0.09764,3.27670
1.88,0,0,13.378464,-0.01622,0.00367,-0.02162,-0.01259,0.00843,-0.01318,0.00526,0.00380,-1.47984,0.09755,3.27746
1.89,0,0,13.289421,-0.01700,0.00385,-0.02157,-0.01281,0.00238,-0.01332,0.00862,0.00363,-1.47778,0.09782,3.27791
