"Time","46 sw offset","45 sw onset","23 toex (cm)","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
6.12,0,0,14.462961,-0.01682,0.00349,-0.02012,-0.01406,0.00768,-0.01248,0.01200,0.00165,-1.47670,0.10198,3.27734
6.13,0,0,14.542014,-0.01978,0.00176,-0.02203,-0.01400,0.00854,-0.01299,-0.00296,-0.00130,-1.47844,0.10178,3.27675
6.14,0,0,14.577259,-0.02027,0.00476,-0.02172,-0.01508,0.00721,-0.01200,-0.00597,0.00170,-1.47960,0.10155,3.27707
6.15,0,0,14.560733,-0.01792,0.00239,-0.01821,-0.01926,0.00810,-0.01328,-0.01299,0.00356,-1.48098,0.10157,3.27823
6.16,0,0,14.569437,-0.01770,0.00378,-0.02281,-0.01355,0.00777,-0.01197,-0.00132,0.00085,-1.47852,0.10135,3.27689
6.17,0,0,14.589575,-0.02200,0.00782,-0.02248,-0.01329,0.00824,-0.01218,0.00541,0.00110,-1.47889,0.10167,3.27736
6.18,0,0,14.595056,-0.01722,0.00259,-0.02152,-0.01467,0.00853,-0.01186,-0.00695,-0.00070,-1.47942,0.10163,3.27702
6.19,0,0,14.634025,-0.01855,0.00515,-0.02020,-0.01317,0.00844,-0.01113,0.02997,0.00203,-1.48109,0.10087,3.27608
6.20,0,0,14.719839,-0.01814,0.00355,-0.01812,-0.01174,0.00779,-0.01329,0.00154,0.00533,-1.48051,0.10019,3.27814
6.21,0,0,14.919655,-0.01692,0.00362,-0.01953,-0.01294,0.00764,-0.01220,0.01182,0.00317,-1.47740,0.10040,3.27763
6.22,0,0,15.261142,-0.01730,0.00435,-0.01815,-0.01382,0.00829,-0.01308,-0.03152,0.02175,-1.47974,0.10067,3.27725
6.23,0,0,15.504864,-0.01633,0.00294,-0.02152,-0.01385,0.00809,-0.01235,-0.00005,0.00203,-1.47819,0.10108,3.27673
6.24,0,0,15.743593,-0.01840,0.00228,-0.02075,-0.01461,0.00898,-0.01254,0.00322,0.00262,-1.47795,0.10060,3.27736
6.25,0,0,15.927183,-0.01759,0.00410,-0.02126,-0.01302,0.00809,-0.01240,-0.00261,0.00369,-1.47911,0.09976,3.27673
6.26,1,0,16.069616,-0.01945,0.00385,-0.02044,-0.01356,0.00843,-0.01419,0.00670,0.00387,-1.47946,0.09894,3.27715
6.27,0,0,15.969397,-0.01448,0.00330,-0.02139,-0.01212,0.00570,-0.00901,0.00667,0.00212,-1.47930,0.09912,3.27771
6.28,0,0,15.828137,-0.01752,0.00400,-0.02050,-0.01459,0.00958,-0.01190,0.00495,0.00282,-1.47852,0.10085,3.27768
6.29,0,0,15.728763,-0.01605,0.00406,-0.02125,-0.01478,0.00972,-0.01282,0.00627,0.00193,-1.48088,0.10114,3.27744
6.30,0,0,15.602069,-0.01818,0.00443,-0.02044,-0.01246,0.00750,-0.01215,0.00578,0.00377,-1.47841,0.10074,3.27664
