"Time","61 right DS","60 left DS","37a CoMy (cm)","37 CoMy (cm)","v5 L COP","v4 R COP","v3 xCoM","35 FRy (cm)","30 HRy (cm)","3 Platform"
0.000,0,0,0.807925,4.892019,0.000000,0.000000,4.932726,4.515316,3.079615,1.48471
0.001,0,0,0.840994,4.892864,0.000000,0.000000,4.935342,4.516390,3.077326,1.48224
0.002,0,0,0.881498,4.893773,0.000000,0.000000,4.938044,4.519276,3.075182,1.48391
0.003,0,0,0.922002,4.894682,0.000000,0.000000,4.940767,4.522162,3.073039,1.48310
0.004,0,0,0.962506,4.895591,0.000000,0.000000,4.943590,4.525048,3.070895,1.48465
0.005,0,0,1.003341,4.896535,0.000000,0.000000,4.946435,4.527783,3.069012,1.48477
0.006,0,0,1.047374,4.897814,0.000000,0.000000,4.949383,4.529062,3.069638,1.48458
0.007,0,0,1.091407,4.899093,0.000000,0.000000,4.952355,4.530342,3.070263,1.48455
0.008,0,0,1.135440,4.900371,0.000000,0.000000,4.955434,4.531621,3.070889,1.48365
0.009,0,0,1.179127,4.901652,0.000000,0.000000,4.958539,4.532436,3.071506,1.48311
0.010,0,0,1.219482,4.902957,0.000000,0.000000,4.961767,4.528774,3.072047,1.48494
0.011,0,0,1.259837,4.904262,0.000000,0.000000,4.965024,4.525111,3.072587,1.48457
0.012,0,0,1.300192,4.905566,0.000000,0.000000,4.968418,4.521449,3.073128,1.48444
0.013,0,0,1.340483,4.906896,0.000000,0.000000,4.971842,4.517689,3.073165,1.48490
0.014,0,0,1.380157,4.908461,0.000000,0.000000,4.975409,4.512992,3.068350,1.48371
0.015,0,0,1.419831,4.910027,0.000000,0.000000,4.979005,4.508296,3.063534,1.48527
0.016,0,0,1.459506,4.911592,0.000000,0.000000,4.982746,4.503600,3.058719,1.48472
0.017,0,0,1.499406,4.913171,0.000000,0.000000,4.986515,4.499475,3.054622,1.48321
0.018,0,0,1.541482,4.914885,0.000000,0.000000,4.990422,4.500865,3.057446,1.48273
0.019,0,0,1.583558,4.916599,0.000000,0.000000,4.994356,4.502254,3.060269,1.48396
0.020,0,0,1.625634,4.918313,0.000000,0.000000,4.998415,4.503643,3.063092,1.48527
0.021,0,0,1.668488,4.920047,0.000000,0.000000,5.002501,4.505207,3.065980,1.48488
0.022,0,0,1.718847,4.921973,0.000000,0.000000,5.006709,4.508449,3.069489,1.48504
0.023,0,0,1.769205,4.923898,0.000000,0.000000,5.010944,4.511692,3.072997,1.48433
0.024,0,0,1.819564,4.925824,0.000000,0.000000,5.015309,4.514934,3.076505,1.48386
0.025,0,0,1.870445,4.927771,0.000000,0.000000,5.019700,4.518038,3.080251,1.48544
0.026,0,0,1.926366,4.929924,0.000000,0.000000,5.024215,4.519805,3.086287,1.48441
0.027,0,0,1.982288,4.932077,0.000000,0.000000,5.028754,4.521574,3.092323,1.48461
0.028,0,0,2.038210,4.934230,0.000000,0.000000,5.033408,4.523341,3.098359,1.48437
0.029,0,0,2.094509,4.936406,0.000000,0.000000,5.038085,4.525208,3.104501,1.48486
0.030,0,0,2.154446,4.938794,0.000000,0.000000,5.042875,4.528028,3.111667,1.48474
0.031,0,0,2.214384,4.941183,0.000000,0.000000,5.047687,4.530849,3.118833,1.48376
0.032,0,0,2.274321,4.943571,0.000000,0.000000,5.052599,4.533669,3.125999,1.48423
0.033,0,0,2.334195,4.945970,0.000000,0.000000,5.057525,4.536027,3.132970,1.48381
0.034,0,0,2.393454,4.948463,0.000000,0.000000,5.062513,4.533934,3.138057,1.47971
0.035,0,0,2.452713,4.950957,0.000000,0.000000,5.067505,4.531840,3.143145,1.48453
0.036,0,0,2.511973,4.953451,0.000000,0.000000,5.072517,4.529746,3.148232,1.48560
0.037,0,0,2.571221,4.955932,0.000000,0.000000,5.077526,4.527605,3.153541,1.48746
0.038,0,0,2.630353,4.958290,0.000000,0.000000,5.082519,4.525006,3.160982,1.48593
0.039,0,0,2.689486,4.960648,0.000000,0.000000,5.087500,4.522408,3.168422,1.48311
0.040,0,0,2.748619,4.963006,0.000000,0.000000,5.092422,4.519809,3.175863,1.48392
0.041,0,0,2.807370,4.965388,0.000000,0.000000,5.097321,4.517579,3.183590,1.48298
0.042,0,0,2.862439,4.968009,0.000000,0.000000,5.102106,4.518910,3.194084,1.48304
0.043,0,0,2.917509,4.970630,0.000000,0.000000,5.106856,4.520242,3.204578,1.48350
0.044,0,0,2.972579,4.973250,0.000000,0.000000,5.111447,4.521573,3.215072,1.48252
0.045,0,0,3.026498,4.975868,0.000000,0.000000,5.115997,4.523083,3.224804,1.48430
0.046,0,0,3.069329,4.978448,0.000000,0.000000,5.120357,4.526315,3.227196,1.48334
0.047,0,0,3.112160,4.981029,0.000000,0.000000,5.124669,4.529548,3.229587,1.48323
0.048,0,0,3.154991,4.983609,0.000000,0.000000,5.128757,4.532780,3.231978,1.48557
0.049,0,0,3.196645,4.986185,0.000000,0.000000,5.132789,4.535768,3.235353,1.48384
0.050,0,0,3.226959,4.988716,0.000000,0.000000,5.136559,4.536391,3.248204,1.48708
0.051,0,0,3.257273,4.991248,0.000000,0.000000,5.140263,4.537014,3.261055,1.48321
0.052,0,0,3.287587,4.993780,0.000000,0.000000,5.143663,4.537638,3.273906,1.48428
0.053,0,0,3.316308,4.996282,0.000000,0.000000,5.146987,4.538764,3.286140,1.48442
0.054,0,0,3.329679,4.998499,0.000000,0.000000,5.149954,4.544738,3.292429,1.48283
0.055,0,0,3.343051,5.000716,0.000000,0.000000,5.152832,4.550712,3.298719,1.48380
0.056,0,0,3.356422,5.002934,0.000000,0.000000,5.155291,4.556685,3.305008,1.48476
0.057,0,0,3.368174,5.005151,0.000000,0.000000,5.157651,4.562149,3.311219,1.48380
0.058,0,0,3.364320,5.007369,0.000000,0.000000,5.159549,4.562693,3.316662,1.48514
0.059,0,0,3.360466,5.009586,0.000000,0.000000,5.161346,4.563237,3.322104,1.48527
0.060,0,0,3.356611,5.011804,0.000000,0.000000,5.162667,4.563781,3.327548,1.48344
0.061,0,0,3.350280,5.014014,0.000000,0.000000,5.163888,4.564302,3.332843,1.48514
0.062,0,0,3.320081,5.016156,0.000000,0.000000,5.164632,4.564595,3.336712,1.48696
0.063,0,0,3.289881,5.018298,0.000000,0.000000,5.165276,4.564888,3.340581,1.48311
0.064,0,0,3.259681,5.020440,0.000000,0.000000,5.165445,4.565181,3.344451,1.48410
0.065,0,0,3.226135,5.022587,0.000000,0.000000,5.165517,4.565450,3.348733,1.48539
0.066,0,0,3.160339,5.024787,0.000000,0.000000,5.165133,4.565488,3.356997,1.48502
0.067,0,0,3.094543,5.026987,0.000000,0.000000,5.164661,4.565525,3.365261,1.48377
0.068,0,0,3.028747,5.029187,0.000000,0.000000,5.163772,4.565562,3.373525,1.48533
0.069,0,0,2.960472,5.031362,0.512918,0.000000,5.162801,4.565206,3.381574,1.48340
0.070,0,0,2.868306,5.033300,3.427226,0.000000,5.161449,4.561055,3.387553,1.48467
0.071,0,1,2.776140,5.035238,5.828822,0.000000,5.160017,4.556905,3.393532,1.48588
0.072,0,1,2.683974,5.037177,5.829998,0.000000,5.158212,4.552754,3.399511,1.48288
0.073,0,1,2.590584,5.039104,5.831422,0.000000,5.156326,4.548159,3.405805,1.48264
0.074,0,1,2.485399,5.040927,5.834012,0.000000,5.154066,4.539281,3.415140,1.48451
0.075,0,1,2.380214,5.042750,5.836136,0.000000,5.151728,4.530402,3.424475,1.48586
0.076,0,1,2.275029,5.044574,5.836079,0.000000,5.149032,4.521524,3.433810,1.48424
0.077,0,1,2.170014,5.046363,5.835085,0.000000,5.146264,4.513462,3.443429,1.48398
0.078,0,1,2.066632,5.047829,5.829709,0.000000,5.143164,4.513265,3.455785,1.48405
0.079,0,1,1.963250,5.049294,5.824594,0.000000,5.139999,4.513068,3.468142,1.48331
0.080,0,1,1.859869,5.050760,5.820708,0.000000,5.136526,4.512870,3.480498,1.48404
0.081,0,1,1.756815,5.052204,5.818171,0.000000,5.132990,4.512253,3.493602,1.48398
0.082,0,1,1.656923,5.053431,5.821946,0.000000,5.129165,4.507581,3.513908,1.48367
0.083,0,1,1.557030,5.054657,5.825516,0.000000,5.125282,4.502908,3.534214,1.48210
0.084,0,1,1.457138,5.055884,5.828123,0.000000,5.121130,4.498236,3.554520,1.48260
0.085,0,1,1.356232,5.057082,5.828906,0.000000,5.116922,4.493754,3.574670,1.48458
0.086,0,1,1.245559,5.057993,5.821149,0.000000,5.112461,4.491104,3.593321,1.48394
0.087,0,1,1.134885,5.058904,5.813037,0.000000,5.107947,4.488454,3.611971,1.48478
0.088,0,1,1.024212,5.059815,5.803262,0.000000,5.103189,4.485804,3.630622,1.48640
0.089,0,1,0.912833,5.060687,5.794923,0.000000,5.098382,4.483778,3.649379,1.48441
0.090,0,1,0.794654,5.061169,5.793305,0.000000,5.093344,4.487766,3.669165,1.48543
0.091,0,1,0.676476,5.061651,5.792420,0.000000,5.088259,4.491754,3.688951,1.48510
0.092,0,1,0.558297,5.062133,5.794974,0.000000,5.082952,4.495742,3.708737,1.48381
0.093,0,1,0.438737,5.062584,5.797152,0.000000,5.077599,4.499343,3.726990,1.48456
0.094,0,1,0.305861,5.062739,5.797569,0.000000,5.072023,4.499216,3.730464,1.48449
0.095,0,1,0.172984,5.062894,5.797836,0.000000,5.066403,4.499088,3.733938,1.48488
0.096,0,1,0.040108,5.063049,5.797401,0.000000,5.060572,4.498960,3.737413,1.48414
0.097,0,1,-0.093121,5.063159,5.797259,0.000000,5.054704,4.497171,3.741403,1.48237
0.098,0,1,-0.229752,5.062826,5.798490,0.000000,5.048666,4.479367,3.750361,1.48444
0.099,0,1,-0.366383,5.062492,5.799733,0.000000,5.042603,4.461562,3.759319,1.48401
0.100,0,1,-0.503015,5.062160,5.801032,0.000000,5.036420,4.443757,3.768276,1.48463
0.101,0,1,-0.639208,5.061796,5.802022,0.000000,5.030218,4.425704,3.776741,1.48380
0.102,0,1,-0.771177,5.061139,5.801570,0.000000,5.023931,4.405260,3.780452,1.48665
0.103,0,1,-0.903147,5.060481,5.801238,0.000000,5.017631,4.384815,3.784163,1.48387
0.104,0,1,-1.035117,5.059824,5.801471,0.000000,5.011274,4.364371,3.787874,1.48365
0.105,0,1,-1.166027,5.059125,5.802248,0.000000,5.004914,4.349362,3.791493,1.48488
0.106,0,1,-1.286732,5.058028,5.805573,0.000000,4.998535,4.386750,3.794232,1.48500
0.107,0,1,-1.407436,5.056931,5.808883,0.000000,4.992162,4.424138,3.796971,1.48430
0.108,0,1,-1.528140,5.055833,5.812119,0.000000,4.985817,4.461525,3.799711,1.48507
0.109,0,1,-1.646947,5.054711,5.814705,0.000000,4.979486,4.494250,3.802051,1.48439
0.110,0,1,-1.747465,5.053347,5.814250,0.000000,4.973223,4.482037,3.800550,1.48283
0.111,0,1,-1.847984,5.051982,5.813435,0.000000,4.966979,4.469824,3.799048,1.48418
0.112,0,1,-1.948502,5.050618,5.810933,0.000000,4.960824,4.457611,3.797546,1.48523
0.113,0,1,-2.047866,5.049226,5.808563,0.000000,4.954692,4.445730,3.796196,1.48381
0.114,0,1,-2.136109,5.047580,5.806809,0.000000,4.948659,4.437048,3.796305,1.48610
0.115,0,1,-2.224351,5.045934,5.805413,0.000000,4.942655,4.428368,3.796414,1.48314
0.116,0,1,-2.312593,5.044288,5.805696,0.000000,4.936779,4.419686,3.796523,1.48510
0.117,0,1,-2.400033,5.042632,5.806372,0.000000,4.930945,4.411200,3.796168,1.48386
0.118,0,1,-2.479747,5.040889,5.808891,0.000000,4.925301,4.404588,3.791340,1.48297
0.119,0,1,-2.559461,5.039145,5.811312,0.000000,4.919711,4.397976,3.786511,1.48287
0.120,0,1,-2.639175,5.037402,5.813271,0.000000,4.914369,4.391364,3.781683,1.48748
0.121,0,1,-2.718409,5.035657,5.814723,0.000000,4.909087,4.385407,3.777249,1.48398
0.122,0,1,-2.793016,5.033895,5.813803,0.000000,4.904087,4.385767,3.776619,1.48427
0.123,0,1,-2.867624,5.032134,5.813026,0.000000,4.899151,4.386127,3.775989,1.48618
0.124,0,1,-2.942231,5.030372,5.812919,0.000000,4.894516,4.386487,3.775359,1.48347
0.125,0,1,-3.015542,5.028570,5.813609,0.000000,4.889951,4.385963,3.773999,1.48274
0.126,0,1,-3.076349,5.026384,5.818035,0.000000,4.885716,4.376920,3.765600,1.48453
0.127,0,1,-3.137155,5.024197,5.822584,0.000000,4.881558,4.367877,3.757202,1.48342
0.128,0,1,-3.197962,5.022011,5.827715,0.000000,4.877758,4.358835,3.748803,1.48390
0.129,0,1,-3.255435,5.019821,5.832154,0.000000,4.874035,4.350331,3.740903,1.48536
0.130,0,1,-3.280774,5.017598,5.833350,0.000000,4.870682,4.347023,3.737802,1.48132
0.131,0,1,-3.306113,5.015374,5.834086,0.000000,4.867406,4.343715,3.734701,1.48478
0.132,0,1,-3.331453,5.013151,5.832668,0.000000,4.864498,4.340407,3.731600,1.48394
0.133,0,1,-3.353539,5.010918,5.831266,0.000000,4.861665,4.337280,3.728677,1.48268
0.134,0,1,-3.344263,5.008594,5.829942,0.000000,4.859190,4.335898,3.727470,1.48472
0.135,0,1,-3.334986,5.006270,5.828872,0.000000,4.856789,4.334517,3.726262,1.48300
0.136,0,1,-3.325711,5.003946,5.828993,0.000000,4.854734,4.333135,3.725055,1.48388
0.137,0,1,-3.313761,5.001626,5.829453,0.000000,4.852753,4.331847,3.724393,1.48475
0.138,0,1,-3.276044,4.999340,5.831501,0.000000,4.851116,4.331457,3.728988,1.48589
0.139,0,1,-3.238326,4.997054,5.833585,0.000000,4.849554,4.331067,3.733583,1.48521
0.140,0,1,-3.200609,4.994768,5.835838,0.000000,4.848344,4.330677,3.738178,1.48541
0.141,0,1,-3.161710,4.992483,5.837821,0.000000,4.847207,4.330545,3.742372,1.48179
0.142,0,1,-3.111421,4.990203,5.838532,0.000000,4.846408,4.332902,3.742704,1.48198
0.143,0,1,-3.061132,4.987923,5.839140,0.000000,4.845674,4.335258,3.743036,1.48342
0.144,0,1,-3.010843,4.985643,5.839261,0.000000,4.845240,4.337615,3.743368,1.48328
0.145,0,1,-2.960655,4.983375,5.839545,0.000000,4.844862,4.340125,3.743608,1.48337
0.146,0,1,-2.911436,4.981217,5.840591,0.000000,4.844751,4.344105,3.742961,1.48465
0.147,0,1,-2.862218,4.979060,5.841908,0.000000,4.844691,4.348085,3.742313,1.48457
0.148,0,1,-2.812999,4.976902,5.844494,0.000000,4.844872,4.352066,3.741666,1.48439
0.149,0,1,-2.763324,4.974724,5.847338,0.000000,4.845099,4.354855,3.740550,1.48493
0.150,0,1,-2.709250,4.972348,5.851396,0.000000,4.845534,4.346168,3.734916,1.48564
0.151,0,1,-2.655177,4.969973,5.855360,0.000000,4.846004,4.337480,3.729282,1.48230
0.152,0,1,-2.601103,4.967597,5.858887,0.000000,4.846636,4.328792,3.723648,1.48448
0.153,0,1,-2.546241,4.965230,5.861987,0.000000,4.847292,4.320997,3.718569,1.48492
0.154,0,1,-2.483785,4.962936,5.863083,0.000000,4.848060,4.321811,3.718838,1.48503
0.155,0,1,-2.421329,4.960643,5.863932,0.000000,4.848842,4.322624,3.719108,1.48300
0.156,0,1,-2.358874,4.958350,5.863618,0.000000,4.849687,4.323437,3.719377,1.48391
0.157,0,1,-2.294871,4.956048,5.863339,0.000000,4.850534,4.323225,3.719614,1.48512
0.158,0,1,-2.215954,4.953674,5.863222,0.000000,4.851392,4.313141,3.719538,1.48392
0.159,0,1,-2.137038,4.951299,5.863229,0.000000,4.852242,4.303057,3.719461,1.48536
0.160,0,1,-2.058121,4.948924,5.863818,0.000000,4.853057,4.292973,3.719385,1.48286
0.161,0,1,-1.978866,4.946570,5.864504,0.000000,4.853857,4.284100,3.719463,1.48399
0.162,0,1,-1.896340,4.944420,5.865641,0.000000,4.854582,4.286896,3.721031,1.49427
0.163,0,1,-1.813815,4.942269,5.866557,0.000000,4.855285,4.289693,3.722599,1.48467
0.164,0,1,-1.731290,4.940118,5.866442,0.000000,4.855884,4.292490,3.724166,1.48478
0.165,0,1,-1.649993,4.937978,5.865856,0.000000,4.856455,4.295401,3.726017,1.48450
0.166,0,1,-1.580531,4.935939,5.863061,0.000000,4.856895,4.299417,3.730592,1.48529
0.167,0,1,-1.511069,4.933901,5.860210,0.000000,4.857301,4.303432,3.735168,1.48304
0.168,0,1,-1.441608,4.931862,5.857088,0.000000,4.857544,4.307447,3.739744,1.48594
0.169,0,1,-1.374785,4.929827,5.854417,0.000000,4.857748,4.310498,3.743499,1.48438
0.170,0,1,-1.333400,4.927821,5.853856,0.000000,4.857760,4.304256,3.739351,1.48307
0.171,0,1,-1.292014,4.925815,5.853830,0.000000,4.857729,4.298013,3.735202,1.48438
0.172,0,1,-1.250629,4.923809,5.856312,0.000000,4.857492,4.291770,3.731054,1.48596
0.173,0,1,-1.211858,4.921811,5.859212,0.000000,4.857210,4.286399,3.727568,1.48456
0.174,0,1,-1.198293,4.919893,5.864068,0.000000,4.856718,4.289420,3.730474,1.48453
0.175,0,1,-1.184728,4.917976,5.868850,0.000000,4.856181,4.292441,3.733379,1.48517
0.176,0,1,-1.171163,4.916059,5.873282,0.000000,4.855435,4.295462,3.736284,1.48405
0.177,0,1,-1.159387,4.914162,5.877230,0.000000,4.854645,4.298494,3.738675,1.48528
0.178,0,1,-1.164853,4.912462,5.878911,0.000000,4.853653,4.301635,3.736102,1.48358
0.179,0,1,-1.170320,4.910761,5.880553,0.000000,4.852624,4.304775,3.733528,1.48507
0.180,0,1,-1.175786,4.909061,5.882014,0.000000,4.851425,4.307915,3.730955,1.48377
0.181,0,1,-1.181823,4.907373,5.883784,0.000000,4.850199,4.310883,3.728153,1.48530
0.182,0,1,-1.193364,4.905802,5.886994,0.000000,4.848854,4.312184,3.723144,1.48458
0.183,0,1,-1.204905,4.904230,5.889318,0.000000,4.847492,4.313486,3.718136,1.48382
0.184,0,1,-1.216446,4.902658,5.887487,0.000000,4.846055,4.314787,3.713128,1.48367
0.185,0,1,-1.227437,4.901103,5.883930,0.000000,4.844606,4.315784,3.708288,1.48334
0.186,0,1,-1.233124,4.899712,5.872287,0.000000,4.843109,4.313846,3.705063,1.48418
0.187,0,1,-1.238811,4.898321,5.861659,0.000000,4.841607,4.311907,3.701838,1.48398
0.188,0,1,-1.244498,4.896929,5.855772,0.000000,4.840082,4.309969,3.698613,1.48640
0.189,0,1,-1.249569,4.895543,5.853395,0.000000,4.838557,4.308446,3.695916,1.48348
0.190,0,1,-1.248697,4.894210,5.867444,0.000000,4.837035,4.310924,3.698305,1.48349
0.191,0,1,-1.247826,4.892877,5.881814,0.000000,4.835514,4.313401,3.700694,1.48505
0.192,0,1,-1.246954,4.891544,5.897687,0.000000,4.834002,4.315879,3.703083,1.48186
0.193,0,1,-1.245405,4.890220,5.910313,0.000000,4.832489,4.317999,3.704972,1.48443
0.194,0,1,-1.237331,4.888978,5.907734,0.000000,4.830975,4.316680,3.702044,1.48452
0.195,0,1,-1.229257,4.887737,5.903883,0.000000,4.829459,4.315361,3.699115,1.48409
0.196,0,1,-1.221183,4.886495,5.894073,0.000000,4.827938,4.314042,3.696187,1.48071
0.197,0,1,-1.213872,4.885251,5.885701,0.000000,4.826416,4.313113,3.693621,1.48442
0.198,0,1,-1.213912,4.883985,5.884056,0.000000,4.824895,4.315948,3.694551,1.48408
0.199,0,1,-1.213952,4.882718,5.882790,0.000000,4.823376,4.318783,3.695481,1.48583
0.200,0,1,-1.213991,4.881451,5.883293,0.000000,4.821872,4.321619,3.696411,1.48358
0.201,0,1,-1.215028,4.880201,5.882521,0.000000,4.820377,4.324087,3.697243,1.48386
0.202,0,1,-1.225667,4.879113,5.875772,0.000000,4.818931,4.323020,3.697130,1.48514
0.203,0,1,-1.236306,4.878025,5.868213,0.000000,4.817498,4.321952,3.697017,1.48289
0.204,0,1,-1.246946,4.876937,5.856864,0.000000,4.816132,4.320885,3.696904,1.48393
0.205,0,1,-1.258584,4.875841,5.845723,0.000000,4.814776,4.319992,3.696898,1.48546
0.206,0,1,-1.279853,4.874665,5.835552,0.000000,4.813477,4.320775,3.697915,1.48414
0.207,0,1,-1.301122,4.873488,5.826378,0.000000,4.812187,4.321558,3.698931,1.48403
0.208,0,1,-1.322391,4.872313,5.821874,0.000000,4.810950,4.322342,3.699949,1.48372
0.209,0,1,-1.342812,4.871132,5.818714,0.000000,4.809730,4.322886,3.700916,1.48437
0.210,0,1,-1.355058,4.869916,5.821845,0.000000,4.808590,4.321119,3.701411,1.48381
0.211,0,1,-1.367305,4.868700,5.824946,0.000000,4.807473,4.319353,3.701905,1.48441
0.212,0,1,-1.379551,4.867484,5.827909,0.000000,4.806460,4.317586,3.702400,1.48399
0.213,0,1,-1.389809,4.866288,5.829486,0.000000,4.805467,4.316182,3.702755,1.48286
0.214,0,1,-1.380908,4.865288,5.824574,0.000000,4.804569,4.318264,3.701769,1.48392
0.215,0,1,-1.372007,4.864288,5.819196,0.000000,4.803689,4.320347,3.700783,1.48433
0.216,0,1,-1.363106,4.863288,5.811630,0.000000,4.802895,4.322430,3.699797,1.48285
0.217,0,1,-1.353284,4.862283,5.804884,0.000000,4.802124,4.324353,3.698434,1.48546
0.218,0,1,-1.334581,4.861224,5.801976,0.000000,4.801458,4.324745,3.693433,1.48557
0.219,0,1,-1.315877,4.860164,5.799926,0.000000,4.800823,4.325137,3.688433,1.47999
0.220,0,1,-1.297174,4.859105,5.801898,0.000000,4.800327,4.325528,3.683432,1.48328
0.221,0,1,-1.277362,4.858053,5.804337,0.000000,4.799865,4.325336,3.679250,1.48474
0.222,0,1,-1.246875,4.857066,5.808960,0.000000,4.799561,4.319520,3.682956,1.48403
0.223,0,1,-1.216387,4.856080,5.813297,0.000000,4.799289,4.313704,3.686661,1.48481
0.224,0,1,-1.185899,4.855094,5.816297,0.000000,4.799169,4.307888,3.690367,1.48524
0.225,0,1,-1.156394,4.854111,5.818409,0.000000,4.799074,4.302279,3.693490,1.48371
0.226,0,1,-1.136357,4.853164,5.816362,0.000000,4.799101,4.298662,3.691003,1.48361
0.227,0,1,-1.116320,4.852216,5.813957,0.000000,4.799149,4.295044,3.688515,1.48497
0.228,0,1,-1.096282,4.851268,5.809881,0.000000,4.799294,4.291427,3.686028,1.48402
0.229,0,1,-1.076157,4.850320,5.806159,0.000000,4.799461,4.287837,3.684142,1.48293
0.230,0,1,-1.055179,4.849365,5.804101,0.000000,4.799740,4.284505,3.688051,1.48282
0.231,0,1,-1.034200,4.848411,5.802480,0.000000,4.800047,4.281173,3.691960,1.48399
0.232,0,1,-1.013222,4.847456,5.802907,0.000000,4.800488,4.277841,3.695869,1.48539
0.233,0,1,-0.992453,4.846533,5.803634,0.000000,4.800956,4.274573,3.699448,1.48248
0.234,0,1,-0.973700,4.845917,5.805767,0.000000,4.801554,4.271927,3.699841,1.48422
0.235,0,1,-0.954946,4.845302,5.807875,0.000000,4.802178,4.269281,3.700235,1.47827
0.236,0,1,-0.936193,4.844687,5.809873,0.000000,4.802926,4.266635,3.700629,1.48478
0.237,0,1,-0.917178,4.844086,5.811596,0.000000,4.803707,4.264228,3.701268,1.48454
0.238,0,1,-0.895636,4.843618,5.812032,0.000000,4.804643,4.264134,3.704269,1.48549
0.239,0,1,-0.874094,4.843151,5.812510,0.000000,4.805619,4.264040,3.707270,1.48425
0.240,0,1,-0.852552,4.842683,5.813186,0.000000,4.806788,4.263945,3.710271,1.48372
0.241,0,1,-0.829012,4.842219,5.814265,0.000000,4.807997,4.263278,3.713367,1.48408
0.242,0,1,-0.786218,4.841786,5.817233,0.000000,4.809393,4.257082,3.717371,1.48578
0.243,0,1,-0.743425,4.841353,5.307547,0.000000,4.810822,4.250887,3.721375,1.48483
0.244,0,0,-0.700631,4.840921,2.397708,0.000000,4.812401,4.244692,3.725379,1.48463
0.245,0,0,-0.656531,4.840483,0.000000,0.000000,4.814002,4.238841,3.728441,1.48386
0.246,0,0,-0.599842,4.839988,0.000000,0.000000,4.815704,4.236303,3.722420,1.48350
0.247,0,0,-0.543153,4.839494,0.000000,0.000000,4.817419,4.233765,3.716398,1.48325
0.248,0,0,-0.486464,4.839000,0.000000,0.000000,4.819199,4.231226,3.710377,1.48418
0.249,0,0,-0.428088,4.838506,0.000000,0.000000,4.820990,4.228783,3.704575,1.48470
0.250,0,0,-0.353451,4.838017,0.000000,0.000000,4.822831,4.227243,3.700886,1.48521
0.251,0,0,-0.278813,4.837526,0.000000,0.000000,4.824682,4.225705,3.697196,1.48293
0.252,0,0,-0.204176,4.837036,0.000000,0.000000,4.826579,4.224166,3.693507,1.48349
0.253,0,0,-0.131066,4.836575,0.000000,0.000000,4.828484,4.222893,3.689841,1.48406
0.254,0,0,-0.072681,4.836390,0.000000,0.000000,4.830422,4.224181,3.686391,1.48367
0.255,0,0,-0.014296,4.836205,0.000000,0.000000,4.832372,4.225469,3.682941,1.48348
0.256,0,0,0.044090,4.836021,0.000000,0.000000,4.834371,4.226757,3.679492,1.48340
0.257,0,0,0.099516,4.835871,0.000000,0.000000,4.836396,4.227996,3.676353,1.48391
0.258,0,0,0.126425,4.836051,0.000000,0.000000,4.838542,4.228762,3.676209,1.48505
0.259,0,0,0.153334,4.836232,0.000000,0.000000,4.840735,4.229527,3.676066,1.48692
0.260,0,0,0.180243,4.836412,0.000000,0.000000,4.843145,4.230292,3.675923,1.48342
0.261,0,0,0.205540,4.836635,0.000000,0.000000,4.845617,4.231072,3.676151,1.48369
0.262,0,0,0.215298,4.837263,0.000000,0.000000,4.848385,4.231993,3.679954,1.48595
0.263,0,0,0.225056,4.837890,0.000000,0.000000,4.851229,4.232913,3.683756,1.48218
0.264,0,0,0.234813,4.838518,0.000000,0.000000,4.854432,4.233834,3.687558,1.48492
0.265,0,0,0.244707,4.839200,0.000000,0.000000,4.857730,4.234963,3.691541,1.48242
0.266,0,0,0.255913,4.840410,0.000000,0.000000,4.861471,4.238100,3.697257,1.48453
0.267,0,0,0.267119,4.841619,0.000000,0.000000,4.865329,4.241236,3.702973,1.48328
0.268,0,0,0.278324,4.842828,0.000000,0.000000,4.869739,4.244372,3.708689,1.48586
0.269,0,0,0.294287,4.844084,0.000000,0.000000,4.874289,4.247222,3.713578,1.48444
0.270,0,0,0.356099,4.845781,0.000000,0.000000,4.879498,4.247314,3.710488,1.48690
0.271,0,0,0.417912,4.847478,0.000000,0.000000,4.884860,4.247407,3.707398,1.48495
0.272,0,0,0.479724,4.849176,0.000000,0.000000,4.890940,4.247499,3.704309,1.48260
0.273,0,0,0.546834,4.850928,0.000000,0.000000,4.897171,4.247855,3.701140,1.48361
0.274,0,0,0.665000,4.853204,0.000000,0.000000,4.904111,4.250747,3.697217,1.48277
0.275,0,0,0.783167,4.855480,0.000000,0.000000,4.911200,4.253639,3.693293,1.48358
0.276,0,0,0.901333,4.857756,0.000000,0.000000,4.918984,4.256530,3.689369,1.48695
0.277,0,0,1.024914,4.860060,0.000000,0.000000,4.926916,4.259591,3.686235,1.48499
0.278,0,0,1.200691,4.862628,0.000000,0.000000,4.935543,4.264279,3.690710,1.48502
0.279,0,0,1.376467,4.865197,0.000000,0.000000,4.944307,4.268967,3.695184,1.48809
0.280,0,0,1.552244,4.867765,0.000000,0.000000,4.953718,4.273655,3.699659,1.48765
0.281,0,0,1.730836,4.870386,0.000000,0.000000,4.963240,4.278689,3.703592,1.48463
0.282,0,0,1.936561,4.873516,0.000000,0.000000,4.973282,4.287053,3.702295,1.48525
0.283,0,0,2.142287,4.876645,0.000000,0.000000,4.983404,4.295416,3.700999,1.48521
0.284,0,0,2.348012,4.879775,0.000000,0.000000,4.993896,4.303780,3.699703,1.48204
0.285,0,0,2.552692,4.882893,0.000000,0.000000,5.004441,4.311896,3.698750,1.48348
