"Time","v5 L COP","v3 R COP","70 RDS cle","34 FRx (cm)","29 HRx (cm)","71 LDS cle","37a CoMy (cm)","32 FLx (cm)","27 HLx (cm)","67 xCoM","v7 xCoM","3 Platform","2 Trdml","37b CoMy (cm)","37 CoMy (cm)"
0.000,0.000000,0.000000,0,14.906266,10.402681,0,-0.178977,13.294827,10.517498,5.638552,5.638552,-1.48002,0.09718,5.630191,0.118273
0.001,0.000000,0.000000,0,14.910243,10.391422,0,-0.097798,13.285635,10.517498,5.636618,5.636618,-1.48165,0.09722,5.629945,0.079218
0.002,0.000000,0.000000,0,14.914220,10.380162,0,-0.016619,13.276443,10.517498,5.634683,5.634683,-1.48032,0.09696,5.629699,0.040163
0.003,0.000000,0.000000,0,14.918197,10.368903,0,0.064560,13.267252,10.517498,5.632749,5.632749,-1.48014,0.09680,5.629453,0.001109
0.004,0.000000,0.000000,0,14.922611,10.360287,0,0.170913,13.252231,10.523308,5.631236,5.631236,-1.48029,0.09689,5.628904,-0.036851
0.005,0.000000,0.000000,0,14.927343,10.353584,0,0.295494,13.232987,10.533325,5.630029,5.630029,-1.47975,0.09698,5.628137,-0.074016
0.006,0.000000,0.000000,0,14.932076,10.346882,0,0.420075,13.213744,10.543342,5.628821,5.628821,-1.48161,0.09691,5.627369,-0.111181
0.007,0.000000,0.000000,0,14.936808,10.340179,0,0.544656,13.194501,10.553359,5.627614,5.627614,-1.48034,0.09669,5.626601,-0.148347
0.008,0.000000,0.000000,0,14.941051,10.331203,0,0.626946,13.184528,10.558665,5.625518,5.625518,-1.48005,0.09673,5.629003,-0.187486
0.009,0.000000,0.000000,0,14.944942,10.320580,0,0.678611,13.181269,10.560562,5.622780,5.622780,-1.48026,0.09701,5.633698,-0.228055
0.010,0.000000,0.000000,0,14.948833,10.309957,0,0.730275,13.178009,10.562458,5.620041,5.620041,-1.48106,0.09699,5.638394,-0.268624
0.011,0.000000,0.000000,0,14.952724,10.299333,0,0.781940,13.174749,10.564355,5.617303,5.617303,-1.48128,0.09676,5.643091,-0.309193
0.012,0.000000,0.000000,0,14.956730,10.280827,0,0.745686,13.164892,10.568860,5.615000,5.615000,-1.48000,0.09687,5.645588,-0.354722
0.013,0.000000,0.000000,0,14.960821,10.256611,0,0.645766,13.150257,10.575254,5.613012,5.613012,-1.48034,0.09715,5.646495,-0.403844
0.014,0.000000,0.000000,0,14.964912,10.232395,0,0.545847,13.135621,10.581648,5.611025,5.611025,-1.47712,0.09705,5.647401,-0.452965
0.015,0.000000,0.000000,0,14.969003,10.208179,0,0.445927,13.120986,10.588042,5.609037,5.609037,-1.48026,0.09686,5.648308,-0.502086
0.016,0.000000,0.000000,0,14.972513,10.191895,0,0.420691,13.112491,10.590746,5.606665,5.606665,-1.48889,0.09701,5.644426,-0.548498
0.017,0.000000,0.000000,0,14.975603,10.181354,0,0.449537,13.108442,10.590777,5.604013,5.604013,-1.47832,0.09721,5.637077,-0.592948
0.018,0.000000,0.000000,0,14.978693,10.170813,0,0.478384,13.104394,10.590808,5.601362,5.601362,-1.47899,0.09714,5.629728,-0.637398
0.019,0.000000,0.000000,0,14.981782,10.160272,0,0.507230,13.100346,10.590839,5.598711,5.598711,-1.47917,0.09703,5.622379,-0.681848
0.020,0.000000,1.488174,0,14.984857,10.145609,0,0.468277,13.092055,10.593109,5.595610,5.595610,-1.48043,0.09715,5.624696,-0.730440
0.021,0.000000,3.736170,1,14.987920,10.127960,0,0.380229,13.080694,10.597000,5.592183,5.592183,-1.48027,0.09742,5.634012,-0.782029
0.022,0.000000,4.495993,1,14.990984,10.110312,0,0.292180,13.069332,10.600890,5.588756,5.588756,-1.48402,0.09748,5.643328,-0.833619
0.023,0.000000,4.495993,1,14.994047,10.092664,0,0.204132,13.057971,10.604781,5.585329,5.585329,-1.48134,0.09740,5.652644,-0.885209
0.024,0.000000,4.495993,1,14.997724,10.080616,0,0.028866,13.042968,10.611279,5.581623,5.581623,-1.47948,0.09760,5.654769,-0.943225
0.025,0.000000,4.495993,1,15.001845,10.072624,0,-0.209558,13.025329,10.619663,5.577713,5.577713,-1.48192,0.09781,5.651688,-1.005894
0.026,0.000000,4.495993,1,15.005966,10.064631,0,-0.447981,13.007689,10.628049,5.573804,5.573804,-1.48012,0.09765,5.648607,-1.068564
0.027,0.000000,4.495993,1,15.010088,10.056640,0,-0.686405,12.990049,10.636434,5.569894,5.569894,-1.48060,0.09753,5.645526,-1.131233
0.028,0.000000,4.495993,1,15.013689,10.048424,0,-0.921858,12.974091,10.640024,5.565911,5.565911,-1.48052,0.09774,5.644223,-1.197288
0.029,0.000000,4.495993,1,15.016912,10.040046,0,-1.155161,12.959349,10.640141,5.561874,5.561874,-1.47899,0.09791,5.644208,-1.265795
0.030,0.000000,4.495137,1,15.020136,10.031668,0,-1.388463,12.944606,10.640260,5.557837,5.557837,-1.47810,0.09771,5.644192,-1.334301
0.031,0.000000,4.493845,1,15.023359,10.023291,0,-1.621766,12.929864,10.640377,5.553800,5.553800,-1.48013,0.09766,5.644177,-1.402808
0.032,0.000000,4.492463,1,15.024726,10.012323,0,-1.864778,12.919747,10.641871,5.550118,5.550118,-1.48107,0.09800,5.642502,-1.470380
0.033,0.000000,4.491035,1,15.024748,9.999482,0,-2.114822,12.912982,10.644362,5.546694,5.546694,-1.47927,0.09807,5.639626,-1.537275
0.034,0.000000,4.489548,1,15.024770,9.986640,0,-2.364866,12.906216,10.646854,5.543269,5.543269,-1.47901,0.09793,5.636749,-1.604170
0.035,0.000000,4.488030,1,15.024791,9.973799,0,-2.614910,12.899450,10.649345,5.539845,5.539845,-1.48047,0.09811,5.633873,-1.671066
0.036,0.000000,4.486482,1,15.023311,9.958812,0,-2.587906,12.890101,10.650658,5.536310,5.536310,-1.47911,0.09840,5.629371,-1.738688
0.037,0.000000,4.484918,1,15.020743,9.942271,0,-2.360281,12.878883,10.651116,5.532697,5.532697,-1.48093,0.09833,5.623692,-1.806837
0.038,0.000000,4.483332,1,15.018175,9.925731,0,-2.132656,12.867665,10.651576,5.529083,5.529083,-1.47934,0.09825,5.618012,-1.874986
0.039,0.000000,4.481734,1,15.015608,9.909190,0,-1.905031,12.856447,10.652035,5.525469,5.525469,-1.47621,0.09838,5.612333,-1.943135
0.040,0.000000,4.480135,1,15.012260,9.893626,0,-1.737896,12.846228,10.652508,5.521097,5.521097,-1.47142,0.09851,5.607769,-2.008087
0.041,0.000000,4.478536,1,15.008349,9.878768,0,-1.614564,12.836732,10.652992,5.516175,5.516175,-1.46583,0.09837,5.604012,-2.070725
0.042,0.000000,4.477046,1,15.004438,9.863910,0,-1.491232,12.827235,10.653477,5.511253,5.511253,-1.46029,0.09823,5.600255,-2.133362
0.043,0.000000,4.475613,1,15.000527,9.849051,0,-1.367900,12.817739,10.653961,5.506331,5.506331,-1.45362,0.09844,5.596498,-2.196000
0.044,0.000000,4.474367,1,14.996334,9.837434,0,-1.318638,12.813751,10.656259,5.501608,5.501608,-1.44997,0.09863,5.597039,-2.247001
0.045,0.000000,4.473215,1,14.991939,9.828164,0,-1.323014,12.813751,10.659868,5.497028,5.497028,-1.44303,0.09853,5.600693,-2.289575
0.046,0.000000,4.472058,1,14.987542,9.818894,0,-1.327390,12.813751,10.663479,5.492448,5.492448,-1.44418,0.09859,5.604346,-2.332150
0.047,0.000000,4.470898,1,14.983146,9.809625,0,-1.331766,12.813751,10.667089,5.487869,5.487869,-1.43759,0.09890,5.607999,-2.374725
0.048,0.000000,4.469543,1,14.978052,9.798600,0,-1.543493,12.813751,10.670134,5.483618,5.483618,-1.43256,0.09893,5.612467,-2.406235
0.049,0.000000,4.468089,1,14.972452,9.786306,0,-1.905370,12.813751,10.672768,5.479606,5.479606,-1.42431,0.09861,5.617524,-2.429735
0.050,0.000000,4.466616,1,14.966853,9.774013,0,-2.267247,12.813751,10.675402,5.475595,5.475595,-1.41250,0.09842,5.622580,-2.453234
0.051,0.000000,4.465134,1,14.961253,9.761718,0,-2.629124,12.813751,10.678036,5.471582,5.471582,-1.40508,0.09844,5.627637,-2.476733
0.052,0.000000,4.463841,1,14.954569,9.749292,0,-3.003659,12.813751,10.679897,5.468314,5.468314,-1.38386,0.09817,5.623171,-2.487171
0.053,0.000000,4.462646,1,14.947100,9.736771,0,-3.387359,12.813751,10.681199,5.465584,5.465584,-1.37076,0.09776,5.611810,-2.488150
0.054,0.000000,4.461530,1,14.939630,9.724249,0,-3.771059,12.813751,10.682501,5.462854,5.462854,-1.35692,0.09787,5.600449,-2.489130
0.055,0.000000,4.460456,1,14.932160,9.711727,0,-4.154759,12.813751,10.683804,5.460124,5.460124,-1.34336,0.09829,5.589087,-2.490109
0.056,0.000000,4.459312,1,14.923692,9.703287,0,-4.352729,12.813751,10.685369,5.457846,5.457846,-1.34028,0.09842,5.580709,-2.479384
0.057,0.000000,4.458133,1,14.914500,9.697802,0,-4.416205,12.813751,10.687126,5.455894,5.455894,-1.33053,0.09865,5.574491,-2.460183
0.058,0.000000,4.456961,1,14.905308,9.692316,0,-4.479682,12.813751,10.688883,5.453944,5.453944,-1.31943,0.09897,5.568273,-2.440983
0.059,0.000000,4.455794,1,14.896116,9.686831,0,-4.543159,12.813751,10.690639,5.451993,5.451993,-1.30657,0.09890,5.562055,-2.421782
0.060,0.000000,4.454740,1,14.886189,9.682469,0,-4.496199,12.813751,10.691378,5.451181,5.451181,-1.29376,0.09860,5.556211,-2.389267
0.061,0.000000,4.453744,1,14.875730,9.678920,0,-4.369268,12.813751,10.691378,5.451194,5.451194,-1.27315,0.09852,5.550637,-2.347109
0.062,0.000000,4.452814,1,14.865270,9.675371,0,-4.242338,12.813751,10.691378,5.451208,5.451208,-1.25421,0.09876,5.545064,-2.304952
0.063,0.000000,4.451917,1,14.854810,9.671823,0,-4.115407,12.813751,10.691378,5.451221,5.451221,-1.24183,0.09889,5.539490,-2.262794
0.064,0.000000,4.451027,1,14.844386,9.667458,0,-3.764392,12.813751,10.691378,5.449524,5.449524,-1.21104,0.09898,5.536179,-2.210958
0.065,0.000000,4.450141,1,14.833987,9.662501,0,-3.251109,12.813751,10.691378,5.446588,5.446588,-1.19811,0.09935,5.534506,-2.152112
0.066,0.000000,4.449351,1,14.823588,9.657545,0,-2.737826,12.813751,10.691378,5.443651,5.443651,-1.18255,0.09965,5.532834,-2.093266
0.067,0.000000,4.448609,1,14.813190,9.652590,0,-2.224543,12.813751,10.691378,5.440715,5.440715,-1.16488,0.09953,5.531160,-2.034421
0.068,0.000000,4.448057,1,14.804731,9.647493,0,-2.207115,12.813751,10.693122,5.437322,5.437322,-1.15104,0.09935,5.531356,-1.970866
0.069,0.000000,4.447601,1,14.797678,9.642295,0,-2.548754,12.813751,10.696129,5.433597,5.433597,-1.13485,0.09929,5.532905,-1.903900
0.070,0.000000,4.447447,1,14.790626,9.637096,0,-2.890393,12.813751,10.699136,5.429873,5.429873,-1.11862,0.09897,5.534453,-1.836934
0.071,0.000000,4.447447,1,14.783572,9.631898,0,-3.232032,12.813751,10.702143,5.426148,5.426148,-1.09901,0.09845,5.536001,-1.769968
0.072,0.000000,4.447447,1,14.776887,9.626208,0,-3.689298,12.813751,10.703620,5.423732,5.423732,-1.08242,0.09838,5.532994,-1.698003
0.073,0.000000,4.447447,1,14.770468,9.620163,0,-4.230295,12.813751,10.703990,5.422264,5.422264,-1.04493,0.09880,5.526689,-1.622417
0.074,0.000000,4.447447,1,14.764049,9.614118,0,-4.771292,12.813751,10.704361,5.420796,5.420796,-1.02924,0.09897,5.520383,-1.546831
0.075,0.000000,4.447447,1,14.757629,9.608072,0,-5.312288,12.813751,10.704731,5.419328,5.419328,-1.01328,0.09928,5.514078,-1.471246
0.076,0.000000,4.447447,1,14.750887,9.599202,0,-5.869828,12.813751,10.704886,5.418645,5.418645,-0.99315,0.09993,5.515050,-1.392003
0.077,0.000000,4.447447,1,14.743911,9.588287,0,-6.439348,12.813751,10.704886,5.418530,5.418530,-0.96046,0.09989,5.521292,-1.310111
0.078,0.000000,4.447576,1,14.736935,9.577372,0,-7.008868,12.813751,10.704886,5.418414,5.418414,-0.93176,0.09932,5.527534,-1.228219
0.079,0.000000,4.447771,1,14.729958,9.566456,0,-7.578388,12.813751,10.704886,5.418299,5.418299,-0.91192,0.09904,5.533775,-1.146327
0.080,0.000000,4.448366,1,14.722857,9.558097,0,-7.856908,12.813751,10.704886,5.418959,5.418959,-0.89173,0.09897,5.519113,-1.061239
0.081,0.000000,4.449165,1,14.715666,9.551590,0,-7.924703,12.813751,10.704886,5.420182,5.420182,-0.87133,0.09872,5.489314,-0.973835
0.082,0.000000,4.450001,1,14.708475,9.545082,0,-7.992498,12.813751,10.704886,5.421404,5.421404,-0.84743,0.09834,5.459514,-0.886432
0.083,0.000000,4.450856,1,14.701284,9.538575,0,-8.060294,12.813751,10.704886,5.422626,5.422626,-0.82798,0.09834,5.429715,-0.799029
0.084,0.000000,4.451666,1,14.694027,9.533648,0,-7.602437,12.813751,10.704886,5.424097,5.424097,-0.80667,0.09888,5.412497,-0.709695
0.085,0.000000,4.452454,1,14.686721,9.529863,0,-6.763937,12.813751,10.704886,5.425747,5.425747,-0.78806,0.09923,5.404388,-0.618963
0.086,0.000000,4.453385,1,14.679416,9.526079,0,-5.925436,12.813751,10.704886,5.427397,5.427397,-0.74271,0.09937,5.396280,-0.528231
0.087,0.000000,4.454391,1,14.672110,9.522295,0,-5.086935,12.813751,10.704886,5.429047,5.429047,-0.71655,0.09954,5.388172,-0.437498
0.088,0.000000,4.455723,1,14.665236,9.510291,0,-4.264508,12.823892,10.704886,5.431201,5.431201,-0.69390,0.09951,5.387168,-0.347488
0.089,0.000000,4.457221,1,14.658677,9.492333,0,-3.453721,12.841374,10.704886,5.433720,5.433720,-0.67085,0.09912,5.391309,-0.258001
0.090,0.000000,4.458838,1,14.652117,9.474377,0,-2.642934,12.858858,10.704886,5.436238,5.436238,-0.64923,0.09857,5.395450,-0.168513
0.091,0.000000,4.460517,1,14.645557,9.456419,0,-1.832147,12.876341,10.704886,5.438757,5.438757,-0.62552,0.09814,5.399590,-0.079026
0.092,0.000000,4.462085,1,14.638981,9.439535,0,-0.918620,12.960803,10.704886,5.441677,5.441677,-0.58740,0.09786,5.402605,0.010707
0.093,0.000000,4.463596,1,14.632393,9.423428,0,0.069305,13.093768,10.704886,5.444887,5.444887,-0.55486,0.09757,5.404802,0.100618
0.094,0.000000,4.465141,1,14.625805,9.407320,0,1.057229,13.226732,10.704886,5.448098,5.448098,-0.53093,0.09718,5.407001,0.190528
0.095,0.000000,4.466704,1,14.619217,9.391213,0,2.045154,13.359696,10.704886,5.451308,5.451308,-0.50494,0.09711,5.409198,0.280439
0.096,0.000000,4.468502,1,14.612542,9.380597,0,2.585307,13.457029,10.711257,5.454841,5.454841,-0.48088,0.09729,5.412468,0.369079
0.097,0.000000,4.470418,1,14.605804,9.373958,0,2.801213,13.528560,10.722240,5.458607,5.458607,-0.45783,0.09722,5.416514,0.456798
0.098,0.000000,4.472534,1,14.599067,9.367318,0,3.017118,13.600091,10.733224,5.462373,5.462373,-0.41530,0.09696,5.420561,0.544517
0.099,0.000000,4.474751,1,14.592329,9.360679,0,3.233024,13.671621,10.744207,5.466139,5.466139,-0.38082,0.09671,5.424607,0.632236
0.100,0.000000,4.477080,1,14.584975,9.351206,0,3.412296,13.752180,10.752022,5.472335,5.472335,-0.35755,0.09671,5.426891,0.715938
0.101,0.000000,4.479466,1,14.577175,9.339682,0,3.565040,13.839276,10.757541,5.480289,5.480289,-0.33068,0.09674,5.427898,0.796731
0.102,0.000000,4.481952,1,14.569375,9.328157,0,3.717784,13.926373,10.763061,5.488244,5.488244,-0.30981,0.09661,5.428906,0.877524
0.103,0.000000,4.484487,1,14.561574,9.316633,0,3.870529,14.013469,10.768579,5.496199,5.496199,-0.27953,0.09637,5.429914,0.958317
0.104,0.000000,4.487128,1,14.553559,9.309534,0,4.036864,14.070884,10.771286,5.504657,5.504657,-0.25609,0.09642,5.435325,1.039485
0.105,0.000000,4.489823,1,14.545390,9.305638,0,4.213040,14.106805,10.771956,5.513479,5.513479,-0.22751,0.09669,5.443925,1.120924
0.106,0.000000,4.492639,1,14.537220,9.301744,0,4.389216,14.142727,10.772626,5.522301,5.522301,-0.18745,0.09663,5.452524,1.202363
0.107,0.000000,4.495517,1,14.529051,9.297848,0,4.565393,14.178648,10.773296,5.531123,5.531123,-0.15643,0.09641,5.461124,1.283801
0.108,0.000000,4.498529,1,14.521286,9.288305,0,4.648531,14.200396,10.773668,5.541072,5.541072,-0.12487,0.09654,5.464148,1.372011
0.109,0.000000,4.501610,1,14.513815,9.274673,0,4.664297,14.211880,10.773825,5.551836,5.551836,-0.10109,0.09689,5.463135,1.465123
0.110,0.000000,4.504821,1,14.506344,9.261042,0,4.680062,14.223363,10.773980,5.562601,5.562601,-0.07338,0.09696,5.462121,1.558236
0.111,0.000000,4.508097,1,14.498872,9.247410,0,4.695827,14.234847,10.774137,5.573366,5.573366,-0.04782,0.09704,5.461108,1.651348
0.112,0.000000,4.511489,1,14.491532,9.240457,0,4.883475,14.259071,10.774202,5.583539,5.583539,-0.02375,0.09734,5.466558,1.750111
0.113,0.000000,4.514941,1,14.484289,9.238339,0,5.195590,14.292521,10.774202,5.593286,5.593286,0.01766,0.09755,5.476688,1.852966
0.114,0.000000,4.518482,1,14.477045,9.236222,0,5.507705,14.325972,10.774202,5.603032,5.603032,0.05310,0.09742,5.486819,1.955821
0.115,0.000000,4.522068,1,14.469801,9.234105,0,5.819819,14.359422,10.774202,5.612778,5.612778,0.07722,0.09713,5.496949,2.058675
0.116,0.000000,4.525711,1,14.462900,9.231789,0,5.836610,14.401806,10.774202,5.623204,5.623204,0.10452,0.09706,5.505027,2.166819
0.117,0.000000,4.529382,1,14.456247,9.229328,0,5.639544,14.450657,10.774202,5.634123,5.634123,0.12862,0.09718,5.511618,2.278794
0.118,0.000000,4.533070,1,14.449594,9.226867,0,5.442479,14.499510,10.774202,5.645041,5.645041,0.15832,0.09710,5.518209,2.390768
0.119,0.000000,4.536766,1,14.442942,9.224406,0,5.245414,14.548361,10.774202,5.655959,5.655959,0.18421,0.09675,5.524801,2.502742
0.120,0.000000,4.540446,1,14.436409,9.219466,0,5.265127,14.593326,10.774202,5.667145,5.667145,0.23499,0.09667,5.526228,2.624342
0.121,0.000000,4.544117,1,14.429964,9.212730,0,5.441817,14.635473,10.774202,5.678524,5.678524,0.26086,0.09688,5.523917,2.752913
0.122,0.000000,4.547771,1,14.423519,9.205996,0,5.618508,14.677622,10.774202,5.689904,5.689904,0.28416,0.09679,5.521605,2.881483
0.123,0.000000,4.551415,1,14.417074,9.199260,0,5.795198,14.719770,10.774202,5.701283,5.701283,0.30971,0.09640,5.519294,3.010053
0.124,0.000000,4.555046,1,14.409850,9.195793,0,5.813894,14.760740,10.774202,5.712135,5.712135,0.33608,0.09599,5.529515,3.141346
0.125,0.000000,4.558670,1,14.402062,9.194695,0,5.718179,14.800858,10.774202,5.722606,5.722606,0.36340,0.09571,5.548810,3.274611
0.126,0.000000,4.562262,1,14.394274,9.193595,0,5.622464,14.840975,10.774202,5.733076,5.733076,0.38557,0.09555,5.568106,3.407876
0.127,0.000000,4.565837,1,14.386485,9.192495,0,5.526748,14.881092,10.774202,5.743546,5.743546,0.42562,0.09540,5.587402,3.541141
0.128,0.000000,4.569365,1,14.378319,9.190694,0,5.443551,14.914248,10.774202,5.754339,5.754339,0.46071,0.09509,5.590445,3.668485
0.129,0.000000,4.572869,1,14.369880,9.188385,0,5.369417,14.942362,10.774202,5.765367,5.765367,0.48436,0.09471,5.581718,3.791541
0.130,0.000000,4.576344,1,14.361440,9.186075,0,5.295284,14.970475,10.774202,5.776393,5.776393,0.50974,0.09466,5.572991,3.914596
0.131,0.000000,4.579805,1,14.353001,9.183765,0,5.221151,14.998590,10.774202,5.787420,5.787420,0.53411,0.09489,5.564265,4.037652
0.132,0.000000,4.583267,1,14.345280,9.180655,0,5.251950,15.022919,10.774202,5.797399,5.797399,0.55796,0.09484,5.568499,4.150829
0.133,0.000000,4.586729,1,14.338078,9.176964,0,5.358734,15.044507,10.774202,5.806620,5.806620,0.58139,0.09452,5.582120,4.256852
0.134,0.000000,4.590208,1,14.330878,9.173272,0,5.465518,15.066096,10.774202,5.815840,5.815840,0.62053,0.09413,5.595740,4.362875
0.135,0.000000,4.593694,1,14.323677,9.169581,0,5.572302,15.087685,10.774202,5.825061,5.825061,0.65148,0.09390,5.609361,4.468897
0.136,0.000000,4.597199,1,14.316471,9.164311,0,5.405218,15.109677,10.774202,5.833534,5.833534,0.67586,0.09397,5.617937,4.562859
0.137,0.000000,4.600713,1,14.309261,9.157900,0,5.039814,15.131962,10.774202,5.841466,5.841466,0.69856,0.09408,5.622859,4.648087
0.138,0.000000,4.604191,1,14.302052,9.151487,0,4.674410,15.154246,10.774202,5.849398,5.849398,0.72208,0.09402,5.627780,4.733314
0.139,0.000000,4.607651,1,14.294842,9.145076,0,4.309006,15.176531,10.774202,5.857330,5.857330,0.74153,0.09380,5.632703,4.818542
0.140,0.000000,4.611027,1,14.287136,9.136618,0,4.097911,15.188950,10.774202,5.865159,5.865159,0.76512,0.09392,5.635625,4.890056
0.141,0.000000,4.614360,1,14.279070,9.126678,0,3.998558,15.194224,10.774202,5.872911,5.872911,0.78781,0.09434,5.637100,4.951639
0.142,0.000000,4.617663,1,14.271005,9.116737,0,3.899204,15.199500,10.774202,5.880664,5.880664,0.82288,0.09446,5.638574,5.013223
0.143,0.000000,4.620949,1,14.262938,9.106798,0,3.799851,15.204775,10.774202,5.888416,5.888416,0.85270,0.09432,5.640049,5.074806
0.144,0.000000,4.624257,1,14.254173,9.098289,0,3.514648,15.208597,10.773724,5.895120,5.895120,0.87304,0.09444,5.644720,5.122016
0.145,0.000000,4.627576,1,14.244901,9.090816,0,3.094865,15.211368,10.772897,5.901065,5.901065,0.89386,0.09484,5.651707,5.158817
0.146,0.000000,4.630841,1,14.235628,9.083344,0,2.675082,15.214138,10.772071,5.907009,5.907009,0.91606,0.09515,5.658693,5.195618
0.147,0.000000,4.634079,1,14.226357,9.075871,0,2.255299,15.216908,10.771245,5.912953,5.912953,0.93931,0.09525,5.665680,5.232419
0.148,0.000000,4.637180,1,14.217559,9.071895,0,2.044096,15.218629,10.769158,5.919564,5.919564,0.95388,0.09545,5.667564,5.260429
0.149,0.000000,4.640212,1,14.209105,9.070451,0,1.983932,15.219589,10.766160,5.926656,5.926656,0.97459,0.09590,5.665753,5.282073
0.150,0.000000,4.643139,1,14.200653,9.069007,0,1.923769,15.220549,10.763162,5.933748,5.933748,1.01333,0.09617,5.663942,5.303718
0.151,0.000000,4.646014,1,14.192200,9.067563,0,1.863605,15.221509,10.760163,5.940840,5.940840,1.03205,0.09624,5.662131,5.325362
0.152,0.000000,4.648840,1,14.183772,9.062663,0,1.960875,15.222449,10.758904,5.947459,5.947459,1.04315,0.09647,5.661296,5.346185
0.153,0.000000,4.651641,1,14.175364,9.055260,0,2.172149,15.223374,10.758904,5.953734,5.953734,1.06810,0.09684,5.661167,5.366413
0.154,0.000000,4.654393,1,14.166956,9.047857,0,2.383422,15.224299,10.758904,5.960009,5.960009,1.08589,0.09691,5.661038,5.386641
0.155,0.000000,4.657119,1,14.158547,9.040454,0,2.594696,15.225224,10.758904,5.966285,5.966285,1.10536,0.09692,5.660910,5.406868
0.156,0.000000,4.659780,1,14.150252,9.034192,0,2.912923,15.226695,10.758904,5.972823,5.972823,1.12086,0.09730,5.661904,5.427342
0.157,0.000000,4.662408,1,14.142039,9.028756,0,3.308598,15.228560,10.758904,5.979553,5.979553,1.14792,0.09767,5.663711,5.447993
0.158,0.000000,4.664963,1,14.133825,9.023321,0,3.704274,15.230426,10.758904,5.986282,5.986282,1.16985,0.09765,5.665518,5.468644
0.159,0.000000,4.667481,1,14.125612,9.017885,0,4.099949,15.232291,10.758904,5.993011,5.993011,1.18994,0.09782,5.667325,5.489295
0.160,0.000000,4.669936,1,14.116769,9.009168,0,4.570515,15.235638,10.748959,5.999613,5.999613,1.20241,0.09827,5.673198,5.512006
0.161,0.000000,4.672358,1,14.107468,8.998074,0,5.095312,15.240057,10.731811,6.006122,6.006122,1.21597,0.09832,5.682015,5.536208
0.162,0.000000,4.674797,1,14.098167,8.986979,0,5.620108,15.244476,10.714664,6.012630,6.012630,1.23298,0.09832,5.690832,5.560410
0.163,0.000000,4.677245,1,14.088867,8.975885,0,6.144905,15.248896,10.697515,6.019139,6.019139,1.24650,0.09873,5.699649,5.584613
0.164,0.000000,4.679770,1,14.080258,8.966625,0,6.448606,15.252618,10.647497,6.026495,6.026495,1.26822,0.09898,5.706929,5.616342
0.165,0.000000,4.682334,1,14.072151,8.958693,0,6.592203,15.255835,10.573676,6.034466,6.034466,1.28822,0.09895,5.713096,5.653520
0.166,0.000000,4.684851,1,14.064044,8.950760,0,6.735801,15.259052,10.499856,6.042436,6.042436,1.29828,0.09920,5.719264,5.690698
0.167,0.000000,4.687343,1,14.055937,8.942827,0,6.879398,15.262269,10.426035,6.050406,6.050406,1.31321,0.09953,5.725431,5.727877
0.168,0.000000,4.689657,1,14.045774,8.932754,0,7.046451,15.265364,10.385051,6.058843,6.058843,1.32371,0.09946,5.733273,5.774562
0.169,0.000000,4.691880,1,14.034121,8.921129,0,7.230487,15.268371,10.367846,6.067618,6.067618,1.33575,0.09948,5.742329,5.828132
0.170,0.000000,4.694011,1,14.022468,8.909506,0,7.414524,15.271377,10.350640,6.076393,6.076393,1.34691,0.09971,5.751384,5.881701
0.171,0.000000,4.696094,1,14.010815,8.897882,0,7.598561,15.274384,10.333435,6.085169,6.085169,1.35712,0.09975,5.760439,5.935271
0.172,0.000000,4.696798,1,13.999003,8.886217,0,7.598777,15.281996,10.323518,6.094912,6.094912,1.37318,0.09963,5.769947,5.998181
0.173,0.000000,4.696798,1,13.987078,8.874523,0,7.465881,15.292943,10.318878,6.105357,6.105357,1.39468,0.09965,5.779782,6.067855
0.174,0.000000,4.696798,1,13.975152,8.862828,0,7.332985,15.303890,10.314238,6.115801,6.115801,1.39761,0.09981,5.789617,6.137529
0.175,0.000000,4.696798,1,13.963226,8.851134,0,7.200089,15.314837,10.309598,6.126246,6.126246,1.40570,0.09968,5.799452,6.207203
0.176,0.000000,4.696798,1,13.951817,8.842537,0,7.213287,15.322229,10.302528,6.137018,6.137018,1.41320,0.09954,5.802711,6.283021
0.177,0.000000,4.696798,1,13.940781,8.836182,0,7.332278,15.327047,10.293699,6.148027,6.148027,1.42001,0.09972,5.801209,6.363290
0.178,0.000000,4.696798,1,13.929745,8.829827,0,7.451269,15.331865,10.284870,6.159037,6.159037,1.42675,0.09980,5.799706,6.443559
0.179,0.000000,4.696798,1,13.918709,8.823472,0,7.570259,15.336682,10.276041,6.170046,6.170046,1.43670,0.09963,5.798204,6.523827
0.180,0.000000,3.142158,1,13.908033,8.812883,0,7.630828,15.348885,10.270445,6.180813,6.180813,1.44498,0.09963,5.807603,6.609919
0.181,0.000000,0.793759,0,13.897619,8.799231,0,7.649092,15.366433,10.267189,6.191403,6.191403,1.45399,0.09983,5.824895,6.700228
0.182,0.000000,0.000000,0,13.887205,8.785577,0,7.667356,15.383982,10.263933,6.201994,6.201994,1.46103,0.09976,5.842187,6.790537
0.183,0.000000,0.000000,0,13.876791,8.771923,0,7.685620,15.401530,10.260677,6.212585,6.212585,1.46229,0.09956,5.859480,6.880846
0.184,0.000000,0.000000,0,13.865961,8.766189,0,7.634014,15.418269,10.259182,6.222752,6.222752,1.46707,0.09971,5.867827,6.970272
0.185,0.000000,0.000000,0,13.854830,8.766189,0,7.531811,15.434422,10.258962,6.232613,6.232613,1.47036,0.09986,5.869698,7.059058
