"Time","57 lHL swoff","64 sinus3","63 Ramp down","62 Ramp up","61 right DS","60 left DS","59 rHL swoff","58 rHL swon","55 rFL swoff","56 lHL swon","54 rFL swon","53 lFL swoff","52 lFL swon","51 sinus2","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37a CoMy (cm)","37 CoMy (cm)","v3 xCoM","v4 R COP","36 CoMx (cm)","35 FRy (cm)","67 RDS cle","65 R mark","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","v5 L COP","68 LDS cle","66 L mark","32 FLx (cm)","31 Keyboard","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","v2 Virtual","v1 Virtual"
0.506,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.404892,50.973419,75.285706,104.888573,11.736019,4.400335,4.957053,0.000000,14.725931,3.132154,0,0,16.066339,4.974011,12.396644,0.000000,0,0,15.729447,0,3.040908,5.272811,13.586707,8.021859,16.235748,8.079713,12.145697,8.587649,12.137397,9.114796,11.944352,8.735159,13.306586,10.128020,13.308437,10.435200,14.380043,0,0.00278,0.00157,0.00260,0.00093,0.00053,0.00063,0.01547,0.00350,1.46317,0.09888,3.27679,,
0.507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.541763,49.033756,75.647957,104.301842,11.783977,4.409760,4.968853,0.000000,14.713220,3.134580,0,0,16.048012,4.989329,12.426833,0.000000,0,0,15.781205,0,3.050694,5.274699,13.572824,8.016660,16.205685,8.076482,12.178797,8.581478,12.166289,9.104383,11.939008,8.738146,13.312501,10.129338,13.305147,10.431882,14.374279,0,0.00269,0.00154,0.00270,0.00088,0.00052,0.00064,0.01268,0.00354,1.45691,0.09890,3.27649,,
0.508,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.630875,46.968822,75.975586,103.688240,11.821728,4.419960,4.980747,0.000000,14.709773,3.137071,0,0,16.035763,5.004606,12.458877,0.000000,0,0,15.837852,0,3.060823,5.276073,13.559006,8.013765,16.181051,8.077640,12.222131,8.577763,12.191261,9.089793,11.942053,8.741943,13.319704,10.132740,13.303142,10.430702,14.371077,0,0.00263,0.00146,0.00277,0.00080,0.00053,0.00063,0.01224,0.00368,1.45416,0.09893,3.27660,,
0.509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.690460,44.826458,76.281822,103.058029,11.853172,4.430638,4.992681,0.000000,14.712053,3.139604,0,0,16.027273,5.019858,12.492067,0.000000,0,0,15.897521,0,3.071162,5.277127,13.545226,8.012295,16.159773,8.081510,12.271790,8.575565,12.213809,9.072618,11.950285,8.746243,13.327704,10.137431,13.301931,10.430844,14.369457,0,0.00259,0.00120,0.00275,0.00079,0.00052,0.00062,0.01249,0.00371,1.44958,0.09929,3.27698,,
0.510,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.750046,42.684093,76.588058,102.427818,11.884616,4.441317,5.004839,0.000000,14.714334,3.142136,0,0,16.018784,5.035110,12.525258,0.000000,0,0,15.957190,0,3.081501,5.278182,13.531446,8.010823,16.138494,8.085380,12.321448,8.573368,12.236358,9.055445,11.958517,8.750542,13.335705,10.142121,13.300720,10.430986,14.367838,0,0.00256,0.00115,0.00267,0.00075,0.00052,0.00061,0.01378,0.00360,1.44211,0.09938,3.27708,,
0.511,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.809631,40.541729,76.894295,101.797600,11.916060,4.451995,5.017093,0.000000,14.716614,3.144669,0,0,16.010292,5.050361,12.558449,0.000000,0,0,16.016859,0,3.091841,5.279236,13.517666,8.009353,16.117216,8.089251,12.371107,8.571171,12.258905,9.038270,11.966749,8.754841,13.343704,10.146811,13.299509,10.431129,14.366220,0,0.00256,0.00113,0.00244,0.00073,0.00054,0.00061,0.01540,0.00353,1.43829,0.09916,3.27701,,
0.512,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.004181,38.699547,77.119682,101.202110,11.949435,4.462890,5.029552,0.000000,14.716902,3.148070,0,0,16.001617,5.057734,12.590747,0.000000,0,0,16.076262,0,3.102160,5.279896,13.503670,8.007220,16.100113,8.098583,12.411736,8.578120,12.285760,9.027200,11.970308,8.759953,13.352107,10.150745,13.297886,10.430724,14.364968,0,0.00227,0.00114,0.00239,0.00072,0.00055,0.00060,0.01520,0.00367,1.42075,0.09929,3.27702,,
0.513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.282166,37.042915,77.295105,100.628075,11.984003,4.473917,5.042100,0.000000,14.715958,3.152009,0,0,15.992828,5.060238,12.622494,0.000000,0,0,16.135500,0,3.112465,5.280313,13.489541,8.004680,16.085588,8.111293,12.446786,8.590723,12.315275,9.019902,11.970979,8.765570,13.360758,10.154212,13.296008,10.429981,14.363945,0,0.00214,0.00110,0.00227,0.00071,0.00055,0.00060,0.01509,0.00339,1.41266,0.09952,3.27710,,
0.514,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.560150,35.386284,77.470520,100.054039,12.018571,4.484945,5.054929,0.000000,14.715014,3.155947,0,0,15.984039,5.062742,12.654241,0.000000,0,0,16.194738,0,3.122771,5.280730,13.475412,8.002138,16.071066,8.124003,12.481834,8.603327,12.344790,9.012606,11.971650,8.771186,13.369410,10.157679,13.294130,10.429238,14.362922,0,0.00196,0.00098,0.00226,0.00068,0.00054,0.00059,0.01494,0.00328,1.40350,0.09947,3.27755,,
0.515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.838135,33.729652,77.645943,99.480003,12.053140,4.495973,5.067878,0.000000,14.714071,3.159885,0,0,15.975250,5.065246,12.685987,0.000000,0,0,16.253977,0,3.133076,5.281147,13.461283,7.999598,16.056541,8.136713,12.516883,8.615930,12.374306,9.005308,11.972321,8.776802,13.378060,10.161145,13.292252,10.428495,14.361898,0,0.00195,0.00096,0.00221,0.00067,0.00054,0.00061,0.01474,0.00359,1.39755,0.09940,3.27824,,
0.516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.804428,32.709919,77.679070,98.926529,12.091768,4.507474,5.081169,0.000000,14.717080,3.164767,0,0,15.964973,5.106027,12.717823,0.000000,0,0,16.312035,0,3.143035,5.280664,13.446624,8.000718,16.055304,8.139208,12.555694,8.618653,12.397381,8.997532,11.980067,8.781944,13.388351,10.166828,13.294120,10.429634,14.362032,0,0.00197,0.00094,0.00224,0.00067,0.00055,0.00060,0.01748,0.00498,1.38657,0.09949,3.27790,,
0.517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.814301,32.083870,77.624245,98.385773,12.132908,4.519269,5.094605,0.000000,14.722533,3.170232,0,0,15.953777,5.170468,12.749714,0.000000,0,0,16.369362,0,3.152779,5.279625,13.431638,8.004102,16.062279,8.135388,12.596830,8.615272,12.416475,8.989459,11.992187,8.786792,13.399657,10.173882,13.298303,10.431935,14.362881,0,0.00178,0.00088,0.00196,0.00066,0.00055,0.00061,0.01806,0.00594,1.37726,0.09969,3.27691,,
0.518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.824173,31.457823,77.569420,97.845016,12.174047,4.531063,5.108285,0.000000,14.727985,3.175697,0,0,15.942581,5.234909,12.781606,0.000000,0,0,16.426691,0,3.162523,5.278585,13.416651,8.007485,16.069254,8.131568,12.637967,8.611890,12.435569,8.981386,12.004306,8.791640,13.410962,10.180934,13.302485,10.434237,14.363730,0,0.00170,0.00082,0.00181,0.00064,0.00056,0.00060,0.01734,0.00623,1.36749,0.09965,3.27680,,
0.519,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.834030,30.831776,77.514595,97.304253,12.215187,4.542857,5.122070,0.000000,14.733438,3.181163,0,0,15.931386,5.299350,12.813497,0.000000,0,0,16.484018,0,3.172266,5.277546,13.401664,8.010869,16.076229,8.127748,12.679104,8.608508,12.454663,8.973313,12.016425,8.796488,13.422268,10.187987,13.306668,10.436540,14.364579,0,0.00128,0.00076,0.00176,0.00063,0.00057,0.00058,0.01857,0.00605,1.35681,0.09964,3.27726,,
0.520,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.765717,30.111473,77.319687,96.683868,12.243884,4.555385,5.135972,0.000000,14.735213,3.187280,0,0,15.907644,5.357208,12.845369,0.000000,0,0,16.539604,0,3.181933,5.276239,13.386387,8.009591,16.063190,8.142825,12.723006,8.610850,12.473241,8.970582,12.026081,8.800073,13.431623,10.191384,13.306921,10.436027,14.363120,0,0.00122,0.00071,0.00178,0.00063,0.00058,0.00058,0.01875,0.00594,1.33621,0.09986,3.27711,,
0.521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.649063,29.332912,77.038185,96.014252,12.264890,4.568367,5.149924,0.000000,14.734716,3.193802,0,0,15.876147,5.410996,12.877230,0.000000,0,0,16.594110,0,3.191551,5.274767,13.370931,8.005433,16.037783,8.169582,12.768618,8.616733,12.491499,8.971153,12.034213,8.802876,13.439775,10.192520,13.304746,10.433773,14.360235,0,0.00119,0.00068,0.00178,0.00063,0.00058,0.00058,0.01928,0.00575,1.32523,0.09988,3.27658,,
0.522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.532410,28.554350,76.756683,95.344635,12.285895,4.581348,5.163966,0.000000,14.734220,3.200323,0,0,15.844651,5.464786,12.909091,0.000000,0,0,16.648617,0,3.201169,5.273295,13.355474,8.001274,16.012375,8.196340,12.814229,8.622614,12.509757,8.971725,12.042346,8.805679,13.447925,10.193657,13.302570,10.431520,14.357349,0,0.00115,0.00064,0.00168,0.00060,0.00060,0.00057,0.01913,0.00539,1.31226,0.09959,3.27646,,
0.523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.415756,27.775789,76.475189,94.675018,12.306901,4.594330,5.178046,0.000000,14.733723,3.206845,0,0,15.813154,5.518574,12.940952,0.000000,0,0,16.703123,0,3.210787,5.271823,13.340018,7.997116,15.986966,8.223097,12.859840,8.628495,12.528016,8.972296,12.050478,8.808482,13.456076,10.194794,13.300394,10.429266,14.354465,0,0.00117,0.00058,0.00167,0.00060,0.00060,0.00058,0.01946,0.00556,1.30188,0.09949,3.27661,,
0.524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.533615,27.067963,76.283569,93.936325,12.298598,4.608655,5.192050,0.000000,14.736605,3.214570,0,0,15.793156,5.572774,12.967958,0.000000,0,0,16.754284,0,3.220270,5.269320,13.324995,7.994287,15.971045,8.242502,12.893430,8.634915,12.540891,8.970742,12.058053,8.811684,13.464752,10.196633,13.297851,10.427211,14.353839,0,0.00120,0.00058,0.00163,0.00055,0.00060,0.00057,0.01857,0.00568,1.28815,0.09967,3.27691,,
0.525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.178314,26.403860,76.147514,93.154930,12.272179,4.623809,5.206021,0.000000,14.741575,3.223039,0,0,15.780264,5.627228,12.991965,0.000000,0,0,16.803375,0,3.229669,5.266179,13.310240,7.992279,15.960988,8.257364,12.919589,8.641668,12.550439,8.967875,12.065284,8.815131,13.473754,10.198908,13.295079,10.425280,14.354611,0,0.00121,0.00060,0.00155,0.00053,0.00060,0.00056,0.01801,0.00558,1.27289,0.09961,3.27729,,
0.526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.822998,25.739756,76.011459,92.373528,12.245759,4.638964,5.219462,0.000000,14.746545,3.231508,0,0,15.767373,5.681682,13.015971,0.000000,0,0,16.852467,0,3.239069,5.263039,13.295485,7.990272,15.950931,8.272225,12.945747,8.648422,12.559986,8.965009,12.072514,8.818578,13.482756,10.201181,13.292307,10.423347,14.355384,0,0.00123,0.00064,0.00161,0.00053,0.00060,0.00058,0.01774,0.00554,1.26022,0.09924,3.27739,,
0.527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.467697,25.075653,75.875397,91.592133,12.219339,4.654119,5.232675,0.000000,14.751515,3.239977,0,0,15.754481,5.736135,13.039977,0.000000,0,0,16.901558,0,3.248468,5.259898,13.280728,7.988265,15.940873,8.287086,12.971906,8.655175,12.569534,8.962141,12.079744,8.822025,13.491757,10.203456,13.289536,10.421416,14.356156,0,0.00124,0.00067,0.00161,0.00054,0.00060,0.00061,0.01774,0.00618,1.23703,0.09922,3.27731,,
0.528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.978378,24.467249,75.814507,90.782982,12.154181,4.669168,5.244861,0.000000,14.755311,3.249112,0,0,15.743761,5.773716,13.066359,0.000000,0,0,16.944998,0,3.257995,5.261142,13.266591,7.987481,15.922787,8.296903,13.003006,8.655957,12.587332,8.955952,12.088053,8.825598,13.500207,10.205043,13.285748,10.418357,14.356525,0,0.00123,0.00069,0.00151,0.00054,0.00061,0.00061,0.01825,0.00776,1.21719,0.09947,3.27705,,
0.529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.406204,23.893274,75.800079,89.956673,12.065077,4.684151,5.256608,0.000000,14.758381,3.258659,0,0,15.734383,5.800868,13.094207,0.000000,0,0,16.984943,0,3.267601,5.265098,13.252835,7.987454,15.899735,8.303600,13.037162,8.653048,12.610229,8.947709,12.097027,8.829248,13.508314,10.206205,13.281334,10.414600,14.356647,0,0.00121,0.00069,0.00149,0.00053,0.00063,0.00062,0.01819,0.00805,1.20148,0.09928,3.27667,,
0.530,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.834045,23.319298,75.785645,89.130363,11.975972,4.699135,5.267070,0.000000,14.761451,3.268207,0,0,15.725004,5.828019,13.122056,0.000000,0,0,17.024889,0,3.277207,5.269053,13.239080,7.987428,15.876685,8.310298,13.071317,8.650139,12.633126,8.939466,12.106001,8.832898,13.516421,10.207368,13.276919,10.410844,14.356767,0,0.00117,0.00069,0.00148,0.00054,0.00062,0.00063,0.01718,0.00812,1.18713,0.09900,3.27703,,
0.531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.261871,22.745323,75.771217,88.304054,11.886868,4.714119,5.276982,0.000000,14.764520,3.277754,0,0,15.715626,5.855171,13.149905,0.000000,0,0,17.064835,0,3.286814,5.273008,13.225325,7.987401,15.853634,8.316995,13.105473,8.647229,12.656023,8.931223,12.114975,8.836549,13.524529,10.208529,13.272504,10.407087,14.356888,0,0.00118,0.00070,0.00148,0.00053,0.00060,0.00066,0.01567,0.00821,1.17889,0.09911,3.27787,,
0.532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.519806,22.257658,75.653976,87.247978,11.755198,4.728644,5.285462,0.000000,14.764528,3.288323,0,0,15.699383,5.877706,13.172771,0.000000,0,0,17.094763,0,3.296232,5.272992,13.211574,7.984385,15.835675,8.322281,13.145160,8.643286,12.683661,8.924874,12.121956,8.841716,13.538734,10.211360,13.275093,10.403339,14.359812,0,0.00119,0.00072,0.00144,0.00052,0.00061,0.00068,0.01540,0.00798,1.15311,0.09918,3.27769,,
0.533,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,172.672699,21.823345,75.473198,86.049873,11.597216,4.742886,5.293327,0.000000,14.762645,3.299525,0,0,15.678898,5.897388,13.192555,0.000000,0,1,17.118500,0,3.305535,5.270522,13.197826,7.979522,15.820864,8.326695,13.188266,8.638703,12.714230,8.919698,12.127704,8.847821,13.556710,10.215222,13.282012,10.399598,14.364469,0,0.00113,0.00072,0.00138,0.00053,0.00061,0.00068,0.01606,0.00829,1.13922,0.09897,3.27685,,
0.534,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.825607,21.389030,75.292412,84.851776,11.439234,4.757127,5.299502,0.000000,14.760760,3.310727,0,0,15.658412,5.917069,13.212339,1.961348,1,0,17.142237,0,3.314837,5.268052,13.184078,7.974658,15.806052,8.331109,13.231372,8.634120,12.744798,8.914521,12.133452,8.853927,13.574686,10.219084,13.288930,10.395856,14.369125,0,0.00111,0.00071,0.00122,0.00053,0.00063,0.00069,0.01866,0.00838,1.10352,0.09896,3.27647,,
0.535,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.978500,20.954718,75.111633,83.653671,11.281252,4.771368,5.304953,0.000000,14.758877,3.321929,0,0,15.637927,5.936751,13.232124,4.763274,1,0,17.165974,0,3.324140,5.265582,13.170331,7.969795,15.791241,8.335524,13.274479,8.629538,12.775367,8.909345,12.139200,8.860032,13.592662,10.222945,13.295849,10.392115,14.373782,0,0.00108,0.00071,0.00113,0.00054,0.00062,0.00067,0.01931,0.00819,1.08704,0.09912,3.27640,,
0.536,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.875168,20.848021,74.810188,82.064789,11.081872,4.784217,5.308566,0.000000,14.759696,3.333277,0,0,15.622657,5.945951,13.265654,5.608356,1,0,17.178463,0,3.333127,5.267414,13.156557,7.964434,15.775418,8.343287,13.323249,8.628437,12.816264,8.902570,12.159455,8.869659,13.620726,10.227056,13.303297,10.387904,14.377740,0,0.00106,0.00071,0.00103,0.00054,0.00062,0.00068,0.01685,0.00674,1.07132,0.09924,3.27632,,
0.537,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.613464,20.943830,74.434166,80.234352,10.856904,4.796206,5.311391,0.000000,14.762186,3.344716,0,0,15.610610,5.948671,13.307679,5.614791,1,0,17.183998,0,3.341919,5.271904,13.142766,7.958766,15.758971,8.353121,13.375520,8.629491,12.863547,8.894809,12.188676,8.881464,13.655025,10.231319,13.311073,10.383406,14.381267,0,0.00090,0.00072,0.00100,0.00054,0.00060,0.00067,0.01580,0.00583,1.05118,0.09924,3.27624,,
0.538,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.351746,21.039642,74.058144,78.403915,10.631936,4.808196,5.312521,0.000000,14.764677,3.356155,0,0,15.598564,5.951392,13.349705,5.617570,1,0,17.189533,0,3.350711,5.276394,13.128976,7.953098,15.742523,8.362955,13.427791,8.630544,12.910830,8.887047,12.217896,8.893268,13.689326,10.235582,13.318850,10.378906,14.384792,0,0.00076,0.00071,0.00097,0.00054,0.00059,0.00067,0.01554,0.00565,1.03348,0.09937,3.27654,,
0.539,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.090042,21.135452,73.682121,76.573479,10.406968,4.820185,5.312923,0.000000,14.767167,3.367594,0,0,15.586517,5.954112,13.391730,5.618783,1,0,17.195068,0,3.359503,5.280885,13.115186,7.947430,15.726076,8.372788,13.480062,8.631597,12.958113,8.879286,12.247117,8.905072,13.723626,10.239846,13.326626,10.374407,14.388319,0,0.00077,0.00072,0.00101,0.00055,0.00058,0.00068,0.01350,0.00555,1.01440,0.09975,3.27707,,
0.540,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.364365,21.460588,73.207108,74.782043,10.142237,4.831547,5.311847,0.000000,14.766459,3.379762,0,0,15.581916,5.948982,13.429157,5.614225,1,0,17.192398,0,3.368150,5.278825,13.100936,7.946657,15.708719,8.373667,13.521470,8.630890,12.995365,8.870789,12.282809,8.917601,13.759522,10.245223,13.334298,10.366241,14.391938,0,0.00081,0.00071,0.00100,0.00056,0.00058,0.00070,0.01314,0.00546,0.99518,0.09984,3.27724,,
0.541,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.970032,21.927473,72.670914,73.014725,9.852925,4.842522,5.310137,0.000000,14.763775,3.392380,0,0,15.581916,5.938999,13.463743,5.607194,1,0,17.184652,0,3.376709,5.272717,13.086401,7.948911,15.690801,8.369010,13.556163,8.629095,13.026417,8.861837,12.322502,8.930576,13.796406,10.251288,13.341905,10.355810,14.395616,0,0.00082,0.00071,0.00099,0.00055,0.00059,0.00069,0.01270,0.00549,0.95383,0.09987,3.27716,,
0.542,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.575699,22.394360,72.134712,71.247398,9.563615,4.853497,5.306976,0.000000,14.761089,3.404998,0,0,15.581916,5.929016,13.498329,5.598841,1,0,17.176908,0,3.385267,5.266609,13.071867,7.951165,15.672882,8.364353,13.590856,8.627299,13.057469,8.852886,12.362194,8.943552,13.833289,10.257353,13.349512,10.345379,14.399292,0,0.00083,0.00073,0.00104,0.00055,0.00058,0.00070,0.01285,0.00550,0.93582,0.10019,3.27713,,
0.543,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.181351,22.861244,71.598511,69.480080,9.274303,4.864472,5.303193,0.000000,14.758405,3.417617,0,0,15.581916,5.919033,13.532915,5.589920,1,0,17.169163,0,3.393825,5.260500,13.057333,7.953419,15.654963,8.359696,13.625549,8.625504,13.088522,8.843935,12.401886,8.956528,13.870173,10.263418,13.357120,10.334947,14.402969,0,0.00080,0.00074,0.00106,0.00055,0.00057,0.00069,0.01184,0.00527,0.91476,0.10045,3.27713,,
0.544,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.231964,23.390682,71.043747,68.095940,8.955277,4.874207,5.297952,0.000000,14.759548,3.431276,0,0,15.581916,5.914443,13.570392,5.584443,1,0,17.156250,0,3.402085,5.255197,13.042693,7.954921,15.647470,8.368935,13.661940,8.626756,13.118380,8.841331,12.439365,8.968217,13.906157,10.266442,13.366606,10.327555,14.408018,0,0.00081,0.00071,0.00106,0.00055,0.00060,0.00069,0.01142,0.00511,0.89584,0.10034,3.27690,,
0.545,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.557602,23.958782,70.477501,66.948647,8.617883,4.883175,5.292086,0.000000,14.763060,3.445580,0,0,15.581916,5.913188,13.609653,5.580441,1,0,17.140142,0,3.410160,5.250390,13.027988,7.955959,15.646423,8.386762,13.699380,8.629889,13.147500,8.842649,12.475477,8.979111,13.941588,10.267589,13.377254,10.322041,14.413915,0,0.00081,0.00068,0.00103,0.00054,0.00059,0.00071,0.01160,0.00509,0.87280,0.10042,3.27652,,
0.546,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,177.883224,24.526884,69.911263,65.801361,8.280488,4.892144,5.284922,0.000000,14.766571,3.459882,0,0,15.581916,5.911933,13.648915,5.577703,1,0,17.124033,0,3.418235,5.245584,13.013285,7.956996,15.645375,8.404589,13.736819,8.633022,13.176620,8.843966,12.511589,8.990004,13.977018,10.268734,13.387902,10.316526,14.419810,0,0.00078,0.00064,0.00092,0.00054,0.00059,0.00070,0.01156,0.00479,0.85297,0.10071,3.27623,,
0.547,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.208862,25.094986,69.345016,64.654068,7.943093,4.901112,5.277201,0.000000,14.770082,3.474186,0,0,15.581916,5.910678,13.688177,5.575504,1,0,17.107925,0,3.426310,5.240777,12.998580,7.958034,15.644328,8.422416,13.774260,8.636156,13.205741,8.845284,12.547701,9.000897,14.012448,10.269879,13.398550,10.311013,14.425707,0,0.00080,0.00064,0.00082,0.00054,0.00059,0.00069,0.01237,0.00421,0.83740,0.10061,3.27600,,
0.548,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.690811,25.248339,69.120628,63.815430,7.583933,4.909087,5.268273,0.000000,14.774225,3.488270,0,0,15.581916,5.905061,13.715487,5.571187,1,0,17.091743,0,3.434311,5.235671,12.983789,7.967412,15.638748,8.432688,13.803171,8.637577,13.231206,8.847606,12.584026,9.008896,14.042059,10.270462,13.410370,10.306008,14.429224,0,0.00096,0.00078,0.00080,0.00056,0.00061,0.00083,0.01297,0.00259,0.78934,0.10057,3.27633,,
0.549,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.651276,25.145329,69.107552,63.167572,7.211320,4.916446,5.258827,0.000000,14.778760,3.502218,0,0,15.581916,5.896748,13.735410,5.565961,1,0,17.075516,0,3.442266,5.230380,12.968946,7.981945,15.630367,8.438289,13.826812,8.637939,13.254412,8.850548,12.620484,9.015104,14.068072,10.270697,13.422915,10.301318,14.431271,0,0.00116,0.00190,0.00086,0.00084,0.00074,0.00102,0.01321,0.00229,0.76813,0.10083,3.27701,,
0.550,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.611725,25.042316,69.094467,62.519714,6.838706,4.923806,5.248008,0.000000,14.783294,3.516166,0,0,15.581916,5.888435,13.755333,5.558694,1,0,17.059288,0,3.450221,5.225088,12.954103,7.996478,15.621985,8.443891,13.850452,8.638302,13.277617,8.853491,12.656941,9.021314,14.094086,10.270932,13.435460,10.296628,14.433317,0,0.00128,0.00243,0.00096,0.00099,0.00084,0.00119,0.01311,0.00265,0.74585,0.10087,3.27728,,
0.551,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.572174,24.939306,69.081383,61.871861,6.466093,4.931166,5.236600,0.000000,14.787828,3.530114,0,0,15.581916,5.880122,13.775255,5.550552,1,0,17.043060,0,3.458176,5.219797,12.939260,8.011011,15.613605,8.449492,13.874093,8.638665,13.300824,8.856433,12.693399,9.027523,14.120098,10.271167,13.448005,10.291938,14.435363,0,0.00133,0.00270,0.00100,0.00102,0.00092,0.00122,0.01345,0.00270,0.72189,0.10074,3.27728,,
0.552,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.289886,24.855511,69.164009,61.216778,6.073957,4.936697,5.223708,0.000000,14.790588,3.543707,0,0,15.581916,5.870234,13.798385,5.541674,1,0,17.026838,0,3.465987,5.214759,12.924271,8.024850,15.618963,8.460731,13.900120,8.645270,13.321759,8.854868,12.717976,9.032701,14.141736,10.273201,13.465816,10.286972,14.436326,0,0.00135,0.00276,0.00103,0.00104,0.00092,0.00123,0.01401,0.00272,0.69687,0.10096,3.27738,,
