"Time","57 rm dwn st","56 rm dwn sw","55 rmp up st","54 rmp up sw","53 Ramp down","52 Ramp up","51 right DS","50 left DS","49 lHL swoff","48 lHL swon","47 rHL swoff","46 rHL swon","45 lFL swoff","44 lFL swon","43 rFL swoff","42 rFL swon","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37a CoMy (cm)","36 CoMx (cm)","37 CoMy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","35 FRy (cm)","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
1.700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172.617905,21.136961,77.098412,69.324036,-1.173567,10.549521,6.488019,11.327705,7.208060,11.367551,0,5.882946,5.198277,8.266621,7.201400,7.343992,8.052608,11.267529,8.438136,8.122612,8.770920,7.638536,9.055722,7.085208,8.869793,8.806350,10.460160,8.622424,10.250488,9.528482,0,0.00099,0.00058,0.00503,0.00060,0.00078,0.00083,0.01206,0.00344,-1.47902,0.09716,3.27787
1.701,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172.564453,21.171221,77.028221,68.798859,-1.124853,10.551939,6.486539,11.319105,7.206983,11.363793,0,5.884288,5.200509,8.279722,7.198439,7.331387,8.052328,11.264901,8.439618,8.133564,8.762583,7.660452,9.044251,7.102126,8.870980,8.822133,10.459392,8.627365,10.249859,9.527431,0,0.00125,0.00058,0.00474,0.00058,0.00083,0.00083,0.01285,0.00347,-1.47796,0.09684,3.27782
1.702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172.510986,21.205482,76.958031,68.273689,-1.076138,10.554357,6.485059,11.310505,7.205906,11.360035,0,5.885630,5.202740,8.292824,7.195477,7.318781,8.052049,11.262274,8.441101,8.144516,8.754246,7.682367,9.032781,7.119043,8.872169,8.837915,10.458622,8.632305,10.249229,9.526379,0,0.00143,0.00058,0.00471,0.00056,0.00086,0.00083,0.01316,0.00349,-1.48005,0.09688,3.27774
1.703,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,173.083740,21.457832,76.901154,67.606667,-0.882426,10.564467,6.483407,11.306854,7.205248,11.363223,0,5.886841,5.204954,8.318723,7.194271,7.308038,8.048875,11.254860,8.432765,8.170773,8.747039,7.699717,9.024858,7.131617,8.874957,8.853938,10.458960,8.633980,10.249054,9.526191,0,0.00146,0.00057,0.00481,0.00055,0.00089,0.00082,0.01345,0.00351,-1.48142,0.09697,3.27707
1.704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,173.665375,21.713282,76.844467,66.937637,-0.686654,10.574688,6.481753,11.303273,7.204596,11.366509,0,5.888051,5.207167,8.344805,7.193089,7.297321,8.045659,11.247378,8.424290,8.197247,8.739848,7.717002,9.016985,7.144130,8.877769,8.869965,10.459313,8.635609,10.248885,9.526015,0,0.00152,0.00058,0.00482,0.00056,0.00101,0.00083,0.01333,0.00377,-1.47916,0.09704,3.27638
1.705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174.247009,21.968729,76.787781,66.268600,-0.490883,10.584909,6.480098,11.299692,7.203943,11.369796,0,5.889260,5.209379,8.370886,7.191908,7.286604,8.042444,11.239898,8.415814,8.223721,8.732657,7.734287,9.009111,7.156642,8.880580,8.885991,10.459666,8.637237,10.248716,9.525840,0,0.00184,0.00058,0.00471,0.00055,0.00105,0.00082,0.01297,0.00397,-1.48002,0.09689,3.27674
1.706,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174.828644,22.224176,76.731094,65.599571,-0.295111,10.595130,6.478444,11.296112,7.203291,11.373082,0,5.890470,5.211592,8.396967,7.190728,7.275887,8.039228,11.232416,8.407339,8.250195,8.725467,7.751572,9.001239,7.169155,8.883392,8.902018,10.460020,8.638865,10.248547,9.525664,0,0.00192,0.00058,0.00478,0.00055,0.00108,0.00079,0.01307,0.00408,-1.48095,0.09676,3.27712
1.707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.859924,22.294060,76.771889,64.931290,0.022109,10.585662,6.476847,11.285572,7.202134,11.365717,0,5.891526,5.212991,8.417238,7.188174,7.266535,8.040242,11.219727,8.405178,8.273940,8.713459,7.764097,8.982544,7.186484,8.887356,8.920631,10.460685,8.638165,10.247277,9.529480,0,0.00195,0.00060,0.00494,0.00054,0.00109,0.00077,0.01323,0.00401,-1.47908,0.09698,3.27728
1.708,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,176.897583,22.361307,76.814072,64.263023,0.341053,10.575915,6.475251,11.274935,7.200970,11.358200,0,5.892580,5.214378,8.437427,7.185600,7.257203,8.041315,11.206963,8.403107,8.297647,8.701384,7.776554,8.963696,7.203881,8.891336,8.939283,10.461354,8.637434,10.245992,9.533353,0,0.00198,0.00060,0.00505,0.00055,0.00110,0.00080,0.01423,0.00409,-1.48019,0.09720,3.27743
1.709,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,177.935257,22.428556,76.856255,63.594749,0.659997,10.566168,6.473654,11.264297,7.199806,11.350683,0,5.893634,5.215765,8.457615,7.183027,7.247869,8.042389,11.194199,8.401035,8.321354,8.689308,7.789012,8.944847,7.221279,8.895316,8.957934,10.462024,8.636703,10.244707,9.537225,0,0.00199,0.00060,0.00476,0.00056,0.00111,0.00082,0.01398,0.00424,-1.48130,0.09696,3.27699
1.710,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,178.972916,22.495804,76.898438,62.926483,0.978942,10.556420,6.472058,11.253658,7.198642,11.343166,0,5.894688,5.217152,8.477803,7.180454,7.238537,8.043462,11.181435,8.398963,8.345061,8.677233,7.801469,8.925999,7.238676,8.899297,8.976585,10.462693,8.635971,10.243422,9.541098,0,0.00198,0.00061,0.00442,0.00055,0.00113,0.00081,0.01464,0.00429,-1.48012,0.09666,3.27653
1.711,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,178.310959,22.525068,77.189102,62.634438,1.323699,10.547486,6.475212,11.243530,7.200097,11.338582,0,5.895729,5.217882,8.503624,7.186992,7.224561,8.043962,11.177337,8.410638,8.370842,8.665707,7.822011,8.902547,7.257679,8.901841,8.997196,10.462168,8.633715,10.244707,9.548035,0,0.00201,0.00063,0.00422,0.00053,0.00115,0.00082,0.01485,0.00433,-1.47927,0.09694,3.27667
1.712,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,177.624863,22.553793,77.483299,62.347733,1.668822,10.538564,6.478434,11.233409,7.201588,11.334040,0,5.896770,5.218603,8.529525,7.193660,7.210519,8.044454,11.173361,8.422507,8.396652,8.654189,7.842666,8.879030,7.276706,8.904366,9.017834,10.461624,8.631436,10.246029,9.555015,0,0.00199,0.00062,0.00375,0.00053,0.00119,0.00081,0.01531,0.00462,-1.48022,0.09715,3.27682
1.713,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,176.938782,22.582518,77.777489,62.061031,2.013945,10.529642,6.481655,11.223288,7.203079,11.329496,0,5.897812,5.219324,8.555426,7.200328,7.196477,8.044946,11.169385,8.434377,8.422462,8.642671,7.863322,8.855513,7.295732,8.906890,9.038472,10.461082,8.629158,10.247351,9.561995,0,0.00204,0.00062,0.00368,0.00054,0.00123,0.00080,0.01719,0.00485,-1.48018,0.09685,3.27720
1.714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,176.252686,22.611242,78.071686,61.774326,2.359069,10.520720,6.484876,11.213166,7.204571,11.324954,0,5.898853,5.220044,8.581326,7.206996,7.182436,8.045438,11.165409,8.446246,8.448273,8.631152,7.883977,8.831996,7.314758,8.909414,9.059110,10.460539,8.626880,10.248672,9.568975,0,0.00205,0.00063,0.00374,0.00053,0.00125,0.00081,0.01900,0.00532,-1.47943,0.09648,3.27758
1.715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,176.020523,22.648771,78.642891,61.424473,2.586238,10.520678,6.488750,11.205057,7.204344,11.757575,0,5.900206,5.222129,8.605969,7.210926,7.177068,8.049728,11.158085,8.442513,8.488561,8.609047,7.911374,8.801835,7.339679,8.912738,9.078146,10.456566,8.631496,10.254744,9.572366,0,0.00206,0.00063,0.00388,0.00053,0.00123,0.00082,0.01896,0.00572,-1.48260,0.09668,3.27759
1.716,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.794800,22.686426,79.218025,61.073723,2.811732,10.520761,6.492632,11.196978,7.204093,12.196404,0,5.901562,5.224234,8.630594,7.214817,7.171824,8.054073,11.150713,8.438558,8.529055,8.586792,7.938866,8.771581,7.364683,8.916073,9.097160,10.452544,8.636209,10.260883,9.575706,0,0.00208,0.00064,0.00381,0.00054,0.00123,0.00080,0.01849,0.00567,-1.48257,0.09684,3.27759
1.717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.569061,22.724079,79.793159,60.722973,3.037226,10.520845,6.496514,11.188898,7.203842,12.635233,0,5.902919,5.226338,8.655219,7.218708,7.166580,8.058418,11.143341,8.434603,8.569549,8.564537,7.966358,8.741325,7.389688,8.919407,9.116174,10.448522,8.640924,10.267022,9.579045,0,0.00219,0.00061,0.00365,0.00054,0.00125,0.00077,0.01814,0.00555,-1.48065,0.09689,3.27796
1.718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.343338,22.761734,80.368294,60.372223,3.262721,10.520929,6.500396,11.180819,7.203591,13.074062,0,5.904275,5.228442,8.679845,7.222599,7.161336,8.062763,11.135969,8.430648,8.610043,8.542282,7.993850,8.711070,7.414692,8.922742,9.135188,10.444500,8.645638,10.273162,9.582385,0,0.00221,0.00061,0.00361,0.00054,0.00129,0.00080,0.01904,0.00564,-1.48020,0.09665,3.27834
1.719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.359039,22.917374,80.645256,59.563263,3.363434,10.517512,6.504345,11.164305,7.199945,12.627709,0,5.906051,5.231656,8.710553,7.235679,7.152465,8.063088,11.124654,8.417897,8.666029,8.520295,8.035621,8.675594,7.436820,8.930739,9.156318,10.444954,8.644920,10.274139,9.590217,0,0.00221,0.00061,0.00330,0.00053,0.00121,0.00076,0.01936,0.00526,-1.47860,0.09657,3.27798
1.720,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.378174,23.074690,80.917992,58.747795,3.462375,10.514047,6.508294,11.147673,7.196251,12.168788,0,5.907832,5.234885,8.741349,7.248890,7.143543,8.063355,11.113283,8.405023,8.722235,8.498312,8.077595,8.640043,7.458907,8.938803,9.177478,10.445472,8.644126,10.275043,9.598111,0,0.00219,0.00060,0.00319,0.00052,0.00116,0.00075,0.01825,0.00513,-1.47769,0.09677,3.27760
1.721,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.397308,23.232006,81.190720,57.932327,3.561316,10.510580,6.512244,11.131040,7.192557,11.709867,0,5.909613,5.238114,8.772144,7.262102,7.134620,8.063623,11.101912,8.392147,8.778441,8.476329,8.119569,8.604493,7.480994,8.946866,9.198638,10.445990,8.643332,10.275948,9.606007,0,0.00197,0.00059,0.00314,0.00053,0.00117,0.00076,0.01716,0.00506,-1.48071,0.09675,3.27736
1.722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.416428,23.389322,81.463455,57.116859,3.660257,10.507114,6.516193,11.114407,7.188863,11.250945,0,5.911394,5.241343,8.802940,7.275313,7.125698,8.063890,11.090541,8.379272,8.834648,8.454346,8.161543,8.568943,7.503082,8.954930,9.219797,10.446507,8.642537,10.276852,9.613901,0,0.00178,0.00058,0.00295,0.00053,0.00119,0.00077,0.01721,0.00501,-1.47930,0.09655,3.27714
1.723,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.463409,23.836628,81.638039,56.043098,3.600622,10.500016,6.520196,11.102873,7.202051,11.723627,0,5.912451,5.244492,8.839739,7.274392,7.108514,8.066310,11.082747,8.381279,8.876202,8.442964,8.199466,8.550641,7.537948,8.968668,9.250536,10.448228,8.646157,10.281317,9.617320,0,0.00177,0.00059,0.00288,0.00053,0.00117,0.00076,0.01750,0.00527,-1.48083,0.09615,3.27683
1.724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.510788,24.288050,81.811241,54.965668,3.538735,10.492866,6.524200,11.091412,7.215477,12.209536,0,5.913499,5.247639,8.876622,7.273270,7.091212,8.068760,11.075003,8.383497,8.917546,8.431732,8.237331,8.532584,7.572996,8.982487,9.281409,10.449966,8.649840,10.285833,9.620674,0,0.00175,0.00059,0.00306,0.00054,0.00105,0.00075,0.01880,0.00547,-1.47933,0.09631,3.27653
1.725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.558151,24.739471,81.984436,53.888241,3.476848,10.485716,6.528204,11.079950,7.228904,12.695445,0,5.914546,5.250786,8.913506,7.272149,7.073911,8.071210,11.067259,8.385715,8.958892,8.420502,8.275196,8.514527,7.608043,8.996305,9.312284,10.451705,8.653524,10.290349,9.624029,0,0.00159,0.00060,0.00312,0.00059,0.00102,0.00074,0.01946,0.00575,-1.47906,0.09642,3.27727
1.726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.605530,25.190895,82.157631,52.810810,3.414961,10.478566,6.532207,11.068489,7.242331,13.181355,0,5.915594,5.253933,8.950390,7.271027,7.056610,8.073660,11.059515,8.387934,9.000237,8.409270,8.313062,8.496470,7.643091,9.010123,9.343158,10.453444,8.657207,10.294866,9.627384,0,0.00161,0.00060,0.00304,0.00064,0.00098,0.00073,0.02058,0.00591,-1.48068,0.09619,3.27803
1.727,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.358734,26.094877,82.347054,51.633614,3.304963,10.480437,6.535065,11.059248,7.240326,13.179117,0,5.916025,5.256585,8.991074,7.278399,7.026705,8.071188,11.048846,8.377315,9.050770,8.393261,8.362082,8.467883,7.692377,9.026401,9.376070,10.456126,8.660626,10.295840,9.633069,0,0.00162,0.00058,0.00293,0.00077,0.00097,0.00074,0.02167,0.00585,-1.48084,0.09589,3.27782
1.728,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.107773,27.005285,82.536705,50.454998,3.194282,10.482436,6.537906,11.050038,7.238102,13.169950,0,5.916448,5.259229,9.031812,7.285891,6.996621,8.068646,11.038136,8.366513,9.101434,8.377185,8.411260,8.439145,7.741865,9.042712,9.409012,10.458822,8.664042,10.296764,9.638787,0,0.00158,0.00057,0.00277,0.00098,0.00097,0.00072,0.02118,0.00571,-1.48065,0.09580,3.27759
1.729,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174.856812,27.915693,82.726357,49.276382,3.083601,10.484435,6.540747,11.040828,7.235879,13.160782,0,5.916870,5.261874,9.072550,7.293383,6.966537,8.066105,11.027426,8.355712,9.152098,8.361108,8.460437,8.410408,7.791353,9.059024,9.441954,10.461518,8.667458,10.297688,9.644505,0,0.00157,0.00057,0.00368,0.00102,0.00094,0.00071,0.02030,0.00540,-1.47934,0.09585,3.27684
1.730,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174.605850,28.826101,82.916008,48.097767,2.972920,10.486434,6.543589,11.031618,7.233655,13.151614,0,5.917292,5.264518,9.113288,7.300875,6.936452,8.063562,11.016716,8.344911,9.202761,8.345031,8.509615,8.381671,7.840840,9.075336,9.474895,10.464213,8.670873,10.298613,9.650223,0,0.00158,0.00055,0.00400,0.00107,0.00095,0.00073,0.01932,0.00526,-1.48094,0.09594,3.27608
1.731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,173.887985,30.272306,83.031219,47.164642,2.925667,10.664780,6.546992,11.020726,7.237447,13.155050,0,5.917320,5.266264,9.146290,7.296845,6.927442,8.060617,11.010074,8.340241,9.248441,8.329955,8.560696,8.369723,7.887262,9.093530,9.505829,10.464741,8.676578,10.298461,9.657681,0,0.00156,0.00054,0.00408,0.00110,0.00094,0.00070,0.01913,0.00514,-1.47828,0.09581,3.27644
1.732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,173.163498,31.726120,83.145378,46.235004,2.879315,10.845631,6.550404,11.009809,7.241323,13.158666,0,5.917343,5.267997,9.179181,7.292651,6.918729,8.057666,11.003489,8.335659,9.294050,8.314894,8.611804,8.358014,7.933640,9.111751,9.536733,10.465238,8.682316,10.298294,9.665163,0,0.00154,0.00056,0.00405,0.00112,0.00092,0.00072,0.01877,0.00474,-1.48040,0.09542,3.27682
1.733,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172.439011,33.179935,83.259537,45.305370,2.832962,11.026481,6.553815,10.998893,7.245200,13.162282,0,5.917365,5.269730,9.212073,7.288457,6.910017,8.054714,10.996903,8.331078,9.339660,8.299832,8.662911,8.346305,7.980019,9.129972,9.567636,10.465734,8.688053,10.298127,9.672646,0,0.00156,0.00057,0.00399,0.00112,0.00088,0.00071,0.01723,0.00454,-1.47877,0.09529,3.27682
1.734,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,171.714523,34.633747,83.373695,44.375732,2.786610,11.207331,6.557227,10.987976,7.249077,13.165897,0,5.917387,5.271463,9.244965,7.284264,6.901306,8.051763,10.990318,8.326495,9.385269,8.284771,8.714020,8.334596,8.026397,9.148193,9.598540,10.466230,8.693791,10.297959,9.680128,0,0.00163,0.00059,0.00388,0.00113,0.00090,0.00073,0.01618,0.00404,-1.47898,0.09554,3.27682
1.735,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172.142883,35.604160,83.627731,43.701218,2.852232,11.204339,6.559079,10.980175,7.248257,13.157364,0,5.917230,5.271717,9.292331,7.285743,6.891687,8.051495,10.978903,8.310112,9.427106,8.268408,8.758649,8.321514,8.073427,9.164780,9.618296,10.464925,8.690824,10.301388,9.680121,0,0.00164,0.00058,0.00372,0.00113,0.00092,0.00071,0.01476,0.00357,-1.47800,0.09558,3.27653
1.736,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172.587601,36.567707,83.883751,43.030327,2.919443,11.198738,6.560909,10.972418,7.247369,13.148658,0,5.917069,5.271949,9.339903,7.287303,6.882056,8.051264,10.967419,8.293561,9.468889,8.252027,8.803186,8.308414,8.120466,9.181343,9.637893,10.463593,8.687732,10.304867,9.680009,0,0.00162,0.00059,0.00356,0.00115,0.00100,0.00073,0.01449,0.00328,-1.48082,0.09526,3.27622
1.737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,173.032333,37.531254,84.139778,42.359432,2.986655,11.193136,6.562738,10.964662,7.246482,13.139952,0,5.916909,5.272182,9.387474,7.288863,6.872425,8.051033,10.955935,8.277010,9.510672,8.235645,8.847723,8.295313,8.167506,9.197907,9.657490,10.462262,8.684641,10.308347,9.679896,0,0.00148,0.00066,0.00343,0.00127,0.00104,0.00074,0.01409,0.00311,-1.47980,0.09492,3.27651
1.738,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,173.477066,38.494801,84.395798,41.688541,3.053867,11.187534,6.564568,10.956904,7.245595,13.131246,0,5.916749,5.272414,9.435046,7.290422,6.862794,8.050802,10.944451,8.260459,9.552455,8.219264,8.892261,8.282212,8.214545,9.214471,9.677086,10.460932,8.681549,10.311826,9.679784,0,0.00137,0.00071,0.00332,0.00135,0.00102,0.00073,0.01343,0.00280,-1.48052,0.09493,3.27682
1.739,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174.028610,38.773689,84.449150,41.316479,3.270879,11.192941,6.565857,10.949393,7.251695,13.137357,0,5.915745,5.272708,9.458885,7.289948,6.852350,8.048251,10.922827,8.248927,9.584725,8.215993,8.925922,8.274153,8.240574,9.227650,9.691221,10.465171,8.683084,10.314420,9.686406,0,0.00127,0.00074,0.00331,0.00150,0.00107,0.00075,0.01274,0.00270,-1.47860,0.09507,3.27720
1.740,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174.581680,39.042858,84.499619,40.948658,3.490018,11.198503,6.567139,10.941886,7.257895,13.143678,0,5.914730,5.273002,9.482387,7.289443,6.841895,8.045666,10.901059,8.237467,9.616860,8.212907,8.959429,8.266165,8.266304,9.240781,9.705279,10.469489,8.684685,10.317002,9.693125,0,0.00128,0.00076,0.00330,0.00158,0.00106,0.00077,0.01252,0.00270,-1.48093,0.09512,3.27758
1.741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.134735,39.312027,84.550095,40.580837,3.709157,11.204064,6.568420,10.934378,7.264094,13.150000,0,5.913714,5.273296,9.505889,7.288939,6.831439,8.043081,10.879292,8.226007,9.648995,8.209822,8.992936,8.258177,8.292034,9.253911,9.719337,10.473807,8.686285,10.319584,9.699843,0,0.00128,0.00079,0.00317,0.00180,0.00097,0.00077,0.01230,0.00269,-1.48022,0.09502,3.27699
1.742,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.687805,39.581196,84.600563,40.213017,3.928295,11.209626,6.569702,10.926870,7.270294,13.156321,0,5.912699,5.273591,9.529391,7.288435,6.820984,8.040497,10.857524,8.214546,9.681130,8.206736,9.026443,8.250188,8.317763,9.267042,9.733395,10.478126,8.687885,10.322165,9.706561,0,0.00140,0.00083,0.00310,0.00197,0.00094,0.00078,0.01181,0.00263,-1.47959,0.09465,3.27638
1.743,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.473541,40.199120,84.787659,40.358414,4.082099,11.202847,6.575101,10.916651,7.263106,13.139384,0,5.911866,5.274292,9.541504,7.283161,6.812998,8.040506,10.846955,8.223893,9.692324,8.210493,9.042745,8.247753,8.346158,9.278230,9.747105,10.475339,8.684601,10.330673,9.706055,0,0.00152,0.00083,0.00305,0.00200,0.00093,0.00079,0.01122,0.00239,-1.47933,0.09471,3.27689
1.744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.248383,40.821999,84.976692,40.511097,4.234975,11.195891,6.580560,10.906393,7.255728,13.122118,0,5.911036,5.275000,9.553455,7.277819,6.805048,8.040553,10.836546,8.233535,9.703218,8.214348,9.058803,8.245398,8.374591,9.289390,9.760811,10.472452,8.681248,10.339264,9.705445,0,0.00153,0.00084,0.00304,0.00205,0.00097,0.00082,0.00984,0.00192,-1.47980,0.09505,3.27742
1.745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175.023224,41.444874,85.165726,40.663780,4.387851,11.188936,6.586018,10.896135,7.248351,13.104852,0,5.910206,5.275707,9.565406,7.272476,6.797097,8.040600,10.826137,8.243176,9.714114,8.218203,9.074861,8.243042,8.403024,9.300549,9.774516,10.469565,8.677894,10.347856,9.704837,0,0.00153,0.00085,0.00302,0.00204,0.00098,0.00086,0.00915,0.00128,-1.47913,0.09525,3.27736
1.746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174.798080,42.067749,85.354759,40.816467,4.540727,11.181981,6.591476,10.885878,7.240973,13.087584,0,5.909376,5.276414,9.577357,7.267134,6.789146,8.040647,10.815727,8.252818,9.725009,8.222057,9.090918,8.240686,8.431457,9.311708,9.788222,10.466678,8.674541,10.356447,9.704227,0,0.00144,0.00085,0.00299,0.00200,0.00099,0.00088,0.00812,0.00091,-1.48141,0.09503,3.27728
1.747,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174.345291,43.461712,85.857712,41.357346,4.436479,11.182797,6.598201,10.885349,7.251587,13.099778,0,5.907053,5.276778,9.582732,7.262828,6.778290,8.037514,10.811254,8.242933,9.738962,8.215110,9.108659,8.241232,8.449389,9.314518,9.788829,10.468385,8.679498,10.364163,9.713017,0,0.00150,0.00088,0.00280,0.00192,0.00102,0.00087,0.00648,0.00073,-1.48726,0.09505,3.27713
1.748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,173.889267,44.866627,86.365112,41.903736,4.328579,11.183724,6.604945,10.884959,7.262458,13.112390,0,5.904710,5.277136,9.588015,7.258536,6.767393,8.034336,10.806865,8.232772,9.752958,8.208009,9.126424,8.241819,8.467173,9.317208,9.789248,10.470156,8.684573,10.371866,9.721942,0,0.00155,0.00088,0.00259,0.00168,0.00102,0.00088,0.00595,0.00069,-1.47869,0.09536,3.27698
1.749,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,173.433258,46.271538,86.872520,42.450127,4.220680,11.184651,6.611688,10.884569,7.273328,13.125002,0,5.902367,5.277495,9.593297,7.254245,6.756496,8.031158,10.802476,8.222610,9.766954,8.200907,9.144189,8.242407,8.484956,9.319899,9.789669,10.471928,8.689649,10.379570,9.730865,0,0.00164,0.00088,0.00174,0.00165,0.00103,0.00088,0.00542,0.00068,-1.48029,0.09540,3.27743
1.750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172.977234,47.676453,87.379929,42.996517,4.112781,11.185577,6.618431,10.884179,7.284198,13.137613,0,5.900023,5.277853,9.598579,7.249954,6.745599,8.027981,10.798087,8.212447,9.780951,8.193806,9.161954,8.242994,8.502740,9.322590,9.790090,10.473700,8.694723,10.387274,9.739790,0,0.00181,0.00090,0.00129,0.00160,0.00110,0.00087,0.00527,0.00067,-1.48016,0.09532,3.27788
1.751,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172.957245,47.865971,87.555992,43.855686,3.759565,11.180140,6.624835,10.870835,7.276483,13.115602,0,5.896013,5.278956,9.581676,7.236859,6.739173,8.029812,10.789957,8.173658,9.774364,8.167760,9.149853,8.235845,8.496092,9.308593,9.774426,10.472146,8.685280,10.388942,9.731473,0,0.00209,0.00091,0.00121,0.00165,0.00116,0.00089,0.00503,0.00066,-1.47938,0.09501,3.27767
1.752,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172.943436,48.038231,87.727356,44.719299,3.402866,11.174611,6.631235,10.857307,7.268504,13.093098,0,5.891979,5.280068,9.564456,7.223639,6.732811,8.031714,10.781774,8.134463,9.767485,8.141445,9.137328,8.228584,8.489098,9.294359,9.758533,10.470546,8.675631,10.390524,9.722911,0,0.00229,0.00090,0.00123,0.00165,0.00120,0.00090,0.00501,0.00069,-1.48090,0.09500,3.27744
1.753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172.929626,48.210495,87.898712,45.582909,3.046167,11.169082,6.637635,10.843780,7.260525,13.070595,0,5.887946,5.281181,9.547236,7.210419,6.726449,8.033617,10.773589,8.095268,9.760606,8.115130,9.124803,8.221324,8.482102,9.280127,9.742640,10.468946,8.665981,10.392106,9.714349,0,0.00237,0.00089,0.00124,0.00166,0.00122,0.00091,0.00466,0.00069,-1.48061,0.09535,3.27766
1.754,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172.915833,48.382755,88.070076,46.446522,2.689468,11.163553,6.644035,10.830252,7.252546,13.048091,0,5.883912,5.282294,9.530017,7.197199,6.720086,8.035520,10.765406,8.056072,9.753727,8.088815,9.112278,8.214065,8.475108,9.265893,9.726747,10.467345,8.656332,10.393688,9.705787,0,0.00250,0.00088,0.00122,0.00166,0.00125,0.00089,0.00320,0.00065,-1.47915,0.09548,3.27789
