"Time","57 rm dwn st","56 rm dwn sw","55 rmp up st","54 rmp up sw","53 Ramp down","52 Ramp up","51 right DS","50 left DS","49 lHL swoff","48 lHL swon","47 rHL swoff","46 rHL swon","45 lFL swoff","44 lFL swon","43 rFL swoff","42 rFL swon","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37a CoMy (cm)","36 CoMx (cm)","37 CoMy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","35 FRy (cm)","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,151.806458,49.256882,80.248886,96.891838,0.507273,11.060618,6.993146,14.145585,7.377240,12.626683,0,6.131866,5.577894,7.472779,7.547279,8.716196,8.581339,14.128316,8.365132,7.417142,8.719493,6.990757,9.375875,6.766290,8.764551,8.341253,10.331868,8.660124,10.236376,9.753661,0,0.00322,0.00073,0.00259,0.00070,0.00086,0.00083,0.00117,0.00060,1.47972,0.09714,3.27728
0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,153.406784,48.930691,80.231445,97.083771,0.581918,11.059373,6.993470,14.157205,7.381444,12.616425,0,6.132125,5.577240,7.461023,7.547368,8.717506,8.587018,14.139124,8.364194,7.407090,8.733769,6.986191,9.385838,6.765516,8.765865,8.336096,10.333758,8.659227,10.237350,9.753592,0,0.00300,0.00075,0.00268,0.00066,0.00071,0.00079,0.00104,0.00059,1.48484,0.09751,3.27721
0.002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155.007126,48.604500,80.214005,97.275703,0.656563,11.058127,6.993793,14.168823,7.385647,12.606166,0,6.132384,5.576585,7.449267,7.547457,8.718816,8.592697,14.149932,8.363255,7.397038,8.748045,6.981625,9.395800,6.764742,8.767180,8.330939,10.335649,8.658330,10.238326,9.753523,0,0.00293,0.00075,0.00272,0.00064,0.00069,0.00078,0.00102,0.00060,1.48328,0.09765,3.27713
0.003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155.933075,48.419861,80.543236,97.526886,0.711155,11.043659,6.995091,14.175362,7.387844,12.593870,0,6.132707,5.576396,7.442025,7.550388,8.720709,8.596385,14.151186,8.364093,7.382454,8.756265,6.979530,9.398765,6.759295,8.767529,8.324712,10.334482,8.658503,10.238107,9.752711,0,0.00291,0.00074,0.00276,0.00064,0.00069,0.00077,0.00100,0.00060,1.48472,0.09752,3.27720
0.004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,156.849472,48.237228,80.877380,97.778908,0.765462,11.029002,6.996404,14.181828,7.390012,12.581547,0,6.133030,5.576213,7.434847,7.553358,8.722610,8.600045,14.152304,8.364956,7.367806,8.764398,6.977470,9.401631,6.753780,8.767863,8.318469,10.333271,8.658690,10.237870,9.751890,0,0.00292,0.00074,0.00279,0.00063,0.00070,0.00078,0.00098,0.00060,1.48400,0.09732,3.27728
0.005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.765854,48.054600,81.211533,98.030930,0.819770,11.014346,6.997716,14.188293,7.392180,12.569222,0,6.133354,5.576030,7.427669,7.556329,8.724511,8.603705,14.153421,8.365820,7.353158,8.772531,6.975411,9.404497,6.748267,8.768198,8.312226,10.332061,8.658878,10.237634,9.751068,0,0.00291,0.00073,0.00325,0.00063,0.00073,0.00078,0.00096,0.00059,1.48499,0.09740,3.27706
0.006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,158.682236,47.871967,81.545685,98.282951,0.874077,10.999689,6.999028,14.194758,7.394348,12.556899,0,6.133677,5.575847,7.420491,7.559299,8.726412,8.607366,14.154539,8.366683,7.338509,8.780664,6.973351,9.407364,6.742753,8.768533,8.305984,10.330851,8.659066,10.237397,9.750246,0,0.00291,0.00070,0.00382,0.00062,0.00075,0.00079,0.00102,0.00060,1.48521,0.09757,3.27683
0.007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.501587,48.466263,82.056526,98.481277,0.880626,11.009861,7.000023,14.205079,7.398936,12.546020,0,6.133663,5.575590,7.412791,7.558098,8.724501,8.609383,14.156635,8.367167,7.329707,8.778047,6.964799,9.400293,6.733830,8.769575,8.301168,10.329812,8.659743,10.236604,9.751210,0,0.00288,0.00070,0.00402,0.00065,0.00076,0.00078,0.00102,0.00057,1.48433,0.09751,3.27668
0.008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,156.291153,49.071587,82.569878,98.678848,0.886497,11.020385,7.001014,14.215454,7.403559,12.535160,0,6.133643,5.575333,7.405084,7.556838,8.722535,8.611376,14.158746,8.367645,7.320988,8.775277,6.956154,9.393082,6.724860,8.770627,8.296373,10.328777,8.660426,10.235802,9.752200,0,0.00274,0.00069,0.00402,0.00066,0.00075,0.00077,0.00101,0.00056,1.48553,0.09710,3.27652
0.009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155.080719,49.676910,83.083237,98.876419,0.892368,11.030909,7.002006,14.225829,7.408181,12.524301,0,6.133624,5.575075,7.397377,7.555578,8.720570,8.613369,14.160855,8.368124,7.312270,8.772508,6.947509,9.385871,6.715890,8.771679,8.291578,10.327742,8.661110,10.235000,9.753190,0,0.00271,0.00069,0.00398,0.00065,0.00080,0.00074,0.00102,0.00056,1.48422,0.09710,3.27697
0.010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,153.870285,50.282234,83.596588,99.073990,0.898239,11.041432,7.002996,14.236205,7.412804,12.513441,0,6.133604,5.574818,7.389669,7.554317,8.718604,8.615362,14.162966,8.368603,7.303551,8.769738,6.938865,9.378659,6.706920,8.772732,8.286783,10.326706,8.661794,10.234198,9.754179,0,0.00262,0.00069,0.00396,0.00064,0.00078,0.00075,0.00105,0.00055,1.48168,0.09740,3.27743
0.011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,151.777374,51.257690,83.885216,99.256691,0.854124,11.047814,7.004235,14.237551,7.407702,12.504890,0,6.133838,5.574293,7.375768,7.554068,8.717973,8.612791,14.166191,8.373020,7.293828,8.757457,6.924876,9.371867,6.700099,8.774641,8.281552,10.327292,8.662313,10.234170,9.753478,0,0.00255,0.00067,0.00396,0.00065,0.00081,0.00077,0.00103,0.00055,1.48300,0.09736,3.27706
0.012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,149.671921,52.238403,84.170662,99.439178,0.809299,11.054138,7.005477,14.238768,7.402463,12.496371,0,6.134076,5.573764,7.361778,7.553832,8.717361,8.610155,14.169433,8.377493,7.284092,8.745041,6.910812,9.365081,6.693308,8.776564,8.276315,10.327902,8.662830,10.234154,9.752752,0,0.00247,0.00066,0.00367,0.00068,0.00081,0.00075,0.00102,0.00056,1.48463,0.09700,3.27668
0.013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,147.566483,53.219112,84.456100,99.621666,0.764473,11.060462,7.006719,14.239985,7.397224,12.487853,0,6.134314,5.573235,7.347789,7.553596,8.716749,8.607519,14.172674,8.381967,7.274356,8.732625,6.896748,9.358294,6.686517,8.778485,8.271077,10.328510,8.663348,10.234138,9.752027,0,0.00262,0.00066,0.00307,0.00067,0.00082,0.00074,0.00102,0.00055,1.48351,0.09679,3.27667
0.014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,145.461044,54.199825,84.741539,99.804153,0.719648,11.066786,7.007961,14.241202,7.391985,12.479334,0,6.134551,5.572707,7.333800,7.553361,8.716138,8.604884,14.175915,8.386439,7.264619,8.720209,6.882683,9.351508,6.679727,8.780408,8.265840,10.329120,8.663865,10.234121,9.751301,0,0.00280,0.00065,0.00251,0.00072,0.00087,0.00076,0.00105,0.00053,1.48519,0.09707,3.27667
0.015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144.011353,55.004814,84.751091,100.006454,0.633841,11.062419,7.008192,14.243408,7.393416,12.477733,0,6.135093,5.572475,7.326872,7.557295,8.723416,8.605331,14.184976,8.389262,7.250953,8.716850,6.866885,9.357214,6.674275,8.781292,8.259935,10.329472,8.664431,10.233816,9.751216,0,0.00276,0.00065,0.00242,0.00070,0.00094,0.00080,0.00116,0.00053,1.48478,0.09695,3.27667
0.016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,142.570969,55.807312,84.756729,100.209038,0.547451,11.057900,7.008408,14.245628,7.394943,12.476229,0,6.135639,5.572248,7.320044,7.561288,8.730806,8.605823,14.194119,8.392061,7.237231,8.713620,6.851062,9.363097,6.668843,8.782163,8.254021,10.329820,8.664997,10.233506,9.751140,0,0.00265,0.00063,0.00244,0.00070,0.00093,0.00082,0.00115,0.00051,1.48369,0.09676,3.27667
0.017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,141.130585,56.609806,84.762367,100.411621,0.461062,11.053382,7.008625,14.247849,7.396469,12.474726,0,6.136185,5.572021,7.313216,7.565281,8.738196,8.606314,14.203262,8.394860,7.223509,8.710390,6.835238,9.368980,6.663410,8.783032,8.248107,10.330168,8.665563,10.233196,9.751064,0,0.00259,0.00061,0.00248,0.00070,0.00101,0.00082,0.00117,0.00051,1.48275,0.09642,3.27690
0.018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139.690216,57.412304,84.768005,100.614204,0.374672,11.048862,7.008841,14.250068,7.397995,12.473222,0,6.136731,5.571795,7.306388,7.569275,8.745586,8.606805,14.212406,8.397659,7.209787,8.707160,6.819416,9.374865,6.657978,8.783902,8.242193,10.330516,8.666129,10.232886,9.750988,0,0.00258,0.00062,0.00247,0.00069,0.00100,0.00081,0.00114,0.00050,1.48369,0.09648,3.27713
0.019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138.691956,58.166077,84.851532,100.811745,0.280954,11.059734,7.009534,14.257015,7.401118,12.462088,0,6.137303,5.571560,7.297043,7.564185,8.745325,8.612811,14.210905,8.397985,7.200326,8.707644,6.806322,9.380297,6.655103,8.783821,8.238320,10.328749,8.665741,10.232523,9.751489,0,0.00258,0.00064,0.00247,0.00066,0.00101,0.00081,0.00113,0.00049,1.48491,0.09666,3.27750
0.020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,137.699966,58.919155,84.936172,101.009216,0.187131,11.070825,7.010235,14.264030,7.404263,12.450817,0,6.137875,5.571326,7.287662,7.558966,8.744955,8.618896,14.209253,8.398275,7.190925,8.708179,6.793267,9.385723,6.652266,8.783727,8.234477,10.326951,8.665339,10.232159,9.751998,0,0.00257,0.00067,0.00265,0.00067,0.00100,0.00079,0.00115,0.00048,1.48481,0.09665,3.27788
0.021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136.707993,59.672237,85.020805,101.206680,0.093308,11.081914,7.010935,14.271043,7.407409,12.439547,0,6.138447,5.571092,7.278280,7.553747,8.744585,8.624980,14.207602,8.398565,7.181524,8.708715,6.780213,9.391150,6.649428,8.783632,8.230634,10.325153,8.664938,10.231794,9.752506,0,0.00261,0.00067,0.00254,0.00068,0.00099,0.00079,0.00120,0.00049,1.48487,0.09630,3.27759
0.022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135.716003,60.425316,85.105446,101.404152,-0.000514,11.093004,7.011636,14.278057,7.410554,12.428275,0,6.139019,5.570857,7.268899,7.548528,8.744215,8.631064,14.205950,8.398856,7.172123,8.709251,6.767158,9.396576,6.646590,8.783538,8.226790,10.323356,8.664536,10.231430,9.753016,0,0.00271,0.00065,0.00259,0.00067,0.00099,0.00080,0.00144,0.00050,1.48341,0.09612,3.27729
0.023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135.652176,60.892776,85.315254,101.630798,-0.102609,11.121058,7.011210,14.286311,7.405109,12.420467,0,6.139522,5.570395,7.255133,7.543073,8.732361,8.639221,14.207663,8.400503,7.159277,8.709421,6.754721,9.395739,6.643535,8.784372,8.222564,10.322752,8.665085,10.230998,9.752172,0,0.00272,0.00066,0.00254,0.00067,0.00099,0.00079,0.00156,0.00050,1.48513,0.09642,3.27713
0.024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135.601517,61.356182,85.526840,101.857864,-0.204821,11.149354,7.010768,14.294583,7.399542,12.412709,0,6.140023,5.569930,7.241305,7.537614,8.720343,8.647408,14.209423,8.402169,7.146381,8.709585,6.742292,9.394812,6.640476,8.785220,8.218331,10.322165,8.665647,10.230565,9.751310,0,0.00276,0.00066,0.00255,0.00068,0.00099,0.00078,0.00156,0.00050,1.48696,0.09652,3.27698
0.025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135.550858,61.819588,85.738426,102.084930,-0.307033,11.177649,7.010326,14.302855,7.393975,12.404950,0,6.140525,5.569464,7.227477,7.532156,8.708324,8.655595,14.211183,8.403835,7.133486,8.709749,6.729864,9.393885,6.637418,8.786067,8.214099,10.321577,8.666208,10.230132,9.750448,0,0.00282,0.00066,0.00214,0.00066,0.00096,0.00076,0.00158,0.00051,1.48428,0.09618,3.27743
0.026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135.500198,62.282990,85.950020,102.311989,-0.409245,11.205945,7.009884,14.311127,7.388408,12.397192,0,6.141026,5.568999,7.213648,7.526697,8.696306,8.663781,14.212943,8.405502,7.120591,8.709914,6.717436,9.392958,6.634360,8.786915,8.209867,10.320991,8.666770,10.229698,9.749587,0,0.00300,0.00066,0.00151,0.00066,0.00092,0.00076,0.00160,0.00050,1.48536,0.09584,3.27788
0.027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136.139923,62.497456,86.110191,102.511330,-0.491419,11.205869,7.009030,14.315881,7.386759,12.386175,0,6.141193,5.568774,7.204589,7.528971,8.697640,8.667196,14.213016,8.406540,7.106111,8.715070,6.709573,9.393497,6.628205,8.787778,8.206142,10.320459,8.667373,10.231152,9.751352,0,0.00291,0.00067,0.00127,0.00067,0.00096,0.00078,0.00177,0.00051,1.48520,0.09596,3.27774
0.028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136.789429,62.708389,86.269638,102.710281,-0.573308,11.205391,7.008170,14.320585,7.385166,12.375113,0,6.141355,5.568553,7.195597,7.531355,8.699164,8.670545,14.213064,8.407569,7.091608,8.720297,6.701775,9.394055,6.622007,8.788642,8.202425,10.319928,8.667976,10.232632,9.753156,0,0.00288,0.00066,0.00127,0.00067,0.00096,0.00079,0.00176,0.00052,1.48215,0.09608,3.27759
0.029,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,137.438950,62.919319,86.429085,102.909225,-0.655198,11.204912,7.007309,14.325290,7.383573,12.364050,0,6.141517,5.568333,7.186605,7.533739,8.700688,8.673892,14.213113,8.408598,7.077106,8.725524,6.693976,9.394615,6.615809,8.789506,8.198708,10.319398,8.668579,10.234112,9.754958,0,0.00259,0.00066,0.00123,0.00067,0.00090,0.00080,0.00172,0.00051,1.48442,0.09613,3.27766
0.030,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138.088455,63.130253,86.588531,103.108177,-0.737087,11.204433,7.006449,14.329994,7.381979,12.352987,0,6.141679,5.568111,7.177613,7.536123,8.702212,8.677240,14.213161,8.409627,7.062603,8.730750,6.686178,9.395175,6.609611,8.790369,8.194991,10.318868,8.669183,10.235591,9.756762,0,0.00237,0.00066,0.00120,0.00068,0.00088,0.00078,0.00169,0.00052,1.48389,0.09586,3.27774
0.031,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138.271439,63.515057,86.674202,103.172890,-0.821498,11.204828,7.005696,14.334934,7.381627,12.345632,0,6.141771,5.568027,7.172165,7.541805,8.702381,8.672537,14.228095,8.403875,7.056031,8.732427,6.681308,9.395022,6.607805,8.791280,8.194263,10.318386,8.670113,10.236198,9.757329,0,0.00231,0.00067,0.00124,0.00068,0.00087,0.00076,0.00168,0.00052,1.48189,0.09572,3.27767
0.032,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138.447800,63.902332,86.758827,103.235695,-0.905946,11.205235,7.004944,14.339877,7.381292,12.338328,0,6.141862,5.567944,7.166768,7.547533,8.702530,8.667720,14.243240,8.398027,7.049572,8.734053,6.676479,9.394859,6.606061,8.792192,8.193577,10.317905,8.671046,10.236794,9.757879,0,0.00229,0.00068,0.00128,0.00064,0.00090,0.00075,0.00171,0.00054,1.48289,0.09592,3.27759
0.033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138.624161,64.289604,86.843452,103.298500,-0.990393,11.205642,7.004192,14.344820,7.380958,12.331025,0,6.141953,5.567861,7.161370,7.553261,8.702680,8.662903,14.258386,8.392180,7.043113,8.735678,6.671651,9.394697,6.604318,8.793103,8.192890,10.317425,8.671981,10.237389,9.758430,0,0.00216,0.00068,0.00131,0.00064,0.00102,0.00077,0.00175,0.00055,1.48501,0.09611,3.27744
0.034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138.800522,64.676880,86.928078,103.361305,-1.074840,11.206049,7.003440,14.349763,7.380623,12.323722,0,6.142045,5.567778,7.155972,7.558989,8.702829,8.658086,14.273532,8.386333,7.036654,8.737304,6.666822,9.394534,6.602574,8.794015,8.192204,10.316944,8.672915,10.237983,9.758981,0,0.00201,0.00068,0.00131,0.00058,0.00101,0.00078,0.00170,0.00056,1.48395,0.09605,3.27729
0.035,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138.161911,65.447685,86.976463,103.434303,-1.165172,11.211085,7.002310,14.349995,7.382838,12.309957,0,6.142042,5.567811,7.144129,7.557260,8.704920,8.649421,14.285760,8.382606,7.028275,8.734203,6.661776,9.395105,6.602391,8.795863,8.191087,10.318645,8.672453,10.239148,9.760109,0,0.00211,0.00068,0.00130,0.00058,0.00094,0.00076,0.00162,0.00057,1.48275,0.09569,3.27728
0.036,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,137.511719,66.223938,87.024330,103.507454,-1.255588,11.216187,7.001175,14.350160,7.385090,12.296100,0,6.142039,5.567845,7.132194,7.555425,8.707037,8.640700,14.297947,8.378909,7.019870,8.731036,6.656726,9.395687,6.602231,8.797726,8.189963,10.320378,8.671971,10.240321,9.761246,0,0.00209,0.00068,0.00130,0.00057,0.00094,0.00078,0.00159,0.00057,1.48204,0.09596,3.27728
0.037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136.861526,67.000191,87.072205,103.580597,-1.346003,11.221289,7.000040,14.350324,7.387341,12.282243,0,6.142035,5.567879,7.120259,7.553590,8.709155,8.631981,14.310133,8.375213,7.011465,8.727869,6.651676,9.396269,6.602070,8.799587,8.188840,10.322111,8.671489,10.241494,9.762383,0,0.00204,0.00069,0.00124,0.00055,0.00084,0.00078,0.00161,0.00056,1.48392,0.09625,3.27698
0.038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136.211334,67.776443,87.120071,103.653748,-1.436418,11.226390,6.998904,14.350489,7.389593,12.268385,0,6.142031,5.567913,7.108324,7.551755,8.711273,8.623260,14.322320,8.371515,7.003059,8.724702,6.646626,9.396851,6.601909,8.801450,8.187716,10.323844,8.671007,10.242667,9.763519,0,0.00216,0.00068,0.00123,0.00054,0.00084,0.00077,0.00165,0.00057,1.48445,0.09618,3.27668
0.039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135.039169,68.820717,87.185471,103.774742,-1.546470,11.215617,6.997342,14.349823,7.388754,12.258655,0,6.142176,5.567679,7.100763,7.552256,8.718238,8.624442,14.332680,8.371789,6.990854,8.728005,6.631595,9.402014,6.600630,8.803408,8.186597,10.324443,8.673635,10.243313,9.765780,0,0.00251,0.00066,0.00124,0.00056,0.00082,0.00077,0.00169,0.00056,1.48240,0.09587,3.27675
0.040,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133.859604,69.868797,87.251114,103.896423,-1.656801,11.204619,6.995773,14.349146,7.387872,12.248982,0,6.142322,5.567442,7.093264,7.552790,8.725270,8.625765,14.343014,8.372118,6.978594,8.731400,6.616422,9.407242,6.599336,8.805367,8.185477,10.325026,8.676307,10.243951,9.768057,0,0.00263,0.00065,0.00102,0.00055,0.00089,0.00081,0.00171,0.00057,1.48064,0.09599,3.27682
0.041,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,132.680038,70.916878,87.316757,104.018097,-1.767131,11.193622,6.994205,14.348469,7.386989,12.239310,0,6.142468,5.567205,7.085764,7.553324,8.732304,8.627088,14.353348,8.372448,6.966335,8.734795,6.601248,9.412470,6.598042,8.807326,8.184358,10.325608,8.678978,10.244589,9.770333,0,0.00262,0.00064,0.00101,0.00054,0.00094,0.00080,0.00167,0.00057,1.48443,0.09620,3.27712
0.042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131.500458,71.964958,87.382408,104.139778,-1.877462,11.182624,6.992636,14.347792,7.386107,12.229638,0,6.142615,5.566968,7.078265,7.553858,8.739337,8.628410,14.363681,8.372777,6.954075,8.738190,6.586075,9.417697,6.596747,8.809286,8.183238,10.326191,8.681650,10.245228,9.772611,0,0.00287,0.00063,0.00093,0.00056,0.00094,0.00082,0.00144,0.00056,1.49084,0.09630,3.27743
0.043,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131.542862,72.629837,87.484657,104.259766,-2.000597,11.185666,6.990690,14.359746,7.385365,12.223600,0,6.142535,5.566714,7.067400,7.557252,8.747246,8.631855,14.371581,8.375171,6.938150,8.734505,6.573971,9.419532,6.596968,8.811936,8.182132,10.327676,8.682427,10.247000,9.774853,0,0.00293,0.00064,0.00095,0.00055,0.00096,0.00083,0.00130,0.00055,1.48713,0.09626,3.27744
0.044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131.602615,73.289268,87.587433,104.379723,-2.123914,11.188908,6.988739,14.371880,7.384625,12.217613,0,6.142452,5.566460,7.056489,7.560687,8.755167,8.635330,14.379446,8.377593,6.922174,8.730720,6.561910,9.421317,6.597211,8.814595,8.181025,10.329172,8.683178,10.248789,9.777095,0,0.00291,0.00065,0.00106,0.00056,0.00101,0.00085,0.00131,0.00056,1.48334,0.09617,3.27744
0.045,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131.662369,73.948708,87.690208,104.499687,-2.247231,11.192149,6.986788,14.384014,7.383885,12.211627,0,6.142369,5.566206,7.045577,7.564121,8.763088,8.638806,14.387311,8.380016,6.906197,8.726934,6.549849,9.423103,6.597454,8.817255,8.179918,10.330669,8.683929,10.250578,9.779337,0,0.00283,0.00063,0.00111,0.00057,0.00109,0.00087,0.00135,0.00055,1.48367,0.09643,3.27721
0.046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131.722122,74.608147,87.792976,104.619652,-2.370548,11.195391,6.984836,14.396148,7.383145,12.205641,0,6.142285,5.565952,7.034664,7.567555,8.771009,8.642282,14.395176,8.382439,6.890220,8.723149,6.537788,9.424890,6.597697,8.819915,8.178811,10.332166,8.684680,10.252367,9.781579,0,0.00265,0.00061,0.00110,0.00057,0.00113,0.00086,0.00134,0.00056,1.48239,0.09668,3.27698
0.047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133.664200,74.564888,87.826736,104.768318,-2.477251,11.201960,6.981975,14.403615,7.380838,12.196611,0,6.141865,5.565981,7.028923,7.565486,8.771681,8.644071,14.400103,8.380637,6.870295,8.727834,6.531077,9.429860,6.595844,8.823644,8.175992,10.334444,8.686316,10.254125,9.783383,0,0.00269,0.00061,0.00115,0.00055,0.00109,0.00083,0.00118,0.00056,1.48439,0.09655,3.27720
0.048,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135.632996,74.511658,87.859512,104.917389,-2.583717,11.208574,6.979101,14.411016,7.378510,12.187538,0,6.141440,5.566015,7.023255,7.563339,8.772249,8.645835,14.404987,8.378775,6.850314,8.732638,6.524442,9.434875,6.593962,8.827389,8.173148,10.336734,8.687963,10.255882,9.785182,0,0.00260,0.00062,0.00127,0.00053,0.00128,0.00085,0.00121,0.00055,1.48314,0.09621,3.27743
0.049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,137.601791,74.458427,87.892296,105.066467,-2.690183,11.215190,6.976227,14.418418,7.376181,12.178466,0,6.141016,5.566048,7.017587,7.561192,8.772818,8.647600,14.409873,8.376913,6.830333,8.737443,6.517807,9.439891,6.592079,8.831133,8.170304,10.339024,8.689612,10.257640,9.786980,0,0.00270,0.00063,0.00129,0.00056,0.00198,0.00097,0.00134,0.00057,1.48253,0.09656,3.27744
0.050,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139.570587,74.405197,87.925072,105.215538,-2.796649,11.221806,6.973352,14.425818,7.373851,12.169393,0,6.140591,5.566082,7.011919,7.559045,8.773387,8.649364,14.414758,8.375051,6.810353,8.742248,6.511172,9.444906,6.590197,8.834877,8.167460,10.341313,8.691260,10.259398,9.788778,0,0.00303,0.00062,0.00131,0.00055,0.00214,0.00105,0.00145,0.00056,1.48284,0.09678,3.27744
0.051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,141.361450,74.046326,88.019661,105.441238,-2.861063,11.206135,6.970140,14.430241,7.373843,12.144589,0,6.140438,5.565595,6.998904,7.564295,8.776735,8.650804,14.426758,8.374522,6.796677,8.754148,6.512910,9.455505,6.589606,8.838847,8.163660,10.343510,8.692710,10.260880,9.788554,0,0.00334,0.00062,0.00127,0.00055,0.00213,0.00106,0.00150,0.00057,1.48159,0.09659,3.27758
0.052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,143.149796,73.683113,88.115120,105.668022,-2.924880,11.190148,6.966922,14.434620,7.373868,12.119563,0,6.140288,5.565101,6.985785,7.569649,8.780124,8.652238,14.438858,8.374012,6.783091,8.766150,6.514768,9.466183,6.589034,8.842821,8.159846,10.345703,8.694156,10.262359,9.788302,0,0.00344,0.00062,0.00122,0.00057,0.00210,0.00107,0.00159,0.00056,1.48412,0.09632,3.27774
0.053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144.938141,73.319908,88.210587,105.894806,-2.988697,11.174161,6.963704,14.438999,7.373893,12.094537,0,6.140139,5.564607,6.972665,7.575004,8.783512,8.653672,14.450958,8.373503,6.769504,8.778152,6.516626,9.476861,6.588462,8.846794,8.156033,10.347898,8.695602,10.263837,9.788050,0,0.00347,0.00061,0.00120,0.00059,0.00198,0.00108,0.00168,0.00056,1.48508,0.09655,3.27729
0.054,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146.726486,72.956696,88.306053,106.121590,-3.052514,11.158175,6.960486,14.443378,7.373917,12.069510,0,6.139989,5.564114,6.959546,7.580359,8.786901,8.655107,14.463058,8.372993,6.755918,8.790153,6.518484,9.487538,6.587890,8.850768,8.152219,10.350092,8.697049,10.265315,9.787798,0,0.00341,0.00061,0.00123,0.00058,0.00196,0.00105,0.00185,0.00055,1.48475,0.09672,3.27683
0.055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146.797318,73.115746,88.546539,106.342178,-3.065619,11.158413,6.957204,14.448079,7.374861,12.064306,0,6.139429,5.564213,6.950689,7.580098,8.800024,8.654394,14.466159,8.372091,6.750011,8.792691,6.517727,9.491229,6.583447,8.854737,8.148501,10.351878,8.699093,10.268529,9.789957,0,0.00323,0.00061,0.00122,0.00058,0.00194,0.00103,0.00187,0.00055,1.48392,0.09677,3.27720
