"Time","v2 L COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","v3 R COP","60 RDS cle","58 R mark","34 FRx (cm)","29 HRx (cm)","61 LDS cle","59 L mark","32 FLx (cm)","27 HLx (cm)","3 Platform","2 Trdml"
1.208,0.000000,6.097028,-3.252542,6.270074,4.623684,1,0,17.565142,12.323772,0,0,16.845316,11.785171,0.00040,0.10055
1.209,0.000000,6.091249,-3.304219,6.266549,4.620011,1,0,17.563627,12.311360,0,0,16.833786,11.794224,0.00006,0.10074
1.210,0.000000,6.086636,-3.323333,6.263144,4.616247,1,0,17.560984,12.303572,0,0,16.821840,11.804014,0.00009,0.10099
1.211,0.000000,6.082210,-3.333262,6.259773,4.612469,1,0,17.558023,12.297088,0,0,16.809778,11.814014,0.00031,0.10086
1.212,0.000000,6.078628,-3.343191,6.256402,4.608586,1,0,17.555061,12.290603,0,0,16.797716,11.824014,0.00000,0.10099
1.213,0.000000,6.075181,-3.353120,6.253032,4.604687,1,0,17.552101,12.284119,0,0,16.785652,11.834013,0.00000,0.10135
1.214,0.000000,6.072198,-3.339660,6.249474,4.600668,1,0,17.548748,12.273960,0,0,16.774542,11.844716,0.00015,0.10127
1.215,0.000000,6.069291,-3.319603,6.245862,4.596631,1,0,17.545284,12.262765,0,0,16.763699,11.855618,0.00019,0.10119
1.216,0.000000,6.066955,-3.299546,6.242251,4.592617,1,0,17.541821,12.251571,0,0,16.752855,11.866519,0.00009,0.10150
1.217,0.000000,6.064711,-3.279489,6.238639,4.588606,1,0,17.538357,12.240376,0,0,16.742012,11.877420,0.00009,0.10155
1.218,0.000000,6.063178,-3.245965,6.235376,4.584761,1,0,17.534601,12.228812,0,0,16.730957,11.889328,0.00012,0.10144
1.219,0.000000,6.061757,-3.208643,6.232210,4.580943,1,0,17.530760,12.217145,0,0,16.719843,11.901519,-0.00006,0.10172
1.220,0.000000,6.060709,-3.171320,6.229044,4.577211,1,0,17.526920,12.205478,0,0,16.708729,11.913710,0.00000,0.10185
1.221,0.000000,6.059720,-3.133998,6.225879,4.573493,1,0,17.523081,12.193810,0,0,16.697615,11.925901,0.00006,0.10167
1.222,0.000000,6.058727,-3.097599,6.222941,4.569729,1,0,17.519047,12.184159,0,0,16.686501,11.938926,0.00015,0.10192
1.223,0.000000,6.057734,-3.061461,6.220067,4.565958,1,0,17.514957,12.175078,0,0,16.675385,11.952185,0.00012,0.10212
1.224,0.000000,6.056795,-3.025324,6.217193,4.562042,1,0,17.510868,12.165997,0,0,16.664270,11.965444,0.00012,0.10200
1.225,0.000000,6.055866,-2.989186,6.214319,4.558103,1,0,17.506781,12.156916,0,0,16.653156,11.978703,0.00015,0.10220
1.226,0.000000,6.055148,-2.945623,6.211382,4.553959,1,0,17.502798,12.144172,0,0,16.641586,11.992653,0.00006,0.10237
1.227,0.000000,6.054462,-2.899966,6.208426,4.549783,1,0,17.498844,12.130395,0,0,16.629889,12.006799,0.00009,0.10222
1.228,0.000000,6.054016,-2.854309,6.205471,4.545475,1,0,17.494892,12.116618,0,0,16.618191,12.020944,-0.00004,0.10224
1.229,0.000000,6.053608,-2.808651,6.202516,4.541147,1,0,17.490940,12.102841,0,0,16.606493,12.035089,0.00012,0.10234
1.230,0.000000,6.053435,-2.755759,6.199614,4.536802,1,0,17.486959,12.090990,0,0,16.594971,12.049614,-0.00009,0.10223
1.231,0.000000,6.053301,-2.700826,6.196727,4.532455,1,0,17.482969,12.079681,0,0,16.583496,12.064244,0.00009,0.10209
1.232,0.000000,6.053420,-2.645893,6.193840,4.528229,1,0,17.478981,12.068373,0,0,16.572021,12.078876,0.00000,0.10219
1.233,0.000000,6.053580,-2.590960,6.190953,4.524022,1,0,17.474991,12.057065,0,0,16.560547,12.093507,-0.00002,0.10222
1.234,0.000000,6.054040,-2.529458,6.188313,4.520032,1,0,17.470663,12.046429,0,0,16.548897,12.108075,-0.00009,0.10194
1.235,0.000000,6.054547,-2.466103,6.185742,4.516078,1,0,17.466242,12.035982,0,0,16.537193,12.122625,0.00009,0.10193
1.236,0.000000,6.055500,-2.402748,6.183171,4.512238,1,0,17.461819,12.025537,0,0,16.525492,12.137176,-0.00013,0.10207
1.237,0.000000,6.056524,-2.339393,6.180600,4.508415,1,0,17.457396,12.015090,0,0,16.513790,12.151726,0.00012,0.10187
1.238,0.000000,6.058056,-2.271626,6.178473,4.504601,1,0,17.452484,12.005387,0,0,16.502653,12.165414,-0.00013,0.10170
1.239,0.000000,6.059669,-2.202614,6.176472,4.500787,1,0,17.447433,11.995895,0,0,16.491674,12.178859,0.00004,0.10181
1.240,0.000000,6.061352,-2.133601,6.174470,4.497119,1,0,17.442385,11.986403,0,0,16.480698,12.192304,0.00019,0.10179
1.241,0.000000,6.063046,-2.064589,6.172469,4.493474,1,0,17.437334,11.976911,0,0,16.469719,12.205749,0.00015,0.10140
1.242,0.000000,6.064296,-2.011936,6.170636,4.490134,1,0,17.432604,11.966909,0,0,16.458530,12.218680,0.00015,0.10135
1.243,0.000000,6.065475,-1.963897,6.168850,4.486842,1,0,17.427961,11.956766,0,0,16.447281,12.231467,0.00009,0.10147
1.244,0.000000,6.065988,-1.915858,6.167065,4.483781,1,0,17.423321,11.946622,0,0,16.436033,12.244254,-0.00009,0.10126
1.245,0.000000,6.066393,-1.867819,6.165279,4.480757,1,0,17.418678,11.936478,0,0,16.424784,12.257040,0.00021,0.10099
1.246,0.000000,6.066080,-1.839352,6.163414,4.477880,1,0,17.414331,11.920895,0,0,16.413044,12.268993,0.00012,0.10115
1.247,0.000000,6.065650,-1.816404,6.161526,4.475026,1,0,17.410065,11.903778,0,0,16.401163,12.280711,0.00019,0.10113
1.248,0.000000,6.064835,-1.793456,6.159637,4.472466,1,0,17.405800,11.886661,0,0,16.389284,12.292429,0.00015,0.10073
1.249,0.000000,6.063956,-1.770508,6.157750,4.469953,1,0,17.401533,11.869544,0,0,16.377403,12.304147,-0.00004,0.10074
1.250,0.000000,6.063031,-1.759747,6.156221,4.467845,1,0,17.397156,11.855861,0,0,16.366190,12.315022,0.00021,0.10089
1.251,0.000000,6.062098,-1.752423,6.154794,4.465802,1,0,17.392748,11.843145,0,0,16.355165,12.325658,0.00006,0.10068
1.252,0.000000,6.060997,-1.745099,6.153368,4.463805,1,0,17.388340,11.830431,0,0,16.344139,12.336295,0.00021,0.10043
1.253,0.000000,6.059869,-1.737775,6.151940,4.461816,1,0,17.383932,11.817716,0,0,16.333115,12.346931,-0.00006,0.10058
1.254,0.000000,6.058426,-1.730973,6.150193,4.459541,1,0,17.379196,11.807300,0,0,16.321508,12.356583,0.00013,0.10057
1.255,0.000000,6.056932,-1.724317,6.148354,4.457220,1,0,17.374365,11.797532,0,0,16.309738,12.365955,-0.00009,0.10026
1.256,0.000000,6.055450,-1.717661,6.146515,4.455002,1,0,17.369535,11.787765,0,0,16.297968,12.375328,0.00025,0.10025
1.257,0.000000,6.053970,-1.711005,6.144677,4.452801,1,0,17.364704,11.777996,0,0,16.286200,12.384701,0.00015,0.10041
1.258,0.000000,6.052927,-1.688034,6.142719,4.451156,1,0,17.359404,11.766499,0,0,16.274864,12.393647,-0.00004,0.10038
1.259,0.000000,6.051953,-1.660462,6.140728,4.449599,1,0,17.353971,11.754514,0,0,16.263655,12.402472,-0.00004,0.10022
1.260,0.000000,6.051686,-1.632890,6.138737,4.448414,1,0,17.348539,11.742528,0,0,16.252443,12.411299,0.00000,0.10028
1.261,0.000000,6.051533,-1.605318,6.136746,4.447289,1,0,17.343107,11.730543,0,0,16.241232,12.420124,-0.00006,0.10042
1.262,0.000000,6.052229,-1.559413,6.135143,4.446259,1,0,17.337490,11.721240,0,0,16.230284,12.428234,0.00013,0.10028
1.263,0.000000,6.053061,-1.508337,6.133649,4.445244,1,0,17.331821,11.712694,0,0,16.219408,12.436143,-0.00004,0.10009
1.264,0.000000,6.054502,-1.457260,6.132155,4.444431,1,0,17.326153,11.704147,0,0,16.208534,12.444051,0.00012,0.10022
1.265,0.000000,6.056039,-1.406184,6.130661,4.443651,1,0,17.320484,11.695601,0,0,16.197659,12.451960,0.00004,0.10029
1.266,0.000000,6.057840,-1.349238,6.129322,4.443229,1,0,17.314825,11.685918,0,0,16.186407,12.459103,0.00021,0.09999
1.267,0.000000,6.059683,-1.290637,6.128026,4.442865,1,0,17.309168,11.675915,0,0,16.175049,12.466030,-0.00004,0.09998
1.268,0.000000,6.061473,-1.232036,6.126729,4.442754,1,0,17.303511,11.665911,0,0,16.163689,12.472959,0.00021,0.10024
1.269,0.000000,6.063256,-1.173434,6.125433,4.442683,1,0,17.297853,11.655908,0,0,16.152330,12.479886,0.00000,0.10022
1.270,0.000000,6.064725,-1.127789,6.124337,4.442720,1,0,17.292212,11.647776,0,0,16.140923,12.487143,-0.00002,0.10002
1.271,0.000000,6.066144,-1.085797,6.123297,4.442774,1,0,17.286575,11.640173,0,0,16.129501,12.494492,0.00012,0.10025
1.272,0.000000,6.067191,-1.043806,6.122257,4.442948,1,0,17.280937,11.632569,0,0,16.118080,12.501841,-0.00015,0.10042
1.273,0.000000,6.068179,-1.001814,6.121217,4.443141,1,0,17.275301,11.624967,0,0,16.106657,12.509190,-0.00006,0.10006
1.274,0.000000,6.068758,-0.983869,6.120623,4.443484,1,0,17.269335,11.619039,0,0,16.094536,12.516679,0.00008,0.10013
1.275,0.000000,6.069272,-0.972705,6.120154,4.443851,1,0,17.263273,11.613584,0,0,16.082216,12.524209,0.00025,0.10039
1.276,0.000000,6.069163,-0.961542,6.119685,4.444270,1,0,17.257214,11.608128,0,0,16.069899,12.531738,-0.00006,0.10022
1.277,0.000000,6.068955,-0.950378,6.119216,4.444696,1,0,17.251152,11.602673,0,0,16.057579,12.539268,-0.00002,0.10000
1.278,0.000000,6.067968,-0.953763,6.118331,4.445091,1,0,17.244921,11.588673,0,0,16.045712,12.547525,0.00015,0.10023
1.279,0.000000,6.066856,-0.961251,6.117330,4.445481,1,0,17.238640,11.572263,0,0,16.033974,12.555987,0.00023,0.10027
1.280,0.000000,6.065287,-0.968739,6.116328,4.445992,1,0,17.232361,11.555853,0,0,16.022234,12.564450,0.00002,0.10001
1.281,0.000000,6.063643,-0.976226,6.115326,4.446521,1,0,17.226080,11.539443,0,0,16.010496,12.572913,0.00021,0.10008
1.282,0.000000,6.061934,-0.983836,6.114096,4.447354,1,0,17.219271,11.527872,0,0,15.998693,12.581869,0.00017,0.10028
1.283,0.000000,6.060215,-0.991481,6.112801,4.448236,1,0,17.212311,11.517666,0,0,15.986874,12.590965,0.00002,0.10026
1.284,0.000000,6.058527,-0.999125,6.111506,4.449436,1,0,17.205351,11.507460,0,0,15.975054,12.600061,0.00006,0.10014
1.285,0.000000,6.056843,-1.006769,6.110211,4.450686,1,0,17.198391,11.497253,0,0,15.963234,12.609158,-0.00004,0.10026
1.286,0.000000,6.055254,-1.013584,6.109149,4.452180,1,0,17.191360,11.483614,0,0,15.952250,12.618247,-0.00006,0.10040
1.287,0.000000,6.053679,-1.020166,6.108151,4.453712,1,0,17.184311,11.469005,0,0,15.941504,12.627336,-0.00004,0.10023
1.288,0.000000,6.052467,-1.026747,6.107153,4.455210,1,0,17.177259,11.454396,0,0,15.930758,12.636423,0.00009,0.10001
1.289,0.000000,6.051314,-1.033328,6.106156,4.456703,1,0,17.170210,11.439787,0,0,15.920011,12.645512,0.00019,0.10011
1.290,0.000000,6.050722,-1.027905,6.105257,4.457921,1,0,17.162767,11.429250,0,0,15.909265,12.654872,0.00015,0.10017
1.291,0.000000,6.050219,-1.019096,6.104384,4.459095,1,0,17.155216,11.419862,0,0,15.898519,12.664309,0.00012,0.09987
1.292,0.000000,6.049873,-1.010287,6.103512,4.460172,1,0,17.147663,11.410474,0,0,15.887773,12.673746,0.00009,0.09983
1.293,0.000000,6.049551,-1.001478,6.102640,4.461233,1,0,17.140110,11.401086,0,0,15.877027,12.683184,-0.00009,0.10005
1.294,0.000000,6.048908,-0.998337,6.101662,4.462457,1,0,17.133030,11.391995,0,0,15.866517,12.692807,0.00013,0.09998
1.295,0.000000,6.048212,-0.996795,6.100654,4.463706,1,0,17.126081,11.382990,0,0,15.856074,12.702484,0.00000,0.09969
1.296,0.000000,6.047149,-0.995253,6.099646,4.465218,1,0,17.119133,11.373984,0,0,15.845631,12.712161,-0.00009,0.09982
1.297,0.000000,6.046027,-0.993710,6.098638,4.466770,1,0,17.112185,11.364979,0,0,15.835188,12.721838,0.00015,0.10005
1.298,0.000000,6.044644,-0.996782,6.097479,4.468582,1,0,17.104893,11.348927,0,0,15.824667,12.731819,0.00019,0.09973
1.299,0.000000,6.043221,-1.001156,6.096278,4.470435,1,0,17.097504,11.330891,0,0,15.814123,12.741887,0.00021,0.09963
1.300,0.000000,6.041782,-1.005529,6.095077,4.472303,1,0,17.090115,11.312853,0,0,15.803579,12.751955,0.00015,0.09988
1.301,0.000000,6.040340,-1.009903,6.093875,4.474174,1,0,17.082724,11.294816,0,0,15.793036,12.762023,-0.00006,0.09981
1.302,0.000000,6.039070,-1.020223,6.093095,4.475838,1,0,17.075134,11.283061,0,0,15.782373,12.772831,0.00000,0.09951
1.303,0.000000,6.037826,-1.032221,6.092433,4.477469,1,0,17.067488,11.273077,0,0,15.771677,12.783846,-0.00009,0.09960
1.304,0.000000,6.036496,-1.044219,6.091771,4.479090,1,0,17.059839,11.263094,0,0,15.760981,12.794862,0.00012,0.09976
1.305,0.000000,6.035153,-1.056217,6.091109,4.480709,1,0,17.052193,11.253110,0,0,15.750284,12.805878,-0.00004,0.09969
1.306,0.000000,6.033472,-1.066309,6.090006,4.482533,1,0,17.044277,11.244028,0,0,15.739899,12.817160,0.00000,0.09954
1.307,0.000000,6.031736,-1.075863,6.088779,4.484390,1,0,17.036287,11.235200,0,0,15.729599,12.828517,0.00034,0.09961
1.308,0.000000,6.030003,-1.085417,6.087552,4.486220,1,0,17.028296,11.226373,0,0,15.719300,12.839875,0.00009,0.09979
1.309,0.000000,6.028270,-1.094971,6.086325,4.488046,1,0,17.020306,11.217545,0,0,15.709002,12.851233,0.00004,0.09971
1.310,0.000000,6.026933,-1.095682,6.085120,4.489572,1,0,17.011768,11.205981,0,0,15.698996,12.862950,0.00021,0.09958
1.311,0.000000,6.025659,-1.093899,6.083922,4.491050,1,0,17.003078,11.193646,0,0,15.689074,12.874769,0.00021,0.09979
1.312,0.000000,6.024656,-1.092116,6.082723,4.492338,1,0,16.994389,11.181311,0,0,15.679151,12.886588,0.00000,0.09989
1.313,0.000000,6.023697,-1.090333,6.081525,4.493595,1,0,16.985699,11.168976,0,0,15.669228,12.898407,0.00006,0.09964
1.314,0.000000,6.022854,-1.079565,6.080300,4.494852,1,0,16.976673,11.159236,0,0,15.659770,12.910810,0.00019,0.09972
1.315,0.000000,6.022030,-1.066263,6.079069,4.496108,1,0,16.967552,11.150229,0,0,15.650443,12.923379,0.00000,0.09999
1.316,0.000000,6.021679,-1.052962,6.077837,4.497433,1,0,16.958429,11.141221,0,0,15.641117,12.935947,0.00009,0.09992
1.317,0.000000,6.021404,-1.039660,6.076605,4.498769,1,0,16.949308,11.132214,0,0,15.631790,12.948517,0.00015,0.09981
1.318,0.000000,6.021976,-1.007140,6.075633,4.500191,1,0,16.939747,11.126153,0,0,15.622237,12.960984,-0.00007,0.10004
1.319,0.000000,6.022685,-0.969199,6.074733,4.501626,1,0,16.930063,11.120923,0,0,15.612619,12.973423,0.00009,0.10020
1.320,0.000000,6.024036,-0.931258,6.073833,4.503077,1,0,16.920378,11.115693,0,0,15.603002,12.985862,0.00025,0.09989
1.321,0.000000,6.025490,-0.893317,6.072934,4.504529,1,0,16.910692,11.110463,0,0,15.593385,12.998301,0.00000,0.10006
1.322,0.000000,6.027293,-0.841200,6.072054,4.505907,1,0,16.900497,11.099527,0,0,15.583599,13.011341,0.00015,0.10036
1.323,0.000000,6.029151,-0.785085,6.071181,4.507272,1,0,16.890160,11.086982,0,0,15.573766,13.024550,0.00006,0.10019
1.324,0.000000,6.031395,-0.728970,6.070308,4.508498,1,0,16.879820,11.074435,0,0,15.563933,13.037760,0.00012,0.10005
1.325,0.000000,6.033702,-0.672854,6.069435,4.509702,1,0,16.869482,11.061890,0,0,15.554100,13.050970,0.00004,0.10030
1.326,0.000000,6.036507,-0.603320,6.068715,4.510718,1,0,16.858948,11.046551,0,0,15.544436,13.063857,-0.00004,0.10039
1.327,0.000000,6.039391,-0.530002,6.068039,4.511704,1,0,16.848358,11.030424,0,0,15.534818,13.076653,0.00021,0.10015
1.328,0.000000,6.042794,-0.456683,6.067363,4.512497,1,0,16.837770,11.014297,0,0,15.525200,13.089451,0.00015,0.10024
1.329,0.000000,6.046281,-0.383364,6.066687,4.513260,1,0,16.827181,10.998171,0,0,15.515582,13.102247,0.00000,0.10042
1.330,0.000000,6.050252,-0.300517,6.066315,4.513845,1,0,16.815989,10.989777,0,0,15.506036,13.114691,-0.00009,0.10032
1.331,0.000000,6.054301,-0.214982,6.066028,4.514402,1,0,16.804623,10.983562,0,0,15.496510,13.127034,-0.00009,0.10023
1.332,0.000000,6.058666,-0.129446,6.065742,4.514833,1,0,16.793259,10.977348,0,0,15.486984,13.139378,0.00000,0.10038
1.333,0.000000,6.063081,-0.043911,6.065454,4.515244,1,0,16.781895,10.971134,0,0,15.477458,13.151721,0.00015,0.10048
1.334,0.000000,6.067600,0.035580,6.065646,4.515564,1,0,16.770346,10.961158,0,0,15.468549,13.163581,0.00000,0.10025
1.335,0.000000,6.072135,0.113366,6.065972,4.515869,1,0,16.758745,10.950119,0,0,15.459813,13.175303,-0.00004,0.10019
1.336,0.000000,6.076534,0.191153,6.066299,4.515988,1,0,16.747145,10.939081,0,0,15.451077,13.187025,0.00033,0.10038
1.337,0.000000,6.080911,0.268940,6.066625,4.516078,1,0,16.735544,10.928042,0,0,15.442341,13.198748,0.00031,0.10038
1.338,0.000000,6.084943,0.334117,6.067068,4.515904,1,0,16.723900,10.915874,0,0,15.433256,13.209371,0.00015,0.10008
1.339,0.000000,6.088920,0.395738,6.067543,4.515688,1,0,16.712242,10.903385,0,0,15.424072,13.219683,0.00019,0.10015
1.340,0.000000,6.092521,0.457360,6.068017,4.515362,1,0,16.700584,10.890898,0,0,15.414889,13.229996,0.00006,0.10033
1.341,0.000000,6.096062,0.518981,6.068492,4.515019,1,0,16.688927,10.878409,0,0,15.405705,13.240308,0.00025,0.10017
1.342,0.000000,6.099220,0.560810,6.069264,4.514755,1,0,16.677155,10.871426,0,0,15.396334,13.249503,0.00025,0.09996
1.343,0.000000,6.102317,0.597057,6.070119,4.514504,1,0,16.665352,10.865994,0,0,15.386909,13.258384,0.00000,0.10018
1.344,0.000000,6.104904,0.633305,6.070975,4.514374,1,0,16.653549,10.860563,0,0,15.377483,13.267264,0.00015,0.10023
1.345,0.000000,6.107409,0.669552,6.071830,4.514262,1,0,16.641747,10.855132,0,0,15.368058,13.276145,0.00013,0.09992
1.346,0.000000,6.109322,0.692928,6.072461,4.514235,1,0,16.629923,10.847483,0,0,15.358418,13.283337,0.00006,0.10000
1.347,0.000000,6.111140,0.712675,6.073028,4.514221,1,0,16.618093,10.839209,0,0,15.348717,13.290051,0.00012,0.10020
1.348,0.000000,6.112632,0.732421,6.073596,4.514087,1,0,16.606264,10.830934,0,0,15.339015,13.296766,0.00012,0.09994
1.349,0.000000,6.114072,0.752168,6.074163,4.513934,1,0,16.594435,10.822659,0,0,15.329313,13.303481,0.00009,0.09965
1.350,0.000000,6.115455,0.761281,6.074989,4.513510,1,0,16.582571,10.819230,0,0,15.320757,13.308973,0.00025,0.09972
1.351,0.000000,6.116827,0.767396,6.075888,4.513041,1,0,16.570696,10.817167,0,0,15.312523,13.314120,0.00009,0.09977
1.352,0.000000,6.117962,0.773510,6.076787,4.512598,1,0,16.558821,10.815105,0,0,15.304290,13.319267,0.00000,0.09958
1.353,0.000000,6.119058,0.779625,6.077685,4.512158,1,0,16.546947,10.813043,0,0,15.296056,13.324414,-0.00009,0.09945
1.354,0.000000,6.119721,0.776987,6.078498,4.512039,1,0,16.535196,10.804527,0,0,15.290427,13.328576,0.00006,0.09947
1.355,0.000000,6.120315,0.771881,6.079286,4.511971,1,0,16.523481,10.794192,0,0,15.285534,13.332459,0.00012,0.09951
1.356,0.000000,6.120787,0.766775,6.080074,4.511937,1,0,16.511766,10.783857,0,0,15.280640,13.336344,0.00006,0.09933
1.357,0.000000,6.121239,0.761669,6.080863,4.511909,1,0,16.500050,10.773522,0,0,15.275746,13.340227,0.00015,0.09928
1.358,0.000000,6.121858,0.753841,6.081752,4.511566,1,0,16.488317,10.769045,0,0,15.273131,13.342875,0.00004,0.09951
1.359,0.000000,6.122502,0.745245,6.082669,4.511173,1,0,16.476580,10.766220,0,0,15.271159,13.345176,0.00015,0.09957
1.360,0.000000,6.122857,0.736650,6.083587,4.510571,1,0,16.464842,10.763394,0,0,15.269187,13.347476,0.00009,0.09936
1.361,0.000000,6.123165,0.728054,6.084504,4.509936,1,0,16.453104,10.760570,0,0,15.267215,13.349775,0.00025,0.09944
1.362,0.000000,6.122696,0.706348,6.085084,4.509362,1,0,16.441507,10.750026,0,0,15.268258,13.350870,0.00009,0.09970
1.363,0.000000,6.122104,0.680944,6.085570,4.508797,1,0,16.429951,10.737305,0,0,15.270151,13.351625,0.00006,0.09959
1.364,0.000000,6.121083,0.655540,6.086055,4.508715,1,0,16.418394,10.724584,0,0,15.272045,13.352380,0.00015,0.09941
1.365,0.000000,6.119992,0.630136,6.086541,4.508710,1,0,16.406837,10.711863,0,0,15.273938,13.353135,-0.00006,0.09961
1.366,0.000000,6.118909,0.596838,6.087173,4.509511,1,0,16.395500,10.704380,0,0,15.279272,13.352824,0.00015,0.09977
1.367,0.000000,6.117828,0.561314,6.087846,4.510441,1,0,16.384224,10.698377,0,0,15.285575,13.352212,0.00009,0.09951
1.368,0.000000,6.116543,0.525790,6.088520,4.511848,1,0,16.372948,10.692372,0,0,15.291879,13.351601,0.00015,0.09959
1.369,0.000000,6.115226,0.490265,6.089193,4.513332,1,0,16.361671,10.686368,0,0,15.298182,13.350988,-0.00009,0.09993
1.370,0.000000,6.113371,0.438190,6.089874,4.514841,1,0,16.350420,10.676663,0,0,15.307837,13.348772,0.00006,0.09987
1.371,0.000000,6.111429,0.381446,6.090557,4.516355,1,0,16.339176,10.665915,0,0,15.318438,13.346104,0.00009,0.09967
1.372,0.000000,6.108877,0.324703,6.091240,4.517707,1,0,16.327932,10.655166,0,0,15.329038,13.343434,0.00009,0.09994
1.373,0.000000,6.106228,0.267959,6.091923,4.519033,1,0,16.316689,10.644417,0,0,15.339638,13.340766,0.00031,0.10006
1.374,0.000000,6.102994,0.201888,6.092096,4.520162,1,0,16.305567,10.637761,0,0,15.353711,13.337259,0.00006,0.09977
1.375,0.000000,6.099666,0.133186,6.092124,4.521259,1,0,16.294479,10.632260,0,0,15.368766,13.333517,0.00009,0.09980
1.376,0.000000,6.095884,0.064484,6.092153,4.522460,1,0,16.283394,10.626760,0,0,15.383820,13.329775,0.00008,0.10001
1.377,0.000000,6.092029,-0.004217,6.092182,4.523676,1,0,16.272306,10.621259,0,0,15.398873,13.326033,-0.00009,0.09999
1.378,0.000000,6.087873,-0.079327,6.092012,4.525212,1,0,16.260918,10.620425,0,0,15.416735,13.320392,0.00015,0.09980
1.379,0.000000,6.083671,-0.156245,6.091786,4.526798,1,0,16.249445,10.620909,0,0,15.435388,13.314214,0.00006,0.09988
1.380,0.000000,6.079309,-0.233162,6.091561,4.528107,1,0,16.237972,10.621392,0,0,15.454041,13.308037,0.00000,0.10001
1.381,0.000000,6.074922,-0.310079,6.091335,4.529370,1,0,16.226500,10.621876,0,0,15.472694,13.301860,0.00025,0.09991
1.382,0.000000,6.070477,-0.387004,6.090934,4.529750,1,0,16.215525,10.621302,0,0,15.494343,13.294182,-0.00009,0.09973
1.383,0.000000,6.066023,-0.463932,6.090484,4.529989,1,1,16.204691,10.620429,0,0,15.516836,13.286081,0.00021,0.09983
1.384,0.000000,6.061452,-0.540859,6.090034,2.577582,0,0,16.193857,10.619556,0,0,15.539330,13.277980,0.00025,0.09994
1.385,0.000000,6.056861,-0.617786,6.089583,0.312571,0,0,16.183023,10.618683,0,0,15.561823,13.269879,-0.00004,0.09970
1.386,0.000000,6.052055,-0.697067,6.088876,0.000000,0,0,16.172308,10.615781,0,0,15.586844,13.260501,0.00000,0.09954
1.387,0.000000,6.047214,-0.777012,6.088096,0.000000,0,0,16.161627,10.612307,0,0,15.612578,13.250762,0.00000,0.09972
1.388,0.000000,6.042092,-0.856956,6.087316,0.000000,0,0,16.150944,10.608832,0,0,15.638312,13.241023,0.00000,0.09974
1.389,0.000000,6.036925,-0.936901,6.086536,0.000000,0,0,16.140263,10.605358,0,0,15.664046,13.231284,-0.00006,0.09939
1.390,0.000000,6.031402,-1.025755,6.085525,0.000000,0,0,16.129679,10.606011,0,0,15.692556,13.220817,-0.00006,0.09949
1.391,0.000000,6.025820,-1.117121,6.084448,0.000000,0,0,16.119123,10.607829,0,0,15.721848,13.210145,0.00009,0.09975
1.392,0.000000,6.019701,-1.208488,6.083372,0.000000,0,0,16.108566,10.609646,0,0,15.751140,13.199472,0.00015,0.09960
1.393,0.000000,6.013494,-1.299854,6.082295,0.000000,0,0,16.098011,10.611464,0,0,15.780432,13.188801,0.00021,0.09932
1.394,0.000000,6.006598,-1.408558,6.081005,0.000000,0,0,16.087498,10.629276,0,0,15.812557,13.177402,0.00006,0.09945
1.395,0.000000,5.999591,-1.522152,6.079655,0.000000,0,0,16.076996,10.651601,0,0,15.845481,13.165798,0.00019,0.09949
1.396,0.000000,5.992004,-1.635746,6.078305,0.000000,0,0,16.066496,10.673926,0,0,15.878406,13.154194,0.00004,0.09927
1.397,0.000000,5.984324,-1.749340,6.076955,0.000000,0,0,16.055994,10.696251,0,0,15.911330,13.142591,0.00004,0.09918
1.398,0.000000,5.976267,-1.864407,6.075053,0.000000,0,0,16.045465,10.726103,0,0,15.947609,13.131202,-0.00006,0.09926
1.399,0.000000,5.968149,-1.979888,6.072995,0.000000,0,0,16.034929,10.758078,0,0,15.984835,13.119873,0.00012,0.09939
1.400,0.000000,5.959933,-2.095370,6.070937,0.000000,0,0,16.024393,10.790052,0,0,16.022060,13.108545,0.00000,0.09918
1.401,0.000000,5.951702,-2.210851,6.068879,0.000000,0,0,16.013855,10.822027,0,0,16.059284,13.097217,0.00012,0.09906
1.402,0.000000,5.943624,-2.317449,6.066528,0.000000,0,0,16.003338,10.858042,0,0,16.100410,13.085203,0.00009,0.09933
1.403,0.000000,5.935569,-2.421541,6.064095,0.000000,0,0,15.992826,10.895196,0,0,16.142637,13.072996,0.00000,0.09946
1.404,0.000000,5.927680,-2.525633,6.061661,0.000000,0,0,15.982312,10.932351,0,0,16.184862,13.060790,0.00015,0.09923
1.405,0.000000,5.919817,-2.629725,6.059228,0.000000,0,0,15.971800,10.969505,0,0,16.227089,13.048583,0.00027,0.09937
1.406,0.000000,5.912128,-2.712931,6.056143,0.000000,0,0,15.961490,11.017195,0,0,16.272104,13.036427,0.00006,0.09961
1.407,0.000000,5.904467,-2.790246,6.052876,0.000000,0,0,15.951236,11.067855,0,0,16.317907,13.024284,-0.00015,0.09955
1.408,0.000000,5.897276,-2.867560,6.049607,0.000000,0,0,15.940983,11.118515,0,0,16.363712,13.012141,0.00009,0.09930
1.409,0.000000,5.890160,-2.944875,6.046340,0.000000,0,0,15.930729,11.169175,0,0,16.409515,12.999999,0.00006,0.09944
1.410,0.000000,5.883748,-3.007084,6.043243,0.000000,0,0,15.920424,11.217210,0,0,16.456196,12.987669,0.00000,0.09963
