"Time","v2 L COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","v3 R COP","60 RDS cle","58 R mark","34 FRx (cm)","29 HRx (cm)","61 LDS cle","59 L mark","32 FLx (cm)","27 HLx (cm)","3 Platform","2 Trdml"
0.000,0.000000,5.795676,2.531867,5.660370,0.000000,1,0,17.459833,14.897021,1,0,17.953156,13.266149,0.00015,0.10007
0.001,0.000000,5.794502,2.471334,5.663257,0.000000,1,0,17.448246,14.906965,1,0,17.970713,13.255050,0.00021,0.10019
0.002,0.000000,5.792020,2.372874,5.665690,0.000000,1,0,17.436569,14.913530,1,0,17.987928,13.243919,-0.00009,0.10004
0.003,0.000000,5.789329,2.263718,5.667995,0.000000,1,0,17.424866,14.919142,1,0,18.005047,13.232779,0.00006,0.09992
0.004,0.000000,5.785379,2.154562,5.670300,0.000000,1,0,17.413164,14.924754,1,0,18.022167,13.221639,0.00019,0.10008
0.005,0.000000,5.781228,2.045406,5.672605,0.000000,1,0,17.401463,14.930366,1,0,18.039286,13.210499,0.00009,0.10018
0.006,0.000000,5.775839,1.901475,5.674599,0.000000,1,0,17.389523,14.932703,1,0,18.055622,13.198940,0.00006,0.09990
0.007,0.000000,5.770253,1.747735,5.676507,0.000000,1,0,17.377514,14.934117,1,0,18.071737,13.187264,0.00025,0.09976
0.008,0.000000,5.763623,1.593994,5.678414,0.000000,1,0,17.365507,14.935531,1,0,18.087852,13.175588,-0.00009,0.09997
0.009,0.000000,5.756825,1.440254,5.680322,0.000000,1,0,17.353498,14.936945,1,0,18.103966,13.163912,0.00025,0.09992
0.010,0.000000,5.749253,1.272096,5.681660,0.000000,1,0,17.341290,14.934582,1,0,18.119841,13.152212,0.00031,0.09950
0.011,0.000000,5.741556,1.099870,5.682838,0.000000,1,0,17.329021,14.931153,1,0,18.135649,13.140506,0.00006,0.09954
0.012,0.000000,5.733455,0.927645,5.684017,0.000000,1,0,17.316755,14.927726,1,0,18.151455,13.128800,0.00006,0.09974
0.013,0.000000,5.725288,0.755420,5.685194,0.000000,1,0,17.304489,14.924297,1,0,18.167263,13.117094,0.00009,0.09957
0.014,0.000000,5.717058,0.591761,5.685692,0.000000,1,0,17.292124,14.921090,1,0,18.182049,13.105491,0.00009,0.09933
0.015,0.000000,5.708816,0.430518,5.685997,0.000000,1,0,17.279730,14.917945,1,0,18.196547,13.093916,-0.00009,0.09956
0.016,0.000000,5.700574,0.269275,5.686301,0.000000,1,0,17.267338,14.914800,1,0,18.211044,13.082340,0.00012,0.09966
0.017,0.000000,5.692333,0.108032,5.686606,0.000000,1,0,17.254944,14.911654,1,0,18.225542,13.070765,-0.00007,0.09943
0.018,0.000000,5.684152,-0.036329,5.686294,0.000000,1,0,17.242668,14.896998,1,0,18.239868,13.059373,0.00019,0.09940
0.019,0.000000,5.675980,-0.175928,5.685808,0.000000,1,0,17.230423,14.879096,1,0,18.254148,13.048031,0.00025,0.09957
0.020,0.000000,5.668264,-0.315527,5.685322,0.000000,1,0,17.218180,14.861195,1,0,18.268427,13.036690,0.00004,0.09964
0.021,0.000000,5.660621,-0.455126,5.684836,0.000000,1,0,17.205935,14.843292,1,0,18.282707,13.025348,-0.00006,0.09948
0.022,0.000000,5.653847,-0.560234,5.683960,0.000000,1,0,17.194103,14.819557,1,0,18.295298,13.014372,0.00021,0.09948
0.023,0.000000,5.647212,-0.655614,5.682974,0.000000,1,0,17.182388,14.794178,1,0,18.307411,13.003499,-0.00009,0.09968
0.024,0.000000,5.641522,-0.750993,5.681987,0.000000,1,0,17.170673,14.768799,1,0,18.319525,12.992626,0.00019,0.09970
0.025,0.000000,5.635983,-0.846373,5.681001,0.000000,1,0,17.158957,14.743420,1,0,18.331638,12.981752,0.00006,0.09949
0.026,0.000000,5.631334,-0.914507,5.680100,0.000000,1,0,17.147282,14.725840,1,0,18.342054,12.970874,0.00015,0.09974
0.027,0.000000,5.626827,-0.974956,5.679223,0.000000,1,0,17.135616,14.710459,1,0,18.351994,12.959994,0.00009,0.10006
0.028,0.000000,5.622999,-1.035405,5.678346,0.000000,1,0,17.123951,14.695079,1,0,18.361933,12.949114,-0.00006,0.09992
0.029,0.000000,5.619280,-1.095854,5.677469,0.000000,1,0,17.112286,14.679699,1,0,18.371872,12.938234,0.00000,0.10005
0.030,0.000000,5.616063,-1.127825,5.676147,0.000000,1,0,17.100525,14.670748,1,0,18.380091,12.927195,-0.00007,0.10040
0.031,0.000000,5.612926,-1.151764,5.674700,0.000000,1,0,17.088737,14.663610,1,0,18.387825,12.916111,-0.00006,0.10038
0.032,0.000000,5.610460,-1.175703,5.673253,0.000000,1,0,17.076950,14.656471,1,0,18.395561,12.905026,0.00012,0.10027
0.033,0.000000,5.608100,-1.199641,5.671806,0.000000,1,0,17.065163,14.649333,1,0,18.403296,12.893942,0.00015,0.10060
0.034,0.000000,5.606579,-1.201624,5.670507,0.000000,1,0,17.053513,14.634278,1,0,18.409716,12.882628,0.00000,0.10069
0.035,0.000000,5.605192,-1.197415,5.669250,0.000000,1,0,17.041901,14.616990,1,0,18.415768,12.871249,0.00004,0.10044
0.036,0.000000,5.604368,-1.193205,5.667993,0.000000,1,0,17.030289,14.599703,1,0,18.421818,12.859871,0.00000,0.10061
0.037,0.000000,5.603634,-1.188996,5.666736,0.000000,1,0,17.018677,14.582415,1,0,18.427868,12.848493,0.00000,0.10082
0.038,0.000000,5.603213,-1.166635,5.665395,0.000000,1,0,17.007099,14.578130,1,0,18.432993,12.837649,0.00006,0.10059
0.039,0.000000,5.602842,-1.139155,5.664030,0.000000,1,0,16.995533,14.577513,1,0,18.437857,12.826958,0.00019,0.10067
0.040,0.000000,5.603207,-1.111675,5.662665,0.000000,1,0,16.983965,14.576896,1,0,18.442720,12.816266,0.00021,0.10097
0.041,0.000000,5.603691,-1.084194,5.661301,0.000000,1,0,16.972397,14.576278,1,0,18.447584,12.805573,0.00031,0.10091
0.042,0.000000,5.605346,-1.030863,5.660316,0.000000,1,0,16.961330,14.566470,1,0,18.451206,12.795085,-0.00006,0.10081
0.043,0.000000,5.607189,-0.970240,5.659440,0.000000,1,0,16.950405,14.554070,1,0,18.454479,12.784654,0.00009,0.10105
0.044,0.000000,5.609820,-0.909617,5.658564,0.000000,1,0,16.939478,14.541669,1,0,18.457750,12.774222,0.00015,0.10108
0.045,0.000000,5.612577,-0.848994,5.657687,0.000000,1,0,16.928553,14.529268,1,0,18.461023,12.763790,0.00015,0.10086
0.046,0.000000,5.615667,-0.771076,5.656818,0.000000,1,0,16.918018,14.515574,1,0,18.463364,12.753471,0.00009,0.10091
0.047,0.000000,5.618810,-0.688281,5.655951,0.000000,1,0,16.907597,14.501516,1,0,18.465443,12.743183,0.00009,0.10100
0.048,0.000000,5.622555,-0.605485,5.655084,0.000000,1,0,16.897173,14.487457,1,0,18.467522,12.732896,0.00000,0.10085
0.049,0.000000,5.626396,-0.522689,5.654217,0.000000,1,0,16.886749,14.473399,1,0,18.469601,12.722608,-0.00006,0.10073
0.050,0.000000,5.631214,-0.415198,5.653622,0.000000,1,0,16.876797,14.462082,1,0,18.470976,12.712782,-0.00006,0.10079
0.051,0.000000,5.636189,-0.300743,5.653103,0.000000,1,0,16.866976,14.451537,1,0,18.472151,12.703087,-0.00006,0.10083
0.052,0.000000,5.642077,-0.186287,5.652584,0.000000,1,0,16.857155,14.440992,1,0,18.473326,12.693391,0.00006,0.10060
0.053,0.000000,5.648112,-0.071831,5.652065,0.000000,1,0,16.847334,14.430448,1,0,18.474501,12.683696,0.00004,0.10060
0.054,2.813230,5.654847,0.054116,5.652128,0.000000,1,0,16.837801,14.419414,1,1,18.475256,12.673975,0.00019,0.10079
0.055,6.076837,5.661694,0.183304,5.652355,0.000000,1,0,16.828350,14.408242,1,0,18.475893,12.664248,0.00009,0.10074
0.056,6.527617,5.668904,0.312492,5.652582,0.000000,1,0,16.818897,14.397070,1,0,18.476530,12.654519,0.00012,0.10047
0.057,6.528084,5.676171,0.441680,5.652808,0.000000,1,0,16.809446,14.385898,1,0,18.477167,12.644792,0.00013,0.10056
0.058,6.528772,5.683469,0.565193,5.653457,0.000000,1,0,16.800699,14.373948,1,0,18.476683,12.634796,-0.00009,0.10069
0.059,6.529497,5.690772,0.687104,5.654225,0.000000,1,0,16.792152,14.361778,1,0,18.475883,12.624725,0.00002,0.10046
0.060,6.530408,5.697958,0.809015,5.654993,0.000000,1,0,16.783604,14.349608,1,0,18.475084,12.614655,0.00009,0.10042
0.061,6.531350,5.705126,0.930927,5.655761,0.000000,1,0,16.775057,14.337439,1,0,18.474285,12.604583,0.00002,0.10063
0.062,6.532369,5.712053,1.034183,5.657014,0.000000,1,0,16.767967,14.326925,1,0,18.471983,12.594494,0.00004,0.10061
0.063,6.533400,5.718943,1.132178,5.658406,0.000000,1,0,16.761292,14.316878,1,0,18.469257,12.584399,0.00012,0.10047
0.064,6.534338,5.725348,1.230173,5.659797,0.000000,1,0,16.754614,14.306831,1,0,18.466532,12.574305,0.00012,0.10072
0.065,6.535263,5.731676,1.328168,5.661188,0.000000,1,0,16.747936,14.296785,1,0,18.463804,12.564211,0.00004,0.10092
0.066,6.535985,5.737236,1.393737,5.662882,0.000000,1,0,16.743240,14.285087,1,0,18.459415,12.554204,0.00000,0.10064
0.067,6.536676,5.742675,1.450161,5.664662,0.000000,1,0,16.739105,14.272923,1,0,18.454556,12.544223,0.00006,0.10076
0.068,6.537404,5.747050,1.506584,5.666442,0.000000,1,0,16.734968,14.260757,1,0,18.449696,12.534242,0.00021,0.10101
0.069,6.538136,5.751254,1.563007,5.668222,0.000000,1,0,16.730831,14.248593,1,0,18.444838,12.524261,0.00021,0.10085
0.070,6.539155,5.754215,1.585588,5.669800,0.000000,1,0,16.729731,14.226559,1,0,18.438406,12.514492,0.00012,0.10078
0.071,6.540221,5.756977,1.598624,5.671322,0.000000,1,0,16.729486,14.201740,1,0,18.431532,12.504785,0.00015,0.10107
0.072,6.541437,5.758862,1.611660,5.672844,0.000000,1,0,16.729242,14.176922,1,0,18.424658,12.495077,0.00000,0.10103
0.073,6.542677,5.760609,1.624696,5.674366,0.000000,1,0,16.728998,14.152103,1,0,18.417784,12.485370,-0.00004,0.10091
0.074,6.543866,5.761890,1.612497,5.676165,0.000000,1,0,16.731667,14.136557,1,0,18.410418,12.475771,0.00009,0.10118
0.075,6.545047,5.763097,1.593180,5.678043,0.000000,1,0,16.735157,14.123624,1,0,18.402914,12.466203,0.00006,0.10132
0.076,6.546165,5.763742,1.573864,5.679921,0.000000,1,0,16.738647,14.110692,1,0,18.395409,12.456635,0.00015,0.10111
0.077,6.547272,5.764297,1.554547,5.681799,0.000000,1,0,16.742136,14.097759,1,0,18.387905,12.447065,0.00015,0.10130
0.078,6.548359,5.764125,1.516037,5.683534,0.000000,1,0,16.747808,14.086158,1,0,18.378574,12.437610,0.00000,0.10148
0.079,6.549443,5.763836,1.472113,5.685228,0.000000,1,0,16.754095,14.074931,1,0,18.368731,12.428185,-0.00009,0.10134
0.080,6.550571,5.762998,1.428189,5.686922,0.000000,1,0,16.760382,14.063705,1,0,18.358887,12.418762,0.00009,0.10132
0.081,6.551707,5.762070,1.384266,5.688616,0.000000,1,0,16.766668,14.052479,1,0,18.349041,12.409338,-0.00004,0.10149
0.082,6.552938,5.760840,1.339617,5.689763,0.000000,1,0,16.774605,14.042814,1,0,18.338886,12.400160,0.00021,0.10144
0.083,6.554183,5.759562,1.294765,5.690755,0.000000,1,0,16.783009,14.033589,1,0,18.328644,12.391051,0.00006,0.10134
0.084,6.555500,5.758113,1.249912,5.691748,0.000000,1,0,16.791412,14.024365,1,0,18.318401,12.381943,0.00004,0.10148
0.085,6.556827,5.756638,1.205060,5.692740,0.000000,1,0,16.799816,14.015141,1,0,18.308159,12.372834,0.00027,0.10164
0.086,6.558171,5.755106,1.157782,5.693800,0.000000,1,0,16.810122,14.003070,1,0,18.297001,12.363768,0.00009,0.10150
0.087,6.559518,5.753565,1.109820,5.694879,0.000000,1,0,16.820965,13.990195,1,0,18.285585,12.354712,0.00015,0.10155
0.088,6.560804,5.752148,1.061858,5.695958,0.000000,1,0,16.831808,13.977322,1,0,18.274168,12.345656,0.00012,0.10181
0.089,6.562081,5.750750,1.013896,5.697037,0.000000,1,0,16.842651,13.964447,1,0,18.262753,12.336600,0.00012,0.10171
0.090,6.563255,5.749637,0.975553,5.698054,0.000000,1,0,16.855368,13.952414,1,0,18.251020,12.327464,0.00000,0.10164
0.091,6.564412,5.748569,0.939921,5.699054,0.000000,1,0,16.868610,13.940617,1,0,18.239199,12.318304,0.00015,0.10174
0.092,6.565611,5.747787,0.904290,5.700054,0.000000,1,0,16.881853,13.928821,1,0,18.227379,12.309145,0.00015,0.10163
0.093,6.566817,5.747050,0.868659,5.701055,0.000000,1,0,16.895096,13.917024,1,0,18.215557,12.299986,0.00009,0.10136
0.094,6.568218,5.746510,0.839767,5.701947,0.000000,1,0,16.909676,13.905042,1,0,18.203735,12.290883,0.00021,0.10138
0.095,6.569650,5.746001,0.812776,5.702809,0.000000,1,0,16.924635,13.893007,1,0,18.191912,12.281796,0.00012,0.10152
0.096,6.571227,5.745398,0.785785,5.703671,0.000000,1,0,16.939592,13.880973,1,0,18.180088,12.272708,0.00006,0.10130
0.097,6.572827,5.744779,0.758794,5.704533,0.000000,1,0,16.954552,13.868938,1,0,18.168264,12.263620,-0.00002,0.10110
0.098,6.574475,5.743856,0.733655,5.705035,0.000000,1,0,16.970705,13.862251,1,0,18.156729,12.254801,-0.00009,0.10126
0.099,6.576130,5.742885,0.709039,5.705435,0.000000,1,0,16.987196,13.857071,1,0,18.145275,12.246056,0.00021,0.10127
0.100,6.577783,5.742020,0.684422,5.705835,0.000000,1,0,17.003687,13.851892,1,0,18.133821,12.237311,0.00017,0.10092
0.101,6.579435,5.741171,0.659805,5.706235,0.000000,1,0,17.020178,13.846712,1,0,18.122368,12.228566,0.00006,0.10104
0.102,6.581059,5.740851,0.641289,5.706942,0.000000,1,0,17.037802,13.839808,1,0,18.110609,12.220494,0.00013,0.10121
0.103,6.582679,5.740616,0.624492,5.707735,0.000000,1,0,17.055746,13.832419,1,0,18.098763,12.212613,-0.00006,0.10088
0.104,6.584299,5.740601,0.607696,5.708528,0.000000,1,0,17.073690,13.825030,1,0,18.086918,12.204731,-0.00004,0.10075
0.105,6.585918,5.740621,0.590900,5.709321,0.000000,1,0,17.091633,13.817641,1,0,18.075071,12.196849,-0.00004,0.10095
0.106,6.587586,5.740455,0.574792,5.709949,0.000000,1,0,17.110945,13.810332,1,0,18.063549,12.189274,0.00015,0.10084
0.107,6.589262,5.740258,0.558877,5.710532,0.000000,1,0,17.130644,13.803047,1,0,18.052118,12.181786,0.00015,0.10051
0.108,6.591061,5.739958,0.542963,5.711114,0.000000,1,0,17.150341,13.795761,1,0,18.040688,12.174296,0.00000,0.10063
0.109,6.592881,5.739642,0.527049,5.711697,0.000000,1,0,17.170038,13.788476,1,0,18.029257,12.166808,-0.00006,0.10072
0.110,6.594884,5.739429,0.517141,5.712125,0.000000,1,0,17.191099,13.777600,1,0,18.017509,12.159970,0.00019,0.10052
0.111,6.596916,5.739231,0.508928,5.712509,0.000000,1,0,17.212545,13.765712,1,0,18.005671,12.153316,0.00025,0.10041
0.112,6.599075,5.739266,0.500715,5.712893,0.000000,1,0,17.233992,13.753824,1,0,17.993832,12.146662,0.00006,0.10055
0.113,6.601254,5.739339,0.492502,5.713277,0.000000,1,0,17.255436,13.741936,1,0,17.981993,12.140008,0.00017,0.10062
0.114,6.603489,5.739734,0.493057,5.713743,0.000000,1,0,17.278196,13.727699,1,0,17.969976,12.134687,0.00015,0.10037
0.115,6.605732,5.740181,0.496084,5.714233,0.000000,1,0,17.301329,13.712799,1,0,17.957912,12.129743,0.00009,0.10039
0.116,6.608039,5.740952,0.499111,5.714722,0.000000,1,0,17.324459,13.697900,1,0,17.945848,12.124798,0.00015,0.10055
0.117,6.610357,5.741774,0.502139,5.715212,0.000000,1,0,17.347591,13.683000,1,0,17.933784,12.119854,0.00015,0.10052
0.118,6.612775,5.742913,0.517789,5.715645,0.000000,1,0,17.371370,13.673015,1,0,17.921438,12.116456,-0.00004,0.10035
0.119,6.615209,5.744103,0.536999,5.716063,0.000000,1,0,17.395332,13.664416,1,0,17.909016,12.113494,0.00015,0.10051
0.120,6.617797,5.745685,0.556209,5.716481,0.000000,1,0,17.419294,13.655817,1,0,17.896591,12.110532,0.00021,0.10072
0.121,6.620411,5.747329,0.575419,5.716898,0.000000,1,0,17.443256,13.647219,1,0,17.884167,12.107570,0.00015,0.10056
0.122,6.623164,5.749426,0.607837,5.717360,0.000000,1,0,17.467865,13.639695,1,0,17.871904,12.107183,0.00015,0.10071
0.123,6.625939,5.751596,0.643979,5.717834,0.000000,1,0,17.492655,13.632476,1,0,17.859690,12.107523,0.00019,0.10101
0.124,6.628479,5.754117,0.680122,5.718309,0.000000,1,0,17.517445,13.625256,1,0,17.847473,12.107862,0.00006,0.10088
0.125,6.630981,5.756694,0.716265,5.718783,0.000000,1,0,17.542234,13.618036,1,0,17.835258,12.108203,-0.00006,0.10083
0.126,6.632905,5.759481,0.751720,5.719677,0.000000,1,0,17.567354,13.608114,1,0,17.823496,12.112183,-0.00015,0.10111
0.127,6.634737,5.762302,0.786981,5.720690,0.000000,1,0,17.592566,13.597430,1,0,17.811861,12.117188,0.00000,0.10117
0.128,6.636240,5.765220,0.822242,5.721703,0.000000,1,0,17.617779,13.586746,1,0,17.800226,12.122195,-0.00009,0.10101
0.129,6.637691,5.768154,0.857503,5.722716,0.000000,1,0,17.642992,13.576062,1,0,17.788591,12.127201,0.00027,0.10128
0.130,6.639145,5.771085,0.894597,5.723634,0.000000,1,0,17.668619,13.568604,1,0,17.776587,12.135358,0.00027,0.10142
0.131,6.640601,5.774016,0.932208,5.724525,0.000000,1,0,17.694365,13.562058,1,0,17.764479,12.144403,0.00009,0.10120
0.132,6.642021,5.776874,0.969818,5.725416,0.000000,1,0,17.720110,13.555511,1,0,17.752371,12.153448,0.00021,0.10137
0.133,6.643436,5.779719,1.007429,5.726307,0.000000,1,0,17.745853,13.548965,1,0,17.740263,12.162493,0.00034,0.10160
0.134,6.644704,5.782398,1.034598,5.727379,0.000000,1,0,17.771915,13.540541,1,0,17.728127,12.173508,0.00015,0.10135
0.135,6.645949,5.785050,1.058822,5.728501,0.000000,1,0,17.798065,13.531588,1,1,17.715981,12.185078,0.00027,0.10134
0.136,3.781643,5.787311,1.083047,5.729623,0.000000,1,0,17.824215,13.522635,0,0,17.703836,12.196647,0.00025,0.10161
0.137,0.458582,5.789508,1.107271,5.730745,0.000000,1,0,17.850367,13.513681,0,0,17.691692,12.208217,0.00027,0.10151
0.138,0.000000,5.791186,1.120087,5.731819,0.000000,1,0,17.877150,13.507931,0,0,17.679985,12.221538,0.00019,0.10131
0.139,0.000000,5.792781,1.129686,5.732880,0.000000,1,0,17.904112,13.503082,0,0,17.668402,12.235353,0.00015,0.10154
0.140,0.000000,5.794334,1.139285,5.733941,0.000000,1,0,17.931074,13.498235,0,0,17.656816,12.249168,0.00012,0.10158
0.141,0.000000,5.795881,1.148884,5.735002,0.000000,1,0,17.958036,13.493386,0,0,17.645233,12.262984,-0.00004,0.10129
0.142,0.000000,5.797843,1.158328,5.736426,0.000000,1,0,17.984560,13.480241,0,0,17.633589,12.278491,0.00006,0.10137
0.143,0.000000,5.799871,1.167728,5.737953,0.000000,1,0,18.010960,13.464754,0,0,17.621927,12.294474,0.00015,0.10145
0.144,0.000000,5.801896,1.177128,5.739480,0.000000,1,0,18.037361,13.449268,0,0,17.610264,12.310457,0.00021,0.10132
0.145,0.000000,5.803921,1.186528,5.741007,0.000000,1,0,18.063761,13.433782,0,0,17.598602,12.326441,0.00013,0.10126
0.146,0.000000,5.805490,1.197174,5.742087,0.000000,1,0,18.089504,13.420508,0,0,17.587238,12.343742,0.00015,0.10134
0.147,0.000000,5.806987,1.208171,5.743040,0.000000,1,0,18.115063,13.407860,0,0,17.575956,12.361416,0.00004,0.10134
0.148,0.000000,5.808545,1.219168,5.743993,0.000000,1,0,18.140623,13.395210,0,0,17.564676,12.379090,0.00015,0.10117
0.149,0.000000,5.810112,1.230165,5.744946,0.000000,1,0,18.166182,13.382561,0,0,17.553394,12.396764,0.00009,0.10123
0.150,0.000000,5.812401,1.260526,5.745941,0.000000,1,0,18.190681,13.371429,0,0,17.542561,12.415776,0.00015,0.10133
0.151,0.000000,5.814805,1.296348,5.746948,0.000000,1,0,18.214884,13.360727,0,0,17.531855,12.435167,0.00006,0.10112
0.152,0.000000,5.818008,1.332171,5.747954,0.000000,1,0,18.239084,13.350024,0,0,17.521147,12.454557,0.00015,0.10097
0.153,0.000000,5.821339,1.367993,5.748961,0.000000,1,0,18.263287,13.339321,0,0,17.510439,12.473948,0.00017,0.10108
0.154,0.000000,5.825386,1.419989,5.750403,0.000000,1,0,18.285057,13.330086,0,0,17.499237,12.494586,0.00006,0.10109
0.155,0.000000,5.829547,1.476546,5.751969,0.000000,1,0,18.306145,13.321264,0,0,17.487896,12.515575,0.00028,0.10079
0.156,0.000000,5.834349,1.533103,5.753534,0.000000,1,0,18.327232,13.312443,0,0,17.476553,12.536565,0.00012,0.10077
0.157,0.000000,5.839253,1.589661,5.755100,0.000000,1,0,18.348320,13.303621,0,0,17.465212,12.557554,0.00019,0.10093
0.158,0.000000,5.844688,1.661183,5.756744,0.000000,1,0,18.366810,13.298407,0,0,17.453791,12.579851,-0.00004,0.10076
0.159,0.000000,5.850208,1.736925,5.758410,0.000000,1,0,18.384565,13.294209,0,0,17.442347,12.602516,0.00015,0.10061
0.160,0.000000,5.855984,1.812668,5.760075,0.000000,1,0,18.402323,13.290010,0,0,17.430904,12.625181,0.00025,0.10077
0.161,0.000000,5.861801,1.888410,5.761741,0.000000,1,0,18.420080,13.285812,0,0,17.419460,12.647846,0.00000,0.10082
0.162,0.000000,5.867581,1.958212,5.763690,0.000000,1,0,18.435883,13.272929,0,0,17.408257,12.672191,0.00000,0.10043
0.163,0.000000,5.873355,2.026337,5.765719,0.000000,1,0,18.451136,13.257595,0,0,17.397120,12.697008,-0.00004,0.10046
0.164,0.000000,5.878916,2.094463,5.767748,0.000000,1,0,18.466389,13.242262,0,0,17.385983,12.721826,-0.00009,0.10068
0.165,0.000000,5.884443,2.162589,5.769778,0.000000,1,0,18.481642,13.226928,0,0,17.374846,12.746643,0.00002,0.10047
0.166,0.000000,5.889655,2.214471,5.772179,0.000000,1,0,18.495409,13.212209,0,0,17.363424,12.773030,0.00006,0.10018
0.167,0.000000,5.894815,2.261772,5.774686,0.000000,1,0,18.508759,13.197663,0,0,17.351923,12.799861,0.00025,0.10032
0.168,0.000000,5.899742,2.309074,5.777193,0.000000,1,0,18.522108,13.183117,0,0,17.340422,12.826691,0.00000,0.10039
0.169,0.000000,5.904631,2.356375,5.779699,0.000000,1,0,18.535458,13.168571,0,0,17.328920,12.853521,0.00000,0.10011
0.170,0.000000,5.909385,2.396220,5.782299,0.000000,1,0,18.547508,13.154639,0,0,17.317593,12.881386,0.00006,0.10010
0.171,0.000000,5.914118,2.433962,5.784924,0.000000,1,0,18.559193,13.140881,0,0,17.306313,12.909543,-0.00009,0.10024
0.172,0.000000,5.918680,2.471704,5.787549,0.000000,1,0,18.570877,13.127123,0,0,17.295034,12.937700,0.00025,0.10018
0.173,0.000000,5.923214,2.509447,5.790174,0.000000,1,0,18.582560,13.113364,0,0,17.283756,12.965858,0.00015,0.09994
0.174,0.000000,5.927573,2.547958,5.792604,0.000000,1,0,18.592936,13.103943,0,0,17.272449,12.994426,0.00025,0.10002
0.175,0.000000,5.931904,2.586686,5.794981,0.000000,1,0,18.602942,13.095744,0,0,17.261135,13.023110,0.00036,0.10010
0.176,0.000000,5.936390,2.625414,5.797357,0.000000,1,0,18.612949,13.087546,0,0,17.249823,13.051796,-0.00009,0.10004
0.177,0.000000,5.940901,2.664142,5.799733,0.000000,1,0,18.622955,13.079348,0,0,17.238508,13.080481,0.00009,0.09986
0.178,0.000000,5.945951,2.717680,5.802229,0.000000,1,0,18.632431,13.067460,0,0,17.227171,13.110168,0.00009,0.10000
0.179,0.000000,5.951086,2.775394,5.804759,0.000000,1,0,18.641756,13.054531,0,0,17.215826,13.140138,0.00021,0.10016
0.180,0.000000,5.956944,2.833109,5.807289,0.000000,1,0,18.651081,13.041602,0,0,17.204481,13.170108,0.00000,0.09994
0.181,0.000000,5.962917,2.890824,5.809818,0.000000,1,0,18.660406,13.028673,0,0,17.193136,13.200077,0.00009,0.10003
0.182,0.000000,5.969658,2.962670,5.812799,0.000000,1,0,18.669197,13.014594,0,0,17.181511,13.230080,0.00009,0.10035
0.183,0.000000,5.976521,3.038502,5.815906,0.000000,1,0,18.677835,13.000192,0,0,17.169807,13.260092,0.00017,0.10032
0.184,0.000000,5.983805,3.114334,5.819013,0.000000,1,0,18.686474,12.985788,0,0,17.158104,13.290104,0.00009,0.10013
0.185,0.000000,5.991156,3.190166,5.822120,0.000000,1,0,18.695114,12.971386,0,0,17.146400,13.320116,-0.00019,0.10033
0.186,0.000000,5.998538,3.265272,5.825443,0.000000,1,0,18.703110,12.962966,0,0,17.134817,13.349508,0.00027,0.10050
0.187,0.000000,6.005924,3.340172,5.828825,0.000000,1,0,18.710924,12.956234,0,0,17.123266,13.378727,-0.00004,0.10018
0.188,0.000000,6.013257,3.415073,5.832208,0.000000,1,0,18.718739,12.949501,0,0,17.111715,13.407945,0.00012,0.10025
0.189,0.000000,6.020581,3.489974,5.835591,0.000000,1,0,18.726553,12.942769,0,0,17.100164,13.437163,0.00015,0.10052
0.190,0.000000,6.027809,3.553653,5.839290,0.000000,1,0,18.733438,12.933053,0,0,17.088785,13.464413,0.00006,0.10042
0.191,0.000000,6.035021,3.614166,5.843078,0.000000,1,0,18.740061,12.922496,0,0,17.077454,13.491106,0.00015,0.10032
0.192,0.000000,6.041888,3.674680,5.846866,0.000000,1,0,18.746685,12.911938,0,0,17.066124,13.517800,0.00004,0.10058
0.193,0.000000,6.048700,3.735193,5.850654,0.000000,1,0,18.753309,12.901381,0,0,17.054792,13.544494,0.00021,0.10065
0.194,0.000000,6.054927,3.775018,5.854608,0.000000,1,0,18.758757,12.890473,0,0,17.043728,13.567822,0.00015,0.10037
0.195,0.000000,6.061061,3.809008,5.858608,0.000000,1,0,18.763874,12.879469,0,0,17.032740,13.590199,0.00006,0.10052
0.196,0.000000,6.066666,3.842997,5.862607,0.000000,1,0,18.768990,12.868464,0,0,17.021751,13.612576,0.00021,0.10065
0.197,0.000000,6.072186,3.876987,5.866608,0.000000,1,0,18.774107,12.857459,0,0,17.010761,13.634954,0.00019,0.10048
0.198,0.000000,6.077319,3.900717,5.870467,0.000000,1,0,18.777954,12.847060,0,0,16.999508,13.654496,0.00009,0.10046
0.199,0.000000,6.082390,3.921554,5.874288,0.000000,1,0,18.781445,12.836834,0,0,16.988178,13.673239,-0.00009,0.10062
0.200,0.000000,6.087227,3.942391,5.878108,0.000000,1,0,18.784935,12.826607,0,0,16.976849,13.691981,0.00006,0.10068
0.201,0.000000,6.092028,3.963228,5.881928,0.000000,1,0,18.788424,12.816380,0,0,16.965521,13.710723,0.00015,0.10045
0.202,0.000000,6.096728,3.975771,5.885970,0.000000,1,0,18.790789,12.799778,0,0,16.954361,13.726860,0.00009,0.10057
0.203,0.000000,6.101413,3.985976,5.890074,0.000000,1,0,18.792837,12.781378,0,0,16.943251,13.742262,0.00025,0.10078
0.204,0.000000,6.106035,3.996181,5.894178,0.000000,1,0,18.794884,12.762978,0,0,16.932140,13.757664,0.00021,0.10073
