"Time","60 right DS","59 left DS","v3 L COP","v2 R COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","33 FLy (cm)","30 HRy (cm)","28 HLy (cm)","24 toey (cm)","16 Hipy (cm)","3 Platform","2 Trdml","1 Synch"
0.000,1,0,0.000000,5.345935,6.394731,-4.233754,6.595171,5.687725,7.193942,5.002890,6.461174,8.121833,10.546821,-0.48048,0.09792,3.27698
0.001,1,0,0.000000,5.345734,6.383327,-4.417559,6.592097,5.695422,7.191578,4.996400,6.460237,8.117415,10.539270,-0.50588,0.09812,3.27689
0.002,1,0,0.000000,5.344853,6.371890,-4.611413,6.588246,5.702427,7.189202,4.988046,6.459327,8.117021,10.533482,-0.53044,0.09798,3.27674
0.003,1,0,0.000000,5.344220,6.360639,-4.805267,6.584396,5.709432,7.186825,4.979692,6.458416,8.116626,10.527692,-0.56683,0.09813,3.27710
0.004,1,0,0.000000,5.343716,6.349485,-4.999121,6.580546,5.716437,7.184449,4.971338,6.457506,8.116231,10.521902,-0.60425,0.09853,3.27787
0.005,1,0,0.000000,5.344697,6.338346,-5.166327,6.573747,5.723445,7.182026,4.965698,6.456600,8.114258,10.515766,-0.62556,0.09851,3.27794
0.006,1,0,0.000000,5.346457,6.327215,-5.313754,6.564759,5.730455,7.179570,4.962073,6.455697,8.111112,10.509374,-0.65144,0.09846,3.27748
0.007,1,0,0.000000,5.348139,6.316247,-5.461181,6.555772,5.737465,7.177113,4.958448,6.454793,8.107965,10.502981,-0.67180,0.09882,3.27720
0.008,1,0,0.000000,5.349781,6.305365,-5.608608,6.546784,5.744475,7.174656,4.954823,6.453889,8.104819,10.496589,-0.69490,0.09902,3.27704
0.009,1,0,0.000000,5.349623,6.295276,-5.708736,6.540590,5.745449,7.172271,4.953400,6.453450,8.104111,10.491847,-0.72864,0.09884,3.27711
0.010,1,0,0.000000,5.348522,6.285603,-5.773763,6.536469,5.741941,7.169940,4.953610,6.453354,8.105209,10.488332,-0.76334,0.09889,3.27734
0.011,1,0,0.000000,5.346755,6.277005,-5.838789,6.532347,5.738434,7.167609,4.953821,6.453259,8.106309,10.484817,-0.78341,0.09916,3.27731
0.012,1,0,0.000000,5.344637,6.268971,-5.903815,6.528225,5.734927,7.165277,4.954031,6.453164,8.107408,10.481301,-0.80639,0.09916,3.27708
0.013,1,0,0.000000,5.343283,6.261896,-5.901483,6.520261,5.735378,7.163033,4.950984,6.452560,8.105783,10.477446,-0.82720,0.09906,3.27706
0.014,1,0,0.000000,5.342330,6.255324,-5.849160,6.509445,5.738766,7.160851,4.945519,6.451579,8.102136,10.473337,-0.84831,0.09913,3.27722
0.015,1,0,0.000000,5.341276,6.249930,-5.796837,6.498629,5.742155,7.158670,4.940054,6.450597,8.098490,10.469229,-0.88151,0.09936,3.27702
0.016,1,0,0.000000,5.340169,6.245152,-5.744514,6.487812,5.745543,7.156489,4.934589,6.449616,8.094843,10.465119,-0.91184,0.09936,3.27657
0.017,1,0,0.000000,5.337848,6.241774,-5.645786,6.481084,5.745613,7.154431,4.929740,6.449007,8.092292,10.461750,-0.93351,0.09928,3.27650
0.018,1,0,0.000000,5.334889,6.239130,-5.512617,6.477389,5.743219,7.152464,4.925348,6.448672,8.090553,10.458930,-0.95146,0.09952,3.27673
0.019,1,0,0.000000,5.331401,6.237406,-5.379447,6.473695,5.740825,7.150497,4.920956,6.448338,8.088815,10.456109,-0.97114,0.09976,3.27682
0.020,1,0,0.000000,5.327637,6.236166,-5.246278,6.470000,5.738431,7.148530,4.916564,6.448004,8.087076,10.453289,-0.98979,0.09967,3.27682
0.021,1,0,0.000000,5.324334,6.235271,-5.108936,6.464346,5.734317,7.146737,4.914761,6.448817,8.084630,10.451305,-1.02075,0.09966,3.27700
0.022,1,0,0.000000,5.321273,6.234556,-4.968498,6.457238,5.728926,7.145072,4.914879,6.450481,8.081657,10.449944,-1.04595,0.09998,3.27730
0.023,1,0,0.000000,5.318727,6.234104,-4.828060,6.450130,5.723536,7.143408,4.914998,6.452146,8.078685,10.448582,-1.06618,0.10000,3.27735
0.024,1,0,0.000000,5.316453,6.233789,-4.687621,6.443022,5.718145,7.141744,4.915116,6.453810,8.075712,10.447220,-1.08441,0.09990,3.27720
0.025,1,0,0.000000,5.314234,6.233475,-4.573209,6.440119,5.711018,7.139901,4.916029,6.456752,8.073366,10.444989,-1.09808,0.10012,3.27713
0.026,1,0,0.000000,5.312044,6.233160,-4.478112,6.440336,5.702603,7.137926,4.917533,6.460641,8.071486,10.442113,-1.11664,0.10025,3.27713
0.027,1,0,0.000000,5.308322,6.232201,-4.383015,6.440553,5.694188,7.135950,4.919036,6.464530,8.069605,10.439237,-1.13456,0.09996,3.27713
0.028,1,0,0.000000,5.303796,6.230903,-4.287918,6.440771,5.685772,7.133975,4.920540,6.468420,8.067724,10.436360,-1.16425,0.09981,3.27713
0.029,1,0,2.231864,5.296620,6.228744,-4.247575,6.438582,5.672858,7.132068,4.920499,6.472947,8.065694,10.434505,-1.18522,0.10000,3.27717
0.030,1,0,5.634095,5.288054,6.226132,-4.247869,6.434608,5.656604,7.130211,4.919312,6.477946,8.063551,10.433409,-1.19822,0.09991,3.27725
0.031,1,1,6.805542,5.279294,6.222884,-4.248161,6.430634,5.640350,7.128355,4.918124,6.482946,8.061409,10.432312,-1.21205,0.09960,3.27685
0.032,1,1,6.807189,5.270435,6.219302,-4.248455,6.426661,5.624097,7.126498,4.916936,6.487946,8.059267,10.431215,-1.22786,0.09958,3.27609
0.033,1,1,6.808882,5.264024,6.214971,-4.287853,6.422369,5.611407,7.124854,4.917580,6.493202,8.056005,10.429018,-1.24231,0.09973,3.27610
0.034,1,1,6.810598,5.258897,6.210248,-4.356274,6.417841,5.601363,7.123366,4.919583,6.498650,8.051913,10.426003,-1.26415,0.09962,3.27671
0.035,1,1,6.812634,5.255115,6.204477,-4.424695,6.413314,5.591318,7.121880,4.921587,6.504097,8.047821,10.422990,-1.28434,0.09942,3.27719
0.036,1,1,6.814837,5.252038,6.198159,-4.493116,6.408787,5.581274,7.120392,4.923590,6.509544,8.043729,10.419975,-1.29627,0.09939,3.27758
0.037,1,1,6.817605,5.248477,6.191050,-4.582154,6.404455,5.574390,7.119146,4.921915,6.516254,8.039657,10.417097,-1.30807,0.09950,3.27752
0.038,1,1,6.820671,5.244663,6.183526,-4.686492,6.400268,5.569853,7.118078,4.917509,6.523900,8.035600,10.414318,-1.31987,0.09942,3.27714
0.039,1,1,6.824008,5.240052,6.175806,-4.790830,6.396081,5.565317,7.117011,4.913104,6.531545,8.031543,10.411539,-1.33159,0.09916,3.27702
0.040,1,1,6.827488,5.235023,6.167983,-4.895168,6.391895,5.560780,7.115942,4.908698,6.539191,8.027486,10.408760,-1.34897,0.09914,3.27710
0.041,1,1,6.830883,5.229455,6.160267,-4.983799,6.386163,5.552624,7.114941,4.906675,6.546814,8.027881,10.406896,-1.36254,0.09929,3.27709
0.042,1,1,6.834234,5.223604,6.152609,-5.060773,6.379283,5.541783,7.113988,4.906421,6.554423,8.031578,10.405709,-1.37241,0.09916,3.27701
0.043,1,1,6.837556,5.218119,6.145086,-5.137748,6.372405,5.530942,7.113035,4.906167,6.562031,8.035276,10.404524,-1.38315,0.09896,3.27706
0.044,1,1,6.840863,5.212826,6.137635,-5.214722,6.365525,5.520102,7.112082,4.905912,6.569639,8.038974,10.403337,-1.39687,0.09908,3.27722
0.045,1,1,6.844289,5.208693,6.130323,-5.258139,6.360122,5.509973,7.111290,4.907850,6.577409,8.041567,10.400577,-1.40053,0.09925,3.27733
0.046,1,1,6.847776,5.205167,6.123085,-5.276651,6.355815,5.500372,7.110617,4.911413,6.585299,8.043341,10.396647,-1.41576,0.09899,3.27740
0.047,1,1,6.851410,5.202258,6.116217,-5.295164,6.351508,5.490772,7.109943,4.914977,6.593189,8.045115,10.392718,-1.42188,0.09882,3.27709
0.048,1,1,6.855121,5.199672,6.109542,-5.313676,6.347201,5.481172,7.109270,4.918540,6.601079,8.046888,10.388789,-1.43286,0.09908,3.27648
0.049,1,1,6.858947,5.196914,6.103686,-5.298507,6.341388,5.473065,7.108740,4.920457,6.609109,8.047555,10.386937,-1.43840,0.09914,3.27643
0.050,1,1,6.862833,5.194066,6.098260,-5.258341,6.334458,5.466066,7.108318,4.921153,6.617244,8.047400,10.386626,-1.44252,0.09889,3.27681
0.051,1,1,6.866683,5.190850,6.093765,-5.218175,6.327528,5.459068,7.107896,4.921848,6.625380,8.047244,10.386315,-1.44955,0.09890,3.27719
0.052,1,1,6.870515,5.187441,6.089759,-5.178009,6.320597,5.452069,7.107473,4.922543,6.633514,8.047089,10.386004,-1.45590,0.09913,3.27758
0.053,1,1,6.874214,5.183661,6.086231,-5.123097,6.313366,5.444960,7.107008,4.922148,6.641588,8.045591,10.384812,-1.46319,0.09915,3.27752
0.054,1,1,6.877843,5.179686,6.082953,-5.057241,6.305912,5.437769,7.106512,4.920945,6.649616,8.043098,10.382967,-1.46512,0.09902,3.27714
0.055,1,1,6.881637,5.175441,6.079730,-4.991385,6.298458,5.430578,7.106015,4.919742,6.657644,8.040606,10.381122,-1.47050,0.09909,3.27680
0.056,1,1,6.885518,5.171055,6.076535,-4.925530,6.291004,5.423387,7.105518,4.918538,6.665672,8.038113,10.379276,-1.47435,0.09939,3.27650
0.057,1,1,6.889843,5.166268,6.073361,-4.863778,6.287313,5.416572,7.105193,4.914422,6.674574,8.036823,10.378739,-1.47632,0.09944,3.27641
0.058,1,1,6.894403,5.161272,6.070199,-4.805073,6.286416,5.410037,7.104996,4.908143,6.684126,8.036428,10.379174,-1.47746,0.09951,3.27649
0.059,1,1,6.899107,5.154568,6.066975,-4.746367,6.285518,5.403501,7.104798,4.901864,6.693678,8.036033,10.379608,-1.47846,0.09980,3.27656
0.060,1,1,6.903884,5.146967,6.063717,-4.687662,6.284620,5.396966,7.104600,4.895585,6.703230,8.035638,10.380043,-1.48174,0.10000,3.27664
0.061,1,1,6.908419,5.136589,6.060078,-4.650376,6.281102,5.378591,7.104607,4.893724,6.712025,8.036090,10.378754,-1.47906,0.09997,3.27689
0.062,1,1,6.912827,5.124753,6.056238,-4.628988,6.275640,5.351429,7.104764,4.895144,6.720257,8.037171,10.376184,-1.48083,0.10008,3.27727
0.063,1,1,6.916976,3.441098,6.051786,-4.607600,6.270178,5.324267,7.104920,4.896563,6.728489,8.038252,10.373614,-1.47986,0.10037,3.27718
0.064,0,1,6.920990,0.880757,6.047013,-4.586212,6.264716,5.297105,7.105078,4.897982,6.736721,8.039333,10.371045,-1.47402,0.10026,3.27672
0.065,0,1,6.924783,0.000000,6.041393,-4.608958,6.261106,5.270102,7.105364,4.898778,6.743845,8.040300,10.369302,-1.47379,0.10008,3.27678
0.066,0,1,6.928462,0.000000,6.035328,-4.664460,6.258873,5.243217,7.105746,4.899113,6.750146,8.041183,10.368172,-1.47120,0.10025,3.27724
0.067,0,1,6.931732,0.000000,6.028131,-4.719962,6.256639,5.216331,7.106128,4.899447,6.756447,8.042066,10.367042,-1.46733,0.10038,3.27739
0.068,0,1,6.934788,0.000000,6.020342,-4.775464,6.254405,5.189445,7.106510,4.899781,6.762748,8.042948,10.365912,-1.46295,0.10011,3.27732
0.069,0,1,6.937262,0.000000,6.011545,-4.874156,6.249583,5.160095,7.106401,4.900271,6.767817,8.042790,10.363564,-1.45858,0.10008,3.27707
0.070,0,1,6.939431,0.000000,6.002218,-5.004900,6.242838,5.128916,7.105928,4.900877,6.771971,8.041862,10.360314,-1.44821,0.10035,3.27669
0.071,0,1,6.941201,0.000000,5.992249,-5.135646,6.236093,5.097738,7.105455,4.901482,6.776125,8.040934,10.357063,-1.44374,0.10016,3.27661
0.072,0,1,6.942763,0.000000,5.981944,-5.266391,6.229348,5.066559,7.104982,4.902087,6.780280,8.040005,10.353812,-1.43694,0.09983,3.27676
0.073,0,1,6.944145,0.000000,5.970979,-5.424531,6.222949,5.039505,7.104111,4.903008,6.783952,8.039762,10.351535,-1.43016,0.09992,3.27691
0.074,0,1,6.945432,0.000000,5.959670,-5.603003,6.216807,5.015513,7.102945,4.904162,6.787267,8.040027,10.349979,-1.42263,0.10004,3.27706
0.075,0,1,6.946462,0.000000,5.947341,-5.781474,6.210664,4.991522,7.101779,4.905317,6.790582,8.040292,10.348424,-1.41456,0.09978,3.27700
0.076,0,1,6.947356,0.000000,5.934479,-5.959945,6.204522,4.967530,7.100613,4.906471,6.793897,8.040557,10.346869,-1.40330,0.09965,3.27677
0.077,0,1,6.947816,0.000000,5.920481,-6.159132,6.200567,4.950018,7.098743,4.907295,6.796324,8.040313,10.344705,-1.39113,0.09978,3.27697
0.078,0,1,6.948050,0.000000,5.905887,-6.373694,6.198236,4.937314,7.096351,4.907873,6.798091,8.039692,10.342089,-1.38519,0.09976,3.27751
0.079,0,1,6.947622,0.000000,5.890626,-6.588256,6.195905,4.924611,7.093959,4.908451,6.799859,8.039070,10.339473,-1.37172,0.09958,3.27770
0.080,0,1,6.946848,0.000000,5.875015,-6.802817,6.193574,4.911907,7.091568,4.909029,6.801627,8.038449,10.336857,-1.36286,0.09945,3.27762
0.081,0,1,6.945242,0.000000,5.859400,-7.005674,6.188265,4.902250,7.087835,4.909369,6.802115,8.041377,10.335186,-1.35321,0.09959,3.27716
0.082,0,1,6.943200,0.000000,5.843781,-7.199844,6.180748,4.894855,7.083109,4.909532,6.801654,8.046939,10.334216,-1.34293,0.09966,3.27639
0.083,0,1,6.940488,0.000000,5.828611,-7.394013,6.173230,4.887461,7.078382,4.909695,6.801193,8.052502,10.333246,-1.32136,0.09943,3.27658
0.084,0,1,6.937426,0.000000,5.813676,-7.588183,6.165711,4.880066,7.073656,4.909859,6.800732,8.058064,10.332276,-1.30691,0.09937,3.27750
0.085,0,1,6.933953,0.000000,5.799398,-7.758120,6.154747,4.876240,7.068378,4.910521,6.799445,8.061981,10.329132,-1.29438,0.09969,3.27742
0.086,0,1,6.930267,0.000000,5.785466,-7.910072,6.141225,4.875063,7.062693,4.911552,6.797544,8.064678,10.324374,-1.28226,0.09967,3.27658
0.087,0,1,6.926451,0.000000,5.772005,-8.062024,6.127704,4.873887,7.057006,4.912583,6.795644,8.067375,10.319615,-1.26962,0.09935,3.27665
0.088,0,1,6.922566,0.000000,5.758790,-8.213976,6.114182,4.872710,7.051321,4.913615,6.793744,8.070072,10.314857,-1.25339,0.09935,3.27741
0.089,0,1,6.918767,0.000000,5.745725,-8.321910,6.103893,4.872854,7.045764,4.912490,6.791733,8.072313,10.311216,-1.23344,0.09956,3.27740
0.090,0,1,6.915012,0.000000,5.732737,-8.397176,6.096004,4.873978,7.040305,4.909767,6.789641,8.074216,10.308405,-1.20517,0.09939,3.27678
0.091,0,1,6.911232,0.000000,5.720100,-8.472442,6.088116,4.875103,7.034846,4.907043,6.787548,8.076118,10.305593,-1.19592,0.09913,3.27682
0.092,0,1,6.907439,0.000000,5.707647,-8.547708,6.080227,4.876227,7.029386,4.904319,6.785456,8.078020,10.302783,-1.18164,0.09919,3.27736
0.093,0,1,6.903469,0.000000,5.696239,-8.580914,6.073938,4.875340,7.023642,4.904538,6.783223,8.077692,10.297487,-1.16672,0.09929,3.27737
0.094,0,1,6.899407,0.000000,5.685377,-8.582906,6.068838,4.872960,7.017687,4.906940,6.780886,8.075707,10.290349,-1.15320,0.09909,3.27699
0.095,0,1,6.895243,0.000000,5.676097,-8.584898,6.063737,4.870580,7.011731,4.909343,6.778549,8.073724,10.283211,-1.13459,0.09901,3.27704
0.096,0,1,6.891025,0.000000,5.667645,-8.586889,6.058636,4.868199,7.005776,4.911745,6.776212,8.071739,10.276073,-1.10880,0.09918,3.27742
0.097,0,1,6.886799,0.000000,5.660757,-8.547518,6.048962,4.873313,6.999787,4.916851,6.773707,8.072281,10.270782,-1.08326,0.09927,3.27767
0.098,0,1,6.882568,0.000000,5.654688,-8.477448,6.035894,4.883987,6.993774,4.923963,6.771077,8.074696,10.266865,-1.06511,0.09918,3.27783
0.099,0,1,6.878227,0.000000,5.649823,-8.407377,6.022826,4.894662,6.987761,4.931075,6.768447,8.077111,10.262948,-1.04733,0.09910,3.27750
0.100,0,1,6.873829,0.000000,5.645589,-8.337307,6.009758,4.905336,6.981748,4.938187,6.765818,8.079526,10.259030,-1.02816,0.09931,3.27682
0.101,0,1,6.869221,0.000000,5.642233,-8.226578,5.999768,4.919513,6.975372,4.943899,6.763046,8.080927,10.256578,-1.01064,0.09940,3.27656
0.102,0,1,6.864503,0.000000,5.639338,-8.085672,5.992063,4.936289,6.968727,4.948571,6.760170,8.081575,10.255214,-0.97972,0.09915,3.27664
0.103,0,1,6.859733,0.000000,5.637176,-7.944767,5.984357,4.953065,6.962081,4.953243,6.757292,8.082224,10.253850,-0.95059,0.09911,3.27719
0.104,0,1,6.854935,0.000000,5.635398,-7.803861,5.976651,4.969841,6.955436,4.957915,6.754416,8.082872,10.252485,-0.93378,0.09938,3.27811
0.105,0,1,6.850257,0.000000,5.634585,-7.632844,5.969378,4.980336,6.948863,4.959435,6.751671,8.083442,10.248196,-0.91231,0.09931,3.27794
0.106,0,1,6.845644,0.000000,5.634276,-7.439479,5.962425,4.986169,6.942343,4.958613,6.749026,8.083951,10.241735,-0.89020,0.09894,3.27695
0.107,0,1,6.841068,0.000000,5.635329,-7.246114,5.955472,4.992002,6.935822,4.957793,6.746380,8.084460,10.235273,-0.86944,0.09886,3.27665
0.108,0,1,6.836512,0.000000,5.637097,-7.052750,5.948519,4.997834,6.929303,4.956972,6.743735,8.084970,10.228811,-0.84928,0.09906,3.27688
0.109,0,1,6.831826,0.000000,5.640165,-6.823097,5.941392,5.002128,6.922339,4.956773,6.741005,8.085490,10.222214,-0.81738,0.09885,3.27715
0.110,0,1,6.827071,0.000000,5.643915,-6.566514,5.934136,5.005279,6.915048,4.957036,6.738213,8.086020,10.215514,-0.78337,0.09843,3.27746
0.111,0,1,6.821969,0.000000,5.648570,-6.309931,5.926880,5.008430,6.907755,4.957300,6.735421,8.086549,10.208816,-0.76094,0.09835,3.27733
0.112,0,1,6.816683,0.000000,5.653700,-6.053348,5.919625,5.011582,6.900464,4.957563,6.732629,8.087078,10.202116,-0.73923,0.09845,3.27687
0.113,0,1,6.810913,0.000000,5.659574,-5.771055,5.913344,5.013675,6.892791,4.960927,6.728917,8.089134,10.200207,-0.71727,0.09833,3.27689
0.114,0,1,6.804889,0.000000,5.665839,-5.469681,5.907788,5.014982,6.884835,4.966592,6.724521,8.092325,10.201852,-0.69545,0.09809,3.27727
0.115,0,1,6.798680,0.000000,5.672853,-5.168308,5.902232,5.016289,6.876880,4.972258,6.720125,8.095516,10.203497,-0.67060,0.09802,3.27744
0.116,0,1,6.792376,0.000000,5.680259,-4.866934,5.896676,5.017595,6.868924,4.977923,6.715730,8.098707,10.205141,-0.63593,0.09826,3.27744
0.117,0,1,6.786246,0.000000,5.688348,-4.557403,5.890960,5.019050,6.861202,4.981354,6.711494,8.101522,10.204984,-0.60320,0.09832,3.27748
0.118,0,1,6.780208,0.000000,5.696796,-4.241816,5.885126,5.020614,6.853652,4.983128,6.707379,8.104060,10.203489,-0.57859,0.09803,3.27755
0.119,0,1,6.774419,0.000000,5.705882,-3.926229,5.879292,5.022177,6.846103,4.984901,6.703263,8.106598,10.201995,-0.55433,0.09787,3.27733
0.120,0,1,6.768760,0.000000,5.715302,-3.610642,5.873458,5.023741,6.838553,4.986675,6.699147,8.109136,10.200500,-0.52921,0.09804,3.27687
0.121,0,1,6.763352,0.000000,5.725320,-3.309595,5.869917,5.022174,6.831161,4.989454,6.695793,8.116062,10.199435,-0.50579,0.09812,3.27676
0.122,0,1,6.758075,0.000000,5.735651,-3.019338,5.868078,5.018283,6.823884,4.992979,6.693005,8.126246,10.198689,-0.48083,0.09771,3.27691
0.123,0,1,6.753095,0.000000,5.746314,-2.729080,5.866238,5.014393,6.816607,4.996504,6.690217,8.136430,10.197943,-0.44186,0.09735,3.27668
0.124,0,1,6.748270,0.000000,5.757150,-2.438823,5.864399,5.010503,6.809331,5.000030,6.687428,8.146614,10.197197,-0.40596,0.09748,3.27614
0.125,0,1,6.743786,0.000000,5.767968,-2.160311,5.863358,5.009720,6.802277,5.003977,6.685565,8.153158,10.195669,-0.38146,0.09754,3.27591
0.126,0,1,6.739481,0.000000,5.778775,-1.890516,5.862909,5.011245,6.795386,5.008236,6.684386,8.157001,10.193562,-0.35670,0.09734,3.27591
0.127,0,1,6.735505,0.000000,5.789506,-1.620720,5.862460,5.012770,6.788496,5.012496,6.683208,8.160845,10.191454,-0.32983,0.09716,3.27630
0.128,0,1,6.731700,0.000000,5.800197,-1.350925,5.862011,5.014294,6.781606,5.016756,6.682030,8.164687,10.189346,-0.30729,0.09710,3.27698
0.129,0,1,6.728187,0.000000,5.810945,-1.103400,5.863136,5.016096,6.774836,5.018157,6.681718,8.166598,10.186904,-0.28074,0.09722,3.27720
0.130,0,1,6.724825,0.000000,5.821722,-0.872405,5.865428,5.018102,6.768153,5.017438,6.682050,8.167075,10.184214,-0.24115,0.09728,3.27704
0.131,0,1,6.721690,0.000000,5.832753,-0.641410,5.867721,5.020109,6.761471,5.016718,6.682382,8.167553,10.181522,-0.20614,0.09710,3.27706
0.132,0,1,6.718672,0.000000,5.843916,-0.410414,5.870014,5.022116,6.754789,5.015999,6.682714,8.168030,10.178832,-0.18016,0.09705,3.27722
0.133,0,1,6.715803,0.000000,5.855695,-0.171881,5.869012,5.025528,6.748383,5.015910,6.683254,8.168969,10.175166,-0.15392,0.09734,3.27733
0.134,0,1,6.713011,0.000000,5.867795,0.072247,5.865565,5.029984,6.742181,5.016288,6.683948,8.170253,10.170775,-0.12640,0.09749,3.27740
0.135,0,1,6.710266,0.000000,5.880867,0.316376,5.862118,5.034439,6.735979,5.016666,6.684642,8.171536,10.166386,-0.09930,0.09727,3.27696
0.136,0,1,6.707545,0.000000,5.894447,0.560504,5.858671,5.038894,6.729777,5.017044,6.685337,8.172820,10.161996,-0.07523,0.09738,3.27612
0.137,0,1,6.704794,0.000000,5.909103,0.836208,5.856378,5.044674,6.723525,5.017172,6.686102,8.174446,10.159111,-0.03348,0.09785,3.27606
0.138,0,1,6.702028,0.000000,5.924323,1.135346,5.854943,5.051438,6.717235,5.017115,6.686920,8.176328,10.157342,0.00229,0.09792,3.27659
0.139,0,1,6.699298,0.000000,5.940315,1.434484,5.853508,5.058202,6.710945,5.017057,6.687737,8.178208,10.155574,0.02598,0.09788,3.27700
0.140,0,1,6.696587,0.000000,5.956712,1.733623,5.852072,5.064965,6.704655,5.017000,6.688555,8.180090,10.153805,0.05280,0.09817,3.27730
0.141,0,1,6.694027,0.000000,5.973554,2.082202,5.854433,5.066416,6.698504,5.019168,6.689822,8.181648,10.151642,0.07833,0.09851,3.27752
0.142,0,1,6.691548,0.000000,5.990628,2.467474,5.859612,5.063923,6.692458,5.022989,6.691423,8.182966,10.149186,0.10479,0.09847,3.27767
0.143,0,1,6.689380,0.000000,6.008569,2.852746,5.864790,5.061430,6.686412,5.026809,6.693025,8.184285,10.146731,0.13055,0.09857,3.27770
0.144,0,1,6.687375,0.000000,6.026965,3.238018,5.869968,5.058937,6.680366,5.030630,6.694626,8.185604,10.144276,0.17286,0.09892,3.27762
0.145,0,1,6.685806,0.000000,6.046998,3.657352,5.875126,5.061844,6.674723,5.034072,6.697158,8.189806,10.141418,0.20959,0.09904,3.27737
0.146,0,1,6.684465,0.000000,6.067889,4.101965,5.880269,5.068759,6.669378,5.037235,6.700380,8.196148,10.138265,0.23314,0.09900,3.27699
0.147,0,1,6.683464,0.000000,6.090349,4.546578,5.885412,5.075674,6.664034,5.040397,6.703602,8.202489,10.135110,0.25887,0.09905,3.27695
0.148,0,1,6.682641,0.000000,6.113632,4.991192,5.890555,5.082589,6.658690,5.043560,6.706824,8.208831,10.131955,0.28651,0.09924,3.27718
0.149,0,1,6.682041,0.000000,6.137556,5.443185,5.891903,5.088153,6.653537,5.049524,6.710803,8.213414,10.126809,0.31094,0.09920,3.27746
0.150,0,1,6.681560,0.000000,6.161817,5.900656,5.890435,5.092714,6.648525,5.057567,6.715345,8.216692,10.120185,0.33425,0.09895,3.27776
0.151,0,1,6.681377,0.000000,6.185820,6.358127,5.888967,5.097276,6.643513,5.065610,6.719886,8.219970,10.113560,0.37408,0.09891,3.27759
0.152,0,1,6.681350,0.000000,6.209686,6.815598,5.887499,5.101838,6.638501,5.073653,6.724428,8.223248,10.106936,0.41107,0.09912,3.27706
0.153,0,1,6.681746,0.000000,6.232730,7.218288,5.894870,5.106430,6.634310,5.079594,6.729622,8.225912,10.099100,0.43424,0.09905,3.27700
0.154,0,1,6.682362,0.000000,6.255343,7.580325,5.908800,5.111044,6.630728,5.083974,6.735301,8.228123,10.090365,0.46135,0.09877,3.27730
0.155,0,1,6.683502,0.000000,6.276556,7.942360,5.922730,5.115659,6.627147,5.088354,6.740979,8.230333,10.081631,0.48309,0.09880,3.27739
0.156,0,1,6.684917,0.000000,6.297033,8.304397,5.936660,5.120273,6.623565,5.092733,6.746658,8.232544,10.072896,0.50980,0.09903,3.27732
0.157,0,1,6.686881,0.000000,6.315679,8.559247,5.949296,5.124277,6.620510,5.096991,6.753438,8.234037,10.067396,0.53400,0.09886,3.27750
0.158,0,1,6.689133,0.000000,6.333364,8.734550,5.960971,5.127826,6.617845,5.101157,6.761035,8.235001,10.064297,0.56326,0.09863,3.27788
0.159,0,1,6.691646,0.000000,6.349353,8.909852,5.972647,5.131376,6.615180,5.105324,6.768632,8.235963,10.061198,0.60947,0.09873,3.27800
0.160,0,1,6.694295,0.000000,6.364452,9.085155,5.984322,5.134926,6.612516,5.109490,6.776230,8.236925,10.058099,0.62965,0.09882,3.27793
0.161,0,1,6.696949,0.000000,6.377786,9.134211,5.996397,5.138868,6.610484,5.116758,6.783703,8.237521,10.055239,0.65237,0.09858,3.27763
0.162,0,1,6.699605,0.000000,6.390194,9.089571,6.008768,5.143103,6.608922,5.126328,6.791084,8.237845,10.052557,0.67554,0.09833,3.27718
0.163,0,1,6.702568,0.000000,6.399956,9.044932,6.021138,5.147337,6.607360,5.135897,6.798464,8.238170,10.049874,0.69758,0.09835,3.27698
0.164,0,1,6.705690,0.000000,6.408329,9.000294,6.033509,5.151572,6.605798,5.145467,6.805845,8.238493,10.047192,0.72031,0.09851,3.27698
0.165,0,1,6.709457,0.000000,6.413435,8.841380,6.043331,5.153013,6.605752,5.151666,6.813503,8.239080,10.045553,0.74373,0.09843,3.27689
0.166,0,1,6.713562,0.000000,6.416829,8.597657,6.051262,5.152381,6.606834,5.155364,6.821365,8.239861,10.044688,0.77698,0.09815,3.27674
0.167,0,1,6.718112,0.000000,6.417411,8.353933,6.059193,5.151749,6.607915,5.159061,6.829228,8.240644,10.043823,0.81051,0.09815,3.27654
0.168,0,1,6.722897,0.000000,6.416519,8.110210,6.067124,5.151117,6.608996,5.162759,6.837091,8.241426,10.042958,0.83381,0.09837,3.27631
0.169,0,1,6.727814,0.000000,6.413613,7.800032,6.076728,5.152127,6.610951,5.166502,6.844659,8.242621,10.044443,0.85191,0.09834,3.27652
0.170,0,1,6.732801,0.000000,6.409651,7.440534,6.087574,5.154354,6.613556,5.170280,6.852008,8.244124,10.047671,0.87360,0.09805,3.27705
0.171,0,1,6.737776,0.000000,6.404181,7.081036,6.098420,5.156581,6.616161,5.174058,6.859357,8.245627,10.050899,0.89493,0.09807,3.27733
0.172,0,1,6.742745,0.000000,6.397920,6.721539,6.109265,5.158808,6.618765,5.177836,6.866706,8.247130,10.054127,0.91534,0.09831,3.27740
0.173,0,1,6.747634,0.000000,6.390696,6.350526,6.115407,5.160539,6.621558,5.179018,6.873714,8.247317,10.057974,0.94555,0.09817,3.27718
