"Time","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","v3 R COP","60 RDS cle","58 R mark","34 FRx (cm)","29 HRx (cm)","v2 L COP","61 LDS cle","59 L mark","32 FLx (cm)","27 HLx (cm)","3 Platform","2 Trdml"
0.918,6.873804,0.326679,6.883691,0.000000,0,0,9.592274,8.004255,7.435675,1,0,12.522157,5.382479,2.15324,0.09714
0.919,6.872657,0.285232,6.884080,0.000000,0,0,9.598136,8.009249,7.437069,1,0,12.511705,5.373116,1.46220,0.09738
0.920,6.871250,0.243784,6.884469,0.000000,0,0,9.603997,8.014242,7.438523,1,0,12.501254,5.363751,0.60729,0.09717
0.921,6.869593,0.202337,6.884858,0.000000,0,0,9.609859,8.019236,7.440033,1,0,12.490803,5.354387,0.63063,0.09692
0.922,6.867660,0.153774,6.885246,0.000000,0,0,9.617365,8.021437,7.441465,1,0,12.480218,5.345280,1.81641,0.09715
0.923,6.865458,0.095625,6.885633,0.000000,0,0,9.627084,8.019876,7.442821,1,0,12.469451,5.336517,2.67810,0.09722
0.924,6.863004,0.037476,6.886021,0.000000,0,0,9.636804,8.018313,7.444095,1,0,12.458685,5.327755,2.46170,0.09717
0.925,6.860305,-0.020674,6.886408,0.000000,0,0,9.646523,8.016751,7.445292,1,0,12.447918,5.318993,1.67105,0.09720
0.926,6.857372,-0.087751,6.886614,0.000000,0,0,9.657191,8.009697,7.446453,1,0,12.437502,5.310063,0.76813,0.09747
0.927,6.854213,-0.166859,6.886576,0.000000,0,0,9.669139,7.995243,7.447579,1,0,12.427559,5.300907,0.52728,0.09756
0.928,6.850842,-0.245967,6.886537,0.000000,0,0,9.681086,7.980788,7.448744,1,0,12.417616,5.291751,1.00036,0.09738
0.929,6.847265,-0.325075,6.886499,0.000000,0,0,9.693033,7.966334,7.449945,1,0,12.407673,5.282596,1.38286,0.09727
0.930,6.843540,-0.412798,6.886077,0.000000,0,0,9.705820,7.956077,7.451229,1,0,12.397880,5.273431,2.64045,0.09765
0.931,6.839670,-0.512129,6.885140,0.000000,0,0,9.719736,7.951477,7.452590,1,0,12.388289,5.264255,1.98083,0.09801
0.932,6.835738,-0.611460,6.884202,0.000000,0,0,9.733653,7.946876,7.453899,1,0,12.378699,5.255079,0.91714,0.09786
0.933,6.831747,-0.710791,6.883265,0.000000,0,0,9.747570,7.942276,7.455155,1,0,12.369109,5.245903,0.53484,0.09761
0.934,6.827760,-0.817262,6.882432,0.000000,0,0,9.762597,7.935283,7.456234,1,0,12.359533,5.236702,2.04091,0.09778
0.935,6.823780,-0.933352,6.881740,0.000000,0,0,9.779120,7.925067,7.457141,1,0,12.349977,5.227469,2.46706,0.09783
0.936,6.819857,-1.049441,6.881048,0.000000,0,0,9.795644,7.914851,7.458025,1,0,12.340419,5.218236,1.85211,0.09765
0.937,6.815988,-1.165532,6.880356,0.000000,0,0,9.812168,7.904635,7.458887,1,0,12.330862,5.209003,0.80679,0.09767
0.938,6.812226,-1.282179,6.879406,0.000000,0,0,9.829718,7.895106,7.459904,1,0,12.321128,5.199830,0.52480,0.09787
0.939,6.808568,-1.399578,6.878108,0.000000,0,0,9.848649,7.886501,7.461069,1,0,12.311154,5.190737,0.95189,0.09777
0.940,6.805062,-1.516977,6.876811,0.000000,0,0,9.867581,7.877895,7.462308,1,0,12.301180,5.181644,1.96987,0.09766
0.941,6.801703,-1.634375,6.875513,0.000000,0,0,9.886513,7.869290,7.463620,1,0,12.291206,5.172551,2.68441,0.09772
0.942,6.798528,-1.741029,6.873899,0.000000,0,0,9.906295,7.860069,7.464889,1,0,12.281224,5.163781,1.66157,0.09814
0.943,6.795532,-1.833205,6.871859,0.000000,0,0,9.927222,7.850018,7.466116,1,0,12.271233,5.155445,1.02130,0.09843
0.944,6.792746,-1.925382,6.869818,0.000000,0,0,9.948150,7.839967,7.467348,1,0,12.261240,5.147110,0.74435,0.09825
0.945,6.790162,-2.017558,6.867777,0.000000,0,0,9.969076,7.829916,7.468584,1,0,12.251247,5.138774,0.50252,0.09800
0.946,6.787820,-2.087144,6.865404,0.000000,0,0,9.990903,7.821506,7.469886,1,0,12.241290,5.130424,1.45936,0.09812
0.947,6.785713,-2.126292,6.862581,0.000000,0,0,10.013941,7.815307,7.471253,1,0,12.231380,5.122055,2.46031,0.09817
0.948,6.783897,-2.165439,6.859758,0.000000,0,0,10.036978,7.809109,7.472612,1,0,12.221470,5.113685,2.38935,0.09805
0.949,6.782363,-2.204587,6.856935,0.000000,0,0,10.060016,7.802910,7.473964,1,0,12.211560,5.105315,0.96179,0.09814
0.950,6.781186,-2.215650,6.854275,0.000000,0,0,10.083924,7.793352,7.475228,1,0,12.201538,5.096899,0.51734,0.09841
0.951,6.780354,-2.188870,6.851836,0.000000,0,0,10.109008,7.779265,7.476409,1,0,12.191366,5.088420,1.06185,0.09818
0.952,6.779943,-2.162090,6.849396,0.000000,0,0,10.134090,7.765179,7.477580,1,0,12.181194,5.079942,1.96885,0.09784
0.953,6.779941,-2.135310,6.846957,0.000000,0,0,10.159174,7.751093,7.478741,1,0,12.171022,5.071464,2.65416,0.09789
0.954,6.780404,-2.087690,6.844666,0.000000,0,0,10.185189,7.738998,7.479980,1,0,12.160851,5.062925,2.63923,0.09814
0.955,6.781318,-2.011990,6.842577,0.000000,0,0,10.212460,7.729586,7.481297,1,0,12.150679,5.054306,2.43137,0.09811
0.956,6.782714,-1.936289,6.840488,0.000000,0,0,10.239730,7.720174,7.482629,1,0,12.140506,5.045687,1.70624,0.09802
0.957,6.784576,-1.860589,6.838399,0.000000,0,0,10.267000,7.710763,7.483979,1,0,12.130334,5.037068,0.70200,0.09802
0.958,6.786924,-1.771136,6.836612,0.000000,0,0,10.294950,7.701804,7.485268,1,0,12.120091,5.028558,0.73961,0.09798
0.959,6.789742,-1.663152,6.835231,0.000000,0,0,10.323812,7.693455,7.486498,1,0,12.109756,5.020194,1.84631,0.09783
0.960,6.793058,-1.555169,6.833851,0.000000,0,0,10.352675,7.685107,7.487711,1,0,12.099419,5.011830,2.51625,0.09761
0.961,6.796855,-1.447185,6.832471,0.000000,0,0,10.381538,7.676759,7.488906,1,0,12.089083,5.003466,2.67502,0.09761
0.962,6.801154,-1.326377,6.831079,0.000000,0,0,10.411207,7.669456,7.490147,1,0,12.078554,4.995169,2.11346,0.09805
0.963,6.805937,-1.188291,6.829673,0.000000,0,0,10.441961,7.663560,7.491431,1,0,12.067765,4.986962,1.32827,0.09820
0.964,6.811182,-1.050204,6.828267,0.000000,0,0,10.472716,7.657665,7.492759,1,0,12.056977,4.978755,0.65862,0.09805
0.965,6.816875,-0.912117,6.826861,0.000000,0,0,10.503470,7.651770,7.494131,1,0,12.046188,4.970549,0.50021,0.09794
0.966,6.822951,-0.763274,6.825678,0.000000,0,0,10.534670,7.646157,7.495523,1,0,12.035312,4.962217,1.08663,0.09803
0.967,6.829399,-0.599938,6.824795,0.000000,0,0,10.566467,7.640924,7.496937,1,0,12.024316,4.953717,2.56270,0.09792
0.968,6.836149,-0.436601,6.823912,0.000000,0,0,10.598265,7.635690,7.498329,1,0,12.013319,4.945217,2.69931,0.09760
0.969,6.843192,-0.273265,6.823029,0.000000,0,0,10.630062,7.630457,7.499699,1,0,12.002323,4.936717,2.69171,0.09764
0.970,6.850447,-0.093102,6.822574,0.000000,0,0,10.662255,7.622193,7.501021,1,0,11.990641,4.927954,2.42556,0.09791
0.971,6.857907,0.109733,6.822694,0.000000,0,0,10.694983,7.609845,7.502297,1,0,11.978035,4.918839,1.23270,0.09799
0.972,6.865458,0.312567,6.822815,0.000000,0,0,10.727711,7.597496,7.503608,1,0,11.965430,4.909723,0.67568,0.09789
0.973,6.873096,0.515402,6.822936,0.000000,0,0,10.760439,7.585148,7.504953,1,0,11.952825,4.900607,0.54073,0.09771
0.974,6.880694,0.724411,6.823636,0.000000,0,0,10.793189,7.571116,7.506421,1,0,11.940346,4.891459,0.90339,0.09778
0.975,6.888252,0.941739,6.825117,0.000000,0,0,10.825971,7.554817,7.508006,1,0,11.928037,4.882267,2.45453,0.09779
0.976,6.895683,1.159068,6.826599,0.000000,0,0,10.858751,7.538517,7.509677,1,0,11.915728,4.873076,2.69969,0.09767
0.977,6.902990,1.376396,6.828080,0.000000,0,0,10.891533,7.522218,7.511431,1,0,11.903419,4.863884,2.16467,0.09777
0.978,6.910125,1.595499,6.829511,0.000000,0,0,10.924745,7.509588,7.513211,1,0,11.891313,4.854730,1.21668,0.09819
0.979,6.917094,1.816993,6.830873,0.000000,0,0,10.958539,7.501904,7.515018,1,0,11.879478,4.845626,0.65361,0.09824
0.980,6.923859,2.038486,6.832236,0.000000,0,0,10.992332,7.494219,7.516845,1,0,11.867643,4.836522,0.59578,0.09778
0.981,6.930425,2.259979,6.833599,0.000000,0,0,11.026126,7.486535,7.518692,1,0,11.855808,4.827418,0.59941,0.09775
0.982,6.936762,2.461148,6.835753,0.000000,0,0,11.060009,7.476793,7.520574,1,0,11.843706,4.818249,1.39409,0.09809
0.983,6.942877,2.634930,6.838976,0.000000,0,0,11.094012,7.464279,7.522488,1,0,11.831243,4.808993,2.67823,0.09803
0.984,6.948749,2.808712,6.842199,0.000000,0,0,11.128016,7.451765,7.524467,1,0,11.818779,4.799736,2.44804,0.09792
0.985,6.954383,2.982495,6.845422,0.000000,0,0,11.162020,7.439251,7.526508,1,0,11.806315,4.790480,1.71045,0.09825
0.986,6.959758,3.115947,6.848838,0.000000,0,0,11.195795,7.427590,7.528632,1,0,11.794014,4.780906,0.91295,0.09853
0.987,6.964882,3.195057,6.852516,0.000000,0,0,11.229263,7.417078,7.530837,1,0,11.781931,4.770904,0.50755,0.09827
0.988,6.969731,3.274167,6.856194,0.000000,0,0,11.262733,7.406567,7.533068,1,0,11.769849,4.760902,1.10504,0.09811
0.989,6.974312,3.353277,6.859872,0.000000,0,0,11.296201,7.396056,7.535326,1,0,11.757766,4.750900,2.14109,0.09836
0.990,6.978586,3.387316,6.863880,0.000000,0,0,11.329364,7.385006,7.537547,1,0,11.745364,4.740624,2.36888,0.09848
0.991,6.982562,3.360626,6.868330,0.000000,0,0,11.362116,7.373231,7.539732,1,0,11.732531,4.729979,2.66699,0.09847
0.992,6.986168,3.333935,6.872779,0.000000,0,0,11.394868,7.361456,7.541874,1,0,11.719698,4.719335,2.69058,0.09854
0.993,6.989415,3.307245,6.877229,0.000000,0,0,11.427620,7.349681,7.543975,1,0,11.706864,4.708690,2.48685,0.09881
0.994,6.992211,3.241966,6.881137,0.000000,0,0,11.459286,7.338466,7.546051,1,0,11.693843,4.698304,1.87146,0.09902
0.995,6.994571,3.124691,6.884315,0.000000,0,0,11.489489,7.328005,7.548102,1,0,11.680569,4.688267,1.10549,0.09901
0.996,6.996415,3.007416,6.887494,0.000000,0,0,11.519691,7.317543,7.550187,1,0,11.667294,4.678230,0.82526,0.09899
0.997,6.997760,2.890142,6.890672,0.000000,0,0,11.549894,7.307082,7.552304,1,0,11.654019,4.668192,0.76880,0.09918
0.998,6.998560,2.767663,6.893449,0.000000,0,0,11.579339,7.295606,7.554495,1,0,11.640903,4.658381,0.52961,0.09906
0.999,6.998833,2.638172,6.895685,0.000000,0,0,11.607761,7.282763,7.556757,1,0,11.628003,4.648874,1.08025,0.09877
1.000,6.998578,2.508681,6.897921,0.000000,0,0,11.636185,7.269919,7.559004,1,0,11.615102,4.639367,1.83943,0.09884
1.001,6.997813,2.379190,6.900156,0.000000,0,0,11.664607,7.257076,7.561234,1,0,11.602201,4.629859,2.30170,0.09907
1.002,6.996559,2.255186,6.902108,0.000000,0,0,11.692488,7.245533,7.563345,1,0,11.589237,4.620649,2.69122,0.09889
1.003,6.994831,2.138574,6.903676,0.000000,0,0,11.719638,7.235742,7.565341,1,0,11.576186,4.611841,2.62257,0.09880
1.004,6.992624,2.021962,6.905244,0.000000,0,0,11.746788,7.225950,7.567226,1,0,11.563136,4.603032,1.94014,0.09931
1.005,6.989953,1.905351,6.906812,0.000000,0,0,11.773939,7.216159,7.569005,1,0,11.550086,4.594223,1.26441,0.09942
1.006,6.986811,1.787715,6.908529,0.000000,0,0,11.799930,7.205751,7.570711,1,0,11.537022,4.585637,0.59700,0.09908
1.007,6.983214,1.668700,6.910447,0.000000,0,0,11.824357,7.194512,7.572349,1,0,11.523940,4.577350,0.56506,0.09887
1.008,6.979213,1.549684,6.912364,0.000000,0,0,11.848785,7.183273,7.573950,1,0,11.510859,4.569063,0.51467,0.09903
1.009,6.974822,1.430668,6.914282,0.000000,0,0,11.873213,7.172034,7.575517,1,0,11.497777,4.560776,0.50413,0.09887
1.010,6.970120,1.310494,6.916066,0.000000,0,0,11.897014,7.158716,7.577067,1,0,11.484540,4.552462,1.07355,0.09855
1.011,6.965118,1.188759,6.917671,0.000000,0,0,11.919971,7.142597,7.578603,1,0,11.471094,4.544110,2.08779,0.09833
1.012,6.959870,1.067024,6.919276,0.000000,0,0,11.942926,7.126478,7.580077,1,0,11.457648,4.535758,2.53536,0.09845
1.013,6.954383,0.945289,6.920881,0.000000,0,0,11.965883,7.110359,7.581491,1,0,11.444203,4.527407,2.63081,0.09856
1.014,6.948709,0.806181,6.922119,0.000000,0,0,11.988265,7.097279,7.582797,1,0,11.430946,4.519918,2.26968,0.09838
1.015,6.942855,0.643664,6.922863,0.000000,0,0,12.009874,7.088293,7.583996,1,0,11.417943,4.513594,2.29969,0.09808
1.016,6.936923,0.481147,6.923607,0.000000,0,0,12.031483,7.079307,7.585107,1,0,11.404940,4.507269,1.96123,0.09832
1.017,6.930916,0.318630,6.924352,0.000000,0,0,12.053091,7.070321,7.586132,1,0,11.391936,4.500945,1.11376,0.09853
1.018,6.924941,0.161868,6.924319,0.000000,0,0,12.073872,7.059092,7.587105,1,0,11.378687,4.496597,0.61915,0.09823
1.019,6.918998,0.012862,6.923239,0.000000,0,0,12.093535,7.044841,7.588030,1,0,11.365107,4.494913,0.49936,0.09779
1.020,6.913111,-0.136145,6.922160,0.000000,0,0,12.113199,7.030590,7.588929,1,0,11.351525,4.493229,0.66857,0.09789
1.021,6.907280,-0.285151,6.921080,0.000000,0,0,12.132863,7.016339,7.589804,1,0,11.337944,4.491546,1.23224,0.09784
1.022,6.901471,-0.427664,6.920551,0.000000,0,0,12.151770,7.003996,7.590630,1,0,11.324276,4.491272,1.74205,0.09753
1.023,6.895682,-0.561427,6.920765,0.000000,0,0,12.169657,6.994224,7.591410,1,0,11.310490,4.492898,2.31146,0.09731
1.024,6.889901,-0.695190,6.920979,0.000000,0,0,12.187544,6.984452,7.591916,1,0,11.296703,4.494524,2.62017,0.09746
1.025,6.884128,-0.828952,6.921193,0.000000,0,0,12.205431,6.974680,7.592158,1,0,11.282917,4.496150,2.68426,0.09760
1.026,6.878383,-0.951421,6.920529,0.000000,0,0,12.222725,6.967743,7.592042,1,0,11.269364,4.498752,2.39195,0.09764
1.027,6.872665,-1.058672,6.918685,0.000000,0,0,12.239220,6.964626,7.591578,1,0,11.256126,4.502666,2.11726,0.09751
1.028,6.866979,-1.165923,6.916841,0.000000,0,0,12.255715,6.961509,7.591561,1,0,11.242889,4.506581,1.46111,0.09755
1.029,6.861324,-1.273175,6.914997,0.000000,0,0,12.272210,6.958392,7.591975,1,0,11.229651,4.510495,0.80804,0.09774
1.030,6.855676,-1.371348,6.913404,0.000000,0,0,12.288084,6.952098,7.593221,1,0,11.216893,4.516203,0.59004,0.09761
1.031,6.850033,-1.457291,6.912148,0.000000,0,0,12.303123,6.941522,7.595272,1,0,11.204780,4.524327,1.95930,0.09719
1.032,6.844352,-1.543233,6.910893,0.000000,0,0,12.318161,6.930946,7.595500,1,0,11.192667,4.532451,2.62510,0.09716
1.033,6.838635,-1.629176,6.909638,0.000000,0,0,12.333200,6.920370,7.593964,1,0,11.180553,4.540575,2.13316,0.09751
1.034,6.832849,-1.706169,6.908043,0.000000,0,0,12.347820,6.910118,7.587996,1,0,11.168555,4.550290,1.77764,0.09763
1.035,6.826995,-1.771103,6.905992,0.000000,0,0,12.361877,6.900301,7.577737,1,0,11.156713,4.562149,1.33447,0.09743
1.036,6.821106,-1.836037,6.903940,0.000000,0,0,12.375936,6.890486,5.649227,1,0,11.144870,4.574008,1.01675,0.09752
1.037,6.815181,-1.900971,6.901888,0.000000,0,0,12.389994,6.880670,1.862882,1,1,11.133027,4.585866,1.67095,0.09777
1.038,6.809296,-1.942148,6.899874,0.000000,0,0,12.403612,6.872714,0.000000,0,0,11.121005,4.603032,1.14729,0.09777
1.039,6.803448,-1.951312,6.897912,0.000000,0,0,12.416640,6.867264,0.000000,0,0,11.108743,4.627348,0.85922,0.09766
1.040,6.797712,-1.960476,6.895948,0.000000,0,0,12.429667,6.861814,0.000000,0,0,11.096480,4.651665,0.52315,0.09761
1.041,6.792083,-1.969640,6.893986,0.000000,0,0,12.442696,6.856365,0.000000,0,0,11.084218,4.675982,0.49849,0.09770
1.042,6.786603,-1.984972,6.891657,0.000000,0,0,12.455849,6.850015,0.000000,0,0,11.072298,4.702227,0.52935,0.09776
1.043,6.781267,-2.008612,6.888836,0.000000,0,0,12.469172,6.842453,0.000000,0,0,11.060842,4.731070,0.68775,0.09763
1.044,6.776069,-2.032253,6.886015,0.000000,0,0,12.482495,6.834890,0.000000,0,0,11.049385,4.759914,0.89396,0.09755
1.045,6.771004,-2.055893,6.883195,0.000000,0,0,12.495819,6.827328,0.000000,0,0,11.037929,4.788757,0.88732,0.09785
1.046,6.766072,-2.085955,6.881056,0.000000,0,0,12.509435,6.817599,0.000000,0,0,11.026351,4.817563,1.79615,0.09792
1.047,6.761270,-2.124668,6.879838,0.000000,0,0,12.523445,6.804951,0.000000,0,0,11.014609,4.846318,2.56765,0.09776
1.048,6.756658,-2.163382,6.878619,0.000000,0,0,12.537455,6.792303,0.000000,0,0,11.002867,4.875072,2.14036,0.09787
1.049,6.752232,-2.202095,6.877400,0.000000,0,0,12.551465,6.779654,0.000000,0,0,10.991125,4.903827,2.71110,0.09828
1.050,6.748058,-2.252559,6.876040,0.000000,0,0,12.565450,6.768629,0.000000,0,0,10.979667,4.930186,2.52689,0.09829
1.051,6.744130,-2.318857,6.874488,0.000000,0,0,12.579400,6.759790,0.000000,0,0,10.968590,4.953318,2.67152,0.09813
1.052,6.740453,-2.385154,6.872937,0.000000,0,0,12.593350,6.750952,0.000000,0,0,10.957514,4.976449,2.70638,0.09860
1.053,6.737020,-2.451452,6.871386,0.000000,0,0,12.607301,6.742114,0.000000,0,0,10.946437,4.999581,2.59479,0.09878
1.054,6.733822,-2.527509,6.868947,0.000000,0,0,12.621574,6.731440,0.000000,0,0,10.935584,5.041744,2.69719,0.09858
1.055,6.730850,-2.616715,6.865312,0.000000,0,0,12.636286,6.718294,0.000000,0,0,10.925032,5.109551,2.54153,0.09863
1.056,6.728127,-2.705920,6.861678,0.000000,0,0,12.650997,6.705148,0.000000,0,0,10.914480,5.177358,2.40593,0.09893
1.057,6.725647,-2.795126,6.858044,0.000000,0,0,12.665709,6.692002,0.000000,0,0,10.903928,5.245165,1.67361,0.09889
1.058,6.723409,-2.864209,6.854463,0.000000,0,0,12.680758,6.678550,0.000000,0,0,10.893145,5.303987,1.19474,0.09887
1.059,6.721406,-2.906178,6.850955,0.000000,0,0,12.696264,6.664687,0.000000,0,0,10.882050,5.350701,1.25678,0.09898
1.060,6.719553,-2.948148,6.847447,0.000000,0,0,12.711770,6.650823,0.000000,0,0,10.870954,5.397416,0.79736,0.09917
1.061,6.717846,-2.990117,6.843939,0.000000,0,0,12.727276,6.636960,0.000000,0,0,10.859859,5.444130,0.49825,0.09912
1.062,6.716195,-3.013352,6.841055,0.000000,0,0,12.742758,6.625893,0.000000,0,0,10.848989,5.479357,0.55482,0.09877
1.063,6.714597,-3.011345,6.839013,0.000000,0,0,12.758205,6.618595,0.000000,0,0,10.838423,5.499106,0.72250,0.09884
1.064,6.713051,-3.009339,6.836970,0.000000,0,0,12.773654,6.611297,0.000000,0,0,10.827856,5.518855,0.98665,0.09908
1.065,6.711556,-3.007332,6.834928,0.000000,0,0,12.789103,6.603999,0.000000,0,0,10.817290,5.538604,1.07578,0.09893
1.066,6.710138,-2.974441,6.831914,0.000000,0,0,12.804681,6.596223,0.000000,0,0,10.806823,5.558343,1.97327,0.09874
1.067,6.708794,-2.899935,6.827592,0.000000,0,0,12.820433,6.587805,0.000000,0,0,10.796490,5.578070,2.71974,0.09899
1.068,6.707483,-2.825429,6.823269,0.000000,0,0,12.836185,6.579386,0.000000,0,0,10.786157,5.597797,2.69916,0.09914
1.069,6.706204,-2.750923,6.818947,0.000000,0,0,12.851938,6.570968,0.000000,0,0,10.775824,5.617524,2.66625,0.09894
1.070,6.704892,-2.661837,6.815591,0.000000,0,0,12.867695,6.563911,0.000000,0,0,10.765623,5.636922,2.70308,0.09880
1.071,6.703546,-2.553106,6.813537,0.000000,0,0,12.883458,6.558689,0.000000,0,0,10.755599,5.655877,2.22290,0.09910
1.072,6.702154,-2.444375,6.811482,0.000000,0,0,12.899221,6.553467,0.000000,0,0,10.745576,5.674831,2.23744,0.09914
1.073,6.700716,-2.335644,6.809429,0.000000,0,0,12.914985,6.548244,0.000000,0,0,10.735552,5.693786,1.68055,0.09888
1.074,6.699291,-2.221526,6.807303,0.000000,0,0,12.930401,6.539742,0.000000,0,0,10.725474,5.712359,1.04870,0.09893
1.075,6.697877,-2.100151,6.805082,0.000000,0,0,12.945349,6.526821,0.000000,0,0,10.715322,5.730419,0.62584,0.09919
1.076,6.696623,-1.978776,6.802862,0.000000,0,0,12.960298,6.513899,0.000000,0,0,10.705172,5.748478,0.58312,0.09910
1.077,6.695522,-1.857401,6.800641,0.000000,0,0,12.975245,6.500977,0.000000,0,0,10.695021,5.766538,0.84922,0.09881
1.078,6.694741,-1.743430,6.798798,0.000000,0,0,12.990000,6.492352,0.000000,0,0,10.685416,5.807913,0.50598,0.09870
1.079,6.694271,-1.639435,6.797464,0.000000,0,0,13.004493,6.489516,0.000000,0,0,10.676547,5.880705,1.27825,0.09867
1.080,6.694175,-1.535440,6.796131,0.000000,0,0,13.018986,6.486680,0.000000,0,0,10.667679,5.953497,1.97360,0.09862
1.081,6.694440,-1.431444,6.794797,0.000000,0,0,13.033479,6.483844,0.000000,0,0,10.658811,6.026289,1.99308,0.09838
1.082,6.695046,-1.369678,6.793563,0.000000,0,0,13.047405,6.477035,0.000000,0,0,10.650344,6.098552,2.08628,0.09831
1.083,6.695982,-1.364810,6.792464,0.000000,0,0,13.060567,6.464870,0.000000,0,0,10.642420,6.170102,1.83732,0.09851
1.084,6.697241,-1.359942,6.791365,0.000000,0,0,13.073730,6.452707,0.000000,0,0,10.634495,6.241652,1.84214,0.09847
1.085,6.698814,-1.355074,6.790265,0.000000,0,0,13.086892,6.440543,0.000000,0,0,10.626571,6.313202,1.71400,0.09827
1.086,6.700755,-1.364147,6.789566,0.000000,0,0,13.099506,6.427185,0.000000,0,0,10.618949,6.382888,2.20651,0.09838
1.087,6.703053,-1.392002,6.789406,0.000000,0,0,13.111382,6.412219,0.000000,0,0,10.611737,6.450062,1.86652,0.09865
1.088,6.705791,-1.419857,6.789246,0.000000,0,0,13.123260,6.397253,0.000000,0,0,10.604525,6.517236,1.99338,0.09855
1.089,6.708956,-1.447712,6.789086,0.000000,0,0,13.135136,6.382287,0.000000,0,0,10.597313,6.584410,2.67840,0.09827
1.090,6.712589,-1.487744,6.787994,0.000000,0,0,13.146647,6.368252,0.000000,0,0,10.590252,6.650621,2.61541,0.09841
1.091,6.716676,-1.544182,6.785648,0.000000,0,0,13.157669,6.355474,0.000000,0,0,10.583396,6.715537,2.70338,0.09851
1.092,6.721139,-1.600620,6.783302,0.000000,0,0,13.168691,6.342695,0.000000,0,0,10.576539,6.780452,2.61675,0.09828
1.093,6.725967,-1.657058,6.780956,0.000000,0,0,13.179711,6.329917,0.000000,0,0,10.569683,6.845368,2.53250,0.09808
1.094,6.731026,-1.693124,6.778387,0.000000,0,0,13.190253,6.317110,0.000000,0,0,10.563036,6.909718,2.43983,0.09818
1.095,6.736310,-1.701739,6.775518,0.000000,0,0,13.200149,6.304263,0.000000,0,0,10.556671,6.973305,2.40662,0.09828
1.096,6.741755,-1.710355,6.772650,0.000000,0,0,13.210044,6.291416,0.000000,0,0,10.550306,7.036892,1.98375,0.09821
1.097,6.747355,-1.718970,6.769781,0.000000,0,0,13.219939,6.278569,0.000000,0,0,10.543942,7.100480,2.01780,0.09801
1.098,6.753081,-1.663380,6.767804,0.000000,0,0,13.229519,6.266393,0.000000,0,0,10.537976,7.162400,2.05224,0.09809
1.099,6.758929,-1.521277,6.767028,0.000000,0,0,13.238674,6.255120,0.000000,0,0,10.532548,7.222074,2.11744,0.09833
1.100,6.764804,-1.379175,6.766252,0.000000,0,0,13.247828,6.243846,0.000000,0,0,10.527120,7.281748,1.58048,0.09831
1.101,6.770707,-1.237072,6.765476,0.000000,0,0,13.256983,6.232574,0.000000,0,0,10.521690,7.341422,1.39545,0.09819
1.102,6.776537,-1.060520,6.764324,0.000000,0,0,13.265842,6.223963,0.000000,0,0,10.529249,7.399786,1.50733,0.09844
1.103,6.782299,-0.837549,6.762667,0.000000,0,0,13.274304,6.218939,0.000000,0,0,10.554308,7.456385,1.09693,0.09872
1.104,6.787995,-0.614578,6.761010,0.000000,0,0,13.282766,6.213915,0.000000,0,0,10.579367,7.512983,1.02073,0.09849
1.105,6.793630,-0.391607,6.759352,0.000000,0,0,13.291228,6.208892,0.000000,0,0,10.604425,7.569582,1.17153,0.09831
1.106,6.799232,-0.125801,6.757725,0.000000,0,0,13.299340,6.201752,0.000000,0,0,10.630086,7.621087,1.30163,0.09865
1.107,6.804803,0.197720,6.756140,0.000000,0,0,13.306981,6.191759,0.000000,0,0,10.656558,7.665729,0.79426,0.09869
1.108,6.810275,0.521242,6.754554,0.000000,0,0,13.314622,6.181766,0.000000,0,0,10.683031,7.710370,1.00065,0.09846
1.109,6.815650,0.844764,6.752968,0.000000,0,0,13.322263,6.171773,0.000000,0,0,10.709503,7.755011,0.87258,0.09843
1.110,6.820840,1.145803,6.754056,0.000000,0,0,13.329600,6.163348,0.000000,0,0,10.736168,7.797841,0.98634,0.09874
1.111,6.825851,1.416550,6.758745,0.000000,0,0,13.336530,6.157036,0.000000,0,0,10.763091,7.838230,0.87706,0.09874
1.112,6.830706,1.687296,6.763434,0.000000,0,0,13.343459,6.150723,0.000000,0,0,10.790015,7.878618,1.22528,0.09857
1.113,6.835411,1.958043,6.768123,0.000000,0,0,13.350389,6.144410,0.000000,0,0,10.816939,7.919007,0.63856,0.09852
1.114,6.840056,2.198591,6.771500,0.000000,0,0,13.356847,6.136361,0.000000,0,0,10.829206,7.959466,0.58501,0.09874
1.115,6.844643,2.398451,6.773108,0.000000,0,0,13.362671,6.125971,0.000000,0,0,10.821725,8.000022,0.50570,0.09877
1.116,6.849205,2.598310,6.774716,0.000000,0,0,13.368495,6.115582,0.000000,0,0,10.814242,8.040577,0.79594,0.09839
1.117,6.853743,2.798170,6.776325,0.000000,0,0,13.374319,6.105192,0.000000,0,0,10.806761,8.081132,0.60873,0.09831
1.118,6.858182,2.942983,6.778922,0.000000,0,0,13.379675,6.097621,0.000000,0,0,10.799562,8.099171,1.07515,0.09856
1.119,6.862524,3.013627,6.782851,0.000000,0,0,13.384399,6.093846,0.000000,0,0,10.792741,8.086869,0.54965,0.09851
1.120,6.866611,3.084271,6.786781,1.460773,0,1,13.389125,6.090071,0.000000,0,0,10.785921,8.074567,0.49438,0.09821
1.121,6.870451,3.154915,6.790710,4.336312,1,0,13.393850,6.086296,0.000000,0,0,10.779101,8.062265,0.55275,0.09810
1.122,6.873928,3.158541,6.794431,5.750758,1,0,13.397855,6.080587,0.000000,0,0,10.772107,8.056175,0.49012,0.09840
