"Time","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","v3 R COP","60 RDS cle","58 R mark","34 FRx (cm)","29 HRx (cm)","v2 L COP","61 LDS cle","59 L mark","32 FLx (cm)","27 HLx (cm)","3 Platform","2 Trdml"
3.042,6.083538,-3.862447,6.237835,0.000000,0,0,13.435091,10.499562,7.055286,1,0,14.653449,7.264137,-2.12393,0.09588
3.043,6.084559,-3.681199,6.232801,0.000000,0,0,13.473010,10.489432,7.056457,1,0,14.641743,7.259911,-1.62360,0.09558
3.044,6.085707,-3.499951,6.227767,0.000000,0,0,13.510930,10.479301,7.057690,1,0,14.630036,7.255685,-1.23179,0.09577
3.045,6.086979,-3.318704,6.222732,0.000000,0,0,13.548850,10.469172,7.058985,1,0,14.618331,7.251460,-0.52971,0.09608
3.046,6.088337,-3.129056,6.219071,0.000000,0,0,13.587015,10.458221,7.060287,1,0,14.606796,7.247421,-0.17813,0.09606
3.047,6.089778,-2.928092,6.217261,0.000000,0,0,13.625512,10.446165,7.061594,1,0,14.595492,7.243634,-0.34608,0.09582
3.048,6.091319,-2.727127,6.215452,0.000000,0,0,13.664009,10.434110,7.062774,1,0,14.584188,7.239848,-1.10603,0.09581
3.049,6.092955,-2.526163,6.213642,0.000000,0,0,13.702506,10.422053,7.063829,1,0,14.572885,7.236061,-2.05500,0.09599
3.050,6.094717,-2.327175,6.211832,0.000000,0,0,13.740992,10.411566,7.064644,1,0,14.561587,7.232356,-2.37699,0.09599
3.051,6.096601,-2.130849,6.210021,0.000000,0,0,13.779460,10.403191,7.065228,1,0,14.550301,7.228760,-2.44383,0.09585
3.052,6.098622,-1.934524,6.208211,0.000000,0,0,13.817928,10.394815,7.065662,1,0,14.539013,7.225164,-2.24344,0.09574
3.053,6.100775,-1.738199,6.206401,0.000000,0,0,13.856397,10.386440,7.065953,1,0,14.527726,7.221568,-1.30529,0.09606
3.054,6.103011,-1.568188,6.204892,0.000000,0,0,13.894261,10.377414,7.066223,1,0,14.516396,7.218173,-0.76407,0.09642
3.055,6.105329,-1.433633,6.203787,0.000000,0,0,13.931312,10.367509,7.066473,1,0,14.505008,7.215046,-0.15520,0.09658
3.056,6.107640,-1.299078,6.202683,0.000000,0,0,13.968361,10.357604,7.066738,1,0,14.493620,7.211919,-0.47794,0.09652
3.057,6.109944,-1.164523,6.201580,0.000000,0,0,14.005411,10.347699,7.067019,1,0,14.482232,7.208793,-1.50886,0.09675
3.058,6.112201,-1.062652,6.200656,0.000000,0,0,14.041888,10.340156,7.067323,1,0,14.470665,7.223974,-2.34902,0.09682
3.059,6.114412,-1.004820,6.199976,0.000000,0,0,14.077593,10.335793,7.067646,1,0,14.458856,7.263824,-2.45584,0.09669
3.060,6.116583,-0.946989,6.199296,0.000000,0,0,14.113297,10.331431,7.067969,1,0,14.447046,7.303674,-1.63562,0.09657
3.061,6.118714,-0.889158,6.198616,0.000000,0,0,14.149001,10.327069,7.068290,1,0,14.435237,7.343524,-1.50135,0.09696
3.062,6.120769,-0.842573,6.197906,0.000000,0,0,14.183988,10.317969,7.068601,1,0,14.423207,7.383688,-0.89986,0.09719
3.063,6.122750,-0.811141,6.197157,0.000000,0,0,14.218007,10.302486,7.068901,1,0,14.410881,7.424275,-0.16359,0.09714
3.064,6.124572,-0.779710,6.196408,0.000000,0,0,14.252026,10.287003,7.069273,1,0,14.398555,7.464861,-0.71163,0.09697
3.065,6.126239,-0.748278,6.195660,0.000000,0,0,14.286045,10.271520,7.069715,1,0,14.386229,7.505448,-1.31393,0.09702
3.066,6.127677,-0.728494,6.194903,0.000000,0,0,14.319237,10.258833,7.070263,1,0,14.373937,7.546226,-2.05410,0.09698
3.067,6.128892,-0.724404,6.194136,0.000000,0,0,14.351316,10.249913,7.070913,1,0,14.361691,7.587261,-2.47329,0.09680
3.068,6.129833,-0.720313,6.193369,0.000000,0,0,14.383395,10.240993,5.275140,1,0,14.349445,7.628296,-2.35831,0.09647
3.069,6.130508,-0.716223,6.192602,0.000000,0,0,14.415474,10.232074,1.739523,1,1,14.337199,7.669331,-2.01714,0.09635
3.070,6.130898,-0.723552,6.191978,0.000000,0,0,14.446846,10.221757,0.000000,0,0,14.324934,7.701560,-1.02325,0.09670
3.071,6.131012,-0.746269,6.191545,0.000000,0,0,14.477266,10.209558,0.000000,0,0,14.312642,7.721922,-0.30273,0.09682
3.072,6.130855,-0.768986,6.191113,0.000000,0,0,14.507687,10.197357,0.000000,0,0,14.300349,7.742285,-0.17065,0.09660
3.073,6.130433,-0.791703,6.190681,0.000000,0,0,14.538107,10.185158,0.000000,0,0,14.288057,7.762648,-0.47909,0.09639
3.074,6.129760,-0.822560,6.190055,0.000000,0,0,14.567743,10.173907,0.000000,0,0,14.276007,7.783577,-1.88538,0.09660
3.075,6.128843,-0.864385,6.189168,0.000000,0,0,14.596323,10.163935,0.000000,0,0,14.264281,7.805270,-2.02473,0.09656
3.076,6.127709,-0.906210,6.188282,0.000000,0,0,14.624904,10.153963,0.000000,0,0,14.252557,7.826963,-2.32424,0.09621
3.077,6.126367,-0.948035,6.187396,0.000000,0,0,14.653484,10.143991,0.000000,0,0,14.240832,7.848656,-2.42693,0.09599
3.078,6.124862,-0.991823,6.186453,0.000000,0,0,14.680772,10.135109,0.000000,0,0,14.229302,7.870795,-2.24684,0.09605
3.079,6.123200,-1.038254,6.185435,0.000000,0,0,14.706318,10.127697,0.000000,0,0,14.218035,7.893536,-1.45812,0.09621
3.080,6.121440,-1.084687,6.184417,0.000000,0,0,14.731864,10.120285,0.000000,0,0,14.206767,7.916276,-0.69655,0.09643
3.081,6.119585,-1.131119,6.183399,0.000000,0,0,14.757409,10.112873,0.000000,0,0,14.195499,7.939016,-0.41984,0.09645
3.082,6.117679,-1.176686,6.182226,0.000000,0,0,14.782323,10.104987,0.000000,0,0,14.184256,7.953380,-1.52550,0.09627
3.083,6.115723,-1.221089,6.180844,0.000000,0,0,14.806384,10.096463,0.000000,0,0,14.173043,7.956459,-2.20349,0.09643
3.084,6.113750,-1.265492,6.179462,0.000000,0,0,14.830446,10.087939,0.000000,0,0,14.161832,7.959538,-2.46542,0.09654
3.085,6.111761,-1.309895,6.178081,0.000000,0,0,14.854507,10.079415,0.000000,0,0,14.150620,7.962616,-2.07043,0.09636
3.086,6.109798,-1.348800,6.176624,0.000000,0,0,14.878074,10.065784,0.000000,0,0,14.139257,7.980096,-1.81714,0.09622
3.087,6.107862,-1.380296,6.175068,0.000000,0,0,14.900974,10.045274,0.000000,0,0,14.127694,8.016979,-0.92861,0.09672
3.088,6.106002,-1.411792,6.173513,0.000000,0,0,14.923874,10.024762,0.000000,0,0,14.116130,8.053862,-0.15518,0.09706
3.089,6.104218,-1.443288,6.171957,0.000000,0,0,14.946774,10.004251,0.000000,0,0,14.104566,8.090745,-0.39086,0.09692
3.090,6.102558,-1.469091,6.170477,0.000000,0,0,14.969190,9.989339,0.000000,0,0,14.093094,8.127298,-1.65701,0.09681
3.091,6.101017,-1.487223,6.169101,0.000000,0,0,14.990952,9.981970,0.000000,0,0,14.081746,8.163406,-2.36539,0.09704
3.092,6.099632,-1.505356,6.167725,0.000000,0,0,15.012714,9.974601,0.000000,0,0,14.070398,8.199515,-2.44139,0.09712
3.093,6.098396,-1.523488,6.166348,0.000000,0,0,15.034476,9.967232,0.000000,0,0,14.059051,8.235624,-2.33923,0.09706
3.094,6.097347,-1.538159,6.164904,0.000000,0,0,15.055705,9.957715,0.000000,0,0,14.047569,8.282182,-1.82585,0.09702
3.095,6.096478,-1.548168,6.163368,0.000000,0,0,15.076216,9.945305,0.000000,0,0,14.035908,8.342819,-0.94814,0.09740
3.096,6.095840,-1.558177,6.161832,0.000000,0,0,15.096726,9.932895,0.000000,0,0,14.024246,8.403457,-0.18074,0.09768
3.097,6.095428,-1.568185,6.160296,0.000000,0,0,15.117237,9.920485,0.000000,0,0,14.012586,8.464094,-0.17324,0.09774
3.098,6.095289,-1.568282,6.158611,0.000000,0,0,15.137450,9.908972,0.000000,0,0,14.000940,8.507388,-0.45505,0.09769
3.099,6.095417,-1.555022,6.156725,0.000000,0,0,15.157264,9.898668,0.000000,0,0,13.989317,8.527311,-1.83585,0.09798
3.100,6.095818,-1.541762,6.154840,0.000000,0,0,15.177077,9.888365,0.000000,0,0,13.977694,8.547235,-2.43018,0.09808
3.101,6.096484,-1.528503,6.152954,0.000000,0,0,15.196891,9.878061,0.000000,0,0,13.966070,8.567158,-2.46372,0.09780
3.102,6.097390,-1.508595,6.151273,0.000000,0,0,15.216202,9.869093,0.000000,0,0,13.954637,8.587875,-2.21175,0.09765
3.103,6.098529,-1.479729,6.149868,0.000000,0,0,15.234837,9.861926,0.000000,0,0,13.943458,8.609662,-1.72545,0.09795
3.104,6.099885,-1.450863,6.148464,0.000000,0,0,15.253471,9.854758,0.000000,0,0,13.932280,8.631450,-1.49773,0.09796
3.105,6.101449,-1.421997,6.147059,0.000000,0,0,15.272106,9.847590,0.000000,0,0,13.921101,8.653236,-0.82370,0.09775
3.106,6.103215,-1.373759,6.145612,0.000000,0,0,15.290400,9.839579,0.000000,0,0,13.909975,8.675334,-0.17298,0.09789
3.107,6.105174,-1.299420,6.144108,0.000000,0,0,15.308231,9.830430,0.000000,0,0,13.898920,8.697850,-0.47191,0.09814
3.108,6.107298,-1.225080,6.142604,0.000000,0,0,15.326064,9.821281,0.000000,0,0,13.887865,8.720366,-0.85930,0.09793
3.109,6.109582,-1.150741,6.141099,0.000000,0,0,15.343896,9.812133,0.000000,0,0,13.876810,8.742883,-2.08918,0.09768
3.110,6.111977,-1.062662,6.139843,0.000000,0,0,15.361135,9.803224,0.000000,0,0,13.865881,8.765707,-2.48129,0.09741
3.111,6.114481,-0.956069,6.138920,0.000000,0,0,15.377578,9.794638,0.000000,0,0,13.855123,8.788948,-2.20431,0.09748
3.112,6.117056,-0.849476,6.137997,0.000000,0,0,15.394019,9.786051,0.000000,0,0,13.844363,8.812188,-1.45811,0.09760
3.113,6.119700,-0.742883,6.137074,0.000000,0,0,15.410460,9.777464,0.000000,0,0,13.833605,8.835428,-0.36432,0.09742
3.114,6.122401,-0.623150,6.136125,0.000000,0,0,15.426750,9.766152,0.000000,0,0,13.822963,8.858522,-0.13979,0.09720
3.115,6.125157,-0.485711,6.135139,0.000000,0,0,15.442836,9.751168,0.000000,0,0,13.812479,8.881421,-0.60333,0.09728
3.116,6.127958,-0.348273,6.134154,0.000000,0,0,15.458921,9.736184,0.000000,0,0,13.801994,8.904319,-1.68358,0.09728
3.117,6.130804,-0.210834,6.133168,0.000000,0,0,15.475007,9.721201,0.000000,0,0,13.791511,8.927217,-2.42974,0.09699
3.118,6.133678,-0.073354,6.132880,0.000000,0,0,15.490992,9.710054,0.000000,0,0,13.781139,8.953889,-2.39927,0.09644
3.119,6.136579,0.064184,6.133530,0.000000,0,0,15.506841,9.704081,0.000000,0,0,13.770920,8.985645,-1.95627,0.09625
3.120,6.139495,0.201722,6.134181,0.000000,0,0,15.522689,9.698107,0.000000,0,0,13.760699,9.017402,-1.10347,0.09639
3.121,6.142426,0.339259,6.134831,0.000000,0,0,15.538537,9.692133,0.000000,0,0,13.750480,9.049158,-0.23295,0.09645
3.122,6.145371,0.459212,6.135484,0.000000,0,0,15.554452,9.682878,0.000000,0,0,13.740368,9.080657,-0.16892,0.09638
3.123,6.148331,0.555471,6.136141,0.000000,0,0,15.570457,9.669206,0.000000,0,0,13.730401,9.111808,-1.07493,0.09604
3.124,6.151292,0.651730,6.136798,0.000000,0,0,15.586461,9.655533,0.000000,0,0,13.720434,9.142958,-2.39346,0.09569
3.125,6.154255,0.747989,6.137455,0.000000,0,0,15.602466,9.641860,0.000000,0,0,13.710467,9.174109,-2.42335,0.09572
3.126,6.157188,0.822832,6.138453,0.000000,0,0,15.618598,9.628628,0.000000,0,0,13.700606,9.186976,-2.09765,0.09577
3.127,6.160092,0.868817,6.139911,0.000000,0,0,15.634901,9.615991,0.000000,0,0,13.690888,9.175209,-0.90369,0.09551
3.128,6.162923,0.914802,6.141369,0.000000,0,0,15.651205,9.603354,0.000000,0,0,13.681171,9.163442,-0.21768,0.09521
3.129,6.165685,0.960787,6.142828,0.000000,0,0,15.667508,9.590716,0.000000,0,0,13.671453,9.151674,-0.20156,0.09532
3.130,6.168334,0.986494,6.144122,0.000000,0,0,15.683759,9.578685,0.000000,0,0,13.661619,9.139844,-0.19821,0.09551
3.131,6.170872,0.984880,6.145196,0.000000,0,0,15.699939,9.567468,0.000000,0,0,13.651628,9.127930,-1.87824,0.09535
3.132,6.173258,0.983266,6.146270,0.000000,0,0,15.716118,9.556252,0.000000,0,0,13.641638,9.116014,-2.37050,0.09508
3.133,6.175496,0.981651,6.147345,0.000000,0,0,15.732298,9.545035,0.000000,0,0,13.631647,9.104100,-2.48391,0.09490
3.134,6.177550,0.973257,6.148315,0.000000,0,0,15.748366,9.533251,0.000000,0,0,13.621715,9.091894,-1.46552,0.09514
3.135,6.179425,0.955725,6.149145,0.000000,0,0,15.764286,9.520700,0.000000,0,0,13.611860,9.079294,-0.58466,0.09550
3.136,6.181099,0.938194,6.149975,0.000000,0,0,15.780206,9.508149,0.000000,0,0,13.602007,9.066694,-0.20674,0.09564
3.137,6.182579,0.920663,6.150805,0.000000,0,0,15.796125,9.495599,0.000000,0,0,13.592153,9.054095,-0.33072,0.09555
3.138,6.183836,0.898940,6.151548,0.000000,0,0,15.811995,9.483334,0.000000,0,0,13.582232,9.050201,-1.44619,0.09547
3.139,6.184878,0.871569,6.152173,0.000000,0,0,15.827795,9.471455,0.000000,0,0,13.572222,9.058040,-2.17507,0.09578
3.140,6.185658,0.844198,6.152797,0.000000,0,0,15.843596,9.459575,0.000000,0,0,13.562211,9.065878,-2.46863,0.09574
3.141,6.186183,0.816827,6.153422,0.000000,0,0,15.859397,9.447695,0.000000,0,0,13.552200,9.073716,-2.08945,0.09554
3.142,6.186424,0.788793,6.154306,0.000000,0,0,15.875049,9.436373,0.000000,0,0,13.542233,9.080956,-1.15471,0.09568
3.143,6.186389,0.759865,6.155539,0.000000,0,0,15.890501,9.425802,0.000000,0,0,13.532321,9.087386,-0.49581,0.09619
3.144,6.186110,0.730937,6.156772,0.000000,0,0,15.905953,9.415232,0.000000,0,0,13.522409,9.093817,-0.15927,0.09650
3.145,6.185592,0.702008,6.158005,0.000000,0,0,15.921406,9.404661,0.000000,0,0,13.512498,9.100247,-1.12874,0.09644
3.146,6.184891,0.673376,6.158922,0.000000,0,0,15.936154,9.393654,0.000000,0,0,13.502525,9.123352,-2.02864,0.09651
3.147,6.184011,0.645140,6.159411,0.000000,0,0,15.949954,9.382058,0.000000,0,0,13.492470,9.168922,-2.40164,0.09676
3.148,6.182992,0.616905,6.159902,0.000000,0,0,15.963754,9.370462,0.000000,0,0,13.482413,9.214492,-2.20037,0.09693
3.149,6.181838,0.588670,6.160391,0.000000,0,0,15.977553,9.358866,0.000000,0,0,13.472358,9.260062,-0.95645,0.09703
3.150,6.180593,0.554735,6.160811,0.000000,0,0,15.990788,9.348488,0.000000,0,0,13.462260,9.314422,-0.28914,0.09741
3.151,6.179259,0.513121,6.161137,0.000000,0,0,16.003262,9.339751,0.000000,0,0,13.452108,9.380623,-0.16382,0.09796
3.152,6.177908,0.471507,6.161463,0.000000,0,0,16.015736,9.331015,0.000000,0,0,13.441956,9.446824,-1.02549,0.09804
3.153,6.176539,0.429893,6.161788,0.000000,0,0,16.028208,9.322278,0.000000,0,0,13.431804,9.513025,-2.27919,0.09789
3.154,6.175220,0.383118,6.162114,0.000000,0,0,16.039824,9.313990,0.000000,0,0,13.421853,9.565001,-2.47950,0.09819
3.155,6.173949,0.329386,6.162438,0.000000,0,0,16.050285,9.306305,0.000000,0,0,13.412176,9.597807,-1.88916,0.09848
3.156,6.172758,0.275655,6.162764,0.000000,0,0,16.060745,9.298620,0.000000,0,0,13.402499,9.630613,-0.72302,0.09845
3.157,6.171644,0.221924,6.163088,0.000000,0,0,16.071207,9.290935,0.000000,0,0,13.392822,9.663420,-0.45412,0.09866
3.158,6.170620,0.164197,6.163565,0.000000,0,0,16.080923,9.282648,0.000000,0,0,13.383044,9.696488,-0.16593,0.09930
3.159,6.169684,0.101086,6.164248,0.000000,0,0,16.089636,9.273551,0.000000,0,0,13.373130,9.729911,-0.94667,0.09929
3.160,6.168859,0.037974,6.164929,0.000000,0,0,16.098351,9.264454,0.000000,0,0,13.363216,9.763334,-2.09320,0.09910
3.161,6.168142,-0.025137,6.165612,0.000000,0,0,16.107063,9.255357,0.000000,0,0,13.353303,9.796757,-2.48951,0.09938
3.162,6.167558,-0.086526,6.165723,0.000000,0,0,16.115452,9.246707,0.000000,0,0,13.343275,9.819851,-1.84277,0.09948
3.163,6.167100,-0.145594,6.165067,0.000000,0,0,16.123405,9.238659,0.000000,0,0,13.333094,9.829027,-0.55751,0.09931
3.164,6.166768,-0.204662,6.164410,0.000000,0,0,16.131357,9.230610,0.000000,0,0,13.322911,9.838202,-0.14194,0.09940
3.165,6.166555,-0.263731,6.163754,0.000000,0,0,16.139311,9.222562,0.000000,0,0,13.312730,9.847379,-0.46827,0.09967
3.166,6.166451,-0.307328,6.163139,0.000000,0,0,16.146502,9.213158,0.000000,0,0,13.302560,9.873808,-1.97402,0.09945
3.167,6.166452,-0.330080,6.162584,0.000000,0,0,16.152664,9.201927,0.000000,0,0,13.292405,9.923485,-2.48087,0.09918
3.168,6.166556,-0.352831,6.162028,0.000000,0,0,16.158827,9.190697,0.000000,0,0,13.282249,9.973162,-2.21942,0.09908
3.169,6.166761,-0.375583,6.161472,0.000000,0,0,16.164989,9.179466,0.000000,0,0,13.272095,10.022838,-1.47361,0.09921
3.170,6.167071,-0.381048,6.160865,0.000000,0,0,16.170435,9.168005,0.000000,0,0,13.261871,10.071827,-0.19286,0.09926
3.171,6.167481,-0.363221,6.160189,0.000000,0,0,16.174911,9.156232,0.000000,0,0,13.251554,10.119888,-0.24041,0.09919
3.172,6.168008,-0.345394,6.159513,0.000000,0,0,16.179388,9.144458,0.000000,0,0,13.241239,10.167950,-1.21663,0.09913
3.173,6.168647,-0.327568,6.158836,0.000000,0,0,16.183867,9.132685,0.000000,0,0,13.230922,10.216012,-2.39985,0.09919
3.174,6.169422,-0.290950,6.158332,0.000000,0,0,16.187725,9.122616,0.000000,0,0,13.220570,10.263613,-2.34551,0.09898
3.175,6.170327,-0.229013,6.158062,0.000000,0,0,16.190752,9.114844,0.000000,0,0,13.210169,10.310593,-2.02883,0.09867
3.176,6.171359,-0.167077,6.157792,0.000000,0,0,16.193777,9.107072,0.000000,0,0,13.199767,10.357573,-1.32094,0.09893
3.177,6.172513,-0.105140,6.157521,0.000000,0,0,16.196804,9.099300,0.000000,0,0,13.189366,10.404552,-0.27390,0.09920
3.178,6.173757,-0.042050,6.157453,0.000000,0,0,16.199261,9.092308,0.000000,0,0,13.179040,10.429333,-0.22634,0.09909
3.179,6.175089,0.022594,6.157658,0.000000,0,0,16.200951,9.086368,0.000000,0,0,13.168814,10.424201,-0.78965,0.09875
3.180,6.176545,0.087237,6.157863,0.000000,0,0,16.202641,9.080427,0.000000,0,0,13.158588,10.419068,-2.32797,0.09880
3.181,6.178120,0.151881,6.158068,0.000000,0,1,16.204330,9.074487,0.000000,0,0,13.148362,10.413936,-2.44830,0.09881
3.182,6.179942,0.223741,6.158352,1.360571,1,0,16.205460,9.066199,0.000000,0,0,13.138156,10.428418,-2.22206,0.09850
3.183,6.182001,0.305325,6.158743,4.038860,1,0,16.205835,9.054749,0.000000,0,0,13.127976,10.469329,-1.34409,0.09840
3.184,6.184405,0.386909,6.159134,5.356082,1,0,16.206211,9.043299,0.000000,0,0,13.117797,10.510240,-0.27103,0.09874
3.185,6.187145,0.468493,6.159525,5.355105,1,0,16.206587,9.031849,0.000000,0,0,13.107618,10.551150,-0.18616,0.09881
3.186,6.190247,0.542384,6.159957,5.354178,1,0,16.206303,9.019089,0.000000,0,0,13.097475,10.589105,-1.12346,0.09858
3.187,6.193701,0.605910,6.160445,5.353300,1,0,16.205128,9.004563,0.000000,0,0,13.087379,10.623074,-2.31667,0.09825
3.188,6.197495,0.669436,6.160933,5.352477,1,0,16.203955,8.990038,0.000000,0,0,13.077285,10.657043,-2.35395,0.09823
3.189,6.201619,0.732962,6.161422,5.351706,1,0,16.202780,8.975513,0.000000,0,0,13.067189,10.691011,-1.37488,0.09830
3.190,6.206063,0.788677,6.162009,5.350983,1,0,16.200937,8.964133,0.000000,0,0,13.057424,10.725644,-0.66923,0.09825
3.191,6.210817,0.833868,6.162731,5.350306,1,0,16.198193,8.956991,0.000000,0,0,13.048103,10.761170,-0.28569,0.09820
3.192,6.215859,0.879058,6.163452,5.349672,1,0,16.195446,8.949849,0.000000,0,0,13.038782,10.796698,-1.12742,0.09836
3.193,6.221180,0.924248,6.164173,5.349079,1,0,16.192701,8.942708,0.000000,0,0,13.029462,10.832224,-2.29533,0.09834
3.194,6.226710,0.959255,6.165424,5.348519,1,0,16.189583,8.935794,0.000000,0,0,13.020200,10.867613,-2.45170,0.09804
3.195,6.232440,0.980542,6.167388,5.347991,1,0,16.185959,8.929188,0.000000,0,0,13.011016,10.902817,-1.67555,0.09789
3.196,6.238200,1.001828,6.169353,5.347459,1,0,16.182337,8.922583,0.000000,0,0,13.001833,10.938021,-0.76553,0.09834
3.197,6.243989,1.023114,6.171318,5.346923,1,0,16.178713,8.915977,0.000000,0,0,12.992649,10.973225,-0.16807,0.09857
3.198,6.249580,1.045938,6.172739,5.346348,1,0,16.174559,8.909856,0.000000,0,0,12.983758,11.008256,-0.86254,0.09832
3.199,6.254981,1.070833,6.173428,5.345736,1,0,16.169685,8.904390,0.000000,0,0,12.975259,11.043057,-1.95560,0.09811
3.200,6.260066,1.095728,6.174117,5.345101,1,0,16.164814,8.898924,0.000000,0,0,12.966761,11.077858,-2.47213,0.09823
3.201,6.264845,1.120623,6.174805,5.344443,1,0,16.159941,8.893457,0.000000,0,0,12.958261,11.112659,-2.14915,0.09817
3.202,6.269290,1.202306,6.175456,5.343797,1,0,16.154686,8.887336,0.000000,0,0,12.950622,11.147161,-1.03429,0.09803
3.203,6.273412,1.360506,6.176056,5.343160,1,0,16.148916,8.880331,0.000000,0,0,12.944138,11.181262,-0.28779,0.09801
3.204,6.277177,1.518707,6.176656,5.342591,1,0,16.143147,8.873326,0.000000,0,0,12.937654,11.215364,-0.63436,0.09827
3.205,6.280597,1.676908,6.177256,5.342087,1,0,16.137375,8.866322,0.000000,0,0,12.931170,11.249464,-2.10580,0.09828
3.206,6.283651,1.849303,6.178168,5.341686,1,0,16.131012,8.859303,0.000000,0,0,12.925801,11.283623,-2.45385,0.09803
3.207,6.286351,2.040825,6.179502,5.341384,1,0,16.123846,8.852265,0.000000,0,0,12.921934,11.317858,-2.34667,0.09779
3.208,6.288772,2.232347,6.180835,5.341094,1,0,16.116680,8.845228,0.000000,0,0,12.918067,11.352093,-1.83899,0.09808
3.209,6.290922,2.423870,6.182168,5.340813,1,0,16.109514,8.838191,0.000000,0,0,12.914200,11.386328,-0.39208,0.09833
3.210,6.292956,2.608561,6.183971,5.340466,1,0,16.101721,8.831510,0.000000,0,0,12.911842,11.420486,-0.13695,0.09828
3.211,6.294877,2.784046,6.186407,5.340053,1,0,16.093082,8.825308,0.000000,0,0,12.911521,11.454541,-0.70390,0.09823
3.212,6.296783,2.959532,6.188843,5.339721,1,0,16.084442,8.819107,0.000000,0,0,12.911200,11.488597,-1.74595,0.09840
3.213,6.298675,3.135018,6.191279,5.339468,1,0,16.075802,8.812905,0.000000,0,0,12.910878,11.522652,-2.46135,0.09832
3.214,6.300563,3.228970,6.195744,5.339455,1,0,16.066793,8.803802,0.000000,0,0,12.913130,11.539262,-2.00568,0.09800
3.215,6.302445,3.213060,6.202943,5.339673,1,0,16.057285,8.790790,0.000000,0,0,12.918849,11.532367,-1.13481,0.09819
3.216,6.304300,3.197151,6.210142,5.340041,1,0,16.047779,8.777777,0.000000,0,0,12.924568,11.525472,-0.15893,0.09861
3.217,6.306129,3.181242,6.217340,5.340554,1,0,16.038273,8.764764,0.000000,0,0,12.930287,11.518577,-0.51941,0.09864
3.218,6.307930,3.090350,6.222671,5.341087,1,0,16.028515,8.754049,0.000000,0,0,12.937780,11.511103,-1.74106,0.09842
3.219,6.309702,2.898425,6.225482,5.341640,1,0,16.018421,8.746431,0.000000,0,0,12.947663,11.502849,-2.41557,0.09851
3.220,6.311471,2.706501,6.228293,5.342221,1,0,16.008326,8.738813,0.000000,0,0,12.957546,11.494594,-1.68258,0.09863
3.221,6.313233,2.514576,6.231105,5.342827,1,0,15.998230,8.731195,0.000000,0,0,12.967429,11.486340,-0.75850,0.09876
3.222,6.314937,2.315143,6.233160,5.343493,1,0,15.988000,8.726154,0.000000,0,0,12.979655,11.477854,-0.16265,0.09883
3.223,6.316585,2.105593,6.234195,5.344216,1,0,15.977589,8.724584,0.000000,0,0,12.995038,11.469055,-1.21513,0.09898
3.224,6.317996,1.896043,6.235229,5.344971,1,0,15.967176,8.723014,0.000000,0,0,13.010420,11.460257,-2.24147,0.09898
3.225,6.319178,1.686493,6.236264,5.345757,1,0,15.956765,8.721444,0.000000,0,0,13.025803,11.451459,-2.44421,0.09868
3.226,6.319935,1.498260,6.236756,5.346542,1,0,15.946099,8.717568,0.000000,0,0,13.043395,11.442432,-2.22090,0.09846
3.227,6.320281,1.338751,6.236515,5.347325,1,0,15.935092,8.710585,0.000000,0,0,13.063967,11.433100,-0.65905,0.09874
3.228,6.320116,1.179241,6.236274,5.348114,1,0,15.924085,8.703601,0.000000,0,0,13.084538,11.423767,-0.14762,0.09897
3.229,6.319457,1.019732,6.236033,5.348908,1,0,15.913077,8.696617,0.000000,0,0,13.105109,11.414434,-0.96692,0.09867
3.230,6.318271,0.926497,6.236304,5.349720,1,0,15.901822,8.691072,0.000000,0,0,13.127831,11.404686,-2.28174,0.09836
3.231,6.316575,0.922560,6.237267,5.350549,1,0,15.890231,8.687463,0.000000,0,0,13.153452,11.394378,-2.45912,0.09852
3.232,6.314321,0.918624,6.238228,5.351378,1,0,15.878640,8.683854,0.000000,0,0,13.179072,11.384069,-1.96129,0.09851
3.233,6.311527,0.914687,6.239190,5.352206,1,0,15.867049,8.680245,0.000000,0,0,13.204693,11.373761,-1.18293,0.09826
3.234,6.308139,0.920287,6.240452,5.353008,1,0,15.855350,8.675635,0.000000,0,0,13.232722,11.363374,-0.31602,0.09826
3.235,6.304176,0.938734,6.242119,5.353786,1,0,15.843504,8.669675,0.000000,0,0,13.263996,11.352881,-0.16445,0.09861
3.236,6.299642,0.957182,6.243786,5.354527,1,0,15.831657,8.663714,0.000000,0,0,13.295270,11.342389,-0.74406,0.09859
3.237,6.294555,0.975630,6.245453,5.355232,1,0,15.819812,8.657754,0.000000,0,0,13.326545,11.331896,-2.11733,0.09823
3.238,6.289051,0.990085,6.246734,5.355904,1,0,15.807940,8.652361,0.000000,0,0,13.359641,11.321178,-2.42455,0.09795
3.239,6.283144,0.999163,6.247494,5.356545,1,0,15.796036,8.647732,0.000000,0,0,13.395195,11.310158,-2.19653,0.09799
3.240,6.277132,1.008240,6.248254,5.357215,1,0,15.784130,8.643103,0.000000,0,0,13.430748,11.299137,-0.96077,0.09811
3.241,6.271018,1.017317,6.249014,5.357913,1,0,15.772225,8.638473,0.000000,0,0,13.466301,11.288116,-0.16958,0.09803
3.242,6.265093,1.004767,6.249872,5.358637,1,0,15.760252,8.634475,0.000000,0,0,13.503793,11.276894,-0.59094,0.09779
3.243,6.259353,0.963076,6.250861,5.359387,1,0,15.748188,8.631329,0.000000,0,0,13.543898,11.265398,-2.01578,0.09773
