"Time","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","50 Sinus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Rump up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","60 Right DS","v3 R COP","70 RDS cle","58 FLr Sw of","57 FLr Sw on","34 FRx (cm)","34a FRx (cm)","54 HLr Sw of","53 HLr Sw on","29 HRx (cm)","29a HRx (cm)","56 FLl Sw of","v5 L COP","71 LDS cle","59 Left DS","v6 L Mos","37a CoMy (cm)","v4 R Mos","55 FLl Sw on","32a FLx (cm)","32 FLx (cm)","52 HLl Sw of","31 Keyboard","51 HLl Sw on","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","1 Synch","69 L marks","68 R marks","67 xCoM","28 HLy (cm)","33 FLy (cm)","v7 xCoM","27a HLx (cm)","3 Platform","2 Trdml","35 FRy (cm)","30 HRy (cm)","v2 Virtual","v1 Virtual","37b CoMy (cm)","37 CoMy (cm)"
4.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.306000,69.000648,89.365135,68.870102,17.112148,0,0.000000,0,0,0,19.925669,4.977566,0,0,15.102973,-9.575537,0,0.000000,0,0,-5.182602,-4.436317,5.182602,0,-10.883263,18.336193,0,0,0,13.540517,8.381788,19.825459,8.090103,15.060787,8.266820,14.444080,8.784138,13.991234,9.351997,15.449898,10.741860,14.884212,10.744361,16.095711,0,-0.01370,0.00420,-0.01942,-0.01428,0.00792,-0.01331,0.00551,0.00270,3.27792,0,0,5.182622,7.048711,6.200936,5.182622,13.540517,0.00015,0.09688,3.976243,4.253120,-3.919826,-101.206863,5.376893,-3.355244
4.150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.764069,68.744186,89.511787,69.293617,17.116217,0,0.000000,0,0,0,19.933384,4.872594,0,0,15.094419,-9.627227,0,0.000000,0,0,-5.180775,-4.589216,5.180775,0,-10.885371,18.325531,0,0,0,13.575637,8.376565,19.827419,8.087845,15.040610,8.264850,14.433162,8.786225,13.974696,9.347857,15.439390,10.741662,14.883874,10.744844,16.095234,0,-0.01084,0.00357,-0.02089,-0.01314,0.00728,-0.01133,0.00509,0.00258,3.27779,0,0,5.180726,7.044709,6.201063,5.180726,13.575637,0.00015,0.09707,3.975864,4.253007,-3.870286,-101.225731,5.371435,-3.305595
4.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.320374,68.502075,89.650261,69.700104,17.121008,0,0.000000,0,0,0,19.941103,4.755819,0,0,15.085711,-9.687393,0,0.000000,0,0,-5.178927,-4.707976,5.178927,0,-10.895713,18.314802,0,0,0,13.611510,8.369266,19.825113,8.084334,15.017725,8.262200,14.420978,8.787554,13.954673,9.343855,15.429125,10.741035,14.883387,10.745136,16.094597,0,-0.01572,0.00406,-0.02079,-0.01373,0.00854,-0.01167,0.00464,0.00242,3.27763,0,0,5.178801,7.040815,6.201125,5.178801,13.611510,0.00015,0.09694,3.975670,4.252944,-3.821258,-101.333366,5.364261,-3.256031
4.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.876663,68.259972,89.788727,70.106583,17.125801,0,0.000000,0,0,0,19.948822,4.639043,0,0,15.077002,-9.747559,0,0.000000,0,0,-5.176966,-4.826735,5.176966,0,-10.906054,18.304071,0,0,0,13.647385,8.361965,19.822809,8.080823,14.994841,8.259550,14.408793,8.788882,13.934649,9.339852,15.418859,10.740410,14.882898,10.745429,16.093960,0,-0.01911,0.00388,-0.02130,-0.01306,0.00886,-0.01283,0.00454,0.00192,3.27716,0,0,5.176877,7.036921,6.201186,5.176877,13.647385,0.00031,0.09661,3.975476,4.252881,-3.772230,-101.441002,5.357088,-3.206466
4.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.432953,68.017860,89.927200,70.513069,17.130592,0,0.000000,0,0,0,19.956541,4.522268,0,0,15.068293,-9.807725,0,0.000000,0,0,-5.174976,-4.945496,5.174976,0,-10.916395,18.293343,0,0,0,13.683258,8.354666,19.820503,8.077312,14.971955,8.256900,14.396609,8.790210,13.914626,9.335851,15.408594,10.739783,14.882411,10.745722,16.093323,0,-0.01852,0.00458,-0.02035,-0.01410,0.00773,-0.01160,0.00558,0.00187,3.27655,0,0,5.174952,7.033026,6.201247,5.174952,13.683258,0.00015,0.09661,3.975282,4.252818,-3.723202,-101.548637,5.349914,-3.156902
4.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.949829,67.841934,90.066071,70.850998,17.131592,0,0.000000,0,0,0,19.964140,4.385029,0,0,15.060255,-9.823713,0,0.000000,0,0,-5.172896,-5.020449,5.172896,0,-10.931829,18.282490,0,0,0,13.721324,8.351456,19.821480,8.075203,14.956367,8.260165,14.384940,8.793390,13.905107,9.333515,15.400868,10.740430,14.883697,10.747786,16.094435,0,-0.01851,0.00404,-0.02032,-0.01288,0.00838,-0.01227,0.00424,0.00142,3.27664,0,0,5.172891,7.029092,6.201486,5.172891,13.721324,0.00000,0.09675,3.974886,4.252621,-3.676461,-101.715439,5.343479,-3.109361
4.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.451050,67.692245,90.205109,71.161736,17.131084,0,0.000000,0,0,0,19.971691,4.239673,0,0,15.052485,-9.822179,0,0.000000,0,0,-5.170794,-5.078027,5.170794,0,-10.949284,18.271591,0,0,0,13.760259,8.349869,19.823757,8.073649,14.943671,8.265777,14.373475,8.797305,13.899755,9.331841,15.394149,10.741580,14.885684,10.750552,16.096241,0,-0.01974,0.00372,-0.01995,-0.01322,0.00708,-0.01299,0.00510,0.00309,3.27702,0,0,5.170775,7.025142,6.201794,5.170775,13.760259,0.00000,0.09679,3.974411,4.252370,-3.630628,-101.905701,5.337337,-3.062622
4.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.952286,67.542564,90.344147,71.472473,17.130577,0,0.000000,0,0,0,19.979242,4.094317,0,0,15.044715,-9.820643,0,0.000000,0,0,-5.168673,-5.135605,5.168673,0,-10.966738,18.260691,0,0,0,13.799194,8.348281,19.826036,8.072097,14.930976,8.271387,14.362010,8.801220,13.894403,9.330166,15.387430,10.742731,14.887672,10.753319,16.098045,0,-0.01685,0.00495,-0.01930,-0.01434,0.00784,-0.01232,0.00595,0.00120,3.27681,0,0,5.168660,7.021193,6.202102,5.168660,13.799194,0.00000,0.09662,3.973935,4.252120,-3.584795,-102.095963,5.331194,-3.015883
4.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.453506,67.392883,90.483177,71.783211,17.130070,0,0.000000,0,0,0,19.986795,3.948961,0,0,15.036944,-9.819109,0,0.000000,0,0,-5.166546,-5.193183,5.166546,0,-10.984192,18.249792,0,0,0,13.838129,8.346694,19.828314,8.070543,14.918281,8.276999,14.350544,8.805135,13.889051,9.328492,15.380712,10.743881,14.889660,10.756085,16.099852,0,-0.01827,0.00361,-0.01988,-0.01298,0.00894,-0.01277,0.00363,0.00126,3.27635,0,0,5.166545,7.017242,6.202410,5.166545,13.838129,-0.00000,0.09646,3.973459,4.251869,-3.538961,-102.286224,5.325052,-2.969144
4.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.681808,67.307007,90.548096,71.991364,17.129831,0,0.000000,0,0,0,19.995272,3.800725,0,0,15.027705,-9.783884,0,0.000000,0,0,-5.164452,-5.142403,5.164452,0,-10.977520,18.238440,0,0,0,13.879402,8.345363,19.829632,8.071170,14.907988,8.281505,14.341372,8.805276,13.880256,9.327571,15.374324,10.744641,14.889398,10.757244,16.100058,0,-0.01671,0.00438,-0.02020,-0.01490,0.00826,-0.01213,0.00582,0.00240,3.27621,0,0,5.164425,7.013471,6.202737,5.164425,13.879402,-0.00014,0.09658,3.973047,4.251607,-3.497089,-102.213921,5.319458,-2.927618
4.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.801849,67.246437,90.583611,72.158821,17.129700,0,0.000000,0,0,0,20.004116,3.651346,0,0,15.017883,-9.735296,0,0.000000,0,0,-5.162366,-5.048642,5.162366,0,-10.961277,18.226910,0,0,0,13.921602,8.344134,19.830572,8.072659,14.898649,8.285572,14.333108,8.803921,13.870094,9.326949,15.368068,10.745247,14.888244,10.757766,16.099628,0,-0.01826,0.00278,-0.02038,-0.01329,0.00919,-0.01185,0.00466,0.00319,3.27621,0,0,5.162304,7.009770,6.203072,5.162304,13.921602,0.00000,0.09674,3.972659,4.251340,-3.456788,-102.037468,5.314081,-2.888160
4.160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.921890,67.185867,90.619133,72.326279,17.129568,0,0.000000,0,0,0,20.012959,3.501967,0,0,15.008061,-9.686708,0,0.000000,0,0,-5.160228,-4.954882,5.160228,0,-10.945035,18.215378,0,0,0,13.963802,8.342905,19.831511,8.074150,14.889310,8.289639,14.324845,8.802565,13.859932,9.326326,15.361813,10.745852,14.887090,10.758287,16.099201,0,-0.01578,0.00407,-0.02130,-0.01428,0.00847,-0.01203,0.00737,0.00197,3.27675,0,0,5.160182,7.006069,6.203407,5.160182,13.963802,0.00015,0.09664,3.972271,4.251072,-3.416487,-101.861023,5.308705,-2.848701
4.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.041931,67.125305,90.654648,72.493736,17.129436,0,0.000000,0,0,0,20.021803,3.352587,0,0,14.998240,-9.638121,0,0.000000,0,0,-5.158077,-4.861121,5.158077,0,-10.928793,18.203848,0,0,0,14.006002,8.341677,19.832449,8.075640,14.879971,8.293707,14.316582,8.801209,13.849771,9.325705,15.355556,10.746457,14.885936,10.758809,16.098772,0,-0.01995,0.00364,-0.02031,-0.01312,0.00815,-0.01108,0.00577,0.00366,3.27752,0,0,5.158061,7.002368,6.203742,5.158061,14.006002,0.00000,0.09632,3.971884,4.250805,-3.376186,-101.684570,5.303328,-2.809243
4.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.406418,67.392670,90.580414,72.637306,17.130352,0,0.000000,0,0,0,20.029547,3.207576,0,0,14.988063,-9.549402,0,0.000000,0,0,-5.155773,-4.690419,5.155773,0,-10.877655,18.192650,0,0,0,14.049726,8.342497,19.842413,8.074569,14.873316,8.295864,14.308111,8.806344,13.843346,9.325557,15.351549,10.748048,14.885605,10.759130,16.098864,0,-0.01423,0.00325,-0.02023,-0.01360,0.00994,-0.01299,0.00700,0.00284,3.27742,0,0,5.155704,6.998796,6.204319,5.155704,14.049726,0.00015,0.09631,3.971718,4.250467,-3.340103,-101.127701,5.299741,-2.775813
4.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.471237,67.790108,90.462654,72.771400,17.131685,0,0.000000,0,0,0,20.036852,3.064296,0,0,14.977746,-9.444767,0,0.000000,0,0,-5.153430,-4.489199,5.153430,0,-10.812676,18.181583,0,0,0,14.094055,8.344129,19.855957,8.072482,14.867726,8.297264,14.299558,8.814054,13.838403,9.325598,15.348434,10.750030,14.885602,10.759372,16.099163,0,-0.01945,0.00400,-0.02053,-0.01511,0.00943,-0.01134,0.00422,0.00183,3.27696,0,0,5.153253,6.995275,6.204993,5.153253,14.094055,0.00015,0.09653,3.971639,4.250100,-3.305693,-100.419945,5.296864,-2.744774
4.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.536041,68.187553,90.344887,72.905495,17.133018,0,0.000000,0,0,0,20.044159,2.921016,0,0,14.967429,-9.340131,0,0.000000,0,0,-5.150928,-4.287979,5.150928,0,-10.747698,18.170517,0,0,0,14.138383,8.345761,19.869501,8.070395,14.862136,8.298663,14.291005,8.821762,13.833459,9.325638,15.345319,10.752011,14.885598,10.759614,16.099461,0,-0.01778,0.00266,-0.02025,-0.01412,0.00784,-0.01225,0.00575,0.00204,3.27693,0,0,5.150802,6.991753,6.205666,5.150802,14.138383,0.00016,0.09647,3.971561,4.249733,-3.271283,-99.712181,5.293986,-2.713735
4.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.600845,68.584991,90.227127,73.039581,17.134352,0,0.000000,0,0,0,20.051464,2.777737,0,0,14.957112,-9.235495,0,0.000000,0,0,-5.148385,-4.086758,5.148385,0,-10.682718,18.159451,0,0,0,14.182712,8.347394,19.883043,8.068309,14.856546,8.300063,14.282452,8.829472,13.828516,9.325678,15.342204,10.753993,14.885595,10.759856,16.099760,0,-0.02084,0.00325,-0.02018,-0.01345,0.00848,-0.01199,0.00492,0.00226,3.27709,0,0,5.148351,6.988232,6.206340,5.148351,14.182712,0.00030,0.09611,3.971483,4.249366,-3.236873,-99.004425,5.291109,-2.682695
4.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.552353,68.925964,90.156738,73.177155,17.134563,0,0.000000,0,0,0,20.058424,2.635787,0,0,14.947024,-9.136321,0,0.000000,0,0,-5.145725,-3.921376,5.145725,0,-10.604972,18.148790,0,0,0,14.229174,8.346577,19.898823,8.069423,14.851245,8.298100,14.272435,8.838750,13.822137,9.325521,15.337831,10.754939,14.886543,10.759994,16.099337,0,-0.01212,0.00320,-0.02046,-0.01391,0.00744,-0.01226,0.00399,0.00175,3.27708,0,0,5.145741,6.984969,6.207011,5.145741,14.229174,0.00000,0.09608,3.971442,4.249227,-3.207178,-98.158981,5.285478,-2.657033
4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.458923,69.244537,90.105148,73.316093,17.134333,0,0.000000,0,0,0,20.065245,2.494365,0,0,14.937027,-9.039315,0,0.000000,0,0,-5.143035,-3.770209,5.143035,0,-10.522161,18.138292,0,0,0,14.276482,8.344790,19.915485,8.071805,14.846059,8.294805,14.261838,8.848649,13.815187,9.325286,15.332959,10.755475,14.887868,10.760089,16.098629,0,-0.01931,0.00326,-0.02047,-0.01391,0.01061,-0.01276,0.00356,0.00245,3.27700,0,0,5.143066,6.981808,6.207682,5.143066,14.276482,0.00000,0.09625,3.971416,4.249178,-3.179352,-97.258919,5.278754,-2.633503
4.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.365494,69.563110,90.053551,73.455040,17.134102,0,0.000000,0,0,0,20.072067,2.352943,0,0,14.927029,-8.942308,0,0.000000,0,0,-5.140368,-3.619041,5.140368,0,-10.439350,18.127792,0,0,0,14.323791,8.343000,19.932150,8.074187,14.840873,8.291509,14.251241,8.858549,13.808238,9.325051,15.328088,10.756011,14.889194,10.760185,16.097919,0,-0.01692,0.00375,-0.01963,-0.01235,0.00873,-0.01310,0.00327,0.00261,3.27752,0,0,5.140392,6.978648,6.208353,5.140392,14.323791,0.00000,0.09631,3.971390,4.249129,-3.151526,-96.358864,5.272030,-2.609973
4.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.272064,69.881676,90.001961,73.593987,17.133869,0,0.000000,0,0,0,20.078888,2.211521,0,0,14.917031,-8.845302,0,0.000000,0,0,-5.137707,-3.467874,5.137707,0,-10.356540,18.117294,0,0,0,14.371099,8.341213,19.948814,8.076570,14.835687,8.288213,14.240644,8.868449,13.801289,9.324817,15.323216,10.756547,14.890518,10.760281,16.097212,0,-0.01638,0.00508,-0.01938,-0.01266,0.00793,-0.01229,0.00407,0.00187,3.27828,0,0,5.137718,6.975487,6.209023,5.137718,14.371099,-0.00015,0.09622,3.971364,4.249080,-3.123700,-95.458801,5.265306,-2.586443
4.170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.443069,70.064491,90.005966,73.744171,17.138937,0,0.000000,0,0,0,20.084513,2.061151,0,0,14.906480,-8.763989,0,0.000000,0,0,-5.135230,-3.320174,5.135230,0,-10.276574,18.107317,0,0,0,14.418251,8.339364,19.999525,8.077110,14.824359,8.281841,14.235158,8.874635,13.794079,9.324678,15.318156,10.758747,14.891981,10.759977,16.097115,0,-0.02121,0.00460,-0.02069,-0.01302,0.00818,-0.01197,0.00543,0.00315,3.27796,0,0,5.135371,6.972395,6.209691,5.135371,14.418251,-0.00015,0.09599,3.971302,4.249425,-3.102014,-94.584381,5.263149,-2.568905
4.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.718979,70.193459,90.032028,73.898827,17.146107,0,0.000000,0,0,0,20.089664,1.907232,0,0,14.895708,-8.688903,0,0.000000,0,0,-5.132800,-3.173850,5.132800,0,-10.197737,18.097544,0,0,0,14.465343,8.337492,20.063740,8.076921,14.810595,8.274250,14.231699,8.879346,13.786767,9.324577,15.313021,10.761608,14.893497,10.759514,16.097260,0,-0.01680,0.00237,-0.02051,-0.01364,0.00859,-0.01170,0.00471,0.00175,3.27720,0,0,5.133153,6.969329,6.210357,5.133153,14.465343,0.00015,0.09605,3.971225,4.249927,-3.082762,-93.720123,5.262803,-2.553744
4.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.994873,70.322426,90.058090,74.053474,17.153275,0,0.000000,0,0,0,20.094814,1.753313,0,0,14.884936,-8.613816,0,0.000000,0,0,-5.130683,-3.027525,5.130683,0,-10.118900,18.087772,0,0,0,14.512433,8.335620,20.127956,8.076731,14.796831,8.266659,14.228240,8.884058,13.779455,9.324477,15.307885,10.764468,14.895014,10.759051,16.097404,0,-0.01712,0.00388,-0.02035,-0.01351,0.00846,-0.01196,0.00594,0.00330,3.27692,0,0,5.130936,6.966263,6.211023,5.130936,14.512433,0.00015,0.09629,3.971148,4.250429,-3.063511,-92.855865,5.262456,-2.538582
4.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.270767,70.451385,90.084152,74.208122,17.160444,0,0.000000,0,0,0,20.099964,1.599394,0,0,14.874166,-8.538730,0,0.000000,0,0,-5.128646,-2.881201,5.128646,0,-10.040063,18.077999,0,0,0,14.559525,8.333748,20.192171,8.076541,14.783067,8.259068,14.224781,8.888770,13.772142,9.324377,15.302750,10.767328,14.896530,10.758589,16.097549,0,-0.01837,0.00428,-0.01984,-0.01403,0.00685,-0.01164,0.00437,0.00304,3.27685,0,0,5.128719,6.963198,6.211689,5.128719,14.559525,-0.00000,0.09630,3.971071,4.250930,-3.044260,-91.991608,5.262110,-2.523421
4.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.977051,70.576668,90.049553,74.403137,17.162167,0,0.000000,0,0,0,20.103508,1.424421,0,0,14.865432,-8.509192,0,0.000000,0,0,-5.127020,-2.798792,5.127020,0,-9.994194,18.068228,0,0,0,14.605317,8.329692,20.221434,8.078933,14.776963,8.257339,14.217755,8.894006,13.765860,9.323925,15.297792,10.768889,14.898771,10.759322,16.099167,0,-0.01689,0.00391,-0.02140,-0.01359,0.00922,-0.01298,0.00420,0.00240,3.27710,0,0,5.127193,6.959969,6.212303,5.127193,14.605317,0.00000,0.09592,3.970967,4.251731,-3.031053,-91.491203,5.260605,-2.512593
4.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.854034,70.700493,89.990891,74.614151,17.161730,0,0.000000,0,0,0,20.106413,1.241097,0,0,14.857507,-8.497724,0,0.000000,0,0,-5.125498,-2.741736,5.125498,0,-9.961401,18.058458,0,0,0,14.650595,8.324770,20.236834,8.082350,14.773897,8.257936,14.209315,8.899449,13.759985,9.323335,15.292905,10.769936,14.901300,10.760530,16.101366,0,-0.01784,0.00325,-0.01992,-0.01364,0.01017,-0.01162,0.00447,0.00152,3.27748,0,0,5.125942,6.956676,6.212897,5.125942,14.650595,-0.00000,0.09574,3.970853,4.252651,-3.020243,-91.135132,5.258642,-2.503484
4.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.731018,70.824310,89.932228,74.825172,17.161295,0,0.000000,0,0,0,20.109318,1.057773,0,0,14.849583,-8.486255,0,0.000000,0,0,-5.124375,-2.684679,5.124375,0,-9.928609,18.048687,0,0,0,14.695873,8.319848,20.252232,8.085766,14.770832,8.258533,14.200875,8.904893,13.754110,9.322743,15.288017,10.770982,14.903829,10.761739,16.103565,0,-0.01677,0.00359,-0.02006,-0.01441,0.00889,-0.01113,0.00561,0.00231,3.27748,0,0,5.124691,6.953383,6.213490,5.124691,14.695873,0.00015,0.09593,3.970738,4.253571,-3.009434,-90.779060,5.256678,-2.494376
4.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.608017,70.948135,89.873573,75.036194,17.160858,0,0.000000,0,0,0,20.112223,0.874449,0,0,14.841658,-8.474786,0,0.000000,0,0,-5.123354,-2.627623,5.123354,0,-9.895816,18.038918,0,0,0,14.741151,8.314926,20.267630,8.089183,14.767767,8.259130,14.192435,8.910336,13.748236,9.322152,15.283130,10.772028,14.906358,10.762947,16.105764,0,-0.01580,0.00272,-0.02026,-0.01397,0.00912,-0.01155,0.00449,0.00328,3.27733,0,0,5.123439,6.950090,6.214084,5.123439,14.741151,0.00030,0.09595,3.970624,4.254490,-2.998624,-90.422989,5.254714,-2.485267
4.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.651794,71.127518,89.799858,75.243454,17.157187,0,0.000000,0,0,0,20.113485,0.665868,0,0,14.832997,-8.536622,0,0.000000,0,0,-5.122661,-2.450384,5.122661,0,-9.867092,18.028997,0,0,0,14.784667,8.301709,20.231865,8.088201,14.756210,8.264701,14.179779,8.918048,13.740897,9.322055,15.277792,10.773071,14.907039,10.763940,16.105169,0,-0.01675,0.00292,-0.01930,-0.01343,0.00945,-0.01140,0.00580,0.00250,3.27717,0,0,5.122706,6.947639,6.214711,5.122706,14.784667,-0.00015,0.09585,3.970787,4.255613,-2.988419,-90.114380,5.250698,-2.476553
4.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.761734,71.328941,89.720169,75.449226,17.152229,0,0.000000,0,0,0,20.114098,0.447267,0,0,14.824044,-8.627534,0,0.000000,0,0,-5.122050,-2.225476,5.122050,0,-9.839982,18.019018,0,0,0,14.827483,8.285202,20.175804,8.085475,14.741285,8.272244,14.165449,8.926659,13.732978,9.322154,15.272275,10.774116,14.906987,10.764848,16.103464,0,-0.01790,0.00225,-0.02023,-0.01353,0.00757,-0.01250,0.00551,0.00248,3.27702,0,0,5.122178,6.945521,6.215352,5.122178,14.827483,0.00015,0.09560,3.971061,4.256815,-2.978455,-89.824608,5.245868,-2.467994
4.180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.871674,71.530357,89.640480,75.654999,17.147274,0,0.000000,0,0,0,20.114708,0.228667,0,0,14.815092,-8.718446,0,0.000000,0,0,-5.121562,-2.000568,5.121562,0,-9.812872,18.009039,0,0,0,14.870299,8.268695,20.119743,8.082748,14.726360,8.279789,14.151120,8.935269,13.725059,9.322252,15.266757,10.775159,14.906936,10.765755,16.101761,0,-0.01719,0.00480,-0.01988,-0.01367,0.00835,-0.01211,0.00546,0.00242,3.27682,0,0,5.121650,6.943403,6.215992,5.121650,14.870299,0.00015,0.09551,3.971335,4.258018,-2.968490,-89.534836,5.241037,-2.459436
4.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.981613,71.731781,89.560791,75.860764,17.142319,0,0.000000,0,0,0,20.115318,0.010067,0,0,14.806140,-8.809358,0,0.000000,0,0,-5.121105,-1.775660,5.121105,0,-9.785762,17.999060,0,0,0,14.913116,8.252189,20.063683,8.080023,14.711436,8.287333,14.136790,8.943881,13.717139,9.322351,15.261240,10.776202,14.906884,10.766663,16.100056,0,-0.01729,0.00381,-0.02054,-0.01403,0.00733,-0.01200,0.00533,0.00389,3.27659,0,0,5.121122,6.941285,6.216632,5.121122,14.913116,-0.00030,0.09572,3.971608,4.259221,-2.958525,-89.245064,5.236207,-2.450878
4.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.721893,71.937454,89.545387,76.046776,17.143496,0,0.000000,0,0,0,20.114820,-0.239331,0,0,14.796367,-8.960287,0,0.000000,0,0,-5.120619,-1.528369,5.120619,0,-9.760167,17.989380,0,0,0,14.953159,8.245364,20.065971,8.076767,14.698781,8.288735,14.125192,8.951037,13.710050,9.322458,15.256297,10.777744,14.906398,10.767502,16.098883,0,-0.01844,0.00264,-0.02056,-0.01328,0.00806,-0.01133,0.00607,0.00222,3.27668,0,0,5.120740,6.939426,6.217131,5.120740,14.953159,0.00015,0.09588,3.972016,4.260292,-2.945765,-88.965622,5.234005,-2.439445
4.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.315552,72.144806,89.555473,76.224945,17.147106,0,0.000000,0,0,0,20.113884,-0.500946,0,0,14.786267,-9.135023,0,0.000000,0,0,-5.120126,-1.272201,5.120126,0,-9.735172,17.979816,0,0,0,14.992104,8.242380,20.091404,8.073302,14.687027,8.287701,14.114676,8.957618,13.703290,9.322569,15.251581,10.779485,14.905738,10.768314,16.097923,0,-0.01487,0.00340,-0.02024,-0.01420,0.00797,-0.01241,0.00373,0.00359,3.27691,0,0,5.120415,6.937670,6.217573,5.120415,14.992104,0.00015,0.09577,3.972476,4.261311,-2.931896,-88.690277,5.232845,-2.426873
4.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.909225,72.352158,89.565559,76.403114,17.150715,0,0.000000,0,0,0,20.112947,-0.762561,0,0,14.776168,-9.309759,0,0.000000,0,0,-5.119881,-1.016032,5.119881,0,-9.710178,17.970255,0,0,0,15.031047,8.239397,20.116835,8.069837,14.675273,8.286667,14.104161,8.964198,13.696529,9.322680,15.246866,10.781224,14.905079,10.769126,16.096962,0,-0.01759,0.00447,-0.01959,-0.01382,0.00756,-0.01199,0.00556,0.00247,3.27714,0,0,5.120090,6.935914,6.218015,5.120090,15.031047,0.00000,0.09564,3.972936,4.262330,-2.918027,-88.414940,5.231685,-2.414300
4.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.502884,72.559509,89.575645,76.581291,17.154325,0,0.000000,0,0,0,20.112011,-1.024175,0,0,14.766068,-9.484495,0,0.000000,0,0,-5.119698,-0.759864,5.119698,0,-9.685184,17.960693,0,0,0,15.069991,8.236413,20.142267,8.066372,14.663519,8.285633,14.093645,8.970778,13.689769,9.322790,15.242150,10.782965,14.904419,10.769938,16.096001,0,-0.01878,0.00382,-0.02075,-0.01282,0.00956,-0.01245,0.00573,0.00154,3.27737,0,0,5.119765,6.934157,6.218457,5.119765,15.069991,0.00000,0.09582,3.973396,4.263349,-2.904157,-88.139595,5.230525,-2.401728
4.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.925110,72.709068,89.588165,76.820488,17.156492,0,1.644046,0,1,0,20.110157,-1.299767,0,0,14.756692,-9.689695,0,0.000000,0,0,-5.120014,-0.479679,3.475968,0,-9.648382,17.950659,0,0,0,15.107034,8.226731,20.148331,8.066961,14.651965,8.282236,14.087373,8.973219,13.684769,9.322275,15.238194,10.783497,14.902678,10.770423,16.096003,0,-0.01669,0.00255,-0.02018,-0.01202,0.00910,-0.01198,0.00268,0.00273,3.27744,0,1,5.120040,6.931754,6.218939,5.120040,15.107034,0.00000,0.09613,3.974089,4.264542,-2.888027,-87.737335,5.229322,-2.387506
