"Time","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","50 Sinus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Rump up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","60 Right DS","v3 R COP","70 RDS cle","58 FLr Sw of","57 FLr Sw on","34 FRx (cm)","34a FRx (cm)","54 HLr Sw of","53 HLr Sw on","29 HRx (cm)","29a HRx (cm)","56 FLl Sw of","v5 L COP","71 LDS cle","59 Left DS","v6 L Mos","37a CoMy (cm)","v4 R Mos","55 FLl Sw on","32a FLx (cm)","32 FLx (cm)","52 HLl Sw of","31 Keyboard","51 HLl Sw on","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","1 Synch","69 L marks","68 R marks","67 xCoM","28 HLy (cm)","33 FLy (cm)","v7 xCoM","27a HLx (cm)","3 Platform","2 Trdml","35 FRy (cm)","30 HRy (cm)","v2 Virtual","v1 Virtual","37b CoMy (cm)","37 CoMy (cm)"
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.152725,38.836414,93.384926,61.204708,16.885197,0,0.000000,1,0,0,17.646563,-10.949568,0,0,15.703950,14.957375,0,0.000000,1,1,-5.747885,0.712432,5.747885,0,-6.722001,19.353374,0,0,0,14.197781,8.103909,17.590870,8.337030,15.676495,8.299524,14.953815,8.252051,14.025895,9.294834,15.387467,10.581093,14.610349,10.698293,15.770784,0,-0.01707,0.00363,-0.02181,-0.01362,0.01017,-0.01311,0.00968,0.01094,3.27700,0,0,5.747933,6.798440,6.284238,5.747933,14.197781,-0.00014,0.09750,4.611454,4.085322,-1.313469,-56.194035,5.792257,-0.964758
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.876144,39.721272,92.376015,59.590584,16.889257,0,0.000000,1,0,0,17.636023,-10.933107,0,0,15.718310,15.212979,0,0.000000,1,1,-5.746593,0.726468,5.746593,0,-3.925420,19.361980,0,0,0,14.185606,8.102605,17.581892,8.338476,15.693251,8.298003,14.969146,8.249677,14.030373,9.313690,15.427134,10.577030,14.615871,10.698580,15.774193,0,-0.01992,0.00353,-0.02090,-0.01321,0.00825,-0.01181,0.00172,0.00101,3.27745,0,0,5.746608,6.797544,6.282495,5.746608,14.185606,-0.00029,0.09758,4.611536,4.080598,-1.193305,-25.786533,5.792498,-0.989670
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.605392,40.881329,92.118828,58.396248,16.897348,0,0.000000,1,0,0,17.625439,-10.915288,0,0,15.733196,15.475106,0,0.000000,1,1,-5.745411,0.640328,5.745411,0,-1.806883,19.370272,0,0,0,14.173533,8.101366,17.571669,8.340096,15.711602,8.299296,14.988479,8.265175,14.095396,9.339028,15.467279,10.575737,14.618012,10.698390,15.778329,0,-0.01856,0.00392,-0.01984,-0.01323,0.00856,-0.01208,0.00811,-0.00125,3.27737,0,0,5.745392,6.796975,6.280740,5.745392,14.173533,0.00015,0.09787,4.611842,4.076377,-1.102353,-2.746452,5.795478,-1.008619
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.336945,42.150543,92.159805,57.368423,16.907042,0,0.000000,1,0,0,17.614841,-10.896930,0,0,15.748289,15.739821,0,0.000000,1,1,-5.744257,0.514453,5.744257,0,0.042708,19.378437,0,0,0,14.161502,8.100152,17.560949,8.341784,15.730587,8.301706,15.009399,8.287763,14.184435,9.366938,15.507615,10.575543,14.618813,10.698012,15.782753,0,-0.01700,0.00306,-0.02199,-0.01375,0.00834,-0.01195,0.00604,0.00345,3.27707,0,0,5.744218,6.796535,6.278981,5.744218,14.161502,0.00000,0.09792,4.612236,4.072356,-1.022987,17.371353,5.799544,-1.025203
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.068512,43.419758,92.200783,56.340599,16.916733,0,0.000000,1,0,0,17.604242,-10.878572,0,0,15.763382,16.004536,0,0.000000,1,1,-5.743075,0.388578,5.743075,0,1.892300,19.386604,0,0,0,14.149471,8.098938,17.550232,8.343472,15.749572,8.304116,15.030321,8.310350,14.273474,9.394847,15.547951,10.575349,14.619613,10.697634,15.787178,0,-0.01648,0.00305,-0.01987,-0.01374,0.00848,-0.01225,0.00612,0.00247,3.27698,0,0,5.743045,6.796096,6.277221,5.743045,14.149471,0.00015,0.09761,4.612630,4.068336,-0.943622,37.489159,5.803611,-1.041787
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.800064,44.688972,92.241760,55.312771,16.926426,0,0.000000,1,0,0,17.593643,-10.860213,0,0,15.778475,16.269251,0,0.000000,1,1,-5.741885,0.262703,5.741885,0,3.741892,19.394770,0,0,0,14.137440,8.097724,17.539515,8.345161,15.768556,8.306525,15.051242,8.332938,14.362513,9.422756,15.588286,10.575155,14.620414,10.697256,15.791602,0,-0.01810,0.00423,-0.02104,-0.01343,0.00904,-0.01165,0.00741,0.00319,3.27698,0,0,5.741871,6.795656,6.275461,5.741871,14.137440,0.00016,0.09765,4.613024,4.064314,-0.864256,57.606964,5.807677,-1.058371
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.550873,45.186760,92.236801,54.862553,16.933084,0,0.000000,1,0,0,17.583197,-10.832758,0,0,15.795657,16.513853,0,0.000000,1,1,-5.740554,0.043661,5.740554,0,4.886980,19.402794,0,0,0,14.126008,8.094858,17.529053,8.347045,15.785655,8.307181,15.069952,8.337445,14.404588,9.432966,15.605577,10.574725,14.623567,10.697535,15.796926,0,-0.01671,0.00333,-0.02085,-0.01328,0.00835,-0.01354,-0.00073,0.00200,3.27671,0,0,5.740620,6.794990,6.273582,5.740620,14.126008,0.00015,0.09787,4.613498,4.060890,-0.814819,70.062622,5.807806,-1.068336
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.309311,45.378563,92.213623,54.641441,16.938540,0,0.000000,1,0,0,17.572809,-10.801694,0,0,15.813668,16.750479,0,0.000000,1,1,-5.739187,-0.212336,5.739187,0,5.752628,19.410763,0,0,0,14.114815,8.091339,17.518692,8.349005,15.802007,8.307141,15.087786,8.334779,14.428035,9.436156,15.613728,10.574202,14.627653,10.698073,15.802606,0,-0.01785,0.00308,-0.01955,-0.01401,0.00791,-0.01146,-0.00139,-0.00530,3.27633,0,0,5.739338,6.794234,6.271657,5.739338,14.114815,0.00000,0.09780,4.614004,4.057702,-0.777253,79.479095,5.806372,-1.075677
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.067764,45.570366,92.190445,54.420326,16.943995,0,0.000000,1,0,0,17.562422,-10.770630,0,0,15.831678,16.987103,0,0.000000,1,1,-5.737944,-0.468333,5.737944,0,6.618277,19.418732,0,0,0,14.103621,8.087819,17.508331,8.350965,15.818357,8.307102,15.105619,8.332113,14.451483,9.439346,15.621877,10.573678,14.631739,10.698612,15.808285,0,-0.01553,0.00301,-0.02094,-0.01344,0.00846,-0.01225,0.00736,0.00280,3.27659,0,0,5.738056,6.793478,6.269732,5.738056,14.103621,-0.00000,0.09746,4.614510,4.054514,-0.739686,88.895576,5.804939,-1.083017
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.826202,45.762169,92.167267,54.199215,16.949450,0,0.000000,1,0,0,17.552034,-10.739566,0,0,15.849689,17.223728,0,0.000000,1,1,-5.736733,-0.724330,5.736733,0,7.483925,19.426701,0,0,0,14.092428,8.084299,17.497972,8.352925,15.834709,8.307062,15.123453,8.329448,14.474930,9.442536,15.630027,10.573154,14.635825,10.699151,15.813965,0,-0.01873,0.00349,-0.01985,-0.01332,0.00832,-0.01183,-0.00250,-0.00725,3.27713,0,0,5.736773,6.792722,6.267806,5.736773,14.092428,0.00000,0.09746,4.615016,4.051326,-0.702120,98.312057,5.803505,-1.090357
0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.254837,46.005165,91.993149,53.923458,16.953232,0,0.000000,1,0,0,17.541180,-10.691779,0,0,15.868412,17.405354,0,0.000000,1,1,-5.735885,-0.968835,5.735885,0,7.617187,19.434656,0,0,0,14.081480,8.080610,17.488323,8.357322,15.854318,8.307963,15.140488,8.328683,14.482672,9.445803,15.637120,10.571517,14.638295,10.698606,15.816366,0,-0.01852,0.00335,-0.02169,-0.01379,0.00862,-0.01226,0.00399,0.00284,3.27712,0,0,5.735868,6.791995,6.265934,5.735868,14.081480,-0.00014,0.09758,4.615719,4.048400,-0.694465,99.764618,5.801252,-1.089615
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.552673,46.268459,91.759163,53.626030,16.956350,0,0.000000,1,0,0,17.530142,-10.637361,0,0,15.887418,17.565165,0,0.000000,1,1,-5.735128,-1.208781,5.735128,0,7.459950,19.442606,0,0,0,14.070629,8.076855,17.478958,8.362683,15.875218,8.309237,15.157205,8.328671,14.484184,9.449099,15.643794,10.569438,14.640124,10.697630,15.817468,0,-0.01308,0.00323,-0.01813,-0.01329,0.00849,-0.01231,0.00079,0.00162,3.27689,0,0,5.735113,6.791278,6.264083,5.735113,14.070629,0.00000,0.09752,4.616502,4.045579,-0.698673,98.058311,5.798674,-1.085666
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.850494,46.531757,91.525185,53.328602,16.959469,0,0.000000,1,0,0,17.519104,-10.582941,0,0,15.906424,17.724974,0,0.000000,1,1,-5.734374,-1.448727,5.734374,0,7.302713,19.450556,0,0,0,14.059778,8.073099,17.469593,8.368045,15.896120,8.310513,15.173922,8.328661,14.485696,9.452394,15.650469,10.567359,14.641953,10.696654,15.818568,0,-0.01644,0.00318,-0.02193,-0.01376,0.00755,-0.01165,0.00574,0.00550,3.27720,0,0,5.734357,6.790562,6.262233,5.734357,14.059778,0.00000,0.09738,4.617284,4.042758,-0.702881,96.352005,5.796096,-1.081717
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.148315,46.795055,91.291199,53.031170,16.962587,0,0.000000,1,0,0,17.508066,-10.528522,0,0,15.925429,17.884785,0,0.000000,1,1,-5.733621,-1.688672,5.733621,0,7.145476,19.458504,0,0,0,14.048927,8.069344,17.460228,8.373406,15.917021,8.311787,15.190639,8.328650,14.487208,9.455690,15.657143,10.565280,14.643783,10.695679,15.819670,0,-0.02052,0.00304,-0.02032,-0.01338,0.00854,-0.01142,0.00758,0.00006,3.27774,0,0,5.733602,6.789846,6.260382,5.733602,14.048927,0.00000,0.09719,4.618066,4.039937,-0.707089,94.645691,5.793518,-1.077768
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.335754,47.087269,91.060852,52.642021,16.965097,0,0.000000,1,0,0,17.497461,-10.444507,0,0,15.946141,17.968922,0,0.000000,1,1,-5.732473,-1.836013,5.732473,0,6.925952,19.465839,0,0,0,14.038122,8.066342,17.452362,8.380320,15.943100,8.309184,15.204947,8.331641,14.497803,9.462425,15.666977,10.565212,14.646200,10.697076,15.821926,0,-0.02529,0.00347,-0.02072,-0.01385,0.00736,-0.01155,0.00684,0.00330,3.27773,0,0,5.732405,6.789271,6.258617,5.732405,14.038122,0.00015,0.09726,4.618838,4.037861,-0.709532,92.261620,5.791622,-1.068823
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.479416,47.390949,90.831947,52.216492,16.967367,0,0.000000,1,0,0,17.487028,-10.348752,0,0,15.967530,18.023041,0,0.000000,1,1,-5.731226,-1.946622,5.731226,0,6.681722,19.472929,0,0,0,14.027335,8.063640,17.445087,8.387849,15.971233,8.305044,15.218299,8.335824,14.512001,9.470525,15.678064,10.565943,14.648851,10.699412,15.824641,0,-0.01393,0.00324,-0.01947,-0.01262,0.00782,-0.01182,0.00517,0.00108,3.27750,0,0,5.731033,6.788754,6.256886,5.731033,14.027335,0.00015,0.09743,4.619606,4.036081,-0.711275,89.608704,5.789996,-1.057897
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.623062,47.694633,90.603050,51.790962,16.969637,0,0.000000,1,0,0,17.476595,-10.252997,0,0,15.988919,18.077164,0,0.000000,1,1,-5.729794,-2.057231,5.729794,0,6.437492,19.480019,0,0,0,14.016548,8.060938,17.437815,8.395377,15.999367,8.300903,15.231651,8.340006,14.526198,9.478623,15.689152,10.566673,14.651503,10.701750,15.827355,0,-0.01358,0.00373,-0.01968,-0.01320,0.00872,-0.01207,0.00610,0.00403,3.27727,0,0,5.729661,6.788236,6.255155,5.729661,14.016548,0.00015,0.09732,4.620374,4.034300,-0.713018,86.955788,5.788371,-1.046970
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.766724,47.998314,90.374146,51.365429,16.971907,0,0.000000,1,0,0,17.466162,-10.157242,0,0,16.010307,18.131283,0,0.000000,1,1,-5.728315,-2.167840,5.728315,0,6.193262,19.487108,0,0,0,14.005760,8.058235,17.430540,8.402906,16.027500,8.296763,15.245004,8.344189,14.540396,9.486722,15.700238,10.567404,14.654154,10.704087,15.830070,0,-0.01534,0.00327,-0.02045,-0.01422,0.00785,-0.01287,0.00035,0.00153,3.27704,0,0,5.728288,6.787718,6.253423,5.728288,14.005760,0.00015,0.09695,4.621142,4.032519,-0.714761,84.302872,5.786746,-1.036044
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.455215,48.335377,90.254616,50.745155,16.974861,0,0.000000,1,0,0,17.455957,-10.013767,0,0,16.031790,18.100645,0,0.000000,1,1,-5.726930,-2.239411,5.726930,0,5.903986,19.493336,0,0,0,13.995333,8.057338,17.418850,8.420280,16.058271,8.299212,15.268490,8.346145,14.557963,9.499612,15.715013,10.568374,14.657866,10.707472,15.831298,0,-0.01694,0.00408,-0.01968,-0.01395,0.00863,-0.01276,0.01084,0.00242,3.27719,0,0,5.726883,6.787189,6.252002,5.726883,13.995333,-0.00000,0.09690,4.622057,4.030873,-0.714876,81.160927,5.784385,-1.021152
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.359818,48.685677,90.178467,50.047638,16.978085,0,0.000000,1,0,0,17.445841,-9.851364,0,0,16.053307,18.036386,0,0.000000,1,1,-5.725568,-2.295499,5.725568,0,5.596844,19.499218,0,0,0,13.985046,8.057158,17.405407,8.441560,16.090090,8.304275,15.295996,8.347219,14.576867,9.514402,15.731249,10.569440,14.662001,10.711272,15.831937,0,-0.01899,0.00381,-0.02068,-0.01420,0.00868,-0.01283,0.00164,0.00321,3.27750,0,0,5.725465,6.786657,6.250704,5.725465,13.985046,0.00030,0.09706,4.623030,4.029281,-0.714344,77.825005,5.781732,-1.004687
0.020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.264420,49.035976,90.102318,49.350121,16.981310,0,0.000000,1,0,0,17.435724,-9.688962,0,0,16.074825,17.972126,0,0.000000,1,1,-5.724123,-2.351587,5.724123,0,5.289701,19.505102,0,0,0,13.974761,8.056976,17.391964,8.462838,16.121908,8.309337,15.323502,8.348292,14.595771,9.529192,15.747485,10.570506,14.666134,10.715073,15.832575,0,-0.01887,0.00331,-0.02045,-0.01335,0.00770,-0.01378,0.00746,0.00322,3.27721,0,0,5.724047,6.786124,6.249406,5.724047,13.974761,0.00030,0.09690,4.624004,4.027689,-0.713813,74.489082,5.779079,-0.988222
0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.169022,49.386276,90.026169,48.652603,16.984535,0,0.000000,1,0,0,17.425608,-9.526559,0,0,16.096344,17.907867,0,0.000000,1,1,-5.722658,-2.407675,5.722658,0,4.982558,19.510986,0,0,0,13.964475,8.056796,17.378521,8.484118,16.153725,8.314399,15.351007,8.349366,14.614675,9.543983,15.763721,10.571572,14.670267,10.718872,15.833214,0,-0.01687,0.00399,-0.01976,-0.01343,0.00712,-0.01165,0.00461,0.00214,3.27668,0,0,5.722629,6.785591,6.248108,5.722629,13.964475,0.00000,0.09653,4.624977,4.026096,-0.713282,71.153160,5.776427,-0.971757
0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.307419,50.088272,90.272972,47.969501,16.989841,0,0.000000,1,0,0,17.416138,-9.302843,0,0,16.118172,17.718063,0,0.000000,1,1,-5.720867,-2.391076,5.720867,0,4.651438,19.515678,0,0,0,13.954759,8.056123,17.366524,8.488469,16.171484,8.318717,15.381868,8.352316,14.648686,9.561278,15.780629,10.573642,14.673281,10.720642,15.835285,0,-0.01783,0.00331,-0.02036,-0.01414,0.00876,-0.01179,0.00595,0.00175,3.27679,0,0,5.720748,6.785151,6.246797,5.720748,13.954759,0.00015,0.09636,4.625570,4.024545,-0.715161,67.558647,5.772548,-0.956459
0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.538528,50.929764,90.647873,47.292118,16.995975,0,0.000000,1,0,0,17.406923,-9.054809,0,0,16.140121,17.478464,0,0.000000,1,1,-5.718993,-2.345644,5.718993,0,4.310807,19.519899,0,0,0,13.945269,8.055253,17.355103,8.486107,16.183668,8.322741,15.414061,8.356009,14.688691,9.579569,15.797804,10.576111,14.675851,10.721607,15.837925,0,-0.01591,0.00390,-0.02021,-0.01357,0.01048,-0.01268,-0.00046,-0.01387,3.27717,0,0,5.718685,6.784748,6.245480,5.718685,13.945269,0.00000,0.09638,4.626011,4.023009,-0.717996,63.861561,5.768182,-0.941624
0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.769638,51.771259,91.022774,46.614735,17.002108,0,0.000000,1,0,0,17.397711,-8.806774,0,0,16.162071,17.238863,0,0.000000,1,1,-5.716839,-2.300213,5.716839,0,3.970177,19.524118,0,0,0,13.935779,8.054384,17.343679,8.483744,16.195850,8.326763,15.446253,8.359703,14.728696,9.597859,15.814978,10.578579,14.678420,10.722571,15.840566,0,-0.01830,0.00271,-0.01936,-0.01411,0.00805,-0.01119,0.00565,0.00355,3.27755,0,0,5.716621,6.784344,6.244164,5.716621,13.935779,-0.00000,0.09642,4.626453,4.021474,-0.720831,60.164478,5.763817,-0.926788
0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.000748,52.612751,91.397675,45.937351,17.008242,0,0.000000,1,0,0,17.388496,-8.558740,0,0,16.184021,16.999262,0,0.000000,1,1,-5.714614,-2.254782,5.714614,0,3.629546,19.528339,0,0,0,13.926289,8.053515,17.332258,8.481381,16.208033,8.330786,15.478445,8.363397,14.768702,9.616150,15.832152,10.581048,14.680990,10.723536,15.843205,0,-0.01857,0.00384,-0.01963,-0.01370,0.00910,-0.01113,0.01410,0.00143,3.27793,0,0,5.714558,6.783940,6.242847,5.714558,13.926289,0.00015,0.09636,4.626895,4.019939,-0.723666,56.467396,5.759452,-0.911952
0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.488098,53.199951,91.896019,45.501751,17.013790,0,0.000000,1,0,0,17.378777,-8.190562,0,0,16.203960,16.640116,0,0.000000,1,1,-5.712225,-2.227023,5.712225,0,3.282393,19.531155,0,0,0,13.917142,8.050742,17.321131,8.480582,16.224232,8.332853,15.512028,8.359258,14.810705,9.632027,15.846586,10.584530,14.685158,10.726954,15.844133,0,-0.01734,0.00327,-0.02028,-0.01335,0.00876,-0.01177,0.00472,0.00272,3.27772,0,0,5.712187,6.783652,6.241541,5.712187,13.917142,0.00031,0.09611,4.627287,4.018386,-0.733069,52.698818,5.759475,-0.903347
0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.077087,53.686287,92.443329,45.162052,17.019110,0,0.000000,1,0,0,17.368858,-7.774730,0,0,16.223104,16.233553,0,0.000000,1,1,-5.709795,-2.206273,5.709795,0,2.932653,19.533411,0,0,0,13.908131,8.047215,17.310120,8.480404,16.242025,8.334146,15.546161,8.352011,14.853502,9.646947,15.859933,10.588413,14.689960,10.731345,15.844383,0,-0.01549,0.00387,-0.02081,-0.01271,0.01088,-0.01171,0.00549,0.00303,3.27726,0,0,5.709695,6.783411,6.240239,5.709695,13.908131,-0.00015,0.09609,4.627659,4.016825,-0.745078,48.901882,5.761238,-0.897213
0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.666061,54.172623,92.990639,44.822353,17.024427,0,0.000000,1,0,0,17.358938,-7.358898,0,0,16.242249,15.826990,0,0.000000,1,1,-5.707273,-2.185523,5.707273,0,2.582913,19.535669,0,0,0,13.899119,8.043687,17.299109,8.480225,16.259819,8.335439,15.580294,8.344765,14.896299,9.661866,15.873281,10.592297,14.694760,10.735737,15.844632,0,-0.01679,0.00265,-0.01946,-0.01369,0.00883,-0.01123,0.00410,0.00368,3.27713,0,0,5.707202,6.783168,6.238937,5.707202,13.899119,0.00015,0.09636,4.628031,4.015265,-0.757087,45.104946,5.763001,-0.891078
0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.255051,54.658958,93.537949,44.482655,17.029745,0,0.000000,1,0,0,17.349020,-6.943067,0,0,16.261393,15.420427,0,0.000000,1,1,-5.704728,-2.164773,5.704728,0,2.233172,19.537928,0,0,0,13.890108,8.040159,17.288097,8.480046,16.277613,8.336731,15.614427,8.337519,14.939096,9.676786,15.886627,10.596180,14.699562,10.740128,15.844882,0,-0.01699,0.00264,-0.01952,-0.01405,0.00838,-0.01130,0.00215,0.00233,3.27713,0,0,5.704710,6.782926,6.237636,5.704710,13.890108,-0.00000,0.09640,4.628403,4.013704,-0.769096,41.308014,5.764765,-0.884944
0.030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.600967,55.487564,94.003006,44.311653,17.035816,0,0.000000,1,0,0,17.338911,-6.388378,0,0,16.279398,14.913630,0,0.000000,1,1,-5.702136,-2.167392,5.702136,0,1.876640,19.539848,0,0,0,13.880645,8.040250,17.276491,8.481673,16.303274,8.343484,15.648406,8.340321,14.970120,9.688220,15.896551,10.601081,14.704549,10.745263,15.846371,0,-0.01737,0.00363,-0.02104,-0.01469,0.00721,-0.01241,0.00754,0.00272,3.27708,0,0,5.702109,6.782910,6.236364,5.702109,13.880645,0.00030,0.09612,4.628764,4.012419,-0.788868,37.437984,5.761165,-0.886220
0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.850479,56.451927,94.435448,44.207561,17.042187,0,0.000000,1,0,0,17.328728,-5.778613,0,0,16.296953,14.367075,0,0.000000,1,1,-5.699532,-2.179281,5.699532,0,1.517412,19.541636,0,0,0,13.871002,8.041776,17.264647,8.484015,16.332058,8.352403,15.682323,8.347107,14.996474,9.698271,15.905117,10.606384,14.709609,10.750692,15.848351,0,-0.01534,0.00385,-0.02199,-0.01399,0.00818,-0.01294,0.00445,0.00158,3.27700,0,0,5.699464,6.782983,6.235104,5.699464,13.871002,0.00015,0.09605,4.629121,4.011242,-0.811719,33.538963,5.755438,-0.890436
0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.099991,57.416294,94.867889,44.103470,17.048557,0,0.000000,1,0,0,17.318544,-5.168848,0,0,16.314510,13.820520,0,0.000000,1,1,-5.696867,-2.191170,5.696867,0,1.158185,19.543425,0,0,0,13.861360,8.043303,17.252804,8.486359,16.360842,8.361322,15.716241,8.353894,15.022829,9.708323,15.913683,10.611688,14.714669,10.756123,15.850332,0,-0.01733,0.00320,-0.01960,-0.01371,0.00730,-0.01204,0.00917,0.00146,3.27736,0,0,5.696819,6.783056,6.233844,5.696819,13.861360,0.00014,0.09627,4.629478,4.010066,-0.834570,29.639940,5.749711,-0.894653
0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.349503,58.380657,95.300331,43.999378,17.054928,0,0.000000,1,0,0,17.308359,-4.559082,0,0,16.332066,13.273966,0,0.000000,1,1,-5.694189,-2.203058,5.694189,0,0.798958,19.545212,0,0,0,13.851717,8.044828,17.240959,8.488701,16.389626,8.370241,15.750158,8.360682,15.049183,9.718373,15.922249,10.616991,14.719729,10.761553,15.852313,0,-0.01656,0.00413,-0.02077,-0.01367,0.00795,-0.01270,-0.00184,0.00294,3.27789,0,0,5.694174,6.783129,6.232584,5.694174,13.851717,0.00030,0.09639,4.629835,4.008890,-0.857422,25.740919,5.743983,-0.898869
0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.708832,59.543526,95.558647,43.966457,17.059332,0,0.000000,1,0,0,17.298189,-3.829899,0,0,16.347668,12.684285,0,0.000000,1,1,-5.691433,-2.189359,5.691433,0,1.060786,19.546097,0,0,0,13.842203,8.047430,17.231836,8.470344,16.408636,8.360827,15.780418,8.357495,15.073259,9.723303,15.929164,10.619413,14.722380,10.765890,15.854670,0,-0.01820,0.00427,-0.01973,-0.01297,0.00818,-0.01245,0.00702,0.00353,3.27772,0,0,5.691419,6.783145,6.231286,5.691419,13.842203,0.00030,0.09628,4.630399,4.008531,-0.855589,28.591831,5.741847,-0.910618
0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.111725,60.785133,95.747894,43.961773,17.062956,0,0.000000,1,0,0,17.288023,-3.053350,0,0,16.362495,12.077500,1,0.000000,1,1,-5.688658,-2.165509,5.688658,0,1.568956,19.546623,0,0,0,13.832742,8.050458,17.223793,8.443775,16.423771,8.344142,15.809228,8.350352,15.096434,9.726200,15.935424,10.620694,14.724073,10.769795,15.857175,0,-0.01963,0.00357,-0.02087,-0.01390,0.00887,-0.01238,0.00428,0.00258,3.27726,1,0,5.688619,6.783140,6.229974,5.688619,13.832742,0.00015,0.09612,4.631045,4.008498,-0.843965,34.120094,5.741136,-0.925357
0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.514618,62.026737,95.937141,43.957085,17.066578,0,0.000000,1,0,0,17.277857,-2.276801,0,0,16.377323,11.470715,0,2.592816,1,1,-3.093030,-2.141660,5.685846,0,2.077125,19.547152,0,0,0,13.823280,8.053486,17.215750,8.417208,16.438904,8.327457,15.838037,8.343210,15.119607,9.729098,15.941685,10.621975,14.725767,10.773700,15.859680,0,-0.01657,0.00379,-0.01919,-0.01313,0.00850,-0.01226,0.00483,0.00214,3.27670,0,0,5.685820,6.783134,6.228661,5.685820,13.823280,0.00015,0.09625,4.631691,4.008464,-0.832342,39.648354,5.740424,-0.940095
0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.917496,63.268345,96.126389,43.952400,17.070202,0,0.000000,1,0,0,17.267693,-1.500252,0,0,16.392151,10.863930,0,5.841959,1,1,0.158933,-2.117811,5.683026,0,2.585294,19.547678,0,0,0,13.813819,8.056513,17.207706,8.390639,16.454039,8.310772,15.866848,8.336067,15.142781,9.731996,15.947945,10.623256,14.727461,10.777604,15.862185,0,-0.01868,0.00410,-0.02156,-0.01388,0.00919,-0.01195,0.00326,0.00198,3.27609,0,0,5.683020,6.783129,6.227349,5.683020,13.813819,0.00000,0.09649,4.632338,4.008430,-0.820718,45.176617,5.739712,-0.954833
