"Time","v3 L COP","v1 xCoM","v2 R COP","37a CoMy (cm)","70 RDS cle","34 FRx (cm)","29 HRx (cm)","71 LDS cle","32 FLx (cm)","27 HLx (cm)","3 Platform","2 Trdml"
0.000,0.000000,6.875190,0.000000,6.781906,0,17.501116,10.988075,0,16.759678,13.193781,1.47442,0.09906
0.001,0.000000,6.885227,0.000000,6.824865,0,17.498047,10.981296,0,16.746922,13.186112,1.47926,0.09885
0.002,0.000000,6.895120,0.000000,6.867826,0,17.494980,10.974516,0,16.734163,13.178445,1.46985,0.09876
0.003,0.000000,6.904873,0.000000,6.910786,0,17.491911,10.967736,0,16.721405,13.170776,1.47883,0.09900
0.004,0.000000,6.914489,0.000000,6.975813,0,17.486851,10.960588,0,16.711075,13.162152,1.47818,0.09896
0.005,0.000000,6.923971,0.000000,7.071066,0,17.479065,10.952938,0,16.704071,13.152218,1.48191,0.09863
0.006,0.000000,6.933632,0.000000,7.166319,0,17.471277,10.945287,0,16.697065,13.142284,1.48237,0.09846
0.007,0.000000,6.943469,0.000000,7.261573,0,17.463491,10.937635,0,16.690062,13.132350,1.48239,0.09874
0.008,0.000000,6.953824,0.000000,7.370238,0,17.453152,10.929688,0,16.680897,13.122524,1.48200,0.09873
0.009,0.000000,6.964688,0.000000,7.497272,0,17.439320,10.921336,0,16.668776,13.112848,1.48138,0.09840
0.010,0.000000,6.975987,0.000000,7.624308,0,17.425486,10.912984,0,16.656654,13.103172,1.48555,0.09833
0.011,0.000000,6.987715,0.000000,7.751342,0,17.411652,10.904631,0,16.644533,13.093496,1.48362,0.09850
0.012,0.000000,6.999494,0.000000,7.874279,0,17.396900,10.895007,0,16.633743,13.085691,1.48439,0.09836
0.013,0.000000,7.011322,0.000000,7.991600,0,17.380894,10.883643,0,16.624779,13.080451,1.48121,0.09813
0.014,0.000000,7.022844,0.000000,8.108922,0,17.364887,10.872279,0,16.615812,13.075211,1.48287,0.09791
0.015,0.000000,7.034066,0.000000,8.226244,0,17.348881,10.860915,0,16.606846,13.069969,1.48270,0.09799
0.016,0.000000,7.044674,0.000000,8.305077,0,17.336676,10.849420,0,16.595848,13.061706,1.48401,0.09808
0.017,0.000000,7.054680,0.000000,8.331190,0,17.329681,10.837743,0,16.582069,13.049301,1.48580,0.09787
0.018,0.000000,7.063724,0.000000,8.357305,0,17.322685,10.826066,0,16.568291,13.036896,1.48195,0.09764
0.019,0.000000,7.071821,0.000000,8.383419,0,17.315691,10.814389,0,16.554512,13.024491,1.48331,0.09786
0.020,0.000000,7.078685,0.000000,8.354033,0,17.300381,10.802553,0,16.541594,13.014117,1.48393,0.09812
0.021,0.000000,7.084334,0.000000,8.248632,0,17.273680,10.790500,0,16.529854,13.006525,1.48268,0.09802
0.022,0.000000,7.088862,0.000000,8.143232,0,17.246979,10.778445,0,16.518112,12.998933,1.48202,0.09785
0.023,0.000000,7.092286,0.000000,8.037831,0,17.220278,10.766392,0,16.506372,12.991341,1.48198,0.09816
0.024,0.000000,7.094818,0.000000,7.883359,0,17.202927,10.756495,0,16.494659,12.984722,1.48325,0.09826
0.025,0.000000,7.096472,0.000000,7.661674,0,17.198378,10.749557,0,16.482986,12.979438,1.48346,0.09801
0.026,0.000000,7.097033,0.000000,7.439990,0,17.193830,10.742617,0,16.471312,12.974154,1.48405,0.09786
0.027,0.000000,7.096518,0.000000,7.218305,0,17.189281,10.735678,0,16.459639,12.968870,1.48423,0.09810
0.028,0.000000,7.094644,0.000000,6.969008,0,17.180471,10.726542,0,16.448465,12.963311,1.48143,0.09819
0.029,0.000000,7.091433,0.000000,6.681893,0,17.165821,10.714397,0,16.437981,12.957374,1.48513,0.09807
0.030,0.000000,7.087136,0.000000,6.394777,0,17.151173,10.702253,0,16.427496,12.951436,1.48423,0.09794
0.031,0.000000,7.081771,0.000000,6.107662,0,17.136522,10.690108,0,16.417011,12.945498,1.48235,0.09816
0.032,0.000000,7.075904,0.000000,5.823055,0,17.120039,10.679425,0,16.404631,12.938723,1.48303,0.09847
0.033,0.000000,7.069543,0.000000,5.541885,0,17.101042,10.670742,0,16.389654,12.930797,1.48404,0.09840
0.034,0.000000,7.063087,0.000000,5.260715,0,17.082045,10.662059,0,16.374678,12.922871,1.48122,0.09825
0.035,0.000000,7.056540,0.000000,4.979545,0,17.063049,10.653377,0,16.359701,12.914945,1.48464,0.09860
0.036,0.000000,7.050146,0.000000,4.718108,0,17.050798,10.644873,0,16.347744,12.902913,1.48315,0.09882
0.037,0.000000,7.043904,0.000000,4.483698,0,17.047789,10.636616,0,16.339928,12.885260,1.48288,0.09863
0.038,0.000000,7.038017,0.000000,4.249288,0,17.044781,10.628358,0,16.332109,12.867605,1.48258,0.09852
0.039,0.000000,7.032481,0.000000,4.014877,0,17.041771,10.620101,0,16.324291,12.849952,1.48389,0.09890
0.040,0.000000,7.027191,0.000000,3.811026,0,17.039999,10.612340,0,16.314856,12.833895,1.48419,0.09884
0.041,0.000000,7.022143,0.000000,3.649030,0,17.039921,10.605259,0,16.303202,12.820024,1.48411,0.09859
0.042,0.000000,7.017066,0.000000,3.487035,0,17.039843,10.598178,0,16.291548,12.806154,1.48535,0.09866
0.043,0.000000,7.011959,0.000000,3.325040,0,17.039766,10.591097,0,16.279894,12.792284,1.48362,0.09899
0.044,0.000000,7.006936,0.000000,3.174661,0,17.030663,10.582518,0,16.266907,12.777541,1.47977,0.09889
0.045,0.000000,7.001995,0.000000,3.040193,0,17.009195,10.571886,0,16.252089,12.761602,1.48684,0.09870
0.046,0.000000,6.997468,0.000000,2.905725,0,16.987730,10.561255,0,16.237272,12.745664,1.48336,0.09870
0.047,0.000000,6.993346,0.000000,2.771256,0,16.966263,10.550623,0,16.222454,12.729724,1.48278,0.09888
0.048,0.000000,6.989596,0.000000,2.641674,0,16.952990,10.539303,0,16.209524,12.718731,1.48307,0.09890
0.049,0.000000,6.986213,0.000000,2.518785,0,16.950937,10.527041,0,16.199179,12.714511,1.48444,0.09868
0.050,0.000000,6.982850,0.000000,2.395895,0,16.948883,10.514779,0,16.188833,12.710291,1.48576,0.09859
0.051,0.000000,6.979507,0.000000,2.273005,0,16.946831,10.502518,0,16.178488,12.706071,1.48024,0.09875
0.052,0.000000,6.975982,0.000000,2.142681,0,16.935600,10.491702,0,16.168419,12.696054,1.48347,0.09864
0.053,0.000000,6.972279,0.000000,2.002176,0,16.911802,10.482867,0,16.158731,12.678101,1.48265,0.09824
0.054,0.000000,6.968409,0.000000,1.861670,0,16.888002,10.474033,0,16.149042,12.660147,1.48398,0.09800
0.055,0.000000,6.964375,0.000000,1.721164,0,16.864202,10.465199,0,16.139355,12.642193,1.48262,0.09822
0.056,0.000000,6.960267,0.000000,1.585548,0,16.843018,10.453760,0,16.127508,12.621347,1.48372,0.09813
0.057,0.000000,6.956085,0.000000,1.456628,0,16.825411,10.438755,0,16.112707,12.596543,1.48223,0.09779
0.058,0.000000,6.952015,0.000000,1.327708,0,16.807804,10.423749,0,16.097906,12.571739,1.48157,0.09756
0.059,0.000000,6.948057,0.000000,1.198788,0,16.790197,10.408744,0,16.083105,12.546934,1.48548,0.09764
0.060,0.000000,6.944359,0.000000,1.075055,0,16.771437,10.396433,0,16.070482,12.525977,1.48365,0.09766
0.061,0.000000,6.940918,0.000000,0.958426,0,16.751097,10.387815,0,16.060843,12.510289,1.48083,0.09751
0.062,0.000000,6.937636,0.000000,0.841798,0,16.730757,10.379196,0,16.051203,12.494601,1.48230,0.09722
0.063,0.000000,6.934511,0.000000,0.725169,0,16.710419,10.370578,0,16.041563,12.478913,1.48321,0.09707
0.064,0.000000,6.931403,0.000000,0.631256,0,16.693911,10.361457,0,16.030327,12.464017,1.48297,0.09725
0.065,0.000000,6.928313,0.000000,0.568458,0,16.682653,10.351645,0,16.016903,12.450206,1.48268,0.09730
0.066,0.000000,6.925370,0.000000,0.505659,0,16.671394,10.341834,0,16.003481,12.436395,1.48330,0.09705
0.067,0.000000,6.922573,0.000000,0.442861,0,16.660137,10.332023,0,15.990057,12.422584,1.48407,0.09680
0.068,0.000000,6.920206,0.000000,0.400868,0,16.647898,10.322032,0,15.978936,12.410553,1.48207,0.09704
0.069,0.000000,6.918262,0.000000,0.387373,0,16.634317,10.311793,0,15.970969,12.400961,1.48335,0.09710
0.070,0.000000,6.916810,0.000000,0.373877,0,16.620735,10.301556,0,15.963001,12.391369,1.48515,0.09686
0.071,0.000000,6.915841,0.000000,0.360382,0,16.607155,10.291318,0,15.955033,12.381777,1.48401,0.09670
0.072,0.000000,6.915195,0.000000,0.360419,0,16.589005,10.279056,0,15.945341,12.372383,1.48267,0.09688
0.073,0.000000,6.914869,0.000000,0.378990,0,16.564598,10.264022,0,15.933288,12.363261,1.48386,0.09707
0.074,0.000000,6.914795,0.000000,0.397562,0,16.540190,10.248988,0,15.921234,12.354138,1.48180,0.09708
0.075,0.000000,6.914968,0.000000,0.416134,0,16.515783,10.233954,0,15.909181,12.345016,1.48186,0.09693
0.076,0.000000,6.915363,0.000000,0.434176,0,16.498137,10.219791,0,15.899990,12.330560,1.48189,0.09700
0.077,0.000000,6.915974,0.000000,0.451491,0,16.489748,10.206821,0,15.894720,12.308797,1.48333,0.09737
0.078,0.000000,6.916569,0.000000,0.468806,0,16.481358,10.193851,0,15.889451,12.287034,1.48354,0.09747
0.079,0.000000,6.917147,0.000000,0.486121,0,16.472969,10.180882,0,15.884181,12.265271,1.48391,0.09732
0.080,0.000000,6.917475,0.000000,0.488151,0,16.466045,10.169992,0,15.874545,12.249956,1.47952,0.09749
0.081,0.000000,6.917558,0.000000,0.469247,0,16.461128,10.161954,0,15.858931,12.243471,1.48224,0.09795
0.082,0.000000,6.917431,0.000000,0.450342,0,16.456211,10.153915,0,15.843316,12.236987,1.48132,0.09802
0.083,0.000000,6.917100,0.000000,0.431438,0,16.451294,10.145877,0,15.827702,12.230502,1.48287,0.09798
0.084,0.000000,6.916625,0.000000,0.398204,0,16.442316,10.136667,0,15.813599,12.225194,1.48167,0.09848
0.085,0.000000,6.916008,0.000000,0.345345,0,16.427773,10.125854,0,15.801565,12.221497,1.48004,0.09868
0.086,0.000000,6.915113,0.000000,0.292485,0,16.413231,10.115040,0,15.789533,12.217800,1.48443,0.09845
0.087,0.000000,6.913945,0.000000,0.239626,0,16.398689,10.104226,0,15.777500,12.214103,1.48344,0.09849
0.088,0.000000,6.912478,0.000000,0.180688,0,16.387802,10.091963,0,15.766543,12.208445,1.48314,0.09888
0.089,0.000000,6.910717,0.000000,0.113424,0,16.381924,10.077714,0,15.757060,12.200101,1.48280,0.09890
0.090,0.000000,6.908902,0.000000,0.046160,0,16.376043,10.063466,0,15.747577,12.191756,1.48393,0.09886
0.091,0.000000,6.907034,0.000000,-0.021104,0,16.370165,10.049217,0,15.738093,12.183413,1.48312,0.09906
0.092,0.000000,6.905310,0.000000,-0.074441,0,16.358479,10.033682,0,15.728333,12.172859,1.48339,0.09931
0.093,0.000000,6.903726,0.000000,-0.108704,0,16.338839,10.016383,0,15.718190,12.159280,1.48235,0.09936
0.094,0.000000,6.902324,0.000000,-0.142966,0,16.319201,9.999085,0,15.708047,12.145700,1.48384,0.09939
0.095,0.000000,6.901101,0.000000,-0.177229,0,16.299561,9.981787,0,15.697905,12.132120,1.48220,0.09975
0.096,0.000000,6.900180,0.000000,-0.192534,0,16.280344,9.970470,0,15.686848,12.121304,1.48096,0.09999
0.097,0.000000,6.899556,0.000000,-0.181872,0,16.261707,9.967348,0,15.674539,12.114269,1.47992,0.09994
0.098,0.000000,6.899396,0.000000,-0.171210,0,16.243069,9.964226,0,15.662229,12.107236,1.48127,0.10005
0.099,0.000000,6.899694,0.000000,-0.160548,0,16.224432,9.961103,0,15.649920,12.100203,1.48239,0.10039
0.100,0.000000,6.900409,0.000000,-0.129839,0,16.213976,9.956230,0,15.638121,12.090460,1.48318,0.10038
0.101,0.000000,6.901534,0.000000,-0.071669,0,16.214727,9.948958,0,15.627022,12.077008,1.48098,0.10023
0.102,0.000000,6.902934,0.000000,-0.013500,0,16.215477,9.941687,0,15.615923,12.063556,1.48270,0.10056
0.103,0.000000,6.904604,0.000000,0.044669,0,16.216228,9.934414,0,15.604825,12.050104,1.48136,0.10069
0.104,0.000000,6.906541,0.000000,0.108948,0,16.211195,9.925796,0,15.592171,12.038795,1.48241,0.10052
0.105,0.000000,6.908741,0.000000,0.181596,0,16.198240,9.915333,0,15.577388,12.030421,1.48459,0.10062
0.106,0.000000,6.911242,0.000000,0.254244,0,16.185287,9.904869,0,15.562605,12.022047,1.48141,0.10089
0.107,0.000000,6.914039,0.000000,0.326893,0,16.172333,9.894406,0,15.547822,12.013673,1.48234,0.10073
0.108,0.000000,6.917047,0.000000,0.395839,0,16.163010,9.883284,0,15.533092,12.003756,1.48149,0.10052
0.109,0.000000,6.920262,0.000000,0.459715,0,16.158657,9.871260,0,15.518436,11.991725,1.48582,0.10088
0.110,0.000000,6.923472,0.000000,0.523592,0,16.154305,9.859235,0,15.503781,11.979694,1.48459,0.10088
0.111,0.000000,6.926677,0.000000,0.587468,0,16.149952,9.847211,0,15.489125,11.967664,1.48398,0.10062
0.112,0.000000,6.929636,0.000000,0.640641,0,16.145197,9.839245,0,15.477762,11.957747,1.48299,0.10065
0.113,0.000000,6.932353,0.000000,0.679153,0,16.139891,9.836837,0,15.470908,11.950729,1.48181,0.10077
0.114,0.000000,6.934702,0.000000,0.717665,0,16.134586,9.834430,0,15.464055,11.943710,1.48782,0.10045
0.115,0.000000,6.936689,0.000000,0.756177,0,16.129280,9.832022,0,15.457201,11.936692,1.48271,0.10018
0.116,0.000000,6.938360,0.000000,0.780443,0,16.120205,9.834863,0,15.447515,11.929464,1.48309,0.10022
0.117,0.000000,6.939720,0.000000,0.785196,0,16.105965,9.844893,0,15.433950,11.921949,1.48152,0.10020
0.118,0.000000,6.940826,0.000000,0.789950,0,16.091726,9.854922,0,15.420385,11.914435,1.48376,0.10004
0.119,0.000000,6.941682,0.000000,0.794703,0,16.077488,9.864951,0,15.406820,11.906920,1.48337,0.09975
0.120,0.000000,6.942206,0.000000,0.787398,0,16.060877,9.885509,0,15.395252,11.896264,1.48369,0.09978
0.121,0.000000,6.942405,0.000000,0.763576,0,16.041019,9.920484,0,15.386418,11.881304,1.48287,0.09997
0.122,0.000000,6.942191,0.000000,0.739754,0,16.021162,9.955460,0,15.377584,11.866344,1.48265,0.09973
0.123,0.000000,6.941571,0.000000,0.715932,0,16.001305,9.990435,0,15.368751,11.851384,1.48304,0.09941
0.124,0.000000,6.940579,0.000000,0.677532,0,15.989118,10.040253,0,15.360303,11.839521,1.48127,0.09952
0.125,0.000000,6.939223,0.000000,0.619167,0,15.987440,10.110401,0,15.352386,11.831903,1.48403,0.09962
0.126,0.000000,6.937508,0.000000,0.560802,0,15.985762,10.180549,0,15.344467,11.824283,1.48187,0.09933
0.127,0.000000,6.935440,0.000000,0.502436,0,15.984084,10.250696,0,15.336550,11.816664,1.48408,0.09898
0.128,0.000000,6.932975,0.000000,0.432273,0,15.976110,10.321984,0,15.327734,11.807737,1.48255,0.09922
0.129,0.000000,6.930119,0.000000,0.345951,0,15.959510,10.394835,0,15.317689,11.797021,1.48401,0.09926
0.130,0.000000,6.926971,0.000000,0.259628,0,15.942910,10.467685,0,15.307643,11.786304,1.48419,0.09892
0.131,0.000000,6.923538,0.000000,0.173306,0,15.926311,10.540535,0,15.297598,11.775588,1.48185,0.09879
0.132,0.000000,6.919972,0.000000,0.077351,0,15.914198,10.612097,0,15.287947,11.765279,1.48419,0.09905
0.133,0.000000,6.916275,0.000000,-0.031798,0,15.908230,10.681893,0,15.278836,11.755527,1.48036,0.09911
0.134,0.000000,6.912446,0.000000,-0.140946,0,15.902263,10.751691,0,15.269725,11.745774,1.48211,0.09896
0.135,0.000000,6.908489,0.000000,-0.250095,0,15.896295,10.821487,0,15.260614,11.736022,1.48591,0.09888
0.136,0.000000,6.904376,0.000000,-0.356916,0,15.890184,10.881215,0,15.251805,11.727417,1.48454,0.09908
0.137,0.000000,6.900110,0.000000,-0.460548,0,15.883880,10.927151,0,15.243408,11.720383,1.47841,0.09917
0.138,0.000000,6.895837,0.000000,-0.564181,0,15.877575,10.973086,0,15.235012,11.713349,1.48138,0.09907
0.139,0.000000,6.891557,0.000000,-0.667813,0,15.871270,11.019022,0,15.226616,11.706315,1.48467,0.09900
0.140,0.000000,6.887463,0.000000,-0.756098,0,15.865344,11.061807,0,15.220521,11.695367,1.48589,0.09933
0.141,0.000000,6.883553,0.000000,-0.823362,0,15.859937,11.100274,0,15.217580,11.679056,1.48371,0.09937
0.142,0.000000,6.879895,0.000000,-0.890626,0,15.854529,11.138741,0,15.214639,11.662745,1.48323,0.09921
0.143,0.000000,6.876485,0.000000,-0.957890,0,15.849121,11.177209,0,15.211698,11.646435,1.48283,0.09941
0.144,0.000000,6.873418,0.000000,-1.005077,0,15.839143,11.215466,0,15.209393,11.618531,1.48372,0.09972
0.145,0.000000,6.870688,0.000000,-1.024767,0,15.822905,11.253433,0,15.207958,11.574747,1.48191,0.09965
0.146,0.000000,6.868473,0.000000,-1.044456,0,15.806665,11.291402,0,15.206525,11.530963,1.48519,0.09952
0.147,0.000000,6.866764,0.000000,-1.064146,0,15.790426,11.329370,0,15.205091,11.487179,1.48014,0.09985
0.148,0.000000,6.865616,0.000000,-1.055699,0,15.775072,11.360407,0,15.203772,11.459715,1.48463,0.09987
0.149,0.000000,6.865021,0.000000,-1.008716,0,15.760931,11.381949,0,15.202609,11.454604,1.48385,0.09966
0.150,0.000000,6.864893,0.000000,-0.961732,0,15.746789,11.403493,0,15.201447,11.449494,1.48370,0.09984
0.151,0.000000,6.865225,0.000000,-0.914749,0,15.732647,11.425035,0,15.200284,11.444384,1.48334,0.10014
0.152,0.000000,6.865981,0.000000,-0.854753,0,15.721771,11.445685,0,15.201653,11.437737,1.48389,0.10001
0.153,0.000000,6.867152,0.000000,-0.776934,0,15.715368,11.465112,0,15.206490,11.428984,1.48238,0.09998
0.154,0.000000,6.868693,0.000000,-0.699115,0,15.708965,11.484538,0,15.211327,11.420231,1.48288,0.10033
0.155,0.000000,6.870596,0.000000,-0.621297,0,15.702563,11.503964,0,15.216164,11.411478,1.48214,0.10034
0.156,0.000000,6.872640,0.000000,-0.542160,0,15.695795,11.526793,0,15.222352,11.400554,1.48319,0.10029
0.157,0.000000,6.874821,0.000000,-0.461220,0,15.688527,11.554280,0,15.230393,11.386655,1.48185,0.10041
0.158,0.000000,6.876945,0.000000,-0.380279,0,15.681260,11.581768,0,15.238435,11.372756,1.48245,0.10063
0.159,0.000000,6.879013,0.000000,-0.299338,0,15.673992,11.609256,0,15.246475,11.358857,1.48116,0.10054
0.160,0.000000,6.881017,0.000000,-0.233173,0,15.665675,11.627004,0,15.256937,11.334565,1.48491,0.10036
0.161,0.000000,6.882958,0.000000,-0.187245,0,15.655920,11.631411,0,15.270714,11.296039,1.48652,0.10054
0.162,0.000000,6.884733,0.000000,-0.141318,0,15.646166,11.635817,0,15.284491,11.257511,1.48502,0.10067
0.163,0.000000,6.886343,0.000000,-0.095390,0,15.636412,11.640224,0,15.298267,11.218985,1.48378,0.10048
0.164,0.000000,6.887496,0.000000,-0.069273,0,15.627452,11.644481,0,15.313165,11.206683,1.48270,0.10035
0.165,0.000000,6.888200,0.000000,-0.070291,0,15.619581,11.648533,0,15.329597,11.230301,1.47750,0.10059
0.166,0.000000,6.888251,0.000000,-0.071310,0,15.611711,11.652585,0,15.346027,11.253919,1.48522,0.10056
0.167,0.000000,6.887658,0.000000,-0.072328,0,15.603840,11.656637,0,15.362459,11.277537,1.48452,0.10030
0.168,0.000000,6.886364,0.000000,-0.096365,0,15.593447,11.651173,0,15.378757,11.282017,1.48315,0.10036
0.169,0.000000,6.884381,0.000000,-0.151932,0,15.579599,11.632673,0,15.394872,11.260284,1.48386,0.10050
0.170,0.000000,6.881714,0.000000,-0.207498,0,15.565752,11.614175,0,15.410986,11.238552,1.48273,0.10030
0.171,0.000000,6.878376,0.000000,-0.263065,0,15.551905,11.595675,0,15.427100,11.216820,1.48374,0.10011
0.172,0.000000,6.874482,0.000000,-0.341433,0,15.537689,11.578501,0,15.448169,11.197918,1.48307,0.10038
0.173,0.000000,6.870039,0.000000,-0.451034,0,15.522971,11.563140,0,15.476022,11.182895,1.48145,0.10033
0.174,0.000000,6.865197,0.000000,-0.560635,0,15.508252,11.547779,0,15.503874,11.167871,1.48668,0.09994
0.175,0.000000,6.859962,0.000000,-0.670235,0,15.493534,11.532418,0,15.531727,11.152847,1.48292,0.09981
0.176,0.000000,6.854303,0.000000,-0.800365,0,15.482704,11.519954,0,15.564730,11.145734,1.48140,0.09996
0.177,0.000000,6.848227,0.000000,-0.958613,0,15.477201,11.511456,0,15.604788,11.149456,1.48182,0.09987
0.178,0.000000,6.841641,0.000000,-1.116861,0,15.471699,11.502957,0,15.644845,11.153178,1.48274,0.09968
0.179,0.000000,6.834552,0.000000,-1.275108,0,15.466196,11.494459,0,15.684902,11.156900,1.48046,0.09951
0.180,0.000000,6.827137,0.000000,-1.442334,0,15.458910,11.484173,0,15.731081,11.192864,1.49363,0.09960
0.181,0.000000,6.819401,0.000000,-1.621855,0,15.449180,11.471435,0,15.785644,11.272987,1.48297,0.09965
0.182,0.000000,6.811725,0.000000,-1.801377,0,15.439450,11.458697,0,15.840206,11.353111,1.48284,0.09948
0.183,0.000000,6.804107,0.000000,-1.980899,0,15.429720,11.445959,0,15.894770,11.433235,1.48217,0.09945
0.184,0.000000,6.796821,0.000000,-2.139648,0,15.420671,11.431618,0,15.938777,11.432946,1.48417,0.09973
0.185,0.000000,6.789860,0.000000,-2.269947,0,15.412555,11.415080,0,15.968326,11.322519,1.48440,0.09968
0.186,0.000000,6.783344,0.000000,-2.400245,0,15.404439,11.398542,0,15.997875,11.212092,1.48388,0.09944
0.187,0.000000,6.777266,0.000000,-2.530543,0,15.396323,11.382005,0,16.027424,11.101665,1.48328,0.09954
0.188,0.000000,6.771708,0.000000,-2.620115,0,15.389088,11.369418,0,16.053579,11.031226,1.48221,0.09972
0.189,0.000000,6.766660,0.000000,-2.653906,0,15.383059,11.362245,0,16.075081,11.015558,1.48575,0.09956
0.190,0.000000,6.762274,0.000000,-2.687697,0,15.377030,11.355070,0,16.096584,10.999889,1.48425,0.09935
0.191,0.000000,6.758540,0.000000,-2.721488,0,15.371001,11.347896,0,16.118088,10.984221,1.48433,0.09967
0.192,0.000000,6.755723,0.000000,-2.702964,0,15.363049,11.340025,0,16.139112,10.967278,1.48316,0.09978
0.193,0.000000,6.753809,0.000000,-2.612787,0,15.352462,11.331200,0,16.159481,10.948589,1.48746,0.09951
0.194,0.000000,6.753079,0.000000,-2.522611,0,15.341874,11.322374,0,16.179852,10.929899,1.48174,0.09956
0.195,0.000000,6.753512,0.000000,-2.432434,0,15.331287,11.313549,0,16.200220,10.911210,1.48173,0.09984
0.196,0.000000,6.755230,0.000000,-2.299441,0,15.319538,11.302286,0,16.216257,10.898356,1.48236,0.09975
0.197,0.000000,6.758213,0.000000,-2.107805,0,15.306198,11.287685,0,16.226358,10.893495,1.48372,0.09960
0.198,0.000000,6.762242,0.000000,-1.916168,0,15.292858,11.273085,0,16.236460,10.888633,1.48396,0.09971
0.199,0.000000,6.767301,0.000000,-1.724532,0,15.279518,11.258484,0,16.246561,10.883771,1.48374,0.09984
0.200,0.000000,6.772938,0.000000,-1.520147,0,15.267902,11.244400,0,16.258642,10.879710,1.48382,0.09973
0.201,0.000000,6.779144,0.000000,-1.298301,0,15.258648,11.231024,0,16.273438,10.876746,1.48177,0.09955
0.202,0.000000,6.785516,0.000000,-1.076455,0,15.249393,11.217649,0,16.288231,10.873781,1.48517,0.09971
0.203,0.000000,6.792052,0.000000,-0.854609,0,15.240139,11.204272,0,16.303026,10.870817,1.48333,0.09990
0.204,0.000000,6.798480,0.000000,-0.653034,0,15.228831,11.191407,0,16.324993,10.863689,1.48292,0.09977
0.205,0.000000,6.804800,0.000000,-0.479225,0,15.214712,11.179243,0,16.356787,10.850859,1.48270,0.09970
0.206,0.000000,6.810935,0.000000,-0.305415,0,15.200592,11.167079,0,16.388578,10.838029,1.48318,0.10000
0.207,0.000000,6.816888,0.000000,-0.131605,0,15.186473,11.154915,0,16.420372,10.825198,1.48240,0.09998
0.208,0.000000,6.822665,0.000000,0.001107,0,15.171757,11.145195,0,16.440897,10.809517,1.48300,0.09972
0.209,0.000000,6.828269,0.000000,0.077530,0,15.156223,11.138821,0,16.445990,10.789932,1.48400,0.09964
0.210,0.000000,6.833475,0.000000,0.153953,0,15.140690,11.132447,0,16.451084,10.770347,1.48229,0.09987
0.211,0.000000,6.838290,0.000000,0.230376,0,15.125156,11.126073,0,16.456177,10.750761,1.48434,0.09974
0.212,0.000000,6.842320,0.000000,0.271363,0,15.111176,11.118677,0,16.463774,10.725903,1.48335,0.09934
0.213,0.000000,6.845579,0.000000,0.263813,0,15.099323,11.109881,0,16.474798,10.693821,1.48261,0.09938
0.214,0.000000,6.847837,0.000000,0.256263,0,15.087471,11.101086,0,16.485823,10.661739,1.48417,0.09956
0.215,0.000000,6.849113,0.000000,0.248713,0,15.075618,11.092290,0,16.496845,10.629658,1.48029,0.09935
0.216,0.000000,6.849572,0.000000,0.225069,0,15.057848,11.078532,0,16.506472,10.607807,1.48528,0.09908
0.217,0.000000,6.849226,0.000000,0.179382,0,15.031974,11.057980,0,16.514179,10.599971,1.48202,0.09901
0.218,0.000000,6.848532,0.000000,0.133695,0,15.006101,11.037426,0,16.521889,10.592134,1.48003,0.09906
0.219,0.000000,6.847494,0.000000,0.088008,0,14.980227,11.016873,0,16.529598,10.584297,1.48224,0.09901
0.220,0.000000,6.846551,0.000000,0.050704,0,14.958266,11.002012,0,16.540272,10.574530,1.48391,0.09868
0.221,0.000000,6.845701,0.000000,0.024880,0,14.941664,10.994947,0,16.555006,10.562119,1.48460,0.09858
0.222,0.000000,6.845180,0.000000,-0.000944,0,14.925062,10.987883,0,16.569738,10.549706,1.48237,0.09873
0.223,0.000000,6.844983,0.000000,-0.026767,0,14.908461,10.980818,0,16.584473,10.537295,1.48129,0.09868
0.224,0.000000,6.845057,0.000000,-0.033029,0,14.891280,10.969911,0,16.596836,10.522424,1.48262,0.09838
0.225,0.000000,6.845399,0.000000,-0.012498,0,14.873308,10.953741,0,16.605951,10.504182,1.48207,0.09820
0.226,0.000000,6.845813,0.000000,0.008033,0,14.855336,10.937572,0,16.615068,10.485939,1.48058,0.09848
0.227,0.000000,6.846297,0.000000,0.028565,0,14.837364,10.921403,0,16.624184,10.467697,1.48257,0.09840
0.228,0.000000,6.846855,0.000000,0.063180,0,14.823389,10.907954,0,16.636520,10.446541,1.48234,0.09803
0.229,0.000000,6.847485,0.000000,0.117085,0,14.814890,10.898233,0,16.653269,10.421393,1.48457,0.09802
0.230,0.000000,6.848399,0.000000,0.170990,0,14.806392,10.888513,0,16.670017,10.396246,1.48461,0.09831
0.231,0.000000,6.849593,0.000000,0.224895,0,14.797893,10.878792,0,16.686766,10.371099,1.48375,0.09830
0.232,0.000000,6.851183,0.000000,0.274229,0,14.788048,10.867853,0,16.700594,10.354198,1.48339,0.09817
0.233,0.000000,6.853166,0.000000,0.317303,0,14.776359,10.855248,0,16.710423,10.348594,1.48069,0.09808
0.234,0.000000,6.855404,0.000000,0.360378,0,14.764670,10.842644,0,16.720251,10.342988,1.48323,0.09825
0.235,0.000000,6.857895,0.000000,0.403452,0,14.752981,10.830039,0,16.730080,10.337383,1.48339,0.09832
0.236,0.000000,6.860361,0.000000,0.437970,0,14.743261,10.820895,0,16.740501,10.326949,1.48508,0.09809
