"Time","46 sw offset","45 sw onset","34 FRx (cm)","29 HRx (cm)","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
4.96,0,0,18.986230,13.225819,0.00151,0.00072,0.00064,0.00097,0.00228,0.00107,0.00085,0.00059,1.48445,0.09545,3.27713
4.97,0,0,19.028834,13.064247,0.00193,0.00079,0.00075,0.00090,0.00184,0.00093,0.00076,0.00054,1.48499,0.09493,3.27700
4.98,0,0,19.090751,12.967235,0.00175,0.00078,0.00070,0.00081,0.00129,0.00102,0.00069,0.00055,1.48398,0.09563,3.27759
4.99,0,0,19.169785,12.906536,0.00199,0.00092,0.00056,0.00078,0.00090,0.00099,0.00072,0.00059,1.48226,0.09679,3.27744
5.00,0,0,19.327560,12.744364,0.00191,0.00095,0.00059,0.00070,0.00106,0.00080,0.00068,0.00056,1.48390,0.09678,3.27713
5.01,0,0,19.303471,12.653148,0.00155,0.00074,0.00065,0.00073,0.00167,0.00081,0.00071,0.00051,1.48322,0.09631,3.27772
5.02,0,0,19.127510,12.553604,0.00131,0.00060,0.00068,0.00078,0.00216,0.00091,0.00078,0.00053,1.48257,0.09547,3.27687
5.03,0,0,19.044932,12.484694,0.00149,0.00068,0.00066,0.00087,0.00193,0.00104,0.00080,0.00059,1.48277,0.09445,3.27724
5.04,0,0,18.911904,12.368374,0.00182,0.00102,0.00064,0.00082,0.00148,0.00103,0.00078,0.00065,1.48587,0.09460,3.27816
5.05,0,0,18.815337,12.265132,0.00163,0.00123,0.00055,0.00070,0.00140,0.00085,0.00077,0.00067,1.48788,0.09551,3.27759
5.06,0,0,18.701773,12.180084,0.00147,0.00103,0.00058,0.00064,0.00148,0.00081,0.00074,0.00065,1.48328,0.09601,3.27766
5.07,0,0,18.634525,12.062586,0.00189,0.00137,0.00063,0.00062,0.00128,0.00087,0.00063,0.00063,1.48411,0.09597,3.27693
5.08,0,0,18.545574,12.004238,0.00230,0.00210,0.00063,0.00062,0.00113,0.00075,0.00062,0.00059,1.48480,0.09629,3.27705
5.09,0,0,18.461440,11.909885,0.00194,0.00152,0.00057,0.00060,0.00164,0.00087,0.00070,0.00085,1.48467,0.09683,3.27735
5.10,0,0,18.335267,11.796490,0.00149,0.00091,0.00057,0.00061,0.00158,0.00091,0.00067,0.00082,1.48428,0.09685,3.27667
5.11,0,0,18.246804,11.707385,0.00163,0.00250,0.00063,0.00058,0.00082,0.00072,0.00066,0.00056,1.48493,0.09681,3.27737
5.12,0,0,18.054310,11.643015,0.00150,0.00329,0.00059,0.00058,0.00057,0.00067,0.00078,0.00062,1.48374,0.09696,3.27638
5.13,0,0,17.901469,11.592390,0.00115,0.00280,0.00063,0.00061,0.00069,0.00069,0.00091,0.00095,1.48300,0.09605,3.27790
5.14,0,0,17.800773,11.548516,0.00167,0.00536,0.00075,0.00061,0.00086,0.00111,0.00104,0.00103,1.48361,0.09517,3.27700
5.15,0,1,17.705644,11.509934,0.00363,0.00916,0.00226,0.00086,0.00094,0.00159,0.00165,0.00097,1.48352,0.09476,3.27656
5.16,0,0,17.594667,11.668704,0.00463,0.01098,0.00391,0.00107,0.00090,0.00150,0.00197,0.00147,1.48400,0.09521,3.27811
5.17,0,0,17.480970,12.106447,0.00438,0.00971,0.00412,0.00091,0.00081,0.00109,0.00181,0.00158,1.48459,0.09528,3.27717
5.18,0,0,17.421461,12.554530,0.00400,0.00754,0.00417,0.00080,0.00087,0.00081,0.00203,0.00150,1.48450,0.09527,3.27727
5.19,0,0,17.267138,12.793333,0.00361,0.00701,0.00461,0.00090,0.00099,0.00086,0.00242,0.00152,1.48350,0.09538,3.27678
5.20,0,0,17.176133,12.912080,0.00430,0.00705,0.00435,0.00096,0.00093,0.00110,0.00280,0.00147,1.48286,0.09592,3.27726
5.21,0,0,17.020976,13.054099,0.00338,0.00600,0.00350,0.00092,0.00099,0.00104,0.00257,0.00182,1.48301,0.09646,3.27746
5.22,0,0,16.917110,13.195546,0.00220,0.00358,0.00393,0.00077,0.00098,0.00089,0.00369,0.00191,1.48307,0.09632,3.27722
5.23,0,0,16.820055,13.247369,0.00182,0.00260,0.00420,0.00067,0.00091,0.00080,0.00478,0.00205,1.48260,0.09563,3.27676
5.24,0,0,16.714718,13.318078,0.00150,0.00228,0.00291,0.00055,0.00081,0.00068,0.00468,0.00187,1.48474,0.09560,3.27752
5.25,0,0,16.614140,13.394002,0.00150,0.00201,0.00276,0.00053,0.00081,0.00068,0.00571,0.00191,1.48369,0.09584,3.27684
5.26,0,0,16.505685,13.468810,0.00123,0.00157,0.00356,0.00057,0.00088,0.00062,0.00726,0.00234,1.48294,0.09629,3.27591
5.27,0,0,16.374488,13.547639,0.00102,0.00097,0.00264,0.00071,0.00118,0.00064,0.00872,0.00243,1.48495,0.09651,3.27728
5.28,0,0,16.257904,13.699798,0.00084,0.00112,0.00209,0.00068,0.00120,0.00068,0.00876,0.00260,1.48389,0.07928,3.27689
5.29,0,0,16.144383,13.847828,0.00076,0.00080,0.00207,0.00051,0.00108,0.00063,0.01168,0.00249,1.48405,0.09904,3.27803
5.30,0,0,16.031996,13.936815,0.00065,0.00070,0.00162,0.00052,0.00122,0.00062,0.01476,0.00234,1.48235,0.10175,3.27687
5.31,0,0,15.936154,14.092760,0.00065,0.00061,0.00168,0.00053,0.00146,0.00065,0.01838,0.00238,1.48312,0.09772,3.27788
5.32,0,0,15.842208,14.336855,0.00064,0.00064,0.00152,0.00057,0.00177,0.00065,0.01982,0.00242,1.48284,0.09453,3.27737
5.33,0,0,15.736471,14.530878,0.00064,0.00064,0.00095,0.00057,0.00210,0.00066,0.01530,0.00259,1.48381,0.09508,3.27654
5.34,0,0,15.649047,14.705035,0.00074,0.00059,0.00079,0.00080,0.00171,0.00068,0.01015,0.00196,1.48310,0.09590,3.27671
5.35,1,0,15.571648,14.863069,0.00121,0.00063,0.00079,0.00111,0.00085,0.00091,0.00391,0.00088,1.48241,0.09651,3.27717
5.36,0,0,15.484305,14.749409,0.00265,0.00080,0.00074,0.00109,0.00062,0.00098,0.00114,0.00073,1.48361,0.09588,3.27704
5.37,0,0,15.403230,14.663255,0.00301,0.00084,0.00073,0.00107,0.00058,0.00109,0.00102,0.00067,1.48373,0.09582,3.27735
5.38,0,0,15.561082,14.557738,0.00294,0.00073,0.00068,0.00105,0.00064,0.00110,0.00080,0.00055,1.48423,0.09620,3.27687
5.39,0,0,16.203298,14.415784,0.00361,0.00071,0.00074,0.00091,0.00064,0.00094,0.00093,0.00055,1.48458,0.09701,3.27737
5.40,0,0,16.752673,14.300902,0.00319,0.00068,0.00071,0.00084,0.00059,0.00108,0.00095,0.00052,1.48294,0.09649,3.27789
5.41,0,0,17.210887,14.211206,0.00299,0.00062,0.00071,0.00083,0.00066,0.00107,0.00091,0.00053,1.48544,0.09586,3.27680
5.42,0,0,17.520990,14.042667,0.00307,0.00067,0.00072,0.00078,0.00071,0.00104,0.00087,0.00053,1.48479,0.09531,3.27667
5.43,0,0,17.900178,13.912246,0.00246,0.00073,0.00058,0.00079,0.00126,0.00100,0.00087,0.00055,1.48277,0.09539,3.27695
5.44,0,0,18.290493,13.725448,0.00273,0.00067,0.00066,0.00073,0.00157,0.00090,0.00081,0.00059,1.48307,0.09545,3.27783
5.45,0,0,18.641889,13.626646,0.00229,0.00070,0.00075,0.00071,0.00160,0.00113,0.00077,0.00064,1.48316,0.09584,3.27676
5.46,0,0,18.819306,13.480969,0.00121,0.00071,0.00065,0.00097,0.00180,0.00116,0.00084,0.00057,1.48345,0.09616,3.27673
5.47,0,0,19.002693,13.413665,0.00131,0.00065,0.00065,0.00099,0.00145,0.00090,0.00066,0.00052,1.48539,0.09648,3.27728
5.48,0,0,19.183156,13.329400,0.00135,0.00061,0.00065,0.00090,0.00107,0.00075,0.00060,0.00059,1.48373,0.09651,3.27669
5.49,0,0,19.421386,13.256642,0.00155,0.00062,0.00064,0.00097,0.00123,0.00084,0.00072,0.00058,1.48445,0.09576,3.27842
5.50,0,0,19.606499,13.168198,0.00136,0.00064,0.00070,0.00083,0.00124,0.00082,0.00080,0.00055,1.48342,0.09540,3.27671
5.51,0,0,19.674852,13.069637,0.00132,0.00063,0.00067,0.00087,0.00106,0.00086,0.00079,0.00059,1.48542,0.09614,3.27689
5.52,0,0,19.546618,12.975187,0.00156,0.00069,0.00063,0.00087,0.00129,0.00092,0.00080,0.00057,1.48401,0.09677,3.27687
5.53,0,0,19.432564,12.859467,0.00164,0.00076,0.00061,0.00067,0.00157,0.00088,0.00080,0.00057,1.48369,0.09712,3.27689
5.54,0,0,19.279432,12.770101,0.00204,0.00083,0.00056,0.00064,0.00159,0.00089,0.00068,0.00059,1.48295,0.09622,3.27777
5.55,0,0,19.155040,12.604102,0.00183,0.00107,0.00057,0.00065,0.00186,0.00085,0.00064,0.00080,1.48354,0.09563,3.27713
5.56,0,0,19.040184,12.505896,0.00177,0.00093,0.00055,0.00070,0.00182,0.00084,0.00068,0.00077,1.48389,0.09545,3.27838
5.57,0,0,18.941829,12.398859,0.00179,0.00115,0.00057,0.00075,0.00130,0.00080,0.00064,0.00055,1.48442,0.09651,3.27763
5.58,0,0,18.822834,12.268812,0.00190,0.00144,0.00059,0.00074,0.00082,0.00080,0.00060,0.00058,1.48218,0.09743,3.27673
5.59,0,0,18.695732,12.225477,0.00212,0.00140,0.00055,0.00064,0.00058,0.00074,0.00055,0.00055,1.48287,0.09803,3.27766
5.60,0,0,18.669438,12.098690,0.00172,0.00109,0.00056,0.00075,0.00064,0.00066,0.00062,0.00054,1.48464,0.09803,3.27663
5.61,0,0,18.488030,12.011763,0.00157,0.00105,0.00059,0.00073,0.00065,0.00062,0.00067,0.00078,1.48502,0.09772,3.27713
5.62,0,0,18.311668,11.968471,0.00171,0.00153,0.00056,0.00058,0.00062,0.00063,0.00062,0.00080,1.48383,0.09763,3.27707
5.63,0,0,18.236841,11.915216,0.00178,0.00244,0.00058,0.00058,0.00054,0.00065,0.00070,0.00059,1.48420,0.09721,3.27774
5.64,0,0,18.112616,11.819853,0.00163,0.00365,0.00062,0.00057,0.00051,0.00084,0.00096,0.00075,1.48447,0.09772,3.27702
5.65,0,0,18.049731,11.804502,0.00122,0.00235,0.00064,0.00059,0.00075,0.00085,0.00101,0.00084,1.48474,0.09706,3.27765
5.66,0,1,17.961122,11.763543,0.00348,0.00866,0.00110,0.00075,0.00084,0.00142,0.00132,0.00095,1.48325,0.09566,3.27652
5.67,0,0,17.888868,11.770274,0.00580,0.01733,0.00259,0.00115,0.00066,0.00184,0.00139,0.00119,1.48407,0.09488,3.27715
5.68,0,0,17.765479,11.980846,0.00627,0.01381,0.00345,0.00121,0.00064,0.00124,0.00125,0.00111,1.48453,0.09479,3.27708
5.69,0,0,17.673887,12.468530,0.00581,0.00805,0.00449,0.00086,0.00066,0.00092,0.00172,0.00107,1.48527,0.09494,3.27726
5.70,0,0,17.579651,12.799677,0.00524,0.00640,0.00554,0.00084,0.00070,0.00082,0.00200,0.00116,1.48532,0.09569,3.27731
5.71,0,0,17.461945,13.045587,0.00551,0.00570,0.00658,0.00091,0.00075,0.00084,0.00199,0.00142,1.48440,0.09683,3.27728
5.72,0,0,17.305049,13.228070,0.00372,0.00503,0.00582,0.00075,0.00083,0.00088,0.00291,0.00151,1.48429,0.09689,3.27801
5.73,0,0,17.186251,13.368701,0.00322,0.00577,0.00527,0.00073,0.00090,0.00085,0.00535,0.00128,1.47557,0.09625,3.27798
5.74,0,0,17.069012,13.473076,0.00314,0.00443,0.00549,0.00069,0.00092,0.00089,0.00697,0.00196,1.48419,0.09646,3.27682
5.75,0,0,16.962901,13.622803,0.00229,0.00158,0.00366,0.00056,0.00084,0.00075,0.00505,0.00189,1.48387,0.09674,3.27755
5.76,0,0,16.855946,13.701515,0.00200,0.00167,0.00270,0.00059,0.00095,0.00076,0.00559,0.00122,1.48389,0.09657,3.27700
5.77,0,0,16.763733,13.826038,0.00109,0.00161,0.00299,0.00065,0.00097,0.00081,0.00959,0.00158,1.48450,0.09597,3.27689
5.78,0,0,16.645728,13.961190,0.00073,0.00066,0.00279,0.00057,0.00093,0.00068,0.01105,0.00254,1.48508,0.09579,3.27708
5.79,0,0,16.556297,14.171975,0.00070,0.00067,0.00206,0.00052,0.00111,0.00071,0.01505,0.00261,1.48276,0.09616,3.27658
5.80,0,0,16.442748,14.382591,0.00075,0.00064,0.00181,0.00057,0.00104,0.00072,0.01665,0.00215,1.48387,0.09671,3.27716
5.81,0,0,16.321530,14.698738,0.00075,0.00066,0.00142,0.00064,0.00145,0.00074,0.01600,0.00252,1.48342,0.09655,3.27711
5.82,0,0,16.209452,14.838016,0.00072,0.00062,0.00113,0.00063,0.00162,0.00076,0.01782,0.00302,1.48251,0.09654,3.27685
5.83,0,0,16.103173,14.941487,0.00084,0.00057,0.00098,0.00063,0.00147,0.00067,0.01633,0.00299,1.48430,0.09604,3.27811
5.84,0,0,15.998457,15.037636,0.00088,0.00060,0.00079,0.00068,0.00191,0.00063,0.01366,0.00226,1.48424,0.09457,3.27733
5.85,1,0,15.940706,15.231733,0.00074,0.00070,0.00061,0.00123,0.00153,0.00089,0.00748,0.00120,1.48392,0.09388,3.27612
5.86,0,0,15.834177,15.248825,0.00190,0.00086,0.00066,0.00137,0.00074,0.00135,0.00164,0.00064,1.48436,0.09433,3.27635
5.87,0,0,15.759188,15.080936,0.00335,0.00084,0.00071,0.00111,0.00060,0.00141,0.00078,0.00062,1.48302,0.09533,3.27726
5.88,0,0,15.759548,15.003015,0.00316,0.00093,0.00065,0.00135,0.00066,0.00128,0.00083,0.00052,1.48326,0.09620,3.27763
5.89,0,0,15.998657,14.906429,0.00369,0.00114,0.00066,0.00120,0.00060,0.00110,0.00078,0.00053,1.48341,0.09619,3.27724
5.90,0,0,16.667377,14.794482,0.00336,0.00096,0.00068,0.00083,0.00058,0.00097,0.00084,0.00054,1.48317,0.09535,3.27733
5.91,0,0,17.277041,14.671855,0.00232,0.00075,0.00063,0.00092,0.00066,0.00099,0.00087,0.00056,1.48450,0.09486,3.27707
5.92,0,0,17.612336,14.554035,0.00324,0.00070,0.00073,0.00091,0.00070,0.00089,0.00073,0.00058,1.48354,0.09490,3.27698
5.93,0,0,18.033355,14.456126,0.00336,0.00068,0.00066,0.00078,0.00077,0.00082,0.00075,0.00055,1.48361,0.09531,3.27763
5.94,0,0,18.471384,14.268174,0.00384,0.00069,0.00064,0.00077,0.00082,0.00086,0.00074,0.00052,1.48282,0.09446,3.27718
5.95,0,0,18.803257,14.144606,0.00430,0.00076,0.00072,0.00076,0.00072,0.00100,0.00073,0.00055,1.48411,0.09328,3.27656
5.96,0,0,18.918506,14.008008,0.00302,0.00080,0.00068,0.00083,0.00071,0.00111,0.00073,0.00057,1.48442,0.09323,3.27772
5.97,0,0,19.057325,13.881608,0.00262,0.00082,0.00063,0.00077,0.00065,0.00104,0.00069,0.00055,1.48356,0.09384,3.27698
5.98,0,0,19.159119,13.744753,0.00220,0.00091,0.00061,0.00093,0.00072,0.00105,0.00064,0.00058,1.48465,0.09460,3.27625
5.99,0,0,19.342380,13.606399,0.00213,0.00092,0.00062,0.00102,0.00086,0.00114,0.00063,0.00059,1.48403,0.09513,3.27671
6.00,0,0,19.485567,13.534801,0.00246,0.00122,0.00065,0.00100,0.00078,0.00112,0.00063,0.00055,1.48210,0.09485,3.27733
6.01,0,0,19.594848,13.439542,0.00254,0.00137,0.00069,0.00097,0.00087,0.00090,0.00067,0.00080,1.48914,0.09470,3.27645
6.02,0,0,19.528707,13.375064,0.00173,0.00094,0.00064,0.00077,0.00176,0.00083,0.00076,0.00105,1.48472,0.09471,3.27678
6.03,0,0,19.352940,13.274614,0.00079,0.00087,0.00061,0.00084,0.00197,0.00098,0.00075,0.00082,1.48485,0.09424,3.27676
6.04,0,0,19.232058,13.205118,0.00177,0.00100,0.00063,0.00091,0.00133,0.00097,0.00072,0.00075,1.48478,0.09495,3.27656
6.05,0,0,19.110106,13.087263,0.00199,0.00086,0.00064,0.00074,0.00112,0.00085,0.00064,0.00073,1.48434,0.09549,3.27718
6.06,0,0,19.010594,12.973756,0.00246,0.00225,0.00065,0.00062,0.00075,0.00081,0.00053,0.00052,1.48495,0.09586,3.27766
6.07,0,0,18.916451,12.869508,0.00261,0.00257,0.00074,0.00056,0.00051,0.00082,0.00056,0.00051,1.48342,0.09546,3.27761
6.08,0,0,18.827108,12.812833,0.00176,0.00135,0.00075,0.00053,0.00056,0.00079,0.00061,0.00057,1.48231,0.09560,3.27750
6.09,0,0,18.720447,12.706358,0.00155,0.00124,0.00072,0.00053,0.00061,0.00070,0.00065,0.00054,1.48079,0.09650,3.27663
6.10,0,0,18.648019,12.583626,0.00112,0.00098,0.00062,0.00059,0.00071,0.00072,0.00063,0.00049,1.48075,0.09670,3.27676
6.11,0,0,18.527204,12.484685,0.00141,0.00063,0.00055,0.00058,0.00074,0.00072,0.00070,0.00053,1.48410,0.09629,3.27763
6.12,0,0,18.415367,12.361572,0.00158,0.00067,0.00054,0.00057,0.00066,0.00065,0.00076,0.00051,1.48428,0.09609,3.27733
6.13,0,0,18.304715,12.272523,0.00136,0.00071,0.00052,0.00058,0.00066,0.00063,0.00074,0.00049,1.48474,0.09594,3.27766
6.14,0,0,18.165209,12.192472,0.00154,0.00210,0.00060,0.00059,0.00062,0.00063,0.00070,0.00054,1.48298,0.09620,3.27796
6.15,0,0,18.059445,12.113249,0.00131,0.00210,0.00060,0.00062,0.00056,0.00066,0.00067,0.00078,1.48586,0.09640,3.27715
6.16,0,0,17.982737,12.048287,0.00086,0.00130,0.00053,0.00057,0.00059,0.00068,0.00066,0.00079,1.48287,0.09598,3.27744
6.17,0,0,17.871064,11.974948,0.00090,0.00181,0.00052,0.00051,0.00058,0.00072,0.00062,0.00075,1.48353,0.09564,3.27669
6.18,0,0,17.822293,11.905563,0.00185,0.00593,0.00071,0.00063,0.00061,0.00099,0.00088,0.00106,1.48473,0.09549,3.27728
6.19,0,1,17.724256,11.844229,0.00460,0.00955,0.00247,0.00084,0.00066,0.00113,0.00180,0.00131,1.48394,0.09564,3.27759
6.20,0,0,17.541002,11.977710,0.00877,0.00867,0.00519,0.00116,0.00071,0.00141,0.00198,0.00125,1.48442,0.09592,3.27731
6.21,0,0,17.443094,12.469440,0.00691,0.00521,0.00523,0.00097,0.00072,0.00127,0.00171,0.00109,1.48520,0.09582,3.27781
6.22,0,0,17.254756,12.797581,0.00346,0.00339,0.00504,0.00063,0.00067,0.00085,0.00247,0.00127,1.48474,0.09548,3.27682
6.23,0,0,17.172991,13.035879,0.00316,0.00448,0.00530,0.00075,0.00102,0.00092,0.00518,0.00158,1.48570,0.09527,3.27788
6.24,0,0,16.980134,13.264255,0.00216,0.00321,0.00406,0.00075,0.00111,0.00090,0.00547,0.00159,1.48468,0.09525,3.27660
6.25,0,0,16.851193,13.388820,0.00209,0.00304,0.00429,0.00079,0.00082,0.00084,0.00489,0.00225,1.48170,0.09613,3.27613
6.26,0,0,16.767663,13.488116,0.00144,0.00321,0.00424,0.00075,0.00089,0.00073,0.00770,0.00220,1.48416,0.09643,3.27748
6.27,0,0,16.674794,13.547588,0.00108,0.00212,0.00292,0.00060,0.00108,0.00072,0.00952,0.00224,1.48336,0.09670,3.27699
6.28,0,0,16.559808,13.638956,0.00101,0.00156,0.00229,0.00056,0.00106,0.00074,0.00749,0.00273,1.48297,0.09709,3.27719
6.29,0,0,16.476740,13.788716,0.00076,0.00142,0.00219,0.00061,0.00100,0.00074,0.00865,0.00292,1.48329,0.09655,3.27783
6.30,0,0,16.403007,13.845406,0.00072,0.00124,0.00218,0.00058,0.00100,0.00072,0.01187,0.00340,1.48415,0.09616,3.27763
6.31,0,0,16.269635,13.959320,0.00067,0.00082,0.00176,0.00053,0.00107,0.00071,0.01379,0.00355,1.48361,0.09642,3.27665
6.32,0,0,16.180183,14.004213,0.00066,0.00055,0.00129,0.00059,0.00123,0.00069,0.01800,0.00313,1.48474,0.09651,3.27691
6.33,0,0,16.064676,14.136064,0.00063,0.00052,0.00092,0.00060,0.00149,0.00066,0.01813,0.00254,1.48401,0.09605,3.27735
6.34,0,0,15.946076,14.267976,0.00065,0.00052,0.00073,0.00054,0.00151,0.00068,0.01574,0.00244,1.48496,0.09581,3.27750
6.35,0,0,15.866809,14.391033,0.00078,0.00050,0.00085,0.00056,0.00151,0.00069,0.01348,0.00187,1.48242,0.09551,3.27726
6.36,1,0,15.760972,14.492619,0.00079,0.00063,0.00090,0.00069,0.00140,0.00066,0.00743,0.00117,1.48387,0.09544,3.27694
6.37,0,0,15.656075,14.557256,0.00140,0.00070,0.00077,0.00113,0.00087,0.00100,0.00193,0.00085,1.48450,0.09645,3.27680
6.38,0,0,15.544099,14.472019,0.00272,0.00093,0.00066,0.00116,0.00061,0.00112,0.00086,0.00068,1.48557,0.09666,3.27761
6.39,0,0,15.449406,14.359862,0.00313,0.00095,0.00073,0.00102,0.00060,0.00090,0.00082,0.00057,1.48406,0.09659,3.27650
