"Time","46 sw offset","45 sw onset","34 FRx (cm)","29 HRx (cm)","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
3.06,0,0,16.567238,13.437587,0.00129,0.00219,0.00225,0.00058,0.00092,0.00075,0.00781,0.00212,-1.47842,0.09638,3.27722
3.07,0,0,16.459774,13.534103,0.00074,0.00156,0.00220,0.00060,0.00102,0.00075,0.00855,0.00242,-1.47992,0.09604,3.27685
3.08,0,0,16.356722,13.620452,0.00108,0.00185,0.00214,0.00060,0.00099,0.00068,0.00734,0.00222,-1.47955,0.09585,3.27733
3.09,0,0,16.235145,13.683575,0.00100,0.00120,0.00203,0.00059,0.00079,0.00064,0.00772,0.00187,-1.48005,0.09609,3.27722
3.10,0,0,16.122997,13.776054,0.00068,0.00074,0.00215,0.00058,0.00105,0.00068,0.01246,0.00249,-1.47693,0.09603,3.27752
3.11,0,0,16.030398,13.945358,0.00069,0.00052,0.00171,0.00059,0.00137,0.00071,0.01794,0.00334,-1.47883,0.09603,3.27706
3.12,0,0,15.938418,14.078709,0.00070,0.00055,0.00098,0.00060,0.00130,0.00069,0.01980,0.00325,-1.48076,0.09581,3.27696
3.13,0,0,15.831907,14.359468,0.00074,0.00064,0.00080,0.00058,0.00125,0.00073,0.01808,0.00278,-1.47959,0.09498,3.27700
3.14,0,0,15.758728,14.477411,0.00071,0.00066,0.00075,0.00071,0.00112,0.00086,0.01042,0.00190,-1.47881,0.09520,3.27739
3.15,1,0,15.626934,14.589542,0.00073,0.00062,0.00064,0.00087,0.00089,0.00080,0.00286,0.00104,-1.47993,0.09552,3.27715
3.16,0,0,15.550835,14.520612,0.00228,0.00071,0.00062,0.00116,0.00071,0.00090,0.00123,0.00076,-1.47885,0.09572,3.27774
3.17,0,0,15.465290,14.412205,0.00262,0.00070,0.00063,0.00108,0.00066,0.00102,0.00161,0.00061,-1.47892,0.09543,3.27755
3.18,0,0,15.398116,14.302848,0.00245,0.00067,0.00065,0.00077,0.00060,0.00087,0.00162,0.00063,-1.47857,0.09530,3.27645
3.19,0,0,15.408817,14.192210,0.00263,0.00066,0.00068,0.00081,0.00057,0.00096,0.00089,0.00057,-1.47944,0.09558,3.27682
3.20,0,0,15.672017,14.075377,0.00236,0.00064,0.00069,0.00075,0.00060,0.00098,0.00092,0.00056,-1.46988,0.09626,3.27685
3.21,0,0,16.177674,13.968417,0.00254,0.00082,0.00068,0.00094,0.00061,0.00102,0.00082,0.00057,-1.40789,0.09605,3.27697
3.22,0,0,16.635164,13.888313,0.00230,0.00083,0.00062,0.00120,0.00068,0.00112,0.00075,0.00062,-1.28152,0.09605,3.27702
3.23,0,0,17.050179,13.796739,0.00252,0.00066,0.00062,0.00100,0.00069,0.00096,0.00081,0.00065,-1.11826,0.09680,3.27706
3.24,0,0,17.393236,13.741518,0.00247,0.00074,0.00063,0.00126,0.00089,0.00113,0.00082,0.00062,-0.89303,0.09708,3.27774
3.25,0,0,17.693277,13.590571,0.00272,0.00103,0.00113,0.00175,0.00156,0.00123,0.00094,0.00075,-0.64775,0.09614,3.27783
3.26,0,0,17.875000,13.511905,0.00300,0.00101,0.00562,0.00144,0.00179,0.00092,0.00197,0.00082,-0.38179,0.09522,3.27677
3.27,0,0,18.090397,13.456064,0.00394,0.00133,0.00914,0.00099,0.00171,0.00074,0.00472,0.00087,-0.07345,0.09510,3.27700
3.28,0,0,18.392940,13.376504,0.00392,0.00148,0.00555,0.00092,0.00216,0.00115,0.00438,0.00084,0.20883,0.09524,3.27696
3.29,0,0,18.361504,13.321172,0.00350,0.00123,0.00240,0.00082,0.00187,0.00120,0.00181,0.00074,0.50839,0.09456,3.27694
3.30,0,0,18.208899,13.218855,0.00350,0.00126,0.00281,0.00069,0.00128,0.00084,0.00201,0.00070,0.76674,0.09469,3.27746
3.31,0,0,18.092341,13.092525,0.00323,0.00097,0.00242,0.00079,0.00105,0.00094,0.00187,0.00058,0.98866,0.09496,3.27770
3.32,0,0,18.022922,13.006709,0.00313,0.00071,0.00197,0.00071,0.00092,0.00086,0.00119,0.00056,1.20170,0.09515,3.27789
3.33,0,0,17.938944,12.918251,0.00247,0.00063,0.00179,0.00071,0.00097,0.00094,0.00100,0.00056,1.34521,0.09626,3.27777
3.34,0,0,17.854078,12.773624,0.00221,0.00062,0.00151,0.00069,0.00086,0.00093,0.00147,0.00054,1.44193,0.09604,3.27696
3.35,0,0,17.739201,12.653467,0.00226,0.00061,0.00165,0.00073,0.00075,0.00076,0.00184,0.00056,1.47795,0.09611,3.27667
3.36,0,0,17.605653,12.602068,0.00148,0.00061,0.00178,0.00074,0.00085,0.00077,0.00192,0.00067,1.48315,0.09737,3.27801
3.37,0,0,17.457751,12.522705,0.00109,0.00058,0.00163,0.00067,0.00100,0.00070,0.00157,0.00065,1.48420,0.09708,3.27718
3.38,0,0,17.355212,12.379068,0.00144,0.00057,0.00142,0.00078,0.00107,0.00072,0.00108,0.00066,1.48386,0.09604,3.27647
3.39,0,0,17.248337,12.277974,0.00166,0.00060,0.00174,0.00081,0.00103,0.00088,0.00164,0.00067,1.48287,0.09541,3.27645
3.40,0,0,17.155235,12.153413,0.00136,0.00059,0.00122,0.00095,0.00096,0.00090,0.00145,0.00058,1.48334,0.09586,3.27737
3.41,0,0,17.055467,12.056151,0.00070,0.00058,0.00095,0.00113,0.00120,0.00083,0.00092,0.00058,1.48442,0.09656,3.27628
3.42,0,0,16.932269,11.905561,0.00085,0.00059,0.00132,0.00095,0.00115,0.00079,0.00165,0.00061,1.48037,0.09658,3.27700
3.43,0,0,16.836085,11.800384,0.00121,0.00055,0.00126,0.00077,0.00097,0.00080,0.00156,0.00061,1.48297,0.09683,3.27713
3.44,0,0,16.703473,11.674142,0.00106,0.00061,0.00093,0.00076,0.00100,0.00078,0.00149,0.00060,1.48385,0.09616,3.27691
3.45,0,0,16.600285,11.597358,0.00069,0.00064,0.00090,0.00061,0.00098,0.00073,0.00164,0.00057,1.48489,0.09551,3.27632
3.46,0,0,16.480018,11.497780,0.00065,0.00060,0.00098,0.00068,0.00113,0.00076,0.00097,0.00056,1.48439,0.09507,3.27694
3.47,0,0,16.359878,11.383867,0.00073,0.00057,0.00077,0.00091,0.00107,0.00089,0.00098,0.00055,1.47964,0.09530,3.27719
3.48,0,0,16.253316,11.292582,0.00120,0.00061,0.00090,0.00090,0.00091,0.00081,0.00173,0.00051,1.48307,0.09530,3.27720
3.49,0,0,16.153166,11.194457,0.00113,0.00059,0.00110,0.00082,0.00108,0.00069,0.00162,0.00054,1.48554,0.09511,3.27731
3.50,0,0,16.056235,11.083524,0.00076,0.00056,0.00085,0.00099,0.00121,0.00074,0.00100,0.00062,1.48423,0.09481,3.27739
3.51,0,0,15.930638,10.975035,0.00072,0.00061,0.00064,0.00087,0.00102,0.00066,0.00089,0.00065,1.47695,0.09464,3.27716
3.52,0,0,15.814026,10.836332,0.00065,0.00062,0.00069,0.00071,0.00094,0.00073,0.00098,0.00062,1.48483,0.09535,3.27720
3.53,0,0,15.681270,10.742324,0.00072,0.00063,0.00079,0.00077,0.00088,0.00079,0.00097,0.00061,1.48351,0.09622,3.27680
3.54,0,0,15.604329,10.617893,0.00130,0.00064,0.00081,0.00078,0.00089,0.00078,0.00089,0.00059,1.48144,0.09639,3.27693
3.55,0,0,15.482063,10.514624,0.00134,0.00062,0.00089,0.00081,0.00107,0.00084,0.00164,0.00058,1.48005,0.09602,3.27807
3.56,0,0,15.404273,10.375590,0.00137,0.00062,0.00102,0.00089,0.00098,0.00080,0.00155,0.00056,1.48525,0.09599,3.27619
3.57,0,0,15.324335,10.273535,0.00144,0.00060,0.00087,0.00079,0.00087,0.00073,0.00080,0.00055,1.48361,0.09558,3.27700
3.58,0,0,15.379522,10.138800,0.00202,0.00055,0.00092,0.00066,0.00080,0.00077,0.00080,0.00056,1.48579,0.09590,3.27680
3.59,0,0,15.398366,10.086461,0.00269,0.00058,0.00157,0.00063,0.00091,0.00078,0.00101,0.00054,1.48395,0.09601,3.27774
3.60,0,0,15.381490,9.953226,0.00153,0.00064,0.00164,0.00069,0.00115,0.00085,0.00105,0.00054,1.48461,0.09581,3.27627
3.61,0,0,15.377188,9.823007,0.00132,0.00064,0.00108,0.00072,0.00101,0.00090,0.00084,0.00059,1.48452,0.09497,3.27744
3.62,0,0,15.388059,9.748216,0.00237,0.00062,0.00082,0.00076,0.00080,0.00079,0.00071,0.00057,1.48403,0.09442,3.27665
3.63,0,0,15.328183,9.652168,0.00264,0.00063,0.00080,0.00078,0.00073,0.00077,0.00067,0.00050,1.48598,0.09485,3.27724
3.64,0,0,15.310945,9.563355,0.00296,0.00072,0.00116,0.00064,0.00078,0.00078,0.00060,0.00057,1.48450,0.09591,3.27669
3.65,0,0,15.302863,9.439177,0.00281,0.00081,0.00121,0.00073,0.00088,0.00079,0.00066,0.00060,1.48517,0.09632,3.27689
3.66,0,0,15.370609,9.325511,0.00163,0.00071,0.00147,0.00079,0.00105,0.00090,0.00073,0.00059,1.48303,0.09606,3.27582
3.67,0,0,15.437276,9.238668,0.00217,0.00062,0.00136,0.00074,0.00097,0.00092,0.00073,0.00055,1.48615,0.09529,3.27774
3.68,0,0,15.459404,9.061796,0.00230,0.00066,0.00074,0.00074,0.00103,0.00078,0.00070,0.00051,1.48450,0.09503,3.27833
3.69,0,0,15.515742,9.003791,0.00176,0.00060,0.00129,0.00064,0.00101,0.00073,0.00077,0.00052,1.48493,0.09560,3.27700
3.70,0,0,15.547560,8.897965,0.00210,0.00062,0.00134,0.00061,0.00092,0.00085,0.00076,0.00055,1.48275,0.09623,3.27663
3.71,0,0,15.555342,8.763384,0.00259,0.00065,0.00098,0.00066,0.00091,0.00089,0.00070,0.00057,1.48516,0.09618,3.27706
3.72,0,0,15.515296,8.672253,0.00269,0.00088,0.00088,0.00069,0.00078,0.00084,0.00075,0.00056,1.48416,0.09555,3.27715
3.73,0,0,15.439632,8.549601,0.00193,0.00092,0.00060,0.00073,0.00083,0.00088,0.00074,0.00052,1.48378,0.09562,3.27715
3.74,0,0,15.339805,8.433909,0.00193,0.00076,0.00068,0.00064,0.00095,0.00079,0.00076,0.00052,1.48237,0.09655,3.27654
3.75,0,0,15.234976,8.315559,0.00198,0.00075,0.00066,0.00066,0.00081,0.00070,0.00072,0.00057,1.48431,0.09722,3.27630
3.76,0,0,15.094571,8.194170,0.00145,0.00068,0.00058,0.00067,0.00083,0.00084,0.00071,0.00057,1.48411,0.09669,3.27711
3.77,0,0,15.028175,8.094346,0.00121,0.00069,0.00058,0.00069,0.00124,0.00087,0.00070,0.00097,1.48348,0.09663,3.27724
3.78,0,0,14.902617,7.993975,0.00174,0.00074,0.00063,0.00080,0.00193,0.00086,0.00076,0.00122,1.48424,0.09644,3.27632
3.79,0,0,14.807880,7.879863,0.00199,0.00132,0.00068,0.00075,0.00219,0.00084,0.00090,0.00109,1.48423,0.09646,3.27722
3.80,0,0,14.643183,7.801671,0.00218,0.00207,0.00069,0.00069,0.00216,0.00093,0.00077,0.00099,1.48423,0.09612,3.27698
3.81,0,0,14.506553,7.707674,0.00213,0.00188,0.00074,0.00061,0.00189,0.00091,0.00071,0.00097,1.48352,0.09656,3.27796
3.82,0,0,14.362854,7.619197,0.00209,0.00124,0.00072,0.00055,0.00164,0.00078,0.00074,0.00084,1.48633,0.09679,3.27705
3.83,0,0,14.205411,7.548993,0.00206,0.00131,0.00063,0.00058,0.00189,0.00084,0.00066,0.00061,1.48332,0.09646,3.27674
3.84,0,0,14.153109,7.486454,0.00149,0.00175,0.00056,0.00056,0.00136,0.00080,0.00070,0.00053,1.48428,0.09641,3.27682
3.85,0,0,14.041387,7.381281,0.00136,0.00165,0.00047,0.00056,0.00132,0.00073,0.00087,0.00053,1.48386,0.09731,3.27726
3.86,0,0,13.913126,7.299017,0.00138,0.00180,0.00049,0.00057,0.00171,0.00072,0.00083,0.00061,1.48445,0.09704,3.27796
3.87,0,0,13.825222,7.229491,0.00128,0.00234,0.00054,0.00054,0.00105,0.00071,0.00095,0.00080,1.48411,0.09633,3.27783
3.88,0,1,13.676997,7.235063,0.00262,0.00610,0.00061,0.00064,0.00074,0.00111,0.00170,0.00119,1.48348,0.09652,3.27645
3.89,0,0,13.617784,7.353327,0.00506,0.00948,0.00201,0.00081,0.00086,0.00128,0.00198,0.00127,1.48249,0.09649,3.27693
3.90,0,0,13.482083,6.900418,0.00413,0.00612,0.00356,0.00074,0.00103,0.00097,0.00178,0.00161,1.48397,0.09595,3.27718
3.91,0,0,13.362800,8.041040,0.00291,0.00418,0.00499,0.00071,0.00133,0.00085,0.00283,0.00264,1.48400,0.09524,3.27741
3.92,0,0,13.279572,8.862864,0.00321,0.00490,0.00512,0.00087,0.00144,0.00084,0.00369,0.00290,1.48417,0.09510,3.27706
3.93,0,0,13.155149,9.252973,0.00222,0.00460,0.00374,0.00086,0.00138,0.00079,0.00414,0.00268,1.48420,0.09553,3.27700
3.94,0,0,13.015528,9.453817,0.00231,0.00478,0.00374,0.00076,0.00108,0.00077,0.00494,0.00210,1.48508,0.09712,3.27700
3.95,0,0,12.911722,9.620848,0.00198,0.00247,0.00346,0.00062,0.00089,0.00074,0.00655,0.00178,1.48378,0.09756,3.27614
3.96,0,0,12.817598,9.754579,0.00109,0.00180,0.00304,0.00054,0.00103,0.00066,0.00955,0.00226,1.48503,0.09693,3.27698
3.97,0,0,12.709103,9.897254,0.00103,0.00174,0.00296,0.00058,0.00125,0.00062,0.01100,0.00284,1.48452,0.09567,3.27654
3.98,0,0,12.609772,10.012535,0.00085,0.00055,0.00186,0.00059,0.00108,0.00062,0.00982,0.00227,1.48755,0.09538,3.27628
3.99,0,0,12.507628,10.165785,0.00069,0.00057,0.00108,0.00055,0.00095,0.00066,0.01142,0.00163,1.48428,0.09599,3.27678
4.00,0,0,12.374220,10.339928,0.00061,0.00059,0.00126,0.00055,0.00133,0.00069,0.01387,0.00211,1.48343,0.09650,3.27766
4.01,0,0,12.283258,10.508628,0.00061,0.00063,0.00128,0.00059,0.00165,0.00070,0.01535,0.00195,1.48823,0.09793,3.27720
4.02,0,0,12.168844,10.781132,0.00071,0.00059,0.00094,0.00064,0.00215,0.00070,0.01516,0.00145,1.48474,0.09785,3.27741
4.03,0,0,12.089980,11.121452,0.00089,0.00061,0.00091,0.00072,0.00197,0.00074,0.01030,0.00097,1.48394,0.09716,3.27625
4.04,0,0,12.031309,11.336606,0.00099,0.00061,0.00104,0.00086,0.00130,0.00086,0.00405,0.00070,1.48448,0.09694,3.27728
4.05,1,0,11.967091,11.252641,0.00275,0.00093,0.00075,0.00092,0.00090,0.00102,0.00120,0.00063,1.48449,0.09640,3.27674
4.06,0,0,11.879689,11.134856,0.00386,0.00146,0.00070,0.00086,0.00058,0.00106,0.00102,0.00057,1.48398,0.09647,3.27700
4.07,0,0,12.083732,10.976016,0.00285,0.00136,0.00097,0.00077,0.00067,0.00095,0.00112,0.00061,1.48403,0.09772,3.27810
4.08,0,0,12.728016,10.888501,0.00258,0.00086,0.00098,0.00070,0.00078,0.00091,0.00089,0.00083,1.48357,0.09768,3.27726
4.09,0,0,13.275134,10.756948,0.00260,0.00063,0.00079,0.00066,0.00077,0.00088,0.00074,0.00077,1.48337,0.09677,3.27706
4.10,0,0,13.785518,10.652149,0.00310,0.00073,0.00081,0.00060,0.00068,0.00080,0.00081,0.00052,1.48585,0.09632,3.27713
4.11,0,0,14.259327,10.573639,0.00233,0.00070,0.00072,0.00066,0.00090,0.00094,0.00085,0.00056,1.48313,0.09619,3.27700
4.12,0,0,14.717679,10.447256,0.00153,0.00060,0.00060,0.00078,0.00123,0.00108,0.00095,0.00059,1.48382,0.09637,3.27720
4.13,0,0,14.970657,10.316877,0.00268,0.00061,0.00063,0.00083,0.00160,0.00111,0.00091,0.00060,1.48574,0.09631,3.27680
4.14,0,0,15.177106,10.208229,0.00246,0.00062,0.00078,0.00082,0.00170,0.00104,0.00081,0.00060,1.48254,0.09504,3.27722
4.15,0,0,15.349449,10.117167,0.00209,0.00069,0.00078,0.00069,0.00135,0.00093,0.00081,0.00058,1.48484,0.09421,3.27671
4.16,0,0,15.515103,10.019604,0.00286,0.00071,0.00080,0.00061,0.00104,0.00090,0.00085,0.00059,1.48276,0.09462,3.27716
4.17,0,0,15.657199,9.898438,0.00262,0.00072,0.00102,0.00074,0.00102,0.00091,0.00079,0.00056,1.48424,0.09566,3.27766
4.18,0,0,15.827557,9.796529,0.00186,0.00071,0.00087,0.00078,0.00142,0.00090,0.00061,0.00058,1.48549,0.09629,3.27755
4.19,0,0,15.955061,9.719375,0.00172,0.00083,0.00097,0.00085,0.00170,0.00089,0.00080,0.00065,1.48466,0.09583,3.27755
4.20,0,0,16.195872,9.577945,0.00196,0.00132,0.00102,0.00119,0.00176,0.00093,0.00092,0.00078,1.48385,0.09512,3.27632
4.21,0,0,16.443876,9.528944,0.00172,0.00124,0.00076,0.00129,0.00172,0.00090,0.00070,0.00075,1.47784,0.09477,3.27626
4.22,0,0,16.508887,9.435933,0.00163,0.00087,0.00070,0.00113,0.00159,0.00086,0.00068,0.00077,1.48478,0.09518,3.27709
4.23,0,0,16.494245,9.336306,0.00180,0.00091,0.00059,0.00098,0.00202,0.00088,0.00070,0.00105,1.48406,0.09611,3.27658
4.24,0,0,16.286200,9.235336,0.00166,0.00088,0.00056,0.00083,0.00203,0.00098,0.00076,0.00143,1.48408,0.09609,3.27772
4.25,0,0,16.201464,9.149948,0.00161,0.00110,0.00058,0.00071,0.00192,0.00101,0.00071,0.00115,1.48781,0.09562,3.27768
4.26,0,0,16.114680,9.076198,0.00196,0.00184,0.00065,0.00063,0.00161,0.00090,0.00061,0.00060,1.48506,0.09512,3.27698
4.27,0,0,15.931611,8.998555,0.00169,0.00151,0.00065,0.00062,0.00126,0.00082,0.00062,0.00058,1.48334,0.09483,3.27744
4.28,0,0,15.869396,8.920760,0.00122,0.00069,0.00060,0.00066,0.00205,0.00098,0.00074,0.00079,1.48434,0.09462,3.27761
4.29,0,0,15.732953,8.879633,0.00217,0.00448,0.00057,0.00064,0.00158,0.00097,0.00095,0.00095,1.48413,0.09492,3.27702
4.30,0,1,15.639874,8.835674,0.00300,0.00803,0.00096,0.00064,0.00070,0.00104,0.00190,0.00133,1.47930,0.09514,3.27717
4.31,0,0,15.556798,8.950872,0.00406,0.00812,0.00225,0.00075,0.00085,0.00116,0.00209,0.00141,1.48233,0.09497,3.27667
4.32,0,0,15.411315,9.367478,0.00487,0.00713,0.00373,0.00075,0.00088,0.00101,0.00159,0.00120,1.48277,0.09459,3.27750
4.33,0,0,15.370012,10.057657,0.00424,0.00374,0.00442,0.00067,0.00086,0.00090,0.00161,0.00130,1.48427,0.09423,3.27704
4.34,0,0,15.259550,10.560844,0.00471,0.00261,0.00403,0.00062,0.00089,0.00091,0.00291,0.00143,1.48276,0.09449,3.27665
4.35,0,0,15.121060,11.016337,0.00334,0.00208,0.00297,0.00057,0.00106,0.00085,0.00616,0.00161,1.48273,0.09499,3.27731
4.36,0,0,15.025237,11.440365,0.00075,0.00076,0.00280,0.00055,0.00114,0.00070,0.00826,0.00134,1.48446,0.09491,3.27678
4.37,0,0,14.909624,11.819588,0.00070,0.00070,0.00231,0.00054,0.00095,0.00068,0.00911,0.00104,1.48378,0.09393,3.27669
4.38,0,0,14.817095,12.230291,0.00070,0.00055,0.00178,0.00053,0.00105,0.00069,0.01090,0.00114,1.48261,0.09330,3.27695
4.39,0,0,14.707436,12.504585,0.00072,0.00055,0.00156,0.00054,0.00164,0.00066,0.01439,0.00123,1.48368,0.09416,3.27728
4.40,0,0,14.576646,12.912951,0.00078,0.00062,0.00096,0.00076,0.00214,0.00073,0.01116,0.00092,1.48276,0.09542,3.27753
4.41,0,0,14.501017,13.389073,0.00084,0.00070,0.00094,0.00110,0.00230,0.00096,0.00353,0.00059,1.48350,0.09585,3.27700
4.42,1,0,14.446753,13.618369,0.00109,0.00096,0.00102,0.00115,0.00153,0.00117,0.00132,0.00059,1.48411,0.09571,3.27704
4.43,0,0,14.508161,13.476138,0.00178,0.00104,0.00081,0.00093,0.00100,0.00120,0.00097,0.00073,1.48425,0.09493,3.27667
4.44,0,0,15.056939,13.371684,0.00245,0.00082,0.00067,0.00082,0.00136,0.00109,0.00098,0.00068,1.48544,0.09451,3.27682
4.45,0,0,15.700371,13.273789,0.00290,0.00070,0.00071,0.00081,0.00123,0.00105,0.00098,0.00056,1.48403,0.09483,3.27739
4.46,0,0,16.288438,13.158456,0.00236,0.00073,0.00064,0.00073,0.00110,0.00106,0.00110,0.00060,1.48270,0.09488,3.27759
4.47,0,0,16.803135,13.036209,0.00196,0.00073,0.00085,0.00072,0.00197,0.00097,0.00089,0.00060,1.48403,0.09517,3.27636
4.48,0,0,17.267043,12.915818,0.00254,0.00061,0.00084,0.00073,0.00194,0.00085,0.00078,0.00055,1.48491,0.09551,3.27759
4.49,0,0,17.645015,12.756502,0.00199,0.00066,0.00068,0.00076,0.00151,0.00081,0.00093,0.00051,1.48449,0.09545,3.27619
4.50,0,0,17.712181,12.669292,0.00227,0.00076,0.00067,0.00077,0.00212,0.00088,0.00086,0.00052,1.48384,0.09558,3.27711
4.51,0,0,15.223734,12.576143,0.00271,0.00074,0.00064,0.00091,0.00208,0.00094,0.00083,0.00055,1.48369,0.09610,3.27595
4.52,0,0,18.291422,12.455723,0.00211,0.00069,0.00068,0.00198,0.00264,0.00093,0.00090,0.00056,1.48382,0.09667,3.27772
4.53,0,0,18.777320,12.379937,0.00169,0.00067,0.00071,0.00204,0.00281,0.00089,0.00077,0.00055,1.48417,0.09690,3.27761
4.54,0,0,18.959925,12.263697,0.00123,0.00070,0.00068,0.00182,0.00201,0.00094,0.00062,0.00073,1.48381,0.09661,3.27737
4.55,0,0,19.110083,12.154407,0.00154,0.00089,0.00066,0.00165,0.00243,0.00101,0.00085,0.00116,1.48361,0.09692,3.27787
4.56,0,0,18.939989,12.002720,0.00187,0.00115,0.00069,0.00079,0.00320,0.00098,0.00102,0.00137,1.48530,0.09708,3.27669
4.57,0,0,18.852161,11.945499,0.00178,0.00142,0.00069,0.00067,0.00279,0.00103,0.00089,0.00110,1.48681,0.09696,3.27767
4.58,0,0,18.726773,11.894074,0.00156,0.00160,0.00072,0.00066,0.00255,0.00106,0.00079,0.00101,1.48513,0.09698,3.27730
4.59,0,0,18.644722,11.807743,0.00119,0.00157,0.00082,0.00084,0.00244,0.00097,0.00081,0.00099,1.48412,0.09710,3.27696
4.60,0,0,18.566548,11.729824,0.00135,0.00204,0.00073,0.00081,0.00129,0.00079,0.00067,0.00066,1.48409,0.09667,3.27748
4.61,0,0,18.471387,11.628430,0.00119,0.00206,0.00055,0.00060,0.00109,0.00070,0.00054,0.00048,1.48415,0.09673,3.27684
4.62,0,0,18.273342,11.565400,0.00136,0.00285,0.00060,0.00061,0.00106,0.00079,0.00078,0.00053,1.48307,0.09675,3.27770
4.63,0,1,18.136189,11.606565,0.00378,0.00884,0.00251,0.00078,0.00071,0.00133,0.00138,0.00083,1.48452,0.09680,3.27763
4.64,0,0,18.008066,11.656742,0.00492,0.00993,0.00431,0.00082,0.00070,0.00133,0.00168,0.00111,1.48303,0.09632,3.27702
4.65,0,0,17.931234,11.986966,0.00605,0.00727,0.00419,0.00084,0.00072,0.00110,0.00194,0.00128,1.48350,0.09588,3.27748
4.66,0,0,17.843259,12.573110,0.00565,0.00602,0.00445,0.00082,0.00087,0.00099,0.00340,0.00123,1.48494,0.09616,3.27697
4.67,0,0,17.748904,12.988470,0.00384,0.00375,0.00419,0.00063,0.00107,0.00077,0.00418,0.00191,1.48321,0.09614,3.27719
4.68,0,0,17.609602,13.348853,0.00284,0.00229,0.00408,0.00055,0.00109,0.00077,0.00559,0.00199,1.48436,0.09628,3.27730
4.69,0,0,17.517909,13.608933,0.00149,0.00150,0.00404,0.00054,0.00094,0.00075,0.00581,0.00155,1.48348,0.09700,3.27755
4.70,0,0,17.465553,13.839760,0.00151,0.00142,0.00310,0.00055,0.00097,0.00075,0.00743,0.00203,1.48544,0.09768,3.27772
4.71,0,0,17.320073,14.008674,0.00095,0.00062,0.00209,0.00055,0.00129,0.00066,0.01154,0.00227,1.48480,0.09719,3.27678
4.72,0,0,17.162665,14.167011,0.00066,0.00068,0.00216,0.00056,0.00169,0.00069,0.01427,0.00296,1.48552,0.09705,3.27733
4.73,0,0,17.049384,14.589909,0.00066,0.00066,0.00242,0.00053,0.00144,0.00074,0.01668,0.00304,1.48102,0.09612,3.27709
4.74,0,0,16.950607,14.797917,0.00072,0.00067,0.00155,0.00054,0.00124,0.00069,0.01782,0.00275,1.48465,0.09552,3.27643
4.75,0,0,16.852146,14.973042,0.00081,0.00063,0.00088,0.00057,0.00148,0.00070,0.01792,0.00269,1.48528,0.09535,3.27724
4.76,0,0,16.764649,15.097552,0.00075,0.00060,0.00083,0.00055,0.00141,0.00072,0.01450,0.00234,1.48541,0.09540,3.27698
4.77,1,0,16.651329,15.188286,0.00061,0.00065,0.00072,0.00071,0.00110,0.00070,0.00912,0.00153,1.48487,0.09619,3.27770
4.78,0,0,16.522263,15.247176,0.00088,0.00124,0.00065,0.00117,0.00074,0.00082,0.00386,0.00068,1.48544,0.09743,3.27689
4.79,0,0,16.394152,15.158472,0.00249,0.00168,0.00063,0.00127,0.00057,0.00097,0.00101,0.00062,1.48362,0.09718,3.27697
4.80,0,0,16.270477,15.045342,0.00284,0.00116,0.00058,0.00110,0.00051,0.00105,0.00090,0.00062,1.48323,0.09743,3.27708
4.81,0,0,16.167511,14.958675,0.00260,0.00081,0.00058,0.00097,0.00057,0.00118,0.00074,0.00056,1.48354,0.09685,3.27769
4.82,0,0,16.083917,14.849524,0.00418,0.00078,0.00073,0.00076,0.00064,0.00114,0.00098,0.00055,1.48422,0.09643,3.27766
4.83,0,0,16.087077,14.760531,0.00341,0.00069,0.00080,0.00076,0.00060,0.00100,0.00112,0.00054,1.48560,0.09732,3.27726
4.84,0,0,16.348219,14.630113,0.00207,0.00067,0.00068,0.00099,0.00059,0.00106,0.00090,0.00054,1.48389,0.09788,3.27750
4.85,0,0,16.968146,14.521295,0.00319,0.00066,0.00086,0.00088,0.00055,0.00095,0.00084,0.00056,1.48342,0.09733,3.27660
4.86,0,0,17.451490,14.389664,0.00369,0.00077,0.00129,0.00077,0.00061,0.00099,0.00093,0.00061,1.48505,0.09681,3.27711
4.87,0,0,17.808900,14.291804,0.00262,0.00079,0.00118,0.00080,0.00070,0.00107,0.00089,0.00064,1.48304,0.09626,3.27637
4.88,0,0,18.155504,14.136340,0.00202,0.00076,0.00073,0.00099,0.00065,0.00105,0.00090,0.00061,1.48356,0.09635,3.27706
4.89,0,0,18.364014,14.045432,0.00240,0.00067,0.00061,0.00103,0.00059,0.00096,0.00077,0.00057,1.48418,0.09680,3.27813
4.90,0,0,18.540081,13.914501,0.00311,0.00062,0.00077,0.00098,0.00061,0.00111,0.00063,0.00053,1.48412,0.09686,3.27726
4.91,0,0,18.723702,13.775107,0.00314,0.00077,0.00078,0.00094,0.00066,0.00114,0.00063,0.00055,1.48282,0.09646,3.27719
4.92,0,0,18.786662,13.638977,0.00197,0.00073,0.00073,0.00078,0.00074,0.00085,0.00069,0.00056,1.48306,0.09636,3.27768
4.93,0,0,18.857992,13.545343,0.00209,0.00062,0.00076,0.00084,0.00098,0.00096,0.00076,0.00054,1.48398,0.09664,3.27733
4.94,0,0,18.892448,13.435112,0.00281,0.00065,0.00071,0.00080,0.00108,0.00095,0.00079,0.00057,1.48328,0.09715,3.27763
4.95,0,0,18.972868,13.319466,0.00177,0.00067,0.00068,0.00081,0.00175,0.00099,0.00084,0.00062,1.48386,0.09655,3.27746
