"Time","v3 Left CoP","v1 xCoMy","v2 Right CoP","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
1.964,6.106195,5.526308,4.535822,5.514201,0.229922,11.178597,4.867757,12.045390,6.170335,13.678226,4.203887,10.236908,6.042056,9.167011,73.027641,47.243889,39.159515,26.925882,8.670341,12.176494,8.738194,9.412733,9.664773,9.882288,9.898369,8.544091,11.420254,10.538809,11.465215,9.121863,11.892362,10.033375
1.965,6.106075,5.525737,4.535555,5.514018,0.222560,11.174096,4.868612,12.036730,6.168736,13.677950,4.202497,10.235997,6.043415,9.153773,73.023499,47.373745,39.346001,27.132872,8.671170,12.170176,8.735737,9.407875,9.660391,9.880969,9.899473,8.541600,11.414728,10.533938,11.466732,9.112339,11.893026,10.024841
1.966,6.105956,5.525166,4.535288,5.513834,0.215197,11.169595,4.869468,12.028070,6.167137,13.677673,4.201108,10.235086,6.044774,9.140535,73.019348,47.503601,39.532490,27.339863,8.672000,12.163858,8.733279,9.403016,9.656008,9.879650,9.900578,8.539110,11.409202,10.529068,11.468248,9.102814,11.893690,10.016309
1.967,6.105836,5.524595,4.535021,5.513651,0.207835,11.165093,4.870323,12.019411,6.165538,13.677398,4.199719,10.234177,6.046133,9.127296,73.015205,47.633457,39.718979,27.546852,8.672830,12.157540,8.730822,9.398157,9.651626,9.878332,9.901681,8.536619,11.403675,10.524197,11.469765,9.093289,11.894355,10.007776
1.968,6.105716,5.524024,4.534754,5.513468,0.200473,11.160592,4.871179,12.010751,6.163939,13.677121,4.198330,10.233266,6.047492,9.114058,73.011063,47.763313,39.905464,27.753841,8.673659,12.151222,8.728364,9.393299,9.647243,9.877013,9.902785,8.534128,11.398149,10.519326,11.471282,9.083765,11.895020,9.999243
1.969,6.102600,5.523637,4.535130,5.513466,0.193165,11.152927,4.872017,12.002046,6.159985,13.671916,4.198242,10.232964,6.045214,9.106925,72.622749,47.782478,39.864555,27.914782,8.673902,12.140919,8.727107,9.376658,9.646351,9.869128,9.902103,8.528019,11.396467,10.512143,11.468629,9.077251,11.894676,9.989473
1.970,6.099483,5.523251,4.535505,5.513464,0.185857,11.145263,4.872856,11.993340,6.156031,13.666711,4.198154,10.232660,6.042937,9.099792,72.234436,47.801643,39.823650,28.075722,8.674143,12.130616,8.725850,9.360018,9.645459,9.861243,9.901423,8.521911,11.394785,10.504961,11.465975,9.070738,11.894333,9.979703
1.971,6.096368,5.522864,4.535881,5.513463,0.178550,11.137598,4.873694,11.984635,6.152076,13.661506,4.198066,10.232357,6.040659,9.092658,71.846123,47.820805,39.782745,28.236660,8.674385,12.120314,8.724593,9.343377,9.644567,9.853358,9.900742,8.515802,11.393102,10.497778,11.463322,9.064225,11.893990,9.969933
1.972,6.093252,5.522478,4.536256,5.513461,0.171242,11.129933,4.874533,11.975930,6.148121,13.656301,4.197978,10.232055,6.038382,9.085525,71.457809,47.839970,39.741837,28.397600,8.674627,12.110010,8.723336,9.326736,9.643675,9.845473,9.900060,8.509693,11.391419,10.490595,11.460669,9.057712,11.893646,9.960163
1.973,6.091423,5.522141,4.534588,5.513499,0.164104,11.123831,4.873076,11.965939,6.143092,13.652683,4.196098,10.230399,6.039755,9.075565,98.141090,46.062607,42.479435,34.381088,8.674222,12.103918,8.917626,9.552278,9.640581,9.837371,9.875504,8.683372,11.187319,10.582096,11.458187,9.050774,11.895100,9.950487
1.974,6.089595,5.521803,4.532920,5.513538,0.156965,11.117727,4.871620,11.955946,6.138062,13.649066,4.194219,10.228743,6.041128,9.065605,124.824371,44.285240,45.217033,40.364574,8.673817,12.097826,9.111916,9.777819,9.637487,9.829268,9.850948,8.857051,10.983217,10.673597,11.455706,9.043837,11.896553,9.940810
1.975,6.087767,5.521466,4.531252,5.513577,0.149826,11.111625,4.870164,11.945953,6.133032,13.645449,4.192340,10.227087,6.042501,9.055646,151.507660,42.507874,47.954628,46.348061,8.673410,12.091733,9.306206,10.003360,9.634394,9.821165,9.826393,9.030729,10.779117,10.765098,11.453223,9.036900,11.898006,9.931133
1.976,6.085938,5.521129,4.529584,5.513616,0.142687,11.105522,4.868707,11.935962,6.128002,13.641831,4.190460,10.225431,6.043874,9.045687,178.190933,40.730511,50.692226,52.331547,8.673005,12.085641,9.500496,10.228901,9.631300,9.813063,9.801838,9.204409,10.575016,10.856599,11.450742,9.029962,11.899460,9.921457
1.977,6.083242,5.520727,4.528845,5.513577,0.135770,11.097941,4.868657,11.925846,6.123960,13.638225,4.189033,10.218384,6.042525,9.034346,177.665665,41.443317,50.696671,52.703899,8.669099,12.075939,9.495738,10.219956,9.624446,9.794939,9.798949,9.203471,10.565527,10.851614,11.447833,9.022831,11.899343,9.910946
1.978,6.080546,5.520324,4.528107,5.513539,0.128853,11.090361,4.868608,11.915731,6.119917,13.634617,4.187606,10.211336,6.041177,9.023004,177.140381,42.156128,50.701111,53.076252,8.665193,12.066236,9.490980,10.211012,9.617592,9.776816,9.796061,9.202534,10.556037,10.846628,11.444923,9.015699,11.899227,9.900434
1.979,6.077851,5.519922,4.527368,5.513501,0.121936,11.082781,4.868558,11.905617,6.115874,13.631010,4.186178,10.204288,6.039828,9.011662,176.615112,42.868935,50.705555,53.448605,8.661286,12.056535,9.486223,10.202067,9.610738,9.758694,9.793173,9.201595,10.546547,10.841643,11.442015,9.008569,11.899112,9.889924
1.980,6.075155,5.519519,4.526629,5.513463,0.115019,11.075200,4.868508,11.895501,6.111831,13.627403,4.184751,10.197241,6.038480,9.000320,176.089844,43.581741,50.709999,53.820957,8.657380,12.046833,9.481465,10.193123,9.603884,9.740570,9.790284,9.200658,10.537058,10.836658,11.439106,9.001438,11.898995,9.879413
1.981,6.074674,5.519183,4.526587,5.513480,0.108307,11.070715,4.869890,11.885423,6.111073,13.625194,4.183286,10.192204,6.038275,8.991397,176.047913,43.460571,50.773941,53.832039,8.658398,12.035110,9.479623,10.187065,9.601127,9.733984,9.786234,9.195324,10.531311,10.830520,11.438911,8.992386,11.897153,9.870618
1.982,6.074193,5.518847,4.526546,5.513497,0.101595,11.066231,4.871271,11.875344,6.110315,13.622984,4.181821,10.187168,6.038071,8.982473,176.005997,43.339401,50.837879,53.843117,8.659415,12.023388,9.477779,10.181007,9.598370,9.727399,9.782185,9.189991,10.525564,10.824381,11.438718,8.983334,11.895310,9.861823
1.983,6.073712,5.518511,4.526505,5.513515,0.094882,11.061746,4.872653,11.865266,6.109558,13.620774,4.180356,10.182132,6.037866,8.973550,175.964081,43.218235,50.901817,53.854198,8.660433,12.011664,9.475937,10.174951,9.595613,9.720814,9.778135,9.184658,10.519817,10.818242,11.438524,8.974281,11.893468,9.853028
1.984,6.073231,5.518175,4.526463,5.513532,0.088170,11.057261,4.874035,11.855187,6.108800,13.618565,4.178891,10.177095,6.037661,8.964626,175.922150,43.097065,50.965759,53.865280,8.661450,11.999942,9.474094,10.168893,9.592856,9.714228,9.774085,9.179324,10.514071,10.812103,11.438330,8.965229,11.891625,9.844234
1.985,6.074090,5.517797,4.525458,5.513499,0.081625,11.049285,4.873278,11.846250,6.108249,13.615057,4.177639,10.175218,6.039930,8.955015,176.417114,43.230633,50.879578,53.210838,8.662185,11.986197,9.472187,10.150442,9.591098,9.696154,9.773966,9.140011,10.544023,10.790773,11.436244,8.955290,11.891440,9.836796
1.986,6.074948,5.517419,4.524455,5.513465,0.075081,11.041309,4.872521,11.837312,6.107697,13.611549,4.176388,10.173340,6.042199,8.945404,176.912079,43.364197,50.793396,52.556400,8.662919,11.972452,9.470280,10.131992,9.589340,9.678080,9.773846,9.100697,10.573975,10.769444,11.434158,8.945351,11.891256,9.829359
1.987,6.075808,5.517041,4.523451,5.513432,0.068536,11.033334,4.871765,11.828374,6.107146,13.608042,4.175137,10.171463,6.044468,8.935792,177.407043,43.497765,50.707214,51.901962,8.663653,11.958707,9.468373,10.113543,9.587582,9.660005,9.773726,9.061382,10.603927,10.748114,11.432074,8.935412,11.891071,9.821922
1.988,6.076666,5.516663,4.522447,5.513399,0.061992,11.025358,4.871008,11.819436,6.106595,13.604534,4.173885,10.169585,6.046738,8.926181,177.902008,43.631332,50.621033,51.247520,8.664388,11.944962,9.466466,10.095092,9.585823,9.641931,9.773606,9.022069,10.633879,10.726784,11.429988,8.925473,11.890886,9.814485
1.989,6.074397,5.516267,4.519399,5.513330,0.055786,11.017880,4.869123,11.811871,6.105182,13.598076,4.169675,10.163805,6.043612,8.921424,177.798233,43.360649,50.700752,51.347565,8.664141,11.934000,9.466805,10.084999,9.583817,9.625296,9.765270,9.013302,10.630414,10.721395,11.427031,8.918577,11.888693,9.805131
1.990,6.072127,5.515871,4.516351,5.513260,0.049579,11.010403,4.867237,11.804306,6.103769,13.591618,4.165465,10.158025,6.040485,8.916667,177.694458,43.089970,50.780472,51.447605,8.663893,11.923038,9.467143,10.074907,9.581811,9.608660,9.756933,9.004534,10.626949,10.716005,11.424074,8.911680,11.886499,9.795777
1.991,6.069858,5.515475,4.513303,5.513191,0.043373,11.002925,4.865351,11.796741,6.102357,13.585158,4.161255,10.152245,6.037358,8.911910,177.590683,42.819290,50.860191,51.547646,8.663645,11.912077,9.467482,10.064815,9.579805,9.592024,9.748596,8.995767,10.623485,10.710617,11.421118,8.904783,11.884305,9.786424
1.992,6.067588,5.515079,4.510255,5.513122,0.037167,10.995447,4.863465,11.789175,6.100944,13.578700,4.157045,10.146464,6.034232,8.907153,177.486908,42.548607,50.939911,51.647690,8.663398,11.901115,9.467820,10.054722,9.577799,9.575389,9.740260,8.987000,10.620020,10.705228,11.418160,8.897887,11.882112,9.777070
1.993,6.067050,5.514657,4.503732,5.513014,0.031206,10.989975,4.865224,11.778255,6.097836,13.574123,4.142240,10.142052,6.036263,8.897490,152.743042,43.838585,50.758327,51.217030,8.664142,11.893698,9.280544,9.799060,9.564667,9.559245,9.742184,8.958118,10.640755,10.686419,11.415251,8.889103,11.881795,9.769486
1.994,6.066511,5.514236,4.497209,5.512907,0.025245,10.984502,4.866983,11.767334,6.094727,13.569548,4.127434,10.137638,6.038295,8.887826,127.999168,45.128563,50.576744,50.786369,8.664885,11.886280,9.093267,9.543398,9.551536,9.543102,9.744106,8.929237,10.661489,10.667608,11.412342,8.880320,11.881478,9.761903
1.995,6.065973,5.513815,4.490685,5.512800,0.019283,10.979029,4.868742,11.756413,6.091619,13.564971,4.112629,10.133224,6.040327,8.878162,103.255295,46.418541,50.395161,50.355709,8.665628,11.878863,8.905992,9.287735,9.538404,9.526958,9.746030,8.900357,10.682224,10.648799,11.409433,8.871536,11.881162,9.754319
1.996,6.065434,5.513394,4.484162,5.512692,0.013322,10.973557,4.870502,11.745493,6.088510,13.560394,4.097823,10.128812,6.042358,8.868499,78.511429,47.708519,50.213577,49.925049,8.666372,11.871446,8.718716,9.032073,9.525272,9.510815,9.747953,8.871476,10.702959,10.629990,11.406524,8.862752,11.880845,9.746736
1.997,6.063871,5.513010,4.477036,5.512613,0.007535,10.966833,4.868300,11.736401,6.087083,13.560146,4.085772,10.110857,6.040659,8.854345,86.881187,69.507843,50.076542,49.365776,8.665737,11.859091,8.718445,9.005930,9.392266,9.272452,9.743197,8.841137,10.723746,10.613691,11.404202,8.855419,11.877920,9.738006
1.998,6.062307,5.512626,4.469909,5.512533,0.001747,10.960110,4.866098,11.727309,6.085655,13.559898,4.073720,10.092903,6.038960,8.840193,95.250946,91.307159,49.939507,48.806507,8.665102,11.846735,8.718174,8.979788,9.259260,9.034090,9.738441,8.810798,10.744534,10.597394,11.401880,8.848085,11.874994,9.729275
1.999,6.060744,5.512241,4.462783,5.512454,-0.004041,10.953385,4.863897,11.718218,6.084228,13.559650,4.061668,10.074949,6.037260,8.826039,103.620697,113.106483,49.802475,48.247238,8.664467,11.834380,8.717903,8.953645,9.126253,8.795727,9.733685,8.780458,10.765321,10.581097,11.399559,8.840753,11.872068,9.720545
2.000,6.059180,5.511857,4.455656,5.512374,-0.009828,10.946662,4.861695,11.709126,6.082800,13.559402,4.049617,10.056994,6.035560,8.811886,111.990456,134.905807,49.665440,47.687965,8.663832,11.822025,8.717632,8.927502,8.993247,8.557364,9.728930,8.750119,10.786108,10.564798,11.397237,8.833420,11.869143,9.711815
2.001,6.058487,5.511580,4.449397,5.512407,-0.015732,10.941116,4.860626,11.697032,6.081689,13.554837,4.038168,10.035419,6.035284,8.803459,127.465385,114.463791,50.171082,48.529259,8.666265,11.816139,8.838547,9.184718,9.088867,8.772064,9.707493,8.766493,10.749598,10.574675,11.394697,8.826523,11.868351,9.705849
2.002,6.057793,5.511302,4.443138,5.512441,-0.021635,10.935572,4.859556,11.684938,6.080578,13.550272,4.026720,10.013842,6.035007,8.795032,142.940323,94.021782,50.676723,49.370552,8.668697,11.810253,8.959461,9.441935,9.184488,8.986765,9.686057,8.782866,10.713087,10.584552,11.392159,8.819626,11.867558,9.699882
2.003,6.057099,5.511024,4.436879,5.512474,-0.027539,10.930026,4.858487,11.672846,6.079467,13.545707,4.015271,9.992266,6.034731,8.786604,158.415253,73.579773,51.182365,50.211845,8.671129,11.804368,9.080375,9.699152,9.280108,9.201465,9.664621,8.799238,10.676578,10.594429,11.389620,8.812728,11.866766,9.693914
2.004,6.056406,5.510746,4.430620,5.512507,-0.033442,10.924480,4.857417,11.660752,6.078356,13.541142,4.003823,9.970690,6.034455,8.778177,173.890182,53.137760,51.688007,51.053139,8.673562,11.798482,9.201289,9.956368,9.375729,9.416164,9.643185,8.815612,10.640067,10.604305,11.387080,8.805831,11.865973,9.687948
2.005,6.054108,5.510484,4.423942,5.512540,-0.039048,10.918961,4.856059,11.652818,6.074928,13.540000,3.991824,9.946235,6.033287,8.766652,173.581680,53.971577,51.639069,51.049942,8.670425,11.789485,9.182297,9.943060,9.358122,9.413620,9.640267,8.804827,10.638550,10.594271,11.382257,8.797333,11.862686,9.679710
2.006,6.051810,5.510222,4.417263,5.512573,-0.044653,10.913441,4.854701,11.644882,6.071501,13.538858,3.979825,9.921780,6.032119,8.755127,173.273193,54.805389,51.590130,51.046745,8.667290,11.780487,9.163305,9.929751,9.340515,9.411076,9.637350,8.794042,10.637033,10.584235,11.377436,8.788834,11.859400,9.671473
2.007,6.049512,5.509960,4.410585,5.512607,-0.050259,10.907920,4.853343,11.636948,6.068073,13.537716,3.967827,9.897325,6.030951,8.743603,172.964691,55.639206,51.541191,51.043549,8.664154,11.771490,9.144313,9.916443,9.322907,9.408530,9.634434,8.783257,10.635516,10.574200,11.372613,8.780335,11.856112,9.663234
2.008,6.047214,5.509698,4.403906,5.512640,-0.055865,10.902400,4.851985,11.629013,6.064645,13.536574,3.955828,9.872869,6.029782,8.732078,172.656189,56.473022,51.492252,51.040352,8.661017,11.762493,9.125320,9.903134,9.305301,9.405986,9.631516,8.772471,10.633999,10.564165,11.367790,8.771837,11.852825,9.654996
2.009,6.047930,5.509506,4.403805,5.512732,-0.061266,10.897856,4.853689,11.620996,6.062746,13.532431,3.953922,9.853344,6.033115,8.725154,144.465195,78.976517,51.729710,51.146141,8.662472,11.750980,9.110781,9.899364,9.224592,9.162916,9.618791,8.763235,10.628483,10.558807,11.367820,8.763420,11.853291,9.647761
2.010,6.048647,5.509313,4.403705,5.512823,-0.066668,10.893311,4.855392,11.612979,6.060846,13.528286,3.952016,9.833817,6.036448,8.718230,116.274200,101.480003,51.967171,51.251934,8.663925,11.739468,9.096241,9.895592,9.143884,8.919847,9.606065,8.753998,10.622967,10.553450,11.367849,8.755004,11.853757,9.640526
2.011,6.049364,5.509120,4.403604,5.512915,-0.072070,10.888765,4.857097,11.604961,6.058946,13.524142,3.950110,9.814291,6.039782,8.711307,88.083199,123.983490,52.204628,51.357727,8.665380,11.727954,9.081702,9.891821,9.063175,8.676778,9.593339,8.744761,10.617450,10.548093,11.367880,8.746588,11.854223,9.633291
2.012,6.050081,5.508927,4.403502,5.513007,-0.077471,10.884221,4.858800,11.596945,6.057046,13.519999,3.948205,9.794765,6.043115,8.704383,59.892204,146.486984,52.442085,51.463516,8.666834,11.716441,9.067163,9.888050,8.982467,8.433708,9.580613,8.735524,10.611934,10.542735,11.367909,8.738171,11.854689,9.626057
2.013,6.050014,5.508706,4.396915,5.513061,-0.082708,10.880474,4.857783,11.590934,6.057046,13.519341,3.936047,9.778035,6.042981,8.696230,87.165924,125.298981,52.521259,51.622070,8.669567,11.704989,9.049872,9.859471,9.031287,8.651006,9.572730,8.728269,10.605609,10.536091,11.363859,8.730562,11.851563,9.616182
2.014,6.049946,5.508484,4.390327,5.513115,-0.087944,10.876726,4.856766,11.584923,6.057046,13.518684,3.923889,9.761305,6.042846,8.688078,114.439651,104.110977,52.600433,51.780628,8.672300,11.693538,9.032583,9.830893,9.080107,8.868303,9.564846,8.721012,10.599283,10.529448,11.359808,8.722954,11.848438,9.606308
2.015,6.049879,5.508262,4.383739,5.513169,-0.093181,10.872979,4.855749,11.578911,6.057046,13.518026,3.911731,9.744576,6.042711,8.679926,141.713364,82.922966,52.679611,51.939186,8.675034,11.682086,9.015293,9.802315,9.128927,9.085601,9.556963,8.713757,10.592958,10.522803,11.355757,8.715346,11.845312,9.596433
2.016,6.049811,5.508040,4.377152,5.513223,-0.098417,10.869232,4.854732,11.572900,6.057046,13.517369,3.899573,9.727845,6.042577,8.671773,168.987091,61.734962,52.758785,52.097740,8.677767,11.670634,8.998003,9.773736,9.177748,9.302898,9.549080,8.706501,10.586634,10.516159,11.351707,8.707738,11.842187,9.586558
2.017,6.050336,5.507824,4.371026,5.513281,-0.103638,10.861299,4.857393,11.564780,6.056600,13.514537,3.884659,9.705013,6.044073,8.663595,167.558670,63.466335,52.914330,52.506798,8.677416,11.661245,8.974497,9.749850,9.157279,9.280630,9.538321,8.707508,10.569992,10.513158,11.346134,8.700228,11.838492,9.576424
2.018,6.050861,5.507607,4.364901,5.513339,-0.108858,10.853365,4.860055,11.556661,6.056152,13.511705,3.869746,9.682180,6.045569,8.655416,166.130249,65.197708,53.069870,52.915855,8.677065,11.651855,8.950992,9.725964,9.136810,9.258362,9.527561,8.708515,10.553351,10.510157,11.340561,8.692717,11.834797,9.566288
2.019,6.051386,5.507390,4.358775,5.513397,-0.114078,10.845430,4.862717,11.548541,6.055705,13.508873,3.854832,9.659348,6.047066,8.647238,164.701828,66.929077,53.225414,53.324909,8.676714,11.642466,8.927486,9.702078,9.116342,9.236094,9.516801,8.709521,10.536711,10.507154,11.334988,8.685205,11.831102,9.556153
2.020,6.051910,5.507174,4.352649,5.513455,-0.119299,10.837497,4.865379,11.540421,6.055258,13.506041,3.839919,9.636517,6.048562,8.639060,163.273407,68.660454,53.380959,53.733967,8.676363,11.633077,8.903980,9.678192,9.095873,9.213826,9.506042,8.710528,10.520069,10.504153,11.329415,8.677695,11.827408,9.546019
2.021,6.052550,5.506933,4.348698,5.513466,-0.124079,10.835100,4.864193,11.533325,6.055705,13.506041,3.833203,9.623880,6.049396,8.633605,162.400452,69.395065,53.551640,54.053986,8.676686,11.626046,8.868446,9.685832,9.059294,9.215923,9.490124,8.698290,10.515441,10.496964,11.322999,8.672001,11.825497,9.535974
2.022,6.053191,5.506692,4.344747,5.513477,-0.128859,10.832705,4.863007,11.526228,6.056152,13.506041,3.826487,9.611244,6.050229,8.628150,161.527481,70.129684,53.722321,54.374008,8.677010,11.619016,8.832912,9.693472,9.022716,9.218021,9.474205,8.686052,10.510813,10.489775,11.316583,8.666307,11.823586,9.525928
2.023,6.053831,5.506452,4.340796,5.513488,-0.133639,10.830308,4.861821,11.519131,6.056600,13.506041,3.819771,9.598607,6.051062,8.622695,160.654510,70.864296,53.893005,54.694027,8.677334,11.611985,8.797379,9.701112,8.986137,9.220119,9.458286,8.673814,10.506186,10.482585,11.310166,8.660613,11.821673,9.515882
2.024,6.054471,5.506211,4.336845,5.513499,-0.138419,10.827911,4.860635,11.512034,6.057046,13.506041,3.813055,9.585971,6.051896,8.617240,159.781555,71.598907,54.063686,55.014046,8.677657,11.604955,8.761845,9.708752,8.949558,9.222216,9.442369,8.661575,10.501557,10.475395,11.303750,8.654919,11.819762,9.505837
2.025,6.054873,5.505876,4.338004,5.513427,-0.143404,10.818192,4.862418,11.499660,6.058644,13.506041,3.813589,9.572378,6.051101,8.604491,159.417206,71.888840,54.078426,55.099396,8.677549,11.592443,8.755260,9.687151,8.939430,9.208488,9.434207,8.651658,10.492111,10.464661,11.295875,8.643538,11.812632,9.493959
2.026,6.055274,5.505542,4.339162,5.513355,-0.148389,10.808474,4.864202,11.487286,6.060242,13.506041,3.814123,9.558786,6.050306,8.591743,159.052856,72.178772,54.093163,55.184746,8.677443,11.579929,8.748674,9.665549,8.929303,9.194761,9.426045,8.641741,10.482666,10.453926,11.287998,8.632158,11.805501,9.482082
2.027,6.055676,5.505207,4.340321,5.513283,-0.153374,10.798755,4.865984,11.474912,6.061840,13.506041,3.814657,9.545194,6.049512,8.578994,158.688507,72.468712,54.107903,55.270092,8.677335,11.567417,8.742088,9.643948,8.919176,9.181033,9.417884,8.631824,10.473221,10.443192,11.280123,8.620779,11.798370,9.470205
2.028,6.056078,5.504872,4.341479,5.513211,-0.158359,10.789036,4.867767,11.462538,6.063438,13.506041,3.815192,9.531601,6.048717,8.566245,158.324158,72.758644,54.122643,55.355442,8.677227,11.554905,8.735503,9.622347,8.909048,9.167306,9.409722,8.621907,10.463775,10.432458,11.272247,8.609399,11.791240,9.458327
2.029,6.055987,5.504506,4.341810,5.513114,-0.163494,10.789163,4.867902,11.455657,6.063438,13.508901,3.815719,9.523847,6.048536,8.559755,158.080780,73.108910,54.035118,55.529606,8.677368,11.549724,8.732421,9.611320,8.909134,9.152369,9.408932,8.615662,10.459201,10.424804,11.267113,8.601543,11.790039,9.450487
2.030,6.055896,5.504139,4.342142,5.513018,-0.168629,10.789289,4.868037,11.448776,6.063438,13.511761,3.816247,9.516092,6.048355,8.553266,157.837387,73.459183,53.947594,55.703766,8.677510,11.544542,8.729340,9.600293,8.909220,9.137432,9.408142,8.609417,10.454628,10.417149,11.261978,8.593689,11.788839,9.442646
2.031,6.055805,5.503772,4.342473,5.512922,-0.173764,10.789416,4.868172,11.441896,6.063438,13.514622,3.816774,9.508338,6.048173,8.546776,157.593994,73.809448,53.860069,55.877930,8.677652,11.539360,8.726257,9.589266,8.909306,9.122496,9.407352,8.603172,10.450054,10.409494,11.256844,8.585834,11.787640,9.434806
2.032,6.055715,5.503406,4.342804,5.512825,-0.178899,10.789543,4.868307,11.435016,6.063438,13.517482,3.817302,9.500584,6.047992,8.540286,157.350616,74.159714,53.772545,56.052094,8.677794,11.534179,8.723175,9.578239,8.909391,9.107559,9.406562,8.596927,10.445480,10.401840,11.251709,8.577978,11.786439,9.426966
2.033,6.054123,5.503140,4.342270,5.512807,-0.183584,10.781050,4.869282,11.421928,6.061027,13.520450,3.815258,9.486324,6.047221,8.527744,156.482361,74.445419,53.670578,56.053894,8.675209,11.523729,8.724264,9.562128,8.902325,9.099562,9.406605,8.587175,10.445160,10.392545,11.247494,8.570043,11.783403,9.417987
2.034,6.052532,5.502874,4.341736,5.512788,-0.188269,10.772555,4.870258,11.408840,6.058615,13.523418,3.813215,9.472065,6.046450,8.515203,155.614090,74.731133,53.568607,56.055695,8.672625,11.513279,8.725354,9.546016,8.895258,9.091564,9.406649,8.577423,10.444839,10.383249,11.243279,8.562107,11.780367,9.409008
2.035,6.050941,5.502609,4.341202,5.512769,-0.192955,10.764061,4.871233,11.395752,6.056203,13.526386,3.811171,9.457806,6.045678,8.502661,154.745819,75.016846,53.466637,56.057491,8.670039,11.502829,8.726444,9.529903,8.888191,9.083568,9.406693,8.567672,10.444518,10.373953,11.239062,8.554172,11.777331,9.400029
2.036,6.049350,5.502344,4.340668,5.512751,-0.197640,10.755568,4.872209,11.382665,6.053792,13.529354,3.809128,9.443546,6.044907,8.490119,153.877563,75.302551,53.364670,56.059292,8.667455,11.492379,8.727533,9.513792,8.881124,9.075570,9.406735,8.557920,10.444198,10.364657,11.234847,8.546236,11.774296,9.391050
2.037,6.048107,5.502129,4.337466,5.512777,-0.202237,10.754494,4.872606,11.374140,6.053053,13.529354,3.802327,9.439666,6.043161,8.480740,152.652344,76.356071,53.291809,55.813900,8.667830,11.479604,8.723239,9.503782,8.881052,9.047105,9.406226,8.546765,10.447300,10.355863,11.232206,8.539789,11.769752,9.385490
2.038,6.046865,5.501913,4.334265,5.512805,-0.206834,10.753420,4.873002,11.365616,6.052314,13.529354,3.795527,9.435785,6.041416,8.471361,151.427124,77.409592,53.218945,55.568512,8.668204,11.466827,8.718945,9.493773,8.880980,9.018640,9.405718,8.535610,10.450403,10.347067,11.229565,8.533342,11.765207,9.379931
2.039,6.045623,5.501698,4.331063,5.512832,-0.211431,10.752347,4.873399,11.357092,6.051574,13.529354,3.788727,9.431904,6.039671,8.461983,150.201904,78.463112,53.146080,55.323120,8.668579,11.454052,8.714651,9.483765,8.880907,8.990174,9.405209,8.524455,10.453506,10.338272,11.226924,8.526895,11.760664,9.374372
2.040,6.044380,5.501483,4.327861,5.512858,-0.216028,10.751273,4.873796,11.348567,6.050835,13.529354,3.781927,9.428023,6.037925,8.452603,148.976685,79.516632,53.073219,55.077728,8.668954,11.441277,8.710357,9.473755,8.880835,8.961709,9.404699,8.513300,10.456609,10.329477,11.224283,8.520448,11.756120,9.368813
2.041,6.044150,5.501235,4.326241,5.512854,-0.220651,10.745143,4.874109,11.339550,6.048343,13.529546,3.778374,9.412516,6.039957,8.445498,149.709061,79.133995,53.031326,54.868797,8.669971,11.429384,8.708887,9.461460,8.879347,8.954048,9.402091,8.497264,10.466131,10.320112,11.223253,8.515858,11.754556,9.362589
2.042,6.043920,5.500988,4.324622,5.512850,-0.225275,10.739012,4.874423,11.330533,6.045851,13.529737,3.774821,9.397009,6.041989,8.438395,150.441437,78.751358,52.989433,54.659866,8.670988,11.417492,8.707417,9.449166,8.877859,8.946386,9.399483,8.481228,10.475654,10.310747,11.222223,8.511267,11.752992,9.356364
2.043,6.043690,5.500740,4.323002,5.512846,-0.229899,10.732882,4.874736,11.321516,6.043359,13.529930,3.771269,9.381501,6.044021,8.431290,151.173828,78.368729,52.947536,54.450939,8.672006,11.405600,8.705946,9.436872,8.876371,8.938725,9.396873,8.465191,10.485176,10.301382,11.221192,8.506676,11.751428,9.350140
2.044,6.043460,5.500492,4.321383,5.512841,-0.234523,10.726751,4.875050,11.312499,6.040867,13.530122,3.767716,9.365993,6.046053,8.424185,151.906204,77.986092,52.905643,54.242008,8.673023,11.393707,8.704476,9.424578,8.874884,8.931064,9.394265,8.449155,10.494699,10.292017,11.220162,8.502086,11.749864,9.343916
2.045,6.042668,5.500226,4.321689,5.512837,-0.239503,10.722653,4.876713,11.306199,6.040124,13.530721,3.766664,9.357879,6.045212,8.414549,151.717834,78.186523,52.836754,54.250412,8.674528,11.384136,8.704557,9.418004,8.874874,8.925631,9.397303,8.444639,10.496728,10.287241,11.220108,8.498036,11.751245,9.340258
2.046,6.041876,5.499959,4.321994,5.512833,-0.244483,10.718555,4.878377,11.299899,6.039381,13.531319,3.765611,9.349764,6.044372,8.404912,151.529480,78.386963,52.767868,54.258816,8.676033,11.374565,8.704639,9.411430,8.874865,8.920197,9.400340,8.440125,10.498758,10.282465,11.220055,8.493986,11.752626,9.336599
