"Time","v3 Left CoP","v1 xCoMy","v2 Right CoP","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
0.000,6.347628,5.853959,4.863374,5.892123,-0.724781,8.247692,5.035082,8.902145,6.131010,10.947556,4.691665,7.202313,6.564246,6.092185,154.301712,102.317268,94.217010,106.219398,8.735790,8.810249,8.811257,6.240602,9.854395,6.492932,11.765669,6.083193,11.798218,6.154889,11.665250,6.227489,11.877670,7.192442
0.001,6.348281,5.853848,4.864097,5.892638,-0.736675,8.250069,5.036763,8.893030,6.130804,10.953222,4.691431,7.215874,6.565759,6.083462,137.886536,89.549591,81.561333,84.770615,8.737007,8.800774,8.811713,6.223022,9.855497,6.492467,11.337715,6.011627,11.713210,6.556668,11.667372,6.229768,11.879459,7.193882
0.002,6.348935,5.853736,4.864820,5.893153,-0.748569,8.252445,5.038445,8.883916,6.130598,10.958889,4.691196,7.229434,6.567271,6.074739,121.471359,76.781906,68.905655,63.321827,8.738224,8.791297,8.812170,6.205441,9.856600,6.492002,10.909762,5.940061,11.628202,6.958447,11.669493,6.232048,11.881248,7.195323
0.003,6.349588,5.853625,4.865543,5.893668,-0.760463,8.254822,5.040125,8.874802,6.130392,10.964555,4.690962,7.242995,6.568784,6.066015,105.056175,64.014221,56.249981,41.873039,8.739441,8.781820,8.812626,6.187860,9.857701,6.491536,10.481810,5.868495,11.543196,7.360227,11.671615,6.234328,11.883039,7.196764
0.004,6.350242,5.853514,4.866267,5.894184,-0.772357,8.257198,5.041806,8.865686,6.130186,10.970222,4.690727,7.256556,6.570297,6.057292,88.640999,51.246544,43.594303,20.424255,8.740658,8.772345,8.813082,6.170279,9.858804,6.491071,10.053856,5.796929,11.458188,7.762006,11.673737,6.236608,11.884828,7.198205
0.005,6.348786,5.853377,4.864431,5.894699,-0.784741,8.257645,5.039806,8.858788,6.125290,10.978659,4.689055,7.267467,6.572281,6.051069,102.997269,65.065186,53.786819,40.842850,8.740191,8.764920,8.813127,6.163801,9.860261,6.502346,10.483633,5.867241,11.549269,7.362490,11.675126,6.234669,11.885813,7.196402
0.006,6.347330,5.853240,4.862595,5.895214,-0.797125,8.258091,5.037807,8.851889,6.120394,10.987095,4.687384,7.278377,6.574265,6.044847,117.353546,78.883827,63.979332,61.261448,8.739725,8.757496,8.813171,6.157323,9.861719,6.513620,10.913409,5.937552,11.640350,6.962974,11.676516,6.232729,11.886797,7.194598
0.007,6.345874,5.853103,4.860759,5.895729,-0.809509,8.258538,5.035807,8.844991,6.115499,10.995531,4.685712,7.289288,6.576250,6.038623,131.709808,92.702469,74.171852,81.680046,8.739260,8.750071,8.813216,6.150845,9.863176,6.524895,11.343185,6.007864,11.731432,6.563458,11.677906,6.230790,11.887782,7.192795
0.008,6.344418,5.852966,4.858923,5.896244,-0.821893,8.258985,5.033807,8.838092,6.110602,11.003968,4.684040,7.300199,6.578234,6.032401,146.066086,106.521111,84.364365,102.098640,8.738793,8.742646,8.813261,6.144367,9.864634,6.536170,11.772963,6.078176,11.822513,6.163942,11.679296,6.228850,11.888767,7.190992
0.009,6.337040,5.852784,4.858529,5.896735,-0.834692,8.260452,5.036241,8.828934,6.096591,11.003968,4.680816,7.311740,6.577489,6.024853,145.404434,107.741844,82.962120,102.022217,8.740410,8.734737,8.814738,6.139040,9.864830,6.541564,11.774574,6.078598,11.827333,6.164850,11.680634,6.231169,11.889849,7.190079
0.010,6.329662,5.852601,4.858133,5.897227,-0.847492,8.261920,5.038674,8.819775,6.082580,11.003968,4.677592,7.323282,6.576744,6.017306,144.742783,108.962570,81.559875,101.945801,8.742025,8.726828,8.816216,6.133714,9.865026,6.546959,11.776186,6.079020,11.832153,6.165757,11.681973,6.233488,11.890931,7.189166
0.011,6.322284,5.852418,4.857738,5.897718,-0.860291,8.263388,5.041109,8.810616,6.068569,11.003968,4.674368,7.334824,6.575999,6.009758,144.081131,110.183304,80.157623,101.869377,8.743641,8.718918,8.817693,6.128387,9.865224,6.552354,11.777798,6.079441,11.836974,6.166665,11.683311,6.235807,11.892014,7.188253
0.012,6.314906,5.852236,4.857344,5.898210,-0.873090,8.264855,5.043542,8.801457,6.054558,11.003968,4.671144,7.346366,6.575254,6.002211,143.419479,111.404037,78.755379,101.792953,8.745257,8.711009,8.819170,6.123061,9.865420,6.557748,11.779409,6.079863,11.841795,6.167573,11.684649,6.238126,11.893095,7.187340
0.013,6.311448,5.851952,4.854453,5.898643,-0.886704,8.267056,5.043581,8.793503,6.048785,11.003968,4.665325,7.353764,6.574111,5.994765,140.450027,110.179741,78.194199,100.869797,8.747579,8.703787,8.820352,6.100445,9.866606,6.584842,11.779131,6.078187,11.842670,6.169019,11.686471,6.236101,11.894434,7.187205
0.014,6.307990,5.851668,4.851562,5.899076,-0.900317,8.269255,5.043620,8.785549,6.043013,11.003968,4.659505,7.361162,6.572968,5.987319,137.480591,108.955444,77.633026,99.946632,8.749901,8.696566,8.821533,6.077830,9.867790,6.611936,11.778852,6.076510,11.843546,6.170465,11.688293,6.234076,11.895774,7.187071
0.015,6.304532,5.851385,4.848672,5.899509,-0.913931,8.271454,5.043659,8.777596,6.037241,11.003968,4.653685,7.368560,6.571824,5.979873,134.511139,107.731148,77.071846,99.023468,8.752222,8.689343,8.822714,6.055214,9.868976,6.639030,11.778575,6.074834,11.844420,6.171910,11.690115,6.232050,11.897114,7.186936
0.016,6.301074,5.851101,4.845781,5.899942,-0.927545,8.273654,5.043697,8.769641,6.031468,11.003968,4.647865,7.375958,6.570680,5.972427,131.541687,106.506851,76.510666,98.100311,8.754543,8.682121,8.823895,6.032599,9.870161,6.666123,11.778296,6.073158,11.845296,6.173356,11.691936,6.230025,11.898453,7.186802
0.017,6.299751,5.850748,4.846395,5.900347,-0.941942,8.271985,5.048511,8.758549,6.029315,11.003520,4.644281,7.386665,6.570188,5.963657,118.145493,92.598923,69.724770,81.582779,8.755447,8.674277,8.825541,6.024438,9.868717,6.668851,11.348187,6.099272,11.653781,6.622114,11.693195,6.232553,11.900118,7.187564
0.018,6.298429,5.850395,4.847010,5.900752,-0.956339,8.270315,5.053324,8.747458,6.027162,11.003073,4.640697,7.397373,6.569696,5.954888,104.749298,78.690994,62.938873,65.065247,8.756352,8.666433,8.827187,6.016277,9.867272,6.671578,10.918079,6.125387,11.462266,7.070873,11.694455,6.235081,11.901783,7.188325
0.019,6.297107,5.850042,4.847625,5.901157,-0.970736,8.268646,5.058138,8.736366,6.025009,11.002625,4.637112,7.408080,6.569204,5.946119,91.353111,64.783066,56.152981,48.547714,8.757257,8.658589,8.828833,6.008116,9.865828,6.674306,10.487970,6.151501,11.270751,7.519631,11.695715,6.237608,11.903448,7.189087
0.020,6.295784,5.849689,4.848239,5.901562,-0.985133,8.266977,5.062951,8.725274,6.022856,11.002176,4.633527,7.418787,6.568712,5.937350,77.956917,50.875137,49.367085,32.030178,8.758162,8.650745,8.830479,5.999955,9.864384,6.677033,10.057861,6.177616,11.079236,7.968390,11.696974,6.240136,11.905113,7.189849
0.021,6.291406,5.849182,4.846880,5.901846,-1.000146,8.268497,5.062077,8.714422,6.014400,10.991301,4.631683,7.427845,6.568411,5.928502,76.544189,50.439354,49.439240,32.037796,8.757543,8.644171,8.828452,5.991865,9.859119,6.691876,10.053164,6.177468,11.077430,7.970628,11.697020,6.240585,11.904833,7.191024
0.022,6.287027,5.848675,4.845521,5.902129,-1.015159,8.270016,5.061202,8.703570,6.005944,10.980425,4.629840,7.436903,6.568111,5.919655,75.131454,50.003571,49.511398,32.045410,8.756924,8.637596,8.826426,5.983775,9.853855,6.706718,10.048468,6.177321,11.075624,7.972866,11.697064,6.241035,11.904552,7.192200
0.023,6.282650,5.848168,4.844162,5.902413,-1.030173,8.271536,5.060328,8.692719,5.997488,10.969548,4.627996,7.445961,6.567811,5.910808,73.718727,49.567787,49.583553,32.053024,8.756305,8.631021,8.824400,5.975685,9.848592,6.721561,10.043771,6.177174,11.073817,7.975103,11.697109,6.241486,11.904271,7.193375
0.024,6.278271,5.847661,4.842803,5.902697,-1.045186,8.273055,5.059453,8.681867,5.989032,10.958673,4.626153,7.455019,6.567511,5.901960,72.306000,49.132004,49.655708,32.060642,8.755686,8.624447,8.822373,5.967595,9.843328,6.736403,10.039074,6.177027,11.072011,7.977341,11.697155,6.241935,11.903991,7.194550
0.025,6.275370,5.847070,4.845169,5.902915,-1.060548,8.273136,5.061944,8.676969,5.983839,10.944443,4.628394,7.470911,6.566902,5.891486,71.490860,49.324291,49.701614,32.012825,8.756252,8.613774,8.819990,5.946690,9.838065,6.740331,10.036614,6.176627,11.074858,7.980412,11.699022,6.244629,11.905315,7.195960
0.026,6.272470,5.846479,4.847535,5.903132,-1.075910,8.273216,5.064434,8.672070,5.978645,10.930212,4.630635,7.486802,6.566294,5.881012,70.675720,49.516579,49.747520,31.965010,8.756818,8.603102,8.817608,5.925784,9.832803,6.744259,10.034155,6.176228,11.077705,7.983484,11.700890,6.247322,11.906641,7.197370
0.027,6.269568,5.845888,4.849900,5.903351,-1.091272,8.273296,5.066925,8.667171,5.973452,10.915981,4.632876,7.502693,6.565685,5.870538,69.860588,49.708866,49.793423,31.917194,8.757383,8.592430,8.815226,5.904879,9.827540,6.748187,10.031696,6.175829,11.080553,7.986555,11.702756,6.250016,11.907967,7.198780
0.028,6.266667,5.845297,4.852266,5.903569,-1.106634,8.273377,5.069415,8.662273,5.968259,10.901752,4.635117,7.518584,6.565076,5.860065,69.045448,49.901154,49.839329,31.869377,8.757950,8.581758,8.812842,5.883974,9.822278,6.752114,10.029237,6.175429,11.083400,7.989626,11.704623,6.252709,11.909291,7.200190
0.029,6.265283,5.844623,4.853264,5.903713,-1.122182,8.270709,5.070138,8.652343,5.963202,10.889820,4.636391,7.526365,6.567364,5.852940,67.959267,49.806267,49.984322,32.058319,8.756961,8.574627,8.813269,5.875763,9.813230,6.769210,10.023037,6.183707,11.073626,7.996725,11.703967,6.255066,11.908067,7.201882
0.030,6.263898,5.843948,4.854262,5.903857,-1.137729,8.268041,5.070860,8.642412,5.958145,10.877890,4.637665,7.534146,6.569651,5.845816,66.873093,49.711376,50.129311,32.247265,8.755972,8.567496,8.813696,5.867554,9.804182,6.786306,10.016836,6.191984,11.063850,8.003824,11.703311,6.257423,11.906842,7.203576
0.031,6.262513,5.843274,4.855261,5.904001,-1.153277,8.265372,5.071582,8.632481,5.953088,10.865959,4.638939,7.541927,6.571939,5.838692,65.786911,49.616486,50.274300,32.436211,8.754984,8.560366,8.814123,5.859344,9.795134,6.803402,10.010635,6.200262,11.054075,8.010922,11.702655,6.259781,11.905618,7.205269
0.032,6.261128,5.842599,4.856259,5.904145,-1.168825,8.262704,5.072305,8.622550,5.948031,10.854028,4.640213,7.549708,6.574226,5.831567,64.700729,49.521599,50.419292,32.625153,8.753995,8.553235,8.814549,5.851133,9.786085,6.820498,10.004436,6.208539,11.044301,8.018022,11.701999,6.262138,11.904393,7.206962
0.033,6.262661,5.841810,4.857545,5.904197,-1.184782,8.263167,5.074374,8.617529,5.948031,10.844808,4.640715,7.563900,6.577292,5.823108,63.806210,49.477242,50.584267,33.020927,8.757095,8.545765,8.819795,5.843719,9.779993,6.834802,10.000188,6.219735,11.034174,8.026525,11.703594,6.264963,11.907826,7.208221
0.034,6.264194,5.841022,4.858830,5.904248,-1.200739,8.263632,5.076444,8.612509,5.948031,10.835588,4.641217,7.578092,6.580359,5.814648,62.911690,49.432880,50.749245,33.416698,8.760195,8.538294,8.825041,5.836306,9.773901,6.849104,9.995940,6.230930,11.024047,8.035027,11.705189,6.267788,11.911261,7.209482
0.035,6.265728,5.840234,4.860116,5.904300,-1.216696,8.264095,5.078514,8.607489,5.948031,10.826368,4.641720,7.592284,6.583425,5.806188,62.017170,49.388519,50.914219,33.812469,8.763295,8.530824,8.830286,5.828892,9.767808,6.863407,9.991693,6.242126,11.013920,8.043530,11.706783,6.270613,11.914694,7.210742
0.036,6.267261,5.839445,4.861403,5.904352,-1.232653,8.264559,5.080584,8.602468,5.948031,10.817148,4.642222,7.606476,6.586491,5.797729,61.122650,49.344162,51.079193,34.208244,8.766396,8.523354,8.835531,5.821478,9.761716,6.877710,9.987445,6.253322,11.003793,8.052032,11.708379,6.273438,11.918127,7.212002
0.037,6.268057,5.838560,4.860968,5.904327,-1.248988,8.261059,5.078943,8.596664,5.947653,10.804755,4.642994,7.618440,6.588461,5.792261,87.527191,49.112595,51.280880,34.534073,8.766838,8.516002,9.043118,6.242839,9.752628,6.896540,9.979209,6.265480,10.989161,8.060823,11.707787,6.275696,11.917171,7.211542
0.038,6.268854,5.837675,4.860534,5.904302,-1.265323,8.257558,5.077303,8.590860,5.947275,10.792362,4.643765,7.630404,6.590432,5.786794,113.931740,48.881027,51.482567,34.859901,8.767280,8.508650,9.250706,6.664200,9.743540,6.915370,9.970972,6.277638,10.974527,8.069614,11.707193,6.277954,11.916214,7.211082
0.039,6.269650,5.836789,4.860100,5.904277,-1.281658,8.254057,5.075662,8.585057,5.946898,10.779970,4.644537,7.642368,6.592403,5.781327,140.336288,48.649456,51.684258,35.185730,8.767721,8.501298,9.458292,7.085561,9.734451,6.934200,9.962736,6.289796,10.959894,8.078406,11.706600,6.280212,11.915257,7.210622
0.040,6.270447,5.835904,4.859665,5.904252,-1.297993,8.250557,5.074022,8.579254,5.946520,10.767577,4.645309,7.654332,6.594374,5.775860,166.740829,48.417889,51.885944,35.511559,8.768164,8.493946,9.665879,7.506922,9.725364,6.953030,9.954500,6.301954,10.945262,8.087197,11.706008,6.282470,11.914301,7.210162
0.041,6.271536,5.834818,4.859522,5.904044,-1.314662,8.252411,5.075717,8.569921,5.946520,10.756168,4.643328,7.670003,6.596552,5.767362,167.213181,48.169186,52.025806,35.704655,8.766783,8.485445,9.657331,7.517563,9.719321,6.969114,9.948610,6.312207,10.933052,8.093642,11.705084,6.284038,11.914136,7.219113
0.042,6.272625,5.833733,4.859380,5.903836,-1.331331,8.254266,5.077413,8.560587,5.946520,10.744759,4.641346,7.685675,6.598731,5.758863,167.685532,47.920486,52.165672,35.897751,8.765402,8.476944,9.648783,7.528205,9.713280,6.985199,9.942719,6.322460,10.920842,8.100086,11.704161,6.285605,11.913971,7.228064
0.043,6.273714,5.832647,4.859237,5.903628,-1.348000,8.256121,5.079108,8.551252,5.946520,10.733349,4.639365,7.701346,6.600909,5.750365,168.157883,47.671783,52.305534,36.090851,8.764021,8.468442,9.640234,7.538846,9.707237,7.001284,9.936829,6.332713,10.908632,8.106531,11.703237,6.287173,11.913806,7.237015
0.044,6.274803,5.831562,4.859094,5.903420,-1.364669,8.257975,5.080804,8.541919,5.946520,10.721940,4.637384,7.717018,6.603087,5.741867,168.630234,47.423080,52.445396,36.283947,8.762640,8.459941,9.631685,7.549488,9.701195,7.017368,9.930939,6.342966,10.896422,8.112976,11.702312,6.288740,11.913641,7.245966
0.045,6.275352,5.830235,4.859120,5.903004,-1.381949,8.256754,5.079424,8.532370,5.946520,10.709665,4.638816,7.721967,6.604185,5.734171,168.981628,47.332596,52.727680,36.692368,8.761562,8.451721,9.617166,7.553242,9.689730,7.021517,9.916667,6.354518,10.877115,8.120223,11.699720,6.289108,11.911900,7.245573
0.046,6.275902,5.828909,4.859147,5.902588,-1.399230,8.255534,5.078044,8.522820,5.946520,10.697391,4.640249,7.726916,6.605284,5.726475,169.333008,47.242111,53.009964,37.100792,8.760485,8.443502,9.602646,7.556996,9.678265,7.025665,9.902395,6.366071,10.857809,8.127470,11.697127,6.289476,11.910158,7.245180
0.047,6.276451,5.827583,4.859173,5.902172,-1.416510,8.254314,5.076665,8.513270,5.946520,10.685116,4.641681,7.731865,6.606382,5.718780,169.684387,47.151627,53.292252,37.509216,8.759406,8.435284,9.588125,7.560751,9.666799,7.029813,9.888123,6.377623,10.838503,8.134718,11.694534,6.289845,11.908416,7.244787
0.048,6.277000,5.826257,4.859200,5.901755,-1.433790,8.253094,5.075285,8.503721,5.946520,10.672841,4.643114,7.736814,6.607481,5.711083,170.035782,47.061142,53.574535,37.917637,8.758328,8.427064,9.573606,7.564505,9.655334,7.033961,9.873851,6.389175,10.819196,8.141965,11.691942,6.290213,11.906674,7.244393
0.049,6.277710,5.824686,4.853574,5.901102,-1.451223,8.255071,5.072026,8.497329,5.946374,10.663488,4.635121,7.739179,6.609046,5.704076,169.615631,47.622581,54.008224,38.481682,8.760114,8.422265,9.550541,7.568995,9.633120,7.040373,9.855396,6.403821,10.798260,8.150660,11.690951,6.292358,11.907681,7.243925
0.050,6.278420,5.823114,4.847948,5.900448,-1.468655,8.257048,5.068767,8.490936,5.946228,10.654135,4.627129,7.741543,6.610612,5.697069,169.195465,48.184021,54.441917,39.045727,8.761898,8.417465,9.527477,7.573484,9.610907,7.046785,9.836941,6.418467,10.777324,8.159354,11.689960,6.294504,11.908687,7.243456
0.051,6.279130,5.821543,4.842321,5.899795,-1.486088,8.259025,5.065508,8.484544,5.946082,10.644782,4.619136,7.743906,6.612177,5.690062,168.775314,48.745464,54.875610,39.609772,8.763683,8.412666,9.504414,7.577974,9.588694,7.053197,9.818485,6.433113,10.756388,8.168049,11.688970,6.296650,11.909693,7.242988
0.052,6.279840,5.819971,4.836696,5.899141,-1.503521,8.261002,5.062249,8.478151,5.945936,10.635429,4.611143,7.746271,6.613743,5.683054,168.355164,49.306904,55.309299,40.173817,8.765469,8.407867,9.481349,7.582464,9.566480,7.059609,9.800031,6.447758,10.735452,8.176744,11.687979,6.298796,11.910699,7.242519
0.053,6.280012,5.818039,4.829031,5.898139,-1.521182,8.264004,5.062155,8.470480,5.944640,10.627915,4.595908,7.739132,6.615384,5.674800,168.826309,50.146515,55.639404,40.685352,8.765751,8.404208,9.449054,7.580759,9.545093,7.063308,9.785521,6.458979,10.718023,8.181087,11.685331,6.299594,11.910347,7.238399
0.054,6.280184,5.816106,4.821367,5.897136,-1.538843,8.267006,5.062060,8.462809,5.943343,10.620401,4.580673,7.731994,6.617025,5.666546,169.297455,50.986130,55.969513,41.196888,8.766033,8.400549,9.416759,7.579053,9.523706,7.067006,9.771009,6.470200,10.700594,8.185431,11.682685,6.300392,11.909996,7.234279
0.055,6.280356,5.814174,4.813703,5.896133,-1.556505,8.270008,5.061966,8.455137,5.942046,10.612886,4.565438,7.724855,6.618667,5.658291,169.768585,51.825741,56.299618,41.708424,8.766315,8.396891,9.384464,7.577348,9.502319,7.070704,9.756499,6.481420,10.683165,8.189775,11.680038,6.301189,11.909645,7.230158
0.056,6.280529,5.812242,4.806038,5.895131,-1.574166,8.273010,5.061872,8.447466,5.940750,10.605372,4.550203,7.717716,6.620308,5.650037,170.239731,52.665352,56.629723,42.219959,8.766597,8.393231,9.352169,7.575643,9.480932,7.074402,9.741989,6.492640,10.665736,8.194119,11.677391,6.301988,11.909293,7.226038
0.057,6.277713,5.809816,4.803465,5.893671,-1.592502,8.275952,5.063405,8.443180,5.941699,10.596982,4.543526,7.708910,6.613728,5.638313,169.082520,54.242004,56.803940,42.555344,8.770601,8.394560,9.326584,7.572202,9.459229,7.069554,9.732985,6.499698,10.657018,8.198260,11.674406,6.305424,11.910317,7.230955
0.058,6.274897,5.807390,4.800893,5.892211,-1.610837,8.278894,5.064938,8.438894,5.942647,10.588593,4.536848,7.700104,6.607147,5.626590,167.925323,55.818657,56.978157,42.890724,8.774607,8.395889,9.300999,7.568762,9.437524,7.064706,9.723982,6.506756,10.648300,8.202402,11.671422,6.308860,11.911342,7.235871
0.059,6.272081,5.804965,4.798320,5.890750,-1.629173,8.281837,5.066471,8.434608,5.943596,10.580202,4.530169,7.691298,6.600566,5.614866,166.768127,57.395309,57.152370,43.226109,8.778611,8.397218,9.275414,7.565322,9.415819,7.059858,9.714978,6.513813,10.639582,8.206543,11.668438,6.312295,11.912366,7.240788
0.060,6.269265,5.802539,4.795748,5.889290,-1.647509,8.284780,5.068004,8.430323,5.944545,10.571812,4.523492,7.682492,6.593986,5.603142,165.610916,58.971962,57.326588,43.561493,8.782616,8.398546,9.249828,7.561882,9.394115,7.055010,9.705975,6.520871,10.630863,8.210684,11.665453,6.315732,11.913390,7.245705
0.061,6.269436,5.799661,4.798935,5.887372,-1.665754,8.286718,5.068645,8.422891,5.944499,10.561520,4.529225,7.676355,6.594372,5.592839,164.956909,59.955906,57.577919,43.858994,8.780505,8.393003,9.226797,7.555619,9.371334,7.051951,9.691746,6.520097,10.625039,8.210723,11.660290,6.318143,11.911067,7.242661
0.062,6.269606,5.796782,4.802122,5.885455,-1.683999,8.288657,5.069286,8.415459,5.944454,10.551228,4.534958,7.670218,6.594759,5.582536,164.302917,60.939850,57.829247,44.156490,8.778395,8.387462,9.203767,7.549357,9.348553,7.048892,9.677517,6.519322,10.619215,8.210762,11.655126,6.320555,11.908744,7.239616
0.063,6.269776,5.793903,4.805309,5.883537,-1.702244,8.290596,5.069927,8.408028,5.944408,10.540936,4.540691,7.664082,6.595145,5.572232,163.648911,61.923794,58.080574,44.453987,8.776284,8.381920,9.180737,7.543095,9.325772,7.045834,9.663288,6.518548,10.613390,8.210801,11.649961,6.322967,11.906421,7.236571
0.064,6.269947,5.791025,4.808496,5.881619,-1.720489,8.292535,5.070568,8.400596,5.944363,10.530643,4.546424,7.657946,6.595531,5.561929,162.994904,62.907738,58.331905,44.751488,8.774174,8.376377,9.157705,7.536833,9.302991,7.042775,9.649059,6.517775,10.607566,8.210840,11.644798,6.325379,11.904098,7.233527
0.065,6.270653,5.787809,4.809643,5.879364,-1.738729,8.295965,5.066409,8.400155,5.944145,10.523064,4.552876,7.662497,6.597160,5.551698,162.757263,63.513535,58.436676,45.184032,8.776197,8.371569,9.139700,7.545279,9.290791,7.043951,9.641407,6.523980,10.598040,8.213640,11.640127,6.327452,11.904979,7.235185
0.066,6.271358,5.784594,4.810789,5.877109,-1.756970,8.299395,5.062249,8.399714,5.943928,10.515484,4.559329,7.667047,6.598788,5.541466,162.519623,64.119331,58.541443,45.616577,8.778221,8.366759,9.121696,7.553724,9.278591,7.045126,9.633754,6.530186,10.588512,8.216440,11.635456,6.329525,11.905860,7.236844
0.067,6.272063,5.781377,4.811936,5.874854,-1.775211,8.302825,5.058090,8.399273,5.943710,10.507903,4.565782,7.671597,6.600417,5.531234,162.281998,64.725128,58.646210,46.049118,8.780246,8.361950,9.103691,7.562170,9.266391,7.046301,9.626101,6.536392,10.578986,8.219241,11.630785,6.331598,11.906741,7.238502
0.068,6.272769,5.778162,4.813082,5.872598,-1.793452,8.306255,5.053931,8.398832,5.943492,10.500323,4.572234,7.676148,6.602046,5.521003,162.044357,65.330925,58.750980,46.481663,8.782269,8.357141,9.085686,7.570616,9.254190,7.047477,9.618448,6.542598,10.569460,8.222041,11.626114,6.333671,11.907622,7.240160
0.069,6.273911,5.774707,4.815123,5.870105,-1.811726,8.312140,5.051437,8.399267,5.943710,10.488106,4.578809,7.668142,6.604113,5.515048,161.186279,66.671768,58.809196,46.812553,8.790500,8.350476,9.060671,7.571612,9.234562,7.048620,9.613378,6.550046,10.560059,8.225240,11.622288,6.335361,11.906769,7.239090
0.070,6.275054,5.771252,4.817164,5.867613,-1.829999,8.318024,5.048944,8.399703,5.943928,10.475887,4.585385,7.660136,6.606180,5.509092,160.328201,68.012611,58.867409,47.143448,8.798731,8.343811,9.035656,7.572608,9.214933,7.049764,9.608307,6.557495,10.550657,8.228438,11.618463,6.337051,11.905914,7.238019
0.071,6.276196,5.767797,4.819205,5.865120,-1.848273,8.323908,5.046450,8.400139,5.944145,10.463669,4.591961,7.652129,6.608247,5.503138,159.470123,69.353455,58.925625,47.474339,8.806961,8.337146,9.010640,7.573604,9.195304,7.050907,9.603236,6.564944,10.541255,8.231637,11.614637,6.338742,11.905061,7.236949
0.072,6.277339,5.764342,4.821246,5.862627,-1.866546,8.329792,5.043956,8.400574,5.944363,10.451451,4.598536,7.644123,6.610314,5.497182,158.612045,70.694298,58.983841,47.805229,8.815191,8.330481,8.985625,7.574600,9.175675,7.052050,9.598166,6.572393,10.531854,8.234836,11.610811,6.340433,11.904207,7.235878
0.073,6.276117,5.760604,4.818740,5.859859,-1.884966,8.333712,5.036579,8.407760,5.944408,10.442163,4.600900,7.634495,6.607825,5.487355,157.908234,71.960938,59.101490,48.144272,8.820965,8.327551,8.958107,7.573876,9.157179,7.041826,9.588472,6.572250,10.523993,8.233414,11.604750,6.339759,11.902812,7.234189
0.074,6.274895,5.756866,4.816234,5.857091,-1.903385,8.337632,5.029203,8.414946,5.944454,10.432877,4.603264,7.624867,6.605336,5.477527,157.204422,73.227585,59.219139,48.483311,8.826738,8.324620,8.930589,7.573152,9.138681,7.031602,9.578779,6.572107,10.516131,8.231993,11.598688,6.339087,11.901417,7.232500
0.075,6.273673,5.753129,4.813727,5.854323,-1.921805,8.341553,5.021827,8.422132,5.944499,10.423589,4.605628,7.615240,6.602847,5.467700,156.500610,74.494232,59.336792,48.822350,8.832512,8.321690,8.903070,7.572427,9.120185,7.021378,9.569086,6.571964,10.508270,8.230572,11.592627,6.338413,11.900022,7.230811
0.076,6.272451,5.749391,4.811221,5.851556,-1.940224,8.345472,5.014450,8.429317,5.944545,10.414301,4.607992,7.605612,6.600358,5.457872,155.796799,75.760872,59.454441,49.161392,8.838285,8.318760,8.875552,7.571703,9.101688,7.011154,9.559393,6.571822,10.500409,8.229150,11.586565,6.337740,11.898626,7.229122
0.077,6.275028,5.745487,4.814860,5.848627,-1.958745,8.349396,5.017072,8.441124,5.947434,10.405382,4.612649,7.589413,6.602622,5.452862,159.720245,75.878098,59.587597,49.286118,8.847633,8.315660,8.849257,7.519431,9.093400,7.001053,9.547879,6.563327,10.500098,8.225506,11.580153,6.338436,11.895939,7.230020
0.078,6.277605,5.741583,4.818500,5.845698,-1.977265,8.353319,5.019693,8.452930,5.950324,10.396462,4.617306,7.573215,6.604886,5.447853,163.643707,75.995323,59.720749,49.410843,8.856981,8.312559,8.822960,7.467159,9.085112,6.990952,9.536366,6.554832,10.499786,8.221863,11.573739,6.339131,11.893251,7.230918
0.079,6.280182,5.737679,4.822139,5.842769,-1.995786,8.357244,5.022316,8.464738,5.953214,10.387543,4.621963,7.557016,6.607150,5.442843,167.567169,76.112549,59.853905,49.535572,8.866330,8.309458,8.796663,7.414887,9.076824,6.980850,9.524851,6.546338,10.499475,8.218219,11.567326,6.339828,11.890564,7.231816
0.080,6.282759,5.733775,4.825778,5.839840,-2.014306,8.361167,5.024937,8.476544,5.956103,10.378624,4.626620,7.540818,6.609414,5.437834,171.490616,76.229774,59.987061,49.660297,8.875678,8.306357,8.770368,7.362615,9.068536,6.970748,9.513337,6.537844,10.499165,8.214575,11.560913,6.340523,11.887877,7.232715
0.081,6.283626,5.729733,4.820374,5.836774,-2.032810,8.364063,5.010777,8.499120,5.957014,10.373104,4.629971,7.532517,6.610238,5.428191,172.872574,76.519325,60.121208,49.876076,8.888098,8.326403,8.762925,7.333632,9.063076,6.959998,9.501309,6.537081,10.486294,8.210223,11.552414,6.336245,11.882887,7.232404
