"Time","v2 Right CoP","v3 Left CoP","v1 xCoMy","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
3.088,4.861140,6.671769,6.008213,5.984825,0.420362,15.531039,4.811329,16.612743,6.311336,17.920187,4.910950,12.366187,7.032203,14.457526,137.471191,159.807892,20.406029,1.632343,8.251534,17.041759,8.405290,12.636440,8.931913,12.505686,9.613032,12.876811,11.831541,15.408944,11.247890,13.873837,11.661239,14.874254
3.089,4.859192,6.671453,6.007867,5.984837,0.413933,15.529186,4.812233,16.600494,6.310513,17.927374,4.906152,12.364820,7.032394,14.448259,139.942139,159.264069,20.235405,1.318297,8.252420,17.034575,8.425723,12.627681,8.948241,12.515580,9.625422,12.876374,11.840754,15.403917,11.252598,13.871566,11.663643,14.872965
3.090,4.857245,6.671138,6.007522,5.984849,0.407504,15.527334,4.813137,16.588247,6.309691,17.934563,4.901353,12.363455,7.032585,14.438993,142.413086,158.720245,20.064783,1.004252,8.253306,17.027390,8.446157,12.618921,8.964569,12.525475,9.637812,12.875937,11.849967,15.398890,11.257305,13.869295,11.666046,14.871675
3.091,4.855298,6.670823,6.007176,5.984861,0.401076,15.525482,4.814041,16.576000,6.308869,17.941750,4.896555,12.362089,7.032776,14.429728,144.884033,158.176407,19.894161,0.690207,8.254192,17.020205,8.466590,12.610161,8.980896,12.535370,9.650202,12.875501,11.859180,15.393862,11.262012,13.867025,11.668449,14.870385
3.092,4.853351,6.670507,6.006831,5.984873,0.394647,15.523629,4.814944,16.563751,6.308047,17.948936,4.891757,12.360723,7.032968,14.420461,147.354980,157.632584,19.723537,0.376162,8.255079,17.013020,8.487023,12.601401,8.997224,12.545264,9.662591,12.875064,11.868393,15.388835,11.266721,13.864755,11.670854,14.869096
3.093,4.848667,6.670257,6.006285,5.984715,0.387679,15.520285,4.815476,16.552074,6.308047,17.950024,4.881858,12.358097,7.032467,14.413919,149.540924,157.402832,19.751410,0.282706,8.253414,17.002169,8.502151,12.589228,9.005186,12.550585,9.667064,12.875777,11.867820,15.386003,11.267321,13.860763,11.669271,14.867123
3.094,4.843984,6.670007,6.005740,5.984557,0.380711,15.516939,4.816008,16.540398,6.308047,17.951111,4.871960,12.355471,7.031966,14.407379,151.726868,157.173065,19.779282,0.189251,8.251749,16.991318,8.517279,12.577054,9.013147,12.555905,9.671537,12.876490,11.867247,15.383173,11.267921,13.856771,11.667690,14.865150
3.095,4.839300,6.669756,6.005195,5.984400,0.373744,15.513594,4.816539,16.528721,6.308047,17.952198,4.862062,12.352844,7.031465,14.400839,153.912811,156.943298,19.807152,0.095795,8.250085,16.980469,8.532406,12.564880,9.021109,12.561226,9.676010,12.877203,11.866673,15.380342,11.268521,13.852779,11.666108,14.863177
3.096,4.834617,6.669506,6.004649,5.984242,0.366776,15.510249,4.817070,16.517044,6.308047,17.953285,4.852163,12.350219,7.030964,14.394298,156.098755,156.713547,19.835024,0.002340,8.248420,16.969618,8.547534,12.552707,9.029071,12.566546,9.680483,12.877916,11.866100,15.377510,11.269121,13.848787,11.664526,14.861204
3.097,4.833413,6.668139,6.004074,5.984095,0.359089,15.509615,4.817070,16.509485,6.303194,17.960011,4.849756,12.353633,7.033085,14.387271,156.656464,156.110779,19.826794,0.034174,8.251312,16.963421,8.551085,12.560716,9.029077,12.574133,9.684890,12.879207,11.868733,15.377284,11.271688,13.848579,11.666513,14.861108
3.098,4.832210,6.666774,6.003499,5.983947,0.351402,15.508981,4.817070,16.501926,6.298341,17.966736,4.847350,12.357048,7.035206,14.380244,157.214172,155.507996,19.818563,0.066009,8.254204,16.957226,8.554635,12.568724,9.029081,12.581719,9.689297,12.880497,11.871367,15.377058,11.274254,13.848371,11.668501,14.861012
3.099,4.831007,6.665408,6.002924,5.983800,0.343715,15.508347,4.817070,16.494366,6.293489,17.973461,4.844944,12.360462,7.037327,14.373218,157.771881,154.905212,19.810333,0.097843,8.257096,16.951031,8.558186,12.576733,9.029087,12.589306,9.693705,12.881787,11.874001,15.376833,11.276821,13.848162,11.670487,14.860914
3.100,4.829803,6.664042,6.002349,5.983653,0.336028,15.507712,4.817070,16.486807,6.288636,17.980186,4.842537,12.363876,7.039448,14.366191,158.329590,154.302444,19.802103,0.129678,8.259989,16.944834,8.561736,12.584742,9.029093,12.596892,9.698112,12.883078,11.876634,15.376607,11.279387,13.847954,11.672475,14.860818
3.101,4.826889,6.661772,6.001325,5.983072,0.328056,15.505958,4.817070,16.478706,6.283197,17.984947,4.836707,12.377403,7.040346,14.353853,158.158340,153.204102,19.538330,0.472845,8.255406,16.935600,8.553436,12.607250,9.032707,12.607894,9.705105,12.879930,11.883857,15.369905,11.279400,13.846842,11.672406,14.861382
3.102,4.823974,6.659501,6.000300,5.982491,0.320084,15.504203,4.817070,16.470608,6.277759,17.989708,4.830876,12.390930,7.041244,14.341516,157.987091,152.105743,19.274555,0.816013,8.250824,16.926365,8.545135,12.629760,9.036321,12.618896,9.712097,12.876783,11.891080,15.363203,11.279412,13.845730,11.672337,14.861948
3.103,4.821058,6.657231,5.999275,5.981910,0.312113,15.502448,4.817070,16.462507,6.272320,17.994471,4.825047,12.404457,7.042141,14.329180,157.815842,151.007385,19.010782,1.159181,8.246242,16.917130,8.536836,12.652269,9.039934,12.629898,9.719090,12.873637,11.898303,15.356501,11.279425,13.844617,11.672268,14.862513
3.104,4.818143,6.654961,5.998251,5.981329,0.304141,15.500693,4.817070,16.454407,6.266881,17.999231,4.819216,12.417984,7.043039,14.316842,157.644592,149.909042,18.747009,1.502349,8.241659,16.907896,8.528536,12.674778,9.043549,12.640900,9.726083,12.870490,11.905526,15.349799,11.279437,13.843505,11.672199,14.863077
3.105,4.808195,6.653670,5.997180,5.980715,0.295933,15.500662,4.816419,16.445498,6.263514,18.006115,4.799970,12.443720,7.043827,14.309219,159.559723,148.270126,18.600113,1.667677,8.241978,16.892250,8.551289,12.692832,9.060437,12.661439,9.729088,12.866684,11.910778,15.345723,11.280525,13.842664,11.673679,14.862513
3.106,4.798245,6.652380,5.996110,5.980102,0.287726,15.500631,4.815768,16.436588,6.260145,18.013000,4.780724,12.469455,7.044614,14.301598,161.474854,146.631195,18.453217,1.833005,8.242296,16.876606,8.574042,12.710886,9.077326,12.681978,9.732093,12.862877,11.916029,15.341646,11.281614,13.841822,11.675159,14.861948
3.107,4.788297,6.651090,5.995040,5.979487,0.279518,15.500601,4.815116,16.427681,6.256777,18.019884,4.761477,12.495190,7.045402,14.293976,163.389999,144.992279,18.306322,1.998333,8.242614,16.860962,8.596796,12.728940,9.094215,12.702518,9.735098,12.859071,11.921281,15.337570,11.282703,13.840981,11.676638,14.861382
3.108,4.778348,6.649799,5.993969,5.978874,0.271311,15.500569,4.814465,16.418772,6.253409,18.026768,4.742231,12.520926,7.046189,14.286353,165.305130,143.353363,18.159426,2.163661,8.242932,16.845316,8.619549,12.746994,9.111104,12.723057,9.738103,12.855265,11.926533,15.333494,11.283792,13.840139,11.678118,14.860818
3.109,4.768924,6.646127,5.992684,5.978091,0.262281,15.496960,4.814465,16.411076,6.245917,18.031549,4.723383,12.548538,7.046336,14.271226,165.917938,142.111130,17.879433,2.507738,8.241401,16.836485,8.645729,12.765430,9.130438,12.736364,9.747023,12.852899,11.933628,15.325485,11.283628,13.838179,11.677479,14.858831
3.110,4.759500,6.642455,5.991398,5.977307,0.253252,15.493349,4.814465,16.403378,6.238426,18.036331,4.704535,12.576151,7.046483,14.256099,166.530762,140.868896,17.599438,2.851815,8.239868,16.827654,8.671908,12.783867,9.149771,12.749671,9.755943,12.850533,11.940723,15.317476,11.283466,13.836218,11.676841,14.856846
3.111,4.750076,6.638783,5.990113,5.976524,0.244222,15.489738,4.814465,16.395681,6.230934,18.041111,4.685687,12.603765,7.046630,14.240972,167.143585,139.626648,17.319443,3.195893,8.238337,16.818823,8.698088,12.802304,9.169104,12.762978,9.764863,12.848166,11.947820,15.309467,11.283304,13.834257,11.676203,14.854860
3.112,4.740652,6.635110,5.988827,5.975741,0.235193,15.486129,4.814465,16.387985,6.223442,18.045893,4.666839,12.631377,7.046777,14.225844,167.756393,138.384415,17.039450,3.539970,8.236805,16.809992,8.724268,12.820741,9.188437,12.776285,9.773783,12.845800,11.954915,15.301458,11.283141,13.832296,11.675564,14.852874
3.113,4.729727,6.632204,5.987473,5.974913,0.225757,15.483584,4.814445,16.382812,6.218516,18.052626,4.645008,12.659487,7.045891,14.210841,168.555634,136.935654,17.242683,3.414908,8.233385,16.799685,8.737199,12.843357,9.203890,12.793667,9.776157,12.848584,11.951336,15.302208,11.285566,13.828638,11.676257,14.851810
3.114,4.718801,6.629298,5.986120,5.974084,0.216320,15.481040,4.814425,16.377640,6.213591,18.059357,4.623177,12.687595,7.045005,14.195838,169.354874,135.486908,17.445917,3.289846,8.229965,16.789377,8.750130,12.865974,9.219343,12.811049,9.778532,12.851368,11.947758,15.302958,11.287992,13.824980,11.676950,14.850746
3.115,4.707876,6.626391,5.984766,5.973256,0.206883,15.478496,4.814405,16.372465,6.208664,18.066090,4.601346,12.715705,7.044119,14.180835,170.154114,134.038147,17.649151,3.164784,8.226544,16.779070,8.763060,12.888591,9.234796,12.828429,9.780908,12.854151,11.944180,15.303709,11.290418,13.821322,11.677644,14.849682
3.116,4.696951,6.623486,5.983413,5.972427,0.197447,15.475951,4.814386,16.367292,6.203739,18.072823,4.579515,12.743814,7.043233,14.165832,170.953354,132.589386,17.852385,3.039722,8.223125,16.768763,8.775990,12.911207,9.250248,12.845811,9.783282,12.856935,11.940600,15.304459,11.292843,13.817664,11.678337,14.848618
3.117,4.687584,6.621411,5.982001,5.971541,0.188003,15.474952,4.814386,16.356853,6.199812,18.079372,4.560781,12.770466,7.043011,14.157162,172.139145,130.754120,17.950726,2.968545,8.221914,16.758760,8.790734,12.936530,9.264353,12.866127,9.789085,12.861423,11.937407,15.302663,11.293356,13.814134,11.678340,14.847778
3.118,4.678217,6.619338,5.980590,5.970655,0.178558,15.473951,4.814386,16.346415,6.195886,18.085922,4.542048,12.797117,7.042789,14.148493,173.324921,128.918854,18.049065,2.897369,8.220703,16.748758,8.805478,12.961853,9.278458,12.886444,9.794889,12.865911,11.934212,15.300867,11.293869,13.810604,11.678343,14.846939
3.119,4.668850,6.617264,5.979179,5.969769,0.169114,15.472952,4.814386,16.335976,6.191960,18.092472,4.523314,12.823769,7.042568,14.139824,174.510712,127.083580,18.147404,2.826192,8.219493,16.738756,8.820222,12.987175,9.292562,12.906761,9.800693,12.870399,11.931018,15.299071,11.294383,13.807074,11.678346,14.846100
3.120,4.659483,6.615190,5.977768,5.968884,0.159670,15.471952,4.814386,16.325537,6.188034,18.099022,4.504580,12.850420,7.042346,14.131154,175.696503,125.248314,18.245745,2.755016,8.218283,16.728754,8.834966,13.012498,9.306667,12.927077,9.806496,12.874888,11.927824,15.297276,11.294896,13.803543,11.678349,14.845261
3.121,4.658860,6.610224,5.976358,5.967993,0.150341,15.468325,4.813141,16.312666,6.179750,18.098228,4.504580,12.869452,7.040698,14.123150,176.011215,123.732071,18.436445,2.565537,8.217673,16.717295,8.836308,13.035579,9.314592,12.938442,9.805310,12.875034,11.922348,15.296671,11.295085,13.798855,11.677933,14.841747
3.122,4.658237,6.605258,5.974948,5.967102,0.141013,15.464696,4.811895,16.299793,6.171466,18.097435,4.504580,12.888485,7.039049,14.115145,176.325928,122.215820,18.627146,2.376058,8.217064,16.705833,8.837651,13.058660,9.322516,12.949807,9.804125,12.875180,11.916872,15.296066,11.295273,13.794166,11.677517,14.838235
3.123,4.657615,6.600291,5.973537,5.966211,0.131684,15.461067,4.810650,16.286922,6.163182,18.096643,4.504580,12.907517,7.037401,14.107141,176.640640,120.699570,18.817846,2.186579,8.216455,16.694374,8.838994,13.081740,9.330441,12.961172,9.802938,12.875326,11.911397,15.295462,11.295462,13.789476,11.677102,14.834723
3.124,4.656992,6.595325,5.972127,5.965320,0.122356,15.457439,4.809405,16.274052,6.154899,18.095850,4.504580,12.926550,7.035753,14.099136,176.955353,119.183327,19.008547,1.997100,8.215845,16.682915,8.840337,13.104821,9.338366,12.972537,9.801753,12.875472,11.905921,15.294857,11.295650,13.784788,11.676686,14.831209
3.125,4.656992,6.595396,5.970671,5.964386,0.112949,15.455930,4.809405,16.267538,6.152684,18.104382,4.504580,12.942877,7.038109,14.094639,177.522919,117.782310,19.087404,1.943227,8.215552,16.676819,8.852264,13.121964,9.346054,12.983356,9.802366,12.876549,11.905457,15.296241,11.297457,13.784416,11.677362,14.830175
3.126,4.656992,6.595467,5.969213,5.963453,0.103542,15.454420,4.809405,16.261024,6.150470,18.112913,4.504580,12.959204,7.040464,14.090141,178.090469,116.381302,19.166262,1.889353,8.215260,16.670723,8.864193,13.139105,9.353743,12.994175,9.802980,12.877626,11.904993,15.297625,11.299262,13.784044,11.678040,14.829142
3.127,4.656992,6.595538,5.967757,5.962520,0.094135,15.452911,4.809405,16.254513,6.148255,18.121445,4.504580,12.975531,7.042820,14.085645,178.658020,114.980286,19.245119,1.835480,8.214968,16.664627,8.876122,13.156246,9.361430,13.004993,9.803594,12.878703,11.904530,15.299007,11.301067,13.783672,11.678716,14.828109
3.128,4.656992,6.595609,5.966300,5.961586,0.084727,15.451402,4.809405,16.247999,6.146040,18.129976,4.504580,12.991858,7.045177,14.081147,179.225586,113.579269,19.323977,1.781606,8.214675,16.658531,8.888049,13.173388,9.369119,13.015812,9.804207,12.879780,11.904065,15.300391,11.302874,13.783300,11.679392,14.827075
3.129,4.661463,6.595150,5.964906,5.960724,0.075164,15.451242,4.809405,16.239563,6.145686,18.129318,4.513522,13.014849,7.044615,14.066840,179.084045,112.060211,19.154997,2.056802,8.213606,16.647114,8.899873,13.188557,9.373548,13.017692,9.802957,12.870455,11.911857,15.296264,11.304953,13.782456,11.680303,14.825594
3.130,4.665935,6.594692,5.963512,5.959862,0.065601,15.451082,4.809405,16.231127,6.145331,18.128658,4.522465,13.037841,7.044053,14.052534,178.942505,110.541161,18.986015,2.331999,8.212536,16.635696,8.911696,13.203726,9.377977,13.019571,9.801706,12.861130,11.919649,15.292135,11.307032,13.781612,11.681213,14.824113
3.131,4.670406,6.594234,5.962118,5.959001,0.056037,15.450923,4.809405,16.222691,6.144977,18.127998,4.531407,13.060833,7.043491,14.038227,178.800980,109.022110,18.817036,2.607195,8.211466,16.624279,8.923520,13.218895,9.382406,13.021450,9.800456,12.851806,11.927441,15.288008,11.309111,13.780768,11.682125,14.822632
3.132,4.674877,6.593776,5.960724,5.958138,0.046474,15.450764,4.809405,16.214254,6.144623,18.127340,4.540349,13.083824,7.042929,14.023920,178.659439,107.503052,18.648056,2.882391,8.210397,16.612862,8.935344,13.234063,9.386835,13.023330,9.799206,12.842481,11.935232,15.283880,11.311190,13.779924,11.683036,14.821151
3.133,4.680523,6.592282,5.959359,5.957307,0.036865,15.448874,4.811391,16.201088,6.144623,18.128418,4.549654,13.098639,7.039942,14.015416,178.155945,105.870071,18.989346,2.441176,8.209183,16.603767,8.930408,13.253342,9.387444,13.036096,9.791821,12.845741,11.923868,15.288972,11.309567,13.777418,11.682230,14.819455
3.134,4.686168,6.590788,5.957993,5.956476,0.027256,15.446985,4.813378,16.187923,6.144623,18.129498,4.558958,13.113455,7.036954,14.006912,177.652435,104.237091,19.330635,1.999961,8.207969,16.594673,8.925471,13.272621,9.388052,13.048861,9.784436,12.849001,11.912504,15.294064,11.307945,13.774913,11.681423,14.817760
3.135,4.691813,6.589294,5.956627,5.955646,0.017648,15.445095,4.815364,16.174759,6.144623,18.130575,4.568263,13.128271,7.033967,13.998409,177.148926,102.604103,19.671925,1.558746,8.206755,16.585579,8.920535,13.291901,9.388660,13.061626,9.777052,12.852262,11.901140,15.299156,11.306322,13.772408,11.680616,14.816064
3.136,4.697459,6.587801,5.955262,5.954814,0.008039,15.443206,4.817351,16.161592,6.144623,18.131653,4.577567,13.143086,7.030979,13.989905,176.645432,100.971123,20.013214,1.117531,8.205541,16.576485,8.915599,13.311179,9.389269,13.074392,9.769667,12.855522,11.889776,15.304248,11.304700,13.769901,11.679811,14.814368
3.137,4.702208,6.588381,5.953777,5.953862,-0.001519,15.442280,4.817351,16.151817,6.143563,18.133699,4.587063,13.155478,7.033199,13.974567,176.343735,99.674812,20.576851,1.271300,8.210393,16.568222,8.909664,13.334480,9.382296,13.088890,9.758198,12.862127,11.874134,15.315856,11.305335,13.768885,11.680864,14.812497
3.138,4.706955,6.588961,5.952293,5.952909,-0.011077,15.441354,4.817351,16.142042,6.142503,18.135746,4.596560,13.167870,7.035419,13.959230,176.042053,98.378510,21.140488,1.425069,8.215245,16.559959,8.903729,13.357782,9.375322,13.103389,9.746729,12.868733,11.858492,15.327464,11.305970,13.767867,11.681918,14.810625
3.139,4.711703,6.589540,5.950809,5.951957,-0.020635,15.440428,4.817351,16.132267,6.141443,18.137794,4.606056,13.180262,7.037639,13.943893,175.740356,97.082199,21.704126,1.578837,8.220098,16.551699,8.897795,13.381084,9.368350,13.117887,9.735259,12.875340,11.842851,15.339072,11.306605,13.766850,11.682972,14.808754
3.140,4.716452,6.590120,5.949324,5.951004,-0.030193,15.439502,4.817351,16.122492,6.140383,18.139841,4.615552,13.192654,7.039858,13.928555,175.438660,95.785889,22.267763,1.732606,8.224950,16.543436,8.891860,13.404386,9.361377,13.132385,9.723790,12.881945,11.827209,15.350680,11.307240,13.765833,11.684026,14.806883
3.141,4.719628,6.589682,5.947972,5.950157,-0.039258,15.438681,4.817351,16.113472,6.140038,18.144995,4.621904,13.207720,7.039327,13.919430,176.406570,94.953743,22.849009,2.481706,8.224010,16.534485,8.886323,13.437817,9.348412,13.147357,9.711338,12.889635,11.809113,15.362306,11.306781,13.764502,11.685016,14.806885
3.142,4.722804,6.589244,5.946620,5.949309,-0.048323,15.437859,4.817351,16.104452,6.139692,18.150146,4.628257,13.222787,7.038795,13.910305,177.374481,94.121597,23.430254,3.230806,8.223071,16.525532,8.880787,13.471249,9.335446,13.162329,9.698887,12.897326,11.791017,15.373931,11.306320,13.763169,11.686006,14.806886
3.143,4.725980,6.588805,5.945269,5.948462,-0.057388,15.437037,4.817351,16.095432,6.139348,18.155300,4.634609,13.237854,7.038263,13.901180,178.342377,93.289452,24.011499,3.979906,8.222132,16.516581,8.875250,13.504681,9.322481,13.177299,9.686435,12.905015,11.772921,15.385556,11.305861,13.761837,11.686996,14.806887
3.144,4.729156,6.588367,5.943917,5.947614,-0.066453,15.436216,4.817351,16.086412,6.139002,18.160454,4.640961,13.252920,7.037732,13.892055,179.310287,92.457306,24.592745,4.729005,8.221192,16.507629,8.869713,13.538112,9.309516,13.192271,9.673983,12.912705,11.754825,15.397182,11.305401,13.760506,11.687985,14.806889
3.145,4.729522,6.586174,5.942619,5.946812,-0.075354,15.434083,4.817579,16.076393,6.135621,18.163845,4.641464,13.265634,7.036726,13.883550,177.194000,91.986694,25.093315,5.376035,8.220779,16.498924,8.868414,13.571716,9.295533,13.203726,9.661789,12.918821,11.739449,15.407745,11.305561,13.760149,11.688597,14.804783
3.146,4.729887,6.583980,5.941322,5.946010,-0.084255,15.431950,4.817807,16.066374,6.132238,18.167234,4.641967,13.278347,7.035721,13.875046,175.077698,91.516083,25.593884,6.023064,8.220366,16.490219,8.867115,13.605320,9.281551,13.215179,9.649595,12.924937,11.724072,15.418310,11.305721,13.759793,11.689209,14.802676
3.147,4.730252,6.581786,5.940025,5.945208,-0.093156,15.429817,4.818035,16.056355,6.128857,18.170624,4.642470,13.291060,7.034716,13.866541,172.961411,91.045464,26.094454,6.670094,8.219953,16.481512,8.865815,13.638925,9.267569,13.226633,9.637401,12.931053,11.708695,15.428874,11.305881,13.759438,11.689820,14.800570
3.148,4.730618,6.579593,5.938727,5.944406,-0.102057,15.427684,4.818263,16.046335,6.125475,18.174015,4.642973,13.303774,7.033710,13.858036,170.845123,90.574852,26.595024,7.317123,8.219540,16.472807,8.864516,13.672529,9.253586,13.238088,9.625207,12.937169,11.693319,15.439438,11.306041,13.759081,11.690432,14.798464
3.149,4.731424,6.577154,5.937328,5.943511,-0.111130,15.426188,4.818263,16.035387,6.121732,18.181000,4.644586,13.314651,7.032577,13.851381,171.595535,89.812019,27.059059,7.857334,8.218561,16.461214,8.857927,13.681766,9.246617,13.249125,9.615724,12.943083,11.677393,15.446741,11.305545,13.756052,11.690004,14.797161
3.150,4.732231,6.574716,5.935928,5.942616,-0.120204,15.424694,4.818263,16.024441,6.117989,18.187984,4.646199,13.325528,7.031443,13.844727,172.345947,89.049194,27.523094,8.397545,8.217582,16.449621,8.851337,13.691002,9.239649,13.260160,9.606241,12.948997,11.661467,15.454044,11.305050,13.753024,11.689576,14.795859
3.151,4.733037,6.572277,5.934528,5.941721,-0.129277,15.423199,4.818263,16.013493,6.114245,18.194969,4.647812,13.336405,7.030309,13.838071,173.096344,88.286362,27.987127,8.937757,8.216602,16.438028,8.844748,13.700239,9.232681,13.271196,9.596758,12.954910,11.645540,15.461347,11.304554,13.749996,11.689148,14.794558
3.152,4.733844,6.569839,5.933129,5.940826,-0.138350,15.421703,4.818263,16.002544,6.110502,18.201954,4.649425,13.347282,7.029175,13.831416,173.846756,87.523529,28.451162,9.477967,8.215624,16.426435,8.838159,13.709476,9.225713,13.282233,9.587275,12.960824,11.629614,15.468650,11.304058,13.746967,11.688721,14.793255
3.153,4.733785,6.568712,5.931713,5.939904,-0.147213,15.419615,4.818263,15.993972,6.107864,18.209934,4.649307,13.362057,7.029559,13.821390,175.093750,86.005302,28.810637,9.995816,8.215400,16.417850,8.836567,13.722702,9.226851,13.298326,9.580589,12.967533,11.617677,15.476164,11.304507,13.746473,11.690175,14.791174
3.154,4.733727,6.567585,5.930297,5.938981,-0.156076,15.417527,4.818263,15.985399,6.105227,18.217916,4.649190,13.376831,7.029942,13.811363,176.340759,84.487076,29.170111,10.513666,8.215176,16.409266,8.834974,13.735929,9.227989,13.314418,9.573903,12.974242,11.605740,15.483679,11.304956,13.745978,11.691629,14.789094
3.155,4.733668,6.566458,5.928881,5.938058,-0.164939,15.415440,4.818263,15.976828,6.102591,18.225899,4.649073,13.391604,7.030325,13.801336,177.587769,82.968842,29.529585,11.031515,8.214951,16.400681,8.833383,13.749156,9.229128,13.330510,9.567217,12.980951,11.593801,15.491193,11.305405,13.745483,11.693085,14.787014
3.156,4.733609,6.565331,5.927465,5.937136,-0.173801,15.413351,4.818263,15.968255,6.099953,18.233879,4.648955,13.406379,7.030709,13.791310,178.834763,81.450615,29.889059,11.549364,8.214726,16.392096,8.831791,13.762383,9.230267,13.346602,9.560532,12.987660,11.581864,15.498707,11.305854,13.744989,11.694539,14.784933
3.157,4.733869,6.562707,5.926105,5.936287,-0.183001,15.413305,4.818895,15.958774,6.094925,18.239145,4.648842,13.425829,7.030488,13.779270,178.314941,80.767448,30.349380,12.128268,8.213997,16.381159,8.837080,13.789395,9.222647,13.362919,9.552336,12.997195,11.565159,15.507974,11.305887,13.743750,11.694719,14.783923
3.158,4.734128,6.560082,5.924744,5.935438,-0.192200,15.413260,4.819527,15.949292,6.089897,18.244411,4.648729,13.445280,7.030268,13.767229,177.795135,80.084290,30.809700,12.707172,8.213266,16.370220,8.842368,13.816408,9.215027,13.379236,9.544140,13.006729,11.548452,15.517241,11.305920,13.742510,11.694899,14.782913
3.159,4.734388,6.557458,5.923384,5.934589,-0.201399,15.413214,4.820159,15.939811,6.084869,18.249678,4.648617,13.464730,7.030047,13.755189,177.275330,79.401123,31.270020,13.286077,8.212537,16.359283,8.847656,13.843420,9.207408,13.395554,9.535945,13.016264,11.531747,15.526508,11.305952,13.741270,11.695078,14.781903
3.160,4.734648,6.554834,5.922023,5.933740,-0.210598,15.413168,4.820791,15.930329,6.079842,18.254944,4.648504,13.484180,7.029827,13.743149,176.755508,78.717957,31.730341,13.864981,8.211807,16.348347,8.852945,13.870433,9.199788,13.411870,9.527749,13.025799,11.515041,15.535775,11.305985,13.740030,11.695258,14.780893
3.161,4.734650,6.553054,5.920642,5.932884,-0.220037,15.413144,4.820796,15.924488,6.076153,18.262833,4.648504,13.504551,7.029956,13.738939,176.793991,78.136818,32.210983,14.465308,8.212166,16.342922,8.858191,13.883638,9.198402,13.427293,9.522496,13.039712,11.499306,15.548268,11.308821,13.741281,11.697744,14.781922
3.162,4.734652,6.551274,5.919261,5.932029,-0.229476,15.413120,4.820800,15.918646,6.072464,18.270720,4.648504,13.524921,7.030085,13.734730,176.832474,77.555679,32.691628,15.065636,8.212524,16.337498,8.863436,13.896845,9.197017,13.442715,9.517242,13.053625,11.483570,15.560760,11.311657,13.742531,11.700232,14.782951
3.163,4.734654,6.549494,5.917880,5.931173,-0.238916,15.413095,4.820805,15.912805,6.068775,18.278606,4.648504,13.545293,7.030214,13.730520,176.870956,76.974541,33.172268,15.665963,8.212883,16.332073,8.868680,13.910050,9.195631,13.458138,9.511990,13.067537,11.467834,15.573254,11.314493,13.743782,11.702718,14.783979
3.164,4.734656,6.547714,5.916499,5.930317,-0.248355,15.413072,4.820809,15.906963,6.065086,18.286495,4.648504,13.565663,7.030343,13.726311,176.909439,76.393402,33.652912,16.266291,8.213242,16.326649,8.873925,13.923256,9.194245,13.473560,9.506737,13.081450,11.452098,15.585747,11.317328,13.745032,11.705204,14.785008
3.165,4.735526,6.544465,5.915235,5.929590,-0.258004,15.415613,4.822548,15.894107,6.059995,18.290428,4.648504,13.579254,7.028934,13.715384,176.505508,75.922874,34.101837,16.743664,8.218042,16.319700,8.875837,13.937578,9.188879,13.485609,9.499620,13.090581,11.436956,15.594395,11.319850,13.743596,11.706010,14.783478
3.166,4.736395,6.541215,5.913972,5.928864,-0.267653,15.418154,4.824286,15.881250,6.054905,18.294361,4.648504,13.592846,7.027525,13.704456,176.101593,75.452347,34.550766,17.221035,8.222844,16.312752,8.877749,13.951900,9.183512,13.497658,9.492504,13.099711,11.421814,15.603042,11.322371,13.742160,11.706816,14.781946
3.167,4.737265,6.537965,5.912708,5.928137,-0.277302,15.420694,4.826025,15.868393,6.049814,18.298296,4.648504,13.606438,7.026116,13.693529,175.697662,74.981819,34.999691,17.698408,8.227646,16.305805,8.879662,13.966222,9.178144,13.509706,9.485388,13.108842,11.406672,15.611689,11.324892,13.740724,11.707623,14.780415
3.168,4.738134,6.534716,5.911445,5.927411,-0.286951,15.423236,4.827764,15.855536,6.044724,18.302229,4.648504,13.620028,7.024708,13.682602,175.293732,74.511292,35.448616,18.175781,8.232447,16.298857,8.881574,13.980544,9.172778,13.521754,9.478271,13.117972,11.391531,15.620337,11.327414,13.739287,11.708428,14.778884
3.169,4.738116,6.534318,5.910205,5.926707,-0.296593,15.418810,4.827764,15.845494,6.044724,18.304264,4.648468,13.631386,7.023913,13.670608,174.835312,74.518738,35.721073,18.401054,8.233811,16.289116,8.883514,13.981995,9.169471,13.525015,9.474785,13.122653,11.382137,15.623961,11.329342,13.736639,11.708382,14.777674
3.170,4.738098,6.533921,5.908965,5.926003,-0.306235,15.414383,4.827764,15.835451,6.044724,18.306297,4.648432,13.642743,7.023119,13.658613,174.376892,74.526184,35.993530,18.626326,8.235176,16.279377,8.885455,13.983445,9.166162,13.528275,9.471298,13.127333,11.372744,15.627586,11.331270,13.733990,11.708334,14.776463
