"Time","v2 Right CoP","v3 Left CoP","v1 xCoMy","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
0.000,4.576891,6.371460,5.565798,5.505316,1.087051,15.957438,5.370542,18.083326,6.424293,15.409934,3.783241,13.289921,6.318627,14.965679,123.220886,143.835876,15.830967,8.328807,8.348103,18.519789,8.212525,13.659290,8.497246,13.361451,9.297302,13.509575,11.784266,16.144360,11.133987,14.896030,11.472864,15.869862
0.001,4.576787,6.332104,5.567807,5.506963,1.093549,15.959333,5.370835,18.072466,6.337263,15.294667,3.782738,13.280697,6.326945,14.969357,123.622459,144.044067,15.618578,8.525895,8.348526,18.509493,8.207956,13.654009,8.500518,13.354445,9.302881,13.505671,11.791707,16.140076,11.137188,14.896186,11.476727,15.869684
0.002,4.576682,6.292748,5.569816,5.508610,1.100047,15.961227,5.371129,18.061605,6.250233,15.179400,3.782236,13.271473,6.335262,14.973034,124.024033,144.252258,15.406190,8.722982,8.348949,18.499199,8.203387,13.648727,8.503790,13.347439,9.308459,13.501766,11.799149,16.135792,11.140388,14.896341,11.480589,15.869507
0.003,4.576578,6.253392,5.571825,5.510258,1.106546,15.963121,5.371422,18.050745,6.163203,15.064134,3.781734,13.262250,6.343580,14.976711,124.425613,144.460464,15.193802,8.920071,8.349372,18.488903,8.198818,13.643446,8.507061,13.340432,9.314037,13.497862,11.806589,16.131506,11.143589,14.896496,11.484450,15.869329
0.004,4.576473,6.214036,5.573833,5.511905,1.113044,15.965016,5.371716,18.039885,6.076173,14.948867,3.781231,13.253026,6.351898,14.980389,124.827187,144.668655,14.981413,9.117159,8.349795,18.478607,8.194249,13.638165,8.510333,13.333426,9.319616,13.493958,11.814031,16.127222,11.146790,14.896651,11.488313,15.869152
0.005,4.575831,6.233388,5.576001,5.513757,1.118708,15.967091,5.371719,18.032976,6.072938,14.945488,3.779943,13.244090,6.393838,15.035318,125.722656,144.537018,14.721033,9.295178,8.347404,18.469727,8.194242,13.630904,8.513342,13.331026,9.325323,13.489746,11.821614,16.122551,11.148735,14.896242,11.491732,15.867054
0.006,4.575189,6.252741,5.578168,5.515609,1.124372,15.969165,5.371724,18.026070,6.069703,14.942110,3.778655,13.235153,6.435779,15.090248,126.618118,144.405396,14.460654,9.473198,8.345013,18.460846,8.194234,13.623644,8.516351,13.328628,9.331030,13.485536,11.829197,16.117878,11.150680,14.895834,11.495150,15.864955
0.007,4.574547,6.272093,5.580335,5.517461,1.130036,15.971239,5.371728,18.019161,6.066468,14.938732,3.777367,13.226217,6.477719,15.145179,127.513588,144.273758,14.200275,9.651218,8.342621,18.451965,8.194226,13.616385,8.519360,13.326229,9.336736,13.481325,11.836781,16.113205,11.152624,14.895425,11.498569,15.862856
0.008,4.573905,6.291446,5.582502,5.519313,1.135700,15.973313,5.371732,18.012253,6.063232,14.935353,3.776078,13.217281,6.519659,15.200109,128.409058,144.142120,13.939896,9.829238,8.340230,18.443085,8.194219,13.609124,8.522368,13.323830,9.342443,13.477114,11.844364,16.108534,11.154570,14.895016,11.501987,15.860758
0.009,4.573392,6.292562,5.584641,5.521185,1.140489,15.973843,5.371732,18.001482,6.063232,15.700702,3.775052,13.214599,6.521892,15.194958,128.908783,143.732452,13.608741,10.111965,8.342289,18.429272,8.194704,13.606088,8.523657,13.320562,9.345757,13.467477,11.850759,16.098089,11.155438,14.893097,11.503824,15.856674
0.010,4.572878,6.293678,5.586780,5.523057,1.145278,15.974373,5.371732,17.990711,6.063232,16.466049,3.774025,13.211916,6.524124,15.189806,129.408524,143.322784,13.277586,10.394691,8.344347,18.415459,8.195189,13.603051,8.524946,13.317295,9.349072,13.457840,11.857153,16.087645,11.156307,14.891178,11.505660,15.852592
0.011,4.572365,6.294794,5.588918,5.524930,1.150067,15.974903,5.371732,17.979942,6.063232,17.231398,3.772998,13.209234,6.526356,15.184654,129.908264,142.913132,12.946431,10.677419,8.346406,18.401646,8.195675,13.600015,8.526235,13.314027,9.352386,13.448203,11.863548,16.077200,11.157175,14.889260,11.507496,15.848509
0.012,4.571852,6.295910,5.591057,5.526802,1.154856,15.975432,5.371732,17.969172,6.063232,17.996746,3.771971,13.206552,6.528588,15.179503,130.407990,142.503464,12.615276,10.960146,8.348465,18.387833,8.196160,13.596978,8.527523,13.310760,9.355700,13.438566,11.869943,16.066755,11.158044,14.887341,11.509333,15.844425
0.013,4.571823,6.290177,5.593483,5.528973,1.159428,15.976891,5.371732,17.962326,6.066468,17.990700,3.771913,13.201118,6.513886,15.171546,130.488495,142.595200,12.589676,10.910625,8.346602,18.381264,8.197353,13.593904,8.531130,13.307419,9.359013,13.436605,11.872890,16.064842,11.159326,14.883649,11.512447,15.842060
0.014,4.571794,6.284444,5.595909,5.531145,1.164001,15.978350,5.371732,17.955481,6.069703,17.984653,3.771855,13.195686,6.499185,15.163589,130.569000,142.686951,12.564075,10.861103,8.344740,18.374695,8.198545,13.590828,8.534737,13.304077,9.362326,13.434646,11.875839,16.062927,11.160608,14.879957,11.515562,15.839695
0.015,4.571764,6.278711,5.598335,5.533317,1.168573,15.979809,5.371732,17.948635,6.072938,17.978607,3.771797,13.190253,6.484484,15.155631,130.649490,142.778687,12.538473,10.811581,8.342877,18.368126,8.199739,13.587753,8.538343,13.300736,9.365639,13.432686,11.878787,16.061012,11.161890,14.876265,11.518677,15.837329
0.016,4.571735,6.272978,5.600761,5.535488,1.173145,15.981267,5.371732,17.941790,6.076173,17.972561,3.771738,13.184820,6.469782,15.147674,130.729996,142.870422,12.512873,10.762059,8.341015,18.361557,8.200932,13.584679,8.541950,13.297396,9.368951,13.430725,11.881735,16.059099,11.163172,14.872572,11.521791,15.834964
0.017,4.571959,6.265326,5.603240,5.537721,1.177575,15.981763,5.372705,17.930437,6.082867,17.202770,3.771213,13.177803,6.447783,15.115895,130.311050,143.083817,12.456240,10.776289,8.338190,18.352531,8.202854,13.579188,8.542536,13.290964,9.371108,13.427763,11.883669,16.056051,11.162756,14.868233,11.521445,15.828733
0.018,4.572183,6.257673,5.605719,5.539953,1.182006,15.982258,5.373677,17.919086,6.089560,16.432980,3.770689,13.170785,6.425785,15.084116,129.892090,143.297211,12.399607,10.790519,8.335365,18.343506,8.204777,13.573698,8.543122,13.284533,9.373266,13.424801,11.885602,16.053005,11.162339,14.863893,11.521099,15.822503
0.019,4.572406,6.250020,5.608198,5.542186,1.186436,15.982754,5.374649,17.907734,6.096253,15.663187,3.770164,13.163767,6.403787,15.052338,129.473145,143.510590,12.342974,10.804749,8.332541,18.334478,8.206699,13.568209,8.543709,13.278100,9.375423,13.421839,11.887535,16.049957,11.161922,14.859552,11.520753,15.816273
0.020,4.572630,6.242368,5.610677,5.544418,1.190866,15.983250,5.375622,17.896381,6.102947,14.893396,3.769639,13.156750,6.381789,15.020559,129.054199,143.723984,12.286341,10.818978,8.329717,18.325453,8.208622,13.562718,8.544294,13.271668,9.377581,13.418877,11.889469,16.046909,11.161507,14.855213,11.520407,15.810042
0.021,4.572650,6.285956,5.613304,5.546815,1.195009,15.980337,5.375662,17.890944,6.191891,15.098856,3.769639,13.150320,6.380023,15.010176,128.894760,144.020264,12.351994,10.735089,8.325935,18.319824,8.210107,13.552822,8.545015,13.264070,9.380314,13.416526,11.889980,16.044571,11.160736,14.846439,11.521220,15.805857
0.022,4.572670,6.329545,5.615931,5.549211,1.199153,15.977426,5.375702,17.885506,6.280835,15.304316,3.769639,13.143891,6.378256,14.999792,128.735321,144.316544,12.417645,10.651200,8.322155,18.314194,8.211592,13.542927,8.545737,13.256471,9.383048,13.414175,11.890491,16.042233,11.159966,14.837665,11.522034,15.801670
0.023,4.572690,6.373135,5.618558,5.551607,1.203296,15.974514,5.375742,17.880066,6.369780,15.509776,3.769639,13.137463,6.376490,14.989408,128.575867,144.612823,12.483297,10.567311,8.318374,18.308565,8.213078,13.533031,8.546459,13.248872,9.385782,13.411824,11.891004,16.039896,11.159194,14.828890,11.522846,15.797484
0.024,4.572711,6.416723,5.621185,5.554004,1.207439,15.971601,5.375782,17.874628,6.458724,15.715236,3.769639,13.131033,6.374723,14.979024,128.416428,144.909103,12.548950,10.483422,8.314592,18.302937,8.214562,13.523134,8.547180,13.241273,9.388515,13.409473,11.891515,16.037558,11.158423,14.820116,11.523660,15.793299
0.025,4.572711,6.430472,5.623692,5.556327,1.210735,15.973287,5.375782,17.865662,6.482076,15.754536,3.769639,13.120678,6.378868,14.968542,128.177307,145.351929,12.622255,10.406967,8.311827,18.301325,8.216619,13.511808,8.549339,13.232034,9.390509,13.407262,11.892050,16.035355,11.159422,14.814317,11.525084,15.789342
0.026,4.572711,6.444221,5.626198,5.558650,1.214031,15.974972,5.375782,17.856693,6.505429,15.793837,3.769639,13.110324,6.383013,14.958061,127.938194,145.794754,12.695560,10.330513,8.309062,18.299713,8.218676,13.500483,8.551498,13.222795,9.392502,13.405050,11.892585,16.033150,11.160420,14.808517,11.526508,15.785385
0.027,4.572711,6.457969,5.628705,5.560974,1.217327,15.976657,5.375782,17.847725,6.528782,15.833138,3.769639,13.099970,6.387157,14.947580,127.699081,146.237579,12.768864,10.254059,8.306297,18.298101,8.220732,13.489157,8.553658,13.213556,9.394496,13.402840,11.893120,16.030947,11.161419,14.802718,11.527932,15.781428
0.028,4.572711,6.471718,5.631212,5.563297,1.220623,15.978342,5.375782,17.838758,6.552135,15.872437,3.769639,13.089615,6.391302,14.937099,127.459961,146.680405,12.842169,10.177604,8.303532,18.296490,8.222789,13.477831,8.555817,13.204317,9.396489,13.400628,11.893655,16.028744,11.162417,14.796919,11.529356,15.777472
0.029,4.573064,6.474559,5.633803,5.565786,1.222476,15.975913,5.376215,17.824568,6.558619,15.928616,3.769914,13.081600,6.390499,14.925783,127.659058,146.953018,12.878457,10.123133,8.302628,18.294331,8.222711,13.468826,8.558521,13.197784,9.397961,13.398242,11.893687,16.026155,11.161997,14.791068,11.529337,15.772492
0.030,4.573418,6.477400,5.636395,5.568274,1.224330,15.973484,5.376647,17.810375,6.565104,15.984795,3.770190,13.073585,6.389696,14.914468,127.858147,147.225647,12.914745,10.068663,8.301723,18.292171,8.222632,13.459821,8.561226,13.191252,9.399433,13.395856,11.893719,16.023567,11.161576,14.785217,11.529319,15.767513
0.031,4.573772,6.480242,5.638987,5.570763,1.226184,15.971055,5.377079,17.796185,6.571590,16.040972,3.770465,13.065569,6.388893,14.903152,128.057236,147.498260,12.951033,10.014192,8.300818,18.290014,8.222554,13.450815,8.563931,13.184718,9.400906,13.393470,11.893751,16.020977,11.161156,14.779366,11.529301,15.762533
0.032,4.574126,6.483083,5.641579,5.573252,1.228038,15.968626,5.377511,17.781994,6.578075,16.097151,3.770741,13.057554,6.388091,14.891837,128.256332,147.770874,12.987321,9.959721,8.299914,18.287855,8.222476,13.441811,8.566636,13.178185,9.402377,13.391084,11.893784,16.018389,11.160735,14.773516,11.529282,15.757554
0.033,4.575569,6.490075,5.644108,5.575793,1.227822,15.967041,5.377607,17.773373,6.593552,16.139370,3.773532,13.046047,6.386598,14.880570,128.488922,148.238434,12.864384,10.055440,8.304626,18.280113,8.220947,13.429910,8.570406,13.169100,9.407289,13.389721,11.897180,16.015808,11.159145,14.768446,11.528792,15.754209
0.034,4.577013,6.497066,5.646638,5.578335,1.227606,15.965455,5.377703,17.764753,6.609029,16.181587,3.776323,13.034540,6.385104,14.869305,128.721497,148.705994,12.741446,10.151159,8.309338,18.272369,8.219419,13.418009,8.574175,13.160013,9.412200,13.388357,11.900576,16.013227,11.157555,14.763377,11.528303,15.750863
0.035,4.578457,6.504058,5.649167,5.580876,1.227389,15.963869,5.377799,17.756134,6.624506,16.223804,3.779114,13.023034,6.383611,14.858038,128.954071,149.173569,12.618508,10.246878,8.314049,18.264627,8.217890,13.406109,8.577944,13.150927,9.417111,13.386994,11.903973,16.010647,11.155965,14.758308,11.527814,15.747518
0.036,4.579900,6.511050,5.651697,5.583418,1.227173,15.962284,5.377895,17.747513,6.639983,16.266024,3.781906,13.011527,6.382118,14.846771,129.186661,149.641129,12.495571,10.342597,8.318760,18.256886,8.216361,13.394208,8.581714,13.141841,9.422023,13.385632,11.907369,16.008066,11.154375,14.753239,11.527325,15.744172
0.037,4.580033,6.514821,5.654112,5.585957,1.224947,15.963143,5.378160,17.737087,6.646315,16.310329,3.781906,13.004213,6.383327,14.837580,129.267731,150.123474,12.608202,10.247301,8.320456,18.240873,8.216446,13.385840,8.587271,13.135424,9.424547,13.386397,11.907170,16.008394,11.155362,14.748560,11.528523,15.742386
0.038,4.580166,6.518591,5.656528,5.588496,1.222720,15.964003,5.378426,17.726662,6.652647,16.354633,3.781906,12.996901,6.384537,14.828388,129.348816,150.605835,12.720833,10.152006,8.322151,18.224861,8.216530,13.377472,8.592829,13.129006,9.427072,13.387163,11.906971,16.008722,11.156349,14.743881,11.529722,15.740601
0.039,4.580298,6.522362,5.658943,5.591036,1.220494,15.964863,5.378692,17.716238,6.658979,16.398939,3.781906,12.989588,6.385746,14.819197,129.429901,151.088196,12.833463,10.056711,8.323846,18.208851,8.216615,13.369104,8.598387,13.122589,9.429596,13.387928,11.906773,16.009050,11.157337,14.739203,11.530921,15.738815
0.040,4.580431,6.526133,5.661358,5.593575,1.218268,15.965722,5.378957,17.705812,6.665311,16.443245,3.781906,12.982274,6.386955,14.810005,129.510971,151.570541,12.946094,9.961415,8.325541,18.192839,8.216700,13.360737,8.603944,13.116172,9.432120,13.388694,11.906574,16.009378,11.158324,14.734525,11.532120,15.737029
0.041,4.580431,6.526690,5.663767,5.596193,1.214505,15.959602,5.378957,17.695103,6.665311,16.479893,3.781906,12.975174,6.388068,14.798708,129.481644,152.040039,12.813138,10.123569,8.323943,18.172573,8.218300,13.350197,8.608889,13.107777,9.437765,13.388219,11.909889,16.006756,11.156481,14.729791,11.529798,15.732762
0.042,4.580431,6.527246,5.666177,5.598812,1.210743,15.953482,5.378957,17.684395,6.665311,16.516541,3.781906,12.968075,6.389181,14.787412,129.452332,152.509552,12.680183,10.285724,8.322344,18.152306,8.219899,13.339657,8.613834,13.099382,9.443410,13.387744,11.913204,16.004133,11.154636,14.725057,11.527475,15.728495
0.043,4.580431,6.527802,5.668586,5.601430,1.206980,15.947361,5.378957,17.673687,6.665311,16.553190,3.781906,12.960975,6.390294,14.776115,129.423004,152.979050,12.547228,10.447878,8.320745,18.132038,8.221498,13.329117,8.618779,13.090988,9.449055,13.387269,11.916518,16.001511,11.152793,14.720323,11.525153,15.724228
0.044,4.580431,6.528359,5.670995,5.604049,1.203218,15.941241,5.378957,17.662977,6.665311,16.589838,3.781906,12.953875,6.391407,14.764818,129.393677,153.448547,12.414272,10.610032,8.319147,18.111773,8.223099,13.318577,8.623724,13.082593,9.454700,13.386794,11.919833,15.998889,11.150949,14.715589,11.522831,15.719961
0.045,4.578583,6.528487,5.673338,5.606671,1.198208,15.945681,5.378596,17.653831,6.665311,16.627905,3.778570,12.954317,6.391662,14.758165,129.461319,153.867844,12.469558,10.546347,8.320889,18.102041,8.224773,13.313906,8.630176,13.080063,9.459700,13.391085,11.921030,16.001476,11.151807,14.713455,11.523705,15.718799
0.046,4.576735,6.528614,5.675682,5.609293,1.193197,15.950121,5.378234,17.644684,6.665311,16.665970,3.775235,12.954760,6.391917,14.751513,129.528961,154.287140,12.524843,10.482661,8.322631,18.092312,8.226447,13.309235,8.636627,13.077533,9.464699,13.395374,11.922226,16.004063,11.152664,14.711321,11.524578,15.717636
0.047,4.574886,6.528741,5.678026,5.611916,1.188187,15.954561,5.377872,17.635538,6.665311,16.704037,3.771899,12.955201,6.392172,14.744859,129.596588,154.706436,12.580129,10.418976,8.324373,18.082581,8.228121,13.304564,8.643080,13.075003,9.469699,13.399665,11.923422,16.006651,11.153522,14.709188,11.525451,15.716473
0.048,4.573038,6.528869,5.680369,5.614538,1.183177,15.959001,5.377511,17.626392,6.665311,16.742104,3.768564,12.955644,6.392426,14.738206,129.664230,155.125732,12.635414,10.355290,8.326115,18.072849,8.229795,13.299893,8.649531,13.072473,9.474699,13.403955,11.924619,16.009237,11.154380,14.707054,11.526324,15.715310
0.049,4.571654,6.523421,5.682579,5.617096,1.176909,15.950093,5.376003,17.608194,6.657619,16.761887,3.767305,12.948630,6.389224,14.721847,129.404510,155.652863,12.795543,10.111306,8.324072,18.058580,8.230862,13.292352,8.651135,13.067587,9.475727,13.408550,11.919717,16.011654,11.151638,14.702311,11.523637,15.708652
0.050,4.570271,6.517974,5.684788,5.619654,1.170642,15.941186,5.374496,17.589996,6.649927,16.781670,3.766047,12.941618,6.386021,14.705487,129.144775,156.179993,12.955671,9.867323,8.322029,18.044312,8.231929,13.284810,8.652740,13.062700,9.476754,13.413146,11.914814,16.014071,11.148897,14.697568,11.520948,15.701994
0.051,4.568888,6.512527,5.686997,5.622212,1.164375,15.932279,5.372988,17.571796,6.642235,16.801453,3.764788,12.934605,6.382818,14.689128,128.885056,156.707108,13.115801,9.623339,8.319986,18.030045,8.232996,13.277268,8.654345,13.057814,9.477781,13.417742,11.909912,16.016487,11.146156,14.692825,11.518261,15.695335
0.052,4.567505,6.507079,5.689206,5.624770,1.158108,15.923371,5.371480,17.553598,6.634543,16.821236,3.763529,12.927591,6.379615,14.672769,128.625336,157.234238,13.275929,9.379354,8.317944,18.015776,8.234062,13.269727,8.655949,13.052928,9.478809,13.422337,11.905010,16.018904,11.143414,14.688082,11.515574,15.688677
0.053,4.567255,6.506536,5.691293,5.627277,1.150540,15.925650,5.371344,17.546375,6.632329,16.850220,3.763166,12.923756,6.380744,14.659710,128.608154,157.854904,13.490738,9.103209,8.323770,18.012678,8.237923,13.266327,8.664501,13.053310,9.482581,13.432096,11.903503,16.027365,11.146258,14.689840,11.518456,15.689837
0.054,4.567005,6.505992,5.693379,5.629786,1.142973,15.927928,5.371207,17.539150,6.630114,16.879204,3.762803,12.919920,6.381872,14.646652,128.590973,158.475555,13.705545,8.827063,8.329596,18.009581,8.241783,13.262926,8.673054,13.053694,9.486353,13.441856,11.901997,16.035828,11.149101,14.691599,11.521339,15.690998
0.055,4.566755,6.505449,5.695466,5.632293,1.135405,15.930206,5.371070,17.531927,6.627898,16.908190,3.762439,12.916084,6.383000,14.633594,128.573807,159.096222,13.920354,8.550917,8.335421,18.006483,8.245644,13.259525,8.681605,13.054077,9.490126,13.451615,11.900491,16.044289,11.151945,14.693357,11.524222,15.692158
0.056,4.566505,6.504906,5.697553,5.634801,1.127837,15.932485,5.370934,17.524704,6.625683,16.937174,3.762076,12.912249,6.384129,14.620535,128.556625,159.716888,14.135162,8.274771,8.341247,18.003386,8.249504,13.256125,8.690158,13.054460,9.493897,13.461375,11.898984,16.052750,11.154789,14.695116,11.527105,15.693318
0.057,4.566268,6.503926,5.699783,5.637504,1.119339,15.926952,5.370460,17.515635,6.622680,16.961769,3.762076,12.904749,6.385172,14.611025,128.544312,160.537598,14.373891,7.982575,8.340212,17.990889,8.249278,13.245028,8.696522,13.048727,9.495892,13.469203,11.892898,16.057661,11.153599,14.691700,11.525773,15.690101
0.058,4.566031,6.502946,5.702014,5.640207,1.110842,15.921421,5.369987,17.506565,6.619677,16.986362,3.762076,12.897249,6.386216,14.601515,128.532013,161.358292,14.612619,7.690379,8.339176,17.978392,8.249052,13.233931,8.702886,13.042995,9.497885,13.477030,11.886812,16.062572,11.152409,14.688283,11.524441,15.686882
0.059,4.565795,6.501966,5.704244,5.642911,1.102344,15.915890,5.369513,17.497498,6.616673,17.010956,3.762076,12.889750,6.387260,14.592006,128.519714,162.178986,14.851349,7.398184,8.338140,17.965895,8.248827,13.222834,8.709249,13.037263,9.499878,13.484858,11.880726,16.067482,11.151219,14.684866,11.523108,15.683664
0.060,4.565558,6.500987,5.706475,5.645614,1.093846,15.910357,5.369040,17.488428,6.613669,17.035551,3.762076,12.882251,6.388304,14.582496,128.507401,162.999695,15.090077,7.105988,8.337106,17.953398,8.248601,13.211737,8.715613,13.031530,9.501872,13.492685,11.874640,16.072393,11.150029,14.681450,11.521775,15.680447
0.061,4.565512,6.498455,5.708698,5.648343,1.084754,15.909672,5.369040,17.478245,6.611787,17.069269,3.761984,12.874792,6.385123,14.575012,128.557877,163.713440,15.331085,6.842943,8.338473,17.938189,8.247389,13.202896,8.722910,13.027378,9.500327,13.497165,11.869322,16.076881,11.150692,14.680339,11.521585,15.678296
0.062,4.565465,6.495924,5.710921,5.651072,1.075663,15.908985,5.369040,17.468060,6.609905,17.102987,3.761891,12.867334,6.381942,14.567529,128.608368,164.427170,15.572092,6.579898,8.339842,17.922979,8.246177,13.194056,8.730206,13.023225,9.498781,13.501644,11.864003,16.081371,11.151354,14.679228,11.521395,15.676146
0.063,4.565419,6.493392,5.713144,5.653801,1.066571,15.908298,5.369040,17.457876,6.608024,17.136705,3.761799,12.859876,6.378760,14.560045,128.658844,165.140900,15.813100,6.316853,8.341209,17.907770,8.244965,13.185214,8.737501,13.019072,9.497236,13.506124,11.858685,16.085859,11.152017,14.678116,11.521204,15.673995
0.064,4.565373,6.490860,5.715367,5.656530,1.057479,15.907613,5.369040,17.447693,6.606142,17.170424,3.761706,12.852417,6.375579,14.552562,128.709320,165.854645,16.054108,6.053807,8.342577,17.892561,8.243752,13.176373,8.744798,13.014919,9.495691,13.510604,11.853367,16.090347,11.152679,14.677005,11.521014,15.671844
0.065,4.565373,6.490949,5.717708,5.659378,1.048357,15.901592,5.369040,17.439415,6.606142,17.187563,3.761706,12.841541,6.375755,14.539123,128.649124,166.861725,16.376207,5.729167,8.340868,17.879719,8.246426,13.169323,8.760309,13.014283,9.491745,13.516193,11.843601,16.095465,11.151073,14.674342,11.518386,15.669783
0.066,4.565373,6.491036,5.720048,5.662226,1.039235,15.895571,5.369040,17.431137,6.606142,17.204704,3.761706,12.830666,6.375932,14.525683,128.588928,167.868805,16.698307,5.404528,8.339158,17.866877,8.249099,13.162271,8.775820,13.013647,9.487799,13.521782,11.833836,16.100582,11.149466,14.671679,11.515757,15.667722
0.067,4.565373,6.491125,5.722388,5.665073,1.030112,15.889550,5.369040,17.422857,6.606142,17.221844,3.761706,12.819789,6.376108,14.512244,128.528732,168.875885,17.020407,5.079888,8.337448,17.854034,8.251772,13.155221,8.791330,13.013011,9.483853,13.527370,11.824069,16.105698,11.147859,14.669017,11.513128,15.665661
0.068,4.565373,6.491213,5.724729,5.667922,1.020990,15.883530,5.369040,17.414579,6.606142,17.238983,3.761706,12.808913,6.376284,14.498805,128.468536,169.882965,17.342506,4.755248,8.335739,17.841192,8.254445,13.148170,8.806842,13.012375,9.479907,13.532960,11.814303,16.110815,11.146252,14.666354,11.510500,15.663599
0.069,4.565356,6.493215,5.727074,5.670803,1.011363,15.886368,5.369734,17.408079,6.607205,17.257038,3.760978,12.800880,6.379224,14.493502,128.474854,170.606628,17.731148,4.272030,8.334780,17.833347,8.256140,13.140073,8.810314,13.011835,9.471668,13.537510,11.804517,16.118328,11.146982,14.667358,11.509988,15.658932
0.070,4.565339,6.495216,5.729420,5.673684,1.001737,15.889206,5.370429,17.401579,6.608269,17.275093,3.760249,12.792848,6.382164,14.488199,128.481155,171.330292,18.119789,3.788811,8.333820,17.825504,8.257833,13.131975,8.813786,13.011294,9.463429,13.542061,11.794731,16.125843,11.147713,14.668364,11.509476,15.654263
0.071,4.565322,6.497218,5.731765,5.676565,0.992110,15.892044,5.371123,17.395079,6.609333,17.293148,3.759521,12.784815,6.385103,14.482897,128.487457,172.053940,18.508430,3.305593,8.332862,17.817661,8.259528,13.123878,8.817257,13.010754,9.455191,13.546612,11.784945,16.133356,11.148444,14.669368,11.508965,15.649595
0.072,4.565305,6.499220,5.734111,5.679446,0.982483,15.894882,5.371818,17.388578,6.610397,17.311203,3.758792,12.776782,6.388043,14.477593,128.493774,172.777603,18.897072,2.822375,8.331903,17.809816,8.261223,13.115781,8.820729,13.010214,9.446952,13.551162,11.775158,16.140869,11.149175,14.670372,11.508452,15.644928
0.073,4.565371,6.499079,5.736089,5.681969,0.972703,15.892220,5.372041,17.375921,6.610397,17.331726,3.758700,12.768312,6.387762,14.467489,128.773911,173.567200,19.273434,2.319796,8.331813,17.798292,8.262408,13.104349,8.823442,13.010059,9.441927,13.560916,11.763687,16.150339,11.147824,14.671047,11.507403,15.643813
0.074,4.565436,6.498939,5.738068,5.684491,0.962922,15.889557,5.372264,17.363264,6.610397,17.352251,3.758608,12.759842,6.387481,14.457386,129.054047,174.356781,19.649796,1.817217,8.331722,17.786770,8.263594,13.092918,8.826153,13.009905,9.436901,13.570670,11.752216,16.159809,11.146473,14.671722,11.506355,15.642698
0.075,4.565502,6.498798,5.740046,5.687014,0.953142,15.886894,5.372488,17.350607,6.610397,17.372776,3.758516,12.751372,6.387199,14.447282,129.334167,175.146378,20.026159,1.314637,8.331633,17.775246,8.264779,13.081488,8.828865,13.009749,9.431875,13.580424,11.740745,16.169279,11.145123,14.672398,11.505306,15.641582
0.076,4.565567,6.498657,5.742024,5.689536,0.943362,15.884232,5.372711,17.337950,6.610397,17.393299,3.758424,12.742903,6.386918,14.437178,129.614304,175.935974,20.402521,0.812058,8.331543,17.763721,8.265965,13.070056,8.831577,13.009595,9.426850,13.590178,11.729274,16.178749,11.143772,14.673073,11.504257,15.640468
0.077,4.564559,6.496798,5.743861,5.691940,0.933163,15.882919,5.372711,17.327349,6.611762,17.416031,3.756406,12.734442,6.381835,14.424284,129.663269,176.917511,21.037971,1.205408,8.329674,17.755060,8.266710,13.057747,8.831907,13.009381,9.415930,13.602867,11.709320,16.192059,11.141721,14.672750,11.502522,15.638695
0.078,4.563550,6.494938,5.745698,5.694345,0.922964,15.881607,5.372711,17.316748,6.613126,17.438763,3.754389,12.725981,6.376751,14.411391,129.712234,177.899048,21.673424,1.598757,8.327804,17.746399,8.267456,13.045437,8.832237,13.009169,9.405010,13.615557,11.689366,16.205370,11.139669,14.672427,11.500785,15.636921
0.079,4.562541,6.493079,5.747535,5.696749,0.912766,15.880296,5.372711,17.306147,6.614491,17.461496,3.752371,12.717519,6.371667,14.398499,129.761200,178.880600,22.308874,1.992106,8.325933,17.737740,8.268202,13.033128,8.832566,13.008955,9.394091,13.628245,11.669413,16.218681,11.137619,14.672104,11.499048,15.635148
0.080,4.561532,6.491220,5.749372,5.699153,0.902567,15.878983,5.372711,17.295546,6.615855,17.484228,3.750353,12.709058,6.366584,14.385605,129.810165,179.862137,22.944324,2.385455,8.324064,17.729078,8.268948,13.020819,8.832896,13.008741,9.383170,13.640934,11.649459,16.231991,11.135568,14.671782,11.497313,15.633375
0.081,4.561339,6.495111,5.750794,5.701164,0.892000,15.877405,5.372711,17.285006,6.619668,17.500481,3.749968,12.703280,6.370555,14.376270,128.621490,178.047119,23.985638,3.642098,8.321729,17.718960,8.270944,13.014083,8.834137,13.009824,9.363173,13.662447,11.617930,16.255756,11.134991,14.675741,11.496367,15.634089
0.082,4.561147,6.499003,5.752216,5.703174,0.881434,15.875827,5.372711,17.274464,6.623480,17.516733,3.749583,12.697504,6.374527,14.366936,127.432831,176.232101,25.026949,4.898742,8.319393,17.708841,8.272940,13.007347,8.835378,13.010906,9.343174,13.683960,11.586401,16.279522,11.134413,14.679701,11.495420,15.634803
