"Time","v3 Left CoP","v1 xCoMy","v2 Right CoP","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
2.330,6.181820,5.109399,4.259243,5.143920,-0.619106,16.032108,3.991586,18.038988,5.451905,16.702835,4.526901,13.844901,6.911736,14.749020,122.948822,128.335449,45.217804,14.727873,8.661896,18.806129,8.269374,14.337812,8.487066,13.899672,9.251740,13.811756,11.345734,15.913767,11.352045,14.806375,11.603652,15.786190
2.331,6.178240,5.108001,4.257725,5.142226,-0.613802,16.028296,3.990435,18.030478,5.450643,16.693270,4.525015,13.834452,6.905838,14.773331,122.909912,128.840942,45.146381,14.808116,8.667101,18.803421,8.267603,14.322533,8.488194,13.887793,9.252461,13.807187,11.345837,15.910891,11.351406,14.798282,11.605696,15.780014
2.332,6.174660,5.106603,4.256207,5.140532,-0.608499,16.024483,3.989284,18.021967,5.449381,16.683704,4.523130,13.824002,6.899939,14.797642,122.870995,129.346420,45.074963,14.888359,8.672305,18.800711,8.265833,14.307254,8.489322,13.875915,9.253182,13.802618,11.345939,15.908013,11.350767,14.790189,11.607738,15.773839
2.333,6.168175,5.105308,4.256994,5.138855,-0.601631,16.018257,3.990435,18.019533,5.447511,16.672092,4.523553,13.811665,6.888839,14.817686,123.586533,129.456100,45.160110,15.121986,8.670302,18.801294,8.257849,14.294739,8.487828,13.866110,9.249910,13.794400,11.342078,15.898960,11.348509,14.780577,11.608564,15.765303
2.334,6.161690,5.104013,4.257781,5.137177,-0.594763,16.012032,3.991586,18.017097,5.445641,16.660480,4.523976,13.799328,6.877739,14.837730,124.302071,129.565781,45.245262,15.355614,8.668299,18.801878,8.249865,14.282223,8.486334,13.856304,9.246637,13.786182,11.338217,15.889908,11.346250,14.770966,11.609390,15.756766
2.335,6.155205,5.102718,4.258568,5.135499,-0.587895,16.005806,3.992737,18.014664,5.443770,16.648870,4.524400,13.786990,6.866639,14.857774,125.017609,129.675461,45.330414,15.589240,8.666296,18.802462,8.241880,14.269707,8.484840,13.846498,9.243364,13.777965,11.334356,15.880855,11.343990,14.761353,11.610217,15.748230
2.336,6.148720,5.101424,4.259356,5.133821,-0.581027,15.999579,3.993888,18.012230,5.441900,16.637259,4.524823,13.774652,6.855539,14.877818,125.733147,129.785141,45.415562,15.822867,8.664293,18.803045,8.233896,14.257192,8.483347,13.836694,9.240092,13.769747,11.330496,15.871801,11.341732,14.751741,11.611043,15.739694
2.337,6.144690,5.100184,4.258271,5.132173,-0.573678,16.001368,3.991628,18.015131,5.440706,16.630537,4.524914,13.764962,6.848673,14.895900,125.538025,129.870605,45.260872,15.853551,8.661510,18.805208,8.231085,14.252071,8.479520,13.831638,9.242529,13.765459,11.333811,15.869183,11.342232,14.749222,11.615488,15.739614
2.338,6.140660,5.098946,4.257186,5.130524,-0.566329,16.003157,3.989368,18.018032,5.439513,16.623817,4.525004,13.755272,6.841806,14.913980,125.342911,129.956085,45.106182,15.884234,8.658728,18.807371,8.228273,14.246952,8.475693,13.826583,9.244965,13.761170,11.337127,15.866563,11.342732,14.746702,11.619932,15.739535
2.339,6.136630,5.097706,4.256102,5.128874,-0.558980,16.004944,3.987109,18.020931,5.438320,16.617096,4.525095,13.745583,6.834940,14.932062,125.147789,130.041550,44.951492,15.914918,8.655946,18.809534,8.225462,14.241833,8.471866,13.821527,9.247401,13.756882,11.340443,15.863943,11.343233,14.744183,11.624377,15.739456
2.340,6.132600,5.096467,4.255017,5.127225,-0.551630,16.006733,3.984849,18.023832,5.437126,16.610374,4.525186,13.735892,6.828074,14.950144,124.952667,130.127014,44.796803,15.945601,8.653163,18.811697,8.222651,14.236712,8.468039,13.816472,9.249838,13.752594,11.343758,15.861324,11.343733,14.741663,11.628822,15.739377
2.341,6.128909,5.095312,4.254608,5.125615,-0.543463,16.005030,3.983267,18.026312,5.436025,16.598537,4.525949,13.727095,6.821793,14.966989,124.398506,130.435944,44.676826,16.032770,8.649679,18.811483,8.221245,14.229141,8.466316,13.805353,9.248076,13.745825,11.342669,15.855834,11.340460,14.736237,11.629118,15.733303
2.342,6.125217,5.094156,4.254199,5.124003,-0.535295,16.003326,3.981686,18.028791,5.434924,16.586700,4.526713,13.718298,6.815511,14.983833,123.844345,130.744873,44.556854,16.119938,8.646194,18.811270,8.219840,14.221569,8.464595,13.794233,9.246315,13.739057,11.341581,15.850344,11.337187,14.730810,11.629414,15.727230
2.343,6.121526,5.093000,4.253790,5.122393,-0.527128,16.001623,3.980104,18.031271,5.433824,16.574862,4.527477,13.709500,6.809229,15.000677,123.290176,131.053787,44.436878,16.207106,8.642711,18.811056,8.218435,14.213998,8.462873,13.783114,9.244554,13.732288,11.340493,15.844852,11.333913,14.725384,11.629708,15.721156
2.344,6.117835,5.091845,4.253381,5.120782,-0.518960,15.999920,3.978523,18.033751,5.432723,16.563025,4.528240,13.700703,6.802948,15.017522,122.736015,131.362717,44.316902,16.294273,8.639227,18.810843,8.217030,14.206427,8.461151,13.771996,9.242792,13.725519,11.339405,15.839362,11.330640,14.719957,11.630004,15.715082
2.345,6.114968,5.090829,4.253599,5.119239,-0.509516,15.997842,3.976231,18.032742,5.432567,16.552992,4.530968,13.690637,6.797370,15.033259,122.542458,131.676620,44.061363,16.104527,8.633869,18.807468,8.215677,14.201681,8.462717,13.764554,9.246657,13.722881,11.343628,15.840286,11.330602,14.715977,11.630831,15.712547
2.346,6.112102,5.089812,4.253817,5.117696,-0.500073,15.995764,3.973939,18.031733,5.432410,16.542959,4.533695,13.680571,6.791793,15.048996,122.348892,131.990509,43.805820,15.914781,8.628511,18.804092,8.214325,14.196936,8.464283,13.757113,9.250523,13.720243,11.347850,15.841209,11.330564,14.711995,11.631659,15.710012
2.347,6.109235,5.088796,4.254035,5.116153,-0.490629,15.993686,3.971648,18.030724,5.432254,16.532927,4.536422,13.670505,6.786216,15.064734,122.155334,132.304413,43.550278,15.725035,8.623153,18.800716,8.212973,14.192191,8.465849,13.749670,9.254387,13.717605,11.352072,15.842133,11.330526,14.708014,11.632486,15.707479
2.348,6.106368,5.087780,4.254253,5.114610,-0.481185,15.991608,3.969356,18.029715,5.432098,16.522894,4.539150,13.660439,6.780638,15.080471,121.961777,132.618317,43.294739,15.535288,8.617795,18.797342,8.211620,14.187446,8.467415,13.742229,9.258252,13.714967,11.356295,15.843057,11.330488,14.704033,11.633313,15.704944
2.349,6.104834,5.086914,4.250660,5.113160,-0.470707,15.990564,3.960901,18.023726,5.431212,16.514568,4.540420,13.650034,6.778456,15.094578,121.620613,132.826874,43.034363,15.439148,8.604928,18.796618,8.211620,14.181834,8.468258,13.733466,9.260412,13.709256,11.359973,15.839946,11.329288,14.701449,11.633844,15.698731
2.350,6.103300,5.086049,4.247067,5.111711,-0.460230,15.989520,3.952446,18.017735,5.430327,16.506245,4.541689,13.639629,6.776273,15.108685,121.279449,133.035416,42.773983,15.343008,8.592062,18.795895,8.211620,14.176223,8.469102,13.724703,9.262573,13.703546,11.363651,15.836834,11.328089,14.698866,11.634376,15.692519
2.351,6.101766,5.085183,4.243475,5.110261,-0.449752,15.988476,3.943991,18.011745,5.429442,16.497919,4.542959,13.629225,6.774090,15.122793,120.938286,133.243958,42.513603,15.246867,8.579195,18.795170,8.211620,14.170611,8.469946,13.715940,9.264733,13.697835,11.367329,15.833723,11.326890,14.696282,11.634907,15.686307
2.352,6.100232,5.084317,4.239882,5.108811,-0.439274,15.987432,3.935537,18.005756,5.428557,16.489594,4.544229,13.618820,6.771907,15.136900,120.597122,133.452515,42.253227,15.150727,8.566328,18.794445,8.211620,14.165000,8.470789,13.707178,9.266893,13.692124,11.371007,15.830612,11.325690,14.693699,11.635438,15.680095
2.353,6.100232,5.083666,4.238502,5.107509,-0.427600,15.985523,3.931979,17.994720,5.428557,16.481434,4.545025,13.611816,6.771907,15.150400,120.967735,133.440338,41.772430,14.749949,8.548516,18.781986,8.211620,14.156377,8.475229,13.700157,9.272492,13.685331,11.379094,15.828609,11.324797,14.691569,11.635023,15.676495
2.354,6.100232,5.083015,4.237122,5.106207,-0.415925,15.983614,3.928422,17.983686,5.428557,16.473274,4.545822,13.604812,6.771907,15.163900,121.338348,133.428162,41.291634,14.349171,8.530704,18.769529,8.211620,14.147754,8.479671,13.693135,9.278091,13.678537,11.387182,15.826605,11.323902,14.689440,11.634607,15.672895
2.355,6.100232,5.082364,4.235742,5.104905,-0.404250,15.981704,3.924865,17.972652,5.428557,16.465113,4.546618,13.597807,6.771907,15.177400,121.708954,133.415970,40.810833,13.948392,8.512894,18.757072,8.211620,14.139131,8.484112,13.686113,9.283690,13.671744,11.395269,15.824600,11.323009,14.687309,11.634192,15.669296
2.356,6.100232,5.081713,4.234361,5.103602,-0.392576,15.979795,3.921308,17.961617,5.428557,16.456953,4.547415,13.590803,6.771907,15.190900,122.079567,133.403793,40.330036,13.547613,8.495082,18.744614,8.211620,14.130507,8.488552,13.679092,9.289289,13.664951,11.403357,15.822597,11.322115,14.685180,11.633778,15.665696
2.357,6.101881,5.081170,4.232609,5.102345,-0.379759,15.972952,3.921308,17.946077,5.430679,16.447542,4.543910,13.582975,6.773084,15.197022,122.396797,133.459335,40.085960,13.334846,8.483902,18.732550,8.210556,14.117449,8.486162,13.669489,9.288843,13.656295,11.404148,15.816260,11.318309,14.678835,11.630211,15.659081
2.358,6.103530,5.080626,4.230856,5.101087,-0.366943,15.966109,3.921308,17.930538,5.432800,16.438129,4.540404,13.575149,6.774261,15.203144,122.714035,133.514893,39.841885,13.122080,8.472721,18.720486,8.209492,14.104391,8.483772,13.659885,9.288397,13.647638,11.404939,15.809925,11.314503,14.672490,11.626644,15.652465
2.359,6.105180,5.080083,4.229104,5.099829,-0.354127,15.959267,3.921308,17.915001,5.434922,16.428719,4.536900,13.567322,6.775437,15.209267,123.031265,133.570435,39.597809,12.909314,8.461541,18.708422,8.208428,14.091332,8.481381,13.650281,9.287950,13.638982,11.405729,15.803589,11.310697,14.666145,11.623078,15.645849
2.360,6.106829,5.079540,4.227351,5.098571,-0.341310,15.952424,3.921308,17.899462,5.437044,16.419308,4.533394,13.559494,6.776613,15.215389,123.348495,133.625977,39.353733,12.696548,8.450361,18.696358,8.207364,14.078274,8.478992,13.640677,9.287503,13.630325,11.406521,15.797253,11.306890,14.659801,11.619512,15.639234
2.361,6.106881,5.079122,4.229661,5.097407,-0.327934,15.950457,3.924303,17.890316,5.437044,16.412945,4.535018,13.551632,6.776719,15.224522,123.134171,133.844833,39.323467,12.598589,8.449503,18.684626,8.206001,14.070829,8.480631,13.633836,9.288404,13.626411,11.408085,15.793162,11.307846,14.658173,11.619709,15.638569
2.362,6.106934,5.078704,4.231970,5.096243,-0.314558,15.948489,3.927297,17.881172,5.437044,16.406582,4.536643,13.543770,6.776824,15.233654,122.919846,134.063690,39.293201,12.500629,8.448645,18.672894,8.204638,14.063385,8.482269,13.626993,9.289307,13.622498,11.409649,15.789072,11.308802,14.656545,11.619906,15.637903
2.363,6.106987,5.078286,4.234280,5.095079,-0.301181,15.946522,3.930292,17.872026,5.437044,16.400219,4.538267,13.535909,6.776929,15.242785,122.705521,134.282532,39.262936,12.402670,8.447786,18.661160,8.203275,14.055940,8.483909,13.620152,9.290208,13.618584,11.411213,15.784981,11.309756,14.654917,11.620104,15.637238
2.364,6.107039,5.077868,4.236589,5.093915,-0.287805,15.944554,3.933287,17.862881,5.437044,16.393856,4.539891,13.528047,6.777034,15.251918,122.491196,134.501389,39.232670,12.304711,8.446928,18.649427,8.201912,14.048495,8.485548,13.613310,9.291109,13.614670,11.412777,15.780890,11.310712,14.653289,11.620301,15.636573
2.365,6.107596,5.077541,4.240049,5.092835,-0.274283,15.936686,3.939107,17.840862,5.438115,16.382151,4.540991,13.516423,6.777078,15.254240,121.923721,134.794510,38.950653,12.104485,8.436265,18.625299,8.202999,14.039574,8.483239,13.601725,9.290932,13.607682,11.413404,15.777014,11.306027,14.646584,11.616534,15.629686
2.366,6.108154,5.077214,4.243509,5.091754,-0.260760,15.928816,3.944927,17.818844,5.439186,16.370445,4.542090,13.504801,6.777122,15.256561,121.356247,135.087616,38.668633,11.904258,8.425602,18.601170,8.204085,14.030653,8.480930,13.590139,9.290753,13.600695,11.414033,15.773138,11.301344,14.639879,11.612768,15.622801
2.367,6.108711,5.076888,4.246969,5.090673,-0.247237,15.920946,3.950748,17.796825,5.440257,16.358738,4.543190,13.493177,6.777165,15.258883,120.788780,135.380737,38.386612,11.704031,8.414939,18.577042,8.205172,14.021732,8.478622,13.578555,9.290575,13.593707,11.414661,15.769261,11.296659,14.633174,11.609001,15.615915
2.368,6.109268,5.076561,4.250429,5.089593,-0.233714,15.913077,3.956568,17.774807,5.441328,16.347033,4.544289,13.481554,6.777209,15.261206,120.221306,135.673859,38.104595,11.503804,8.404276,18.552914,8.206259,14.012811,8.476314,13.566970,9.290398,13.586720,11.415289,15.765385,11.291975,14.626469,11.605234,15.609029
2.369,6.109228,5.076346,4.254513,5.088633,-0.220352,15.906647,3.963742,17.754982,5.441290,16.337082,4.545285,13.471973,6.777165,15.272933,120.029457,135.971161,37.881004,11.265493,8.392010,18.535671,8.206131,13.999278,8.476151,13.557434,9.292513,13.581675,11.418501,15.762306,11.290916,14.623476,11.603344,15.604945
2.370,6.109187,5.076132,4.258598,5.087673,-0.206991,15.900215,3.970915,17.735159,5.441252,16.327133,4.546281,13.462393,6.777122,15.284660,119.837608,136.268448,37.657410,11.027182,8.379744,18.518427,8.206002,13.985746,8.475989,13.547898,9.294628,13.576630,11.421714,15.759228,11.289857,14.620484,11.601453,15.600863
2.371,6.109146,5.075917,4.262683,5.086713,-0.193629,15.893785,3.978088,17.715336,5.441215,16.317184,4.547277,13.452813,6.777078,15.296387,119.645760,136.565735,37.433819,10.788870,8.367478,18.501183,8.205873,13.972214,8.475827,13.538363,9.296742,13.571585,11.424927,15.756148,11.288797,14.617493,11.599562,15.596779
2.372,6.109106,5.075702,4.266768,5.085753,-0.180267,15.887354,3.985261,17.695511,5.441177,16.307234,4.548274,13.443233,6.777034,15.308114,119.453911,136.863037,37.210228,10.550559,8.355212,18.483940,8.205746,13.958681,8.475665,13.528827,9.298858,13.566540,11.428139,15.753070,11.287739,14.614500,11.597672,15.592695
2.373,6.109105,5.075766,4.266975,5.085086,-0.167160,15.875881,3.986028,17.686831,5.441215,16.298977,4.547923,13.433237,6.776995,15.312439,119.069336,137.145782,36.949886,10.445940,8.347964,18.472717,8.205746,13.949303,8.476001,13.517478,9.298334,13.559628,11.428146,15.748934,11.282643,14.607299,11.595318,15.586584
2.374,6.109104,5.075829,4.267183,5.084419,-0.154054,15.864408,3.986794,17.678150,5.441252,16.290722,4.547572,13.423243,6.776956,15.316765,118.684753,137.428543,36.689545,10.341322,8.340717,18.461494,8.205746,13.939925,8.476336,13.506129,9.297810,13.552716,11.428154,15.744798,11.277548,14.600098,11.592964,15.580473
2.375,6.109103,5.075892,4.267392,5.083752,-0.140948,15.852936,3.987561,17.669470,5.441290,16.282465,4.547222,13.413248,6.776917,15.321091,118.300171,137.711304,36.429199,10.236704,8.333469,18.450270,8.205746,13.930548,8.476672,13.494781,9.297285,13.545805,11.428162,15.740662,11.272453,14.592896,11.590610,15.574363
2.376,6.109102,5.075956,4.267600,5.083085,-0.127841,15.841463,3.988328,17.660789,5.441328,16.274208,4.546871,13.403253,6.776877,15.325416,117.915596,137.994049,36.168858,10.132085,8.326221,18.439047,8.205746,13.921169,8.477008,13.483432,9.296762,13.538893,11.428169,15.736526,11.267358,14.585694,11.588256,15.568252
2.377,6.108834,5.076304,4.268288,5.082723,-0.115117,15.838037,3.989082,17.654146,5.441919,16.264324,4.547493,13.393972,6.775750,15.331412,118.079445,138.048187,35.978374,10.014427,8.317472,18.431721,8.205746,13.915135,8.478628,13.476877,9.298420,13.533267,11.430630,15.732519,11.266082,14.581422,11.588038,15.563586
2.378,6.108567,5.076652,4.268975,5.082361,-0.102392,15.834612,3.989836,17.647503,5.442511,16.254440,4.548115,13.384691,6.774622,15.337409,118.243286,138.102325,35.787895,9.896770,8.308722,18.424393,8.205746,13.909101,8.480249,13.470322,9.300077,13.527641,11.433091,15.728512,11.264805,14.577149,11.587820,15.558922
2.379,6.108299,5.076999,4.269663,5.081999,-0.089667,15.831186,3.990591,17.640860,5.443103,16.244558,4.548737,13.375410,6.773495,15.343406,118.407135,138.156479,35.597412,9.779113,8.299973,18.417067,8.205746,13.903068,8.481871,13.463767,9.301736,13.522015,11.435553,15.724504,11.263529,14.572877,11.587603,15.554256
2.380,6.108031,5.077347,4.270351,5.081637,-0.076942,15.827761,3.991345,17.634216,5.443695,16.234674,4.549358,13.366130,6.772367,15.349402,118.570984,138.210617,35.406929,9.661455,8.291224,18.409740,8.205746,13.897034,8.483491,13.457212,9.303394,13.516389,11.438013,15.720498,11.262253,14.568604,11.587385,15.549591
2.381,6.108110,5.077838,4.270355,5.081434,-0.064492,15.821139,3.991345,17.625788,5.444559,16.224680,4.549366,13.359012,6.771661,15.362669,118.258759,138.351547,35.300201,9.561874,8.283623,18.396448,8.204594,13.888198,8.483337,13.448054,9.302734,13.509302,11.437780,15.714306,11.259912,14.562213,11.584854,15.542554
2.382,6.108190,5.078329,4.270359,5.081231,-0.052042,15.814518,3.991345,17.617359,5.445424,16.214687,4.549373,13.351893,6.770955,15.375937,117.946526,138.492493,35.193474,9.462294,8.276021,18.383156,8.203443,13.879362,8.483183,13.438896,9.302074,13.502216,11.437548,15.708113,11.257570,14.555821,11.582323,15.535517
2.383,6.108269,5.078821,4.270362,5.081028,-0.039592,15.807896,3.991345,17.608932,5.446289,16.204693,4.549380,13.344775,6.770248,15.389204,117.634293,138.633423,35.086742,9.362712,8.268419,18.369862,8.202291,13.870525,8.483029,13.429737,9.301414,13.495130,11.437316,15.701921,11.255228,14.549430,11.579791,15.528480
2.384,6.108348,5.079312,4.270366,5.080825,-0.027142,15.801274,3.991345,17.600504,5.447153,16.194698,4.549387,13.337657,6.769542,15.402471,117.322067,138.774353,34.980015,9.263131,8.260818,18.356569,8.201139,13.861690,8.482876,13.420579,9.300755,13.488043,11.437083,15.695728,11.252887,14.543038,11.577260,15.521442
2.385,6.108546,5.080455,4.269422,5.081314,-0.015406,15.793077,3.991328,17.587524,5.448757,16.187960,4.547516,13.330111,6.768335,15.410788,117.594795,138.813492,34.725647,9.025851,8.255554,18.337559,8.201275,13.848939,8.481285,13.412856,9.300783,13.481157,11.438284,15.690784,11.249071,14.538381,11.572784,15.514361
2.386,6.108744,5.081597,4.268478,5.081802,-0.003670,15.784880,3.991312,17.574547,5.450360,16.181221,4.545645,13.322565,6.767128,15.419105,117.867523,138.852631,34.471275,8.788570,8.250290,18.318550,8.201410,13.836189,8.479695,13.405133,9.300811,13.474272,11.439485,15.685841,11.245255,14.533722,11.568308,15.507280
2.387,6.108942,5.082740,4.267534,5.082291,0.008066,15.776682,3.991295,17.561567,5.451963,16.174484,4.543774,13.315020,6.765921,15.427422,118.140244,138.891785,34.216904,8.551291,8.245026,18.299540,8.201546,13.823439,8.478106,13.397410,9.300838,13.467386,11.440685,15.680897,11.241438,14.529064,11.563831,15.500199
2.388,6.109140,5.083883,4.266591,5.082779,0.019803,15.768484,3.991279,17.548588,5.453567,16.167746,4.541903,13.307473,6.764714,15.435739,118.412971,138.930923,33.962536,8.314011,8.239761,18.280529,8.201681,13.810688,8.476515,13.389688,9.300867,13.460501,11.441886,15.675953,11.237622,14.524406,11.559356,15.493118
2.389,6.107144,5.085820,4.263955,5.084075,0.031297,15.762875,3.991159,17.538057,5.454480,16.158686,4.536752,13.298110,6.759809,15.446446,117.954803,139.354233,33.903908,8.264002,8.237483,18.268238,8.201681,13.802402,8.477118,13.381261,9.302206,13.458855,11.441796,15.675698,11.235960,14.517857,11.558061,15.489301
2.390,6.105149,5.087757,4.261320,5.085371,0.042791,15.757265,3.991039,17.527527,5.455393,16.149626,4.531601,13.288748,6.754905,15.457155,117.496628,139.777527,33.845284,8.213993,8.235205,18.255945,8.201681,13.794116,8.477722,13.372834,9.303546,13.457209,11.441708,15.675444,11.234297,14.511307,11.556766,15.485483
2.391,6.103153,5.089693,4.258685,5.086666,0.054286,15.751657,3.990919,17.516996,5.456306,16.140566,4.526450,13.279385,6.750000,15.467863,117.038452,140.200836,33.786655,8.163984,8.232927,18.243652,8.201681,13.785830,8.478326,13.364408,9.304886,13.455564,11.441618,15.675189,11.232635,14.504758,11.555470,15.481665
2.392,6.101157,5.091630,4.256049,5.087962,0.065780,15.746047,3.990799,17.506466,5.457219,16.131506,4.521299,13.270021,6.745096,15.478571,116.580284,140.624146,33.728027,8.113976,8.230649,18.231361,8.201681,13.777544,8.478930,13.355981,9.306225,13.453918,11.441528,15.674934,11.230972,14.498208,11.554175,15.477847
2.393,6.099613,5.094091,4.255279,5.089786,0.077221,15.741654,3.990281,17.498322,5.457219,16.125036,4.520276,13.259967,6.742008,15.482490,116.549347,140.735687,33.627850,8.065371,8.227612,18.222044,8.201864,13.768554,8.479305,13.348190,9.306599,13.447954,11.441825,15.669916,11.229124,14.491575,11.552753,15.470308
2.394,6.098069,5.096553,4.254508,5.091609,0.088662,15.737262,3.989763,17.490175,5.457219,16.118565,4.519253,13.249912,6.738919,15.486408,116.518402,140.847229,33.527672,8.016767,8.224573,18.212727,8.202046,13.759563,8.479681,13.340399,9.306973,13.441992,11.442122,15.664898,11.227276,14.484943,11.551332,15.462769
2.395,6.096525,5.099014,4.253737,5.093432,0.100103,15.732869,3.989245,17.482029,5.457219,16.112095,4.518230,13.239857,6.735831,15.490328,116.487465,140.958786,33.427494,7.968162,8.221536,18.203409,8.202229,13.750573,8.480058,13.332607,9.307347,13.436029,11.442417,15.659881,11.225429,14.478311,11.549910,15.455229
2.396,6.094981,5.101475,4.252967,5.095256,0.111544,15.728477,3.988727,17.473885,5.457219,16.105625,4.517207,13.229802,6.732743,15.494246,116.456528,141.070328,33.327316,7.919558,8.218498,18.194092,8.202412,13.741583,8.480433,13.324817,9.307721,13.430066,11.442714,15.654862,11.223580,14.471678,11.548488,15.447690
2.397,6.093390,5.104250,4.254022,5.097383,0.123157,15.723148,3.988320,17.465855,5.458920,16.098059,4.519723,13.223372,6.727860,15.496737,116.317322,141.257202,33.035027,7.632102,8.217196,18.185070,8.202789,13.730613,8.481146,13.314369,9.310800,13.422959,11.446543,15.649904,11.221295,14.465629,11.545925,15.441528
2.398,6.091799,5.107024,4.255076,5.099510,0.134770,15.717819,3.987914,17.457825,5.460622,16.090492,4.522239,13.216941,6.722977,15.499228,116.178116,141.444061,32.742733,7.344646,8.215892,18.176050,8.203167,13.719643,8.481859,13.303923,9.313877,13.415852,11.450373,15.644947,11.219011,14.459579,11.543364,15.435368
2.399,6.090208,5.109799,4.256132,5.101637,0.146383,15.712490,3.987508,17.449795,5.462323,16.082926,4.524755,13.210510,6.718094,15.501718,116.038910,141.630936,32.450439,7.057191,8.214588,18.167030,8.203545,13.708673,8.482572,13.293476,9.316956,13.408745,11.454202,15.639989,11.216726,14.453531,11.540802,15.429207
2.400,6.088617,5.112574,4.257186,5.103764,0.157996,15.707162,3.987102,17.441765,5.464025,16.075359,4.527271,13.204080,6.713211,15.504208,115.899704,141.817810,32.158150,6.769736,8.213285,18.158009,8.203922,13.697703,8.483284,13.283029,9.320034,13.401638,11.458031,15.635031,11.214441,14.447482,11.538239,15.423045
2.401,6.087556,5.115571,4.258649,5.106118,0.169531,15.700397,3.985371,17.433805,5.465019,16.067266,4.531928,13.195195,6.710093,15.513065,115.837357,141.903259,32.052223,6.842618,8.214231,18.147665,8.204944,13.689877,8.484776,13.274741,9.320337,13.394331,11.459371,15.628184,11.213762,14.442721,11.538665,15.411237
2.402,6.086495,5.118568,4.260112,5.108472,0.181066,15.693634,3.983640,17.425846,5.466014,16.059174,4.536584,13.186311,6.706977,15.521923,115.775017,141.988708,31.946297,6.915500,8.215178,18.137321,8.205965,13.682050,8.486267,13.266455,9.320640,13.387024,11.460711,15.621338,11.213083,14.437961,11.539091,15.399428
2.403,6.085434,5.121565,4.261575,5.110826,0.192601,15.686870,3.981910,17.417889,5.467008,16.051081,4.541240,13.177426,6.703860,15.530782,115.712677,142.074158,31.840370,6.988381,8.216123,18.126976,8.206986,13.674223,8.487758,13.258167,9.320942,13.379717,11.462051,15.614492,11.212405,14.433200,11.539516,15.387620
2.404,6.084373,5.124563,4.263038,5.113180,0.204136,15.680105,3.980179,17.409929,5.468003,16.042988,4.545897,13.168542,6.700743,15.539639,115.650330,142.159607,31.734444,7.061264,8.217069,18.116632,8.208008,13.666396,8.489249,13.249880,9.321245,13.372410,11.463391,15.607646,11.211726,14.428439,11.539942,15.375812
2.405,6.080283,5.127603,4.263052,5.115598,0.215296,15.674431,3.980107,17.403065,5.467608,16.035639,4.545997,13.157328,6.692959,15.551416,115.693420,142.368149,31.673832,6.953737,8.215876,18.104681,8.208008,13.654992,8.490841,13.240065,9.322653,13.365674,11.465105,15.601270,11.212210,14.422357,11.538755,15.367417
2.406,6.076194,5.130642,4.263066,5.118015,0.226457,15.668757,3.980035,17.396200,5.467213,16.028290,4.546097,13.146113,6.685175,15.563193,115.736511,142.576691,31.613220,6.846211,8.214684,18.092730,8.208008,13.643587,8.492433,13.230250,9.324060,13.358938,11.466818,15.594893,11.212692,14.416275,11.537568,15.359023
2.407,6.072104,5.133682,4.263080,5.120432,0.237617,15.663084,3.979962,17.389336,5.466818,16.020941,4.546198,13.134899,6.677391,15.574970,115.779602,142.785217,31.552607,6.738686,8.213490,18.080778,8.208008,13.632183,8.494024,13.220436,9.325469,13.352201,11.468531,15.588516,11.213175,14.410192,11.536381,15.350629
2.408,6.068015,5.136722,4.263094,5.122850,0.248778,15.657410,3.979890,17.382471,5.466424,16.013592,4.546298,13.123685,6.669607,15.586747,115.822693,142.993759,31.491995,6.631159,8.212297,18.068827,8.208008,13.620779,8.495616,13.210621,9.326877,13.345466,11.470244,15.582140,11.213658,14.404110,11.535194,15.342235
2.409,6.064647,5.139636,4.264366,5.125170,0.259429,15.656750,3.979890,17.374031,5.466881,16.006060,4.548842,13.114267,6.662414,15.589391,116.096588,143.010315,31.283298,6.649885,8.212222,18.059000,8.208013,13.612226,8.496714,13.203882,9.327011,13.338923,11.471089,15.576900,11.210153,14.398882,11.534877,15.334611
2.410,6.061279,5.142550,4.265638,5.127490,0.270080,15.656089,3.979890,17.365593,5.467338,15.998528,4.551386,13.104850,6.655221,15.592035,116.370483,143.026871,31.074600,6.668611,8.212147,18.049171,8.208017,13.603672,8.497810,13.197144,9.327147,13.332380,11.471933,15.571662,11.206646,14.393653,11.534559,15.326986
2.411,6.057911,5.145464,4.266910,5.129810,0.280731,15.655428,3.979890,17.357153,5.467794,15.990994,4.553930,13.095432,6.648028,15.594679,116.644371,143.043427,30.865902,6.687336,8.212070,18.039345,8.208022,13.595119,8.498908,13.190406,9.327282,13.325838,11.472778,15.566423,11.203140,14.388424,11.534243,15.319363
2.412,6.054543,5.148378,4.268182,5.132131,0.291381,15.654768,3.979890,17.348713,5.468252,15.983462,4.556474,13.086015,6.640835,15.597322,116.918266,143.059982,30.657206,6.706062,8.211995,18.029518,8.208027,13.586565,8.500006,13.183667,9.327416,13.319296,11.473623,15.561184,11.199635,14.383196,11.533925,15.311739
