"Time","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","37 FLx (cm)","36 HRy (cm)","35 HRx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","801 toex (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
3.43,0,0,7.103759,1.046726,4.207918,16.868837,3.056838,19.587534,5.353104,17.397474,3.454397,13.762264,5.603547,15.156114,120.569534,0,59.137596,87.477516,98.540741,7.804426,20.536783,7.913838,-9.796673,14.148113,7.949936,13.642063,8.902263,13.167338,8.765368,14.962078,10.264580,15.010224,10.377420,15.970590,0,-0.01696,0.00304,-0.01971,-0.01296,0.00941,-0.01358,0.00473,0.00255,-1.48847,0.10726,3.27716
3.44,0,0,7.115002,1.037198,4.191663,16.839417,3.052645,19.492100,5.364027,17.308317,3.452289,13.657052,5.583334,15.013411,118.531487,0,61.815727,87.285294,99.563332,7.795264,20.344717,7.915914,-11.277257,14.044821,7.964880,13.555693,8.950316,13.140947,8.782146,14.933072,10.280541,15.002322,10.396959,15.961910,0,-0.01718,0.00390,-0.02075,-0.01252,0.00807,-0.01190,0.00571,0.00235,-1.48652,0.10877,3.27706
3.45,0,0,7.116331,1.028549,4.171035,16.797005,3.056493,19.364178,5.353229,17.216522,3.443356,13.578650,5.595900,14.858975,120.043800,0,64.294823,87.883583,101.809669,7.799510,20.266399,7.903725,-10.866644,13.925508,8.005931,13.414843,9.012752,13.073609,8.793953,14.860244,10.288502,14.987464,10.405877,15.951172,0,-0.01842,0.00351,-0.01797,-0.01254,0.00751,-0.01195,0.00600,0.00205,-1.48611,0.10826,3.27745
3.46,0,0,7.101630,1.054803,4.168416,16.774555,3.073317,19.287397,5.340765,17.117657,3.442396,13.480410,5.593732,14.741192,116.340500,0,64.295410,87.793488,102.820534,7.794979,20.187435,7.924409,-10.640384,13.845063,8.005938,13.337248,9.053110,13.012733,8.787468,14.793022,10.278462,14.957108,10.388679,15.918440,0,-0.01536,-0.00320,-0.02150,-0.01374,0.00883,-0.01312,0.00591,0.00278,-1.48635,0.11130,3.27695
3.47,0,0,7.092628,1.031286,4.173642,16.725370,3.087381,19.136820,5.352643,17.044819,3.449352,13.388058,5.592360,14.652991,116.971436,0,66.686996,87.922539,104.228523,7.786404,20.063377,7.906545,-11.055611,13.711288,8.025784,13.191965,9.058248,12.933696,8.768244,14.710175,10.256434,14.898021,10.376075,15.867621,0,-0.01654,0.00261,-0.01957,-0.01163,0.00753,-0.01178,0.00553,0.00865,-1.48559,0.10995,3.27712
3.48,0,0,7.074829,1.034977,4.160254,16.676577,3.076134,19.048937,5.350818,16.978964,3.438995,13.306353,5.602517,14.552894,114.648384,0,67.341667,88.945648,102.889221,7.761833,19.915680,7.926174,-10.708937,13.624768,8.023292,13.108394,9.043784,12.854019,8.772710,14.633490,10.259508,14.832061,10.347268,15.781313,0,-0.01497,0.00436,-0.02202,-0.00842,0.00927,-0.01473,0.00587,0.00243,-1.48823,0.10657,3.27749
3.49,0,0,7.089280,1.045889,4.160735,16.607222,3.076378,18.936882,5.330250,16.923986,3.452384,13.194084,5.592137,14.428276,113.221603,0,69.305321,88.673241,102.918655,7.780710,19.791660,7.909146,-13.186699,13.477897,8.012902,12.989360,9.073242,12.778804,8.777356,14.554317,10.262252,14.766562,10.341778,15.716677,0,-0.01644,0.00405,-0.01993,-0.01343,0.00780,-0.01331,0.00626,0.00292,-1.48534,0.10772,3.27726
3.50,0,0,7.113700,1.053086,4.147360,16.534992,3.068904,18.831905,5.351572,16.921707,3.448951,13.062353,5.607668,14.338101,113.311684,0,71.138954,89.602715,103.443817,7.779170,19.675924,7.903286,-8.036984,13.356670,8.022744,12.869869,9.075172,12.693320,8.783100,14.469466,10.264874,14.702591,10.339467,15.649818,0,-0.01750,0.00424,-0.02014,-0.01297,0.00880,-0.01215,0.00575,0.00140,-1.48708,0.11118,3.27710
3.51,0,0,7.134716,1.055246,4.124046,16.481335,3.072674,18.718227,5.347240,16.922621,3.448402,12.985195,5.605375,14.225616,111.068321,0,72.160034,88.995422,102.555367,7.765112,19.577461,7.921219,-5.539009,13.306252,8.040588,12.793532,9.098704,12.645767,8.789711,14.419022,10.271731,14.650572,10.333291,15.608929,0,-0.01628,0.00345,-0.02134,-0.01403,0.00837,-0.01200,0.00605,0.00164,-1.48559,0.11005,3.27864
3.52,0,0,7.112703,1.015263,4.103235,16.436638,3.081025,18.607384,5.363173,17.133516,3.451541,12.881701,5.625518,14.124662,109.593651,0,73.371704,88.107376,102.271713,7.755114,19.421032,7.915953,-5.641585,13.266311,8.051139,12.715252,9.131886,12.605411,8.793831,14.373380,10.275640,14.606280,10.331224,15.558891,0,-0.02064,0.02331,-0.02001,-0.01360,0.00868,-0.01392,0.00518,-0.00637,-1.47924,0.11077,3.27698
3.53,0,1,7.101887,1.003304,4.078513,16.410606,3.083895,18.513428,5.288214,17.527534,3.437767,12.839458,5.627771,14.021793,119.106277,0,71.574608,88.100624,102.510513,7.752108,19.327766,7.908200,-1.437323,13.202341,8.114224,12.694263,9.163905,12.568109,8.802833,14.331482,10.281417,14.583496,10.327842,15.520039,0,-0.02100,0.00224,-0.02255,-0.01420,0.00789,-0.01144,0.00590,0.00071,-1.42095,0.10919,3.27800
3.54,0,0,7.108882,0.979481,4.017337,16.427187,3.115287,18.402884,5.172393,17.889425,3.338882,12.934625,5.627034,13.913120,147.642502,0,63.752243,84.339287,100.329620,7.748824,19.219749,7.915587,5.825841,13.204970,8.304296,12.821519,9.247351,12.623027,8.801146,14.366799,10.283916,14.593495,10.310678,15.529902,0,-0.01843,0.00689,-0.01660,-0.01266,0.00848,-0.01872,0.00577,0.00674,-1.31179,0.11056,3.27777
3.55,0,0,7.122114,1.010710,3.952354,16.469950,3.105287,18.283293,5.093071,18.135756,3.118595,13.227168,5.628891,13.846171,172.030594,0,45.715443,78.140656,98.032127,7.779171,19.153633,8.010678,24.662323,13.302206,8.556803,13.137996,9.420260,12.747081,8.807793,14.439651,10.293067,14.649282,10.293039,15.601093,0,-0.01731,0.00075,-0.00936,-0.01286,0.00847,-0.01018,0.00641,0.00334,-1.15615,0.10782,3.27705
3.56,0,0,7.155251,1.085848,3.914893,16.502169,3.125697,18.249699,5.002436,18.371616,2.979493,13.679374,5.656205,13.775124,163.244537,0,34.268932,78.850990,92.709862,7.792508,19.163198,8.055937,64.476990,13.719563,8.600580,13.460594,9.232703,12.899644,8.792471,14.644841,10.290359,14.723568,10.285286,15.696445,0,-0.01831,0.00599,-0.02200,-0.01192,0.00822,-0.01243,0.00746,0.00499,-0.93901,0.10951,3.27737
3.57,0,0,7.195760,1.133957,3.909619,16.568544,3.158126,18.177008,4.917470,18.611866,2.831404,14.145667,5.679061,13.730066,165.969452,0,34.995132,82.934448,84.561745,7.838556,18.977190,8.006354,59.627693,14.462262,8.271813,13.852059,8.868753,13.085135,8.781100,14.881828,10.275581,14.770177,10.255651,15.749692,0,-0.01710,0.00341,-0.02244,-0.01467,0.00809,-0.01409,0.00620,0.00325,-0.68697,0.10711,3.27696
3.58,1,0,7.245251,1.182163,3.946371,16.644596,3.203191,18.097034,4.918774,18.846197,2.788387,14.398940,5.758431,13.667703,173.990601,0,32.173874,90.480492,69.937805,7.892986,18.933683,7.936163,21.596598,14.964256,8.006371,14.498945,8.212286,13.581812,8.813776,15.278337,10.231663,14.788982,10.214104,15.774391,0,-0.01796,0.00541,-0.01985,-0.01175,0.00801,-0.01223,0.00644,0.00209,-0.41362,0.10543,3.27684
3.59,0,0,7.238641,1.213031,3.951585,16.679670,3.234253,18.077984,4.950668,18.988928,2.810596,14.366960,5.828946,13.566507,173.532059,0,30.631304,85.709702,70.811821,7.919422,18.895771,7.938129,-3.696994,14.964256,8.008100,14.431373,8.204234,13.614093,8.733442,15.334538,10.129977,14.787575,10.168036,15.778216,0,-0.01695,0.00288,-0.01746,-0.01223,0.00793,-0.01054,0.00560,0.00354,-0.13096,0.10798,3.27763
3.60,0,0,7.265141,1.256503,3.940710,16.676458,3.236330,18.016922,4.939269,18.985487,2.813892,14.323602,5.912278,13.560803,170.703400,0,32.559139,85.073212,68.941025,7.924448,18.818470,7.976883,-3.620149,14.886841,8.033100,14.317016,8.231352,13.579732,8.772845,15.296340,10.159296,14.723913,10.183592,15.735838,0,-0.01740,0.00263,-0.01951,-0.01117,0.00836,-0.01356,0.00571,0.00265,0.18034,0.10784,3.27744
3.61,0,0,7.280518,1.281006,3.925375,16.600035,3.269169,17.951750,4.940616,18.884937,2.850410,14.223104,5.894571,13.427499,165.954193,0,36.657356,84.909248,67.166321,7.937142,18.727629,7.991321,-0.641557,14.876237,8.022629,14.268144,8.255987,13.499353,8.864598,15.192656,10.225545,14.562070,10.261424,15.573576,0,-0.01865,0.00401,-0.02222,-0.00765,0.00743,-0.01298,0.00600,0.00357,0.45446,0.10752,3.27732
3.62,0,0,7.310550,1.326775,3.918207,16.470831,3.285205,17.870844,4.980752,18.790403,2.894630,14.129093,5.908234,13.363490,164.948959,0,35.693802,85.750740,68.319954,7.961014,18.648352,8.040153,-4.284926,14.875941,8.050453,14.239473,8.325536,13.279556,8.932337,14.974191,10.303182,14.365276,10.344371,15.404297,0,-0.01792,0.00236,-0.01986,-0.01480,0.00911,-0.01292,0.00472,0.00290,0.72797,0.10695,3.27746
3.63,0,0,7.314262,1.330453,3.937233,16.352642,3.306478,17.758247,5.004749,18.679983,2.963161,13.991961,5.912528,13.274678,161.202682,0,37.295879,86.193069,70.204582,7.979481,18.538391,8.075126,-11.594604,14.780500,8.059319,14.076882,8.364968,13.109494,8.973577,14.803463,10.348441,14.203678,10.415750,15.224062,0,-0.01666,0.00302,-0.01999,-0.01373,0.00823,-0.01295,0.00625,0.00248,0.97053,0.10879,3.27750
3.64,0,0,7.357093,1.307893,3.999912,16.244236,3.333951,17.692734,5.030112,18.615620,2.986782,13.903437,5.906978,13.122413,164.859833,0,37.180538,86.239876,71.149681,7.995227,18.472950,8.078404,-14.171597,14.640328,8.087573,13.992101,8.364013,13.024984,9.015782,14.702833,10.375357,14.069168,10.483817,15.077598,0,-0.01993,0.00432,-0.02091,-0.01433,0.00896,-0.01219,0.00500,0.00247,1.16627,0.11099,3.27660
3.65,0,0,7.353627,1.342003,4.080276,16.105667,3.369882,17.567005,5.043614,18.513529,3.001518,13.834561,5.901553,13.125062,164.967484,0,39.506947,87.294891,70.901726,8.031602,18.337219,8.070016,-16.553560,14.490689,8.100800,13.766198,8.376479,12.891488,9.051111,14.560255,10.413683,13.933049,10.513370,14.946249,0,-0.01629,0.00326,-0.02025,-0.01360,0.00783,-0.01499,0.00637,0.00327,1.31783,0.11252,3.27714
3.66,0,0,7.334238,1.373226,4.180303,15.984986,3.369787,17.469557,5.047363,18.405432,3.043031,13.779815,5.909076,13.004332,163.911270,0,41.485306,85.726723,69.728783,8.009014,18.229664,8.076220,-10.805479,14.321124,8.108511,13.670796,8.400496,12.819483,9.090887,14.481811,10.429445,13.804859,10.544118,14.802749,0,-0.01742,0.00369,-0.02013,-0.01253,0.00795,-0.01299,0.00475,0.00255,1.43270,0.11274,3.27781
3.67,0,0,7.348583,1.373490,4.280836,15.809932,3.383672,17.374355,5.075860,18.278591,3.051501,13.693928,5.942479,12.972905,165.991333,0,41.301582,88.048798,66.826569,8.038774,18.118755,8.100498,-11.265270,14.264421,8.126106,13.591764,8.377323,12.726530,9.141201,14.356378,10.476959,13.673930,10.545607,14.683761,0,-0.01774,0.00470,-0.01955,-0.01270,0.00858,-0.01294,0.00525,0.00320,1.47189,0.10695,3.27734
3.68,0,0,7.341293,1.388619,4.358455,15.665621,3.380023,17.264790,5.080671,18.171667,3.056491,13.600548,5.919297,12.881737,164.624878,0,43.877911,87.532349,65.942307,8.039648,18.026291,8.091986,-9.218410,14.102913,8.115914,13.450010,8.372492,12.635204,9.172724,14.247533,10.486378,13.523438,10.570951,14.529308,0,-0.01949,0.00414,-0.02068,-0.01422,0.00845,-0.01300,0.00435,0.00299,1.47933,0.10830,3.27744
3.69,0,0,7.339761,1.396234,4.405372,15.517427,3.392301,17.193121,5.069315,18.068802,3.065776,13.491632,5.919995,12.783620,166.211578,0,43.743950,87.767677,64.951645,8.036376,17.915154,8.084369,-9.790961,14.059338,8.116781,13.396275,8.381501,12.507960,9.202973,14.109413,10.509837,13.373391,10.586205,14.379453,0,-0.01796,0.00341,-0.02039,-0.01649,0.00754,-0.01351,0.00539,0.00215,1.47726,0.11007,3.27709
3.70,0,0,7.325872,1.410344,4.416266,15.376541,3.397759,17.092216,5.078783,17.971998,3.045774,13.393648,5.896829,12.651499,166.930923,0,43.809639,87.724037,65.735764,8.049989,17.785448,8.076022,-11.884395,13.909649,8.104449,13.306503,8.359751,12.402541,9.205913,13.991195,10.500748,13.234039,10.607652,14.242221,0,-0.02124,0.00383,-0.02126,-0.01341,0.00869,-0.01220,0.00513,0.00228,1.47791,0.10706,3.27745
3.71,0,0,7.341721,1.377375,4.403627,15.231750,3.387977,16.979464,5.063341,17.859711,3.042911,13.292993,5.927598,12.564071,165.918991,0,43.682995,87.888000,64.559174,8.034724,17.684053,8.094855,-9.903143,13.816719,8.100292,13.208151,8.341441,12.282398,9.216536,13.855248,10.499548,13.078153,10.602055,14.094209,0,-0.01620,0.00379,-0.02042,-0.00827,0.00855,-0.01241,0.00594,0.00295,1.47776,0.10914,3.27702
3.72,0,0,7.384099,1.332367,4.392121,15.098767,3.404350,16.870564,5.059883,17.765394,3.037947,13.226925,5.907721,12.417623,165.785355,0,45.404362,87.118782,63.025513,8.043886,17.542690,8.086335,-10.473033,13.713981,8.080418,13.089417,8.287013,12.240104,9.233710,13.771033,10.468216,12.918987,10.603235,13.925742,0,-0.01763,0.00227,-0.02121,-0.01195,0.00897,-0.01287,0.00532,0.00200,1.47823,0.10906,3.27749
3.73,0,0,7.364301,1.305257,4.366037,14.955758,3.399695,16.764076,5.069621,17.646671,3.035846,13.146399,5.902427,12.350677,165.171204,0,44.976421,86.561363,62.416805,8.034617,17.427864,8.092441,-10.055066,13.617051,8.074352,12.990798,8.283910,12.091656,9.233253,13.620667,10.457748,12.754501,10.593579,13.760161,0,-0.01584,0.00490,-0.02115,-0.01282,0.00859,-0.01391,0.00640,0.00267,1.47668,0.10672,3.27691
3.74,0,0,7.346106,1.270752,4.352384,14.786909,3.387203,16.656368,5.059507,17.528215,3.030421,13.031260,5.928808,12.229374,165.068054,0,44.502289,84.922440,62.995152,8.029435,17.361967,8.086053,-14.077264,13.510538,8.071072,12.852923,8.297255,11.919875,9.220961,13.464773,10.435193,12.584100,10.592487,13.583056,0,-0.01282,0.00435,-0.02125,-0.01282,0.00845,-0.01262,0.00509,0.00273,1.47810,0.10805,3.27742
3.75,0,0,7.349274,1.266753,4.343505,14.633187,3.394845,16.556179,5.085770,17.393991,3.028478,12.940136,5.888911,12.116425,163.563248,0,46.569752,83.284309,61.608837,8.038847,17.206612,8.085699,-15.630738,13.334691,8.060650,12.724640,8.280379,11.848267,9.247067,13.366493,10.409419,12.418452,10.600621,13.419484,0,-0.01711,0.00517,-0.02102,-0.01388,0.00720,-0.01219,0.00541,0.00259,1.47680,0.10741,3.27714
3.76,0,0,7.357082,1.274607,4.348030,14.487804,3.402964,16.443071,5.100204,17.281475,3.041437,12.835209,5.910687,12.028811,164.556091,0,46.548458,81.387962,61.819740,8.037592,17.126575,8.064351,-11.417448,13.203199,8.066854,12.600607,8.329758,11.664232,9.253214,13.209250,10.410983,12.255579,10.611720,13.260383,0,-0.01633,0.00355,-0.02211,-0.01160,0.00826,-0.01309,0.00576,0.00243,1.47692,0.10814,3.27750
3.77,0,0,7.361139,1.282025,4.329865,14.286788,3.404619,16.329214,5.116112,17.162680,3.040520,12.746550,5.916565,11.907903,163.771927,0,50.146507,81.181404,59.369713,8.048985,16.974730,8.077812,-12.566283,13.104792,8.063268,12.492887,8.291799,11.633788,9.330187,13.103964,10.408204,12.061034,10.644799,13.052493,0,-0.01827,0.00201,-0.02048,-0.01450,0.00844,-0.01340,0.00561,0.00180,1.47703,0.10602,3.27763
3.78,0,0,7.371858,1.284445,4.290104,14.113318,3.417144,16.234589,5.168403,16.975420,3.064369,12.647232,5.893388,11.814935,164.485168,0,51.749172,80.113060,59.187195,8.043970,16.780670,8.066631,-13.493809,12.938917,8.077043,12.340129,8.331717,11.480935,9.370275,12.951105,10.428615,11.888131,10.675570,12.856097,0,-0.01771,0.00401,-0.02116,-0.01434,0.00790,-0.01166,0.00628,0.00415,1.47720,0.10523,3.27659
3.79,0,0,7.372858,1.309998,4.264176,13.924083,3.407270,16.122166,5.205407,16.489136,3.063100,12.541323,5.921799,11.697022,165.165680,0,56.721661,82.658600,55.143013,8.018797,16.558891,8.067244,-15.187792,12.821946,8.074744,12.273866,8.297003,11.476317,9.479874,12.832794,10.474747,11.711045,10.709998,12.685655,0,-0.01728,0.00226,-0.01965,-0.01617,0.00634,-0.01243,0.00601,0.00337,1.47821,0.10663,3.27782
3.80,0,0,7.366971,1.309840,4.228951,13.755057,3.392074,16.030085,5.281304,15.904913,3.067933,12.428347,5.907712,11.556449,170.217896,0,57.691017,83.718163,55.637207,7.998688,16.443848,8.033466,-18.658340,12.617635,8.087571,12.088425,8.299945,11.328698,9.506024,12.664873,10.502842,11.544007,10.744899,12.515595,0,-0.01793,0.00461,-0.02026,-0.01207,0.00773,-0.01232,0.00586,0.00074,1.47781,0.10929,3.27687
3.81,0,0,7.360909,1.300115,4.201342,13.546054,3.404093,15.937038,5.402723,15.442535,3.099537,12.253604,5.904432,11.463946,173.517014,0,56.370728,86.278107,57.846844,8.007144,16.322901,8.031158,-21.578585,12.444692,8.098139,11.882326,8.286435,11.117377,9.503448,12.443602,10.540453,11.359839,10.782126,12.321287,0,-0.01664,0.00391,-0.02018,-0.01237,0.00831,-0.01238,0.00547,0.00334,1.47949,0.10629,3.27671
3.82,0,0,7.361024,1.286872,4.181349,13.357079,3.406592,15.849698,5.682342,15.071133,3.093191,12.129342,5.896188,11.323757,177.059479,0,57.088398,87.218750,59.077282,8.048841,16.311716,8.007957,-11.569686,12.256080,8.110003,11.695305,8.304950,10.914250,9.534212,12.229133,10.578950,11.152786,10.831258,12.098957,0,-0.01816,0.00218,-0.02025,-0.01482,0.00828,-0.01360,0.00543,0.00222,1.47596,0.10427,3.27750
3.83,0,0,7.355359,1.278443,4.195360,13.157187,3.421226,15.757310,5.793540,12.929002,3.093644,12.044494,5.911437,11.230648,169.866196,0,58.337212,87.231728,57.972668,8.117537,16.327761,8.068241,-6.446508,12.200954,8.102645,11.596465,8.292849,10.783858,9.569244,12.052999,10.574264,10.939488,10.849789,11.906449,0,-0.01669,0.00281,-0.02114,-0.01386,0.00968,-0.01226,0.00507,0.00298,1.47950,0.11058,3.27748
3.84,0,0,7.355604,1.272287,4.231565,12.992544,3.416410,15.673982,6.386642,0.671494,3.060561,11.975613,5.893992,11.139310,169.897873,0,60.067478,85.577965,57.503338,8.144912,16.150236,8.059286,-5.642621,12.134383,8.100961,11.509239,8.306787,10.679835,9.604378,11.927337,10.557493,10.769076,10.872295,11.734901,0,-0.01814,0.00298,-0.02050,-0.01418,0.00757,-0.01184,0.00593,0.00370,1.47786,0.10908,3.27720
3.85,0,0,7.363132,1.311413,4.267307,12.839696,3.422152,15.577313,5.798022,14.145361,3.066734,11.809594,5.886520,11.004905,165.442856,0,60.450066,84.386818,58.258762,8.122061,16.006697,8.088248,-7.129065,12.082331,8.090353,11.459998,8.331999,10.543532,9.619872,11.801059,10.557772,10.630527,10.890457,11.567320,0,-0.01865,0.00290,-0.01990,-0.01119,0.00829,-0.01322,0.00569,0.00249,1.47891,0.11200,3.27710
3.86,0,0,7.375961,1.324008,4.319496,12.679856,3.418011,15.491885,5.742247,13.706671,3.079931,11.631301,5.912164,10.917906,163.879730,0,62.769413,81.964081,57.505524,8.107082,15.815182,8.078861,-12.584109,11.986888,8.084085,11.391392,8.360890,10.464112,9.658887,11.711170,10.536693,10.494845,10.906462,11.424599,0,-0.01724,0.00381,-0.02026,-0.01781,0.00721,-0.01102,0.00587,0.00228,1.47669,0.10769,3.27707
3.87,0,0,7.364707,1.335210,4.329922,12.576744,3.403028,15.407145,5.725025,13.582747,3.075840,11.546337,5.911559,10.788971,162.707535,0,63.549011,82.861168,57.136364,8.080259,15.634206,8.081502,-9.422772,11.848014,8.074039,11.260566,8.341633,10.360720,9.657743,11.588613,10.536766,10.373179,10.897434,11.300133,0,-0.01644,0.00383,-0.02100,-0.01153,0.00826,-0.01233,0.00533,0.00328,1.47860,0.11038,3.27670
3.88,0,0,7.344258,1.322073,4.364992,12.457730,3.413887,15.308865,5.711346,13.472761,3.062427,11.487130,5.954532,10.702334,167.347046,0,63.781826,82.754227,56.416637,8.012547,14.517392,8.068591,-7.653213,11.808567,8.098775,11.178501,8.345542,10.282043,9.691384,11.477322,10.538043,10.239110,10.915322,11.170418,0,-0.01520,0.00278,-0.02183,-0.02090,0.00882,-0.01411,0.00631,0.00301,1.47741,0.10576,3.27798
3.89,0,0,7.339455,1.310124,4.381828,12.363811,3.415115,15.206817,5.701654,13.355033,3.068718,11.404997,5.955805,10.622232,166.571487,0,64.327003,83.635216,56.196171,8.108660,13.662379,8.075759,-14.462267,11.673925,8.111080,10.957900,8.346233,10.152307,9.685031,11.355442,10.557761,10.135538,10.909124,11.069525,0,-0.01840,0.00313,-0.02035,-0.01194,0.00699,-0.01356,0.00531,0.00351,1.47672,0.10796,3.27701
3.90,0,0,7.334615,1.309112,4.391747,12.243637,3.422886,15.161212,5.700378,13.243663,3.049958,11.336883,5.933964,10.480604,171.030411,0,61.531780,84.675995,56.862198,8.114807,15.312551,8.079351,-11.870868,11.558665,8.128334,10.913607,8.332403,10.051236,9.674642,11.250561,10.565981,10.044118,10.916343,10.985985,0,-0.01829,0.00345,-0.02040,-0.00558,0.00801,-0.01133,0.00449,0.00193,1.47806,0.10912,3.27716
3.91,0,0,7.331207,1.319058,4.426705,12.162354,3.441225,15.045747,5.697100,13.142265,3.048159,11.255600,5.933091,10.356979,175.584671,0,60.118824,84.577133,56.317123,8.107752,15.139414,8.071765,-13.714757,11.412045,8.153032,10.818930,8.342450,9.944314,9.677873,11.150953,10.573802,9.947962,10.918614,10.914147,0,-0.01691,0.00304,-0.02125,-0.01744,0.00816,-0.01338,0.00629,0.00158,1.47759,0.10720,3.27734
3.92,0,0,7.342623,1.317686,4.464780,12.084846,3.555816,14.838193,5.699125,13.045028,3.098188,11.136090,5.975994,10.337097,175.809631,0,55.317158,85.297523,59.746784,8.097415,13.918440,8.094296,-13.047965,11.294594,8.159679,10.692348,8.328069,9.773561,9.599333,11.047878,10.570839,9.904999,10.912247,10.875529,0,-0.01768,0.00320,-0.02056,-0.02454,0.00891,-0.01197,0.00565,0.00226,1.47827,0.10704,3.27810
3.93,0,0,7.349209,1.303749,4.489926,12.003304,3.930719,14.634198,5.691811,12.946723,3.120993,11.030928,5.937478,10.188689,172.428955,0,55.198868,85.988663,60.574425,8.313210,14.478813,8.100428,-12.628387,11.140077,8.136264,10.580289,8.313015,9.690503,9.562453,10.986019,10.566499,9.871927,10.890173,10.836601,0,-0.01563,0.00256,-0.02006,0.00687,0.00870,-0.01271,0.00554,0.00173,1.47437,0.10946,3.27702
3.94,0,0,7.342160,1.354469,4.533086,11.901963,4.146739,14.404028,5.695974,12.847487,3.105453,10.933667,5.934366,10.111897,169.359192,0,54.510330,86.178955,59.628113,8.256961,14.370135,8.105607,-6.303651,11.048047,8.122306,10.471232,8.320458,9.562132,9.529816,10.895339,10.571185,9.815751,10.846761,10.798747,0,-0.01818,0.00385,-0.02112,-0.00763,0.00715,-0.01295,0.00636,0.00241,1.47716,0.10709,3.27832
3.95,0,0,7.343114,1.295843,4.546234,11.821072,4.238238,14.266715,5.700285,12.748469,3.122681,10.835569,5.930986,9.990644,173.823959,0,51.903320,86.114677,60.841637,8.232821,14.409853,8.101682,-7.354402,11.004899,8.151700,10.383476,8.327123,9.460428,9.511250,10.816098,10.571514,9.755046,10.847032,10.724619,0,-0.01757,0.00444,-0.02103,-0.01422,0.00854,-0.01246,0.00647,0.00261,1.47737,0.10508,3.27760
3.96,0,0,7.367291,1.317832,4.555481,11.723406,4.325110,14.202751,5.695833,12.656484,3.113106,10.732800,5.936125,9.864806,178.374237,0,50.265327,87.127441,60.302944,8.272989,14.256663,8.095562,-10.126745,10.891480,8.180072,10.252655,8.325333,9.351903,9.508692,10.708242,10.588136,9.666703,10.837782,10.647605,0,-0.01851,0.00269,-0.02059,-0.01235,0.00772,-0.01348,0.00595,0.00312,1.47561,0.10443,3.27694
3.97,0,0,7.371140,1.319381,4.563397,11.650532,4.458540,14.150117,5.694931,12.532489,3.103667,10.639275,5.972249,9.828297,177.313873,0,49.477909,86.249817,60.412766,8.281651,14.088632,8.111660,-8.372913,10.815497,8.184123,10.215187,8.347795,9.244311,9.502619,10.624980,10.587778,9.589424,10.833584,10.569944,0,-0.01702,0.00350,-0.02043,-0.00710,0.00793,-0.01294,0.00582,0.00186,1.47742,0.10982,3.27753
3.98,0,0,7.368624,1.313594,4.575408,11.609903,4.525266,14.121421,5.696337,12.428387,3.083283,10.495326,5.953646,9.635055,177.427017,0,47.900928,87.258781,62.695953,8.284462,14.034693,8.112240,-12.737053,10.731682,8.189109,10.061806,8.340172,9.120755,9.467598,10.523931,10.590631,9.529569,10.837343,10.503253,0,-0.01781,0.00395,-0.01925,-0.01342,0.00795,-0.01289,0.00591,0.00200,1.47875,0.10798,3.27837
3.99,0,0,7.369656,1.353865,4.589604,11.570716,4.610673,14.074907,5.702029,12.341670,3.090661,10.392643,5.958655,9.590804,178.022247,0,46.357132,87.111748,65.327942,8.271456,14.143804,8.114597,-11.694803,10.563575,8.199372,9.949001,8.364656,8.995043,9.435964,10.441422,10.594742,9.489085,10.846188,10.444624,0,-0.01798,0.00233,-0.02056,-0.01312,0.00789,-0.01272,0.00473,0.00258,1.47178,0.10875,3.27739
4.00,0,0,7.364559,1.350445,4.626034,11.537049,4.657949,14.027774,5.726722,12.263963,3.074426,10.315144,5.991919,9.551394,175.755081,0,43.950104,88.684875,68.190872,8.190735,14.224592,8.151247,-11.835163,10.494255,8.214649,9.796923,8.370785,8.857654,9.390586,10.340893,10.606788,9.462914,10.843167,10.409822,0,-0.01741,0.00174,-0.02126,-0.01213,0.00837,-0.01316,0.00479,0.00202,1.47820,0.10945,3.27681
4.01,0,0,7.341798,1.349529,4.653279,11.454175,4.660922,13.915054,5.726621,12.175514,3.061151,10.195903,5.930946,9.368732,172.691299,0,45.719994,88.409180,67.133293,8.218776,14.154270,8.140956,-12.693341,10.334974,8.190282,9.702534,8.377204,8.804627,9.382642,10.297641,10.603080,9.425559,10.818069,10.380997,0,-0.01646,0.00409,-0.02072,-0.01478,0.00745,-0.01229,0.00576,0.00242,1.47225,0.10783,3.27805
