"Time","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","37 FLx (cm)","36 HRy (cm)","35 HRx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","801 toex (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.00,0,1,7.111111,0.965322,4.746822,16.974646,3.761613,17.934158,5.456636,19.042982,4.140687,13.679189,6.230490,15.449456,131.327744,0,70.847702,85.280106,98.133873,7.814872,18.762045,7.961369,-4.988236,14.057416,8.211993,13.624643,9.092462,13.449663,8.844669,15.232507,10.342340,15.316051,10.428756,16.315638,0,-0.01517,-0.00140,-0.01887,-0.01195,0.00873,-0.01401,0.00276,0.00315,-1.48588,0.11408,3.27687
0.01,0,0,7.131838,0.973810,4.765270,16.954937,3.764093,17.835566,5.509435,19.293575,4.066644,13.763689,6.233769,15.342956,171.527496,0,58.429028,83.975327,98.612541,7.812673,18.626930,7.944904,1.459815,14.036503,8.347039,13.759830,9.173936,13.433749,8.861874,15.206491,10.358262,15.310055,10.439383,16.306650,0,-0.01656,0.00345,-0.01878,-0.01240,0.00730,-0.00800,0.00606,0.00196,-1.48641,0.10799,3.27702
0.02,0,0,7.139984,0.966879,4.771200,16.914288,3.762397,17.751942,5.558567,19.422075,4.045181,13.969189,6.238656,15.274384,165.656418,0,47.670692,81.642731,97.413712,7.800519,18.496233,8.006797,16.821997,14.043932,8.513225,13.886997,9.218758,13.455295,8.879421,15.223020,10.377983,15.288689,10.463505,16.285345,0,-0.01804,0.00408,-0.01976,-0.01254,0.00735,-0.01270,0.00653,0.00204,-1.48267,0.10883,3.27696
0.03,0,0,7.127127,0.988532,4.791197,16.893785,3.762197,17.650101,5.571369,19.446159,4.017973,14.104883,6.243142,15.152921,162.757477,0,35.406387,81.339180,97.223152,7.793352,18.373072,8.024403,16.535402,14.329909,8.584381,14.042564,9.190357,13.448281,8.872762,15.220018,10.372160,15.259331,10.470994,16.245773,0,-0.01888,-0.00208,-0.01994,-0.01418,0.00795,-0.01370,0.00520,0.00330,-1.48636,0.10773,3.27748
0.04,0,0,7.127215,1.000790,4.815958,16.893620,3.772090,17.547710,5.570864,19.444427,3.999948,14.233578,6.243846,15.070279,164.840958,0,34.074665,79.573814,95.040733,7.805769,18.260826,8.047865,9.563202,14.431726,8.536508,14.133273,9.147909,13.486991,8.855897,15.263138,10.355618,15.234608,10.461900,16.224121,0,-0.01742,0.00379,-0.02006,-0.01282,0.00837,-0.01205,0.00630,0.00210,-1.48491,0.11309,3.27730
0.05,0,0,7.124988,0.975598,4.845167,16.902819,3.785273,17.446501,5.525346,19.504953,3.994779,14.328352,6.248628,14.972039,177.536041,0,38.627460,83.831581,93.544914,7.789542,18.156485,8.029426,12.193680,14.521963,8.324369,14.165635,8.936811,13.488084,8.828658,15.284408,10.326962,15.213149,10.435318,16.199724,0,-0.01804,0.00464,-0.02048,-0.01435,0.00817,-0.01395,0.00621,0.00258,-1.48710,0.11290,3.27785
0.06,0,0,7.115187,0.965202,4.868872,16.909811,3.781330,17.366228,5.491633,19.581860,3.988930,14.482798,6.250265,14.852919,176.048309,0,31.714075,86.271317,92.146835,7.781521,18.017305,8.039232,21.416943,14.696692,8.309450,14.307005,8.778258,13.520295,8.807198,15.320048,10.302245,15.198450,10.420274,16.188744,0,-0.01733,0.00331,-0.02194,-0.01314,0.00838,-0.01287,0.00539,0.00214,-1.48534,0.10908,3.27666
0.07,0,0,7.117537,0.969577,4.896184,16.921766,3.789697,17.263136,5.442035,19.696484,3.939400,14.606122,6.247203,14.774812,178.154007,0,31.821001,86.427338,86.369362,7.781988,17.935156,8.005858,35.625938,14.932595,8.242527,14.473548,8.627264,13.665224,8.827664,15.453313,10.304577,15.193760,10.414389,16.182653,0,-0.01674,0.00447,-0.02136,-0.01405,0.00782,-0.01277,0.00601,0.00101,-1.48622,0.10743,3.27707
0.08,0,0,7.114068,0.956096,4.906519,16.938540,3.803285,17.149305,5.440479,19.700777,3.845912,14.814012,6.263338,14.675453,170.846832,0,28.987381,92.839638,77.864174,7.782015,17.823719,7.959626,24.142071,15.394582,8.138434,14.816186,8.256725,13.977152,8.900653,15.658001,10.326244,15.191438,10.429364,16.174814,0,-0.01673,0.00505,-0.01982,-0.01359,0.00776,-0.01160,0.00607,0.00140,-1.48484,0.10704,3.27823
0.09,0,0,7.130805,0.961963,4.895845,16.937807,3.794751,17.076263,5.385676,19.728819,3.784001,15.003131,6.279752,14.585508,171.077393,0,32.338963,90.291451,73.662498,7.794556,17.736580,7.952830,7.351262,15.486312,8.145658,14.959805,8.319345,14.069906,8.972617,15.747174,10.372663,15.210062,10.451111,16.174250,0,-0.01768,0.00437,-0.02081,-0.01342,0.00833,-0.01395,0.00697,0.00309,-1.48578,0.10805,3.27681
0.10,0,0,7.148875,0.966922,4.878033,16.924103,3.806562,16.977428,5.353285,19.648764,3.738931,15.204406,6.296929,14.497413,177.314468,0,37.565098,86.453835,70.334084,7.800138,17.646265,8.018815,5.924542,15.533015,8.167625,14.956580,8.431949,14.132079,9.041354,15.825754,10.418645,15.231587,10.480648,16.198435,0,-0.01770,0.00453,-0.02025,-0.01358,0.00818,-0.01177,0.00595,0.00206,-1.48534,0.10821,3.27676
0.11,0,0,7.154053,0.962898,4.882523,16.930183,3.808583,16.899769,5.384105,19.577230,3.749750,15.322077,6.298951,14.391020,177.657578,0,37.671436,88.378708,63.746094,7.809090,17.544769,8.133740,4.837914,15.615168,8.223756,15.078550,8.371279,14.348039,9.167081,15.962545,10.493147,15.261605,10.520692,16.244127,0,-0.01724,0.00561,-0.02042,-0.01341,0.00822,-0.02036,0.00590,0.00627,-1.48524,0.10668,3.27737
0.12,0,0,7.145703,0.928447,4.884676,16.915079,3.804218,16.796862,5.401651,19.434828,3.645666,15.456612,6.301502,14.290290,165.586945,0,36.228699,89.543480,61.112656,7.814446,17.434830,8.076377,8.246787,15.616850,8.258125,15.280977,8.369917,14.422497,9.237370,15.999669,10.545877,15.266344,10.552443,16.256247,0,-0.01724,0.00330,-0.02047,-0.01103,0.00828,-0.01282,0.00424,0.00292,-1.48599,0.11013,3.27762
0.13,0,0,7.141493,0.928966,4.897198,16.902655,3.792224,16.687262,5.371622,19.314524,3.581752,15.511542,6.289999,14.169122,90.641296,0,140.133194,90.244255,54.831467,7.824903,17.332590,7.918411,20.351320,15.786746,8.035556,14.548027,8.332219,14.641665,9.361522,16.117096,10.595065,15.264338,10.586308,16.243946,0,-0.01624,0.00373,-0.02210,-0.01630,0.00872,-0.01287,0.00418,0.00284,-1.48621,0.10726,3.27734
0.14,1,0,7.132878,0.943809,4.925587,16.882107,3.792898,16.629398,5.362466,19.222189,3.704319,15.503117,6.298204,14.094208,168.581085,0,57.922935,93.526215,54.745571,7.837213,17.200260,7.915664,7.717277,16.000830,7.976500,15.580687,8.247620,14.760094,9.395935,16.146183,10.607692,15.262101,10.622305,16.236485,0,-0.01757,0.00281,-0.02001,-0.01676,0.00774,-0.01369,0.00535,0.00203,-1.48582,0.10446,3.27748
0.15,0,0,7.133381,0.942917,4.951461,16.863174,3.804848,16.566959,5.355435,19.161116,3.702056,15.439464,6.295724,13.994338,164.751709,0,57.289371,92.845406,59.554310,7.853239,17.101372,7.894568,-7.443306,15.972487,7.955031,15.408047,8.270044,14.602775,9.326113,16.060196,10.582923,15.241448,10.627404,16.207392,0,-0.01820,0.00203,-0.01964,-0.01438,0.00898,-0.01313,0.00485,0.00260,-1.48649,0.10513,3.27713
0.16,0,0,7.144769,0.922707,4.948552,16.848675,3.813428,16.540825,5.346402,19.024437,3.700482,15.311891,6.298756,13.886730,162.337067,0,56.692455,92.563568,61.376884,7.872771,17.019855,7.873270,-11.360065,15.861804,7.925480,15.321091,8.290999,14.467310,9.284839,15.968035,10.571239,15.196598,10.610842,16.170954,0,-0.01569,0.00417,-0.02062,-0.00939,0.00696,-0.01236,0.00602,0.00212,-1.48385,0.11044,3.27788
0.17,0,0,7.156757,0.943812,4.933757,16.838785,3.771378,16.674654,5.345745,18.941866,3.684174,15.209777,6.287960,13.766813,164.182480,0,53.745781,92.642159,63.526741,8.003286,17.322071,7.874835,-12.843491,15.738947,7.939897,15.194827,8.299692,14.332305,9.229306,15.873605,10.548042,15.158974,10.582175,16.145777,0,-0.01681,0.00279,-0.02007,-0.01021,0.00820,-0.01292,0.00707,0.00288,-1.48719,0.10963,3.27713
0.18,0,0,7.147416,0.967574,4.910341,16.834761,3.760873,16.921097,5.338900,18.862406,3.691875,15.122951,6.282949,13.643847,161.198990,0,55.024326,93.096756,64.100594,15.086925,3.891712,7.866838,-10.993567,15.605758,7.929531,15.033772,8.296256,14.249345,9.195384,15.808680,10.533415,15.130696,10.550005,16.108561,0,-0.01685,0.00494,-0.02126,-0.01356,0.00726,-0.01229,0.00569,0.00327,-1.48549,0.11309,3.27699
0.19,0,0,7.150878,0.961978,4.886817,16.839039,3.722091,17.363073,5.331154,18.757149,3.704711,14.992489,6.288970,13.523376,159.956589,0,53.763084,92.014893,64.253914,8.072191,17.704239,7.882522,-9.866644,15.515153,7.945666,14.955989,8.345780,14.152853,9.170695,15.752676,10.527233,15.112542,10.519032,16.084455,0,-0.01882,0.00372,-0.01879,-0.02204,0.00669,-0.01365,0.00655,0.00229,-1.48657,0.10732,3.27739
0.20,0,0,7.140578,0.971465,4.846480,16.865421,3.666662,17.807310,5.340950,18.652390,3.707748,14.890924,6.287185,13.442960,157.714676,0,54.124340,92.018806,64.495399,8.093144,18.001471,7.875683,-10.839444,15.406319,7.934866,14.859145,8.362978,14.069267,9.142598,15.691669,10.516646,15.090015,10.485223,16.058920,0,-0.01844,0.00385,-0.02143,-0.01100,0.00820,-0.01362,0.00539,0.00317,-1.48363,0.10669,3.27652
0.21,0,0,7.142828,0.982969,4.791499,16.854088,3.548547,18.170965,5.346737,18.543154,3.719703,14.798059,6.249948,13.336165,156.170349,0,54.688602,93.072433,65.724617,8.051098,18.555559,7.867212,-9.062091,15.304862,7.924272,14.753413,8.350883,14.006599,9.110225,15.638568,10.502118,15.079602,10.461506,16.050356,0,-0.01938,0.00362,-0.02090,-0.01339,0.00815,-0.01278,0.00549,0.00309,-1.48517,0.10901,3.27777
0.22,0,0,7.149598,0.962815,4.756081,16.849693,3.461693,18.449173,5.336732,18.464857,3.724323,14.694758,6.254112,13.231407,155.823898,0,51.830166,94.144707,68.459686,7.951764,18.951696,7.891339,-9.036794,15.237717,7.937126,14.694313,8.373677,13.906487,9.072316,15.565369,10.493173,15.084608,10.445333,16.046734,0,-0.01844,0.00414,-0.02092,-0.01326,0.00717,-0.01295,0.00602,0.00245,-1.48537,0.10883,3.27696
0.23,0,0,7.146017,0.954983,4.749066,16.829142,3.395154,18.710419,5.344571,18.365614,3.720767,14.623638,6.271204,13.164704,155.601700,0,51.383904,94.799171,71.724632,7.937326,19.157679,7.883971,-11.433864,15.117621,7.941100,14.581937,8.401396,13.799913,9.043669,15.481406,10.484776,15.065289,10.448038,16.034992,0,-0.01813,0.00448,-0.01865,-0.01345,0.00807,-0.01399,0.00488,0.00320,-1.48674,0.10891,3.27731
0.24,0,0,7.115695,0.959675,4.744436,16.804697,3.361857,18.852987,5.356604,18.252722,3.715104,14.516035,6.264627,13.041030,154.116150,0,51.305786,95.457764,73.847534,7.850301,19.941668,7.897928,-13.491123,14.996250,7.945504,14.482549,8.405208,13.722795,9.024650,15.412848,10.475740,15.032940,10.450422,16.012033,0,-0.01725,0.00533,-0.02042,-0.00868,0.00768,-0.01370,0.00528,0.00337,-1.48715,0.10616,3.27760
0.25,0,0,7.106317,0.938587,4.732803,16.762180,3.308928,18.900097,5.343431,18.139311,3.721333,14.394866,6.273163,12.943089,154.868622,0,51.156525,96.414459,76.338463,7.868731,20.032394,7.885217,-15.437962,14.852663,7.946846,14.361919,8.428243,13.600090,9.010331,15.303366,10.474954,14.979921,10.454178,15.964980,0,-0.01791,0.00340,-0.02047,-0.00954,0.00804,-0.01260,0.00524,0.00287,-1.48737,0.10853,3.27732
0.26,0,0,7.111716,0.938130,4.727738,16.723883,3.294226,18.941256,5.355589,18.045193,3.738776,14.299268,6.300490,12.891630,150.947037,0,53.143097,97.218987,77.404198,8.128793,19.485275,7.901385,-15.346027,14.682900,7.948578,14.226267,8.451826,13.506309,9.013690,15.216369,10.486282,14.930934,10.458376,15.913933,0,-0.01299,0.00365,-0.02020,-0.00443,0.00815,-0.01230,0.00438,0.00193,-1.48522,0.11041,3.27777
0.27,0,0,7.107113,0.958692,4.708879,16.695778,3.274986,18.982107,5.344911,17.940844,3.730736,14.165478,6.302204,12.863154,147.938904,0,54.700764,95.961861,78.107475,11.626645,8.738309,7.896523,-11.584470,14.558067,7.942223,14.127049,8.487245,13.432165,9.001144,15.157242,10.475416,14.880622,10.453570,15.869518,0,-0.01656,0.00324,-0.02198,-0.01126,0.00771,-0.01270,0.00260,0.00327,-1.48527,0.11333,3.27748
0.28,0,0,7.116633,0.952358,4.672770,16.678949,3.249507,19.032591,5.338633,17.839584,3.725276,14.066045,6.303676,13.028543,146.912720,0,56.662022,95.792725,77.613190,10.418169,14.851292,7.901756,-11.883222,14.457281,7.956520,14.008447,8.482919,13.382118,8.997701,15.106908,10.471003,14.825180,10.444070,15.813279,0,-0.01716,0.00326,-0.02083,-0.01451,0.00565,-0.01260,0.00546,0.00206,-1.48461,0.11078,3.27773
0.29,0,0,7.127187,0.955600,4.634931,16.657558,3.261187,19.106007,5.361413,17.747662,3.741575,13.964217,6.324231,13.337398,141.020721,0,58.866177,92.800789,80.239250,7.309687,13.302149,7.909936,-9.768091,14.328830,7.977593,13.848367,8.601177,13.266976,8.971109,15.028513,10.452398,14.792329,10.440469,15.767180,0,-0.01689,0.00480,-0.01818,-0.02060,0.00845,-0.01277,0.00494,0.00151,-1.48597,0.11146,3.27806
0.30,0,0,7.116949,0.959909,4.609064,16.657423,3.298145,19.171238,5.346144,17.640764,3.729097,13.840755,6.319966,13.666387,140.486877,0,59.236012,92.432465,81.831863,8.046140,19.789761,7.894874,-8.530468,14.248610,7.964899,13.784682,8.596205,13.218165,8.943959,14.984251,10.426670,14.757179,10.435920,15.740640,0,-0.01892,0.00336,-0.02095,-0.01143,0.00810,-0.01307,0.00460,0.00256,-1.48423,0.10891,3.27738
0.31,0,0,7.112658,0.948548,4.593627,16.677048,3.310281,19.362789,5.344904,17.556255,3.736981,13.766114,6.294027,13.927602,132.874588,0,61.837849,91.283852,84.325569,7.123956,16.657663,7.915507,-11.691193,14.154198,7.969130,13.683803,8.684820,13.156694,8.942241,14.938088,10.431216,14.756880,10.452770,15.733605,0,-0.01801,0.00372,-0.02038,-0.01479,0.00800,-0.01217,0.00538,0.00212,-1.48583,0.11105,3.27692
0.32,0,0,7.110834,0.953312,4.578677,16.743299,3.267475,19.526836,5.365571,17.447725,3.762675,13.661059,6.201389,14.342977,123.745506,0,66.152969,88.769569,87.416168,7.889029,20.180710,7.927603,-9.078300,14.022747,7.985619,13.521681,8.839402,13.084036,8.942868,14.881039,10.438187,14.762680,10.471229,15.737235,0,-0.01830,0.00355,-0.02020,-0.01528,0.00635,-0.01305,0.00621,0.00303,-1.48544,0.10826,3.27837
0.33,0,0,7.106141,0.953316,4.553236,16.782835,3.243077,19.451963,5.357091,17.340488,3.742466,13.579463,6.165184,14.730196,117.514679,0,69.464943,86.959976,88.792030,7.801371,20.310858,7.925595,-8.108204,13.962477,7.988982,13.424079,8.935102,13.064769,8.943367,14.864705,10.440855,14.778279,10.476981,15.765776,0,-0.01725,0.00441,-0.01946,-0.00782,0.00900,-0.01195,0.00586,0.00172,-1.48585,0.10996,3.27685
0.34,0,0,7.103116,0.962111,4.540402,16.784277,3.253247,19.325659,5.367298,17.253290,3.738394,13.518579,6.161104,15.026776,116.156975,0,70.850471,86.605782,90.416893,7.780994,20.179216,7.932500,-10.868219,13.870050,8.006910,13.359342,8.971521,13.048386,8.931246,14.847930,10.430222,14.792648,10.473795,15.779213,0,-0.01735,0.00333,-0.02139,-0.01403,0.00910,-0.01217,0.00453,0.00318,-1.48530,0.10814,3.27719
0.35,0,0,7.120750,0.982288,4.514105,16.795610,3.258993,19.247223,5.363688,17.177555,3.751903,13.444195,6.167853,15.367193,116.454666,0,72.675835,86.286690,93.963783,7.772316,20.092510,7.939704,-11.374429,13.743694,8.041550,13.273451,9.010464,13.027236,8.913895,14.824583,10.413800,14.807885,10.491547,15.773982,0,-0.01871,0.00399,-0.02164,-0.01510,0.00748,-0.01178,0.00498,0.00152,-1.48755,0.10555,3.27709
0.36,0,0,7.113883,1.022374,4.503866,16.792519,3.270211,19.127796,5.344564,17.085983,3.774346,13.359918,6.175383,15.618642,113.568665,0,76.221405,85.505569,96.358810,7.788418,20.024830,7.953016,-10.559076,13.641330,8.071052,13.179200,9.038039,13.021872,8.895621,14.816229,10.395618,14.817369,10.501703,15.775953,0,-0.01926,0.00368,-0.01881,-0.01645,0.00763,-0.01222,0.00479,0.00301,-1.48450,0.10890,3.27744
0.37,0,0,7.115027,1.046967,4.507157,16.760767,3.266171,19.043114,5.346129,16.990505,3.778799,13.267725,6.173027,15.657990,112.469452,0,78.801697,86.238235,98.834373,7.774437,19.920851,7.967864,-11.202352,13.523304,8.099069,13.084803,9.057006,12.987527,8.887654,14.779537,10.386992,14.822383,10.508132,15.781672,0,-0.01903,0.00407,-0.01996,-0.01089,0.00878,-0.01353,0.00623,0.00259,-1.48538,0.11012,3.27682
0.38,0,0,7.120121,1.038688,4.508653,16.738567,3.267431,18.948387,5.336037,16.894516,3.784354,13.154079,6.182635,15.581985,110.898277,0,82.025436,86.769920,101.545074,7.768856,19.822975,7.953231,-9.125701,13.428098,8.110461,12.978436,9.085392,12.950759,8.886353,14.739719,10.384127,14.821321,10.524818,15.771050,0,-0.01858,0.00598,-0.01993,-0.01226,0.00862,-0.01161,0.00626,0.00230,-1.48608,0.10975,3.27727
0.39,0,0,7.119995,1.017180,4.504707,16.716997,3.266892,18.800369,5.320253,16.805847,3.786962,13.048368,6.184950,15.473122,108.714905,0,84.428619,87.556488,103.907913,7.773695,19.726074,7.946064,-8.150298,13.341893,8.119043,12.878060,9.120022,12.908539,8.890866,14.693879,10.385403,14.821235,10.535650,15.765893,0,-0.01682,0.00408,-0.01974,-0.01313,0.01158,-0.01340,0.00645,0.00313,-1.48812,0.11045,3.27800
0.40,0,0,7.113915,1.006857,4.505473,16.698236,3.266756,18.695858,5.315186,16.734810,3.775308,12.957812,6.205368,15.382095,105.100456,0,85.084557,88.317314,105.581589,7.784188,19.590656,7.953320,-8.701543,13.246834,8.105944,12.794433,9.166785,12.860045,8.902157,14.640486,10.391687,14.817347,10.538374,15.763777,0,-0.01654,0.00436,-0.01844,-0.01373,0.00909,-0.01265,0.00514,0.00251,-1.48533,0.11156,3.27782
0.41,0,0,7.109271,0.972359,4.515040,16.682938,3.279443,18.611723,5.334856,16.751255,3.758442,12.855886,6.189157,15.252117,107.849976,0,86.497383,90.751518,106.276802,7.782887,19.508942,7.935877,-8.493400,13.171354,8.136231,12.698887,9.207576,12.795074,8.937416,14.574684,10.417275,14.819238,10.533052,15.776541,0,-0.01605,0.00378,-0.02128,-0.00762,0.00812,-0.01151,0.00461,0.00351,-1.48608,0.10797,3.27714
0.42,0,0,7.121192,0.978452,4.511845,16.669447,3.279733,18.496597,5.342340,16.883917,3.767535,12.771829,6.206989,15.177250,105.419968,0,89.358551,91.761414,105.652328,7.795417,19.419588,7.942170,-10.103257,13.082857,8.145062,12.619949,9.249063,12.779960,8.970935,14.558342,10.445090,14.835557,10.528749,15.791357,0,-0.01873,0.00341,-0.02094,-0.01197,0.00808,-0.01239,0.00498,0.00315,-1.48716,0.11148,3.27691
0.43,0,0,7.125950,0.999885,4.502249,16.653282,3.285380,18.417820,5.303946,17.189629,3.750963,12.666622,6.202636,15.048156,103.545631,0,93.954880,94.540924,106.225365,7.785816,19.312847,7.941838,-9.014243,12.968918,8.170389,12.495910,9.248975,12.729666,8.989933,14.510926,10.452506,14.843624,10.509759,15.804487,0,-0.01896,0.00341,-0.01978,-0.01299,0.00869,-0.01300,0.00552,0.00254,-1.48683,0.10789,3.27752
0.44,0,0,7.135642,1.045812,4.504611,16.665365,3.304792,18.289721,5.175754,17.662617,3.765370,12.584420,6.208307,14.953195,103.995544,0,97.165855,95.512886,106.725403,7.786158,19.203793,7.952147,-7.729948,12.889156,8.225227,12.419714,9.285682,12.727659,9.003330,14.505368,10.455303,14.881896,10.492073,15.844364,0,-0.01740,0.00586,-0.02018,-0.01479,0.00735,-0.01238,0.00656,0.00428,-1.48575,0.11329,3.27784
0.45,0,1,7.149885,0.958879,4.515416,16.694845,3.317757,18.158785,5.067972,18.192301,3.713506,12.612702,6.219612,14.863158,115.444794,0,99.362068,90.322899,103.652313,7.771437,19.086222,7.956433,-3.369161,12.816628,8.332187,12.450777,9.395256,12.878149,9.003395,14.634840,10.465411,14.969629,10.477819,15.911217,0,-0.01701,-0.00077,-0.02095,-0.01387,0.00843,-0.01321,0.00596,0.00567,-1.48674,0.10842,3.27735
0.46,0,0,7.143134,0.951614,4.521780,16.735292,3.327440,18.075853,4.980627,18.657715,3.626412,12.781024,6.214955,14.756790,177.039658,0,89.949837,85.729515,98.549706,7.788461,18.891687,8.043054,11.977056,12.817513,8.607811,12.841813,9.444208,13.051371,9.005162,14.796994,10.483057,15.053528,10.462193,15.974628,0,-0.01883,0.00706,-0.01896,-0.01297,0.00829,-0.01265,0.00546,0.00268,-1.48470,0.10773,3.27742
0.47,0,0,7.145948,0.943029,4.540088,16.808191,3.302493,18.020603,4.946397,19.173059,3.576709,13.152644,6.214200,14.679019,161.562866,0,73.637306,86.636810,96.579132,7.808616,18.876925,8.095624,26.671398,13.089605,8.553995,13.206010,9.412429,13.141699,9.035542,14.901706,10.518119,15.129194,10.484048,16.039091,0,-0.01838,0.00453,-0.02148,-0.01343,0.00794,-0.01234,0.00646,0.00283,-1.48691,0.10635,3.27703
0.48,0,0,7.135967,0.943492,4.542163,16.829641,3.297856,17.905380,5.120052,19.369888,3.600897,13.367264,6.229032,14.605032,138.579666,0,59.784061,84.143509,93.452682,7.797161,18.757940,8.141720,26.193817,13.306497,8.649825,13.517578,9.403461,13.260094,9.049121,15.024871,10.542219,15.168551,10.509783,16.077440,0,-0.01857,0.00368,-0.01965,-0.01434,0.00802,-0.01336,0.00486,0.00287,-1.48557,0.11007,3.27766
0.49,0,0,7.132465,0.938321,4.540699,16.853193,3.311937,17.813423,5.909931,18.752399,3.683768,13.629978,6.240891,14.489265,139.892944,0,50.270554,84.855522,92.690071,7.786433,18.651487,8.135427,31.390116,13.627352,8.672282,13.718619,9.353784,13.318572,9.061969,15.094673,10.557967,15.204162,10.533737,16.132057,0,-0.01819,0.00308,-0.01987,-0.01445,0.00743,-0.01168,0.00610,0.00278,-1.48567,0.10727,3.27762
0.50,0,0,7.136334,0.944632,4.536876,16.867455,3.316227,17.705915,5.893980,18.755938,3.680927,13.842994,6.259823,14.412498,149.341705,0,46.163528,85.097794,90.890671,7.786626,18.528008,8.140245,27.598515,13.925250,8.629146,13.870613,9.280341,13.379332,9.067042,15.166648,10.566207,15.216466,10.549560,16.158360,0,-0.01757,0.00282,-0.02169,-0.01555,0.00843,-0.01208,0.00610,0.00325,-1.48563,0.11212,3.27702
0.51,0,0,7.134574,0.941225,4.530251,16.857962,3.304907,17.603857,5.235557,19.490887,3.632690,14.069403,6.246642,14.291986,157.549118,0,41.551514,84.036064,89.430664,7.769567,18.398304,8.111304,25.958637,14.184649,8.594579,14.008604,9.257881,13.407601,9.061236,15.196795,10.561188,15.204861,10.546464,16.166365,0,-0.01755,0.00428,-0.01999,-0.01766,0.00876,-0.01328,0.00568,0.00307,-1.48868,0.10908,3.27653
0.52,0,0,7.125326,0.941547,4.528518,16.835064,3.305494,17.503334,5.230055,19.407280,3.546025,14.260378,6.236462,14.169005,164.386398,0,39.023521,83.832024,87.035896,7.769834,18.268839,8.029092,18.018551,14.451427,8.529475,14.149520,9.191709,13.445996,9.058469,15.241055,10.557619,15.190723,10.539850,16.168438,0,-0.01744,0.00355,-0.02214,-0.01252,0.00823,-0.01335,0.00502,0.00370,-1.48542,0.11144,3.27734
0.53,0,0,7.126380,0.948416,4.553320,16.819283,3.309792,17.417461,5.214425,19.299614,3.554180,14.417764,6.241876,14.098047,175.057434,0,38.630032,83.145576,84.626160,7.768968,18.176582,8.161003,11.256545,14.570078,8.533985,14.207217,9.140139,13.508522,9.067656,15.307024,10.562909,15.188123,10.548837,16.162640,0,-0.01625,0.00511,-0.02027,-0.01003,0.00847,-0.01315,0.00538,0.00355,-1.48711,0.10715,3.27792
0.54,0,0,7.126997,0.948789,4.564571,16.785494,3.310605,17.322992,5.229290,19.193624,3.553893,14.474589,6.215165,13.976990,177.553055,0,37.797714,80.961021,83.611328,7.769817,18.065548,8.146989,3.858806,14.637322,8.523428,14.238323,9.115004,13.525616,9.055439,15.324628,10.543784,15.138120,10.556491,16.103697,0,-0.01824,0.00294,-0.02081,-0.01197,0.00912,-0.01299,0.00551,0.00239,-1.48552,0.10485,3.27789
0.55,0,0,7.133551,0.961469,4.588837,16.748260,3.315212,17.254114,5.222799,19.111414,3.481724,14.515896,6.219468,13.885226,179.083450,0,38.996971,80.189285,82.194862,7.771498,17.965687,8.169758,8.379858,14.654499,8.495297,14.232816,9.060740,13.532168,9.063697,15.332047,10.541338,15.074028,10.576730,16.040255,0,-0.01705,0.00243,-0.02059,-0.01295,0.00797,-0.01336,0.00646,0.00291,-1.48694,0.10694,3.27830
0.56,0,0,7.138634,0.975323,4.591075,16.693392,3.324433,17.153032,5.221630,19.053368,3.503322,14.519867,6.228242,13.788121,171.224899,0,39.435783,81.572632,81.376793,7.787557,17.897413,8.097938,9.193783,14.815942,8.387347,14.323309,8.949842,13.530978,9.074307,15.326607,10.539354,15.004695,10.601886,15.953849,0,-0.01697,0.00196,-0.02120,-0.01373,0.00805,-0.01365,0.00591,0.00503,-1.48602,0.11057,3.27680
0.57,1,0,7.141550,0.985656,4.599679,16.607042,3.308031,17.076681,5.214697,18.969797,3.544772,14.516783,6.237850,13.675014,168.255402,0,44.669395,84.065948,79.630005,7.787816,17.780676,8.025982,1.200308,14.839816,8.276374,14.254287,8.761172,13.551929,9.076043,15.323918,10.517629,14.910278,10.612789,15.873261,0,-0.01748,0.00391,-0.02010,-0.01374,0.00799,-0.01197,0.00574,0.00753,-1.48581,0.10948,3.27695
0.58,0,0,7.097708,0.994346,4.620091,16.506536,3.297464,16.982769,5.220842,18.870453,3.566723,14.449157,6.245480,13.576224,168.675552,0,46.732460,83.978729,79.250580,7.809872,17.683851,7.917327,-0.242683,14.838744,8.166097,14.254534,8.671315,13.518047,9.054081,15.276863,10.478227,14.805902,10.605124,15.763379,0,-0.01843,0.00345,-0.02045,-0.01342,0.00826,-0.01093,0.00502,0.00248,-1.48666,0.11254,3.27726
