"Time","v3 Left CoP","v2 Right CoP","v1 xCoMy","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
0.000,4.954166,6.874603,6.055894,6.088681,-0.597897,4.262188,6.696201,2.914736,4.951570,3.100835,7.053006,7.335512,4.956762,5.735504,142.141922,165.572815,72.480301,158.211792,8.753716,2.374527,8.257479,5.147191,8.418368,5.647419,8.979496,6.030325,10.094064,7.300624,11.173740,5.519027,11.316568,4.658880
0.001,4.962665,6.873990,6.055253,6.088253,-0.601774,4.260838,6.696519,2.925793,4.964552,3.066472,7.051460,7.340401,4.960777,5.746955,142.130386,165.323181,72.550522,158.107422,8.752055,2.360397,8.256609,5.158958,8.418804,5.656070,8.981402,6.036344,10.092463,7.302477,11.175114,5.520640,11.317482,4.659733
0.002,4.971163,6.873376,6.054612,6.087825,-0.605651,4.259488,6.696837,2.936849,4.977534,3.032108,7.049914,7.345289,4.964793,5.758406,142.118851,165.073532,72.620750,158.003067,8.750395,2.346267,8.255740,5.170726,8.419241,5.664720,8.983309,6.042363,10.090863,7.304330,11.176486,5.522254,11.318396,4.660586
0.003,4.979662,6.872762,6.053971,6.087396,-0.609528,4.258138,6.697155,2.947905,4.990516,2.997745,7.048368,7.350178,4.968808,5.769857,142.107315,164.823898,72.690979,157.898697,8.748735,2.332137,8.254871,5.182493,8.419677,5.673371,8.985216,6.048382,10.089263,7.306183,11.177859,5.523868,11.319308,4.661440
0.004,4.987196,6.873308,6.053452,6.087049,-0.612676,4.257665,6.698429,2.957580,5.003430,2.965697,7.048186,7.354891,4.970963,5.780268,141.290924,164.002014,72.558067,158.009628,8.747108,2.319184,8.254017,5.193014,8.417580,5.684817,8.991660,6.055919,10.087074,7.311179,11.179342,5.525315,11.322851,4.664022
0.005,4.994730,6.873854,6.052933,6.086703,-0.615825,4.257192,6.699703,2.967255,5.016344,2.933650,7.048004,7.359605,4.973116,5.790679,140.474518,163.180115,72.425156,158.120560,8.745480,2.306231,8.253162,5.203535,8.415483,5.696263,8.998104,6.063456,10.084886,7.316175,11.180825,5.526762,11.326393,4.666604
0.006,5.002264,6.874400,6.052414,6.086357,-0.618973,4.256718,6.700977,2.976930,5.029258,2.901602,7.047822,7.364318,4.975270,5.801091,139.658112,162.358231,72.292236,158.231491,8.743851,2.293278,8.252307,5.214055,8.413385,5.707709,9.004549,6.070992,10.082697,7.321172,11.182308,5.528210,11.329936,4.669187
0.007,5.009798,6.874946,6.051895,6.086010,-0.622122,4.256245,6.702251,2.986605,5.042171,2.869554,7.047641,7.369031,4.977425,5.811502,138.841721,161.536346,72.159325,158.342422,8.742223,2.280325,8.251452,5.224576,8.411288,5.719155,9.010993,6.078529,10.080508,7.326169,11.183791,5.529657,11.333479,4.671769
0.008,5.013679,6.877613,6.051486,6.085765,-0.625121,4.257082,6.704441,2.996909,5.048270,2.836317,7.050786,7.371961,4.979087,5.820970,138.925751,161.307434,72.081467,158.346878,8.743134,2.248164,8.252220,5.233225,8.412998,5.725470,9.016161,6.085515,10.077603,7.329455,11.184847,5.530355,11.334927,4.675362
0.009,5.017559,6.880281,6.051076,6.085521,-0.628120,4.257919,6.706630,3.007213,5.054369,2.803079,7.053932,7.374890,4.980749,5.830437,139.009766,161.078537,72.003616,158.351334,8.744045,2.216003,8.252989,5.241874,8.414709,5.731785,9.021328,6.092502,10.074698,7.332742,11.185903,5.531054,11.336375,4.678955
0.010,5.021440,6.882949,6.050667,6.085276,-0.631118,4.258756,6.708820,3.017516,5.060468,2.769841,7.057078,7.377819,4.982411,5.839904,139.093796,160.849640,71.925758,158.355789,8.744957,2.183843,8.253757,5.250523,8.416419,5.738099,9.026495,6.099488,10.071794,7.336029,11.186958,5.531753,11.337824,4.682549
0.011,5.025320,6.885616,6.050258,6.085031,-0.634117,4.259593,6.711010,3.027820,5.066567,2.736603,7.060224,7.380748,4.984073,5.849372,139.177826,160.620728,71.847900,158.360245,8.745868,2.151682,8.254525,5.259172,8.418129,5.744414,9.031663,6.106474,10.068889,7.339315,11.188014,5.532452,11.339272,4.686141
0.012,5.025086,6.884649,6.049919,6.084858,-0.637130,4.260347,6.710491,3.038455,5.064852,2.705549,7.058808,7.381695,4.985321,5.859798,138.595184,159.980194,71.775726,158.378983,8.753353,2.093141,8.252434,5.267070,8.415871,5.753149,9.033823,6.110036,10.065310,7.340591,11.187037,5.531874,11.338994,4.686060
0.013,5.024853,6.883682,6.049581,6.084685,-0.640142,4.261101,6.709973,3.049091,5.063136,2.674495,7.057392,7.382642,4.986569,5.870224,138.012543,159.339661,71.703560,158.397720,8.760838,2.034600,8.250341,5.274967,8.413611,5.761885,9.035984,6.113597,10.061729,7.341868,11.186058,5.531296,11.338717,4.685979
0.014,5.024619,6.882715,6.049243,6.084512,-0.643155,4.261854,6.709455,3.059726,5.061420,2.643440,7.055976,7.383589,4.987817,5.880651,137.429916,158.699142,71.631393,158.416458,8.768323,1.976058,8.248250,5.282865,8.411352,5.770620,9.038145,6.117159,10.058150,7.343144,11.185081,5.530718,11.338440,4.685898
0.015,5.024385,6.881748,6.048904,6.084339,-0.646167,4.262608,6.708936,3.070362,5.059705,2.612386,7.054561,7.384535,4.989065,5.891077,136.847275,158.058609,71.559219,158.435196,8.775808,1.917517,8.246159,5.290762,8.409094,5.779356,9.040305,6.120720,10.054571,7.344420,11.184103,5.530140,11.338162,4.685817
0.016,5.021719,6.882333,6.048458,6.084065,-0.649328,4.261766,6.708904,3.081115,5.054022,2.579266,7.055761,7.382646,4.989416,5.898431,136.595093,157.462708,71.412537,158.350403,8.774540,1.888479,8.246439,5.299534,8.411547,5.789669,9.046036,6.126736,10.052687,7.348594,11.185021,5.531587,11.338226,4.686953
0.017,5.019053,6.882917,6.048012,6.083792,-0.652488,4.260923,6.708873,3.091868,5.048339,2.546146,7.056962,7.380757,4.989767,5.905786,136.342896,156.866821,71.265854,158.265625,8.773272,1.859441,8.246720,5.308305,8.414000,5.799983,9.051766,6.132752,10.050802,7.352767,11.185940,5.533033,11.338289,4.688089
0.018,5.016387,6.883502,6.047565,6.083519,-0.655648,4.260081,6.708841,3.102622,5.042656,2.513027,7.058163,7.378868,4.990119,5.913140,136.090698,156.270935,71.119179,158.180832,8.772002,1.830403,8.247002,5.317076,8.416451,5.810297,9.057497,6.138768,10.048919,7.356939,11.186859,5.534480,11.338353,4.689226
0.019,5.013721,6.884086,6.047119,6.083246,-0.658808,4.259239,6.708809,3.113375,5.036973,2.479907,7.059363,7.376979,4.990469,5.920495,135.838516,155.675034,70.972496,158.096039,8.770734,1.801365,8.247282,5.325847,8.418904,5.820611,9.063228,6.144783,10.047034,7.361113,11.187778,5.535927,11.338417,4.690362
0.020,5.009521,6.886506,6.046516,6.082850,-0.662560,4.258915,6.709953,3.121698,5.027487,2.454165,7.063059,7.370983,4.991554,5.931360,135.390350,155.254486,70.958328,158.121643,8.765160,1.790549,8.249174,5.332414,8.420851,5.830090,9.066072,6.149795,10.044551,7.362490,11.188353,5.536324,11.339733,4.693407
0.021,5.005321,6.888926,6.045915,6.082453,-0.666312,4.258591,6.711097,3.130021,5.018002,2.428422,7.066754,7.364986,4.992640,5.942225,134.942184,154.833954,70.944153,158.147247,8.759586,1.779733,8.251065,5.338981,8.422796,5.839568,9.068917,6.154806,10.042067,7.363868,11.188929,5.536720,11.341050,4.696450
0.022,5.001120,6.891346,6.045312,6.082057,-0.670063,4.258266,6.712241,3.138344,5.008516,2.402680,7.070450,7.358991,4.993724,5.953091,134.494019,154.413406,70.929977,158.172852,8.754013,1.768917,8.252956,5.345548,8.424742,5.849047,9.071762,6.159817,10.039583,7.365245,11.189505,5.537117,11.342367,4.699494
0.023,4.996920,6.893765,6.044710,6.081660,-0.673815,4.257942,6.713386,3.146667,4.999030,2.376938,7.074146,7.352994,4.994809,5.963957,134.045853,153.992859,70.915810,158.198456,8.748439,1.758101,8.254848,5.352114,8.426688,5.858526,9.074607,6.164828,10.037100,7.366623,11.190080,5.537513,11.343683,4.702538
0.024,4.998476,6.893178,6.043955,6.081118,-0.677697,4.257467,6.711529,3.155574,4.999409,2.356261,7.074828,7.338539,4.997542,5.975020,134.185440,153.534744,70.727036,158.276260,8.746614,1.746683,8.254516,5.359850,8.430229,5.866613,9.078153,6.169667,10.031288,7.369103,11.187563,5.537087,11.342854,4.702001
0.025,5.000032,6.892591,6.043200,6.080575,-0.681579,4.256992,6.709672,3.164481,4.999788,2.335583,7.075510,7.324084,5.000276,5.986083,134.325012,153.076630,70.538254,158.354065,8.744789,1.735264,8.254183,5.367586,8.433769,5.874701,9.081697,6.174505,10.025476,7.371583,11.185046,5.536661,11.342024,4.701463
0.026,5.001588,6.892004,6.042444,6.080033,-0.685462,4.256517,6.707816,3.173388,5.000167,2.314906,7.076191,7.309628,5.003009,5.997146,134.464600,152.618500,70.349480,158.431885,8.742964,1.723846,8.253850,5.375322,8.437309,5.882789,9.085243,6.179344,10.019663,7.374063,11.182529,5.536235,11.341193,4.700925
0.027,5.003144,6.891416,6.041689,6.079491,-0.689344,4.256042,6.705959,3.182295,5.000546,2.294228,7.076873,7.295173,5.005743,6.008209,134.604187,152.160385,70.160706,158.509689,8.741139,1.712427,8.253517,5.383059,8.440850,5.890876,9.088789,6.184183,10.013851,7.376543,11.180013,5.535809,11.340364,4.700387
0.028,5.006400,6.892954,6.040676,6.078716,-0.693684,4.255235,6.705896,3.192155,5.005675,2.280519,7.080012,7.275954,5.007123,6.016990,134.925934,152.037949,70.188690,158.481689,8.736540,1.699497,8.253543,5.391397,8.445280,5.899879,9.089602,6.190422,10.010078,7.378464,11.179399,5.537428,11.340633,4.700396
0.029,5.009655,6.894492,6.039663,6.077941,-0.698024,4.254427,6.705834,3.202015,5.010805,2.266809,7.083150,7.256736,5.008505,6.025771,135.247681,151.915512,70.216682,158.453690,8.731939,1.686566,8.253569,5.399734,8.449711,5.908881,9.090415,6.196661,10.006307,7.380385,11.178785,5.539047,11.340902,4.700404
0.030,5.012910,6.896030,6.038650,6.077166,-0.702364,4.253619,6.705771,3.211876,5.015935,2.253099,7.086289,7.237517,5.009886,6.034553,135.569427,151.793076,70.244675,158.425690,8.727339,1.673636,8.253593,5.408072,8.454141,5.917883,9.091228,6.202900,10.002535,7.382307,11.178171,5.540666,11.341172,4.700413
0.031,5.016166,6.897568,6.037637,6.076391,-0.706704,4.252811,6.705709,3.221736,5.021064,2.239389,7.089427,7.218298,5.011267,6.043334,135.891174,151.670639,70.272659,158.397690,8.722739,1.660705,8.253619,5.416410,8.458570,5.926886,9.092041,6.209139,9.998762,7.384228,11.177558,5.542285,11.341442,4.700421
0.032,5.014105,6.897573,6.036434,6.075441,-0.711311,4.254219,6.705952,3.230910,5.016186,2.236284,7.089193,7.186523,5.012023,6.051535,136.862518,151.326080,70.134010,158.379669,8.713793,1.650373,8.248136,5.429799,8.462406,5.934477,9.094524,6.213933,9.993531,7.386376,11.175261,5.542553,11.339528,4.700288
0.033,5.012044,6.897577,6.035232,6.074491,-0.715917,4.255627,6.706195,3.240084,5.011309,2.233178,7.088959,7.154747,5.012779,6.059736,137.833862,150.981537,69.995361,158.361649,8.704846,1.640041,8.242652,5.443188,8.466242,5.942068,9.097009,6.218727,9.988300,7.388525,11.172964,5.542821,11.337614,4.700155
0.034,5.009983,6.897582,6.034029,6.073541,-0.720523,4.257035,6.706439,3.249257,5.006431,2.230072,7.088725,7.122972,5.013535,6.067938,138.805191,150.636978,69.856712,158.343628,8.695900,1.629709,8.237168,5.456577,8.470078,5.949659,9.099493,6.223520,9.983068,7.390673,11.170668,5.543089,11.335701,4.700022
0.035,5.007922,6.897586,6.032826,6.072591,-0.725130,4.258443,6.706682,3.258431,5.001553,2.226966,7.088490,7.091196,5.014291,6.076139,139.776535,150.292419,69.718063,158.325607,8.686954,1.619376,8.231685,5.469966,8.473914,5.957250,9.101976,6.228314,9.977838,7.392821,11.168370,5.543357,11.333787,4.699889
0.036,5.007082,6.902525,6.031429,6.071458,-0.729957,4.259345,6.706994,3.271101,4.996761,2.227145,7.098056,7.054134,5.017402,6.085846,139.564362,149.977829,69.357826,158.354736,8.672485,1.601561,8.234165,5.475092,8.472013,5.960233,9.112198,6.238070,9.971640,7.398035,11.167490,5.544898,11.334009,4.703023
0.037,5.006241,6.907464,6.030032,6.070326,-0.734784,4.260247,6.707306,3.283770,4.991969,2.227325,7.107622,7.017072,5.020513,6.095553,139.352173,149.663239,68.997589,158.383881,8.658018,1.583745,8.236646,5.480218,8.470112,5.963215,9.122420,6.247826,9.965443,7.403248,11.166610,5.546439,11.334230,4.706158
0.038,5.005400,6.912403,6.028635,6.069193,-0.739612,4.261149,6.707618,3.296440,4.987177,2.227504,7.117188,6.980010,5.023623,6.105260,139.139999,149.348648,68.637352,158.413025,8.643551,1.565929,8.239126,5.485344,8.468210,5.966198,9.132643,6.257582,9.959246,7.408462,11.165730,5.547980,11.334452,4.709292
0.039,5.004560,6.917342,6.027237,6.068060,-0.744439,4.262052,6.707931,3.309109,4.982385,2.227684,7.126754,6.942948,5.026733,6.114967,138.927826,149.034058,68.277115,158.442154,8.629083,1.548113,8.241607,5.490470,8.466309,5.969181,9.142864,6.267338,9.953048,7.413676,11.164849,5.549521,11.334674,4.712426
0.040,4.999058,6.925186,6.025599,6.066707,-0.749633,4.265858,6.708027,3.319244,4.970591,2.239283,7.142344,6.906996,5.027525,6.120634,139.061386,147.752090,67.591873,158.514832,8.627362,1.546002,8.237808,5.502685,8.470222,5.983042,9.156794,6.277924,9.941479,7.418664,11.159356,5.550486,11.331451,4.713219
0.041,4.993557,6.933029,6.023960,6.065352,-0.754827,4.269664,6.708124,3.329379,4.958797,2.250881,7.157934,6.871044,5.028317,6.126301,139.194946,146.470123,66.906624,158.587494,8.625641,1.543891,8.234011,5.514900,8.474136,5.996903,9.170723,6.288509,9.929911,7.423653,11.153862,5.551450,11.328228,4.714012
0.042,4.988056,6.940873,6.022321,6.063998,-0.760021,4.273469,6.708221,3.339514,4.947002,2.262480,7.173524,6.835093,5.029109,6.131968,139.328522,145.188156,66.221375,158.660172,8.623920,1.541780,8.230213,5.527116,8.478049,6.010765,9.184652,6.299095,9.918342,7.428642,11.148369,5.552415,11.325006,4.714805
0.043,4.982554,6.948716,6.020682,6.062644,-0.765216,4.277276,6.708318,3.349648,4.935208,2.274079,7.189115,6.799141,5.029901,6.137635,139.462082,143.906189,65.536133,158.732849,8.622200,1.539668,8.226415,5.539331,8.481963,6.024626,9.198582,6.309680,9.906773,7.433630,11.142876,5.553379,11.321783,4.715597
0.044,4.980990,6.957303,6.019138,6.061409,-0.770835,4.281331,6.708175,3.359576,4.932252,2.288064,7.206430,6.758023,5.029728,6.146195,141.309418,144.214005,65.504379,158.619446,8.614649,1.555300,8.231341,5.554098,8.500257,6.036710,9.201327,6.322595,9.896395,7.434566,11.140886,5.554718,11.320669,4.717783
0.045,4.979425,6.965889,6.017594,6.060173,-0.776454,4.285387,6.708031,3.369505,4.929295,2.302050,7.223746,6.716906,5.029556,6.154755,143.156738,144.521820,65.472618,158.506042,8.607098,1.570932,8.236267,5.568865,8.518551,6.048795,9.204073,6.335508,9.886017,7.435500,11.138897,5.556057,11.319556,4.719968
0.046,4.977861,6.974475,6.016050,6.058937,-0.782073,4.289443,6.707888,3.379433,4.926338,2.316036,7.241062,6.675789,5.029383,6.163314,145.004059,144.829651,65.440857,158.392624,8.599547,1.586563,8.241194,5.583632,8.536844,6.060879,9.206819,6.348423,9.875640,7.436435,11.136909,5.557396,11.318443,4.722154
0.047,4.976296,6.983061,6.014506,6.057701,-0.787692,4.293498,6.707745,3.389361,4.923382,2.330022,7.258378,6.634671,5.029211,6.171874,146.851395,145.137466,65.409103,158.279221,8.591996,1.602195,8.246120,5.598399,8.555139,6.072963,9.209564,6.361337,9.865262,7.437370,11.134919,5.558735,11.317329,4.724339
0.048,4.975231,6.985759,6.012946,6.056484,-0.793951,4.296565,6.705807,3.399458,4.922784,2.339540,7.265711,6.610517,5.027678,6.180794,146.479279,143.740662,64.816429,158.321030,8.583322,1.613724,8.242624,5.609640,8.556141,6.082504,9.220152,6.363213,9.862909,7.441004,11.131380,5.561316,11.313746,4.727269
0.049,4.974165,6.988457,6.011386,6.055268,-0.800210,4.299631,6.703870,3.409554,4.922186,2.349059,7.273044,6.586362,5.026144,6.189713,146.107147,142.343857,64.223755,158.362823,8.574648,1.625252,8.239128,5.620881,8.557144,6.092046,9.230740,6.365088,9.860558,7.444638,11.127842,5.563899,11.310163,4.730199
0.050,4.973100,6.991155,6.009827,6.054051,-0.806469,4.302698,6.701932,3.419651,4.921589,2.358577,7.280377,6.562208,5.024611,6.198632,145.735031,140.947052,63.631077,158.404633,8.565973,1.636780,8.235631,5.632122,8.558147,6.101587,9.241326,6.366963,9.858206,7.448273,11.124304,5.566481,11.306581,4.733129
0.051,4.972034,6.993852,6.008266,6.052835,-0.812728,4.305764,6.699995,3.429748,4.920991,2.368096,7.287710,6.538053,5.023077,6.207552,145.362915,139.550247,63.038403,158.446442,8.557299,1.648309,8.232135,5.643363,8.559150,6.111128,9.251914,6.368839,9.855853,7.451907,11.120765,5.569062,11.302998,4.736059
0.052,4.975530,6.997426,6.006555,6.051502,-0.819638,4.312508,6.702072,3.438836,4.925592,2.368513,7.292780,6.521185,5.025467,6.220120,144.246460,139.297241,63.263039,158.304398,8.557299,1.650062,8.235394,5.650431,8.556985,6.120817,9.247798,6.370872,9.859975,7.456788,11.123087,5.573917,11.302269,4.742436
0.053,4.979025,7.001000,6.004844,6.050169,-0.826547,4.319252,6.704150,3.447924,4.930194,2.368931,7.297851,6.504317,5.027857,6.232688,143.130005,139.044250,63.487679,158.162354,8.557298,1.651815,8.238651,5.657499,8.554819,6.130505,9.243683,6.372905,9.864096,7.461668,11.125410,5.578773,11.301541,4.748814
0.054,4.982521,7.004574,6.003132,6.048837,-0.833457,4.325996,6.706228,3.457012,4.934795,2.369348,7.302921,6.487449,5.030247,6.245255,142.013565,138.791245,63.712315,158.020325,8.557297,1.653568,8.241909,5.664567,8.552654,6.140193,9.239567,6.374938,9.868217,7.466549,11.127732,5.583627,11.300814,4.755191
0.055,4.986016,7.008148,6.001421,6.047504,-0.840366,4.332740,6.708305,3.466100,4.939396,2.369766,7.307992,6.470581,5.032637,6.257823,140.897110,138.538239,63.936951,157.878281,8.557297,1.655321,8.245168,5.671634,8.550489,6.149881,9.235451,6.376971,9.872339,7.471430,11.130054,5.588482,11.300085,4.761569
0.056,4.982861,7.006888,5.999657,6.046129,-0.847450,4.333574,6.708045,3.474600,4.933305,2.374704,7.305731,6.446642,5.032417,6.265565,140.664017,138.505615,64.141052,157.727310,8.551860,1.657317,8.244677,5.679509,8.551594,6.159974,9.227074,6.380828,9.870152,7.476338,11.127111,5.593717,11.294565,4.767526
0.057,4.979705,7.005628,5.997893,6.044754,-0.854534,4.334407,6.707785,3.483099,4.927213,2.379643,7.303471,6.422704,5.032197,6.273306,140.430939,138.472992,64.345154,157.576340,8.546423,1.659313,8.244186,5.687383,8.552698,6.170067,9.218696,6.384686,9.867964,7.481245,11.124168,5.598951,11.289046,4.773483
0.058,4.976549,7.004367,5.996130,6.043378,-0.861618,4.335241,6.707525,3.491599,4.921122,2.384581,7.301210,6.398766,5.031977,6.281047,140.197845,138.440384,64.549263,157.425369,8.540985,1.661309,8.243696,5.695257,8.553803,6.180159,9.210318,6.388543,9.865777,7.486153,11.121224,5.604185,11.283527,4.779441
0.059,4.973393,7.003107,5.994366,6.042003,-0.868702,4.336074,6.707264,3.500098,4.915030,2.389520,7.298949,6.374828,5.031757,6.288789,139.964752,138.407761,64.753365,157.274399,8.535548,1.663306,8.243205,5.703132,8.554908,6.190252,9.201941,6.392400,9.863589,7.491060,11.118281,5.609419,11.278008,4.785398
0.060,4.967881,7.004592,5.992484,6.040501,-0.875635,4.339682,6.710264,3.509743,4.907028,2.394151,7.298920,6.347777,5.028733,6.297086,140.227692,137.538803,64.507652,157.073257,8.515376,1.668941,8.241753,5.718633,8.566149,6.209602,9.208866,6.404029,9.858404,7.496583,11.117364,5.614901,11.275284,4.791608
0.061,4.962368,7.006077,5.990602,6.039000,-0.882568,4.343290,6.713264,3.519388,4.899027,2.398782,7.298891,6.320726,5.025710,6.305383,140.490646,136.669830,64.261932,156.872116,8.495204,1.674577,8.240301,5.734135,8.577389,6.228953,9.215793,6.415657,9.853218,7.502106,11.116446,5.620383,11.272560,4.797818
0.062,4.956856,7.007563,5.988719,6.037498,-0.889502,4.346898,6.716263,3.529033,4.891026,2.403414,7.298862,6.293675,5.022687,6.313681,140.753601,135.800873,64.016220,156.670975,8.475032,1.680212,8.238849,5.749636,8.588629,6.248304,9.222719,6.427286,9.848033,7.507629,11.115528,5.625865,11.269835,4.804028
0.063,4.951344,7.009048,5.986837,6.035995,-0.896435,4.350506,6.719262,3.538678,4.883024,2.408045,7.298832,6.266624,5.019663,6.321978,141.016541,134.931915,63.770504,156.469833,8.454860,1.685848,8.237396,5.765138,8.599870,6.267654,9.229645,6.438914,9.842848,7.513152,11.114611,5.631346,11.267112,4.810237
0.064,4.947189,7.008693,5.984835,6.034365,-0.903219,4.351193,6.717178,3.545591,4.874867,2.419826,7.300208,6.236294,5.019512,6.332783,141.167984,134.459686,63.632515,156.406128,8.437808,1.704540,8.235452,5.777541,8.602213,6.278083,9.231602,6.446025,9.837669,7.516187,11.112161,5.634601,11.263882,4.817397
0.065,4.943035,7.008338,5.982832,6.032734,-0.910003,4.351882,6.715095,3.552504,4.866710,2.431608,7.301582,6.205963,5.019360,6.343587,141.319427,133.987457,63.494522,156.342407,8.420757,1.723231,8.233507,5.789944,8.604555,6.288512,9.233559,6.453136,9.832491,7.519223,11.109711,5.637856,11.260653,4.824557
0.066,4.938881,7.007984,5.980829,6.031104,-0.916787,4.352570,6.713010,3.559417,4.858553,2.443389,7.302958,6.175632,5.019208,6.354392,141.470886,133.515244,63.356529,156.278687,8.403706,1.741923,8.231564,5.802347,8.606897,6.298941,9.235516,6.460247,9.827312,7.522258,11.107260,5.641111,11.257423,4.831718
0.067,4.934727,7.007629,5.978827,6.029473,-0.923572,4.353257,6.710927,3.566330,4.850396,2.455170,7.304333,6.145302,5.019057,6.365197,141.622330,133.043015,63.218540,156.214981,8.386654,1.760614,8.229619,5.814750,8.609241,6.309370,9.237473,6.467358,9.822134,7.525294,11.104810,5.644366,11.254193,4.838878
0.068,4.935166,7.006885,5.976830,6.027823,-0.929905,4.356311,6.710350,3.577838,4.850476,2.470168,7.303420,6.122268,5.019856,6.372247,141.999084,133.582932,63.298000,156.041977,8.378190,1.781677,8.230730,5.825034,8.602555,6.312293,9.236663,6.478413,9.818226,7.530944,11.104637,5.650496,11.252934,4.843875
0.069,4.935606,7.006140,5.974833,6.026175,-0.936239,4.359365,6.709773,3.589345,4.850555,2.485166,7.302507,6.099234,5.020657,6.379297,142.375854,134.122833,63.377464,155.868973,8.369726,1.802739,8.231840,5.835318,8.595869,6.315217,9.235853,6.489469,9.814318,7.536594,11.104464,5.656626,11.251674,4.848872
0.070,4.936046,7.005396,5.972837,6.024526,-0.942572,4.362420,6.709197,3.600853,4.850636,2.500165,7.301595,6.076200,5.021457,6.386347,142.752609,134.662750,63.456924,155.695969,8.361262,1.823802,8.232951,5.845601,8.589184,6.318140,9.235044,6.500524,9.810410,7.542245,11.104291,5.662755,11.250414,4.853869
0.071,4.936486,7.004651,5.970841,6.022876,-0.948906,4.365474,6.708620,3.612361,4.850715,2.515162,7.300683,6.053166,5.022256,6.393397,143.129364,135.202667,63.536385,155.522964,8.352798,1.844864,8.234062,5.855885,8.582499,6.321063,9.234235,6.511579,9.806501,7.547895,11.104118,5.668885,11.249154,4.858866
0.072,4.935416,7.005099,5.968784,6.021139,-0.954742,4.370375,6.709885,3.621960,4.849282,2.527369,7.300315,6.019690,5.021550,6.404070,142.151550,134.992371,63.454990,155.569763,8.346887,1.858675,8.231329,5.859025,8.572154,6.328568,9.233023,6.520268,9.802455,7.555532,11.100748,5.676582,11.246960,4.865053
0.073,4.934346,7.005548,5.966727,6.019403,-0.960579,4.375276,6.711149,3.631558,4.847849,2.539575,7.299947,5.986214,5.020844,6.414743,141.173737,134.782074,63.373596,155.616547,8.340975,1.872485,8.228595,5.862166,8.561810,6.336071,9.231812,6.528957,9.798409,7.563168,11.097377,5.684279,11.244766,4.871241
0.074,4.933277,7.005997,5.964670,6.017666,-0.966415,4.380177,6.712414,3.641156,4.846416,2.551781,7.299579,5.952737,5.020139,6.425417,140.195938,134.571762,63.292202,155.663330,8.335064,1.886295,8.225861,5.865307,8.551466,6.343575,9.230600,6.537647,9.794363,7.570804,11.094006,5.691977,11.242572,4.877428
0.075,4.932207,7.006445,5.962613,6.015929,-0.972251,4.385077,6.713678,3.650755,4.844982,2.563987,7.299211,5.919261,5.019433,6.436090,139.218124,134.361465,63.210808,155.710129,8.329152,1.900106,8.223127,5.868447,8.541121,6.351080,9.229388,6.546337,9.790317,7.578441,11.090635,5.699674,11.240377,4.883615
0.076,4.932323,7.005713,5.960629,6.014256,-0.977920,4.389450,6.714739,3.659793,4.845558,2.575875,7.296687,5.893144,5.019087,6.445771,138.378540,134.326691,63.206974,155.671280,8.329137,1.911916,8.224735,5.873339,8.533605,6.357605,9.231183,6.555855,9.788688,7.584210,11.091522,5.705782,11.241274,4.891086
0.077,4.932437,7.004982,5.958645,6.012583,-0.983589,4.393823,6.715800,3.668832,4.846133,2.587763,7.294164,5.867027,5.018742,6.455453,137.538956,134.291931,63.203140,155.632431,8.329121,1.923726,8.226342,5.878231,8.526088,6.364130,9.232979,6.565372,9.787058,7.589979,11.092409,5.711891,11.242170,4.898557
0.078,4.932552,7.004251,5.956661,6.010910,-0.989258,4.398195,6.716862,3.677871,4.846709,2.599651,7.291640,5.840911,5.018396,6.465135,136.699371,134.257156,63.199306,155.593582,8.329105,1.935537,8.227949,5.883122,8.518571,6.370654,9.234774,6.574890,9.785429,7.595749,11.093297,5.717999,11.243068,4.906027
0.079,4.932668,7.003520,5.954678,6.009237,-0.994926,4.402567,6.717923,3.686910,4.847285,2.611539,7.289116,5.814794,5.018051,6.474816,135.859787,134.222382,63.195473,155.554733,8.329090,1.947347,8.229557,5.888014,8.511054,6.377179,9.236568,6.584408,9.783800,7.601518,11.094184,5.724108,11.243964,4.913498
0.080,4.932799,7.004611,5.952622,6.007469,-1.000164,4.403031,6.716054,3.694942,4.846377,2.619748,7.293169,5.766311,5.019221,6.488645,135.905991,133.860413,63.202065,155.455414,8.324999,1.957392,8.226763,5.899260,8.512133,6.388029,9.233477,6.589937,9.777463,7.603166,11.090421,5.726129,11.239229,4.917543
0.081,4.932930,7.005703,5.950567,6.005701,-1.005402,4.403495,6.714185,3.702974,4.845469,2.627958,7.297221,5.717827,5.020391,6.502473,135.952194,133.498444,63.208652,155.356079,8.320907,1.967438,8.223969,5.910504,8.513211,6.398879,9.230385,6.595466,9.771126,7.604814,11.086657,5.728149,11.234493,4.921589
