"Time","28 CoMy (cm)","v1 xCOMy","28a CoMy (cm)","v2 Right CoP","v3 Left CoP","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
1.774,-2.638535,5.396952,5.536143,6.230893,4.405448,4.367712,5.575832,3.077897,4.280629,3.743443,6.885954,7.154608,4.530267,5.247024,169.087692,174.787308,49.120697,160.773727,8.687523,4.516036,8.675879,4.536320,8.870122,5.061782,9.211496,5.625466,10.914700,7.934591,11.377354,5.883026,11.792927,5.216278
1.775,-2.615169,5.395511,5.533469,6.229954,4.404800,4.369148,5.573085,3.083968,4.280629,3.698985,6.886822,7.161451,4.528972,5.259022,169.120361,174.828278,49.201694,160.979645,8.687958,4.524331,8.674691,4.548242,8.868989,5.072374,9.208458,5.632474,10.908813,7.939477,11.375622,5.886532,11.790241,5.218606
1.776,-2.591803,5.394069,5.530794,6.229014,4.404152,4.370584,5.570337,3.090039,4.280629,3.654526,6.887690,7.168295,4.527676,5.271021,169.153015,174.869263,49.282692,161.185577,8.688393,4.532625,8.673504,4.560163,8.867856,5.082966,9.205420,5.639482,10.902925,7.944363,11.373890,5.890038,11.787557,5.220934
1.777,-2.568437,5.392627,5.528120,6.228074,4.403504,4.372019,5.567590,3.096110,4.280629,3.610068,6.888558,7.175138,4.526380,5.283020,169.185669,174.910248,49.363689,161.391495,8.688828,4.540920,8.672316,4.572085,8.866723,5.093557,9.202383,5.646490,10.897038,7.949249,11.372159,5.893545,11.784872,5.223262
1.778,-2.545071,5.391186,5.525446,6.227135,4.402857,4.373455,5.564843,3.102181,4.280629,3.565610,6.889426,7.181982,4.525084,5.295018,169.218338,174.951218,49.444687,161.597412,8.689262,4.549214,8.671127,4.584007,8.865590,5.104149,9.199345,5.653498,10.891151,7.954135,11.370427,5.897051,11.782187,5.225590
1.779,-2.520148,5.389954,5.522900,6.227830,4.401807,4.375078,5.564843,3.109391,4.280629,3.516963,6.890817,7.187875,4.522985,5.306678,168.842789,175.252335,49.463673,161.542694,8.689999,4.558539,8.671533,4.596312,8.864308,5.115017,9.198709,5.659873,10.886978,7.958901,11.368831,5.900095,11.782034,5.229227
1.780,-2.495225,5.388722,5.520353,6.228525,4.400757,4.376701,5.564843,3.116602,4.280629,3.468315,6.892207,7.193769,4.520885,5.318337,168.467224,175.553452,49.482658,161.487961,8.690736,4.567865,8.671938,4.608616,8.863027,5.125884,9.198074,5.666249,10.882805,7.963667,11.367233,5.903139,11.781881,5.232864
1.781,-2.470303,5.387491,5.517807,6.229220,4.399707,4.378325,5.564843,3.123813,4.280629,3.419667,6.893598,7.199662,4.518785,5.329997,168.091675,175.854568,49.501644,161.433228,8.691473,4.577190,8.672342,4.620921,8.861745,5.136751,9.197440,5.672625,10.878631,7.968433,11.365637,5.906183,11.781729,5.236501
1.782,-2.445380,5.386259,5.515260,6.229916,4.398657,4.379949,5.564843,3.131024,4.280629,3.371020,6.894989,7.205555,4.516685,5.341657,167.716125,176.155685,49.520630,161.378510,8.692209,4.586515,8.672748,4.633225,8.860463,5.147619,9.196805,5.679000,10.874457,7.973199,11.364040,5.909227,11.781576,5.240139
1.783,-2.419192,5.385322,5.512941,6.228301,4.407106,4.382393,5.564843,3.140759,4.295142,3.328202,6.891758,7.209409,4.519071,5.351635,167.182083,176.515732,49.561218,161.693176,8.776999,4.050811,8.669415,4.640762,8.855479,5.156927,9.194311,5.685906,10.867130,7.977671,11.360721,5.911427,11.776085,5.239966
1.784,-2.393003,5.384384,5.510622,6.226686,4.415556,4.384837,5.564843,3.150495,4.309656,3.285384,6.888529,7.213263,4.521457,5.361614,166.648041,176.875763,49.601807,162.007858,8.861788,3.515106,8.666084,4.648300,8.850496,5.166234,9.191818,5.692813,10.859802,7.982143,11.357401,5.913628,11.770595,5.239794
1.785,-2.366815,5.383447,5.508303,6.225071,4.424006,4.387281,5.564843,3.160231,4.324170,3.242566,6.885299,7.217116,4.523843,5.371593,166.113998,177.235809,49.642399,162.322540,8.946577,2.979401,8.662752,4.655837,8.845512,5.175542,9.189324,5.699719,10.852474,7.986616,11.354080,5.915828,11.765104,5.239621
1.786,-2.340627,5.382509,5.505984,6.223456,4.432456,4.389725,5.564843,3.169966,4.338683,3.199748,6.882069,7.220970,4.526229,5.381571,165.579956,177.595856,49.682987,162.637207,9.031366,2.443696,8.659420,4.663374,8.840528,5.184850,9.186831,5.706626,10.845147,7.991088,11.350760,5.918028,11.759613,5.239449
1.787,-2.315374,5.381589,5.503732,6.224849,4.438901,4.389784,5.567466,3.177209,4.352277,3.153063,6.882232,7.232124,4.525526,5.391118,165.279633,177.721878,49.766582,162.799835,9.046959,2.401584,8.662357,4.674586,8.841047,5.195321,9.187848,5.716154,10.841617,7.997676,11.352499,5.922544,11.761680,5.242367
1.788,-2.290122,5.380670,5.501480,6.226242,4.445346,4.389842,5.570089,3.184452,4.365870,3.106378,6.882396,7.243279,4.524822,5.400666,164.979324,177.847900,49.850178,162.962448,9.062551,2.359472,8.665295,4.685799,8.841566,5.205792,9.188866,5.725681,10.838085,8.004264,11.354239,5.927061,11.763746,5.245284
1.789,-2.264869,5.379750,5.499228,6.227635,4.451792,4.389900,5.572712,3.191694,4.379465,3.059693,6.882559,7.254434,4.524118,5.410213,164.679016,177.973907,49.933773,163.125061,9.078143,2.317360,8.668232,4.697011,8.842084,5.216264,9.189883,5.735209,10.834555,8.010851,11.355978,5.931578,11.765812,5.248202
1.790,-2.239617,5.378830,5.496976,6.229029,4.458237,4.389959,5.575335,3.198937,4.393058,3.013008,6.882723,7.265588,4.523415,5.419761,164.378693,178.099930,50.017368,163.287689,9.093736,2.275249,8.671169,4.708222,8.842603,5.226736,9.190901,5.744737,10.831024,8.017439,11.357717,5.936094,11.767879,5.251120
1.791,-2.215257,5.377898,5.494760,6.228146,4.464605,4.391253,5.576138,3.211580,4.406746,2.974545,6.880153,7.268736,4.522464,5.429333,164.192276,178.300156,50.026157,163.518661,9.107913,2.227391,8.672546,4.717853,8.843500,5.237945,9.192014,5.754568,10.822416,8.023097,11.354905,5.937588,11.763767,5.251813
1.792,-2.190898,5.376967,5.492543,6.227262,4.470973,4.392548,5.576941,3.224224,4.420434,2.936082,6.877583,7.271884,4.521513,5.438905,164.005859,178.500366,50.034950,163.749634,9.122091,2.179534,8.673923,4.727484,8.844397,5.249153,9.193127,5.764400,10.813808,8.028755,11.352094,5.939081,11.759657,5.252506
1.793,-2.166538,5.376036,5.490327,6.226378,4.477342,4.393842,5.577744,3.236867,4.434122,2.897619,6.875013,7.275033,4.520561,5.448477,163.819458,178.700592,50.043739,163.980606,9.136269,2.131677,8.675302,4.737114,8.845293,5.260362,9.194240,5.774231,10.805202,8.034412,11.349282,5.940575,11.755546,5.253200
1.794,-2.142179,5.375104,5.488110,6.225495,4.483710,4.395137,5.578548,3.249510,4.447810,2.859156,6.872443,7.278181,4.519610,5.458049,163.633041,178.900818,50.052528,164.211578,9.150446,2.083819,8.676679,4.746745,8.846190,5.271571,9.195353,5.784063,10.796594,8.040071,11.346471,5.942069,11.751434,5.253893
1.795,-2.119361,5.374326,5.486128,6.224646,4.490295,4.397481,5.581064,3.257601,4.459617,2.818451,6.868227,7.279722,4.520973,5.467643,164.114502,178.717957,50.146145,164.489227,9.155962,2.001094,8.678095,4.759344,8.849174,5.281163,9.195030,5.793085,10.791332,8.045712,11.347145,5.945630,11.750066,5.257071
1.796,-2.096544,5.373548,5.484147,6.223796,4.496881,4.399826,5.583580,3.265691,4.471424,2.777745,6.864012,7.281263,4.522336,5.477238,164.595947,178.535095,50.239761,164.766876,9.161477,1.918368,8.679510,4.771944,8.852156,5.290755,9.194708,5.802107,10.786070,8.051353,11.347819,5.949192,11.748697,5.260248
1.797,-2.073726,5.372770,5.482165,6.222947,4.503465,4.402170,5.586097,3.273782,4.483232,2.737040,6.859797,7.282804,4.523699,5.486832,165.077393,178.352249,50.333374,165.044525,9.166992,1.835642,8.680925,4.784544,8.855139,5.300347,9.194386,5.811129,10.780807,8.056995,11.348494,5.952754,11.747330,5.263426
1.798,-2.050908,5.371992,5.480183,6.222097,4.510050,4.404514,5.588613,3.281873,4.495039,2.696334,6.855581,7.284345,4.525062,5.496427,165.558853,178.169388,50.426991,165.322174,9.172508,1.752917,8.682342,4.797143,8.858122,5.309939,9.194063,5.820151,10.775546,8.062637,11.349168,5.956316,11.745961,5.266603
1.799,-2.029636,5.371067,5.478136,6.220166,4.508615,4.405649,5.588613,3.294384,4.495039,2.652140,6.851718,7.271750,4.522191,5.502683,165.448151,178.286133,50.463413,165.505920,9.176048,1.710125,8.683022,4.807466,8.858220,5.320051,9.193681,5.828394,10.769829,8.068034,11.347744,5.959605,11.744383,5.267630
1.800,-2.008365,5.370142,5.476089,6.218235,4.507179,4.406784,5.588613,3.306896,4.495039,2.607947,6.847857,7.259154,4.519319,5.508939,165.337463,178.402863,50.499840,165.689667,9.179588,1.667333,8.683702,4.817788,8.858318,5.330163,9.193298,5.836637,10.764112,8.073431,11.346321,5.962894,11.742804,5.268656
1.801,-1.987093,5.369217,5.474043,6.216304,4.505743,4.407918,5.588613,3.319407,4.495039,2.563753,6.843994,7.246559,4.516448,5.515194,165.226776,178.519592,50.536263,165.873413,9.183129,1.624542,8.684383,4.828110,8.858416,5.340276,9.192915,5.844879,10.758395,8.078827,11.344897,5.966184,11.741224,5.269683
1.802,-1.965821,5.368293,5.471996,6.214373,4.504307,4.409053,5.588613,3.331919,4.495039,2.519559,6.840132,7.233964,4.513576,5.521451,165.116074,178.636337,50.572685,166.057159,9.186669,1.581750,8.685063,4.838433,8.858514,5.350388,9.192533,5.853121,10.752678,8.084224,11.343473,5.969473,11.739646,5.270709
1.803,-1.944332,5.367510,5.470079,6.212382,4.504053,4.410174,5.588613,3.337543,4.495039,2.482955,6.836151,7.192689,4.513067,5.527568,164.921570,178.638977,50.601913,166.303818,9.186089,1.550669,8.686104,4.846070,8.858057,5.359047,9.189705,5.858025,10.750074,8.088823,11.341720,5.974124,11.734394,5.275187
1.804,-1.922844,5.366727,5.468163,6.210392,4.503798,4.411294,5.588613,3.343167,4.495039,2.446350,6.832170,7.151415,4.512558,5.533685,164.727066,178.641632,50.631145,166.550476,9.185509,1.519588,8.687144,4.853707,8.857601,5.367706,9.186878,5.862928,10.747470,8.093424,11.339966,5.978775,11.729141,5.279664
1.805,-1.901355,5.365944,5.466246,6.208401,4.503544,4.412415,5.588613,3.348791,4.495039,2.409746,6.828189,7.110140,4.512049,5.539803,164.532562,178.644272,50.660378,166.797150,9.184928,1.488507,8.688185,4.861344,8.857145,5.376366,9.184052,5.867831,10.744865,8.098024,11.338213,5.983426,11.723889,5.284141
1.806,-1.879867,5.365161,5.464330,6.206411,4.503289,4.413536,5.588613,3.354415,4.495039,2.373141,6.824209,7.068866,4.511540,5.545920,164.338058,178.646912,50.689606,167.043808,9.184347,1.457427,8.689225,4.868981,8.856688,5.385025,9.181224,5.872735,10.742262,8.102624,11.336459,5.988077,11.718637,5.288618
1.807,-1.856139,5.364501,5.462418,6.205668,4.500786,4.414623,5.586914,3.362396,4.490845,2.339486,6.824424,7.011044,4.510727,5.555491,164.180817,178.696381,50.816982,167.428589,9.183434,1.429345,8.688089,4.875205,8.854399,5.396800,9.181711,5.891185,10.726010,8.111592,11.334349,5.990876,11.714435,5.292991
1.808,-1.832412,5.363841,5.460505,6.204926,4.498282,4.415710,5.585214,3.370377,4.486651,2.305830,6.824638,6.953222,4.509913,5.565062,164.023575,178.745834,50.944359,167.813385,9.182522,1.401264,8.686954,4.881428,8.852108,5.408575,9.182199,5.909636,10.709759,8.120560,11.332239,5.993674,11.710232,5.297364
1.809,-1.808684,5.363180,5.458594,6.204184,4.495779,4.416798,5.583515,3.378358,4.482458,2.272175,6.824853,6.895401,4.509099,5.574633,163.866333,178.795288,51.071735,168.198166,9.181610,1.373183,8.685819,4.887651,8.849817,5.420351,9.182686,5.928086,10.693508,8.129528,11.330129,5.996472,11.706029,5.301737
1.810,-1.784956,5.362520,5.456682,6.203442,4.493275,4.417886,5.581815,3.386339,4.478264,2.238520,6.825068,6.837579,4.508286,5.584204,163.709091,178.844757,51.199112,168.582947,9.180697,1.345101,8.684683,4.893875,8.847528,5.432126,9.183173,5.946536,10.677257,8.138496,11.328018,5.999271,11.701826,5.306109
1.811,-1.758333,5.362144,5.454901,6.200897,4.492774,4.419639,5.581815,3.391386,4.475940,2.212866,6.819979,6.780359,4.509608,5.593124,164.044769,178.797775,51.227505,168.767899,9.172756,1.309922,8.684023,4.902739,8.847985,5.441286,9.184968,5.962569,10.663123,8.146322,11.324383,6.002134,11.699018,5.308381
1.812,-1.731710,5.361767,5.453120,6.198352,4.492272,4.421391,5.581815,3.396433,4.473615,2.187212,6.814890,6.723140,4.510930,5.602044,164.380432,178.750793,51.255898,168.952850,9.164816,1.274743,8.683364,4.911602,8.848444,5.450446,9.186763,5.978602,10.648990,8.154148,11.320747,6.004997,11.696209,5.310653
1.813,-1.705086,5.361391,5.451339,6.195807,4.491771,4.423145,5.581815,3.401480,4.471291,2.161559,6.809801,6.665920,4.512252,5.610964,164.716110,178.703827,51.284294,169.137817,9.156875,1.239564,8.682705,4.920466,8.848902,5.459607,9.188558,5.994635,10.634856,8.161973,11.317113,6.007861,11.693399,5.312924
1.814,-1.678463,5.361014,5.449558,6.193263,4.491270,4.424898,5.581815,3.406527,4.468966,2.135905,6.804711,6.608700,4.513574,5.619884,165.051788,178.656845,51.312687,169.322769,9.148933,1.204384,8.682045,4.929330,8.849360,5.468767,9.190352,6.010668,10.620723,8.169799,11.313478,6.010724,11.690591,5.315196
1.815,-1.650835,5.360857,5.447944,6.190631,4.487300,4.425950,5.581815,3.418538,4.464551,2.111716,6.799447,6.566088,4.510049,5.626266,164.792709,178.962265,51.244644,169.447189,9.152858,1.181540,8.682392,4.940678,8.849705,5.477566,9.190559,6.012443,10.619468,8.171757,11.310653,6.012551,11.685734,5.316046
1.816,-1.623207,5.360702,5.446330,6.187999,4.483330,4.427001,5.581815,3.430548,4.460135,2.087526,6.794183,6.523477,4.506524,5.632648,164.533630,179.267685,51.176605,169.571625,9.156782,1.158696,8.682738,4.952026,8.850050,5.486365,9.190767,6.014217,10.618212,8.173715,11.307828,6.014378,11.680876,5.316895
1.817,-1.595580,5.360545,5.444716,6.185367,4.479360,4.428053,5.581815,3.442559,4.455720,2.063337,6.788919,6.480865,4.502999,5.639030,164.274551,179.573105,51.108566,169.696045,9.160707,1.135851,8.683084,4.963374,8.850396,5.495164,9.190975,6.015992,10.616957,8.175673,11.305003,6.016205,11.676018,5.317746
1.818,-1.567952,5.360389,5.443103,6.182735,4.475389,4.429105,5.581815,3.454570,4.451305,2.039148,6.783655,6.438253,4.499474,5.645412,164.015472,179.878525,51.040524,169.820465,9.164631,1.113007,8.683432,4.974722,8.850741,5.503963,9.191182,6.017766,10.615702,8.177630,11.302178,6.018032,11.671161,5.318595
1.819,-1.537842,5.360437,5.441563,6.187613,4.474908,4.429286,5.584562,3.465707,4.449750,2.020482,6.790663,6.394629,4.500066,5.658340,163.860336,179.886719,51.065880,169.991714,9.169866,1.092266,8.688003,4.985849,8.851899,5.514526,9.191133,6.029771,10.606049,8.184310,11.299186,6.022141,11.668749,5.320661
1.820,-1.507731,5.360486,5.440023,6.192490,4.474427,4.429467,5.587310,3.476844,4.448195,2.001816,6.797670,6.351005,4.500659,5.671268,163.705200,179.894913,51.091240,170.162964,9.175100,1.071526,8.692574,4.996976,8.853056,5.525090,9.191084,6.041775,10.596395,8.190990,11.296193,6.026251,11.666338,5.322725
1.821,-1.477621,5.360534,5.438483,6.197368,4.473946,4.429647,5.590057,3.487982,4.446641,1.983150,6.804678,6.307380,4.501251,5.684195,163.550064,179.903107,51.116600,170.334229,9.180335,1.050785,8.697144,5.008102,8.854214,5.535653,9.191034,6.053779,10.586743,8.197670,11.293200,6.030360,11.663926,5.324790
1.822,-1.447511,5.360583,5.436944,6.202245,4.473464,4.429829,5.592804,3.499119,4.445086,1.964483,6.811686,6.263755,4.501843,5.697122,163.394928,179.911301,51.141956,170.505478,9.185570,1.030044,8.701715,5.019229,8.855371,5.546217,9.190986,6.065783,10.577090,8.204350,11.290208,6.034470,11.661514,5.326855
1.823,-1.417936,5.360752,5.435553,6.205307,4.472966,4.430592,5.593186,3.509261,4.443839,1.953318,6.817429,6.214199,4.502093,5.707118,162.925034,179.668518,51.232288,170.638367,9.190565,1.012692,8.701270,5.033610,8.851814,5.560221,9.188253,6.077780,10.563519,8.209316,11.286574,6.036434,11.658427,5.330115
1.824,-1.388361,5.360921,5.434162,6.208369,4.472467,4.431355,5.593567,3.519403,4.442592,1.942152,6.823171,6.164643,4.502343,5.717114,162.455139,179.425751,51.322620,170.771255,9.195561,0.995340,8.700825,5.047991,8.848257,5.574225,9.185521,6.089777,10.549948,8.214284,11.282942,6.038398,11.655340,5.333375
1.825,-1.358786,5.361091,5.432771,6.211431,4.471969,4.432118,5.593949,3.529545,4.441345,1.930986,6.828913,6.115087,4.502593,5.727110,161.985260,179.182968,51.412952,170.904144,9.200558,0.977988,8.700380,5.062372,8.844701,5.588229,9.182789,6.101774,10.536377,8.219252,11.279308,6.040362,11.652254,5.336634
1.826,-1.329211,5.361260,5.431380,6.214493,4.471471,4.432881,5.594330,3.539687,4.440098,1.919820,6.834656,6.065530,4.502843,5.737106,161.515366,178.940186,51.503284,171.037033,9.205553,0.960635,8.699936,5.076753,8.841144,5.602233,9.180057,6.113771,10.522805,8.224218,11.275675,6.042326,11.649167,5.339894
1.827,-1.299330,5.361595,5.430139,6.216471,4.471447,4.433874,5.598010,3.553251,4.438954,1.909889,6.834932,6.019127,4.503939,5.746021,161.195862,178.787354,51.600647,171.293518,9.206594,0.950772,8.701489,5.086722,8.840191,5.614176,9.180377,6.127371,10.510872,8.229645,11.275028,6.044613,11.647578,5.343370
1.828,-1.269448,5.361931,5.428898,6.218449,4.471422,4.434866,5.601688,3.566814,4.437811,1.899959,6.835209,5.972724,4.505033,5.754936,160.876343,178.634521,51.698006,171.550003,9.207634,0.940909,8.703043,5.096691,8.839237,5.626119,9.180697,6.140970,10.498940,8.235071,11.274382,6.046899,11.645990,5.346846
1.829,-1.239566,5.362267,5.427657,6.220427,4.471398,4.435859,5.605368,3.580378,4.436667,1.890028,6.835486,5.926321,4.506128,5.763851,160.556824,178.481705,51.795364,171.806488,9.208674,0.931046,8.704597,5.106659,8.838284,5.638062,9.181018,6.154569,10.487007,8.240498,11.273735,6.049185,11.644402,5.350322
1.830,-1.209684,5.362602,5.426416,6.222405,4.471374,4.436851,5.609047,3.593942,4.435523,1.880097,6.835763,5.879918,4.507224,5.772766,160.237320,178.328873,51.892727,172.062973,9.209715,0.921182,8.706151,5.116628,8.837332,5.650004,9.181338,6.168169,10.475074,8.245924,11.273088,6.051471,11.642813,5.353798
1.831,-1.180248,5.363061,5.425323,6.224149,4.468256,4.439245,5.609415,3.608794,4.434056,1.867241,6.838883,5.839025,4.502456,5.783176,160.810013,178.301300,51.853161,172.213150,9.209353,0.912311,8.705593,5.128505,8.840201,5.661732,9.185379,6.186214,10.460444,8.253664,11.268833,6.056186,11.640047,5.357522
1.832,-1.150811,5.363521,5.424230,6.225894,4.465138,4.441639,5.609783,3.623647,4.432589,1.854385,6.842004,5.798131,4.497687,5.793587,161.382706,178.273743,51.813591,172.363342,9.208992,0.903440,8.705034,5.140383,8.843071,5.673459,9.189419,6.204259,10.445816,8.261404,11.264579,6.060902,11.637282,5.361247
1.833,-1.121374,5.363980,5.423136,6.227638,4.462020,4.444033,5.610152,3.638499,4.431121,1.841529,6.845124,5.757238,4.492919,5.803998,161.955399,178.246185,51.774025,172.513519,9.208630,0.894568,8.704475,5.152260,8.845940,5.685186,9.193460,6.222305,10.431187,8.269145,11.260324,6.065617,11.634518,5.364971
1.834,-1.091937,5.364439,5.422042,6.229383,4.458902,4.446426,5.610520,3.653352,4.429654,1.828672,6.848245,5.716345,4.488151,5.814408,162.528091,178.218613,51.734459,172.663696,9.208268,0.885697,8.703918,5.164137,8.848809,5.696914,9.197500,6.240350,10.416557,8.276885,11.256069,6.070332,11.631752,5.368695
1.835,-1.061252,5.365001,5.420985,6.229603,4.458869,4.449895,5.611298,3.666171,4.429654,1.814101,6.847908,5.669685,4.488084,5.823607,162.531036,178.027771,51.664921,172.680405,9.202433,0.874048,8.703630,5.176486,8.848788,5.707162,9.198326,6.250202,10.410107,8.283245,11.251497,6.076293,11.629815,5.370413
1.836,-1.030566,5.365561,5.419927,6.229824,4.458836,4.453363,5.612076,3.678990,4.429654,1.799530,6.847572,5.623025,4.488017,5.832807,162.533966,177.836914,51.595383,172.697113,9.196597,0.862398,8.703342,5.188835,8.848768,5.717410,9.199152,6.260055,10.403656,8.289604,11.246926,6.082254,11.627878,5.372130
1.837,-0.999881,5.366123,5.418869,6.230045,4.458802,4.456831,5.612854,3.691809,4.429654,1.784958,6.847236,5.576365,4.487950,5.842007,162.536896,177.646072,51.525845,172.713837,9.190762,0.850749,8.703054,5.201184,8.848747,5.727659,9.199979,6.269907,10.397204,8.295964,11.242355,6.088216,11.625940,5.373847
1.838,-0.969195,5.366684,5.417812,6.230266,4.458768,4.460299,5.613632,3.704628,4.429654,1.770387,6.846900,5.529705,4.487883,5.851206,162.539841,177.455231,51.456306,172.730545,9.184926,0.839100,8.702767,5.213533,8.848726,5.737907,9.200805,6.279758,10.390754,8.302324,11.237783,6.094178,11.624003,5.375565
1.839,-0.937268,5.367495,5.416938,6.231737,4.459609,4.461020,5.613632,3.713425,4.429654,1.761473,6.849841,5.504886,4.489563,5.862524,162.167389,177.118378,51.507782,172.983200,9.183300,0.831719,8.702012,5.224282,8.847023,5.749950,9.201664,6.290744,10.383930,8.307899,11.238109,6.098235,11.622396,5.380079
