"Time","v1 xCoMy","v2 Right CoP","v3 Left CoP","28a CoMy","28 CoMy","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
0.165,6.500016,7.232445,5.322210,6.468725,0.553091,,7.333344,,5.726276,,7.131546,,4.918144,,,,,,,,,,,,10.196354,,,,11.945077,,,6.124954
0.166,6.499502,7.232331,5.327922,6.469734,0.526158,,7.336292,,5.725279,,7.128369,,4.930564,,,,,,,,,,,,10.208306,,,,11.945181,,,6.114303
0.167,6.498987,7.232216,5.333633,6.470743,0.499226,,7.339239,,5.724282,,7.125194,,4.942985,,,,,,,,,,,,10.220260,,,,11.945284,,,6.103652
0.168,6.497904,7.232119,5.337463,6.471163,0.472656,,7.341089,,5.724326,,7.123148,,4.950600,,,,,,,,,,,,10.223340,,,,11.947836,,,6.093208
0.169,6.496820,7.232021,5.341292,6.471583,0.446086,,7.342939,,5.724370,,7.121103,,4.958215,,,,,,,,,,,,10.226421,,,,11.950387,,,6.082765
0.170,6.495738,7.231924,5.345122,6.472003,0.419516,,7.344789,,5.724415,,7.119058,,4.965829,,,,,,,,,,,,10.229502,,,,11.952938,,,6.072322
0.171,6.494654,7.231826,5.348951,6.472423,0.392946,,7.346639,,5.724459,,7.117013,,4.973444,,,,,,,,,,,,10.232582,,,,11.955490,,,6.061879
0.172,6.493500,7.223285,5.350113,6.472767,0.366466,,7.332933,,5.722088,,7.113636,,4.978137,,,,,,,,,,,,10.235717,,,,11.952456,,,6.051322
0.173,6.492346,7.214744,5.351274,6.473111,0.339986,,7.319227,,5.719718,,7.110260,,4.982831,,,,,,,,,,,,10.238852,,,,11.949423,,,6.040766
0.174,6.491192,7.206202,5.352436,6.473455,0.313506,,7.305521,,5.717348,,7.106884,,4.987524,,,,,,,,,,,,10.241987,,,,11.946388,,,6.030210
0.175,6.490037,7.197661,5.353597,6.473799,0.287026,,7.291815,,5.714978,,7.103507,,4.992217,,,,,,,,,,,,10.245122,,,,11.943355,,,6.019654
0.176,6.488685,7.195107,5.353685,6.473950,0.260438,,7.285101,,5.713640,,7.105113,,4.993731,,,,,,,,,,,,10.241287,,,,11.944548,,,6.009892
0.177,6.487331,7.192553,5.353774,6.474101,0.233851,,7.278387,,5.712303,,7.106718,,4.995245,,,,,,,,,,,,10.237453,,,,11.945742,,,6.000129
0.178,6.485979,7.189998,5.353862,6.474253,0.207263,,7.271673,,5.710965,,7.108324,,4.996758,,,,,,,,,,,,10.233619,,,,11.946936,,,5.990367
0.179,6.484626,7.187444,5.353950,6.474404,0.180675,,7.264959,,5.709628,,7.109929,,4.998272,,,,,,,,,,,,10.229784,,,,11.948129,,,5.980605
0.180,6.482639,7.185277,5.354491,6.473907,0.154341,,7.263779,,5.709323,,7.106776,,4.999659,,,,,,,,,,,,10.224631,,,,11.949709,,,5.971069
0.181,6.480653,7.183111,5.355032,6.473411,0.128006,,7.262599,,5.709019,,7.103623,,5.001046,,,,,,,,,,,,10.219479,,,,11.951290,,,5.961535
0.182,6.478667,7.180944,5.355573,6.472915,0.101672,,7.261418,,5.708714,,7.100471,,5.002433,,,,,,,,,,,,10.214326,,,,11.952871,,,5.951999
0.183,6.476681,7.178778,5.356114,6.472418,0.075337,,7.260238,,5.708409,,7.097318,,5.003819,,,,,,,,,,,,10.209173,,,,11.954452,,,5.942464
0.184,6.474401,7.178650,5.359987,6.471621,0.049131,,7.256674,,5.709362,,7.100626,,5.010613,,,,,,,,,,,,10.198792,,,,11.958507,,,5.933730
0.185,6.472121,7.178522,5.363860,6.470824,0.022925,,7.253110,,5.710314,,7.103934,,5.017406,,,,,,,,,,,,10.188412,,,,11.962563,,,5.924995
0.186,6.469841,7.178394,5.367733,6.470027,-0.003282,,7.249547,,5.711266,,7.107242,,5.024200,,,,,,,,,,,,10.178031,,,,11.966618,,,5.916261
0.187,6.467561,7.178267,5.371606,6.469230,-0.029488,,7.245983,,5.712218,,7.110550,,5.030994,,,,,,,,,,,,10.167650,,,,11.970673,,,5.907527
0.188,6.464857,7.175543,5.374034,6.468017,-0.055845,,7.240294,,5.712361,,7.110792,,5.035707,,,,,,,,,,,,10.158571,,,,11.969996,,,5.901318
0.189,6.462152,7.172820,5.376462,6.466804,-0.082202,,7.234605,,5.712504,,7.111034,,5.040419,,,,,,,,,,,,10.149491,,,,11.969320,,,5.895108
0.190,6.459448,7.170096,5.378889,6.465590,-0.108560,,7.228916,,5.712647,,7.111277,,5.045131,,,,,,,,,,,,10.140411,,,,11.968644,,,5.888899
0.191,6.456744,7.167373,5.381317,6.464377,-0.134917,,7.223227,,5.712790,,7.111519,,5.049843,,,,,,,,,,,,10.131332,,,,11.967968,,,5.882689
0.192,6.453663,7.168046,5.384989,6.462775,-0.161051,,7.224246,,5.712829,,7.111847,,5.057149,,,,,,,,,,,,10.118410,,,,11.968242,,,5.876274
0.193,6.450582,7.168720,5.388660,6.461172,-0.187185,,7.225264,,5.712867,,7.112176,,5.064454,,,,,,,,,,,,10.105488,,,,11.968515,,,5.869859
0.194,6.447501,7.169394,5.392332,6.459569,-0.213319,,7.226282,,5.712904,,7.112505,,5.071760,,,,,,,,,,,,10.092565,,,,11.968790,,,5.863443
0.195,6.444419,7.170067,5.396004,6.457967,-0.239452,,7.227301,,5.712943,,7.112833,,5.079065,,,,,,,,,,,,10.079642,,,,11.969064,,,5.857028
0.196,6.441105,7.168408,5.400007,6.456106,-0.265141,,7.220363,,5.714081,,7.116455,,5.085935,,,,,,,,,,,,10.067752,,,,11.970440,,,5.850371
0.197,6.437791,7.166750,5.404011,6.454245,-0.290829,,7.213424,,5.715219,,7.120076,,5.092803,,,,,,,,,,,,10.055861,,,,11.971816,,,5.843715
0.198,6.434477,7.165092,5.408015,6.452384,-0.316518,,7.206486,,5.716357,,7.123697,,5.099672,,,,,,,,,,,,10.043971,,,,11.973192,,,5.837059
0.199,6.431163,7.163433,5.412019,6.450523,-0.342206,,7.199548,,5.717495,,7.127318,,5.106542,,,,,,,,,,,,10.032081,,,,11.974568,,,5.830403
0.200,6.427830,7.161218,5.415766,6.448611,-0.367312,,7.196838,,5.718228,,7.125597,,5.113302,,,,,,,,,,,,10.016304,,,,11.973072,,,5.820707
0.201,6.424498,7.159002,5.419512,6.446699,-0.392417,,7.194129,,5.718961,,7.123877,,5.120063,,,,,,,,,,,,10.000528,,,,11.971577,,,5.811011
0.202,6.421165,7.156787,5.423259,6.444787,-0.417523,,7.191419,,5.719694,,7.122155,,5.126824,,,,,,,,,,,,9.984753,,,,11.970080,,,5.801315
0.203,6.417832,7.154572,5.427006,6.442874,-0.442628,,7.188709,,5.720427,,7.120434,,5.133585,,,,,,,,,,,,9.968976,,,,11.968584,,,5.791619
0.204,6.414095,7.151834,5.430550,6.440513,-0.466941,,7.183508,,5.721938,,7.120161,,5.139162,,,,,,,,,,,,9.958077,,,,11.968255,,,5.785550
0.205,6.410357,7.149096,5.434093,6.438150,-0.491255,,7.178307,,5.723449,,7.119886,,5.144738,,,,,,,,,,,,9.947180,,,,11.967926,,,5.779480
0.206,6.406620,7.146359,5.437637,6.435789,-0.515568,,7.173106,,5.724960,,7.119613,,5.150315,,,,,,,,,,,,9.936281,,,,11.967598,,,5.773411
0.207,6.402883,7.143622,5.441181,6.433427,-0.539881,,7.167905,,5.726471,,7.119339,,5.155891,,,,,,,,,,,,9.925383,,,,11.967269,,,5.767342
0.208,6.399236,7.138348,5.439075,6.431089,-0.563022,,7.159912,,5.724164,,7.116784,,5.153984,,,,,,,,,,,,9.918097,,,,11.962287,,,5.762255
0.209,6.395590,7.133074,5.436967,6.428752,-0.586163,,7.151918,,5.721858,,7.114229,,5.152077,,,,,,,,,,,,9.910812,,,,11.957305,,,5.757169
0.210,6.391943,7.127800,5.434860,6.426415,-0.609304,,7.143925,,5.719551,,7.111673,,5.150170,,,,,,,,,,,,9.903526,,,,11.952323,,,5.752082
0.211,6.388297,7.122525,5.432754,6.424078,-0.632445,,7.135932,,5.717245,,7.109118,,5.148263,,,,,,,,,,,,9.896241,,,,11.947341,,,5.746996
0.212,6.384405,7.121508,5.432861,6.421446,-0.654721,,7.136124,,5.720663,,7.106892,,5.145060,,,,,,,,,,,,9.888378,,,,11.945620,,,5.743059
0.213,6.380513,7.120491,5.432970,6.418815,-0.676996,,7.136316,,5.724081,,7.104666,,5.141858,,,,,,,,,,,,9.880514,,,,11.943897,,,5.739121
0.214,6.376621,7.119473,5.433078,6.416183,-0.699272,,7.136508,,5.727499,,7.102439,,5.138656,,,,,,,,,,,,9.872651,,,,11.942175,,,5.735185
0.215,6.372729,7.118456,5.433186,6.413551,-0.721547,,7.136700,,5.730918,,7.100213,,5.135453,,,,,,,,,,,,9.864788,,,,11.940454,,,5.731247
0.216,6.368672,7.117222,5.430361,6.410722,-0.743235,,7.134830,,5.730086,,7.099613,,5.130635,,,,,,,,,,,,9.857586,,,,11.939342,,,5.726223
0.217,6.364616,7.115987,5.427536,6.407892,-0.764924,,7.132962,,5.729254,,7.099012,,5.125817,,,,,,,,,,,,9.850384,,,,11.938232,,,5.721199
0.218,6.360560,7.114752,5.424710,6.405063,-0.786613,,7.131093,,5.728421,,7.098412,,5.121000,,,,,,,,,,,,9.843181,,,,11.937122,,,5.716174
0.219,6.356503,7.113518,5.421885,6.402234,-0.808301,,7.129224,,5.727589,,7.097811,,5.116182,,,,,,,,,,,,9.835979,,,,11.936011,,,5.711150
0.220,6.352139,7.109064,5.418493,6.399071,-0.829553,,7.122488,,5.728563,,7.095638,,5.108422,,,,,,,,,,,,9.827087,,,,11.934419,,,5.706822
0.221,6.347774,7.104609,5.415100,6.395908,-0.850804,,7.115753,,5.729538,,7.093466,,5.100663,,,,,,,,,,,,9.818196,,,,11.932825,,,5.702495
0.222,6.343408,7.100155,5.411708,6.392745,-0.872056,,7.109018,,5.730512,,7.091293,,5.092904,,,,,,,,,,,,9.809305,,,,11.931232,,,5.698167
0.223,6.339043,7.095701,5.408315,6.389583,-0.893307,,7.102283,,5.731486,,7.089120,,5.085144,,,,,,,,,,,,9.800414,,,,11.929640,,,5.693839
0.224,6.334711,7.090550,5.400967,6.386395,-0.913552,,7.095819,,5.729953,,7.085282,,5.071980,,,,,,,,,,,,9.789524,,,,11.926244,,,5.688924
0.225,6.330378,7.085399,5.393619,6.383208,-0.933797,,7.089355,,5.728420,,7.081444,,5.058816,,,,,,,,,,,,9.778635,,,,11.922848,,,5.684009
0.226,6.326045,7.080248,5.386270,6.380021,-0.954041,,7.082891,,5.726887,,7.077605,,5.045652,,,,,,,,,,,,9.767746,,,,11.919451,,,5.679093
0.227,6.321712,7.075097,5.378922,6.376833,-0.974286,,7.076427,,5.725354,,7.073767,,5.032489,,,,,,,,,,,,9.756856,,,,11.916055,,,5.674178
0.228,6.317383,7.070992,5.376225,6.373620,-0.994002,,7.070996,,5.725887,,7.070987,,5.026564,,,,,,,,,,,,9.746699,,,,11.916260,,,5.669723
0.229,6.313054,7.066887,5.373530,6.370405,-1.013717,,7.065566,,5.726421,,7.068208,,5.020639,,,,,,,,,,,,9.736542,,,,11.916464,,,5.665268
0.230,6.308724,7.062782,5.370834,6.367191,-1.033433,,7.060135,,5.726954,,7.065428,,5.014714,,,,,,,,,,,,9.726385,,,,11.916668,,,5.660812
0.231,6.304395,7.058677,5.368138,6.363977,-1.053148,,7.054705,,5.727488,,7.062649,,5.008789,,,,,,,,,,,,9.716228,,,,11.916873,,,5.656357
0.232,6.300158,7.054589,5.364156,6.360785,-1.071614,,7.049966,,5.724103,,7.059212,,5.004209,,,,,,,,,,,,9.708621,,,,11.914944,,,5.651931
0.233,6.295921,7.050501,5.360173,6.357594,-1.090080,,7.045228,,5.720718,,7.055776,,4.999628,,,,,,,,,,,,9.701014,,,,11.913014,,,5.647506
0.234,6.291685,7.046413,5.356191,6.354402,-1.108546,,7.040489,,5.717333,,7.052339,,4.995048,,,,,,,,,,,,9.693405,,,,11.911085,,,5.643080
0.235,6.287448,7.042326,5.352208,6.351210,-1.127012,,7.035750,,5.713949,,7.048902,,4.990468,,,,,,,,,,,,9.685798,,,,11.909156,,,5.638654
0.236,6.283095,7.039378,5.350990,6.347854,-1.144643,,7.034493,,5.719053,,7.044263,,4.982926,,,,,,,,,,,,9.677172,,,,11.909002,,,5.634223
0.237,6.278742,7.036429,5.349771,6.344499,-1.162274,,7.033236,,5.724157,,7.039623,,4.975385,,,,,,,,,,,,9.668545,,,,11.908849,,,5.629793
0.238,6.274388,7.033481,5.348553,6.341143,-1.179905,,7.031978,,5.729262,,7.034984,,4.967844,,,,,,,,,,,,9.659919,,,,11.908695,,,5.625363
0.239,6.270035,7.030533,5.347334,6.337787,-1.197536,,7.030720,,5.734366,,7.030345,,4.960302,,,,,,,,,,,,9.651293,,,,11.908542,,,5.620933
0.240,6.265897,7.027731,5.344288,6.334582,-1.214048,,7.024109,,5.733646,,7.031353,,4.954929,,,,,,,,,,,,9.637138,,,,11.906004,,,5.618282
0.241,6.261758,7.024930,5.341242,6.331378,-1.230560,,7.017498,,5.732927,,7.032361,,4.949557,,,,,,,,,,,,9.622984,,,,11.903465,,,5.615632
0.242,6.257620,7.022128,5.338196,6.328174,-1.247072,,7.010887,,5.732207,,7.033369,,4.944184,,,,,,,,,,,,9.608829,,,,11.900928,,,5.612982
0.243,6.253481,7.019326,5.335149,6.324970,-1.263584,,7.004276,,5.731487,,7.034377,,4.938811,,,,,,,,,,,,9.594674,,,,11.898390,,,5.610332
0.244,6.249365,7.017390,5.333843,6.321707,-1.278681,,7.000279,,5.732260,,7.034502,,4.935427,,,,,,,,,,,,9.584616,,,,11.894976,,,5.609631
0.245,6.245248,7.015455,5.332537,6.318445,-1.293777,,6.996283,,5.733033,,7.034627,,4.932042,,,,,,,,,,,,9.574557,,,,11.891562,,,5.608930
0.246,6.241132,7.013519,5.331231,6.315182,-1.308874,,6.992286,,5.733806,,7.034752,,4.928657,,,,,,,,,,,,9.564499,,,,11.888146,,,5.608229
0.247,6.237015,7.011583,5.329925,6.311920,-1.323971,,6.988289,,5.734578,,7.034877,,4.925272,,,,,,,,,,,,9.554440,,,,11.884732,,,5.607528
0.248,6.233120,7.007724,5.332233,6.308800,-1.337674,,6.979374,,5.735768,,7.036075,,4.928699,,,,,,,,,,,,9.550278,,,,11.883184,,,5.606209
0.249,6.229226,7.003865,5.334542,6.305681,-1.351376,,6.970459,,5.736959,,7.037272,,4.932126,,,,,,,,,,,,9.546116,,,,11.881636,,,5.604891
0.250,6.225331,7.000007,5.336851,6.302562,-1.365079,,6.961544,,5.738148,,7.038469,,4.935553,,,,,,,,,,,,9.541953,,,,11.880088,,,5.603572
0.251,6.221437,6.996148,5.339159,6.299442,-1.378782,,6.952629,,5.739338,,7.039667,,4.938980,,,,,,,,,,,,9.537790,,,,11.878540,,,5.602253
0.252,6.217769,6.991157,5.340575,6.296450,-1.390726,,6.945163,,5.736290,,7.037151,,4.944861,,,,,,,,,,,,9.529179,,,,11.875448,,,5.600009
0.253,6.214101,6.986166,5.341991,6.293458,-1.402669,,6.937697,,5.733241,,7.034635,,4.950743,,,,,,,,,,,,9.520567,,,,11.872357,,,5.597765
0.254,6.210433,6.981175,5.343408,6.290466,-1.414613,,6.930231,,5.730192,,7.032119,,4.956624,,,,,,,,,,,,9.511955,,,,11.869267,,,5.595521
0.255,6.206766,6.976184,5.344824,6.287474,-1.426556,,6.922765,,5.727143,,7.029603,,4.962505,,,,,,,,,,,,9.503344,,,,11.866175,,,5.593277
0.256,6.203274,6.975503,5.348115,6.284564,-1.436842,,6.921941,,5.722760,,7.029066,,4.973470,,,,,,,,,,,,9.494320,,,,11.862635,,,5.590455
0.257,6.199782,6.974823,5.351406,6.281655,-1.447128,,6.921117,,5.718378,,7.028529,,4.984435,,,,,,,,,,,,9.485295,,,,11.859094,,,5.587634
0.258,6.196291,6.974142,5.354697,6.278746,-1.457414,,6.920292,,5.713995,,7.027992,,4.995399,,,,,,,,,,,,9.476271,,,,11.855553,,,5.584812
0.259,6.192800,6.973461,5.357988,6.275836,-1.467700,,6.919468,,5.709613,,7.027455,,5.006364,,,,,,,,,,,,9.467247,,,,11.852013,,,5.581990
0.260,6.189464,6.974881,5.367078,6.272962,-1.475862,,6.923183,,5.710106,,7.026579,,5.024051,,,,,,,,,,,,9.459578,,,,11.851104,,,5.578659
0.261,6.186129,6.976301,5.376168,6.270088,-1.484025,,6.926899,,5.710599,,7.025703,,5.041738,,,,,,,,,,,,9.451908,,,,11.850195,,,5.575328
0.262,6.182793,6.977721,5.385258,6.267215,-1.492187,,6.930615,,5.711092,,7.024827,,5.059424,,,,,,,,,,,,9.444240,,,,11.849286,,,5.571998
0.263,6.179458,6.979141,5.394348,6.264341,-1.500350,,6.934330,,5.711585,,7.023952,,5.077111,,,,,,,,,,,,9.436570,,,,11.848377,,,5.568666
0.264,6.176352,6.976134,5.397637,6.261612,-1.507013,,6.930356,,5.709548,,7.021912,,5.085726,,,,,,,,,,,,9.428057,,,,11.843908,,,5.565990
0.265,6.173246,6.973127,5.400927,6.258884,-1.513676,,6.926382,,5.707511,,7.019873,,5.094342,,,,,,,,,,,,9.419544,,,,11.839439,,,5.563314
0.266,6.170141,6.970120,5.404216,6.256155,-1.520339,,6.922408,,5.705474,,7.017833,,5.102958,,,,,,,,,,,,9.411032,,,,11.834970,,,5.560639
0.267,6.167036,6.967113,5.407506,6.253427,-1.527002,,6.918434,,5.703438,,7.015794,,5.111573,,,,,,,,,,,,9.402518,,,,11.830502,,,5.557963
0.268,6.164170,6.964246,5.408986,6.250900,-1.532982,,6.911327,,5.702025,,7.017165,,5.115948,,,,,,,,,,,,9.396204,,,,11.827412,,,5.552517
0.269,6.161305,6.961378,5.410467,6.248374,-1.538962,,6.904221,,5.700612,,7.018537,,5.120322,,,,,,,,,,,,9.389889,,,,11.824322,,,5.547072
0.270,6.158441,6.958510,5.411948,6.245847,-1.544942,,6.897114,,5.699199,,7.019907,,5.124696,,,,,,,,,,,,9.383574,,,,11.821232,,,5.541626
0.271,6.155575,6.955643,5.413428,6.243320,-1.550923,,6.890007,,5.697786,,7.021279,,5.129070,,,,,,,,,,,,9.377260,,,,11.818142,,,5.536181
0.272,6.152297,6.951107,5.414630,6.240340,-1.556201,,6.880484,,5.699256,,7.021730,,5.130003,,,,,,,,,,,,9.367672,,,,11.814967,,,5.532782
0.273,6.149017,6.946570,5.415832,6.237360,-1.561478,,6.870960,,5.700727,,7.022181,,5.130937,,,,,,,,,,,,9.358084,,,,11.811792,,,5.529382
0.274,6.145739,6.942034,5.417033,6.234379,-1.566756,,6.861436,,5.702197,,7.022632,,5.131870,,,,,,,,,,,,9.348495,,,,11.808617,,,5.525982
0.275,6.142460,6.937498,5.418235,6.231399,-1.572034,,6.851912,,5.703667,,7.023083,,5.132803,,,,,,,,,,,,9.338906,,,,11.805442,,,5.522583
0.276,6.139580,6.933297,5.417226,6.228769,-1.576447,,6.844255,,5.705710,,7.022339,,5.128742,,,,,,,,,,,,9.330723,,,,11.801345,,,5.520592
0.277,6.136701,6.929097,5.416217,6.226139,-1.580859,,6.836598,,5.707753,,7.021595,,5.124681,,,,,,,,,,,,9.322539,,,,11.797248,,,5.518600
0.278,6.133821,6.924896,5.415208,6.223509,-1.585272,,6.828941,,5.709796,,7.020851,,5.120620,,,,,,,,,,,,9.314356,,,,11.793151,,,5.516609
0.279,6.130941,6.920695,5.414199,6.220879,-1.589684,,6.821284,,5.711840,,7.020107,,5.116559,,,,,,,,,,,,9.306172,,,,11.789054,,,5.514618
0.280,6.127960,6.915416,5.413862,6.218114,-1.593513,,6.813687,,5.708797,,7.017146,,5.118928,,,,,,,,,,,,9.302681,,,,11.784914,,,5.512589
0.281,6.124978,6.910137,5.413526,6.215349,-1.597343,,6.806090,,5.705753,,7.014184,,5.121298,,,,,,,,,,,,9.299190,,,,11.780775,,,5.510560
0.282,6.121996,6.904859,5.413188,6.212584,-1.601173,,6.798494,,5.702709,,7.011223,,5.123668,,,,,,,,,,,,9.295698,,,,11.776635,,,5.508532
0.283,6.119014,6.899580,5.412852,6.209818,-1.605002,,6.790897,,5.699666,,7.008262,,5.126038,,,,,,,,,,,,9.292207,,,,11.772495,,,5.506503
0.284,6.115698,6.893847,5.410576,6.206632,-1.607306,,6.780777,,5.700590,,7.006916,,5.120562,,,,,,,,,,,,9.295354,,,,11.769644,,,5.504709
0.285,6.112381,6.888113,5.408299,6.203445,-1.609609,,6.770657,,5.701513,,7.005569,,5.115087,,,,,,,,,,,,9.298502,,,,11.766792,,,5.502915
0.286,6.109064,6.882380,5.406024,6.200259,-1.611913,,6.760537,,5.702436,,7.004224,,5.109611,,,,,,,,,,,,9.301649,,,,11.763940,,,5.501122
0.287,6.105748,6.876647,5.403748,6.197073,-1.614216,,6.750416,,5.703360,,7.002878,,5.104136,,,,,,,,,,,,9.304796,,,,11.761088,,,5.499329
0.288,6.102553,6.871602,5.403083,6.193923,-1.615012,,6.741053,,5.703287,,7.002151,,5.102878,,,,,,,,,,,,9.307763,,,,11.760492,,,5.494914
0.289,6.099358,6.866557,5.402418,6.190773,-1.615807,,6.731689,,5.703215,,7.001424,,5.101621,,,,,,,,,,,,9.310730,,,,11.759897,,,5.490500
0.290,6.096163,6.861512,5.401752,6.187624,-1.616603,,6.722326,,5.703142,,7.000698,,5.100364,,,,,,,,,,,,9.313697,,,,11.759301,,,5.486086
0.291,6.092968,6.856467,5.401088,6.184474,-1.617398,,6.712963,,5.703069,,6.999971,,5.099106,,,,,,,,,,,,9.316664,,,,11.758705,,,5.481671
0.292,6.090012,6.850411,5.399867,6.181530,-1.617629,,6.700891,,5.700982,,6.999932,,5.098751,,,,,,,,,,,,9.322954,,,,11.760721,,,5.475995
0.293,6.087056,6.844356,5.398645,6.178587,-1.617859,,6.688818,,5.698895,,6.999893,,5.098396,,,,,,,,,,,,9.329245,,,,11.762737,,,5.470319
0.294,6.084099,6.838300,5.397424,6.175644,-1.618089,,6.676746,,5.696807,,6.999854,,5.098041,,,,,,,,,,,,9.335536,,,,11.764754,,,5.464643
0.295,6.081143,6.832244,5.396203,6.172700,-1.618320,,6.664674,,5.694720,,6.999815,,5.097685,,,,,,,,,,,,9.341826,,,,11.766770,,,5.458966
0.296,6.078339,6.827666,5.397133,6.169890,-1.618196,,6.656030,,5.696794,,6.999303,,5.097472,,,,,,,,,,,,9.347374,,,,11.768932,,,5.452704
0.297,6.075536,6.823089,5.398063,6.167079,-1.618073,,6.647386,,5.698866,,6.998793,,5.097260,,,,,,,,,,,,9.352922,,,,11.771095,,,5.446443
0.298,6.072732,6.818512,5.398993,6.164268,-1.617950,,6.638742,,5.700939,,6.998281,,5.097047,,,,,,,,,,,,9.358470,,,,11.773257,,,5.440182
0.299,6.069928,6.813934,5.399923,6.161458,-1.617826,,6.630098,,5.703012,,6.997770,,5.096834,,,,,,,,,,,,9.364017,,,,11.775419,,,5.433920
0.300,6.067291,6.807590,5.401998,6.158786,-1.617211,,6.618127,,5.706165,,6.997052,,5.097830,,,,,,,,,,,,9.370532,,,,11.778709,,,5.430163
0.301,6.064653,6.801246,5.404071,6.156114,-1.616596,,6.606156,,5.709317,,6.996334,,5.098825,,,,,,,,,,,,9.377047,,,,11.781999,,,5.426406
0.302,6.062016,6.794901,5.406145,6.153442,-1.615980,,6.594186,,5.712469,,6.995616,,5.099821,,,,,,,,,,,,9.383561,,,,11.785288,,,5.422649
0.303,6.059379,6.788557,5.408219,6.150770,-1.615364,,6.582215,,5.715621,,6.994898,,5.100817,,,,,,,,,,,,9.390076,,,,11.788578,,,5.418892
0.304,6.056895,6.785023,5.405947,6.148206,-1.613958,,6.574996,,5.715259,,6.995049,,5.096635,,,,,,,,,,,,9.395590,,,,11.794912,,,5.411061
0.305,6.054411,6.781488,5.403674,6.145642,-1.612553,,6.567779,,5.714895,,6.995198,,5.092453,,,,,,,,,,,,9.401105,,,,11.801247,,,5.403231
0.306,6.051927,6.777954,5.401402,6.143079,-1.611147,,6.560560,,5.714532,,6.995348,,5.088272,,,,,,,,,,,,9.406620,,,,11.807581,,,5.395401
0.307,6.049443,6.774420,5.399129,6.140515,-1.609741,,6.553342,,5.714169,,6.995499,,5.084090,,,,,,,,,,,,9.412134,,,,11.813915,,,5.387570
0.308,6.046842,6.769228,5.399937,6.137816,-1.608017,,6.543478,,5.714049,,6.994977,,5.085825,,,,,,,,,,,,9.416008,,,,11.818029,,,5.381147
0.309,6.044241,6.764035,5.400744,6.135118,-1.606293,,6.533615,,5.713929,,6.994454,,5.087561,,,,,,,,,,,,9.419882,,,,11.822144,,,5.374724
0.310,6.041640,6.758842,5.401552,6.132420,-1.604570,,6.523752,,5.713809,,6.993932,,5.089296,,,,,,,,,,,,9.423755,,,,11.826257,,,5.368302
0.311,6.039039,6.753649,5.402360,6.129721,-1.602846,,6.513889,,5.713688,,6.993410,,5.091032,,,,,,,,,,,,9.427629,,,,11.830371,,,5.361879
0.312,6.036456,6.748313,5.397376,6.126995,-1.600318,,6.506598,,5.708066,,6.990028,,5.086686,,,,,,,,,,,,9.431606,,,,11.834854,,,5.354918
0.313,6.033873,6.742976,5.392393,6.124269,-1.597789,,6.499307,,5.702444,,6.986646,,5.082341,,,,,,,,,,,,9.435584,,,,11.839338,,,5.347957
0.314,6.031289,6.737640,5.387409,6.121542,-1.595260,,6.492016,,5.696822,,6.983264,,5.077996,,,,,,,,,,,,9.439562,,,,11.843822,,,5.340995
0.315,6.028706,6.732304,5.382425,6.118816,-1.592732,,6.484725,,5.691200,,6.979882,,5.073650,,,,,,,,,,,,9.443540,,,,11.848306,,,5.334034
0.316,6.026125,6.731635,5.375576,6.116085,-1.590076,,6.483356,,5.679663,,6.979914,,5.071490,,,,,,,,,,,,9.449071,,,,11.854071,,,5.329567
0.317,6.023544,6.730966,5.368728,6.113354,-1.587420,,6.481986,,5.668126,,6.979945,,5.069330,,,,,,,,,,,,9.454602,,,,11.859836,,,5.325100
0.318,6.020963,6.730296,5.361879,6.110622,-1.584764,,6.480617,,5.656589,,6.979976,,5.067170,,,,,,,,,,,,9.460134,,,,11.865601,,,5.320632
0.319,6.018382,6.729627,5.355031,6.107891,-1.582108,,6.479247,,5.645051,,6.980007,,5.065010,,,,,,,,,,,,9.465665,,,,11.871366,,,5.316165
0.320,6.016008,6.729544,5.347207,6.105369,-1.579474,,6.472614,,5.628835,,6.986474,,5.065578,,,,,,,,,,,,9.473276,,,,11.877569,,,5.308138
0.321,6.013635,6.729460,5.339382,6.102846,-1.576840,,6.465981,,5.612619,,6.992940,,5.066146,,,,,,,,,,,,9.480887,,,,11.883772,,,5.300110
0.322,6.011261,6.729377,5.331558,6.100323,-1.574206,,6.459348,,5.596403,,6.999406,,5.066714,,,,,,,,,,,,9.488499,,,,11.889976,,,5.292083
0.323,6.008887,6.729293,5.323734,6.097800,-1.571572,,6.452714,,5.580187,,7.005872,,5.067282,,,,,,,,,,,,9.496110,,,,11.896179,,,5.284055
0.324,6.006719,6.723817,5.310432,6.095284,-1.565422,,6.451522,,5.553462,,6.996112,,5.067402,,,,,,,,,,,,9.503599,,,,11.899431,,,5.278275
0.325,6.004550,6.718340,5.297130,6.092768,-1.559273,,6.450330,,5.526737,,6.986351,,5.067523,,,,,,,,,,,,9.511089,,,,11.902684,,,5.272495
