0.0041727,0.0125792,0.000666201,0.00202966,0.000604186,0.00523567,0.00621514,0.00549421
0.00288568,0.0106816,0.000713875,0.00174694,0.000620802,0.00497121,0.00661359,0.00563464
0.00258346,0.0107587,0.00069356,0.00171698,0.000611333,0.00454035,0.00668539,0.00564528
0.00259027,0.00993224,0.000661769,0.00156369,0.00062439,0.00412347,0.00662315,0.00551693
0.00217938,0.00930475,0.000663157,0.00140677,0.000609832,0.00364986,0.00580811,0.00540408
0.00531544,0.00857297,0.000665137,0.0013232,0.000630296,0.00373121,0.00607577,0.00615186
0.00652885,0.00757394,0.000687772,0.00133099,0.000659656,0.00395371,0.00609494,0.00607783
0.00651275,0.00696521,0.000693975,0.0013358,0.000663624,0.00335404,0.00613672,0.00613868
0.00648397,0.00716389,0.000668291,0.00110841,0.00064471,0.00331204,0.00545004,0.00582777
0.00646389,0.0104678,0.000693368,0.00100235,0.000677601,0.00317981,0.00471768,0.00475504
0.00661858,0.0108311,0.000685155,0.000993054,0.000681052,0.00318103,0.00397669,0.00461857
0.00690992,0.0105762,0.000684767,0.00103912,0.000674499,0.00264522,0.00331961,0.00426808
0.00735098,0.00996014,0.00068888,0.00110339,0.000689854,0.00246681,0.00319211,0.00404891
0.00775273,0.0114366,0.000716079,0.00112192,0.00069267,0.00246036,0.00281605,0.00406952
0.00706528,0.0146412,0.000741003,0.0010469,0.000680457,0.00241664,0.00244404,0.00381215
0.00323483,0.014702,0.000718893,0.000905531,0.000647767,0.00184636,0.00189363,0.00303377
0.00230719,0.014792,0.000700148,0.000918821,0.000603474,0.00149489,0.00173713,0.00298957
0.00237503,0.014577,0.000742322,0.000907337,0.000611392,0.00141988,0.00168454,0.00322124
0.00253942,0.0111425,0.000732055,0.000846654,0.000515066,0.00130896,0.00158185,0.00341254
0.00266921,0.0088232,0.000680272,0.000818925,0.000465917,0.00123921,0.00158378,0.00327166
0.00253067,0.00899541,0.000680777,0.000809484,0.000452981,0.00113724,0.00157537,0.00283158
