"Time","63 sinus","62 rm dwn st","61 rm dwn sw","60 rmp up st","59 rmp up sw","58 Ramp down","57 Ramp up","56 right DS","55 left DS","54 lHL swoff","53 lHL swon","52 rHL swoff","51 rHL swon","50 lFL swoff","49 lFL swon","48 rFL swoff","47 rFL swon","46 sw offset","45 sw onset","44 ramnp dwn","43 ramp up","42 sinus rmp","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
1.874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.486496,51.605431,87.538391,105.224670,6.072825,13.701761,4.989989,16.033285,6.364975,14.529696,0,5.296476,10.544287,6.713176,11.838028,7.751915,16.100363,7.783542,10.538620,7.982117,10.171299,8.566575,10.030588,7.951416,11.271938,9.139382,11.779825,9.011374,12.631426,0,-0.01297,0.00264,-0.02121,-0.01410,0.00360,-0.01297,0.00662,0.00443,0.00012,0.11770,3.27731
1.875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.792862,52.190792,87.816483,105.295525,6.064562,13.700091,4.989316,16.021921,6.365238,14.518914,0,5.297548,10.535706,6.714731,11.854015,7.751847,16.088011,7.781696,10.524277,7.985923,10.159563,8.568798,10.023534,7.957198,11.266340,9.143451,11.776994,9.016249,12.630030,0,-0.02399,0.00443,-0.02014,-0.01428,0.01077,-0.01311,0.00421,0.00320,0.00012,0.09818,3.27677
1.876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.978561,52.853661,88.109818,105.337097,6.055662,13.697904,4.988646,16.010359,6.365538,14.507975,0,5.298637,10.527434,6.716218,11.869482,7.751791,16.075520,7.779805,10.509038,7.990888,10.145410,8.571933,10.016955,7.963676,11.260945,9.148248,11.777131,9.022450,12.630137,0,-0.01657,0.00261,-0.01923,-0.01286,0.00903,-0.01265,0.00595,0.00275,-0.00006,0.08788,3.27601
1.877,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.164246,53.516529,88.403152,105.378670,6.046762,13.695716,4.987976,15.998796,6.365839,14.497034,0,5.299726,10.519164,6.717706,11.884949,7.751735,16.063028,7.777914,10.493799,7.995853,10.131256,8.575067,10.010377,7.970154,11.255550,9.153045,11.777267,9.028653,12.630246,0,-0.01578,0.00250,-0.01999,-0.01326,0.00916,-0.01270,0.00531,0.00298,0.00006,0.10636,3.27571
1.878,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.349945,54.179398,88.696487,105.420242,6.037861,13.693528,4.987306,15.987235,6.366139,14.486094,0,5.300815,10.510893,6.719193,11.900415,7.751679,16.050537,7.776022,10.478560,8.000818,10.117103,8.578201,10.003798,7.976632,11.250154,9.157842,11.777404,9.034855,12.630354,0,-0.01791,0.00290,-0.02060,-0.01341,0.00943,-0.01244,0.00510,0.00290,0.00015,0.11480,3.27563
1.879,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.434647,54.741837,88.928925,105.372124,6.030855,13.690368,4.986657,15.975700,6.366444,14.475174,0,5.301561,10.502565,6.720659,11.914920,7.751495,16.038471,7.775520,10.464426,8.004031,10.105079,8.580276,9.996104,7.982978,11.245328,9.163492,11.773360,9.038601,12.627590,0,-0.01831,0.00331,-0.01755,-0.01357,0.01141,-0.01178,0.00443,0.00229,0.00015,0.08877,3.27601
1.880,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.471817,55.257011,89.132713,105.281799,6.024740,13.686750,4.986018,15.964180,6.366750,14.464262,0,5.302146,10.494211,6.722116,11.928972,7.751252,16.026606,7.775670,10.450810,8.006420,10.094058,8.581850,9.987885,7.989262,11.240768,9.169543,11.767349,9.041190,12.623476,0,-0.01514,0.00520,-0.02243,-0.01350,0.00537,-0.01285,0.00772,0.00305,0.00009,0.09136,3.27662
1.881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.509003,55.772190,89.336502,105.191467,6.018625,13.683132,4.985379,15.952660,6.367056,14.453350,0,5.302731,10.485857,6.723573,11.943024,7.751008,16.014740,7.775821,10.437196,8.008809,10.083036,8.583425,9.979664,7.995546,11.236208,9.175595,11.761339,9.043780,12.619362,0,-0.01633,0.00308,-0.01892,-0.01465,0.00681,-0.01199,0.00885,0.00313,0.00000,0.10296,3.27713
1.882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.546173,56.287369,89.540291,105.101143,6.012511,13.679515,4.984740,15.941139,6.367362,14.442438,0,5.303315,10.477502,6.725029,11.957076,7.750764,16.002876,7.775971,10.423580,8.011198,10.072015,8.584999,9.971444,8.001829,11.231648,9.181646,11.755328,9.046371,12.615248,0,-0.01038,0.00388,-0.01907,-0.01384,0.00418,-0.01204,0.00354,0.00320,0.00009,0.09565,3.27759
1.883,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.611633,56.677296,89.757462,105.146164,6.009456,13.677731,4.984042,15.929818,6.367531,14.431581,0,5.303542,10.469094,6.726382,11.970265,7.750465,15.990887,7.775494,10.410612,8.011721,10.062250,8.586856,9.965330,8.007287,11.226235,9.187799,11.751785,9.051100,12.611794,0,-0.01108,0.00278,-0.01923,-0.01358,0.01236,-0.01151,0.00662,0.00343,0.00009,0.10382,3.27759
1.884,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.690384,57.008278,89.980919,105.254883,6.007842,13.676808,4.983316,15.918591,6.367635,14.420748,0,5.303600,10.460662,6.727685,11.983049,7.750141,15.978839,7.774720,10.397947,8.011364,10.053077,8.588846,9.960207,8.012355,11.220422,9.194000,11.749404,9.056836,12.608650,0,-0.00497,0.00417,-0.02151,-0.01285,0.00568,-0.01239,0.00439,0.00290,0.00006,0.11604,3.27736
1.885,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.769150,57.339264,90.204384,105.363594,6.006227,13.675886,4.982591,15.907364,6.367739,14.409915,0,5.303658,10.452229,6.728988,11.995832,7.749817,15.966792,7.773947,10.385283,8.011007,10.043903,8.590837,9.955084,8.017424,11.214607,9.200201,11.747022,9.062572,12.605507,0,-0.02124,0.00365,-0.01984,-0.01207,0.02045,-0.01114,0.00467,0.00366,0.00000,0.10956,3.27708
1.886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.847900,57.670246,90.427841,105.472313,6.004612,13.674964,4.981865,15.896136,6.367842,14.399082,0,5.303716,10.443796,6.730291,12.008616,7.749493,15.954744,7.773174,10.372619,8.010652,10.034730,8.592827,9.949961,8.022491,11.208794,9.206402,11.744640,9.068308,12.602364,0,-0.01135,0.00253,-0.01938,-0.01366,0.00259,-0.01379,0.00659,0.00046,0.00006,0.08462,3.27677
1.887,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.874619,57.993706,90.565323,105.701408,6.001188,13.672830,4.981202,15.884952,6.367832,14.388432,0,5.303705,10.435051,6.731000,12.021750,7.749261,15.942729,7.770772,10.361492,8.009924,10.025014,8.593948,9.941606,8.025906,11.201369,9.209884,11.740277,9.071801,12.597695,0,-0.04254,0.00375,-0.02106,-0.01309,0.00967,-0.01186,0.00201,0.00221,0.00003,0.10396,3.27693
1.888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.876831,58.313625,90.662331,105.987152,5.996912,13.670125,4.980569,15.873788,6.367769,14.377868,0,5.303660,10.426160,6.731429,12.035050,7.749073,15.930728,7.767602,10.351090,8.009023,10.015042,8.594661,9.931729,8.028542,11.193187,9.212086,11.734982,9.074240,12.592310,0,-0.01089,0.00441,-0.02106,-0.01338,0.00742,-0.01297,0.00668,0.00366,-0.00021,0.10724,3.27731
1.889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.879044,58.633545,90.759346,106.272903,5.992636,13.667419,4.979936,15.862623,6.367705,14.367303,0,5.303616,10.417269,6.731857,12.048350,7.748885,15.918728,7.764433,10.340689,8.008121,10.005071,8.595372,9.921853,8.031178,11.185004,9.214287,11.729687,9.076677,12.586926,0,-0.02039,0.00372,-0.02014,-0.01445,0.01016,-0.01413,0.00635,0.00206,0.00021,0.08349,3.27769
1.890,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.881271,58.953461,90.856361,106.558647,5.988360,13.664715,4.979303,15.851459,6.367641,14.356739,0,5.303572,10.408377,6.732285,12.061650,7.748697,15.906727,7.761264,10.330286,8.007219,9.995099,8.596085,9.911977,8.033813,11.176822,9.216489,11.724392,9.079116,12.581540,0,-0.01422,0.00180,-0.02182,-0.01375,0.00870,-0.01285,0.00540,0.00275,0.00015,0.09182,3.27807
1.891,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.617249,59.391209,90.903137,106.814987,5.985949,13.660361,4.978609,15.840532,6.367459,14.346128,0,5.302804,10.399053,6.732558,12.074065,7.748475,15.894607,7.759476,10.318645,8.008985,9.983132,8.599684,9.904525,8.035498,11.169738,9.217202,11.719792,9.083152,12.577454,0,-0.03049,0.00417,-0.02121,-0.01353,0.00784,-0.01239,0.00485,0.00229,0.00012,0.10899,3.27784
1.892,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.227936,59.884403,90.926270,107.057495,5.984414,13.655233,4.977884,15.829719,6.367220,14.335497,0,5.301697,10.389525,6.732758,12.086062,7.748236,15.882430,7.758337,10.306419,8.012004,9.970226,8.604641,9.898213,8.036735,11.163171,9.217214,11.715520,9.087941,12.573978,0,-0.00107,0.00255,-0.01923,-0.01302,0.00275,-0.01257,0.00638,0.00298,0.00015,0.10665,3.27731
1.893,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.838638,60.377602,90.949402,107.299995,5.982880,13.650105,4.977160,15.818904,6.366982,14.324865,0,5.300590,10.379997,6.732957,12.098060,7.747997,15.870254,7.757199,10.294194,8.015023,9.957321,8.609598,9.891902,8.037971,11.156604,9.217226,11.711247,9.092730,12.570502,0,-0.02545,0.00421,-0.01953,-0.01352,0.01804,-0.01128,0.00504,0.00320,-0.00003,0.10565,3.27703
1.894,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.449326,60.870796,90.972534,107.542503,5.981345,13.644977,4.976437,15.808090,6.366744,14.314234,0,5.299482,10.370470,6.733156,12.110057,7.747757,15.858078,7.756061,10.281969,8.018043,9.944415,8.614556,9.885592,8.039208,11.150037,9.217238,11.706976,9.097518,12.567027,0,-0.01846,0.00394,-0.01953,-0.01529,0.00690,-0.01224,0.00507,0.00328,0.00009,0.11768,3.27688
1.895,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.087097,61.314037,90.960075,107.584259,5.979645,13.639215,4.975809,15.796939,6.366580,14.303682,0,5.297909,10.361050,6.733210,12.121305,7.747557,15.845856,7.754775,10.273147,8.018697,9.933592,8.616174,9.879705,8.040659,11.145145,9.217628,11.702378,9.099905,12.563720,0,-0.01678,0.00377,-0.02121,-0.01314,0.01657,-0.01259,0.00507,0.00320,-0.00003,0.10472,3.27708
1.896,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.737610,61.733772,90.930878,107.531540,5.977867,13.633157,4.975225,15.785628,6.366451,14.293169,0,5.296118,10.351681,6.733196,12.132199,7.747374,15.833611,7.753420,10.265926,8.018238,9.923748,8.616220,9.874021,8.042211,11.141042,9.218196,11.697628,9.101162,12.560493,0,-0.01672,0.00502,-0.02029,-0.01436,0.01065,-0.01180,0.00562,0.00320,-0.00003,0.08385,3.27746
1.897,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.388123,62.153503,90.901680,107.478828,5.976089,13.627097,4.974642,15.774319,6.366322,14.282655,0,5.294327,10.342311,6.733181,12.143094,7.747191,15.821368,7.752065,10.258705,8.017778,9.913903,8.616265,9.868335,8.043762,11.136937,9.218763,11.692878,9.102419,12.557264,0,-0.01828,0.00256,-0.02045,-0.01395,0.00821,-0.01283,0.00360,0.00137,-0.00009,0.09637,3.27708
1.898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.038635,62.573238,90.872482,107.426117,5.974310,13.621038,4.974059,15.763008,6.366192,14.272141,0,5.292535,10.332942,6.733167,12.153988,7.747008,15.809124,7.750710,10.251485,8.017320,9.904059,8.616312,9.862650,8.045313,11.132833,9.219332,11.688128,9.103676,12.554036,0,-0.01697,0.00500,-0.01953,-0.01299,0.00519,-0.01303,0.00592,0.00420,-0.00003,0.11122,3.27631
1.899,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.815613,62.897987,90.763100,107.367958,5.976821,13.619425,4.973495,15.751352,6.365914,14.261896,0,5.290323,10.323554,6.733048,12.163268,7.746845,15.796968,7.751120,10.239945,8.016206,9.896068,8.617928,9.858899,8.046593,11.128602,9.221704,11.683249,9.105076,12.551353,0,-0.01920,0.00363,-0.02014,-0.01376,0.01279,-0.01241,0.00452,0.00153,-0.00006,0.09578,3.27642
1.900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.652100,63.178036,90.615990,107.307228,5.981350,13.619902,4.972940,15.739534,6.365565,14.251779,0,5.287913,10.314158,6.732880,12.171788,7.746692,15.784853,7.752360,10.226375,8.014783,9.888948,8.620282,9.856060,8.047744,11.124310,9.224925,11.678311,9.106542,12.548925,0,-0.01431,0.00110,-0.02151,-0.01201,0.02087,-0.01320,0.00400,0.00328,0.00009,0.10405,3.27695
1.901,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.488586,63.458088,90.468880,107.246506,5.985879,13.620379,4.972385,15.727716,6.365217,14.241660,0,5.285503,10.304763,6.732711,12.180307,7.746539,15.772738,7.753601,10.212803,8.013361,9.881828,8.622637,9.853221,8.048895,11.120018,9.228146,11.673374,9.108008,12.546498,0,-0.01758,0.00314,-0.02045,-0.01491,0.01279,-0.01411,0.00784,0.00496,0.00009,0.11201,3.27749
1.902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.325073,63.738136,90.321762,107.185783,5.990409,13.620857,4.971830,15.715899,6.364869,14.231542,0,5.283092,10.295367,6.732543,12.188828,7.746386,15.760622,7.754842,10.199232,8.011938,9.874709,8.624991,9.850382,8.050046,11.115726,9.231367,11.668436,9.109475,12.544071,0,-0.01611,0.00374,-0.01907,-0.01271,0.01123,-0.01030,0.00403,0.00343,-0.00006,0.10236,3.27802
1.903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.530731,64.097839,90.201782,107.233009,5.990919,13.616473,4.971430,15.704068,6.364721,14.222216,0,5.281056,10.285582,6.732518,12.196712,7.746249,15.748803,7.760965,10.184465,8.014523,9.866820,8.627797,9.846514,8.050248,11.110430,9.232487,11.662824,9.110258,12.541231,0,-0.01749,0.00299,-0.01938,-0.01485,0.00549,-0.01340,0.00555,0.00145,-0.00003,0.09016,3.27774
1.904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.910095,64.495033,90.094574,107.331039,5.989538,13.609802,4.971103,15.692231,6.364668,14.213263,0,5.279195,10.275613,6.732562,12.204296,7.746120,15.737123,7.769387,10.169136,8.018993,9.858570,8.630816,9.842162,8.050004,11.104661,9.232617,11.656895,9.110720,12.538197,0,-0.02356,0.00392,-0.02167,-0.01254,-0.00107,-0.01225,0.00513,0.00229,0.00012,0.10024,3.27705
1.905,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.289474,64.892227,89.987358,107.429070,5.988157,13.603130,4.970777,15.680395,6.364615,14.204309,0,5.277335,10.265644,6.732605,12.211881,7.745991,15.725444,7.777808,10.153807,8.023464,9.850320,8.633835,9.837811,8.049760,11.098892,9.232748,11.650966,9.111180,12.535162,0,0.00391,0.00143,-0.02075,-0.01492,0.01291,-0.01289,0.00763,0.00092,0.00009,0.10094,3.27688
1.906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.668854,65.289421,89.880150,107.527100,5.986776,13.596459,4.970449,15.668558,6.364562,14.195355,0,5.275474,10.255675,6.732649,12.219465,7.745862,15.713764,7.786229,10.138477,8.027934,9.842070,8.636853,9.833459,8.049516,11.093123,9.232879,11.645037,9.111642,12.532126,0,-0.01862,0.00320,-0.02075,-0.01367,0.00742,-0.01183,0.00391,0.00214,0.00003,0.08014,3.27695
1.907,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.154510,65.764923,89.825974,107.695976,5.987330,13.592164,4.970280,15.656420,6.364398,14.187282,0,5.273893,10.245426,6.733062,12.226456,7.745803,15.702366,7.786017,10.122622,8.033587,9.831541,8.639949,9.829269,8.049625,11.087521,9.232090,11.640218,9.111993,12.527438,0,-0.02103,0.00388,-0.02075,-0.01300,0.00809,-0.01318,0.00769,0.00259,0.00009,0.09752,3.27682
1.908,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.690170,66.277275,89.796753,107.898186,5.988795,13.588987,4.970184,15.644139,6.364182,14.179621,0,5.272444,10.235045,6.733650,12.233167,7.745777,15.691100,7.781744,10.106518,8.039797,9.819941,8.643080,9.825155,8.049903,11.081996,9.230869,11.635921,9.112290,12.521971,0,-0.01736,0.00400,-0.02121,-0.01454,0.00870,-0.01253,0.01056,0.00214,0.00024,0.11993,3.27660
1.909,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.225830,66.789627,89.767532,108.100395,5.990260,13.585811,4.970088,15.631859,6.363966,14.171961,0,5.270995,10.224665,6.734237,12.239877,7.745750,15.679833,7.777471,10.090414,8.046006,9.808340,8.646212,9.821042,8.050179,11.076471,9.229649,11.631626,9.112589,12.516503,0,-0.04285,0.00354,-0.02060,-0.01360,0.00903,-0.01181,0.00229,0.00259,0.00009,0.10973,3.27652
1.910,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.761490,67.301979,89.738312,108.302605,5.991725,13.582634,4.969992,15.619578,6.363751,14.164300,0,5.269546,10.214283,6.734825,12.246588,7.745724,15.668568,7.773197,10.074310,8.052216,9.796740,8.649343,9.816928,8.050456,11.070948,9.228428,11.627330,9.112887,12.511036,0,-0.01254,0.00385,-0.01907,-0.01384,0.01169,-0.01199,0.00970,0.00237,-0.00009,0.08472,3.27652
1.911,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.848480,67.687881,89.725410,108.507744,5.995732,13.581359,4.969919,15.607484,6.366937,14.179002,0,5.268586,10.203928,6.735635,12.252658,7.745622,15.657557,7.771658,10.060563,8.056973,9.786685,8.653372,9.813171,8.052067,11.065498,9.228235,11.623540,9.114519,12.507230,0,-0.01611,0.00433,-0.02029,-0.01457,0.00403,-0.01111,0.00656,0.00328,0.00000,0.09280,3.27667
1.912,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.724319,68.014275,89.720192,108.714264,6.000935,13.580978,4.969855,15.595476,6.371724,14.204226,0,5.267857,10.193584,6.736551,12.258428,7.745484,15.646667,7.771407,10.047925,8.061047,9.777360,8.657823,9.809582,8.054305,11.060085,9.228526,11.619988,9.116778,12.504205,0,-0.02365,0.00269,-0.02014,-0.01620,0.00958,-0.01392,0.00452,0.00389,0.00018,0.10104,3.27690
1.913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.600174,68.340668,89.714973,108.920776,6.006138,13.580598,4.969792,15.583469,6.376511,14.229450,0,5.267128,10.183241,6.737467,12.264196,7.745346,15.635778,7.771156,10.035287,8.065121,9.768034,8.662274,9.805993,8.056542,11.054672,9.228818,11.616436,9.119039,12.501179,0,-0.01337,0.00392,-0.01953,-0.01207,0.00211,-0.01111,0.00693,-0.00282,-0.00009,0.08724,3.27703
1.914,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.476013,68.667061,89.709755,109.127296,6.011341,13.580217,4.969728,15.571463,6.381298,14.254675,0,5.266398,10.172898,6.738383,12.269965,7.745208,15.624888,7.770905,10.022649,8.069194,9.758708,8.666725,9.802403,8.058781,11.049259,9.229109,11.612885,9.121298,12.498154,0,-0.01984,0.00221,-0.02060,-0.01396,0.01828,-0.01208,0.00308,0.00282,0.00000,0.10333,3.27710
1.915,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.070007,68.936874,89.750092,109.297806,6.015362,13.579057,4.969849,15.559463,6.386258,14.280604,0,5.266483,10.162617,6.739178,12.274623,7.745122,15.613947,7.767769,10.013583,8.067857,9.749662,8.672475,9.798441,8.061498,11.044015,9.230426,11.610239,9.123611,12.495585,0,-0.03998,0.00294,-0.01831,-0.01360,0.00836,-0.01277,0.00507,0.00412,0.00006,0.11201,3.27708
1.916,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.531372,69.180061,89.811859,109.451370,6.018826,13.577530,4.970055,15.547467,6.391299,14.306866,0,5.266951,10.152365,6.739916,12.278758,7.745060,15.602980,7.763277,10.006199,8.063973,9.740747,8.678835,9.794302,8.064440,11.038849,9.232225,11.608020,9.125950,12.493232,0,-0.01089,0.00565,-0.02060,-0.01233,-0.00275,-0.01299,0.00546,0.00298,-0.00015,0.10304,3.27700
1.917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.992752,69.423241,89.873634,109.604942,6.022291,13.576003,4.970261,15.535471,6.396340,14.333126,0,5.267419,10.142112,6.740654,12.282892,7.744999,15.592013,7.758784,9.998815,8.060089,9.731833,8.685194,9.790163,8.067382,11.033684,9.234025,11.605802,9.128288,12.490878,0,-0.01947,0.00061,-0.02075,-0.01280,0.00848,-0.01181,0.00348,0.00237,0.00009,0.10096,3.27672
1.918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.454117,69.666428,89.935402,109.758507,6.025756,13.574475,4.970467,15.523475,6.401381,14.359387,0,5.267887,10.131860,6.741393,12.287027,7.744937,15.581047,7.754291,9.991430,8.056206,9.722919,8.691554,9.786024,8.070324,11.028518,9.235825,11.603582,9.130627,12.488525,0,-0.01822,0.00435,-0.02045,-0.01312,0.00769,-0.01236,0.00458,0.00328,0.00003,0.11302,3.27634
1.919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.980103,69.966797,90.007355,109.887337,6.028118,13.573705,4.970479,15.511346,6.403354,14.368546,0,5.269017,10.121262,6.742602,12.290194,7.745334,15.569937,7.751883,9.986241,8.054820,9.714305,8.695007,9.781356,8.072734,11.023251,9.237281,11.601283,9.132218,12.486532,0,-0.01755,0.00197,-0.01968,-0.01268,0.00781,-0.01332,0.00507,0.00282,-0.00006,0.10334,3.27652
1.920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.536499,70.294067,90.084091,110.004532,6.029961,13.573289,4.970399,15.499154,6.403883,14.369656,0,5.270458,10.110500,6.744034,12.292904,7.745947,15.558759,7.750456,9.982086,8.054608,9.705832,8.697094,9.776439,8.074893,11.017936,9.238575,11.598947,9.133459,12.484709,0,-0.01700,0.00333,-0.02151,-0.01418,0.01007,-0.01134,0.00189,0.00351,0.00006,0.08128,3.27698
1.921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.092896,70.621346,90.160835,110.121727,6.031805,13.572873,4.970319,15.486963,6.404412,14.370766,0,5.271900,10.099740,6.745466,12.295614,7.746560,15.547581,7.749029,9.977931,8.054398,9.697359,8.699180,9.771522,8.077052,11.012621,9.239869,11.596609,9.134699,12.482885,0,-0.01648,0.00505,-0.02121,-0.01440,0.00653,-0.01233,0.00354,0.00366,0.00006,0.09302,3.27713
1.922,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.649292,70.948616,90.237572,110.238922,6.033648,13.572457,4.970240,15.474771,6.404941,14.371876,0,5.273341,10.088979,6.746897,12.298325,7.747173,15.536403,7.747602,9.973775,8.054187,9.688887,8.701265,9.766604,8.079211,11.007305,9.241163,11.594272,9.135940,12.481062,0,-0.01456,0.00240,-0.02075,-0.01273,0.00729,-0.01160,0.00922,0.00206,0.00018,0.10541,3.27713
1.923,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,129.450180,71.324310,90.282555,110.338264,6.036236,13.570428,4.970100,15.462624,6.405425,14.376693,0,5.274753,10.078128,6.747880,12.299964,7.747944,15.525011,7.747503,9.965093,8.055080,9.679298,8.704630,9.761738,8.081376,11.002665,9.241898,11.591393,9.136850,12.478434,0,-0.04153,0.00374,-0.01999,-0.01543,0.00732,-0.01305,0.00543,0.00160,0.00003,0.09770,3.27677
1.924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.366104,71.722786,90.312584,110.429192,6.039176,13.567639,4.969934,15.450497,6.405889,14.383254,0,5.276151,10.067235,6.748650,12.301101,7.748790,15.513519,7.748030,9.954279,8.056494,9.669187,8.708597,9.756896,8.083544,10.998340,9.242369,11.588261,9.137606,12.475426,0,-0.00586,0.00226,-0.02014,-0.01299,0.01056,-0.01273,0.00626,0.00336,0.00000,0.11130,3.27624
1.925,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.282043,72.121262,90.342613,110.520126,6.042114,13.564851,4.969766,15.438369,6.406352,14.389816,0,5.277549,10.056343,6.749421,12.302237,7.749635,15.502028,7.748557,9.943465,8.057907,9.659074,8.712564,9.752053,8.085711,10.994016,9.242839,11.585128,9.138362,12.472419,0,-0.02127,0.00420,-0.02060,-0.01320,0.00620,-0.01312,0.00580,0.00237,0.00018,0.11901,3.27662
1.926,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.197968,72.519737,90.372643,110.611053,6.045053,13.562063,4.969599,15.426242,6.406815,14.396378,0,5.278948,10.045450,6.750191,12.303373,7.750481,15.490537,7.749084,9.932652,8.059321,9.648961,8.716531,9.747211,8.087878,10.989691,9.243310,11.581995,9.139117,12.469411,0,-0.01730,0.00169,-0.02167,-0.01283,0.00784,-0.01286,-0.00104,0.00244,0.00000,0.09421,3.27746
